|6.6.6
Archiving\03_Data\eq/QFM_m5/Y98/Y98_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an            
  1269.23        2500.00                 NaN  0.871492                 NaN  0.309175E-002  0.436377        28.2597        13.8124        26.3881        20.1210        10.1079     
  1266.03        2500.00                 NaN  0.871494                 NaN  0.309156E-002  0.436387        28.2596        13.8123        26.3880        20.1208        10.1084     
  1262.82        2500.00                 NaN  0.871497                 NaN  0.309137E-002  0.436396        28.2594        13.8121        26.3879        20.1206        10.1089     
  1259.62        2500.00                 NaN  0.871500                 NaN  0.309118E-002  0.436405        28.2592        13.8120        26.3878        20.1205        10.1095     
  1256.41        2500.00                 NaN  0.871302                 NaN  0.300165E-002  0.439127        29.6268        13.8825        24.6604        20.2464        10.2705     
  1253.21        2500.00                 NaN  0.871305                 NaN  0.300147E-002  0.439137        29.6266        13.8824        24.6603        20.2462        10.2711     
  1250.00        2500.00                 NaN  0.871307                 NaN  0.300128E-002  0.439146        29.6264        13.8823        24.6602        20.2460        10.2716     
  1246.79        2500.00                 NaN  0.871310                 NaN  0.300110E-002  0.439155        29.6262        13.8822        24.6601        20.2459        10.2721     
  1243.59        2500.00                 NaN  0.871312                 NaN  0.300091E-002  0.439165        29.6261        13.8820        24.6601        20.2457        10.2727     
  1240.38        2500.00                 NaN  0.871314                 NaN  0.300073E-002  0.439174        29.6259        13.8819        24.6600        20.2455        10.2732     
  1237.18        2500.00                 NaN  0.871317                 NaN  0.300054E-002  0.439183        29.6257        13.8818        24.6599        20.2454        10.2737     
  1233.97        2500.00                 NaN  0.871319                 NaN  0.300036E-002  0.439192        29.6255        13.8817        24.6598        20.2452        10.2743     
  1230.77        2500.00                 NaN  0.871139                 NaN  0.291296E-002  0.449421        30.8294        13.9399        23.1728        20.3093        10.4251     
  1227.56        2500.00                 NaN  0.871141                 NaN  0.291278E-002  0.449431        30.8292        13.9398        23.1728        20.3091        10.4256     
  1224.36        2500.00                 NaN  0.871143                 NaN  0.291260E-002  0.449440        30.8290        13.9397        23.1727        20.3090        10.4262     
  1221.15        2500.00                 NaN  0.871146                 NaN  0.291242E-002  0.449449        30.8288        13.9395        23.1726        20.3088        10.4267     
  1217.95        2500.00                 NaN  0.871148                 NaN  0.291224E-002  0.449459        30.8286        13.9394        23.1726        20.3086        10.4273     
  1214.74        2500.00                 NaN  0.871150                 NaN  0.291207E-002  0.449468        30.8284        13.9393        23.1725        20.3084        10.4278     
  1211.54        2500.00                 NaN  0.871152                 NaN  0.291189E-002  0.449477        30.8282        13.9392        23.1724        20.3083        10.4283     
  1208.33        2500.00                 NaN  0.871154                 NaN  0.291171E-002  0.449486        30.8280        13.9391        23.1724        20.3081        10.4289     
  1205.13        2500.00                 NaN  0.870999                 NaN  0.282557E-002  0.465881        31.9133        13.9844        21.8528        20.3446        10.5651     
  1201.92        2500.00                 NaN  0.871001                 NaN  0.282539E-002  0.465890        31.9131        13.9842        21.8528        20.3445        10.5657     
  1198.72        2500.00                 NaN  0.871003                 NaN  0.282522E-002  0.465900        31.9129        13.9841        21.8527        20.3443        10.5662     
  1195.51        2500.00                 NaN  0.871004                 NaN  0.282505E-002  0.465909        31.9127        13.9840        21.8526        20.3441        10.5668     
  1192.31        2500.00                 NaN  0.871006                 NaN  0.282488E-002  0.465919        31.9125        13.9839        21.8526        20.3439        10.5673     
  1189.10        2500.00                 NaN  0.871008                 NaN  0.282470E-002  0.465928        31.9123        13.9838        21.8525        20.3438        10.5678     
  1185.90        2500.00                 NaN  0.871010                 NaN  0.282453E-002  0.465938        31.9121        13.9837        21.8525        20.3436        10.5684     
  1182.69        2500.00                 NaN  0.871012                 NaN  0.282436E-002  0.465947        31.9119        13.9835        21.8524        20.3434        10.5689     
  1179.49        2500.00                 NaN  0.870865                 NaN  0.273872E-002  0.488348        32.8879        14.0203        20.3407        20.6891        10.7001     
  1176.28        2500.00                 NaN  0.870867                 NaN  0.273855E-002  0.488358        32.8877        14.0202        20.3405        20.6890        10.7006     
  1173.08        2500.00                 NaN  0.870868                 NaN  0.273838E-002  0.488368        32.8875        14.0201        20.3403        20.6890        10.7012     
  1169.87        2500.00                 NaN  0.870870                 NaN  0.273822E-002  0.488378        32.8873        14.0199        20.3401        20.6889        10.7017     
  1166.67        2500.00                 NaN  0.870871                 NaN  0.273805E-002  0.488387        32.8871        14.0198        20.3399        20.6888        10.7022     
  1163.46        2500.00                 NaN  0.870873                 NaN  0.273788E-002  0.488397        32.8869        14.0197        20.3398        20.6888        10.7028     
  1160.26        2500.00                 NaN  0.870874                 NaN  0.273772E-002  0.488407        32.8867        14.0196        20.3396        20.6887        10.7033     
  1157.05        2500.00                 NaN  0.870876                 NaN  0.273755E-002  0.488416        32.8865        14.0195        20.3394        20.6887        10.7039     
  1153.85        2500.00                 NaN  0.870753                 NaN  0.265370E-002  0.516380        33.7847        14.0441        19.6326        20.3276        10.8211     
  1150.64        2500.00                 NaN  0.870754                 NaN  0.265354E-002  0.516390        33.7845        14.0440        19.6326        20.3274        10.8216     
  1147.44        2500.00                 NaN  0.870756                 NaN  0.265338E-002  0.516400        33.7843        14.0439        19.6325        20.3272        10.8222     
  1144.23        2500.00                 NaN  0.870757                 NaN  0.265322E-002  0.516410        33.7841        14.0438        19.6325        20.3270        10.8227     
  1141.03        2500.00                 NaN  0.870758                 NaN  0.265306E-002  0.516421        33.7839        14.0437        19.6324        20.3269        10.8233     
  1137.82        2500.00                 NaN  0.870759                 NaN  0.265290E-002  0.516431        33.7837        14.0435        19.6324        20.3267        10.8238     
  1134.62        2500.00                 NaN  0.870760                 NaN  0.265274E-002  0.516441        33.7835        14.0434        19.6324        20.3265        10.8244     
  1131.41        2500.00                 NaN  0.870762                 NaN  0.265258E-002  0.516451        33.7833        14.0433        19.6323        20.3263        10.8249     
  1128.21        2500.00                 NaN  0.870652                 NaN  0.256975E-002  0.549631        34.6148        14.0592        18.6724        20.2962        10.9346     
  1125.00        2500.00                 NaN  0.870653                 NaN  0.256959E-002  0.549641        34.6146        14.0590        18.6724        20.2960        10.9351     
  1121.79        2500.00                 NaN  0.870654                 NaN  0.256944E-002  0.549652        34.6144        14.0589        18.6723        20.2958        10.9357     
  1118.59        2500.00                 NaN  0.870655                 NaN  0.256929E-002  0.549662        34.6142        14.0588        18.6723        20.2956        10.9362     
  1115.38        2500.00                 NaN  0.870656                 NaN  0.256913E-002  0.549673        34.6140        14.0587        18.6722        20.2954        10.9368     
  1112.18        2500.00                 NaN  0.870657                 NaN  0.256898E-002  0.549683        34.6138        14.0585        18.6722        20.2952        10.9373     
  1108.97        2500.00                 NaN  0.870657                 NaN  0.256882E-002  0.549694        34.6135        14.0584        18.6722        20.2951        10.9379     
  1105.77        2500.00                 NaN  0.870658                 NaN  0.256867E-002  0.549704        34.6133        14.0583        18.6721        20.2949        10.9384     
  1102.56        2500.00                 NaN  0.870569                 NaN  0.248556E-002  0.587298        35.3973        14.0641        17.7747        20.2675        11.0361     
  1099.36        2500.00                 NaN  0.870570                 NaN  0.248541E-002  0.587309        35.3971        14.0640        17.7747        20.2673        11.0367     
  1096.15        2500.00                 NaN  0.870570                 NaN  0.248526E-002  0.587320        35.3968        14.0638        17.7746        20.2671        11.0373     
  1092.95        2500.00                 NaN  0.870571                 NaN  0.248511E-002  0.587331        35.3966        14.0637        17.7746        20.2669        11.0378     
  1089.74        2500.00                 NaN  0.870572                 NaN  0.248496E-002  0.587342        35.3964        14.0636        17.7746        20.2667        11.0384     
  1086.54        2500.00                 NaN  0.870572                 NaN  0.248481E-002  0.587353        35.3962        14.0634        17.7745        20.2665        11.0389     
  1083.33        2500.00                 NaN  0.870573                 NaN  0.248466E-002  0.587364        35.3960        14.0633        17.7745        20.2663        11.0395     
  1080.13        2500.00                 NaN  0.870573                 NaN  0.248451E-002  0.587375        35.3958        14.0632        17.7745        20.2661        11.0400     
  1076.92        2500.00                 NaN  0.870491                 NaN  0.240086E-002  0.630904        36.1299        14.0608        16.9544        20.2178        11.1333     
  1073.72        2500.00                 NaN  0.870492                 NaN  0.240072E-002  0.630916        36.1296        14.0607        16.9543        20.2176        11.1339     
  1070.51        2500.00                 NaN  0.870492                 NaN  0.240058E-002  0.630928        36.1294        14.0606        16.9543        20.2174        11.1344     
  1067.31        2500.00                 NaN  0.870493                 NaN  0.240043E-002  0.630939        36.1292        14.0604        16.9543        20.2172        11.1350     
  1064.10        2500.00                 NaN  0.870493                 NaN  0.240029E-002  0.630951        36.1290        14.0603        16.9543        20.2170        11.1356     
  1060.90        2500.00                 NaN  0.870493                 NaN  0.240015E-002  0.630963        36.1288        14.0602        16.9542        20.2168        11.1361     
  1057.69        2500.00                 NaN  0.870494                 NaN  0.240000E-002  0.630974        36.1286        14.0600        16.9542        20.2167        11.1367     
  1054.49        2500.00                 NaN  0.870494                 NaN  0.239986E-002  0.630986        36.1283        14.0599        16.9542        20.2165        11.1372     
  1051.28        2500.00                 NaN  0.870427                 NaN  0.232050E-002  0.679142        36.8304        14.0487        20.1662        16.1809        11.2219     
  1048.08        2500.00                 NaN  0.870427                 NaN  0.232036E-002  0.679154        36.8301        14.0486        20.1660        16.1809        11.2225     
  1044.87        2500.00                 NaN  0.870427                 NaN  0.232022E-002  0.679167        36.8299        14.0485        20.1658        16.1809        11.2230     
  1041.67        2500.00                 NaN  0.870427                 NaN  0.232008E-002  0.679179        36.8297        14.0483        20.1656        16.1809        11.2236     
  1038.46        2500.00                 NaN  0.870427                 NaN  0.231995E-002  0.679191        36.8295        14.0482        20.1654        16.1809        11.2241     
  1035.26        2500.00                 NaN  0.870427                 NaN  0.231981E-002  0.679204        36.8293        14.0481        20.1652        16.1808        11.2247     
  1032.05        2500.00                 NaN  0.870427                 NaN  0.231967E-002  0.679216        36.8291        14.0479        20.1650        16.1808        11.2253     
  1028.85        2500.00                 NaN  0.870427                 NaN  0.231954E-002  0.679228        36.8288        14.0478        20.1648        16.1808        11.2258     
  1025.64        2500.00                 NaN  0.870384                 NaN  0.223836E-002  0.732662        37.5065        14.0248        15.4451        20.1217        11.2967     
  1022.44        2500.00                 NaN  0.870384                 NaN  0.223823E-002  0.732675        37.5063        14.0246        15.4451        20.1215        11.2972     
  1019.23        2500.00                 NaN  0.870384                 NaN  0.223809E-002  0.732689        37.5061        14.0245        15.4451        20.1212        11.2978     
  1016.03        2500.00                 NaN  0.870383                 NaN  0.223796E-002  0.732702        37.5059        14.0244        15.4450        20.1210        11.2984     
  1012.82        2500.00                 NaN  0.870383                 NaN  0.223783E-002  0.732715        37.5056        14.0242        15.4450        20.1208        11.2989     
  1009.62        2500.00                 NaN  0.870383                 NaN  0.223770E-002  0.732728        37.5054        14.0241        15.4450        20.1206        11.2995     
  1006.41        2500.00                 NaN  0.870383                 NaN  0.223757E-002  0.732741        37.5052        14.0240        15.4450        20.1204        11.3000     
  1003.21        2500.00                 NaN  0.870382                 NaN  0.223743E-002  0.732754        37.5050        14.0238        15.4450        20.1202        11.3006     
  1000.00        2500.00                 NaN  0.870351                 NaN  0.216024E-002  0.792358        38.1581        13.9913        14.7528        20.0682        11.3647     
