|6.6.6
Archiving\03_Data\frac/QFM_m0.5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0540        1.60361                 NaN   8.87890        42.9634        29.4230        1.07704     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0900        2.49522                 NaN   8.82256        43.0636        29.4223        1.10640     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.8785       0.866920                 NaN   8.92831        42.8567        29.4295        1.04005     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.979422        16.7654                 NaN   8.93631        42.8500        29.4294        1.03946     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.6653        1.07883                 NaN   8.94445        42.8427        29.4297        1.03903     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6933        2.91136                 NaN   8.85741        43.0239        29.4200        1.09405     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7273        2.88252                 NaN   8.86829        43.0110        29.4203        1.09055     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7541        2.86112                 NaN   8.87928        42.9979        29.4207        1.08692     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7772        2.84354                 NaN   8.89029        42.9847        29.4210        1.08328     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7970        2.82940                 NaN   8.90134        42.9713        29.4214        1.07961     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8150        2.81708                 NaN   8.91246        42.9578        29.4218        1.07590     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8345        2.80341                 NaN   8.92372        42.9441        29.4221        1.07212     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8520        2.79185                 NaN   8.93503        42.9303        29.4225        1.06832     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8459        2.80397                 NaN   8.94568        42.9167        29.4231        1.06462     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8822        2.77380                 NaN   8.95775        42.9023        29.4233        1.06060     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8956        2.76663                 NaN   8.96915        42.8882        29.4238        1.05671     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9081        2.76030                 NaN   8.98056        42.8740        29.4242        1.05283     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9196        2.75514                 NaN   8.99203        42.8596        29.4247        1.04889     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9390        2.73936                 NaN   9.00242        42.8479        29.4249        1.04637     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9624        2.71763                 NaN   9.01198        42.8381        29.4250        1.04490     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7051        2.03791                 NaN   9.07524        42.7239        29.4310        1.02686     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.06805        15.6764                 NaN   9.08343        42.7153        29.4310        1.02579     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6467        2.09771                 NaN   9.09222        42.7072        29.4313        1.02489     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.14281        15.6017                 NaN   9.10003        42.6997        29.4316        1.02416     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5544        2.19022                 NaN   9.10766        42.6922        29.4320        1.02348     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23542        15.5091                 NaN   9.11558        42.6848        29.4324        1.02259     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.4731        2.27206                 NaN   9.12329        42.6769        29.4327        1.02193     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.31635        15.4292                 NaN   9.13021        42.6701        29.4330        1.02123     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.3982        2.34771                 NaN   9.13892        42.6613        29.4335        1.02033     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.3636        2.38282                 NaN   9.14673        42.6534        29.4340        1.01950     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0931        2.60887                 NaN   9.11559        42.7278        29.4267        1.02796     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0971        2.60712                 NaN   9.12485        42.7175        29.4270        1.02638     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1002        2.60634                 NaN   9.13407        42.7073        29.4273        1.02479     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2370        2.51201                 NaN   9.17807        42.6211        29.4358        1.01601     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1037        2.60750                 NaN   9.15244        42.6867        29.4280        1.02163     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1043        2.60934                 NaN   9.16159        42.6763        29.4284        1.02004     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1040        2.61196                 NaN   9.17071        42.6660        29.4288        1.01846     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1031        2.61533                 NaN   9.17982        42.6556        29.4293        1.01688     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1015        2.61939                 NaN   9.18890        42.6452        29.4297        1.01531     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0992        2.62412                 NaN   9.19798        42.6347        29.4302        1.01374     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0963        2.62949                 NaN   9.20703        42.6243        29.4307        1.01218     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0928        2.63548                 NaN   9.21608        42.6138        29.4313        1.01062     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.76932        14.9874                 NaN   9.24734        42.5468        29.4412        1.00794     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9639        2.79397                 NaN   9.25503        42.5383        29.4418        1.00699     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9410        2.81802                 NaN   9.26269        42.5297        29.4426        1.00603     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9188        2.84146                 NaN   9.27035        42.5211        29.4433        1.00505     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0667        2.67381                 NaN   9.26134        42.5608        29.4343        1.00306     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0598        2.68303                 NaN   9.27043        42.5502        29.4349        1.00161     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9224        2.82048                 NaN   9.29773        42.5153        29.4381        1.00605     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8323        2.90477                 NaN   9.30060        42.5148        29.4392        1.00836     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8840        2.86196                 NaN   9.31313        42.4974        29.4397        1.00388     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8785        2.86959                 NaN   9.32174        42.4874        29.4403        1.00241     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0169        2.73694                 NaN   9.31661        42.4961        29.4385       0.994932     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0065        2.74931                 NaN   9.32608        42.4852        29.4392       0.993761     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9953        2.76225                 NaN   9.33567        42.4742        29.4400       0.992667     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9833        2.77580                 NaN   9.34540        42.4632        29.4407       0.991662     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9704        2.79001                 NaN   9.35530        42.4521        29.4415       0.990761     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0243        2.75230                 NaN   9.34305        42.4465        29.4440       0.989803     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8469        2.92273                 NaN   9.38254        42.4110        29.4462       0.990562     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9256        2.83710                 NaN   9.38633        42.4184        29.4437       0.988870     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9081        2.85456                 NaN   9.39727        42.4071        29.4444       0.988588     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8714        2.89049                 NaN   9.40758        42.3966        29.4451       0.988867     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8088        2.97065                 NaN   9.41655        42.3699        29.4494       0.984671     
  1042.61        2500.00                 NaN            NaN   2.52597                 NaN            NaN            NaN   9.53810        4.42274                 NaN   9.22543        42.9631        30.1393        1.18541     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6378        3.16183                 NaN   9.41977        42.3378        29.4610       0.981793     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6211        3.18031                 NaN   9.42735        42.3286        29.4620       0.980686     
  1035.09        2500.00                 NaN            NaN   4.64618                 NaN            NaN            NaN   5.20145        5.58991                 NaN   9.08362        43.4102        30.7256        1.34302     
  1032.58        2500.00                 NaN            NaN   5.48174                 NaN            NaN            NaN   3.60512        5.95028                 NaN   9.02506        43.5769        30.9591        1.40180     
  1030.08        2500.00                 NaN            NaN   6.07579                 NaN            NaN            NaN   2.30979        6.35058                 NaN   8.97877        43.7128        31.1229        1.44934     
  1027.57        2500.00                 NaN            NaN   6.52783                 NaN            NaN            NaN   1.40452        6.58141                 NaN   8.94662        43.8076        31.2488        1.48317     
  1025.06        2500.00                 NaN            NaN   7.00130                 NaN            NaN            NaN  0.455079        6.82486                 NaN   8.91208        43.9073        31.3807        1.51869     
  1022.56        2500.00                 NaN            NaN   5.49394                 NaN            NaN            NaN   3.61828        5.93194                 NaN   9.04184        43.5447        30.9699        1.39936     
  1020.05        2500.00                 NaN            NaN   7.32987                 NaN            NaN            NaN  0.965242        5.78808                 NaN   8.87539        44.0331        31.4609        1.54742     
  1017.54        2500.00                 NaN            NaN   7.39447                 NaN            NaN            NaN   1.60963        5.02273                 NaN   8.86174        44.0852        31.4712        1.55501     
  1015.04        2500.00                 NaN            NaN   7.45134                 NaN            NaN            NaN   2.18413        4.34171                 NaN   8.84953        44.1313        31.4803        1.56168     
  1012.53        2500.00                 NaN            NaN   7.48203                 NaN            NaN            NaN   2.68833        3.74948                 NaN   8.84420        44.1907        31.4785        1.56673     
  1010.03        2500.00                 NaN            NaN   7.51405                 NaN            NaN            NaN   3.05364        3.31572                 NaN   8.83209        44.2322        31.4802        1.57208     
  1007.52        2500.00                 NaN            NaN   7.54380                 NaN            NaN            NaN   3.35291        2.95790                 NaN   8.83099        44.2515        31.4870        1.57594     
  1005.01        2500.00                 NaN            NaN   7.56321                 NaN            NaN            NaN   3.54874        2.72463                 NaN   8.82831        44.2665        31.4904        1.57822     
  1002.51        2500.00                 NaN            NaN   7.56702                 NaN            NaN            NaN   3.54343        2.72632                 NaN   8.83041        44.2617        31.4929        1.57818     
  1000.00        2500.00                 NaN            NaN   7.56728                 NaN            NaN            NaN   3.52440        2.75247                 NaN   8.83284        44.2520        31.4949        1.57613     
