|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1740.38        500.000        99.0825       0.803833                 NaN  0.113694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0788       0.803916                 NaN  0.117275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0751       0.803999                 NaN  0.120857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0715       0.804082                 NaN  0.124439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0678       0.804165                 NaN  0.128022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0641       0.804248                 NaN  0.131606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0605       0.804331                 NaN  0.135190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0568       0.804414                 NaN  0.138775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0505       0.804498                 NaN  0.144988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0442       0.804582                 NaN  0.151203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.0379       0.804665                 NaN  0.157419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.0316       0.804749                 NaN  0.163636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.0253       0.804833                 NaN  0.169854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.0190       0.804917                 NaN  0.176073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.0127       0.805000                 NaN  0.182294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.0064       0.805084                 NaN  0.188515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        98.9967       0.805169                 NaN  0.198125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        98.9870       0.805254                 NaN  0.207736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        98.9704       0.805349                 NaN  0.218107       0.615381E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        98.9451       0.805453                 NaN  0.231762       0.177123E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        98.9163       0.805558                 NaN  0.249094       0.290343E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.8875       0.805663                 NaN  0.266429       0.403594E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.8588       0.805768                 NaN  0.283769       0.516874E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.8300       0.805873                 NaN  0.301112       0.630184E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.7662       0.805992                 NaN  0.354056       0.737855E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.7023       0.806111                 NaN  0.407014       0.845557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.6385       0.806231                 NaN  0.459986       0.953292E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        98.5746       0.806350                 NaN  0.512973       0.106106                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        98.5107       0.806469                 NaN  0.565973       0.116886                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        98.4468       0.806587                 NaN  0.618987       0.127669                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        98.3828       0.806706                 NaN  0.672015       0.138455                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        98.3189       0.806825                 NaN  0.725057       0.149245                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        97.9597       0.807076                 NaN   1.07384       0.159340                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        97.6004       0.807327                 NaN   1.42283       0.169442                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        97.2408       0.807577                 NaN   1.77203       0.179550                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        96.8811       0.807825                 NaN   2.12142       0.189663                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        96.5211       0.808072                 NaN   2.47102       0.199783                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        96.1610       0.808318                 NaN   2.82082       0.209909                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        95.8006       0.808563                 NaN   3.17082       0.220040                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        95.4400       0.808807                 NaN   3.52101       0.230177                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        94.8171       0.809174                 NaN   4.13415       0.239542                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        94.1937       0.809538                 NaN   4.74781       0.248914                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        93.5698       0.809900                 NaN   5.36199       0.258294                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        92.9454       0.810260                 NaN   5.97669       0.267682                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        92.3204       0.810618                 NaN   6.59190       0.277077                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        91.6949       0.810973                 NaN   7.20760       0.286479                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        91.0690       0.811326                 NaN   7.82381       0.295889                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        90.4425       0.811677                 NaN   8.44051       0.305306                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        89.8312       0.812031                 NaN   9.04290       0.313838                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        89.2195       0.812383                 NaN   9.64578       0.322376                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        88.6072       0.812733                 NaN   10.2491       0.330921                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        87.9945       0.813081                 NaN   10.8529       0.339473                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        87.3813       0.813426                 NaN   11.4572       0.348030                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        86.7677       0.813769                 NaN   12.0620       0.356594                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        86.1536       0.814109                 NaN   12.6672       0.365164                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        85.5390       0.814447                 NaN   13.2728       0.373739                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        84.9828       0.814768                 NaN   13.8210       0.381489                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        84.4262       0.815086                 NaN   14.3695       0.389243                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        83.8692       0.815402                 NaN   14.9184       0.397003                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        83.3119       0.815716                 NaN   15.4676       0.404767                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        82.7542       0.816027                 NaN   16.0173       0.412536                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        82.1961       0.816337                 NaN   16.5672       0.420310                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        81.6377       0.816644                 NaN   17.1176       0.428089                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        81.0789       0.816949                 NaN   17.6683       0.435873                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        80.5824       0.817235                 NaN   18.1575       0.442898                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        80.0856       0.817520                 NaN   18.6470       0.449926                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        79.5885       0.817802                 NaN   19.1367       0.456959                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        79.0911       0.818082                 NaN   19.6268       0.463996                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        78.5935       0.818361                 NaN   20.1171       0.471036                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        78.0956       0.818637                 NaN   20.6077       0.478080                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        77.5974       0.818912                 NaN   21.0986       0.485127                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        77.0990       0.819184                 NaN   21.5897       0.492178                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        76.1338       0.820205                 NaN   21.6766       0.487653       0.881780                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        75.0425       0.821425                 NaN   21.6481       0.479981        2.00793                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        73.9636       0.822641                 NaN   21.6180       0.470972        3.12477                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        72.8815       0.823858                 NaN   21.5878       0.461936        4.24488                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        71.8322       0.825050                 NaN   21.5525       0.451633        5.33860                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        70.7799       0.826245                 NaN   21.5171       0.441299        6.43543                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        69.7247       0.827442                 NaN   21.4816       0.430935        7.53540                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        68.6664       0.828641                 NaN   21.4459       0.420541        8.63851                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        67.6229       0.829836                 NaN   21.4080       0.407402        9.73189                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        66.5764       0.831033                 NaN   21.3699       0.394226        10.8284                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        65.5271       0.832233                 NaN   21.3318       0.381011        11.9280                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        64.4747       0.833435                 NaN   21.2934       0.367757        13.0306                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        63.4081       0.834658                 NaN   21.2571       0.352047        14.1480                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        61.6359       0.836704                 NaN   21.3264       0.343054        14.8629       0.995056                 NaN            NaN            NaN            NaN
  1464.74        500.000        59.7464       0.838900                 NaN   21.4202       0.336160        15.4278        2.23049                 NaN            NaN            NaN            NaN
  1461.54        500.000        57.8471       0.841105                 NaN   21.5145       0.329230        15.9957        3.47237                 NaN            NaN            NaN            NaN
  1458.33        500.000        56.2716       0.842966                 NaN   21.5820       0.323086        16.4616        4.51865                 NaN            NaN            NaN            NaN
  1455.13        500.000        54.6893       0.844834                 NaN   21.6498       0.316914        16.9296        5.56953                 NaN            NaN            NaN            NaN
  1451.92        500.000        53.1001       0.846707                 NaN   21.7178       0.310716        17.3996        6.62503                 NaN            NaN            NaN            NaN
  1448.72        500.000        51.5040       0.848587                 NaN   21.7861       0.304489        17.8717        7.68518                 NaN            NaN            NaN            NaN
  1445.51        500.000        49.9009       0.850473                 NaN   21.8546       0.298236        18.3458        8.75000                 NaN            NaN            NaN            NaN
  1442.31        500.000        48.2908       0.852366                 NaN   21.9234       0.291955        18.8219        9.81951                 NaN            NaN            NaN            NaN
  1439.10        500.000        46.6738       0.854265                 NaN   21.9925       0.285646        19.3001        10.8937                 NaN            NaN            NaN            NaN
  1435.90        500.000        45.0496       0.856170                 NaN   22.0618       0.279310        19.7804        11.9727                 NaN            NaN            NaN            NaN
  1432.69        500.000        43.4982       0.858004                 NaN   22.0631       0.299227        19.1858        12.8339        1.26181                 NaN            NaN            NaN
  1429.49        500.000        41.8869       0.859906                 NaN   22.0417       0.331310        18.1534        3.08210        13.6447                 NaN            NaN            NaN
  1426.28        500.000        41.8851       0.859943                 NaN   22.0424       0.331327        18.1540        3.08220        13.6451                 NaN            NaN            NaN
  1423.08        500.000        38.8486       0.863517                 NaN   21.9919       0.389873        16.5061        6.18046        15.2195                 NaN            NaN            NaN
  1419.87        500.000        38.8469       0.863552                 NaN   21.9926       0.389893        16.5065        6.18064        15.2199                 NaN            NaN            NaN
  1416.67        500.000        38.8452       0.863586                 NaN   21.9932       0.389912        16.5069        6.18082        15.2203                 NaN            NaN            NaN
  1413.46        500.000        38.8435       0.863621                 NaN   21.9938       0.389932        16.5074        6.18100        15.2207                 NaN            NaN            NaN
  1410.26        500.000        33.3601       0.870149                 NaN   21.8604       0.488357        14.5315        10.6892        18.2002                 NaN            NaN            NaN
  1407.05        500.000        32.1170       0.871674                 NaN   21.8194       0.509948        14.2553        18.8940        11.5327                 NaN            NaN            NaN
  1403.85        500.000        30.8864       0.873186                 NaN   21.7771       0.531077        14.0457        19.5851        12.2970       0.442523E-002            NaN            NaN
  1400.64        500.000        30.8850       0.873214                 NaN   21.7776       0.531100        14.0460        19.5855        12.2972       0.442559E-002            NaN            NaN
  1397.44        500.000        26.1620       0.877070                 NaN   22.2631       0.594679        11.9836        15.8440        20.7825        1.49301                 NaN            NaN
  1394.23        500.000        26.1608       0.877094                 NaN   22.2634       0.594702        11.9838        15.8443        20.7828        1.49313                 NaN            NaN
  1391.03        500.000        26.1596       0.877117                 NaN   22.2638       0.594726        11.9840        15.8446        20.7830        1.49324                 NaN            NaN
  1387.82        500.000        26.1583       0.877141                 NaN   22.2641       0.594749        11.9841        15.8448        20.7833        1.49335                 NaN            NaN
  1384.62        500.000        19.2288       0.882797                 NaN   22.9574       0.685830        9.02501        21.0983        22.2895        3.83233                 NaN            NaN
  1381.41        500.000        19.2279       0.882814                 NaN   22.9576       0.685852        9.02506        21.0985        22.2897        3.83259                 NaN            NaN
  1378.21        500.000        19.2270       0.882831                 NaN   22.9578       0.685874        9.02512        21.0987        22.2898        3.83285                 NaN            NaN
  1375.00        500.000        19.2261       0.882848                 NaN   22.9580       0.685895        9.02518        21.0989        22.2900        3.83311                 NaN            NaN
  1371.79        500.000        19.2252       0.882865                 NaN   22.9582       0.685917        9.02524        21.0991        22.2901        3.83337                 NaN            NaN
  1368.59        500.000        19.2243       0.882882                 NaN   22.9584       0.685939        9.02530        21.0993        22.2903        3.83363                 NaN            NaN
  1365.38        500.000        19.2233       0.882899                 NaN   22.9586       0.685960        9.02536        21.0995        22.2904        3.83389                 NaN            NaN
  1362.18        500.000        19.2224       0.882916                 NaN   22.9588       0.685982        9.02542        21.0997        22.2906        3.83415                 NaN            NaN
  1358.97        500.000        10.8947       0.889777                 NaN   23.6885       0.784728        5.89118        27.3312        23.4366        7.08332                 NaN            NaN
  1355.77        500.000        10.8942       0.889786                 NaN   23.6885       0.784746        5.89117        27.3313        23.4366        7.08374                 NaN            NaN
  1352.56        500.000        10.8938       0.889796                 NaN   23.6885       0.784764        5.89116        27.3313        23.4365        7.08417                 NaN            NaN
  1349.36        500.000        10.8933       0.889805                 NaN   23.6885       0.784783        5.89115        27.3313        23.4365        7.08459                 NaN            NaN
  1346.15        500.000        10.8928       0.889815                 NaN   23.6885       0.784801        5.89114        27.3314        23.4365        7.08501                 NaN            NaN
  1342.95        500.000        10.8924       0.889824                 NaN   23.6886       0.784819        5.89113        27.3314        23.4364        7.08543                 NaN            NaN
  1339.74        500.000        10.8919       0.889833                 NaN   23.6886       0.784837        5.89112        27.3314        23.4364        7.08586                 NaN            NaN
  1336.54        500.000        10.8915       0.889843                 NaN   23.6886       0.784855        5.89112        27.3315        23.4364        7.08628                 NaN            NaN
  1333.33        500.000        5.88886       0.894130                 NaN   23.9752       0.827856        4.63440        23.5550        30.7935        9.43106                 NaN            NaN
  1330.13        500.000        5.88866       0.894136                 NaN   23.9751       0.827872        4.63437        23.5548        30.7934        9.43158                 NaN            NaN
  1326.92        500.000        5.88846       0.894141                 NaN   23.9750       0.827887        4.63435        23.5547        30.7933        9.43210                 NaN            NaN
  1323.72        500.000        5.88826       0.894147                 NaN   23.9749       0.827903        4.63432        23.5546        30.7933        9.43263                 NaN            NaN
  1320.51        500.000        5.88806       0.894152                 NaN   23.9748       0.827919        4.63429        23.5545        30.7932        9.43315                 NaN            NaN
  1317.31        500.000        5.88785       0.894158                 NaN   23.9747       0.827935        4.63427        23.5543        30.7931        9.43367                 NaN            NaN
  1314.10        500.000        5.88765       0.894163                 NaN   23.9746       0.827950        4.63424        23.5542        30.7930        9.43419                 NaN            NaN
  1310.90        500.000        5.88745       0.894169                 NaN   23.9745       0.827966        4.63421        23.5541        30.7929        9.43471                 NaN            NaN
  1307.69        500.000        2.33634       0.897434                 NaN   24.0240       0.841033        4.35694        32.8983        23.3308        11.3151                 NaN            NaN
  1304.49        500.000        2.33628       0.897437                 NaN   24.0238       0.841047        4.35690        32.8982        23.3307        11.3157                 NaN            NaN
  1301.28        500.000        2.33622       0.897440                 NaN   24.0237       0.841061        4.35687        32.8980        23.3305        11.3163                 NaN            NaN
  1298.08        500.000        2.33615       0.897443                 NaN   24.0235       0.841075        4.35683        32.8978        23.3303        11.3169                 NaN            NaN
  1294.87        500.000       0.865923       0.898900                 NaN   23.9847       0.839717        4.46813        33.6228        23.1881        12.1318                 NaN            NaN
  1291.67        500.000                 NaN  0.899548                 NaN   24.0010       0.838216        4.57285        33.7348        23.2303        12.3214       0.401979                 NaN
  1288.46        500.000                 NaN  0.899519                 NaN   24.0142       0.835067        4.76282        23.2356        33.5074        12.3396       0.405759                 NaN
  1285.26        500.000                 NaN  0.899521                 NaN   24.0140       0.835080        4.76277        23.2354        33.5072        12.3403       0.405763                 NaN
