|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.0022       0.982017       0.157658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.0022       0.982015       0.157657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.0022       0.982012       0.157657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.0022       0.982009       0.157656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.0022       0.982007       0.157656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.0022       0.982004       0.157656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.0022       0.982002       0.157655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.0022       0.981999       0.157655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.0022       0.981996       0.157654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0022       0.981994       0.157654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0022       0.981991       0.157653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0022       0.981988       0.157653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.0022       0.981985       0.157653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0023       0.981982       0.157652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0023       0.981979       0.157652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0023       0.981976       0.157651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0023       0.981973       0.157651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0023       0.981970       0.157650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0023       0.981967       0.157650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0023       0.981964       0.157649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0023       0.981961       0.157649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0023       0.981958       0.157648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0023       0.981954       0.157648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0023       0.981951       0.157647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0023       0.981948       0.157647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0023       0.981945       0.157646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0023       0.981941       0.157646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0023       0.981938       0.157645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0023       0.981934       0.157644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0023       0.981931       0.157644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0023       0.981927       0.157643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0023       0.981924       0.157643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0023       0.981920       0.157642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0023       0.981917       0.157642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0023       0.981913       0.157641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0023       0.981909       0.157640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0023       0.981905       0.157640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0023       0.981901       0.157639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0023       0.981898       0.157639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0023       0.981894       0.157638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0023       0.981890       0.157637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0024       0.981886       0.157637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0024       0.981882       0.157636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0024       0.981878       0.157635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0024       0.981873       0.157635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0024       0.981869       0.157634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0024       0.981865       0.157633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0024       0.981861       0.157633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0024       0.981857       0.157632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0024       0.981852       0.157631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0024       0.981848       0.157631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0024       0.981843       0.157630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0024       0.981839       0.157629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0024       0.981834       0.157628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0024       0.981830       0.157628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0024       0.981825       0.157627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0024       0.981821       0.157626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0024       0.981816       0.157625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0024       0.981811       0.157625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0024       0.981806       0.157624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.0024       0.981801       0.157623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0024       0.981796       0.157622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0024       0.981792       0.157621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0025       0.981787       0.157621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0025       0.981782       0.157620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0025       0.981777       0.157619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0025       0.981771       0.157618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0025       0.981766       0.157617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0025       0.981761       0.157617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0025       0.981756       0.157616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        98.9097       0.981711                 NaN  0.108599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        98.9078       0.981705                 NaN  0.110454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        98.9060       0.981700                 NaN  0.112309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        98.9035       0.981694                 NaN  0.114780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.9011       0.981688                 NaN  0.117251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.8986       0.981683                 NaN  0.119721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.8961       0.981677                 NaN  0.122192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.8937       0.981671                 NaN  0.124663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        98.8912       0.981666                 NaN  0.127133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        98.8887       0.981660                 NaN  0.129604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        98.8863       0.981654                 NaN  0.132074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        98.8822       0.981648                 NaN  0.136136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        98.8782       0.981642                 NaN  0.140198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        98.8741       0.981636                 NaN  0.144260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        98.8700       0.981630                 NaN  0.148322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        98.8660       0.981624                 NaN  0.152384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        98.8619       0.981618                 NaN  0.156446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        98.8579       0.981612                 NaN  0.160508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        98.8538       0.981606                 NaN  0.164570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        98.8468       0.981599                 NaN  0.171625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        98.8397       0.981593                 NaN  0.178681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        98.8327       0.981586                 NaN  0.185736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        98.8256       0.981580                 NaN  0.192792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        98.8186       0.981573                 NaN  0.199847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        98.8115       0.981567                 NaN  0.206902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        98.8045       0.981560                 NaN  0.213957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        98.7974       0.981554                 NaN  0.221012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        98.7865       0.981547                 NaN  0.231926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        98.7756       0.981541                 NaN  0.242840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        98.7545       0.981533                 NaN  0.254601       0.940901E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        98.7213       0.981526                 NaN  0.270100       0.270798E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        98.6843       0.981519                 NaN  0.289775       0.443838E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.6474       0.981511                 NaN  0.309450       0.616875E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.6104       0.981504                 NaN  0.329124       0.789910E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.5734       0.981497                 NaN  0.348798       0.962942E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.4968       0.981491                 NaN  0.408947       0.112736                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.4202       0.981484                 NaN  0.469095       0.129177                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.3437       0.981478                 NaN  0.529243       0.145618                 NaN            NaN            NaN            NaN            NaN            NaN
