|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1479.81        500.000        99.7540                 NaN  0.190204E-001            NaN  0.226993                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000        99.2920                 NaN            NaN            NaN  0.708026                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000        99.4653                 NaN            NaN            NaN  0.534706                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000        99.3587                 NaN            NaN  0.321573E-003  0.640954                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000        99.8668                 NaN            NaN  0.921244E-003  0.132245                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.1358                 NaN            NaN  0.371990E-002  0.860504                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.86        500.000        99.4378                 NaN            NaN  0.364119E-002  0.553081       0.543284E-002            NaN            NaN            NaN            NaN            NaN
  1470.53        500.000        99.3271                 NaN  0.120448E-002  0.167145E-002  0.669995                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        500.000        98.9518                 NaN            NaN  0.294089E-002  0.393981       0.651287                 NaN            NaN            NaN            NaN            NaN
  1467.88        500.000        99.1440                 NaN            NaN  0.218803E-002  0.320137       0.533636                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000        99.1533                 NaN            NaN  0.212055E-002  0.316902       0.527721                 NaN            NaN            NaN            NaN            NaN
  1465.23        500.000        99.1608                 NaN            NaN  0.207184E-002  0.523430       0.313744                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000        99.1703                 NaN            NaN  0.200372E-002  0.310478       0.517254                 NaN            NaN            NaN            NaN            NaN
  1462.58        500.000        99.9870                 NaN            NaN  0.550101E-003  0.124371E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        500.000        98.3799                 NaN            NaN  0.326200E-002   1.01816       0.598632                 NaN            NaN            NaN            NaN            NaN
  1459.93        500.000        99.1930                 NaN            NaN  0.183172E-002  0.503548       0.301581                 NaN            NaN            NaN            NaN            NaN
  1458.60        500.000        99.2023                 NaN            NaN  0.176476E-002  0.497734       0.298186                 NaN            NaN            NaN            NaN            NaN
  1457.28        500.000        99.2043                 NaN            NaN  0.172988E-002  0.301424       0.492531                 NaN            NaN            NaN            NaN            NaN
  1455.95        500.000        99.2217                 NaN            NaN  0.165498E-002  0.489177       0.287481                 NaN            NaN            NaN            NaN            NaN
  1454.63        500.000        99.2242                 NaN            NaN  0.161665E-002  0.484698       0.289477                 NaN            NaN            NaN            NaN            NaN
  1453.30        500.000        99.2316                 NaN            NaN  0.156039E-002  0.286851       0.479978                 NaN            NaN            NaN            NaN            NaN
  1451.97        500.000        99.0425                 NaN            NaN  0.114272E-001  0.492750       0.453321                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.4451                 NaN            NaN            NaN  0.471759       0.831906E-001            NaN            NaN            NaN            NaN            NaN
  1449.32        500.000        99.2532                 NaN            NaN            NaN  0.470527       0.276262                 NaN            NaN            NaN            NaN            NaN
  1448.00        500.000        99.2596                 NaN            NaN            NaN  0.273033       0.467345                 NaN            NaN            NaN            NaN            NaN
  1446.67        500.000        99.2650                 NaN            NaN            NaN  0.271416       0.463547                 NaN            NaN            NaN            NaN            NaN
  1445.35        500.000        99.2746                 NaN            NaN            NaN  0.268732       0.456660                 NaN            NaN            NaN            NaN            NaN
  1444.02        500.000        99.2803                 NaN            NaN            NaN  0.265928       0.453771                 NaN            NaN            NaN            NaN            NaN
  1442.70        500.000        99.2858                 NaN            NaN  0.197836E-003  0.449637       0.264326                 NaN            NaN            NaN            NaN            NaN
  1441.37        500.000        99.2604                 NaN            NaN  0.461135E-004  0.243181       0.496409                 NaN            NaN            NaN            NaN            NaN
  1440.05        500.000        99.3305                 NaN            NaN  0.125814E-002  0.278911       0.389346                 NaN            NaN            NaN            NaN            NaN
  1438.72        500.000        99.1056                 NaN            NaN  0.133583E-002  0.560984       0.332114                 NaN            NaN            NaN            NaN            NaN
  1437.39        500.000        99.5093                 NaN            NaN  0.720407E-003  0.307731       0.182211                 NaN            NaN            NaN            NaN            NaN
  1436.07        500.000        99.3104                 NaN            NaN  0.964674E-003  0.434579       0.254048                 NaN            NaN            NaN            NaN            NaN
  1434.74        500.000        99.3279                 NaN            NaN  0.942703E-003  0.251254       0.419933                 NaN            NaN            NaN            NaN            NaN
  1433.42        500.000        99.3276                 NaN            NaN  0.899965E-003  0.249076       0.422397                 NaN            NaN            NaN            NaN            NaN
  1432.09        500.000        99.3326                 NaN            NaN  0.862762E-003  0.419321       0.247188                 NaN            NaN            NaN            NaN            NaN
  1430.77        500.000        99.3390                 NaN            NaN  0.819327E-003  0.244662       0.415477                 NaN            NaN            NaN            NaN            NaN
  1429.44        500.000        99.3443                 NaN            NaN  0.782073E-003  0.412218       0.242661                 NaN            NaN            NaN            NaN            NaN
  1428.12        500.000        99.0563                 NaN            NaN  0.105042E-002  0.347538       0.595147                 NaN            NaN            NaN            NaN            NaN
  1426.79        500.000        99.6461                 NaN            NaN  0.386441E-003  0.130987       0.222533                 NaN            NaN            NaN            NaN            NaN
  1425.47        500.000        99.3612                 NaN            NaN  0.679367E-003  0.402124       0.236010                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000        99.3654                 NaN            NaN  0.648687E-003  0.234139       0.399852                 NaN            NaN            NaN            NaN            NaN
  1422.81        500.000        99.3705                 NaN            NaN  0.613818E-003  0.232060       0.396789                 NaN            NaN            NaN            NaN            NaN
  1421.49        500.000        99.3756                 NaN            NaN  0.580211E-003  0.230086       0.393707                 NaN            NaN            NaN            NaN            NaN
  1420.16        500.000        99.3789                 NaN            NaN  0.555437E-003  0.228206       0.392306                 NaN            NaN            NaN            NaN            NaN
  1418.84        500.000        99.3863                 NaN            NaN  0.518477E-003  0.225752       0.387396                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000        98.9846                 NaN            NaN            NaN  0.379293       0.436387                 NaN  0.199734                 NaN            NaN            NaN
  1416.19        500.000        98.3116                 NaN            NaN  0.875368E-003  0.510489       0.639611                 NaN  0.537407                 NaN            NaN            NaN
  1414.86        500.000        98.3456                 NaN            NaN            NaN  0.624529       0.503503                 NaN  0.526356                 NaN            NaN            NaN
  1413.54        500.000        98.3707                 NaN            NaN            NaN  0.614517       0.496036                 NaN  0.518782                 NaN            NaN            NaN
  1412.21        500.000        98.3996                 NaN            NaN            NaN  0.602912       0.487904                 NaN  0.509614                 NaN            NaN            NaN
  1410.89        500.000        98.4274                 NaN            NaN            NaN  0.479458       0.592060                 NaN  0.501122                 NaN            NaN            NaN
  1409.56        500.000        98.4512                 NaN            NaN            NaN  0.472852       0.582299                 NaN  0.493627                 NaN            NaN            NaN
  1408.24        500.000        98.4806                 NaN            NaN            NaN  0.571201       0.463909                 NaN  0.484278                 NaN            NaN            NaN
  1406.91        500.000        98.5037                 NaN            NaN            NaN  0.457637       0.561741                 NaN  0.476966                 NaN            NaN            NaN
  1405.58        500.000        98.5298                 NaN            NaN            NaN  0.449168       0.552211                 NaN  0.468801                 NaN            NaN            NaN
  1404.26        500.000        98.5528                 NaN            NaN            NaN  0.543235       0.442380                 NaN  0.461575                 NaN            NaN            NaN
  1402.93        500.000        98.5761                 NaN            NaN            NaN  0.534009       0.435637                 NaN  0.454260                 NaN            NaN            NaN
  1401.61        500.000        98.5977                 NaN            NaN            NaN  0.429200       0.525662                 NaN  0.447421                 NaN            NaN            NaN
  1400.28        500.000        98.6196                 NaN            NaN            NaN  0.422793       0.517161                 NaN  0.440488                 NaN            NaN            NaN
  1398.96        500.000        98.6410                 NaN            NaN            NaN  0.416346       0.509106                 NaN  0.433570                 NaN            NaN            NaN
  1397.63        500.000        98.6620                 NaN            NaN            NaN  0.410544       0.500308                 NaN  0.427175                 NaN            NaN            NaN
  1396.31        500.000        98.6827                 NaN            NaN            NaN  0.403642       0.493136                 NaN  0.420514                 NaN            NaN            NaN
  1394.98        500.000        98.7018                 NaN            NaN            NaN  0.397704       0.485991                 NaN  0.414482                 NaN            NaN            NaN
  1393.66        500.000        98.7203                 NaN            NaN            NaN  0.478563       0.392540                 NaN  0.408594                 NaN            NaN            NaN
  1392.33        500.000        98.7396                 NaN            NaN            NaN  0.471671       0.386302                 NaN  0.402405                 NaN            NaN            NaN
  1391.00        500.000        98.7571                 NaN            NaN            NaN  0.465246       0.380732                 NaN  0.396950                 NaN            NaN            NaN
  1389.68        500.000        98.7769                 NaN            NaN            NaN  0.375259       0.457370                 NaN  0.390421                 NaN            NaN            NaN
  1388.35        500.000        98.7919                 NaN            NaN            NaN  0.370823       0.451440                 NaN  0.385815                 NaN            NaN            NaN
  1387.03        500.000        98.8102                 NaN            NaN            NaN  0.364678       0.444981                 NaN  0.380117                 NaN            NaN            NaN
  1385.70        500.000        98.8254                 NaN            NaN            NaN  0.439569       0.359963                 NaN  0.375080                 NaN            NaN            NaN
  1384.38        500.000        98.8424                 NaN            NaN            NaN  0.432820       0.355213                 NaN  0.369533                 NaN            NaN            NaN
  1383.05        500.000        98.8575                 NaN            NaN            NaN  0.350384       0.427423                 NaN  0.364736                 NaN            NaN            NaN
  1381.73        500.000        98.8726                 NaN            NaN            NaN  0.421595       0.345827                 NaN  0.359974                 NaN            NaN            NaN
  1380.40        500.000        98.8877                 NaN            NaN            NaN  0.416078       0.341126                 NaN  0.355094                 NaN            NaN            NaN
  1379.08        500.000        98.9018                 NaN            NaN            NaN  0.336497       0.411158                 NaN  0.350576                 NaN            NaN            NaN
  1377.75        500.000        98.9169                 NaN            NaN            NaN  0.331929       0.405564                 NaN  0.345608                 NaN            NaN            NaN
  1376.42        500.000        98.9297                 NaN            NaN            NaN  0.328232       0.400569                 NaN  0.341484                 NaN            NaN            NaN
  1375.10        500.000        98.9427                 NaN            NaN            NaN  0.324189       0.395939                 NaN  0.337170                 NaN            NaN            NaN
  1373.77        500.000        98.9572                 NaN            NaN            NaN  0.319415       0.390719                 NaN  0.332704                 NaN            NaN            NaN
  1372.45        500.000        98.9705                 NaN            NaN            NaN  0.314988       0.386133                 NaN  0.328352                 NaN            NaN            NaN
  1371.12        500.000        98.9830                 NaN            NaN            NaN  0.381583       0.311020                 NaN  0.324432                 NaN            NaN            NaN
  1369.80        500.000        98.9953                 NaN            NaN            NaN  0.307232       0.377284                 NaN  0.320162                 NaN            NaN            NaN
  1368.47        500.000        99.0073                 NaN            NaN            NaN  0.303536       0.372715                 NaN  0.316488                 NaN            NaN            NaN
  1367.15        500.000        99.0204                 NaN            NaN            NaN  0.368224       0.299323                 NaN  0.312099                 NaN            NaN            NaN
  1365.82        500.000        99.0300                 NaN            NaN            NaN  0.296096       0.364848                 NaN  0.309014                 NaN            NaN            NaN
  1364.50        500.000        99.0423                 NaN            NaN            NaN  0.360253       0.292467                 NaN  0.304983                 NaN            NaN            NaN
  1363.17        500.000        99.0529                 NaN            NaN            NaN  0.288951       0.356609                 NaN  0.301567                 NaN            NaN            NaN
  1361.84        500.000        99.0644                 NaN            NaN            NaN  0.285028       0.352735                 NaN  0.297829                 NaN            NaN            NaN
  1360.52        500.000        99.0743                 NaN            NaN            NaN  0.349301       0.281844                 NaN  0.294542                 NaN            NaN            NaN
  1359.19        500.000        99.0850                 NaN            NaN            NaN  0.278638       0.345232                 NaN  0.291148                 NaN            NaN            NaN
  1357.87        500.000        99.0955                 NaN            NaN            NaN  0.275056       0.341784                 NaN  0.287661                 NaN            NaN            NaN
  1356.54        500.000        99.1044                 NaN            NaN            NaN  0.338877       0.272056                 NaN  0.284685                 NaN            NaN            NaN
  1355.22        500.000        99.1144                 NaN            NaN            NaN  0.268689       0.335383                 NaN  0.281483                 NaN            NaN            NaN
  1353.89        500.000        99.1240                 NaN            NaN            NaN  0.265645       0.331939                 NaN  0.278445                 NaN            NaN            NaN
  1352.57        500.000        99.1343                 NaN            NaN            NaN  0.262031       0.328626                 NaN  0.275043                 NaN            NaN            NaN
  1351.24        500.000        99.1427                 NaN            NaN            NaN  0.259456       0.325632                 NaN  0.272234                 NaN            NaN            NaN
  1349.92        500.000        99.1513                 NaN            NaN            NaN  0.255820       0.323498                 NaN  0.269376                 NaN            NaN            NaN
  1348.59        500.000        99.1611                 NaN            NaN            NaN  0.253226       0.319494                 NaN  0.266157                 NaN            NaN            NaN
  1347.26        500.000        99.1692                 NaN            NaN            NaN  0.317016       0.250230                 NaN  0.263566                 NaN            NaN            NaN
  1345.94        500.000        99.1771                 NaN            NaN            NaN  0.314394       0.247615                 NaN  0.260915                 NaN            NaN            NaN
  1344.61        500.000        99.1860                 NaN            NaN            NaN  0.244935       0.311162                 NaN  0.257932                 NaN            NaN            NaN
  1343.29        500.000        99.1938                 NaN            NaN            NaN  0.308654       0.242134                 NaN  0.255454                 NaN            NaN            NaN
  1341.96        500.000        99.2018                 NaN            NaN            NaN  0.239134       0.306245                 NaN  0.252786                 NaN            NaN            NaN
  1340.64        500.000        99.2091                 NaN            NaN            NaN  0.236687       0.303833                 NaN  0.250367                 NaN            NaN            NaN
  1339.31        500.000        99.2168                 NaN            NaN            NaN  0.234015       0.301299                 NaN  0.247843                 NaN            NaN            NaN
  1337.99        500.000        99.2244                 NaN            NaN            NaN  0.298972       0.231251                 NaN  0.245394                 NaN            NaN            NaN
  1336.66        500.000        99.2319                 NaN            NaN            NaN  0.296683       0.228507                 NaN  0.242908                 NaN            NaN            NaN
  1335.34        500.000        99.2387                 NaN            NaN            NaN  0.294543       0.226116                 NaN  0.240615                 NaN            NaN            NaN
  1334.01        500.000        99.2460                 NaN            NaN            NaN  0.223568       0.292116                 NaN  0.238355                 NaN            NaN            NaN
  1332.69        500.000        99.2524                 NaN            NaN            NaN  0.290486       0.220862                 NaN  0.236244                 NaN            NaN            NaN
  1331.36        500.000        99.2604                 NaN            NaN            NaN  0.218013       0.288157                 NaN  0.233447                 NaN            NaN            NaN
  1330.03        500.000        99.2658                 NaN            NaN            NaN  0.215747       0.286607                 NaN  0.231847                 NaN            NaN            NaN
  1328.71        500.000        99.2728                 NaN            NaN            NaN  0.284240       0.213544                 NaN  0.229430                 NaN            NaN            NaN
  1327.38        500.000        99.2789                 NaN            NaN            NaN  0.282678       0.210958                 NaN  0.227443                 NaN            NaN            NaN
  1326.06        500.000        99.2843                 NaN            NaN            NaN  0.208968       0.281010                 NaN  0.225673                 NaN            NaN            NaN
  1324.73        500.000        99.2917                 NaN            NaN            NaN  0.279154       0.205915                 NaN  0.223277                 NaN            NaN            NaN
  1323.41        500.000        99.2967                 NaN            NaN            NaN  0.278928       0.202593                 NaN  0.221755                 NaN            NaN            NaN
  1322.08        500.000        99.3046                 NaN            NaN            NaN  0.275253       0.201031                 NaN  0.219140                 NaN            NaN            NaN
  1320.76        500.000        99.3091                 NaN            NaN            NaN  0.274997       0.198307                 NaN  0.217581                 NaN            NaN            NaN
  1319.43        500.000        99.3134                 NaN            NaN            NaN  0.196686       0.273754                 NaN  0.216133                 NaN            NaN            NaN
  1318.11        500.000        99.3205                 NaN            NaN            NaN  0.271764       0.193903                 NaN  0.213871                 NaN            NaN            NaN
  1316.78        500.000        99.3250                 NaN            NaN            NaN  0.269883       0.192672                 NaN  0.212492                 NaN            NaN            NaN
  1315.45        500.000        99.3309                 NaN            NaN            NaN  0.269017       0.189612                 NaN  0.210451                 NaN            NaN            NaN
  1314.13        500.000        99.3352                 NaN            NaN            NaN  0.187157       0.268477                 NaN  0.209172                 NaN            NaN            NaN
  1312.80        500.000        99.3413                 NaN            NaN            NaN  0.184515       0.267029                 NaN  0.207123                 NaN            NaN            NaN
  1311.48        500.000        99.3464                 NaN            NaN            NaN  0.181468       0.266545                 NaN  0.205553                 NaN            NaN            NaN
  1310.15        500.000        99.3510                 NaN            NaN            NaN  0.179804       0.265194                 NaN  0.203999                 NaN            NaN            NaN
  1308.83        500.000        99.3553                 NaN            NaN            NaN  0.176703       0.265352                 NaN  0.202668                 NaN            NaN            NaN
  1307.50        500.000        99.3613                 NaN            NaN            NaN  0.264153       0.173702                 NaN  0.200880                 NaN            NaN            NaN
  1306.18        500.000        99.3642                 NaN            NaN            NaN  0.172316       0.263825                 NaN  0.199611                 NaN            NaN            NaN
  1304.85        500.000        99.3693                 NaN            NaN            NaN  0.168899       0.263589                 NaN  0.198215                 NaN            NaN            NaN
  1303.53        500.000        99.3735                 NaN            NaN            NaN  0.263359       0.166229                 NaN  0.196870                 NaN            NaN            NaN
  1302.20        500.000        99.3773                 NaN            NaN            NaN  0.263698       0.163164                 NaN  0.195864                 NaN            NaN            NaN
  1300.87        500.000        99.3833                 NaN            NaN            NaN  0.263779       0.159169                 NaN  0.193712                 NaN            NaN            NaN
  1299.55        500.000        99.3476                 NaN            NaN            NaN  0.186809       0.235303                 NaN  0.204242       0.260253E-001            NaN            NaN
  1298.22        500.000        99.3511                 NaN            NaN            NaN  0.237208       0.180924                 NaN  0.203335       0.273923E-001            NaN            NaN
  1296.90        500.000        99.3579                 NaN            NaN            NaN  0.234444       0.179647                 NaN  0.201243       0.267602E-001            NaN            NaN
  1295.57        500.000        99.3647                 NaN            NaN            NaN  0.179745       0.230117                 NaN  0.199291       0.261665E-001            NaN            NaN
  1294.25        500.000        99.3704                 NaN            NaN            NaN  0.178870       0.227535                 NaN  0.197558       0.256158E-001            NaN            NaN
  1292.92        500.000        99.3769                 NaN            NaN            NaN  0.225177       0.177259                 NaN  0.195575       0.250503E-001            NaN            NaN
  1291.60        500.000        99.3834                 NaN            NaN            NaN  0.221288       0.177059                 NaN  0.193755       0.245112E-001            NaN            NaN
  1290.27        500.000        99.3883                 NaN            NaN            NaN  0.217997       0.177494                 NaN  0.192304       0.239392E-001            NaN            NaN
  1288.95        500.000        99.3951                 NaN            NaN            NaN  0.176652       0.214512                 NaN  0.190280       0.234076E-001            NaN            NaN
  1287.62        500.000        99.4006                 NaN            NaN            NaN  0.177596       0.210169                 NaN  0.188716       0.228749E-001            NaN            NaN
  1286.29        500.000        99.4069                 NaN            NaN            NaN  0.176282       0.207565                 NaN  0.186873       0.223843E-001            NaN            NaN
  1284.97        500.000        99.4127                 NaN            NaN            NaN  0.178288       0.201853                 NaN  0.185274       0.218803E-001            NaN            NaN
  1283.64        500.000        99.4182                 NaN            NaN            NaN  0.176662       0.200252                 NaN  0.183548       0.213637E-001            NaN            NaN
  1282.32        500.000        99.4233                 NaN            NaN            NaN  0.193909       0.179805                 NaN  0.182110       0.208451E-001            NaN            NaN
  1280.99        500.000        99.4286                 NaN            NaN            NaN  0.206577       0.163920                 NaN  0.180230       0.206741E-001            NaN            NaN
  1279.67        500.000        99.4339                 NaN            NaN            NaN  0.367116                 NaN            NaN  0.179402       0.195753E-001            NaN            NaN
  1278.34        500.000        89.7448                 NaN            NaN            NaN   2.45685                 NaN            NaN   1.30098       0.198306        6.29907                 NaN
  1277.02        500.000        90.5284                 NaN            NaN            NaN   2.27890                 NaN            NaN   1.20582       0.180981        5.80595                 NaN
  1275.69        500.000        91.4276                 NaN            NaN            NaN   2.07572                 NaN            NaN   1.09820       0.161969        5.23650                 NaN
  1274.37        500.000        92.1766                 NaN            NaN            NaN   1.90525                 NaN            NaN   1.00748       0.146536        4.76415                 NaN
  1273.04        500.000        92.8049                 NaN            NaN            NaN   1.76242                 NaN            NaN  0.931340       0.133488        4.36790                 NaN
  1271.71        500.000        93.3597                 NaN            NaN            NaN   1.63396                 NaN            NaN  0.863848       0.122115        4.02033                 NaN
  1270.39        500.000        93.8344                 NaN            NaN            NaN   1.52393                 NaN            NaN  0.804855       0.112792        3.72401                 NaN
  1269.06        500.000        94.2439       0.516382E-005            NaN            NaN   1.42973                 NaN            NaN  0.755761       0.103922        3.46668                 NaN
  1267.74        500.000        94.6035                 NaN            NaN            NaN   1.34538                 NaN            NaN  0.711191       0.966940E-001   3.24321                 NaN
  1266.41        500.000        94.9325                 NaN            NaN            NaN   1.26913                 NaN            NaN  0.667524       0.908914E-001   3.03999                 NaN
  1265.09        500.000        95.2207                 NaN            NaN            NaN   1.20002                 NaN            NaN  0.631606       0.850937E-001   2.86258                 NaN
  1263.76        500.000        95.4879                 NaN            NaN            NaN   1.13650                 NaN            NaN  0.599090       0.793664E-001   2.69719                 NaN
  1262.44        500.000        95.7156       0.136208E-003            NaN            NaN   1.08268                 NaN            NaN  0.569143       0.750745E-001   2.55740                 NaN
  1261.11        500.000        95.9222                 NaN            NaN            NaN   1.03432                 NaN            NaN  0.542448       0.709361E-001   2.43005                 NaN
  1259.79        500.000        96.1201                 NaN            NaN            NaN  0.987419                 NaN            NaN  0.518619       0.664134E-001   2.30741                 NaN
  1258.46        500.000        96.3016                 NaN            NaN            NaN  0.942923                 NaN            NaN  0.493562       0.633246E-001   2.19861                 NaN
  1257.14        500.000        96.4620                 NaN            NaN            NaN  0.904789                 NaN            NaN  0.473217       0.598528E-001   2.10017                 NaN
  1255.81        500.000        96.6065                 NaN            NaN            NaN  0.870826                 NaN            NaN  0.453942       0.569409E-001   2.01184                 NaN
  1254.48        500.000        96.7514                 NaN            NaN            NaN  0.835102                 NaN            NaN  0.435417       0.538779E-001   1.92425                 NaN
  1253.16        500.000        96.8816                 NaN            NaN            NaN  0.803918                 NaN            NaN  0.418213       0.511694E-001   1.84509                 NaN
  1251.83        500.000        96.9995                 NaN            NaN            NaN  0.775428                 NaN            NaN  0.402583       0.487169E-001   1.77380                 NaN
  1250.51        500.000        97.1148       0.896056E-006            NaN            NaN  0.746935                 NaN            NaN  0.386425       0.465541E-001   1.70524                 NaN
  1249.18        500.000        97.2215                 NaN            NaN            NaN  0.720844                 NaN            NaN  0.372805       0.441369E-001   1.64072                 NaN
  1247.86        500.000        97.3231                 NaN            NaN            NaN  0.695061                 NaN            NaN  0.357431       0.425613E-001   1.58188                 NaN
  1246.53        500.000        97.4130                 NaN            NaN            NaN  0.674114                 NaN            NaN  0.346497       0.402379E-001   1.52617                 NaN
  1245.21        500.000        97.4957       0.113875E-003            NaN            NaN  0.654534                 NaN            NaN  0.335292       0.383428E-001   1.47603                 NaN
  1243.88        500.000        97.5858                 NaN            NaN            NaN  0.631294                 NaN            NaN  0.322754       0.366460E-001   1.42348                 NaN
  1242.56        500.000        97.6646                 NaN            NaN            NaN  0.611662                 NaN            NaN  0.310854       0.352818E-001   1.37764                 NaN
  1241.23        500.000        97.7379                 NaN            NaN            NaN  0.593636                 NaN            NaN  0.301117       0.335750E-001   1.33381                 NaN
  1239.90        500.000        97.8107       0.461534E-004            NaN            NaN  0.575177                 NaN            NaN  0.291174       0.320345E-001   1.29084                 NaN
  1238.58        500.000        97.8800                 NaN            NaN            NaN  0.557656                 NaN            NaN  0.281017       0.307220E-001   1.25058                 NaN
