|6.6.6
Archiving\03_Data\frac/QFM_m0.5/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  2000.00        2500.00        99.7276       0.272401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        2500.00        99.7276       0.272415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        2500.00        99.7276       0.272429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        2500.00        99.7276       0.272443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        2500.00        99.7275       0.272457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        2500.00        99.7275       0.272471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        2500.00        99.7275       0.272485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        2500.00        99.7275       0.272499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        2500.00        99.7275       0.272513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        2500.00        99.7275       0.272527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        2500.00        99.7275       0.272541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        2500.00        99.7274       0.272555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        2500.00        99.7274       0.272569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        2500.00        99.7274       0.272583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        99.7274       0.272597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        99.7274       0.272611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        99.7274       0.272625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        99.7274       0.272639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        99.7273       0.272653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.7273       0.272667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.7273       0.272681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.7273       0.272696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.7273       0.272710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.7273       0.272724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.7273       0.272738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.7272       0.272752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.7272       0.272766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.7272       0.272781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.7272       0.272795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.7272       0.272809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.7272       0.272823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.7272       0.272837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.7271       0.272852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.7271       0.272866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.7271       0.272880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.7271       0.272894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.7271       0.272908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.7271       0.272923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.7271       0.272937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.7270       0.272951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.7270       0.272966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.7270       0.272980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.7270       0.272994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.7270       0.273008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1813       0.273119       0.545560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4285                 NaN  0.571483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4342                 NaN  0.565750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4331                 NaN  0.566910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4418                 NaN  0.558230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4194                 NaN  0.577732       0.290136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4554                 NaN  0.535199       0.936058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4368                 NaN  0.553299       0.986703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4393                 NaN  0.550889       0.979622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4423                 NaN  0.547934       0.977218E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4442                 NaN  0.546074       0.974282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4460                 NaN  0.544321       0.972142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4486                 NaN  0.541719       0.967078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4495                 NaN  0.540810       0.964913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4506                 NaN  0.539744       0.962985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4523                 NaN  0.538106       0.961704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4544                 NaN  0.536010       0.954646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4551                 NaN  0.535328       0.954655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4559                 NaN  0.534604       0.952104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4582                 NaN  0.532372       0.946745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4251                 NaN  0.564829       0.100466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4926                 NaN  0.498511       0.883916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4597                 NaN  0.530854       0.941740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4618                 NaN  0.528874       0.934727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4620                 NaN  0.528671       0.932686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4619                 NaN  0.528760       0.932757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4611                 NaN  0.529542       0.931254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4591                 NaN  0.531547       0.936821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4678                 NaN  0.523035       0.913977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5464                 NaN  0.445790       0.778561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3800                 NaN  0.609375       0.105929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4617                 NaN  0.529095       0.916170E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4627                 NaN  0.528146       0.914427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        98.5475                 NaN   1.42726       0.251963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.8649                 NaN  0.132786       0.228843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4615                 NaN  0.529419       0.903947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5582                 NaN  0.434393       0.737715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3587                 NaN  0.630649       0.106766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4599                 NaN  0.531200       0.894641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4572                 NaN  0.533898       0.895177E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4567                 NaN  0.534365       0.892336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4537                 NaN  0.537328       0.893325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4529                 NaN  0.538168       0.889943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3500                 NaN  0.639515       0.105281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5600                 NaN  0.432877       0.709641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4422                 NaN  0.548906       0.893281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4472                 NaN  0.543966       0.882587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4457                 NaN  0.545515       0.880111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4431                 NaN  0.548142       0.878719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.6254                 NaN  0.368540       0.602302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.2568                 NaN  0.731712       0.114697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4371                 NaN  0.554128       0.872638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4352                 NaN  0.556060       0.872058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.5387                 NaN  0.454185       0.707263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        98.7018                 NaN   1.27831       0.198591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.9771                 NaN  0.218786E-001  0.101058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5766                 NaN  0.417698       0.571211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.8095                 NaN  0.187615       0.285346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.9709                 NaN   1.01381       0.153148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4187                 NaN  0.572743       0.859338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4379                 NaN  0.553844       0.826074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3916                 NaN  0.599455       0.889471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
