|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q             
  1321.46        2500.00        99.1718                 NaN            NaN            NaN  0.478661       0.120276                 NaN            NaN            NaN  0.229243                 NaN            NaN            NaN
  1319.96        2500.00        99.1790                 NaN            NaN            NaN  0.517163       0.751238E-001            NaN            NaN            NaN  0.228760                 NaN            NaN            NaN
  1318.46        2500.00        99.1869                 NaN            NaN            NaN  0.497417       0.916997E-001            NaN            NaN            NaN  0.223980                 NaN            NaN            NaN
  1316.95        2500.00        99.1867                 NaN            NaN            NaN  0.588194                 NaN            NaN            NaN            NaN  0.225088                 NaN            NaN            NaN
  1315.45        2500.00        99.1941                 NaN            NaN            NaN  0.583040                 NaN            NaN            NaN            NaN  0.222872                 NaN            NaN            NaN
  1313.95        2500.00        99.2007                 NaN            NaN            NaN  0.578480                 NaN            NaN            NaN            NaN  0.220811                 NaN            NaN            NaN
  1312.45        2500.00        99.2051                 NaN            NaN            NaN  0.575718                 NaN            NaN            NaN            NaN  0.219135                 NaN            NaN            NaN
  1310.95        2500.00        99.2105                 NaN            NaN            NaN  0.571616                 NaN            NaN            NaN            NaN  0.217878                 NaN            NaN            NaN
  1309.44        2500.00        96.2361                 NaN            NaN            NaN   1.42025                 NaN            NaN            NaN            NaN  0.569353        1.77434                 NaN            NaN
  1307.94        2500.00        87.8700                 NaN            NaN            NaN   3.63093                 NaN            NaN            NaN  0.165082        1.61350        6.72047                 NaN            NaN
  1306.44        2500.00        89.1510                 NaN            NaN            NaN   3.27062                 NaN            NaN            NaN  0.143582        1.44825        5.98651                 NaN            NaN
  1304.94        2500.00        85.0637                 NaN            NaN            NaN   4.25874                 NaN            NaN            NaN  0.120566        1.95598        8.23162       0.369417                 NaN
  1303.44        2500.00        82.4484                 NaN            NaN            NaN   4.86607                 NaN            NaN            NaN  0.848963E-001   2.27101        9.64808       0.681527                 NaN
  1301.93        2500.00        85.3240                 NaN            NaN            NaN   4.12004                 NaN            NaN            NaN  0.513961E-001   1.90239        8.03103       0.571093                 NaN
  1300.43        2500.00        87.3767                 NaN            NaN            NaN   3.59573                 NaN            NaN            NaN  0.234494E-001   1.64150        6.87331       0.489350                 NaN
  1298.93        2500.00        88.9112                 NaN            NaN            NaN   3.20178                 NaN            NaN            NaN  0.339154E-002   1.44612        6.00951       0.428024                 NaN
  1297.43        2500.00        90.0904                 NaN            NaN            NaN   2.88450                 NaN            NaN            NaN            NaN   1.29862        5.34672       0.379744                 NaN
  1295.92        2500.00        91.0398                 NaN            NaN            NaN   2.62561                 NaN            NaN            NaN            NaN   1.18158        4.81328       0.339775                 NaN
  1294.42        2500.00        91.8389                 NaN            NaN            NaN   2.40357                 NaN            NaN            NaN            NaN   1.08164        4.36856       0.307333                 NaN
  1292.92        2500.00        92.4905                 NaN            NaN            NaN   2.22322                 NaN            NaN            NaN            NaN  0.998414        4.00631       0.281581                 NaN
  1291.42        2500.00        95.7304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.623112       0.823759        2.70588       0.116801                 NaN
  1289.92        2500.00        91.1808                 NaN            NaN            NaN   3.12151                 NaN            NaN            NaN            NaN   1.10365        4.26814       0.325913                 NaN
  1288.41        2500.00        94.3476                 NaN            NaN            NaN   1.62451                 NaN            NaN            NaN            NaN  0.734913        3.05671       0.236232                 NaN
  1286.91        2500.00        94.6489                 NaN            NaN            NaN   1.55066                 NaN            NaN            NaN            NaN  0.701601        2.87994       0.218860                 NaN
  1285.41        2500.00        88.1663                 NaN            NaN            NaN  0.656335        1.88506                 NaN            NaN            NaN   1.58077        7.30846       0.403040                 NaN
  1283.91        2500.00        98.5340                 NaN            NaN            NaN  0.615659       0.485739                 NaN            NaN            NaN  0.265707                 NaN  0.988854E-001            NaN
  1282.41        2500.00        97.7944                 NaN            NaN            NaN   1.23923                 NaN            NaN            NaN            NaN  0.259249       0.674362       0.327704E-001            NaN
  1280.90        2500.00        93.0526                 NaN            NaN            NaN   1.39526                 NaN            NaN            NaN            NaN  0.899691        4.25320       0.399253                 NaN
  1279.40        2500.00        96.4818                 NaN            NaN            NaN   1.31660                 NaN            NaN            NaN            NaN  0.339634        1.70964       0.152371                 NaN
  1277.90        2500.00        98.3661                 NaN            NaN            NaN  0.837051                 NaN            NaN            NaN            NaN  0.273010       0.523807                 NaN            NaN
  1276.40        2500.00        94.9512                 NaN            NaN            NaN   1.15302                 NaN            NaN            NaN            NaN  0.808037        2.94840       0.139312                 NaN
  1274.89        2500.00        96.1286                 NaN            NaN            NaN   1.35929                 NaN            NaN            NaN            NaN  0.359808        1.97951       0.172740                 NaN
  1273.39        2500.00        98.0491                 NaN            NaN            NaN  0.662400                 NaN            NaN            NaN            NaN  0.247961       0.954174       0.863767E-001            NaN
  1271.89        2500.00        96.4612                 NaN            NaN            NaN   1.11090                 NaN            NaN            NaN            NaN  0.510778        1.80512       0.112037                 NaN
  1270.39        2500.00        92.4465                 NaN            NaN            NaN   2.20589                 NaN            NaN            NaN            NaN   1.02092        4.05796       0.268744                 NaN
  1268.89        2500.00        99.9828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131621E-001            NaN  0.406077E-002            NaN
  1267.38        2500.00        97.0022                 NaN            NaN            NaN  0.970598                 NaN            NaN            NaN            NaN  0.409470        1.51919       0.985307E-001            NaN
  1265.88        2500.00        99.9983                 NaN            NaN            NaN  0.131335E-002            NaN            NaN            NaN            NaN            NaN            NaN  0.413461E-003            NaN
  1264.38        2500.00        99.9601                 NaN            NaN            NaN  0.499183E-002            NaN            NaN            NaN            NaN  0.683694E-002  0.268896E-001  0.118787E-002            NaN
  1262.88        2500.00        98.6660                 NaN            NaN            NaN  0.352422       0.434783E-001            NaN            NaN            NaN  0.182149       0.706617       0.493048E-001            NaN
  1261.38        2500.00        91.3705                 NaN            NaN            NaN   1.00343        1.29869                 NaN            NaN            NaN   1.05043        4.92238       0.354624                 NaN
  1259.87        2500.00        98.7795                 NaN            NaN            NaN  0.615938                 NaN            NaN            NaN            NaN  0.224918       0.379397       0.265295E-003            NaN
  1258.37        2500.00        97.8088                 NaN            NaN            NaN  0.442628                 NaN            NaN            NaN            NaN  0.237786        1.39817       0.112634                 NaN
  1256.87        2500.00        97.4414                 NaN            NaN            NaN  0.739488                 NaN            NaN            NaN            NaN  0.348171        1.37292       0.980032E-001            NaN
  1255.37        2500.00        98.2288                 NaN            NaN            NaN  0.556728       0.330166                 NaN            NaN            NaN  0.283442       0.596642       0.420860E-002            NaN
  1253.86        2500.00        98.2530                 NaN            NaN            NaN  0.420571                 NaN            NaN            NaN            NaN  0.236865        1.02245       0.671367E-001            NaN
  1252.36        2500.00        84.4696                 NaN            NaN            NaN  0.217253        2.54816                 NaN            NaN            NaN   1.50884        6.32816       0.226664        4.70133     
  1250.86        2500.00        94.2222                 NaN            NaN            NaN  0.952478       0.171131                 NaN            NaN            NaN  0.498264        2.07685       0.581759E-001   2.02090     
  1249.36        2500.00        82.1948                 NaN            NaN            NaN   1.38894        1.93577                 NaN            NaN            NaN   1.83755        7.93452       0.349312        4.35914     
  1247.86        2500.00        95.2119                 NaN            NaN            NaN   1.26084                 NaN            NaN            NaN            NaN  0.477062        1.76769       0.461130E-001   1.23635     
  1246.35        2500.00        92.8424                 NaN            NaN            NaN  0.959012                 NaN            NaN            NaN            NaN  0.642081        3.08777       0.134408        2.33432     
  1244.85        2500.00        84.2988                 NaN            NaN            NaN   3.04433                 NaN            NaN            NaN            NaN   1.52218        6.27087       0.200049        4.66373     
  1243.35        2500.00        80.8070                 NaN            NaN            NaN   3.36791       0.116363                 NaN            NaN            NaN   1.82125        7.76840       0.256053        5.86302     
  1241.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1240.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1238.84        2500.00        62.7109                 NaN            NaN            NaN   6.69033                 NaN            NaN            NaN            NaN   3.51676        15.1875       0.456311        11.4382     
  1237.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.84        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.433154E-005            NaN  0.329498E-005
  1234.34        2500.00       100.0000                 NaN            NaN            NaN  0.112327E-005  0.267098E-005            NaN            NaN            NaN  0.220976E-005  0.757119E-005            NaN  0.545914E-005
  1232.83        2500.00        62.6497                 NaN            NaN            NaN   6.21759                 NaN            NaN            NaN            NaN   3.30533        15.7394       0.428443        11.6595     
  1231.33        2500.00        43.5184                 NaN            NaN            NaN   2.05299        6.57811                 NaN            NaN            NaN   4.77969        24.5500       0.611873        17.9090     
  1229.83        2500.00                 NaN            NaN            NaN            NaN   2.67295        12.1637                 NaN            NaN            NaN   8.11252        43.8953        1.12528        32.0302     
  1228.33        2500.00                 NaN            NaN            NaN            NaN   6.61848        8.21686                 NaN            NaN            NaN   8.17902        43.8349        1.12269        32.0280     
  1226.83        2500.00                 NaN            NaN            NaN            NaN   6.69987        8.14090                 NaN            NaN            NaN   8.18301        43.8237        1.12147        32.0310     
  1225.32        2500.00                 NaN            NaN            NaN            NaN   6.75685        7.98193                 NaN            NaN            NaN   8.12239        43.9558        1.16749        32.0155     
  1223.82        2500.00                 NaN            NaN            NaN            NaN   2.41787        12.4449                 NaN            NaN            NaN   8.24438        43.7485        1.11259        32.0317     
  1222.32        2500.00                 NaN            NaN            NaN            NaN   4.99835       0.114001        9.64018                 NaN            NaN   8.09870        43.9738        1.15633        32.0186     
  1220.82        2500.00                 NaN            NaN            NaN            NaN   7.45487        7.36845                 NaN            NaN            NaN   8.20939        43.8262        1.11672        32.0243     
  1219.31        2500.00                 NaN            NaN            NaN            NaN  0.442057        8.58573        5.78598                 NaN            NaN   8.14094        43.9102        1.11464        32.0205     
  1217.81        2500.00                 NaN            NaN            NaN            NaN   7.67687        7.18484                 NaN            NaN            NaN   8.18514        43.8083        1.11160        32.0333     
  1216.31        2500.00                 NaN            NaN            NaN            NaN   7.40838        7.44896                 NaN            NaN            NaN   8.19182        43.8063        1.11238        32.0322     
  1214.81        2500.00                 NaN            NaN            NaN            NaN   7.46236        7.39202                 NaN            NaN            NaN   8.19462        43.8067        1.11291        32.0314     
  1213.31        2500.00                 NaN            NaN            NaN            NaN   7.42228        7.43255                 NaN            NaN            NaN   8.19708        43.8049        1.11207        32.0311     
  1211.80        2500.00                 NaN            NaN            NaN            NaN   7.41323        7.44434                 NaN            NaN            NaN   8.19918        43.8005        1.11120        32.0316     
  1210.30        2500.00                 NaN            NaN            NaN            NaN   7.21745        7.64634                 NaN            NaN            NaN   8.19748        43.7964        1.10982        32.0326     
  1208.80        2500.00                 NaN            NaN            NaN            NaN   7.44892        7.42238                 NaN            NaN            NaN   8.20868        43.7747        1.10948        32.0359     
  1207.30        2500.00                 NaN            NaN            NaN            NaN   7.48131        7.39157                 NaN            NaN            NaN   8.21379        43.7686        1.10862        32.0361     
  1205.80        2500.00                 NaN            NaN            NaN            NaN   7.60249        7.25424                 NaN            NaN            NaN   8.21436        43.7845        1.11168        32.0327     
  1204.29        2500.00                 NaN            NaN            NaN            NaN   7.60249        7.24614                 NaN            NaN            NaN   8.22016        43.7921        1.10924        32.0299     
  1202.79        2500.00                 NaN            NaN            NaN            NaN   7.69199        7.16476                 NaN            NaN            NaN   8.22366        43.7825        1.10593        32.0311     
  1201.29        2500.00                 NaN            NaN            NaN            NaN   7.84793        7.01375       0.185376E-004            NaN            NaN   8.23955        43.7578        1.10820        32.0327     
  1199.79        2500.00                 NaN            NaN            NaN            NaN   8.00338        6.86920                 NaN            NaN            NaN   8.22425        43.7651        1.10329        32.0348     
  1198.28        2500.00                 NaN            NaN            NaN            NaN   8.02855        6.84775                 NaN            NaN            NaN   8.22507        43.7606        1.10256        32.0355     
  1196.78        2500.00                 NaN            NaN            NaN            NaN   8.00817        6.87466                 NaN            NaN            NaN   8.24630        43.7334        1.10083        32.0366     
  1195.28        2500.00                 NaN            NaN            NaN            NaN   8.02796        6.85792                 NaN            NaN            NaN   8.24804        43.7293        1.09966        32.0371     
  1193.78        2500.00                 NaN            NaN            NaN            NaN   8.74683        6.10777                 NaN            NaN            NaN   8.28737        43.7197        1.10841        32.0299     
  1192.28        2500.00                 NaN            NaN            NaN            NaN   8.76593        6.09274                 NaN            NaN            NaN   8.28961        43.7148        1.10648        32.0305     
  1190.77        2500.00                 NaN            NaN            NaN            NaN   8.76412        6.09862                 NaN            NaN            NaN   8.29147        43.7099        1.10480        32.0311     
  1189.27        2500.00                 NaN            NaN            NaN            NaN   8.80015        6.06015                 NaN            NaN            NaN   8.29640        43.7125        1.10157        32.0292     
  1187.77        2500.00                 NaN            NaN            NaN            NaN   8.85219        6.01311                 NaN            NaN            NaN   8.29658        43.7082        1.10006        32.0299     
  1186.27        2500.00                 NaN            NaN            NaN            NaN   9.07947        5.79447                 NaN            NaN            NaN   8.29691        43.7005        1.09715        32.0315     
  1184.77        2500.00                 NaN            NaN            NaN            NaN   9.01387        5.84868                 NaN            NaN            NaN   8.28487        43.7167        1.10484        32.0310     
  1183.26        2500.00                 NaN            NaN            NaN            NaN   9.03730        5.82880                 NaN            NaN            NaN   8.28664        43.7116        1.10386        32.0318     
  1181.76        2500.00                 NaN            NaN            NaN            NaN   9.06592        5.80418                 NaN            NaN            NaN   8.28873        43.7059        1.10265        32.0326     
  1180.26        2500.00                 NaN            NaN            NaN            NaN   3.51433        11.2403                 NaN            NaN            NaN   8.23507        43.8716        1.12971        32.0089     
  1178.76        2500.00                 NaN            NaN            NaN            NaN   3.50241        11.2558                 NaN            NaN            NaN   8.23736        43.8663        1.12844        32.0097     
  1177.25        2500.00                 NaN            NaN            NaN            NaN   3.49580        11.2658                 NaN            NaN            NaN   8.23948        43.8616        1.12717        32.0102     
  1175.75        2500.00                 NaN            NaN            NaN            NaN   3.49250        11.2720                 NaN            NaN            NaN   8.24171        43.8572        1.12594        32.0107     
  1174.25        2500.00                 NaN            NaN            NaN            NaN   3.48209        11.2857                 NaN            NaN            NaN   8.24378        43.8523        1.12473        32.0113     
  1172.75        2500.00                 NaN            NaN            NaN            NaN   3.47421        11.2971                 NaN            NaN            NaN   8.24604        43.8472        1.12345        32.0120     
  1171.25        2500.00                 NaN            NaN            NaN            NaN   3.46324        11.3097                 NaN            NaN            NaN   8.24119        43.8473        1.12575        32.0128     
  1169.74        2500.00                 NaN            NaN            NaN            NaN   3.45208        11.3270                 NaN            NaN            NaN   8.25072        43.8360        1.12072        32.0134     
  1168.24        2500.00                 NaN            NaN            NaN            NaN   3.44469        11.3379                 NaN            NaN            NaN   8.25293        43.8310        1.11947        32.0141     
  1166.74        2500.00                 NaN            NaN            NaN            NaN   3.44463        11.3408                 NaN            NaN            NaN   8.25521        43.8265        1.11827        32.0146     
  1165.24        2500.00                 NaN            NaN            NaN            NaN   3.42987        11.3598                 NaN            NaN            NaN   8.25755        43.8204        1.11685        32.0154     
  1163.73        2500.00                 NaN            NaN            NaN            NaN   3.50080        11.3058                 NaN            NaN            NaN   8.27505        43.7948        1.10657        32.0170     
  1162.23        2500.00                 NaN            NaN            NaN            NaN   3.28864        11.5290                 NaN            NaN            NaN   8.27696        43.7794        1.10549        32.0205     
  1160.73        2500.00                 NaN            NaN            NaN            NaN   3.26302        11.5590                 NaN            NaN            NaN   8.27924        43.7733        1.10405        32.0214     
  1159.23        2500.00                 NaN            NaN            NaN            NaN   3.24898        11.5767                 NaN            NaN            NaN   8.28036        43.7683        1.10338        32.0223     
  1157.73        2500.00                 NaN            NaN            NaN            NaN   3.31977        11.4985                 NaN            NaN            NaN   8.27967        43.7778        1.10419        32.0201     
  1156.22        2500.00                 NaN            NaN            NaN            NaN   3.19342        11.6403                 NaN            NaN            NaN   8.28721        43.7557        1.09983        32.0235     
  1154.72        2500.00                 NaN            NaN            NaN            NaN   3.17035        11.6679                 NaN            NaN            NaN   8.28929        43.7494        1.09856        32.0244     
  1153.22        2500.00                 NaN            NaN            NaN            NaN   3.15848        11.6843                 NaN            NaN            NaN   8.29201        43.7430        1.09696        32.0252     
  1151.72        2500.00                 NaN            NaN            NaN            NaN   3.37456        11.4474                 NaN            NaN            NaN   8.27894        43.7727        1.10493        32.0215     
  1150.22        2500.00                 NaN            NaN            NaN            NaN   3.37073        11.4551                 NaN            NaN            NaN   8.28131        43.7670        1.10360        32.0223     
  1148.71        2500.00                 NaN            NaN            NaN            NaN   3.22167        11.6123                 NaN            NaN            NaN   8.28899        43.7554        1.09878        32.0229     
  1147.21        2500.00                 NaN            NaN            NaN            NaN   3.07026        11.7904                 NaN            NaN            NaN   8.29816        43.7203        1.09234        32.0285     
  1145.71        2500.00                 NaN            NaN            NaN            NaN   9.85711        5.11244       0.323525E-005            NaN            NaN   8.35664        43.5597        1.06465        32.0495     
  1144.21        2500.00                 NaN            NaN            NaN            NaN   9.34537        5.60814                 NaN            NaN            NaN   8.34919        43.5798        1.07104        32.0465     
  1142.70        2500.00                 NaN            NaN            NaN            NaN   9.95557        5.01975                 NaN            NaN            NaN   8.35958        43.5505        1.06348        32.0511     
  1141.20        2500.00                 NaN            NaN            NaN            NaN   9.47504        5.48482                 NaN            NaN            NaN   8.35384        43.5701        1.06837        32.0479     
  1139.70        2500.00                 NaN            NaN            NaN            NaN   10.1553        4.83664                 NaN            NaN            NaN   8.36579        43.5289        1.05904        32.0543     
  1138.20        2500.00                 NaN            NaN            NaN            NaN   8.70001        6.22332                 NaN            NaN            NaN   8.38652        43.5945        1.05988        32.0358     
  1136.70        2500.00                 NaN            NaN            NaN            NaN   8.73045        6.19547                 NaN            NaN            NaN   8.38983        43.5892        1.05884        32.0362     
  1135.19        2500.00                 NaN            NaN            NaN            NaN   3.18362        11.6784                 NaN            NaN            NaN   8.30393        43.7169        1.08939        32.0277     
  1133.69        2500.00                 NaN            NaN            NaN            NaN   3.17882        11.6866                 NaN            NaN            NaN   8.30642        43.7117        1.08807        32.0283     
  1132.19        2500.00                 NaN            NaN            NaN            NaN   3.17472        11.6942                 NaN            NaN            NaN   8.30881        43.7066        1.08672        32.0290     
  1130.69        2500.00                 NaN            NaN            NaN            NaN   3.17121        11.7012                 NaN            NaN            NaN   8.31122        43.7014        1.08532        32.0296     
  1129.19        2500.00                 NaN            NaN            NaN            NaN  0.414014E-001   9.76264        5.20725                 NaN            NaN   8.38049        43.4990        1.05217        32.0571     
  1127.68        2500.00                 NaN            NaN            NaN            NaN   3.08652        11.8102                 NaN            NaN            NaN   8.31343        43.6713        1.08276        32.0358     
  1126.18        2500.00                 NaN            NaN            NaN            NaN  0.323574E-001   9.65546        5.32192                 NaN            NaN   8.38039        43.5002        1.05282        32.0569     
  1124.68        2500.00                 NaN            NaN            NaN            NaN   3.17263        11.7187                 NaN            NaN            NaN   8.32832        43.6681        1.07746        32.0348     
  1123.18        2500.00                 NaN            NaN            NaN            NaN   3.27793        11.6132                 NaN            NaN            NaN   8.33065        43.6709        1.07513        32.0322     
  1121.67        2500.00                 NaN            NaN            NaN            NaN   3.06866        11.8414                 NaN            NaN            NaN   8.33897        43.6415        1.07105        32.0384     
  1120.17        2500.00                 NaN            NaN            NaN            NaN   3.07776        11.8545                 NaN            NaN            NaN   8.35116        43.6128        1.06319        32.0406     
  1118.67        2500.00                 NaN            NaN            NaN            NaN   3.19364        11.7203                 NaN            NaN            NaN   8.33800        43.6390        1.07090        32.0381     
  1117.17        2500.00                 NaN            NaN            NaN            NaN   3.27780        11.6169                 NaN            NaN            NaN   8.32673        43.6681        1.07694        32.0335     
  1115.67        2500.00                 NaN            NaN            NaN            NaN   2.79750        12.1714                 NaN            NaN            NaN   8.36217        43.5686        1.05350        32.0468     
  1114.16        2500.00                 NaN            NaN            NaN            NaN   3.23225        11.6899                 NaN            NaN            NaN   8.35363        43.6234        1.06296        32.0379     
  1112.66        2500.00                 NaN            NaN            NaN            NaN   2.61390        12.3797                 NaN            NaN            NaN   8.36636        43.5392        1.04900        32.0519     
  1111.16        2500.00                 NaN            NaN            NaN            NaN   3.24352        11.6790                 NaN            NaN            NaN   8.35475        43.6214        1.06264        32.0387     
  1109.66        2500.00                 NaN            NaN            NaN            NaN   3.28340        11.6372                 NaN            NaN            NaN   8.35464        43.6235        1.06306        32.0382     
  1108.16        2500.00                 NaN            NaN            NaN            NaN   3.28228        11.6425                 NaN            NaN            NaN   8.35804        43.6173        1.06108        32.0388     
  1106.65        2500.00                 NaN            NaN            NaN            NaN   3.24258        11.6902                 NaN            NaN            NaN   8.36012        43.6060        1.05997        32.0412     
  1105.15        2500.00                 NaN            NaN   4.55243                 NaN   7.90857                 NaN            NaN            NaN            NaN   7.85525        45.0894        1.42206        33.1723     
  1103.65        2500.00                 NaN            NaN            NaN            NaN   3.17027        11.7766                 NaN            NaN            NaN   8.36993        43.5852        1.05423        32.0437     
  1102.15        2500.00                 NaN            NaN            NaN            NaN   3.33544        11.5959                 NaN            NaN            NaN   8.35416        43.6103        1.06316        32.0411     
  1100.64        2500.00                 NaN            NaN            NaN            NaN   3.07672        11.8877                 NaN            NaN            NaN   8.38592        43.5587        1.04489        32.0461     
  1099.14        2500.00                 NaN            NaN            NaN            NaN   10.3112        4.77194                 NaN            NaN            NaN   8.44034        43.3846        1.02104        32.0709     
  1097.64        2500.00                 NaN            NaN            NaN            NaN   10.1088        4.97018                 NaN            NaN            NaN   8.42733        43.3948        1.02795        32.0710     
  1096.14        2500.00                 NaN            NaN            NaN            NaN   10.1080        4.96596                 NaN            NaN            NaN   8.42337        43.4032        1.02942        32.0700     
  1094.64        2500.00                 NaN            NaN            NaN            NaN   10.2632        4.82506                 NaN            NaN            NaN   8.44616        43.3768        1.01732        32.0714     
  1093.13        2500.00                 NaN            NaN            NaN            NaN   10.2315        4.85941                 NaN            NaN            NaN   8.44809        43.3725        1.01651        32.0720     
  1091.63        2500.00                 NaN            NaN            NaN            NaN   9.36429        5.65159                 NaN            NaN            NaN   8.48957        43.4201        1.02239        32.0521     
  1090.13        2500.00                 NaN            NaN            NaN            NaN   9.38252        5.63664                 NaN            NaN            NaN   8.49291        43.4142        1.02109        32.0527     
  1088.63        2500.00                 NaN            NaN            NaN            NaN   9.39644        5.62599                 NaN            NaN            NaN   8.49620        43.4083        1.01980        32.0533     
  1087.13        2500.00                 NaN            NaN            NaN            NaN   9.40669        5.61906                 NaN            NaN            NaN   8.49947        43.4024        1.01849        32.0539     
  1085.62        2500.00                 NaN            NaN            NaN            NaN   9.42339        5.60567                 NaN            NaN            NaN   8.50279        43.3965        1.01718        32.0545     
  1084.12        2500.00                 NaN            NaN            NaN            NaN   9.43968        5.59273                 NaN            NaN            NaN   8.50613        43.3905        1.01586        32.0551     
  1082.62        2500.00                 NaN            NaN            NaN            NaN   9.44945        5.58628                 NaN            NaN            NaN   8.50935        43.3847        1.01456        32.0557     
  1081.12        2500.00                 NaN            NaN            NaN            NaN   9.44573        5.59340                 NaN            NaN            NaN   8.51249        43.3788        1.01328        32.0563     
  1079.61        2500.00                 NaN            NaN            NaN            NaN   9.47433        5.56815                 NaN            NaN            NaN   8.51594        43.3728        1.01191        32.0569     
  1078.11        2500.00                 NaN            NaN            NaN            NaN   9.47601        5.56988                 NaN            NaN            NaN   8.51912        43.3668        1.01061        32.0575     
  1076.61        2500.00                 NaN            NaN            NaN            NaN   9.48566        5.56366                 NaN            NaN            NaN   8.52240        43.3608        1.00928        32.0582     
  1075.11        2500.00                 NaN            NaN            NaN            NaN   9.43967        5.61325                 NaN            NaN            NaN   8.52519        43.3549        1.00807        32.0589     
  1073.61        2500.00                 NaN            NaN            NaN            NaN   9.50568        5.55049                 NaN            NaN            NaN   8.52892        43.3489        1.00662        32.0594     
  1072.10        2500.00                 NaN            NaN            NaN            NaN   9.49441        5.56536                 NaN            NaN            NaN   8.53409        43.3412        1.00496        32.0600     
  1070.60        2500.00                 NaN            NaN            NaN            NaN   9.53132        5.53173                 NaN            NaN            NaN   8.53549        43.3368        1.00392        32.0607     
  1069.10        2500.00                 NaN            NaN            NaN            NaN   9.51368        5.55293                 NaN            NaN            NaN   8.53853        43.3308        1.00264        32.0614     
  1067.60        2500.00                 NaN            NaN            NaN            NaN   9.51469        5.55546                 NaN            NaN            NaN   8.54176        43.3248        1.00130        32.0620     
  1066.09        2500.00                 NaN            NaN            NaN            NaN   9.52420        5.54937                 NaN            NaN            NaN   8.54495        43.3188       0.999970        32.0627     
  1064.59        2500.00                 NaN            NaN            NaN            NaN   9.55426        5.52282                 NaN            NaN            NaN   8.54843        43.3126       0.998537        32.0633     
  1063.09        2500.00                 NaN            NaN            NaN            NaN   9.56354        5.51706                 NaN            NaN            NaN   8.55170        43.3066       0.997180        32.0640     
  1061.59        2500.00                 NaN            NaN            NaN            NaN   9.57005        5.51410                 NaN            NaN            NaN   8.55493        43.3005       0.995816        32.0646     
  1060.09        2500.00                 NaN            NaN            NaN            NaN   9.57761        5.51009                 NaN            NaN            NaN   8.55818        43.2944       0.994449        32.0653     
  1058.58        2500.00                 NaN            NaN            NaN            NaN   9.55698        5.53429                 NaN            NaN            NaN   8.56112        43.2885       0.993184        32.0660     
  1057.08        2500.00                 NaN            NaN            NaN            NaN   9.58943        5.50541                 NaN            NaN            NaN   8.56464        43.2822       0.991717        32.0666     
  1055.58        2500.00                 NaN            NaN            NaN            NaN   9.59366        5.50479                 NaN            NaN            NaN   8.56786        43.2761       0.990346        32.0673     
  1054.08        2500.00                 NaN            NaN            NaN            NaN   9.58100        5.52103                 NaN            NaN            NaN   8.57086        43.2701       0.989053        32.0680     
  1052.58        2500.00                 NaN            NaN            NaN            NaN   9.58814        5.51752                 NaN            NaN            NaN   8.57412        43.2639       0.987660        32.0687     
  1051.07        2500.00                 NaN            NaN            NaN            NaN   9.59550        5.51381                 NaN            NaN            NaN   8.57737        43.2577       0.986267        32.0693     
  1049.57        2500.00                 NaN            NaN            NaN            NaN   9.61121        5.50173                 NaN            NaN            NaN   8.58075        43.2515       0.984837        32.0700     
  1048.07        2500.00                 NaN            NaN            NaN            NaN   9.61241        5.50419       0.477973E-005            NaN            NaN   8.58393        43.2453       0.983463        32.0707     
  1046.57        2500.00                 NaN            NaN            NaN            NaN   9.62302        5.49738       0.469684E-005            NaN            NaN   8.58730        43.2389       0.982007        32.0714     
  1045.06        2500.00                 NaN            NaN            NaN            NaN   9.62683        5.49684       0.607412E-004  0.181036E-003            NaN   8.59042        43.2329       0.980665        32.0721     
  1043.56        2500.00                 NaN            NaN            NaN            NaN   9.63015        5.49723       0.593707E-004  0.175782E-003            NaN   8.59361        43.2267       0.979274        32.0728     
  1042.06        2500.00                 NaN            NaN            NaN            NaN   9.62978        5.50137       0.584242E-004  0.172408E-003            NaN   8.59703        43.2203       0.977864        32.0735     
  1040.56        2500.00                 NaN            NaN            NaN            NaN   9.63344        5.50136       0.567129E-004  0.165675E-003            NaN   8.60000        43.2143       0.976494        32.0742     
  1039.06        2500.00                 NaN            NaN            NaN            NaN   9.63639        5.50212       0.553881E-004  0.160674E-003            NaN   8.60320        43.2081       0.975099        32.0749     
  1037.55        2500.00                 NaN            NaN            NaN            NaN   9.63908        5.50317       0.540751E-004  0.155752E-003            NaN   8.60641        43.2018       0.973696        32.0756     
