|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1277.87        2500.00        3.90544                 NaN            NaN   6.61624                 NaN   20.5366                 NaN            NaN   11.9490        56.4567       0.535919     
  1276.36        2500.00        2.79043                 NaN            NaN   7.67860                 NaN   19.7033                 NaN            NaN   11.9620        56.5576        1.30805     
  1274.85        2500.00        3.75192                 NaN            NaN   6.74803                 NaN   20.4557                 NaN            NaN   11.9626        56.4448       0.637014     
  1273.34        2500.00        3.64736                 NaN            NaN   6.84767                 NaN   20.3949                 NaN            NaN   11.9722        56.4349       0.702968     
  1271.83        2500.00        4.75760                 NaN            NaN   6.22432       0.208852E-001   8.65026        2.02852        9.59245        11.8216        56.9043                 NaN
  1270.32        2500.00        3.47867                 NaN            NaN   6.99753                 NaN   20.2890                 NaN            NaN   11.9965        56.4223       0.815974     
  1268.81        2500.00        3.39652                 NaN            NaN   7.07629                 NaN   20.2542                 NaN            NaN   11.9992        56.4088       0.864994     
  1267.30        2500.00        3.30965                 NaN            NaN   7.16033                 NaN   20.1977                 NaN            NaN   12.0076        56.4039       0.920836     
  1265.79        2500.00        3.21498                 NaN            NaN   7.24780                 NaN   20.1346                 NaN            NaN   12.0226        56.3986       0.981437     
  1264.28        2500.00        3.13712                 NaN            NaN   7.31955                 NaN   20.0992                 NaN            NaN   12.0267        56.3859        1.03153     
  1262.77        2500.00        4.75602                 NaN            NaN   6.23813       0.208852E-001   8.63408        1.95923        9.65588        11.8260        56.9098                 NaN
  1261.26        2500.00        2.97015                 NaN            NaN   7.47654                 NaN   19.9994                 NaN            NaN   12.0500        56.3659        1.13793     
  1259.75        2500.00        2.58263                 NaN            NaN   7.93300                 NaN   19.6174                 NaN            NaN   12.0576        56.4295        1.37989     
  1258.24        2500.00        2.50224                 NaN            NaN   8.00766                 NaN   19.5731                 NaN            NaN   12.0668        56.4197        1.43051     
  1256.73        2500.00        2.24958                 NaN            NaN   8.43416                 NaN   18.9377                 NaN            NaN   12.0636        56.6783        1.63665     
  1255.22        2500.00        2.52403                 NaN            NaN   7.89854                 NaN   19.7459                 NaN            NaN   12.0864        56.3264        1.41866     
  1253.71        2500.00        2.20319                 NaN            NaN   8.25633                 NaN   19.4729                 NaN            NaN   12.0899        56.3588        1.61882     
  1252.20        2500.00        2.12919                 NaN            NaN   8.32580                 NaN   19.4279                 NaN            NaN   12.0985        56.3522        1.66635     
  1250.69        2500.00        2.31200                 NaN            NaN   8.08473                 NaN   19.6423                 NaN            NaN   12.1151        56.2919        1.55393     
  1249.18        2500.00        2.24101                 NaN            NaN   8.14715                 NaN   19.6082                 NaN            NaN   12.1247        56.2800        1.59892     
  1247.67        2500.00        1.91215                 NaN            NaN   8.52742                 NaN   19.3008                 NaN            NaN   12.1245        56.3298        1.80533     
  1246.16        2500.00        1.76694                 NaN            NaN   8.61498                 NaN   19.3354                 NaN            NaN   12.1495        56.2466        1.88658     
  1244.65        2500.00        1.78855                 NaN            NaN   8.63340                 NaN   19.2402                 NaN            NaN   12.1478        56.3048        1.88524     
  1243.14        2500.00        1.70868                 NaN            NaN   8.70603                 NaN   19.1996                 NaN            NaN   12.1569        56.2935        1.93529     
  1241.63        2500.00        1.76844                 NaN            NaN   8.62326                 NaN   19.2239                 NaN            NaN   12.1822        56.2938        1.90847     
  1240.12        2500.00        1.70542                 NaN            NaN   8.68203                 NaN   19.1891                 NaN            NaN   12.1904        56.2852        1.94790     
  1238.61        2500.00                 NaN            NaN            NaN   8.49555                 NaN   16.9929        4.69061       0.878447E-005   12.3912        54.4497        2.98004     
  1237.10        2500.00        1.58616                 NaN            NaN   8.79248                 NaN   19.1246                 NaN            NaN   12.2065        56.2678        2.02242     
  1235.59        2500.00        1.52960                 NaN            NaN   8.84453                 NaN   19.0947                 NaN            NaN   12.2144        56.2590        2.05772     
  1234.08        2500.00        1.47485                 NaN            NaN   8.89467                 NaN   19.0663                 NaN            NaN   12.2222        56.2502        2.09184     
  1232.57        2500.00        1.42157                 NaN            NaN   8.94319                 NaN   19.0391                 NaN            NaN   12.2299        56.2412        2.12503     
  1231.06        2500.00        1.28044                 NaN            NaN   9.06080                 NaN   19.0030                 NaN            NaN   12.2428        56.2010        2.21199     
  1229.55        2500.00        1.43778                 NaN            NaN   9.05163                 NaN   18.8351                 NaN            NaN   12.1617        56.3708        2.14291     
  1228.04        2500.00        1.16748                 NaN            NaN   9.16364                 NaN   18.9492                 NaN            NaN   12.2576        56.1798        2.28222     
  1226.53        2500.00       0.899258                 NaN            NaN   9.42443                 NaN   18.8380                 NaN            NaN   12.2590        56.1422        2.43714     
  1225.02        2500.00       0.834297                 NaN            NaN   9.47877                 NaN   18.8156                 NaN            NaN   12.2689        56.1256        2.47687     
  1223.51        2500.00       0.768793                 NaN            NaN   9.53441                 NaN   18.7933                 NaN            NaN   12.2784        56.1084        2.51676     
  1222.00        2500.00       0.704473                 NaN            NaN   9.58824                 NaN   18.7714                 NaN            NaN   12.2883        56.0916        2.55606     
  1220.49        2500.00       0.639805                 NaN            NaN   9.64247                 NaN   18.7499                 NaN            NaN   12.2982        56.0741        2.59544     
  1218.98        2500.00       0.575149                 NaN            NaN   9.69662                 NaN   18.7292                 NaN            NaN   12.3081        56.0563        2.63469     
  1217.47        2500.00       0.512181                 NaN            NaN   9.74930                 NaN   18.7093                 NaN            NaN   12.3177        56.0387        2.67285     
  1215.96        2500.00       0.448380                 NaN            NaN   9.80248                 NaN   18.6892                 NaN            NaN   12.3273        56.0211        2.71154     
  1214.44        2500.00       0.384744                 NaN            NaN   9.85586                 NaN   18.6699                 NaN            NaN   12.3375        56.0022        2.74983     
  1212.93        2500.00       0.322931                 NaN            NaN   9.90724                 NaN   18.6513                 NaN            NaN   12.3475        55.9840        2.78708     
  1211.42        2500.00       0.260359                 NaN            NaN   9.95902                 NaN   18.6330                 NaN            NaN   12.3575        55.9653        2.82474     
  1209.91        2500.00       0.141937                 NaN            NaN   10.0060                 NaN   18.6959                 NaN            NaN   12.3875        55.8790        2.88965     
  1208.40        2500.00       0.133407                 NaN            NaN   10.0614                 NaN   18.6021                 NaN            NaN   12.3787        55.9238        2.90053     
  1206.89        2500.00       0.659666E-001            NaN            NaN   10.1126                 NaN   18.5928                 NaN            NaN   12.3907        55.8978        2.94022     
  1205.38        2500.00                 NaN            NaN            NaN   10.1623                 NaN   18.5832                 NaN            NaN   12.4027        55.8727        2.97911     
  1203.87        2500.00                 NaN            NaN            NaN   10.0898                 NaN   18.7240                 NaN            NaN   12.4234        55.7904        2.97230     
  1202.36        2500.00                 NaN            NaN            NaN   10.0717                 NaN   18.7580                 NaN            NaN   12.4304        55.7683        2.97159     
  1200.85        2500.00                 NaN            NaN            NaN   10.0549                 NaN   18.7899                 NaN            NaN   12.4372        55.7471        2.97093     
  1199.34        2500.00                 NaN            NaN            NaN   10.0455                 NaN   18.8095                 NaN            NaN   12.4424        55.7324        2.97016     
  1197.83        2500.00                 NaN            NaN            NaN   10.0477                 NaN   18.8196                 NaN            NaN   12.4418        55.7215        2.96937     
  1196.32        2500.00                 NaN            NaN            NaN   10.0515                 NaN   18.8238                 NaN            NaN   12.4417        55.7142        2.96869     
  1194.81        2500.00                 NaN            NaN            NaN   10.0690                 NaN   18.7719                 NaN            NaN   12.4472        55.7420        2.96983     
  1193.30        2500.00                 NaN            NaN            NaN   10.0777                 NaN   18.7573                 NaN            NaN   12.4486        55.7466        2.96985     
  1191.79        2500.00                 NaN            NaN            NaN   10.0709                 NaN   18.8001                 NaN            NaN   12.4434        55.7169        2.96869     
  1190.28        2500.00                 NaN            NaN            NaN   10.0817                 NaN   18.7773                 NaN            NaN   12.4452        55.7267        2.96918     
  1188.77        2500.00                 NaN            NaN            NaN   10.0956                 NaN   18.7371                 NaN            NaN   12.4503        55.7470        2.96989     
  1187.26        2500.00                 NaN            NaN            NaN   10.1032                 NaN   18.7264                 NaN            NaN   12.4507        55.7496        2.97010     
  1185.75        2500.00                 NaN            NaN            NaN   10.1112                 NaN   18.7141                 NaN            NaN   12.4511        55.7532        2.97035     
  1184.24        2500.00                 NaN            NaN            NaN   10.1210                 NaN   18.6981                 NaN            NaN   12.4512        55.7590        2.97079     
  1182.73        2500.00                 NaN            NaN            NaN   10.1308                 NaN   18.6804                 NaN            NaN   12.4518        55.7658        2.97123     
  1181.22        2500.00                 NaN            NaN            NaN   10.1402                 NaN   18.6650                 NaN            NaN   12.4519        55.7713        2.97164     
  1179.71        2500.00                 NaN            NaN            NaN   10.1440                 NaN   18.6558                 NaN            NaN   12.4551        55.7735        2.97151     
  1178.20        2500.00                 NaN            NaN            NaN   10.1473                 NaN   18.6480                 NaN            NaN   12.4584        55.7751        2.97133     
  1176.69        2500.00                 NaN            NaN            NaN   10.1515                 NaN   18.6381                 NaN            NaN   12.4614        55.7777        2.97124     
  1175.18        2500.00                 NaN            NaN            NaN   10.1550                 NaN   18.6303                 NaN            NaN   12.4644        55.7792        2.97106     
  1173.67        2500.00                 NaN            NaN            NaN   10.1587                 NaN   18.6223                 NaN            NaN   12.4671        55.7809        2.97091     
  1172.16        2500.00                 NaN            NaN            NaN   10.1630                 NaN   18.6127                 NaN            NaN   12.4700        55.7835        2.97080     
  1170.65        2500.00                 NaN            NaN            NaN   10.1665                 NaN   18.6056                 NaN            NaN   12.4726        55.7846        2.97062     
  1169.14        2500.00                 NaN            NaN            NaN   10.1701                 NaN   18.5985                 NaN            NaN   12.4751        55.7858        2.97044     
  1167.63        2500.00                 NaN            NaN            NaN   10.1738                 NaN   18.5912                 NaN            NaN   12.4776        55.7872        2.97026     
  1166.12        2500.00                 NaN            NaN            NaN   10.1772                 NaN   18.5843                 NaN            NaN   12.4801        55.7883        2.97006     
  1164.61        2500.00                 NaN            NaN            NaN   10.1809                 NaN   18.5771                 NaN            NaN   12.4825        55.7897        2.96987     
  1163.10        2500.00                 NaN            NaN            NaN   10.1844                 NaN   18.5701                 NaN            NaN   12.4849        55.7909        2.96967     
  1161.59        2500.00                 NaN            NaN            NaN   10.1875                 NaN   18.5643                 NaN            NaN   12.4872        55.7916        2.96947     
  1160.08        2500.00                 NaN            NaN            NaN   10.1898                 NaN   18.5604                 NaN            NaN   12.4893        55.7912        2.96926     
  1158.57        2500.00                 NaN            NaN            NaN   10.1920                 NaN   18.5566                 NaN            NaN   12.4914        55.7909        2.96905     
  1157.06        2500.00                 NaN            NaN            NaN   10.1944                 NaN   18.5525                 NaN            NaN   12.4934        55.7908        2.96885     
  1155.55        2500.00                 NaN            NaN            NaN   10.1968                 NaN   18.5484                 NaN            NaN   12.4954        55.7907        2.96864     
  1154.04        2500.00                 NaN            NaN            NaN   10.1992                 NaN   18.5444                 NaN            NaN   12.4974        55.7906        2.96843     
  1152.53        2500.00                 NaN            NaN            NaN   10.2015                 NaN   18.5405                 NaN            NaN   12.4993        55.7905        2.96821     
  1151.02        2500.00                 NaN            NaN            NaN   10.2039                 NaN   18.5364                 NaN            NaN   12.5011        55.7905        2.96800     
  1149.51        2500.00                 NaN            NaN            NaN   10.2063                 NaN   18.5325                 NaN            NaN   12.5030        55.7905        2.96778     
  1148.00        2500.00                 NaN            NaN            NaN   10.2086                 NaN   18.5285                 NaN            NaN   12.5048        55.7905        2.96756     
  1146.49        2500.00                 NaN            NaN            NaN   10.2111                 NaN   18.5242                 NaN            NaN   12.5065        55.7908        2.96736     
  1144.98        2500.00                 NaN            NaN            NaN   10.2135                 NaN   18.5201                 NaN            NaN   12.5082        55.7911        2.96715     
  1143.47        2500.00                 NaN            NaN            NaN   10.0719                 NaN   18.8161                 NaN            NaN   12.5261        55.6217        2.96418     
  1141.96        2500.00                 NaN            NaN            NaN   10.0734                 NaN   18.8150                 NaN            NaN   12.5280        55.6199        2.96383     
  1140.45        2500.00                 NaN            NaN            NaN   10.0748                 NaN   18.8138                 NaN            NaN   12.5298        55.6181        2.96348     
  1138.94        2500.00                 NaN            NaN            NaN   10.0762                 NaN   18.8127                 NaN            NaN   12.5315        55.6164        2.96313     
  1137.43        2500.00                 NaN            NaN            NaN   10.0777                 NaN   18.8116                 NaN            NaN   12.5333        55.6146        2.96277     
  1135.92        2500.00                 NaN            NaN            NaN   10.0791                 NaN   18.8106                 NaN            NaN   12.5350        55.6129        2.96242     
  1134.41        2500.00                 NaN            NaN            NaN   10.0805                 NaN   18.8096                 NaN            NaN   12.5367        55.6111        2.96205     
  1132.90        2500.00                 NaN            NaN            NaN   10.0819                 NaN   18.8086                 NaN            NaN   12.5384        55.6094        2.96169     
  1131.39        2500.00                 NaN            NaN            NaN   10.0833                 NaN   18.8076                 NaN            NaN   12.5400        55.6077        2.96132     
  1129.88        2500.00                 NaN            NaN            NaN   10.0847                 NaN   18.8067                 NaN            NaN   12.5416        55.6060        2.96095     
  1128.36        2500.00                 NaN            NaN            NaN   10.0861                 NaN   18.8058                 NaN            NaN   12.5432        55.6043        2.96058     
  1126.85        2500.00                 NaN            NaN            NaN   10.0875                 NaN   18.8049                 NaN            NaN   12.5447        55.6026        2.96021     
  1125.34        2500.00                 NaN            NaN            NaN   10.0889                 NaN   18.8040                 NaN            NaN   12.5463        55.6010        2.95982     
  1123.83        2500.00                 NaN            NaN            NaN   10.0902                 NaN   18.8032                 NaN            NaN   12.5478        55.5993        2.95944     
  1122.32        2500.00                 NaN            NaN            NaN   10.0916                 NaN   18.8024                 NaN            NaN   12.5492        55.5977        2.95906     
  1120.81        2500.00                 NaN            NaN            NaN   10.0930                 NaN   18.8016                 NaN            NaN   12.5507        55.5961        2.95868     
  1119.30        2500.00                 NaN            NaN            NaN   10.0943                 NaN   18.8008                 NaN            NaN   12.5521        55.5945        2.95829     
  1117.79        2500.00                 NaN            NaN            NaN   10.0957                 NaN   18.8001                 NaN            NaN   12.5535        55.5929        2.95789     
  1116.28        2500.00                 NaN            NaN            NaN   10.0970                 NaN   18.7993                 NaN            NaN   12.5549        55.5913        2.95750     
  1114.77        2500.00                 NaN            NaN            NaN   10.0984                 NaN   18.7986                 NaN            NaN   12.5562        55.5897        2.95711     
  1113.26        2500.00                 NaN            NaN            NaN   10.0997                 NaN   18.7979                 NaN            NaN   12.5575        55.5882        2.95671     
  1111.75        2500.00                 NaN            NaN            NaN   10.1011                 NaN   18.7972                 NaN            NaN   12.5588        55.5866        2.95631     
  1110.24        2500.00                 NaN            NaN            NaN   10.1024                 NaN   18.7965                 NaN            NaN   12.5601        55.5851        2.95590     
  1108.73        2500.00                 NaN            NaN            NaN   10.1037                 NaN   18.7959                 NaN            NaN   12.5613        55.5836        2.95550     
  1107.22        2500.00                 NaN            NaN            NaN   10.1051                 NaN   18.7952                 NaN            NaN   12.5625        55.5821        2.95509     
  1105.71        2500.00                 NaN            NaN            NaN   10.1064                 NaN   18.7946                 NaN            NaN   12.5637        55.5806        2.95468     
  1104.20        2500.00                 NaN            NaN            NaN   10.1077                 NaN   18.7940                 NaN            NaN   12.5649        55.5791        2.95427     
  1102.69        2500.00                 NaN            NaN            NaN   10.1090                 NaN   18.7934                 NaN            NaN   12.5660        55.5777        2.95386     
  1101.18        2500.00                 NaN            NaN            NaN   10.1104                 NaN   18.7928                 NaN            NaN   12.5671        55.5762        2.95344     
  1099.67        2500.00                 NaN            NaN            NaN   10.1117                 NaN   18.7923                 NaN            NaN   12.5682        55.5748        2.95302     
  1098.16        2500.00                 NaN            NaN            NaN   10.1130                 NaN   18.7917                 NaN            NaN   12.5693        55.5734        2.95260     
  1096.65        2500.00                 NaN            NaN            NaN   10.1144                 NaN   18.7911                 NaN            NaN   12.5704        55.5720        2.95218     
  1095.14        2500.00                 NaN            NaN            NaN   10.1157                 NaN   18.7905                 NaN            NaN   12.5714        55.5706        2.95176     
  1093.63        2500.00                 NaN            NaN            NaN   10.1170                 NaN   18.7900                 NaN            NaN   12.5724        55.5693        2.95133     
  1092.12        2500.00                 NaN            NaN            NaN   10.1184                 NaN   18.7894                 NaN            NaN   12.5734        55.5679        2.95090     
  1090.61        2500.00                 NaN            NaN            NaN   10.1343                 NaN   18.7464                 NaN            NaN   12.5814        55.5866        2.95127     
  1089.10        2500.00                 NaN            NaN            NaN   10.1352                 NaN   18.7469                 NaN            NaN   12.5822        55.5849        2.95082     
  1087.59        2500.00                 NaN            NaN            NaN   10.1362                 NaN   18.7473                 NaN            NaN   12.5829        55.5832        2.95038     
  1086.08        2500.00                 NaN            NaN            NaN   10.1373                 NaN   18.7477                 NaN            NaN   12.5836        55.5815        2.94993     
  1084.57        2500.00                 NaN            NaN            NaN   10.1383                 NaN   18.7482                 NaN            NaN   12.5842        55.5798        2.94948     
  1083.06        2500.00                 NaN            NaN            NaN   10.1393                 NaN   18.7486                 NaN            NaN   12.5849        55.5782        2.94903     
  1081.55        2500.00                 NaN            NaN            NaN   10.1403                 NaN   18.7491                 NaN            NaN   12.5855        55.5765        2.94858     
  1080.04        2500.00                 NaN            NaN            NaN   10.1413                 NaN   18.7495                 NaN            NaN   12.5861        55.5749        2.94812     
  1078.53        2500.00                 NaN            NaN            NaN   10.1424                 NaN   18.7500                 NaN            NaN   12.5867        55.5733        2.94767     
  1077.02        2500.00                 NaN            NaN            NaN   10.1434                 NaN   18.7504                 NaN            NaN   12.5872        55.5717        2.94721     
  1075.51        2500.00                 NaN            NaN            NaN   10.1444                 NaN   18.7509                 NaN            NaN   12.5878        55.5701        2.94675     
  1074.00        2500.00                 NaN            NaN            NaN   10.1455                 NaN   18.7513                 NaN            NaN   12.5883        55.5686        2.94629     
  1072.49        2500.00                 NaN            NaN            NaN   10.1465                 NaN   18.7517                 NaN            NaN   12.5888        55.5670        2.94583     
  1070.98        2500.00                 NaN            NaN            NaN   10.1476                 NaN   18.7522                 NaN            NaN   12.5893        55.5655        2.94537     
  1069.47        2500.00                 NaN            NaN            NaN   10.1487                 NaN   18.7526                 NaN            NaN   12.5898        55.5640        2.94491     
  1067.96        2500.00                 NaN            NaN            NaN   10.1498                 NaN   18.7530                 NaN            NaN   12.5902        55.5626        2.94444     
  1066.45        2500.00                 NaN            NaN            NaN   10.1509                 NaN   18.7534                 NaN            NaN   12.5907        55.5611        2.94398     
  1064.94        2500.00                 NaN            NaN            NaN   10.1520                 NaN   18.7538                 NaN            NaN   12.5911        55.5597        2.94351     
  1063.43        2500.00                 NaN            NaN            NaN   10.1531                 NaN   18.7542                 NaN            NaN   12.5915        55.5582        2.94304     
  1061.92        2500.00                 NaN            NaN            NaN   10.1542                 NaN   18.7545                 NaN            NaN   12.5918        55.5568        2.94258     
  1060.41        2500.00                 NaN            NaN            NaN   10.1553                 NaN   18.7549                 NaN            NaN   12.5922        55.5555        2.94211     
  1058.90        2500.00                 NaN            NaN            NaN   10.1528                 NaN   18.7733                 NaN            NaN   12.5888        55.5441        2.94097     
  1057.39        2500.00                 NaN            NaN            NaN   10.1542                 NaN   18.7728                 NaN            NaN   12.5893        55.5432        2.94053     
  1055.88        2500.00                 NaN            NaN            NaN   10.2058                 NaN   18.6669                 NaN            NaN   12.6039        55.5913        2.93201     
  1054.37        2500.00                 NaN            NaN            NaN   10.2047                 NaN   18.6718                 NaN            NaN   12.6035        55.5880        2.93208     
  1052.86        2500.00                 NaN            NaN            NaN   10.2036                 NaN   18.6765                 NaN            NaN   12.6030        55.5848        2.93213     
  1051.35        2500.00                 NaN            NaN            NaN   10.1638                 NaN   18.7573                 NaN            NaN   12.5953        55.5462        2.93738     
  1049.84        2500.00                 NaN            NaN            NaN   10.1650                 NaN   18.7573                 NaN            NaN   12.5954        55.5452        2.93707     
  1048.33        2500.00                 NaN            NaN            NaN   10.1662                 NaN   18.7575                 NaN            NaN   12.5955        55.5441        2.93673     
  1046.82        2500.00                 NaN            NaN            NaN   10.1673                 NaN   18.7576                 NaN            NaN   12.5956        55.5431        2.93640     
  1045.31        2500.00                 NaN            NaN            NaN   10.1685                 NaN   18.7578                 NaN            NaN   12.5957        55.5420        2.93606     
  1043.80        2500.00                 NaN            NaN            NaN   10.1697                 NaN   18.7578                 NaN            NaN   12.5957        55.5410        2.93573     
  1042.28        2500.00                 NaN            NaN            NaN   10.1709                 NaN   18.7579                 NaN            NaN   12.5958        55.5401        2.93539     
  1040.77        2500.00                 NaN            NaN            NaN   10.1721                 NaN   18.7579                 NaN            NaN   12.5958        55.5391        2.93506     
  1039.26        2500.00                 NaN            NaN            NaN   10.1716                 NaN   18.7636                 NaN            NaN   12.5940        55.5356        2.93533     
  1037.75        2500.00                 NaN            NaN            NaN   10.1731                 NaN   18.7626                 NaN            NaN   12.5942        55.5351        2.93489     
  1036.24        2500.00                 NaN            NaN            NaN   10.1747                 NaN   18.7616                 NaN            NaN   12.5945        55.5347        2.93447     
  1034.73        2500.00                 NaN            NaN            NaN   10.1763                 NaN   18.7606                 NaN            NaN   12.5947        55.5344        2.93403     
  1033.22        2500.00                 NaN            NaN            NaN   10.1780                 NaN   18.7595                 NaN            NaN   12.5949        55.5341        2.93361     
  1031.71        2500.00                 NaN            NaN            NaN   10.1796                 NaN   18.7584                 NaN            NaN   12.5951        55.5338        2.93318     
  1030.20        2500.00                 NaN            NaN            NaN   10.1813                 NaN   18.7572                 NaN            NaN   12.5952        55.5336        2.93276     
  1028.69        2500.00                 NaN            NaN            NaN   10.2013                 NaN   18.7234                 NaN            NaN   12.6044        55.5440        2.92690     
  1027.18        2500.00                 NaN            NaN            NaN   10.2134                 NaN   18.6989                 NaN            NaN   12.6114        55.5530        2.92344     
  1025.67        2500.00                 NaN            NaN            NaN   10.1992                 NaN   18.7198                 NaN            NaN   12.6002        55.5497        2.93115     
  1024.16        2500.00                 NaN            NaN            NaN   10.2039                 NaN   18.7083                 NaN            NaN   12.6032        55.5544        2.93026     
  1022.65        2500.00                 NaN            NaN            NaN   10.2086                 NaN   18.6969                 NaN            NaN   12.6061        55.5590        2.92937     
  1021.14        2500.00                 NaN            NaN            NaN   10.2133                 NaN   18.6854                 NaN            NaN   12.6091        55.5638        2.92846     
  1019.63        2500.00                 NaN            NaN            NaN   10.2180                 NaN   18.6739                 NaN            NaN   12.6121        55.5685        2.92755     
  1018.12        2500.00                 NaN            NaN            NaN   10.2227                 NaN   18.6624                 NaN            NaN   12.6151        55.5732        2.92663     
  1016.61        2500.00                 NaN            NaN            NaN   10.2274                 NaN   18.6509                 NaN            NaN   12.6182        55.5778        2.92570     
  1015.10        2500.00                 NaN            NaN            NaN   10.2322                 NaN   18.6390                 NaN            NaN   12.6213        55.5827        2.92476     
  1013.59        2500.00                 NaN            NaN            NaN   10.2374                 NaN   18.6260                 NaN            NaN   12.6246        55.5882        2.92380     
  1012.08        2500.00                 NaN            NaN            NaN   10.2416                 NaN   18.6161                 NaN            NaN   12.6274        55.5920        2.92287     
  1010.57        2500.00                 NaN            NaN            NaN   10.2464                 NaN   18.6044                 NaN            NaN   12.6306        55.5968        2.92191     
  1009.06        2500.00                 NaN            NaN            NaN   10.2512                 NaN   18.5926                 NaN            NaN   12.6337        55.6016        2.92094     
  1007.55        2500.00                 NaN            NaN            NaN   10.1678                 NaN   6.56121        4.21031        7.52872        12.3293        56.1381        3.06460     
  1006.04        2500.00                 NaN            NaN            NaN   10.1705                 NaN   6.53200        4.21724        7.54651        12.3300        56.1394        3.06428     
  1004.53        2500.00                 NaN            NaN            NaN   10.1733                 NaN   6.50262        4.22420        7.56446        12.3308        56.1407        3.06394     
  1003.02        2500.00                 NaN            NaN            NaN   10.1760                 NaN   6.47310        4.23113        7.58260        12.3316        56.1420        3.06360     
  1001.51        2500.00                 NaN            NaN            NaN   10.1788                 NaN   6.44316        4.23847        7.60068        12.3324        56.1432        3.06326     
  1000.00        2500.00                 NaN            NaN            NaN   10.1816                 NaN   6.41300        4.24587        7.61891        12.3332        56.1445        3.06292     
