|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1279.38        2500.00                 NaN   45.1723                 NaN   3.23557                 NaN   8.64781                 NaN            NaN   6.93830        34.9809        1.02509     
  1277.87        2500.00        2.41217                 NaN            NaN   4.43509                 NaN   16.8019                 NaN            NaN   12.4165        63.6091       0.325258     
  1276.36        2500.00        1.72251                 NaN            NaN   5.15304                 NaN   16.1626                 NaN            NaN   12.4326        63.7352       0.794026     
  1274.85        2500.00        2.31877                 NaN            NaN   4.52782                 NaN   16.7373                 NaN            NaN   12.4314        63.5981       0.386624     
  1273.34        2500.00        2.25403                 NaN            NaN   4.59482                 NaN   16.6931                 NaN            NaN   12.4420        63.5893       0.426666     
  1271.83        2500.00        2.94050                 NaN            NaN   4.12011       0.140145E-001   7.17924        1.69966        7.70134        12.2761        64.0691                 NaN
  1270.32        2500.00        2.14869                 NaN            NaN   4.69549                 NaN   16.6154                 NaN            NaN   12.4680        63.5772       0.495263     
  1268.81        2500.00        2.09916                 NaN            NaN   4.74854                 NaN   16.5908                 NaN            NaN   12.4715        63.5649       0.525037     
  1267.30        2500.00        2.04542                 NaN            NaN   4.80504                 NaN   16.5489                 NaN            NaN   12.4807        63.5610       0.558941     
  1265.79        2500.00        1.98571                 NaN            NaN   4.86378                 NaN   16.5023                 NaN            NaN   12.4967        63.5558       0.595729     
  1264.28        2500.00        1.93867                 NaN            NaN   4.91211                 NaN   16.4774                 NaN            NaN   12.5016        63.5441       0.626158     
  1262.77        2500.00        2.93888                 NaN            NaN   4.12893       0.140135E-001   7.16520        1.64150        7.75521        12.2814        64.0748                 NaN
  1261.26        2500.00        1.83536                 NaN            NaN   5.01766                 NaN   16.4049                 NaN            NaN   12.5267        63.5246       0.690768     
  1259.75        2500.00        1.59503                 NaN            NaN   5.32180                 NaN   16.1133                 NaN            NaN   12.5349        63.5973       0.837654     
  1258.24        2500.00        1.54537                 NaN            NaN   5.37210                 NaN   16.0811                 NaN            NaN   12.5451        63.5879       0.868395     
  1256.73        2500.00        1.38883                 NaN            NaN   5.65287                 NaN   15.5681                 NaN            NaN   12.5378        63.8591       0.993211     
  1255.22        2500.00        1.55941                 NaN            NaN   5.29957                 NaN   16.2230                 NaN            NaN   12.5671        63.4896       0.861286     
  1253.71        2500.00        1.36103                 NaN            NaN   5.53997                 NaN   16.0153                 NaN            NaN   12.5715        63.5294       0.982844     
  1252.20        2500.00        1.31528                 NaN            NaN   5.58677                 NaN   15.9822                 NaN            NaN   12.5809        63.5231        1.01172     
  1250.69        2500.00        1.42830                 NaN            NaN   5.42510                 NaN   16.1493                 NaN            NaN   12.5983        63.4555       0.943460     
  1249.18        2500.00        1.38438                 NaN            NaN   5.46719                 NaN   16.1251                 NaN            NaN   12.6088        63.4437       0.970794     
  1247.67        2500.00        1.18112                 NaN            NaN   5.72262                 NaN   15.8892                 NaN            NaN   12.6091        63.5018        1.09614     
  1246.16        2500.00        1.09138                 NaN            NaN   5.78138                 NaN   15.9278                 NaN            NaN   12.6370        63.4167        1.14562     
  1244.65        2500.00        1.10422                 NaN            NaN   5.79318                 NaN   15.8474                 NaN            NaN   12.6342        63.4764        1.14469     
  1243.14        2500.00        1.05489                 NaN            NaN   5.84207                 NaN   15.8186                 NaN            NaN   12.6442        63.4652        1.17510     
  1241.63        2500.00        1.09248                 NaN            NaN   5.79038                 NaN   15.8279                 NaN            NaN   12.6697        63.4608        1.15872     
  1240.12        2500.00        1.05352                 NaN            NaN   5.82965                 NaN   15.8032                 NaN            NaN   12.6786        63.4524        1.18268     
  1238.61        2500.00                 NaN            NaN            NaN   5.70471                 NaN   14.2953        3.70221       0.716159E-005   12.9254        61.5577        1.81463     
  1237.10        2500.00       0.979799                 NaN            NaN   5.90351                 NaN   15.7574                 NaN            NaN   12.6962        63.4351        1.22795     
  1235.59        2500.00       0.944831                 NaN            NaN   5.93834                 NaN   15.7363                 NaN            NaN   12.7048        63.4264        1.24939     
  1234.08        2500.00       0.910988                 NaN            NaN   5.97192                 NaN   15.7162                 NaN            NaN   12.7133        63.4175        1.27013     
  1232.57        2500.00       0.878052                 NaN            NaN   6.00443                 NaN   15.6971                 NaN            NaN   12.7217        63.4085        1.29029     
  1231.06        2500.00       0.790931                 NaN            NaN   6.08385                 NaN   15.6751                 NaN            NaN   12.7366        63.3702        1.34323     
  1229.55        2500.00       0.888089                 NaN            NaN   6.06665                 NaN   15.5356                 NaN            NaN   12.6513        63.5572        1.30116     
  1228.04        2500.00       0.721124                 NaN            NaN   6.15243                 NaN   15.6382                 NaN            NaN   12.7530        63.3494        1.38592     
  1226.53        2500.00       0.555094                 NaN            NaN   6.32231                 NaN   15.5711                 NaN            NaN   12.7562        63.3151        1.48019     
  1225.02        2500.00       0.514970                 NaN            NaN   6.35885                 NaN   15.5565                 NaN            NaN   12.7671        63.2982        1.50435     
  1223.51        2500.00       0.474532                 NaN            NaN   6.39564                 NaN   15.5428                 NaN            NaN   12.7775        63.2808        1.52862     
  1222.00        2500.00       0.434821                 NaN            NaN   6.43180                 NaN   15.5287                 NaN            NaN   12.7884        63.2637        1.55252     
  1220.49        2500.00       0.394899                 NaN            NaN   6.46795                 NaN   15.5154                 NaN            NaN   12.7993        63.2460        1.57648     
  1218.98        2500.00       0.354988                 NaN            NaN   6.50397                 NaN   15.5028                 NaN            NaN   12.8101        63.2278        1.60036     
  1217.47        2500.00       0.316118                 NaN            NaN   6.53898                 NaN   15.4907                 NaN            NaN   12.8207        63.2099        1.62358     
  1215.96        2500.00       0.276729                 NaN            NaN   6.57445                 NaN   15.4784                 NaN            NaN   12.8312        63.1920        1.64711     
  1214.44        2500.00       0.237458                 NaN            NaN   6.60969                 NaN   15.4673                 NaN            NaN   12.8425        63.1727        1.67042     
  1212.93        2500.00       0.199304                 NaN            NaN   6.64386                 NaN   15.4563                 NaN            NaN   12.8533        63.1541        1.69308     
  1211.42        2500.00       0.160684                 NaN            NaN   6.67834                 NaN   15.4455                 NaN            NaN   12.8644        63.1350        1.71601     
  1209.91        2500.00       0.876076E-001            NaN            NaN   6.71769                 NaN   15.4971                 NaN            NaN   12.8973        63.0447        1.75563     
  1208.40        2500.00       0.823322E-001            NaN            NaN   6.74670                 NaN   15.4288                 NaN            NaN   12.8876        63.0924        1.76214     
  1206.89        2500.00       0.407115E-001            NaN            NaN   6.78118                 NaN   15.4254                 NaN            NaN   12.9008        63.0656        1.78631     
  1205.38        2500.00                 NaN            NaN            NaN   6.81504                 NaN   15.4214                 NaN            NaN   12.9139        63.0397        1.81000     
  1203.87        2500.00                 NaN            NaN            NaN   6.77110                 NaN   15.5336                 NaN            NaN   12.9368        62.9524        1.80601     
  1202.36        2500.00                 NaN            NaN            NaN   6.75878                 NaN   15.5623                 NaN            NaN   12.9446        62.9287        1.80561     
  1200.85        2500.00                 NaN            NaN            NaN   6.74699                 NaN   15.5896                 NaN            NaN   12.9520        62.9061        1.80523     
  1199.34        2500.00                 NaN            NaN            NaN   6.74000                 NaN   15.6071                 NaN            NaN   12.9578        62.8903        1.80477     
  1197.83        2500.00                 NaN            NaN            NaN   6.74038                 NaN   15.6172                 NaN            NaN   12.9578        62.8803        1.80434     
  1196.32        2500.00                 NaN            NaN            NaN   6.74190                 NaN   15.6223                 NaN            NaN   12.9582        62.8736        1.80396     
  1194.81        2500.00                 NaN            NaN            NaN   6.75313                 NaN   15.5799                 NaN            NaN   12.9630        62.8995        1.80449     
  1193.30        2500.00                 NaN            NaN            NaN   6.75826                 NaN   15.5689                 NaN            NaN   12.9645        62.9039        1.80447     
  1191.79        2500.00                 NaN            NaN            NaN   6.75407                 NaN   15.6045                 NaN            NaN   12.9605        62.8770        1.80393     
  1190.28        2500.00                 NaN            NaN            NaN   6.76106                 NaN   15.5861                 NaN            NaN   12.9622        62.8865        1.80417     
  1188.77        2500.00                 NaN            NaN            NaN   6.76992                 NaN   15.5535                 NaN            NaN   12.9669        62.9053        1.80448     
  1187.26        2500.00                 NaN            NaN            NaN   6.77490                 NaN   15.5450                 NaN            NaN   12.9674        62.9082        1.80459     
  1185.75        2500.00                 NaN            NaN            NaN   6.78017                 NaN   15.5351                 NaN            NaN   12.9680        62.9120        1.80472     
  1184.24        2500.00                 NaN            NaN            NaN   6.78658                 NaN   15.5223                 NaN            NaN   12.9681        62.9181        1.80496     
  1182.73        2500.00                 NaN            NaN            NaN   6.79302                 NaN   15.5080                 NaN            NaN   12.9687        62.9251        1.80519     
  1181.22        2500.00                 NaN            NaN            NaN   6.79920                 NaN   15.4957                 NaN            NaN   12.9689        62.9308        1.80542     
  1179.71        2500.00                 NaN            NaN            NaN   6.80156                 NaN   15.4886                 NaN            NaN   12.9723        62.9323        1.80530     
  1178.20        2500.00                 NaN            NaN            NaN   6.80356                 NaN   15.4826                 NaN            NaN   12.9756        62.9331        1.80515     
  1176.69        2500.00                 NaN            NaN            NaN   6.80623                 NaN   15.4750                 NaN            NaN   12.9787        62.9350        1.80505     
  1175.18        2500.00                 NaN            NaN            NaN   6.80836                 NaN   15.4690                 NaN            NaN   12.9819        62.9358        1.80491     
  1173.67        2500.00                 NaN            NaN            NaN   6.81073                 NaN   15.4629                 NaN            NaN   12.9847        62.9368        1.80479     
  1172.16        2500.00                 NaN            NaN            NaN   6.81340                 NaN   15.4555                 NaN            NaN   12.9877        62.9388        1.80468     
  1170.65        2500.00                 NaN            NaN            NaN   6.81561                 NaN   15.4501                 NaN            NaN   12.9904        62.9394        1.80454     
  1169.14        2500.00                 NaN            NaN            NaN   6.81783                 NaN   15.4446                 NaN            NaN   12.9931        62.9401        1.80440     
  1167.63        2500.00                 NaN            NaN            NaN   6.82016                 NaN   15.4391                 NaN            NaN   12.9957        62.9409        1.80426     
  1166.12        2500.00                 NaN            NaN            NaN   6.82232                 NaN   15.4339                 NaN            NaN   12.9983        62.9414        1.80410     
  1164.61        2500.00                 NaN            NaN            NaN   6.82462                 NaN   15.4283                 NaN            NaN   13.0009        62.9423        1.80396     
  1163.10        2500.00                 NaN            NaN            NaN   6.82684                 NaN   15.4230                 NaN            NaN   13.0034        62.9430        1.80381     
  1161.59        2500.00                 NaN            NaN            NaN   6.82887                 NaN   15.4185                 NaN            NaN   13.0058        62.9431        1.80366     
  1160.08        2500.00                 NaN            NaN            NaN   6.83055                 NaN   15.4155                 NaN            NaN   13.0081        62.9424        1.80351     
  1158.57        2500.00                 NaN            NaN            NaN   6.83219                 NaN   15.4124                 NaN            NaN   13.0104        62.9416        1.80336     
  1157.06        2500.00                 NaN            NaN            NaN   6.83397                 NaN   15.4091                 NaN            NaN   13.0126        62.9411        1.80321     
  1155.55        2500.00                 NaN            NaN            NaN   6.83574                 NaN   15.4059                 NaN            NaN   13.0147        62.9406        1.80306     
  1154.04        2500.00                 NaN            NaN            NaN   6.83746                 NaN   15.4027                 NaN            NaN   13.0169        62.9401        1.80291     
  1152.53        2500.00                 NaN            NaN            NaN   6.83918                 NaN   15.3996                 NaN            NaN   13.0189        62.9396        1.80276     
  1151.02        2500.00                 NaN            NaN            NaN   6.84095                 NaN   15.3963                 NaN            NaN   13.0210        62.9392        1.80261     
  1149.51        2500.00                 NaN            NaN            NaN   6.84269                 NaN   15.3931                 NaN            NaN   13.0230        62.9388        1.80245     
  1148.00        2500.00                 NaN            NaN            NaN   6.84442                 NaN   15.3899                 NaN            NaN   13.0249        62.9384        1.80230     
  1146.49        2500.00                 NaN            NaN            NaN   6.84625                 NaN   15.3863                 NaN            NaN   13.0268        62.9384        1.80215     
  1144.98        2500.00                 NaN            NaN            NaN   6.84806                 NaN   15.3830                 NaN            NaN   13.0287        62.9383        1.80200     
  1143.47        2500.00                 NaN            NaN            NaN   6.75432                 NaN   15.6261                 NaN            NaN   13.0515        62.7673        1.80074     
  1141.96        2500.00                 NaN            NaN            NaN   6.75519                 NaN   15.6255                 NaN            NaN   13.0536        62.7652        1.80051     
  1140.45        2500.00                 NaN            NaN            NaN   6.75606                 NaN   15.6250                 NaN            NaN   13.0556        62.7630        1.80029     
  1138.94        2500.00                 NaN            NaN            NaN   6.75692                 NaN   15.6246                 NaN            NaN   13.0576        62.7608        1.80006     
  1137.43        2500.00                 NaN            NaN            NaN   6.75779                 NaN   15.6241                 NaN            NaN   13.0596        62.7587        1.79982     
  1135.92        2500.00                 NaN            NaN            NaN   6.75863                 NaN   15.6237                 NaN            NaN   13.0615        62.7566        1.79959     
  1134.41        2500.00                 NaN            NaN            NaN   6.75948                 NaN   15.6233                 NaN            NaN   13.0634        62.7545        1.79936     
  1132.90        2500.00                 NaN            NaN            NaN   6.76031                 NaN   15.6229                 NaN            NaN   13.0653        62.7524        1.79912     
  1131.39        2500.00                 NaN            NaN            NaN   6.76114                 NaN   15.6226                 NaN            NaN   13.0671        62.7503        1.79888     
  1129.88        2500.00                 NaN            NaN            NaN   6.76197                 NaN   15.6223                 NaN            NaN   13.0689        62.7482        1.79864     
  1128.36        2500.00                 NaN            NaN            NaN   6.76279                 NaN   15.6219                 NaN            NaN   13.0707        62.7461        1.79840     
  1126.85        2500.00                 NaN            NaN            NaN   6.76361                 NaN   15.6217                 NaN            NaN   13.0725        62.7441        1.79816     
  1125.34        2500.00                 NaN            NaN            NaN   6.76443                 NaN   15.6214                 NaN            NaN   13.0742        62.7421        1.79791     
  1123.83        2500.00                 NaN            NaN            NaN   6.76523                 NaN   15.6212                 NaN            NaN   13.0759        62.7400        1.79766     
  1122.32        2500.00                 NaN            NaN            NaN   6.76605                 NaN   15.6209                 NaN            NaN   13.0776        62.7380        1.79741     
  1120.81        2500.00                 NaN            NaN            NaN   6.76685                 NaN   15.6207                 NaN            NaN   13.0792        62.7361        1.79717     
  1119.30        2500.00                 NaN            NaN            NaN   6.76765                 NaN   15.6205                 NaN            NaN   13.0808        62.7341        1.79691     
  1117.79        2500.00                 NaN            NaN            NaN   6.76845                 NaN   15.6203                 NaN            NaN   13.0824        62.7321        1.79666     
  1116.28        2500.00                 NaN            NaN            NaN   6.76925                 NaN   15.6202                 NaN            NaN   13.0840        62.7302        1.79641     
  1114.77        2500.00                 NaN            NaN            NaN   6.77005                 NaN   15.6199                 NaN            NaN   13.0855        62.7283        1.79615     
  1113.26        2500.00                 NaN            NaN            NaN   6.77083                 NaN   15.6198                 NaN            NaN   13.0871        62.7264        1.79590     
  1111.75        2500.00                 NaN            NaN            NaN   6.77163                 NaN   15.6197                 NaN            NaN   13.0885        62.7245        1.79564     
  1110.24        2500.00                 NaN            NaN            NaN   6.77243                 NaN   15.6195                 NaN            NaN   13.0900        62.7227        1.79538     
  1108.73        2500.00                 NaN            NaN            NaN   6.77320                 NaN   15.6195                 NaN            NaN   13.0914        62.7208        1.79512     
  1107.22        2500.00                 NaN            NaN            NaN   6.77399                 NaN   15.6194                 NaN            NaN   13.0928        62.7189        1.79485     
  1105.71        2500.00                 NaN            NaN            NaN   6.77477                 NaN   15.6193                 NaN            NaN   13.0942        62.7171        1.79459     
  1104.20        2500.00                 NaN            NaN            NaN   6.77555                 NaN   15.6193                 NaN            NaN   13.0956        62.7153        1.79433     
  1102.69        2500.00                 NaN            NaN            NaN   6.77633                 NaN   15.6192                 NaN            NaN   13.0969        62.7135        1.79406     
  1101.18        2500.00                 NaN            NaN            NaN   6.77712                 NaN   15.6192                 NaN            NaN   13.0982        62.7117        1.79379     
  1099.67        2500.00                 NaN            NaN            NaN   6.77790                 NaN   15.6192                 NaN            NaN   13.0995        62.7099        1.79352     
  1098.16        2500.00                 NaN            NaN            NaN   6.77869                 NaN   15.6191                 NaN            NaN   13.1008        62.7082        1.79325     
  1096.65        2500.00                 NaN            NaN            NaN   6.77947                 NaN   15.6191                 NaN            NaN   13.1020        62.7065        1.79298     
  1095.14        2500.00                 NaN            NaN            NaN   6.78026                 NaN   15.6191                 NaN            NaN   13.1032        62.7048        1.79271     
  1093.63        2500.00                 NaN            NaN            NaN   6.78104                 NaN   15.6190                 NaN            NaN   13.1044        62.7031        1.79243     
  1092.12        2500.00                 NaN            NaN            NaN   6.78183                 NaN   15.6191                 NaN            NaN   13.1056        62.7014        1.79216     
  1090.61        2500.00                 NaN            NaN            NaN   6.79133                 NaN   15.5856                 NaN            NaN   13.1132        62.7176        1.79224     
  1089.10        2500.00                 NaN            NaN            NaN   6.79191                 NaN   15.5864                 NaN            NaN   13.1141        62.7156        1.79196     
  1087.59        2500.00                 NaN            NaN            NaN   6.79249                 NaN   15.5871                 NaN            NaN   13.1150        62.7137        1.79168     
  1086.08        2500.00                 NaN            NaN            NaN   6.79309                 NaN   15.5879                 NaN            NaN   13.1159        62.7117        1.79140     
  1084.57        2500.00                 NaN            NaN            NaN   6.79368                 NaN   15.5887                 NaN            NaN   13.1168        62.7098        1.79111     
  1083.06        2500.00                 NaN            NaN            NaN   6.79428                 NaN   15.5894                 NaN            NaN   13.1176        62.7079        1.79082     
  1081.55        2500.00                 NaN            NaN            NaN   6.79488                 NaN   15.5902                 NaN            NaN   13.1184        62.7059        1.79054     
  1080.04        2500.00                 NaN            NaN            NaN   6.79548                 NaN   15.5910                 NaN            NaN   13.1192        62.7040        1.79025     
  1078.53        2500.00                 NaN            NaN            NaN   6.79609                 NaN   15.5918                 NaN            NaN   13.1200        62.7022        1.78996     
  1077.02        2500.00                 NaN            NaN            NaN   6.79670                 NaN   15.5925                 NaN            NaN   13.1207        62.7003        1.78967     
  1075.51        2500.00                 NaN            NaN            NaN   6.79732                 NaN   15.5933                 NaN            NaN   13.1215        62.6985        1.78938     
  1074.00        2500.00                 NaN            NaN            NaN   6.79794                 NaN   15.5941                 NaN            NaN   13.1222        62.6967        1.78909     
  1072.49        2500.00                 NaN            NaN            NaN   6.79856                 NaN   15.5949                 NaN            NaN   13.1229        62.6949        1.78880     
  1070.98        2500.00                 NaN            NaN            NaN   6.79920                 NaN   15.5956                 NaN            NaN   13.1236        62.6931        1.78850     
  1069.47        2500.00                 NaN            NaN            NaN   6.79984                 NaN   15.5964                 NaN            NaN   13.1242        62.6914        1.78821     
  1067.96        2500.00                 NaN            NaN            NaN   6.80048                 NaN   15.5971                 NaN            NaN   13.1248        62.6896        1.78792     
  1066.45        2500.00                 NaN            NaN            NaN   6.80113                 NaN   15.5979                 NaN            NaN   13.1254        62.6879        1.78762     
  1064.94        2500.00                 NaN            NaN            NaN   6.80179                 NaN   15.5986                 NaN            NaN   13.1260        62.6862        1.78733     
  1063.43        2500.00                 NaN            NaN            NaN   6.80244                 NaN   15.5994                 NaN            NaN   13.1266        62.6845        1.78703     
  1061.92        2500.00                 NaN            NaN            NaN   6.80312                 NaN   15.6001                 NaN            NaN   13.1272        62.6829        1.78674     
  1060.41        2500.00                 NaN            NaN            NaN   6.80379                 NaN   15.6008                 NaN            NaN   13.1277        62.6813        1.78644     
  1058.90        2500.00                 NaN            NaN            NaN   6.80108                 NaN   15.6176                 NaN            NaN   13.1248        62.6708        1.78580     
  1057.39        2500.00                 NaN            NaN            NaN   6.80194                 NaN   15.6175                 NaN            NaN   13.1255        62.6696        1.78552     
  1055.88        2500.00                 NaN            NaN            NaN   6.83506                 NaN   15.5353                 NaN            NaN   13.1385        62.7112        1.78001     
  1054.37        2500.00                 NaN            NaN            NaN   6.83426                 NaN   15.5395                 NaN            NaN   13.1382        62.7080        1.78005     
  1052.86        2500.00                 NaN            NaN            NaN   6.83351                 NaN   15.5436                 NaN            NaN   13.1380        62.7048        1.78009     
  1051.35        2500.00                 NaN            NaN            NaN   6.80923                 NaN   15.6057                 NaN            NaN   13.1318        62.6697        1.78349     
  1049.84        2500.00                 NaN            NaN            NaN   6.80992                 NaN   15.6060                 NaN            NaN   13.1321        62.6687        1.78328     
  1048.33        2500.00                 NaN            NaN            NaN   6.81058                 NaN   15.6066                 NaN            NaN   13.1324        62.6674        1.78307     
  1046.82        2500.00                 NaN            NaN            NaN   6.81125                 NaN   15.6071                 NaN            NaN   13.1326        62.6661        1.78286     
  1045.31        2500.00                 NaN            NaN            NaN   6.81194                 NaN   15.6076                 NaN            NaN   13.1329        62.6649        1.78264     
  1043.80        2500.00                 NaN            NaN            NaN   6.81264                 NaN   15.6081                 NaN            NaN   13.1331        62.6638        1.78243     
  1042.28        2500.00                 NaN            NaN            NaN   6.81335                 NaN   15.6085                 NaN            NaN   13.1333        62.6626        1.78221     
  1040.77        2500.00                 NaN            NaN            NaN   6.81407                 NaN   15.6089                 NaN            NaN   13.1335        62.6615        1.78200     
  1039.26        2500.00                 NaN            NaN            NaN   6.81318                 NaN   15.6142                 NaN            NaN   13.1320        62.6585        1.78218     
  1037.75        2500.00                 NaN            NaN            NaN   6.81419                 NaN   15.6138                 NaN            NaN   13.1324        62.6578        1.78190     
  1036.24        2500.00                 NaN            NaN            NaN   6.81521                 NaN   15.6133                 NaN            NaN   13.1327        62.6571        1.78162     
  1034.73        2500.00                 NaN            NaN            NaN   6.81626                 NaN   15.6128                 NaN            NaN   13.1331        62.6565        1.78135     
  1033.22        2500.00                 NaN            NaN            NaN   6.81731                 NaN   15.6123                 NaN            NaN   13.1334        62.6559        1.78107     
  1031.71        2500.00                 NaN            NaN            NaN   6.81838                 NaN   15.6117                 NaN            NaN   13.1338        62.6553        1.78079     
  1030.20        2500.00                 NaN            NaN            NaN   6.81947                 NaN   15.6111                 NaN            NaN   13.1341        62.6548        1.78052     
  1028.69        2500.00                 NaN            NaN            NaN   6.83107                 NaN   15.5875                 NaN            NaN   13.1429        62.6617        1.77683     
  1027.18        2500.00                 NaN            NaN            NaN   6.83866                 NaN   15.5693                 NaN            NaN   13.1496        62.6679        1.77462     
  1025.67        2500.00                 NaN            NaN            NaN   6.82949                 NaN   15.5839                 NaN            NaN   13.1389        62.6684        1.77939     
  1024.16        2500.00                 NaN            NaN            NaN   6.83238                 NaN   15.5753                 NaN            NaN   13.1418        62.6718        1.77880     
  1022.65        2500.00                 NaN            NaN            NaN   6.83525                 NaN   15.5668                 NaN            NaN   13.1447        62.6751        1.77819     
  1021.14        2500.00                 NaN            NaN            NaN   6.83815                 NaN   15.5581                 NaN            NaN   13.1476        62.6785        1.77758     
  1019.63        2500.00                 NaN            NaN            NaN   6.84103                 NaN   15.5496                 NaN            NaN   13.1505        62.6819        1.77697     
  1018.12        2500.00                 NaN            NaN            NaN   6.84393                 NaN   15.5409                 NaN            NaN   13.1535        62.6853        1.77635     
  1016.61        2500.00                 NaN            NaN            NaN   6.84680                 NaN   15.5324                 NaN            NaN   13.1565        62.6886        1.77573     
  1015.10        2500.00                 NaN            NaN            NaN   6.84975                 NaN   15.5235                 NaN            NaN   13.1595        62.6921        1.77510     
  1013.59        2500.00                 NaN            NaN            NaN   6.85294                 NaN   15.5138                 NaN            NaN   13.1627        62.6961        1.77445     
  1012.08        2500.00                 NaN            NaN            NaN   6.85550                 NaN   15.5065                 NaN            NaN   13.1655        62.6987        1.77383     
  1010.57        2500.00                 NaN            NaN            NaN   6.85841                 NaN   15.4977                 NaN            NaN   13.1686        62.7021        1.77319     
  1009.06        2500.00                 NaN            NaN            NaN   6.86134                 NaN   15.4890                 NaN            NaN   13.1717        62.7055        1.77254     
  1007.55        2500.00                 NaN            NaN            NaN   6.80417                 NaN   5.49773        3.53313        6.15049        12.8521        63.3030        1.85936     
  1006.04        2500.00                 NaN            NaN            NaN   6.80590                 NaN   5.47318        3.53890        6.16572        12.8530        63.3042        1.85915     
  1004.53        2500.00                 NaN            NaN            NaN   6.80763                 NaN   5.44848        3.54468        6.18108        12.8539        63.3053        1.85893     
  1003.02        2500.00                 NaN            NaN            NaN   6.80937                 NaN   5.42368        3.55044        6.19660        12.8548        63.3064        1.85870     
  1001.51        2500.00                 NaN            NaN            NaN   6.81112                 NaN   5.39851        3.55655        6.21208        12.8557        63.3076        1.85847     
  1000.00        2500.00                 NaN            NaN            NaN   6.81287                 NaN   5.37317        3.56270        6.22768        12.8567        63.3087        1.85824     
