|6.6.6
Archiving\03_Data\frac/QFM_m2.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1481.20        2500.00        98.1974                 NaN  0.328375E-002  0.209237                 NaN            NaN   1.59011                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2125                 NaN  0.312857E-002  0.198367                 NaN            NaN   1.58605                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2386                 NaN  0.288243E-002  0.194988                 NaN            NaN   1.56349                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2661                 NaN  0.258580E-002  0.196787                 NaN            NaN   1.53451                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2870                 NaN  0.235101E-002  0.194924                 NaN            NaN   1.51573                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3090                 NaN  0.212132E-002  0.193058                 NaN            NaN   1.49581                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3303                 NaN  0.191601E-002  0.191209                 NaN            NaN   1.47662                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3507                 NaN  0.171919E-002  0.183995                 NaN            NaN   1.46356                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3546                 NaN  0.167590E-002  0.164072                 NaN            NaN   1.47962                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3972                 NaN  0.128200E-002  0.184137                 NaN            NaN   1.41739                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4043                 NaN  0.115011E-002  0.176385                 NaN            NaN   1.41812                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4218                 NaN  0.952088E-003  0.173833                 NaN            NaN   1.40346                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4344                 NaN  0.832320E-003  0.164598                 NaN            NaN   1.40015                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4481                 NaN  0.686771E-003  0.158546                 NaN            NaN   1.39271                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4636                 NaN  0.513071E-003  0.157119                 NaN            NaN   1.37877                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4728                 NaN  0.417148E-003  0.144193                 NaN            NaN   1.35444       0.281702E-001            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4743                 NaN  0.428066E-003  0.116449                 NaN            NaN  0.117958        1.29087                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4871                 NaN  0.281007E-003  0.113091                 NaN            NaN   1.27418       0.125347                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4988                 NaN  0.131970E-003  0.109621                 NaN            NaN   1.26018       0.131308                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5092                 NaN  0.826261E-004  0.106199                 NaN            NaN   1.24717       0.137334                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5211                 NaN  0.324693E-003  0.104937                 NaN            NaN  0.134755        1.23891                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5333                 NaN            NaN  0.104627                 NaN            NaN  0.128087        1.23402                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5370                 NaN  0.375867E-003  0.901957E-001            NaN            NaN  0.174482        1.19798                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5593                 NaN  0.358381E-004  0.118761                 NaN            NaN  0.536493E-001   1.26822                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5419                 NaN            NaN  0.623089E-001            NaN            NaN  0.254071        1.14171                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5609                 NaN            NaN  0.848926E-001            NaN            NaN  0.171763        1.18245                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5671                 NaN            NaN  0.820693E-001            NaN            NaN   1.17965       0.171207                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.2731                 NaN            NaN  0.480688                 NaN            NaN  0.171342        1.42147       0.653386                 NaN            NaN            NaN
  1411.03        2500.00        96.4701                 NaN            NaN  0.750539                 NaN            NaN   1.59102       0.116770        1.07160                 NaN            NaN            NaN
  1408.52        2500.00        96.5442                 NaN            NaN  0.751886                 NaN            NaN   1.59093       0.641040E-001   1.04885                 NaN            NaN            NaN
  1406.02        2500.00        96.6177                 NaN            NaN  0.751016                 NaN            NaN   1.59697       0.889031E-002   1.02543                 NaN            NaN            NaN
  1403.51        2500.00        96.6753                 NaN            NaN  0.740122                 NaN            NaN   1.57924                 NaN   1.00536                 NaN            NaN            NaN
  1401.00        2500.00        96.7467                 NaN            NaN  0.728407                 NaN            NaN   1.54316                 NaN  0.981737                 NaN            NaN            NaN
  1398.50        2500.00        96.7999                 NaN            NaN  0.698534                 NaN            NaN  0.378592E-001   1.50248       0.961270                 NaN            NaN            NaN
  1395.99        2500.00        96.8722                 NaN            NaN  0.713056                 NaN            NaN   1.47511                 NaN  0.939614                 NaN            NaN            NaN
  1393.48        2500.00        96.9266                 NaN            NaN  0.708871                 NaN            NaN   1.44235                 NaN  0.922205                 NaN            NaN            NaN
  1390.98        2500.00        96.9776                 NaN            NaN  0.689368                 NaN            NaN   1.43029                 NaN  0.902715                 NaN            NaN            NaN
  1388.47        2500.00        97.0339                 NaN            NaN  0.686654                 NaN            NaN   1.39511                 NaN  0.884357                 NaN            NaN            NaN
  1385.96        2500.00        97.0853                 NaN            NaN  0.674375                 NaN            NaN   1.37403                 NaN  0.866329                 NaN            NaN            NaN
  1383.46        2500.00        97.1385                 NaN            NaN  0.664882                 NaN            NaN   1.34778                 NaN  0.848866                 NaN            NaN            NaN
  1380.95        2500.00        97.1828                 NaN            NaN  0.665581                 NaN            NaN   1.31746                 NaN  0.834193                 NaN            NaN            NaN
  1378.45        2500.00        97.2366                 NaN            NaN  0.657144                 NaN            NaN   1.29166                 NaN  0.814582                 NaN            NaN            NaN
  1375.94        2500.00        97.2740                 NaN            NaN  0.659461                 NaN            NaN   1.26363                 NaN  0.802884                 NaN            NaN            NaN
  1373.43        2500.00        97.3253                 NaN            NaN  0.638352                 NaN            NaN   1.25305                 NaN  0.783326                 NaN            NaN            NaN
  1370.93        2500.00        97.3647                 NaN            NaN  0.632124                 NaN            NaN   1.23365                 NaN  0.769532                 NaN            NaN            NaN
  1368.42        2500.00        97.3964                 NaN            NaN  0.625592                 NaN            NaN   1.21855                 NaN  0.759478                 NaN            NaN            NaN
  1365.91        2500.00        97.4567                 NaN            NaN  0.610085                 NaN            NaN   1.19686                 NaN  0.736314                 NaN            NaN            NaN
  1363.41        2500.00        97.4815                 NaN            NaN  0.601979                 NaN            NaN   1.18978                 NaN  0.726743                 NaN            NaN            NaN
  1360.90        2500.00        97.5240                 NaN            NaN  0.592926                 NaN            NaN   1.17092                 NaN  0.712131                 NaN            NaN            NaN
  1358.40        2500.00        97.5488                 NaN            NaN  0.595865                 NaN            NaN   1.15135                 NaN  0.703981                 NaN            NaN            NaN
  1355.89        2500.00        97.6035                 NaN            NaN  0.573542                 NaN            NaN   1.13968                 NaN  0.683278                 NaN            NaN            NaN
  1353.38        2500.00        97.6244                 NaN            NaN  0.566116                 NaN            NaN   1.13445                 NaN  0.674989                 NaN            NaN            NaN
  1350.88        2500.00        97.6575                 NaN            NaN  0.555369                 NaN            NaN   1.12445                 NaN  0.662707                 NaN            NaN            NaN
  1348.37        2500.00        97.6913                 NaN            NaN  0.546624                 NaN            NaN   1.11130                 NaN  0.650757                 NaN            NaN            NaN
  1345.86        2500.00        97.7211                 NaN            NaN  0.535650                 NaN            NaN   1.10377                 NaN  0.639475                 NaN            NaN            NaN
  1343.36        2500.00        97.7571                 NaN            NaN  0.518906                 NaN            NaN   1.09617                 NaN  0.627778                 NaN            NaN            NaN
  1340.85        2500.00        97.7836                 NaN            NaN  0.510996                 NaN            NaN   1.08965                 NaN  0.615744                 NaN            NaN            NaN
  1338.35        2500.00        97.8090                 NaN            NaN  0.503140                 NaN            NaN   1.08101                 NaN  0.606877                 NaN            NaN            NaN
  1335.84        2500.00        97.6529                 NaN            NaN  0.484112                 NaN            NaN   1.15004                 NaN  0.634497       0.784791E-001            NaN            NaN
  1333.33        2500.00        97.5627                 NaN            NaN  0.473694                 NaN            NaN   1.17905                 NaN  0.649847       0.134757                 NaN            NaN
  1330.83        2500.00        97.6095                 NaN            NaN  0.465607                 NaN            NaN   1.15799                 NaN  0.636487       0.130468                 NaN            NaN
  1328.32        2500.00        97.6590                 NaN            NaN  0.454781                 NaN            NaN   1.13781                 NaN  0.622310       0.126086                 NaN            NaN
  1325.81        2500.00        97.7041                 NaN            NaN  0.446416                 NaN            NaN   1.11793                 NaN  0.609530       0.122060                 NaN            NaN
  1323.31        2500.00        97.7505                 NaN            NaN  0.437128                 NaN            NaN   1.09783                 NaN  0.596521       0.117986                 NaN            NaN
  1320.80        2500.00        97.7953                 NaN            NaN  0.429614                 NaN            NaN   1.07687                 NaN  0.584032       0.114199                 NaN            NaN
  1318.30        2500.00        97.8362                 NaN            NaN  0.415178                 NaN            NaN   1.06684                 NaN  0.571612       0.110130                 NaN            NaN
  1315.79        2500.00        97.8817                 NaN            NaN  0.404483                 NaN            NaN   1.04849                 NaN  0.558990       0.106346                 NaN            NaN
  1313.28        2500.00        97.9251                 NaN            NaN  0.393895                 NaN            NaN   1.03146                 NaN  0.546935       0.102658                 NaN            NaN
  1310.78        2500.00        97.9662                 NaN            NaN  0.393813                 NaN            NaN   1.00251                 NaN  0.537468       0.100009                 NaN            NaN
  1308.27        2500.00        98.0133                 NaN            NaN  0.365835                 NaN            NaN   1.00511                 NaN  0.520812       0.949015E-001            NaN            NaN
  1305.76        2500.00        98.0487                 NaN            NaN  0.359844                 NaN            NaN  0.987573                 NaN  0.511866       0.919874E-001            NaN            NaN
  1303.26        2500.00        98.0870                 NaN            NaN  0.348449                 NaN            NaN  0.974735                 NaN  0.501132       0.886845E-001            NaN            NaN
  1300.75        2500.00        98.1266                 NaN            NaN  0.337011                 NaN            NaN  0.960847                 NaN  0.490142       0.854044E-001            NaN            NaN
  1298.25        2500.00        98.1672                 NaN            NaN  0.323371                 NaN            NaN  0.948297                 NaN  0.479091       0.820421E-001            NaN            NaN
  1295.74        2500.00        91.9614                 NaN            NaN  0.774092                 NaN            NaN   2.34655                 NaN   1.27606       0.278533        3.36335                 NaN
  1293.23        2500.00        71.0891                 NaN            NaN   2.15743                 NaN            NaN   7.32616                 NaN   3.94496       0.908782        14.5736                 NaN
  1290.73        2500.00        76.8540                 NaN            NaN   1.59213                 NaN            NaN   6.18277                 NaN   3.17830       0.705665        11.4871                 NaN
  1288.22        2500.00        80.7445                 NaN            NaN   1.17139                 NaN            NaN   5.44165                 NaN   2.65757       0.568505        9.41641                 NaN
  1285.71        2500.00        83.4296                 NaN            NaN  0.814661                 NaN            NaN   5.00680                 NaN   2.29468       0.469976        7.98429                 NaN
  1283.21        2500.00        86.0869                 NaN            NaN            NaN            NaN            NaN   4.91949                 NaN   1.83988       0.413503        6.74022                 NaN
  1280.70        2500.00        86.4836                 NaN            NaN   1.00116                 NaN            NaN   3.88971                 NaN   1.98266       0.331697        6.31116                 NaN
  1278.20        2500.00        88.1002                 NaN            NaN  0.394862E-005            NaN            NaN  0.557927E-001   4.46358        1.66002       0.268622        5.45181                 NaN
  1275.69        2500.00        87.6546                 NaN            NaN            NaN            NaN            NaN   2.86664        1.52197        1.63091       0.340208        5.98572                 NaN
  1273.18        2500.00        88.5397                 NaN            NaN  0.175828E-005            NaN            NaN   4.52732                 NaN   1.71746       0.198501        5.01706                 NaN
  1270.68        2500.00        94.1017                 NaN            NaN            NaN            NaN            NaN  0.414934        1.85100       0.741178       0.165778        2.72543                 NaN
  1268.17        2500.00        89.8710                 NaN            NaN            NaN            NaN            NaN   3.63266                 NaN   1.54307       0.192848        4.76043                 NaN
  1265.66        2500.00        94.3907                 NaN            NaN            NaN            NaN            NaN   2.61083                 NaN  0.745534       0.108414        2.14449                 NaN
  1263.16        2500.00        92.1058                 NaN            NaN            NaN            NaN            NaN   1.30404        1.52827       0.977169       0.218156        3.86658                 NaN
  1260.65        2500.00        94.4599                 NaN            NaN            NaN            NaN            NaN   1.24138        1.06185       0.907323       0.736102E-001   2.25591                 NaN
  1258.15        2500.00        94.0398                 NaN            NaN            NaN            NaN            NaN   2.29290                 NaN  0.829981       0.126832        2.71051                 NaN
  1255.64        2500.00        93.6190                 NaN            NaN            NaN            NaN            NaN   1.95238                 NaN  0.883440       0.172980        3.37223                 NaN
  1253.13        2500.00        95.8477                 NaN            NaN            NaN            NaN            NaN   1.95147                 NaN  0.578190       0.630633E-001   1.55960                 NaN
  1250.63        2500.00        94.7821                 NaN            NaN            NaN            NaN            NaN   1.78069                 NaN  0.718393       0.109462        2.60934                 NaN
  1248.12        2500.00        87.8565                 NaN            NaN            NaN            NaN            NaN  0.207634        3.01453        1.30514       0.158897        4.67340        2.78390     
  1245.61        2500.00        67.6740                 NaN            NaN            NaN            NaN            NaN   6.86992                 NaN   3.24750       0.354638        12.4458        9.40816     
  1243.11        2500.00        72.8533                 NaN            NaN            NaN            NaN            NaN   5.69639                 NaN   2.68106       0.309934        10.5049        7.95444     
  1240.60        2500.00        77.4304                 NaN            NaN            NaN            NaN            NaN   4.75484                 NaN   2.35916       0.265695        8.53944        6.65045     
  1238.10        2500.00        76.8647                 NaN            NaN            NaN            NaN            NaN   3.11666       0.844879        1.87882       0.314274        9.85789        7.12275     
  1235.59        2500.00        79.0894                 NaN            NaN            NaN            NaN            NaN   1.72203        3.14916        2.22517       0.160899        7.72280        5.93055     
  1233.08        2500.00        78.2967                 NaN            NaN            NaN            NaN            NaN  0.680051        3.79765        2.24293       0.208323        7.82152        6.95288     
  1230.58        2500.00        54.7691                 NaN            NaN            NaN            NaN            NaN   7.64434                 NaN   4.02714       0.440609        19.9924        13.1265     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7689                 NaN   8.52889        1.06627        43.4386        31.1974     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7710                 NaN   8.53557        1.06532        43.4305        31.1976     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7732                 NaN   8.54130        1.06410        43.4237        31.1977     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7753                 NaN   8.54688        1.06291        43.4170        31.1979     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7774                 NaN   8.55231        1.06173        43.4105        31.1981     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7787                 NaN   8.55692        1.06169        43.4039        31.1988     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7817                 NaN   8.56275        1.05941        43.3977        31.1984     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7839                 NaN   8.56782        1.05825        43.3915        31.1986     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7861                 NaN   8.57289        1.05707        43.3851        31.1988     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7890                 NaN   8.57890        1.05561        43.3774        31.1990     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7909                 NaN   8.58315        1.05462        43.3721        31.1992     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7934                 NaN   8.58835        1.05336        43.3655        31.1994     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7962                 NaN   8.59332        1.05214        43.3586        31.1998     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55038        10.2271        8.55423        1.06293        43.4052        31.2002     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7992                 NaN   8.60555        1.04955        43.3462        31.1995     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55010        10.2274        8.55423        1.06294        43.4052        31.2002     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55010        10.2274        8.55423        1.06294        43.4052        31.2002     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55010        10.2274        8.55423        1.06294        43.4052        31.2002     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55010        10.2274        8.55423        1.06294        43.4052        31.2002     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55010        10.2274        8.55423        1.06294        43.4052        31.2002     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55011        10.2274        8.55423        1.06294        43.4052        31.2002     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55217        10.2253        8.55436        1.06292        43.4051        31.2002     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55235        10.2252        8.55437        1.06292        43.4051        31.2002     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37039        8.43571        8.63499        1.05624        43.2992        31.2034     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37038        8.43571        8.63499        1.05624        43.2992        31.2034     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37038        8.43571        8.63499        1.05624        43.2992        31.2034     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37043        8.43567        8.63499        1.05624        43.2992        31.2034     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37041        8.43569        8.63499        1.05624        43.2992        31.2034     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37040        8.43569        8.63499        1.05624        43.2992        31.2034     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37041        8.43568        8.63499        1.05624        43.2992        31.2034     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8722                 NaN   8.73422        1.01451        43.1714        31.2076     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8768                 NaN   8.74135        1.01234        43.1613        31.2082     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8815                 NaN   8.74855        1.01013        43.1510        31.2088     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8863                 NaN   8.75583        1.00787        43.1406        31.2094     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.48048        13.4109        8.76324        1.00552        43.1298        31.2100     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8885                 NaN   8.77057        1.00618        43.1254        31.2094     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.41038        12.4816        8.77524        1.00433        43.1186        31.2099     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9096                 NaN   8.78828       0.997225        43.0924        31.2125     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.142490        15.7714        8.79508       0.995104        43.0833        31.2126     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9197                 NaN   8.80229       0.992520        43.0721        31.2133     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4312        4.42427        8.70553        1.03711        43.1917        31.2102     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9599        4.96602        8.75678        1.01060        43.0843        31.2224     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0464        4.88113        8.75765        1.01025        43.0818        31.2228     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9655        4.95547        8.75551        1.01257        43.0891        31.2218     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0473        4.87529        8.75638        1.01218        43.0866        31.2223     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1562        4.79665        8.77834       0.999368        43.0436        31.2259     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2532        4.70122        8.77904       0.999013        43.0411        31.2264     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9595                 NaN   8.80635       0.989361        43.0230        31.2218     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8726        5.08969        8.78472       0.995320        43.0321        31.2255     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2200        4.73841        8.78325       0.995603        43.0382        31.2246     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9710                 NaN   8.87535       0.968949        42.9646        31.2200     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.113676E-005   15.9875        8.88774       0.962260        42.9398        31.2226     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.126233        15.8711        8.89552       0.958372        42.9246        31.2241     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.316471        15.6857        8.90160       0.956311        42.9148        31.2251     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.546725        15.4594        8.90724       0.954458        42.9064        31.2259     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.772576        15.2383        8.91261       0.952508        42.8971        31.2269     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.979809        15.0354        8.91811       0.950670        42.8882        31.2278     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.18371        14.8356        8.92335       0.948896        42.8797        31.2287     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8519        5.14020        8.80468       0.985374        42.9876        31.2302     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9752        4.01127        8.79288       0.990325        42.9987        31.2316     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.77413        14.2568        8.93868       0.943857        42.8550        31.2315     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.48675        14.5482        8.94944       0.938119        42.8532        31.2243     
  1072.68        2500.00                 NaN            NaN            NaN  0.141270E-005            NaN            NaN   16.0444                 NaN   8.95720       0.936076        42.8340        31.2284     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0585                 NaN   8.96935       0.931296        42.8084        31.2324     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.335090        15.7459        8.98483       0.921640        42.7759        31.2366     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9865       0.989051E-001   8.98297       0.922141        42.7709        31.2385     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.3450       0.744053        8.99368       0.918941        42.7597        31.2386     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0042        1.08631        8.99085       0.918544        42.7597        31.2404     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.35746        14.7350        8.99988       0.917951        42.7488        31.2409     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.57340        14.5221        9.00398       0.916748        42.7418        31.2420     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.74982        14.3491        9.00838       0.915368        42.7342        31.2431     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.90991        14.1927        9.01285       0.913949        42.7264        31.2442     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.05378        14.0525        9.01738       0.912490        42.7185        31.2454     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.18449        13.9256        9.02197       0.911002        42.7104        31.2465     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7834        2.32998        9.02617       0.909727        42.7030        31.2477     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.43827        13.6784        9.03067       0.908438        42.6954        31.2489     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.53332        13.5865        9.03527       0.907143        42.6877        31.2500     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.73561        13.3885        9.04077       0.904573        42.6790        31.2515     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.75724        13.3718        9.04448       0.903755        42.6702        31.2526     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83786        13.2955        9.04935       0.902098        42.6614        31.2538     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2217        2.91596        9.05419       0.900452        42.6526        31.2551     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.88801        13.2441        9.05529       0.901401        42.6562        31.2549     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91201        12.0522        8.95260       0.961351        42.8874        31.2344     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85923        8.95712       0.959682        42.8768        31.2363     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85924        8.95711       0.959682        42.8768        31.2363     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85924        8.95711       0.959682        42.8768        31.2363     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85926        8.95712       0.959681        42.8768        31.2364     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85926        8.95712       0.959681        42.8768        31.2364     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85925        8.95711       0.959682        42.8768        31.2363     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1108        3.85932        8.95711       0.959682        42.8767        31.2364     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6773        3.50714        9.10426       0.883006        42.5594        31.2688     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6482        3.54157        9.10930       0.881212        42.5490        31.2707     
