|6.6.6
Archiving\03_Data\frac/QFM_m2.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1393.48        2500.00        97.2609                 NaN            NaN  0.531495                 NaN            NaN   1.22327                 NaN  0.984347                 NaN            NaN            NaN
  1390.98        2500.00        97.3129                 NaN            NaN  0.514840                 NaN            NaN   1.20987                 NaN  0.962380                 NaN            NaN            NaN
  1388.47        2500.00        97.3698                 NaN            NaN  0.510805                 NaN            NaN   1.17775                 NaN  0.941620                 NaN            NaN            NaN
  1385.96        2500.00        97.4219                 NaN            NaN  0.499737                 NaN            NaN   1.15716                 NaN  0.921226                 NaN            NaN            NaN
  1383.46        2500.00        97.4750                 NaN            NaN  0.490846                 NaN            NaN   1.13272                 NaN  0.901445                 NaN            NaN            NaN
  1380.95        2500.00        97.5212                 NaN            NaN  0.489500                 NaN            NaN   1.10467                 NaN  0.884645                 NaN            NaN            NaN
  1378.45        2500.00        97.5753                 NaN            NaN  0.481332                 NaN            NaN   1.08075                 NaN  0.862614                 NaN            NaN            NaN
  1375.94        2500.00        97.6150                 NaN            NaN  0.481080                 NaN            NaN   1.05492                 NaN  0.848984                 NaN            NaN            NaN
  1373.43        2500.00        97.6655                 NaN            NaN  0.464062                 NaN            NaN   1.04343                 NaN  0.827050                 NaN            NaN            NaN
  1370.93        2500.00        97.7062                 NaN            NaN  0.457767                 NaN            NaN   1.02482                 NaN  0.811243                 NaN            NaN            NaN
  1368.42        2500.00        97.7396                 NaN            NaN  0.451350                 NaN            NaN   1.00971                 NaN  0.799392                 NaN            NaN            NaN
  1365.91        2500.00        97.7984                 NaN            NaN  0.438475                 NaN            NaN  0.989363                 NaN  0.773758                 NaN            NaN            NaN
  1363.41        2500.00        97.8255                 NaN            NaN  0.431037                 NaN            NaN  0.980974                 NaN  0.762468                 NaN            NaN            NaN
  1360.90        2500.00        97.8681                 NaN            NaN  0.422941                 NaN            NaN  0.963111                 NaN  0.745893                 NaN            NaN            NaN
  1358.40        2500.00        97.8953                 NaN            NaN  0.423552                 NaN            NaN  0.944996                 NaN  0.736114                 NaN            NaN            NaN
  1355.89        2500.00        97.9480                 NaN            NaN  0.406061                 NaN            NaN  0.932732                 NaN  0.713224                 NaN            NaN            NaN
  1353.38        2500.00        97.9713                 NaN            NaN  0.399330                 NaN            NaN  0.925968                 NaN  0.703354                 NaN            NaN            NaN
  1350.88        2500.00        98.0049                 NaN            NaN  0.390285                 NaN            NaN  0.915487                 NaN  0.689333                 NaN            NaN            NaN
  1348.37        2500.00        98.0391                 NaN            NaN  0.382739                 NaN            NaN  0.902459                 NaN  0.675687                 NaN            NaN            NaN
  1345.86        2500.00        98.0695                 NaN            NaN  0.373689                 NaN            NaN  0.894000                 NaN  0.662768                 NaN            NaN            NaN
  1343.36        2500.00        98.1042                 NaN            NaN  0.360880                 NaN            NaN  0.885490                 NaN  0.649446                 NaN            NaN            NaN
  1340.85        2500.00        98.1325                 NaN            NaN  0.353924                 NaN            NaN  0.877705                 NaN  0.635826                 NaN            NaN            NaN
  1338.35        2500.00        98.1588                 NaN            NaN  0.347222                 NaN            NaN  0.868519                 NaN  0.625497                 NaN            NaN            NaN
  1335.84        2500.00        98.0455                 NaN            NaN  0.332923                 NaN            NaN  0.921564                 NaN  0.652786       0.471943E-001            NaN            NaN
  1333.33        2500.00        97.9851                 NaN            NaN  0.324513                 NaN            NaN  0.942399                 NaN  0.667101       0.808557E-001            NaN            NaN
  1330.83        2500.00        98.0299                 NaN            NaN  0.317667                 NaN            NaN  0.922673                 NaN  0.651721       0.780804E-001            NaN            NaN
  1328.32        2500.00        98.0764                 NaN            NaN  0.309029                 NaN            NaN  0.903782                 NaN  0.635574       0.752625E-001            NaN            NaN
  1325.81        2500.00        98.1190                 NaN            NaN  0.302106                 NaN            NaN  0.885293                 NaN  0.620931       0.726703E-001            NaN            NaN
  1323.31        2500.00        98.1625                 NaN            NaN  0.294657                 NaN            NaN  0.866642                 NaN  0.606123       0.700627E-001            NaN            NaN
  1320.80        2500.00        98.2044                 NaN            NaN  0.288427                 NaN            NaN  0.847583                 NaN  0.591915       0.676383E-001            NaN            NaN
  1318.30        2500.00        98.2426                 NaN            NaN  0.277655                 NaN            NaN  0.836799                 NaN  0.577849       0.650594E-001            NaN            NaN
  1315.79        2500.00        98.2843                 NaN            NaN  0.269491                 NaN            NaN  0.819900                 NaN  0.563647       0.626620E-001            NaN            NaN
  1313.28        2500.00        98.3241                 NaN            NaN  0.261439                 NaN            NaN  0.804068                 NaN  0.550090       0.603330E-001            NaN            NaN
  1310.78        2500.00        98.3622                 NaN            NaN  0.260466                 NaN            NaN  0.779538                 NaN  0.539198       0.586253E-001            NaN            NaN
  1308.27        2500.00        98.4038                 NaN            NaN  0.241023                 NaN            NaN  0.778535                 NaN  0.521170       0.554890E-001            NaN            NaN
  1305.76        2500.00        98.4365                 NaN            NaN  0.236206                 NaN            NaN  0.762726                 NaN  0.510943       0.536494E-001            NaN            NaN
  1303.26        2500.00        98.4710                 NaN            NaN  0.227911                 NaN            NaN  0.750489                 NaN  0.498985       0.515928E-001            NaN            NaN
  1300.75        2500.00        98.5064                 NaN            NaN  0.219657                 NaN            NaN  0.737564                 NaN  0.486836       0.495602E-001            NaN            NaN
  1298.25        2500.00        98.5421                 NaN            NaN  0.210057                 NaN            NaN  0.725653                 NaN  0.474693       0.474907E-001            NaN            NaN
  1295.74        2500.00        92.6848                 NaN            NaN  0.502666                 NaN            NaN   1.79693                 NaN   1.26673       0.161529        3.58733                 NaN
  1293.23        2500.00        72.6915                 NaN            NaN   1.41161                 NaN            NaN   5.65742                 NaN   3.96544       0.533651        15.7403                 NaN
  1290.73        2500.00        78.3198                 NaN            NaN   1.03150                 NaN            NaN   4.72710                 NaN   3.17593       0.411916        12.3338                 NaN
  1288.22        2500.00        82.0950                 NaN            NaN  0.752652                 NaN            NaN   4.12227                 NaN   2.64180       0.330118        10.0582                 NaN
  1285.71        2500.00        84.6909                 NaN            NaN  0.519700                 NaN            NaN   3.75891                 NaN   2.27033       0.271610        8.48850                 NaN
  1283.21        2500.00        87.1448                 NaN            NaN            NaN            NaN            NaN   3.67154                 NaN   1.81209       0.237881        7.13365                 NaN
  1280.70        2500.00        87.7020                 NaN            NaN  0.631320                 NaN            NaN   2.87007                 NaN   1.94687       0.190243        6.65947                 NaN
  1278.20        2500.00        89.2016                 NaN            NaN  0.247246E-005            NaN            NaN  0.410523E-001   3.25952        1.62155       0.153257        5.72299                 NaN
  1275.69        2500.00        88.7613                 NaN            NaN            NaN            NaN            NaN   2.08155        1.11435        1.58757       0.193417        6.26179                 NaN
  1273.18        2500.00        89.7225                 NaN            NaN  0.109017E-005            NaN            NaN   3.27457                 NaN   1.66474       0.112372        5.22586                 NaN
  1270.68        2500.00        94.7579                 NaN            NaN            NaN            NaN            NaN  0.299954        1.32345       0.712022       0.930075E-001   2.81370                 NaN
  1268.17        2500.00        90.9110                 NaN            NaN            NaN            NaN            NaN   2.58352                 NaN   1.48240       0.108194        4.91491                 NaN
  1265.66        2500.00        95.1645                 NaN            NaN            NaN            NaN            NaN   1.86581                 NaN  0.711076       0.603845E-001   2.19820                 NaN
  1263.16        2500.00        92.9914                 NaN            NaN            NaN            NaN            NaN  0.916980        1.08797       0.929563       0.121186        3.95286                 NaN
  1260.65        2500.00        95.1839                 NaN            NaN            NaN            NaN            NaN  0.872067       0.751814       0.858234       0.406578E-001   2.29335                 NaN
  1258.15        2500.00        94.7922                 NaN            NaN            NaN            NaN            NaN   1.60964                 NaN  0.782356       0.698092E-001   2.74595                 NaN
  1255.64        2500.00        94.3036                 NaN            NaN            NaN            NaN            NaN   1.36883                 NaN  0.829626       0.948493E-001   3.40312                 NaN
  1253.13        2500.00        96.4999                 NaN            NaN            NaN            NaN            NaN   1.35752                 NaN  0.540651       0.344304E-001   1.56745                 NaN
  1250.63        2500.00        95.4220                 NaN            NaN            NaN            NaN            NaN   1.23525                 NaN  0.669526       0.595628E-001   2.61365                 NaN
  1248.12        2500.00        88.9709                 NaN            NaN            NaN            NaN            NaN  0.145839        2.09770        1.21998       0.867168E-001   4.69559        2.78331     
  1245.61        2500.00        69.6493                 NaN            NaN            NaN            NaN            NaN   4.85186                 NaN   3.07824       0.196252        12.6856        9.53878     
  1243.11        2500.00        74.6331                 NaN            NaN            NaN            NaN            NaN   4.01649                 NaN   2.52476       0.170390        10.6426        8.01273     
  1240.60        2500.00        79.0474                 NaN            NaN            NaN            NaN            NaN   3.33286                 NaN   2.20862       0.145210        8.60555        6.66032     
  1238.10        2500.00        78.2382                 NaN            NaN            NaN            NaN            NaN   2.19315       0.600911        1.75549       0.171418        9.92112        7.11974     
  1235.59        2500.00        80.6945                 NaN            NaN            NaN            NaN            NaN   1.21178        2.23323        2.07728       0.876810E-001   7.77233        5.92315     
  1233.08        2500.00        79.8961                 NaN            NaN            NaN            NaN            NaN  0.477591        2.63713        2.08837       0.113223        7.86117        6.92636     
  1230.58        2500.00        56.8170                 NaN            NaN            NaN            NaN            NaN   5.43420                 NaN   3.80418       0.242945        20.4344        13.2673     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7173                 NaN   8.39598       0.612666        46.4123        32.8617     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7192                 NaN   8.40251       0.612096        46.4027        32.8635     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7209                 NaN   8.40812       0.611372        46.3944        32.8652     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7225                 NaN   8.41358       0.610667        46.3863        32.8670     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7241                 NaN   8.41889       0.609969        46.3783        32.8687     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7246                 NaN   8.42346       0.609924        46.3707        32.8713     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7272                 NaN   8.42912       0.608589        46.3628        32.8723     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7288                 NaN   8.43407       0.607903        46.3551        32.8741     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7306                 NaN   8.43903       0.607201        46.3474        32.8758     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7331                 NaN   8.44490       0.606341        46.3380        32.8776     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7343                 NaN   8.44906       0.605750        46.3314        32.8794     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7363                 NaN   8.45414       0.605003        46.3234        32.8812     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7385                 NaN   8.45901       0.604282        46.3150        32.8832     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14398        7.57046        8.42098       0.610494        46.3671        32.8870     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7405                 NaN   8.47097       0.602751        46.2998        32.8860     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14336        7.56992        8.42092       0.610451        46.3651        32.8902     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14315        7.56954        8.42090       0.610429        46.3642        32.8918     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14295        7.56917        8.42087       0.610407        46.3632        32.8934     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14275        7.56879        8.42084       0.610385        46.3623        32.8950     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14255        7.56841        8.42082       0.610364        46.3613        32.8965     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14235        7.56803        8.42079       0.610342        46.3604        32.8981     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14368        7.56613        8.42090       0.610311        46.3593        32.8997     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.14361        7.56562        8.42088       0.610289        46.3583        32.9013     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50010        6.24303        8.50020       0.606435        46.2440        32.9062     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49982        6.24273        8.50017       0.606413        46.2430        32.9078     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49955        6.24242        8.50015       0.606392        46.2421        32.9094     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49932        6.24208        8.50012       0.606370        46.2411        32.9110     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49903        6.24179        8.50010       0.606349        46.2402        32.9126     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49876        6.24149        8.50007       0.606327        46.2392        32.9141     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49850        6.24117        8.50005       0.606306        46.2383        32.9157     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8059                 NaN   8.59697       0.582278        46.0960        32.9189     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8098                 NaN   8.60395       0.581014        46.0842        32.9211     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8138                 NaN   8.61101       0.579725        46.0722        32.9232     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8179                 NaN   8.61814       0.578406        46.0601        32.9254     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.85667        9.96565        8.62542       0.577035        46.0476        32.9276     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8198                 NaN   8.63258       0.577394        46.0418        32.9284     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.55024        9.27249        8.63712       0.576309        46.0334        32.9305     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8379                 NaN   8.65000       0.572219        46.0049        32.9350     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.106999        11.7346        8.65666       0.570981        45.9941        32.9367     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8466                 NaN   8.66373       0.569478        45.9812        32.9390     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.45266        3.33274        8.56900       0.595079        46.1113        32.9392     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10844        3.74258        8.61949       0.579855        45.9957        32.9540     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.17198        3.67994        8.62034       0.579631        45.9921        32.9560     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.11172        3.73414        8.61816       0.580942        45.9987        32.9564     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.17185        3.67499        8.61900       0.580699        45.9951        32.9584     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25718        3.61721        8.64057       0.573326        45.9479        32.9638     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.32861        3.54676        8.64125       0.573103        45.9444        32.9658     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8788                 NaN   8.66800       0.567538        45.9235        32.9621     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.04617        3.83482        8.64682       0.570946        45.9331        32.9682     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.30277        3.57423        8.64528       0.571084        45.9382        32.9684     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8906                 NaN   8.73531       0.555738        45.8554        32.9629     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.861233E-006   11.9049        8.74753       0.551886        45.8282        32.9675     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.955486E-001   11.8178        8.75520       0.549639        45.8111        32.9707     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.239643        11.6779        8.76115       0.548437        45.7997        32.9732     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.414142        11.5067        8.76666       0.547355        45.7896        32.9756     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.585433        11.3396        8.77191       0.546217        45.7787        32.9782     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.742735        11.1860        8.77730       0.545143        45.7682        32.9806     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.897629        11.0347        8.78242       0.544107        45.7580        32.9831     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.02706        3.87650        8.66630       0.565050        45.8762        32.9889     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.85756        3.04018        8.65473       0.567874        45.8875        32.9921     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.34680        10.5956        8.79739       0.541159        45.7285        32.9905     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.12907        10.8150        8.80795       0.537850        45.7256        32.9845     
  1072.68        2500.00                 NaN            NaN            NaN  0.881350E-006            NaN            NaN   11.9535                 NaN   8.81557       0.536660        45.7040        32.9902     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9659                 NaN   8.82758       0.533907        45.6763        32.9963     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.254796        11.7317        8.84275       0.528350        45.6402        33.0022     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9151       0.752362E-001   8.84095       0.528622        45.6342        33.0059     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4266       0.566087        8.85148       0.526771        45.6214        33.0076     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1671       0.826874        8.84861       0.526522        45.6201        33.0108     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.03381        10.9619        8.85751       0.526165        45.6077        33.0130     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.19872        10.7997        8.86150       0.525457        45.5991        33.0156     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.33367        10.6678        8.86578       0.524646        45.5899        33.0182     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.45623        10.5485        8.87014       0.523814        45.5805        33.0209     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.56653        10.4415        8.87456       0.522959        45.5709        33.0235     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.66685        10.3445        8.87903       0.522088        45.5613        33.0262     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2359        1.77847        8.88312       0.521338        45.5522        33.0289     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.86207        10.1553        8.88751       0.520580        45.5430        33.0316     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.93566        10.0846        8.89199       0.519819        45.5337        33.0342     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.09051        9.93332        8.89735       0.518327        45.5233        33.0372     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.10753        9.92086        8.90099       0.517841        45.5129        33.0399     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.16990        9.86235        8.90574       0.516873        45.5025        33.0426     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.80574        2.23039        8.91046       0.515911        45.4920        33.0454     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.21064        9.82043        8.91144       0.516433        45.4945        33.0465     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99789        8.88170        8.80959       0.550713        45.7366        33.0235     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92447        2.96029        8.81403       0.549739        45.7244        33.0271     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92404        2.96016        8.81401       0.549721        45.7235        33.0286     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92362        2.96003        8.81399       0.549703        45.7225        33.0301     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92319        2.95991        8.81397       0.549684        45.7216        33.0317     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92276        2.95977        8.81395       0.549666        45.7207        33.0332     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92235        2.95963        8.81394       0.549648        45.7197        33.0347     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92193        2.95957        8.81392       0.549629        45.7187        33.0363     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.38720        2.69107        8.95938       0.505737        45.3820        33.0746     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.36478        2.71838        8.96431       0.504692        45.3698        33.0781     
