|6.6.6
Archiving\03_Data\eq/QFM_m4/YM20/YM20_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7687       0.217207       0.141094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7687       0.217221       0.141097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7687       0.217235       0.141101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7686       0.217249       0.141104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7686       0.217263       0.141107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7686       0.217277       0.141111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7686       0.217291       0.141114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7686       0.217305       0.141118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7686       0.217319       0.141121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7686       0.217333       0.141125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7685       0.217348       0.141128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7685       0.217362       0.141132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7685       0.217376       0.141135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7685       0.217391       0.141139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7685       0.217405       0.141143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7685       0.217419       0.141146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7685       0.217434       0.141150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7684       0.217448       0.141154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7684       0.217463       0.141158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7684       0.217477       0.141162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7684       0.217492       0.141165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7684       0.217506       0.141169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7684       0.217521       0.141173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.7683       0.217536       0.141177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.7683       0.217550       0.141181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.7683       0.217565       0.141185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.7683       0.217580       0.141189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.7683       0.217595       0.141193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.7683       0.217609       0.141197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.7683       0.217624       0.141201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.7682       0.217639       0.141206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2266       0.217723       0.136380E-001  0.542027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.5023       0.217829       0.129859E-001   1.26688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        97.7866       0.217934       0.123329E-001   1.98311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        95.7635       0.191207E-001  0.107954E-001   3.69347                 NaN  0.513116                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        94.9433                 NaN  0.100566E-001   4.48388                 NaN  0.562728                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        94.2509                 NaN  0.940271E-002   5.17664                 NaN  0.563016                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        93.5780                 NaN  0.875221E-002   5.84994                 NaN  0.563296                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        92.8946                 NaN  0.807800E-002   6.52867       0.510516E-002  0.563584                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        92.2230                 NaN  0.741914E-002   7.18768       0.179863E-001  0.563873                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        91.5509                 NaN  0.675970E-002   7.84734       0.308808E-001  0.564161                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        90.9062                 NaN  0.608736E-002   8.48009       0.431437E-001  0.564441                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        90.2610                 NaN  0.541446E-002   9.11343       0.554189E-001  0.564720                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.6152                 NaN  0.474100E-002   9.74735       0.677063E-001  0.564999                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.9688                 NaN  0.406699E-002   10.3819       0.800058E-001  0.565276                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        88.3218                 NaN  0.339242E-002   11.0169       0.923175E-001  0.565552                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        87.6742                 NaN  0.271731E-002   11.6526       0.104641       0.565828                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        87.0261                 NaN  0.204165E-002   12.2888       0.116977       0.566102                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        86.3773                 NaN  0.136545E-002   12.9256       0.129325       0.566376                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        85.7607                 NaN  0.684969E-003   13.5309       0.141101       0.566638                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        85.1355                 NaN            NaN   14.1449       0.152700       0.566904                 NaN            NaN            NaN            NaN            NaN            NaN
