|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1322.27        2500.00       0.143354        99.1560       0.304240       0.201666                 NaN  0.194727                 NaN            NaN            NaN
  1321.23        2500.00       0.142848        99.1624       0.198797       0.302621                 NaN  0.193364                 NaN            NaN            NaN
  1320.20        2500.00       0.141734        99.1703       0.299756       0.196495                 NaN  0.191738                 NaN            NaN            NaN
  1319.16        2500.00       0.140450        99.1780       0.194704       0.296616                 NaN  0.190219                 NaN            NaN            NaN
  1318.13        2500.00       0.138962        99.1866       0.192611       0.293379                 NaN  0.188465                 NaN            NaN            NaN
  1317.09        2500.00       0.137400        99.1951       0.289715       0.191047                 NaN  0.186721                 NaN            NaN            NaN
  1316.05        2500.00       0.136562        99.2015       0.287776       0.188753                 NaN  0.185372                 NaN            NaN            NaN
  1315.02        2500.00       0.134954        99.2099       0.284498       0.186982                 NaN  0.183675                 NaN            NaN            NaN
  1313.98        2500.00       0.133210        99.2183       0.280910       0.185463                 NaN  0.182072                 NaN            NaN            NaN
  1312.94        2500.00       0.132014        99.2254       0.278061       0.183904                 NaN  0.180571                 NaN            NaN            NaN
  1311.91        2500.00       0.130333        99.2336       0.274540       0.182534                 NaN  0.179017                 NaN            NaN            NaN
  1310.87        2500.00       0.129069        99.2411       0.271792       0.180657                 NaN  0.177373                 NaN            NaN            NaN
  1309.84        2500.00       0.127407        99.2487       0.268312       0.179667                 NaN  0.175895                 NaN            NaN            NaN
  1308.80        2500.00       0.125810        99.2568       0.264897       0.178248                 NaN  0.174290                 NaN            NaN            NaN
  1307.76        2500.00       0.124279        99.2638       0.262102       0.176890                 NaN  0.172883                 NaN            NaN            NaN
  1306.73        2500.00       0.122937        99.2717       0.258787       0.175370                 NaN  0.171249                 NaN            NaN            NaN
  1305.69        2500.00       0.121335        99.2789       0.174086       0.255920                 NaN  0.169801                 NaN            NaN            NaN
  1304.65        2500.00       0.119963        99.2862       0.252887       0.172592                 NaN  0.168319                 NaN            NaN            NaN
  1303.62        2500.00       0.118289        99.2931       0.171972       0.249648                 NaN  0.166951                 NaN            NaN            NaN
  1302.58        2500.00       0.116767        99.3005       0.170683       0.246655                 NaN  0.165435                 NaN            NaN            NaN
  1301.55        2500.00       0.115452        99.3075       0.169302       0.243741                 NaN  0.164053                 NaN            NaN            NaN
  1300.51        2500.00       0.113831        99.3140       0.240712       0.168724                 NaN  0.162730                 NaN            NaN            NaN
  1299.47        2500.00       0.111919        99.3212       0.237285       0.168199                 NaN  0.161435                 NaN            NaN            NaN
  1298.44        2500.00       0.111543        99.3275       0.235776       0.165375                 NaN  0.159825                 NaN            NaN            NaN
  1297.40        2500.00       0.109521        99.3344       0.232226       0.165260                 NaN  0.158616                 NaN            NaN            NaN
  1296.36        2500.00       0.108255        99.3412       0.163986       0.229371                 NaN  0.157155                 NaN            NaN            NaN
  1295.33        2500.00       0.106592        99.3478       0.225871       0.163770                 NaN  0.155943                 NaN            NaN            NaN
  1294.29        2500.00        1.30606        84.6639        2.21488        1.90608                 NaN   1.87231        8.03671                 NaN            NaN
  1293.26        2500.00        1.52731        81.6139        2.58161        2.29853                 NaN   2.22850        9.75018                 NaN            NaN
  1292.22        2500.00        1.32584        83.8181        2.05979        2.24819                 NaN   1.96990        8.57819                 NaN            NaN
  1291.18        2500.00        1.16804        85.5667        1.98283        1.86811                 NaN   1.76459        7.64975                 NaN            NaN
  1290.15        2500.00        1.04185        86.9726        1.77029        1.71301                 NaN   1.59888        6.90337                 NaN            NaN
  1289.11        2500.00       0.937921        88.1301        1.59481        1.58571                 NaN   1.46227        6.28923                 NaN            NaN
  1288.07        2500.00       0.851834        89.0968        1.44756        1.47987                 NaN   1.34818        5.77578                 NaN            NaN
  1287.04        2500.00       0.780655        89.9055        1.32633        1.38693                 NaN   1.25230        5.34833                 NaN            NaN
  1286.00        2500.00       0.719078        90.6042        1.22069        1.30851                 NaN   1.16921        4.97831                 NaN            NaN
  1284.97        2500.00        1.72516        77.8881        2.97910        2.92700                 NaN   2.80253        11.6781                 NaN            NaN
  1283.93        2500.00                 NaN   98.7928       0.116799E-001  0.294445                 NaN  0.684085E-001  0.832645                 NaN            NaN
  1282.89        2500.00       0.104929        99.3331       0.333932                 NaN            NaN  0.103683       0.124377                 NaN            NaN
  1281.86        2500.00       0.604309        91.8061        1.15654       0.982493                 NaN   1.04590        4.40465                 NaN            NaN
  1280.82        2500.00       0.420672        94.8716       0.639827       0.700890                 NaN  0.638722        2.72825                 NaN            NaN
  1279.78        2500.00       0.482684        93.4997       0.802393       0.936168                 NaN  0.820809        3.45823                 NaN            NaN
  1278.75        2500.00       0.490528        93.2957       0.826225       0.969251                 NaN  0.850461        3.56783                 NaN            NaN
  1277.71        2500.00       0.450539        93.9324       0.856661       0.744853                 NaN  0.769071        3.24647                 NaN            NaN
  1276.68        2500.00       0.407568        94.3142       0.684074       0.828454                 NaN  0.720544        3.04512                 NaN            NaN
  1275.64        2500.00       0.413652        94.5283       0.652599       0.788627                 NaN  0.696118        2.92070                 NaN            NaN
  1274.60        2500.00       0.386954        94.6773       0.621785       0.789189                 NaN  0.677472        2.84728                 NaN            NaN
  1273.57        2500.00       0.489001        93.3832       0.993011       0.764970                 NaN  0.854575        3.51521                 NaN            NaN
  1272.53        2500.00       0.493341        91.7043       0.908236        1.29149                 NaN   1.05091        4.48097       0.707272E-001            NaN
  1271.50        2500.00       0.847528E-005   99.9998       0.619786E-004            NaN  0.594131E-005  0.230402E-004  0.746792E-004            NaN            NaN
  1270.46        2500.00       0.381597E-004   99.9997       0.490840E-004            NaN            NaN  0.387709E-004  0.170181E-003            NaN            NaN
  1269.42        2500.00       0.650479        90.8816        1.36993        1.02943                 NaN   1.16157        4.90699                 NaN            NaN
  1268.39        2500.00       0.527563        92.8518       0.779402        1.06370                 NaN  0.916692        3.86082                 NaN            NaN
  1267.35        2500.00       0.138011        98.1111       0.218588       0.245099                 NaN  0.230965        1.05625                 NaN            NaN
  1266.31        2500.00                 NaN   98.0399       0.190325       0.290182                 NaN  0.242651        1.11080       0.126131                 NaN
  1265.28        2500.00       0.484118        93.0179        1.09008       0.740981                 NaN  0.882482        3.78444                 NaN            NaN
  1264.24        2500.00       0.270237        95.6226       0.472288       0.637845                 NaN  0.553261        2.40193       0.418566E-001            NaN
  1263.21        2500.00       0.104375        95.6920       0.748940       0.399467                 NaN  0.535818        2.37227       0.147100                 NaN
  1262.17        2500.00       0.357833        96.7396       0.266625                 NaN            NaN  0.512968        1.97188       0.151128                 NaN
  1261.13        2500.00       0.144236E-005  100.0000       0.311141E-005            NaN            NaN  0.154620E-005  0.725306E-005            NaN            NaN
  1260.10        2500.00       0.390984        85.3890        1.32017        2.90916                 NaN   1.71891        7.94409       0.327725                 NaN
  1259.06        2500.00                 NaN   99.9999       0.418781E-004  0.196231E-004  0.217051E-005  0.168928E-004  0.634302E-004  0.582344E-005            NaN
  1258.02        2500.00       0.201720E-004   99.9998                 NaN            NaN            NaN  0.211364E-004  0.108325E-003  0.136713E-005            NaN
  1256.99        2500.00                 NaN   91.1098       0.151771        1.97574                 NaN   1.12694        5.22490       0.410809                 NaN
  1255.95        2500.00                 NaN   96.6181       0.753116       0.437793E-002            NaN  0.426171        2.03572       0.162496                 NaN
  1254.92        2500.00                 NaN   99.6275       0.400184E-001  0.678513E-001            NaN  0.424019E-001  0.204651       0.175621E-001            NaN
  1253.88        2500.00                 NaN   95.2219        1.39897       0.421949                 NaN  0.520581        2.26566       0.170961                 NaN
  1252.84        2500.00       0.372227E-001   97.1821       0.565187       0.220645                 NaN  0.357497        1.53236       0.104980                 NaN
  1251.81        2500.00       0.600722E-001   96.8381       0.249009       0.597323                 NaN  0.395225        1.74997       0.110314                 NaN
  1250.77        2500.00       0.594356E-001   96.9400       0.244394       0.572450                 NaN  0.382298        1.69524       0.106207                 NaN
  1249.73        2500.00       0.571938E-001   99.2552       0.151638                 NaN            NaN  0.898801E-001  0.428373       0.176836E-001            NaN
  1248.70        2500.00       0.374849E-001   94.8820       0.270220        1.15967                 NaN  0.642882        2.81873       0.188991                 NaN
  1247.66        2500.00       0.195042        94.4788       0.480491       0.814696                 NaN  0.693026        3.16230       0.175676                 NaN
  1246.63        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.59        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1244.55        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1243.52        2500.00       0.118906        89.7027        1.99239       0.897620                 NaN   1.26968        5.65483       0.363896                 NaN
  1242.48        2500.00                 NaN  100.0000       0.525241E-005            NaN            NaN  0.150012E-005  0.512734E-005            NaN            NaN
  1241.44        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.130010E-005            NaN            NaN
  1240.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.189134E-005            NaN            NaN
  1239.37        2500.00                 NaN   93.4952        1.49635       0.424479                 NaN  0.808983        3.53603       0.238993                 NaN
  1238.34        2500.00                 NaN   98.0179       0.564652                 NaN            NaN  0.253889        1.09398       0.695646E-001            NaN
  1237.30        2500.00                 NaN   97.9479       0.554787                 NaN            NaN  0.263024        1.15992       0.743531E-001            NaN
  1236.26        2500.00       0.217521        98.0940       0.308668       0.594254E-001            NaN  0.241741        1.07125       0.735498E-002            NaN
  1235.23        2500.00                 NaN   97.7514       0.127585       0.533433                 NaN  0.297979        1.19475       0.948620E-001            NaN
  1234.19        2500.00                 NaN   98.3590       0.398602       0.350423E-001            NaN  0.184934       0.975861       0.465439E-001            NaN
  1233.15        2500.00                 NaN   98.1442       0.406597       0.109646                 NaN  0.230053        1.04007       0.693901E-001            NaN
  1232.12        2500.00                 NaN   98.1274       0.446511       0.111721                 NaN  0.251573       0.984050       0.787224E-001            NaN
  1231.08        2500.00                 NaN   98.1780       0.124590       0.313054                 NaN  0.201361        1.10288       0.801455E-001            NaN
  1230.05        2500.00                 NaN   98.4585       0.570771E-001  0.409922                 NaN  0.192738       0.849079       0.326878E-001            NaN
  1229.01        2500.00                 NaN   98.4808       0.472955                 NaN            NaN  0.216639       0.773559       0.560531E-001            NaN
  1227.97        2500.00       0.276050E-002   98.4675       0.301798       0.176177                 NaN  0.211246       0.770896       0.696179E-001            NaN
  1226.94        2500.00                 NaN   97.2423       0.216062       0.400837                 NaN  0.282118        1.74108       0.117652                 NaN
  1225.90        2500.00       0.163687        98.4978       0.264958                 NaN            NaN  0.183128       0.890405                 NaN            NaN
  1224.86        2500.00       0.970669E-001   98.1389       0.269316                 NaN            NaN  0.174634       0.780584                 NaN  0.539487     
  1223.83        2500.00        5.91665                 NaN   8.39428                 NaN            NaN   8.29765        44.8694                 NaN   32.5220     
  1222.79        2500.00        5.92039                 NaN   8.38858                 NaN            NaN   8.29929        44.8663                 NaN   32.5254     
  1221.76        2500.00        5.92250                 NaN   8.38378                 NaN            NaN   8.30023        44.8667                 NaN   32.5268     
  1220.72        2500.00        5.91481                 NaN   8.39730                 NaN            NaN   8.30325        44.8629                 NaN   32.5218     
  1219.68        2500.00        5.88069                 NaN   8.45463                 NaN            NaN   8.30885        44.8585                 NaN   32.4973     
  1218.65        2500.00        5.92872                 NaN   8.37301                 NaN            NaN   8.30614        44.8596                 NaN   32.5325     
  1217.61        2500.00        5.92005                 NaN   8.38714                 NaN            NaN   8.30883        44.8576                 NaN   32.5264     
  1216.57        2500.00        5.92445                 NaN   8.37931                 NaN            NaN   8.31068        44.8556                 NaN   32.5300     
  1215.54        2500.00        5.92121                 NaN   8.38660                 NaN            NaN   8.31123        44.8525                 NaN   32.5284     
  1214.50        2500.00        5.93657                 NaN   8.35839                 NaN            NaN   8.31248        44.8532                 NaN   32.5393     
  1213.47        2500.00        5.93475                 NaN   8.36166                 NaN            NaN   8.31493        44.8501                 NaN   32.5385     
  1212.43        2500.00        5.93771                 NaN   8.35602                 NaN            NaN   8.31675        44.8486                 NaN   32.5409     
  1211.39        2500.00        5.90889                 NaN   8.40738                 NaN            NaN   8.31923        44.8435                 NaN   32.5210     
  1210.36        2500.00        5.91458                 NaN   8.38883                 NaN            NaN   8.32706        44.8454                 NaN   32.5241     
  1209.32        2500.00        5.91814                 NaN   8.39065                 NaN            NaN   8.32238        44.8410                 NaN   32.5278     
  1208.28        2500.00        5.91817                 NaN   8.39066                 NaN            NaN   8.32458        44.8381                 NaN   32.5285     
  1207.25        2500.00        5.92193                 NaN   8.38330                 NaN            NaN   8.32627        44.8370                 NaN   32.5315     
  1206.21        2500.00        5.92367                 NaN   8.38075                 NaN            NaN   8.32740        44.8349                 NaN   32.5333     
  1205.18        2500.00        5.92555                 NaN   8.37727                 NaN            NaN   8.32936        44.8328                 NaN   32.5350     
  1204.14        2500.00        5.94985                 NaN   8.33335                 NaN            NaN   8.33138        44.8327                 NaN   32.5527     
  1203.10        2500.00        5.91707                 NaN   8.37037                 NaN            NaN   8.33249        44.8285       0.129832E-001   32.5386     
  1202.07        2500.00        5.91148                 NaN   8.36697                 NaN            NaN   8.33386        44.8263       0.209963E-001   32.5404     
  1201.03        2500.00        5.91662                 NaN   8.34885                 NaN            NaN   8.33620        44.8246       0.259394E-001   32.5478     
  1199.99        2500.00        5.90214                 NaN   8.35847                 NaN            NaN   8.33740        44.8217       0.356461E-001   32.5447     
  1198.96        2500.00        5.88958                 NaN   8.36295                 NaN            NaN   8.34009        44.8185       0.459021E-001   32.5430     
  1197.92        2500.00        5.88444                 NaN   8.35947                 NaN            NaN   8.34014        44.8173       0.537551E-001   32.5449     
  1196.89        2500.00        5.86009                 NaN   8.38009                 NaN            NaN   8.34399        44.8132       0.661770E-001   32.5365     
  1195.85        2500.00        6.07365                 NaN   8.07643                 NaN            NaN   8.32074        44.8709       0.155613E-001   32.6427     
  1194.81        2500.00        5.83966                 NaN   8.38506                 NaN            NaN   8.34752        44.8078       0.847566E-001   32.5352     
  1193.78        2500.00        5.81914                 NaN   8.39721                 NaN            NaN   8.35151        44.8052       0.977284E-001   32.5293     
  1192.74        2500.00        5.82698                 NaN   8.38041                 NaN            NaN   8.34970        44.8036       0.101340        32.5380     
  1191.70        2500.00        5.77489                 NaN   8.34068       0.102627                 NaN   8.35477        44.7933       0.118517        32.5152     
  1190.67        2500.00        5.73571                 NaN   8.29027       0.195499                 NaN   8.35918        44.7862       0.133797        32.4993     
  1189.63        2500.00        5.69629                 NaN  0.288405        8.24030                 NaN   8.36363        44.7791       0.149040        32.4833     
  1188.60        2500.00        5.65672                 NaN   8.19069       0.381298                 NaN   8.36812        44.7719       0.164232        32.4671     
  1187.56        2500.00        5.61519                 NaN   8.12645       0.491432                 NaN   8.37291        44.7645       0.179732        32.4498     
  1186.52        2500.00        5.57657                 NaN  0.568305        8.09208                 NaN   8.37725        44.7573       0.194574        32.4340     
  1185.49        2500.00        5.53634                 NaN   8.04401       0.661095                 NaN   8.38194        44.7498       0.209608        32.4172     
  1184.45        2500.00        5.49586                 NaN  0.755077        7.99509                 NaN   8.38654        44.7425       0.224649        32.4003     
  1183.41        2500.00        5.42854                 NaN  0.982086        7.84762                 NaN   8.39512        44.7320       0.245455        32.3692     
  1182.38        2500.00        5.39390                 NaN   7.82139        1.04679                 NaN   8.39811        44.7246       0.259390        32.3558     
  1181.34        2500.00        5.39259                 NaN   7.84480        1.01450                 NaN   8.39804        44.7252       0.265867        32.3590     
  1180.31        2500.00        5.34801                 NaN   1.12870        7.78114                 NaN   8.40411        44.7176       0.281267        32.3392     
  1179.27        2500.00        5.36047                 NaN   1.04378        7.83787                 NaN   8.40375        44.7180       0.285452        32.3507     
  1178.23        2500.00        5.32767                 NaN   1.10687        7.81007                 NaN   8.40767        44.7117       0.298496        32.3376     
  1177.20        2500.00        5.29508                 NaN   1.16943        7.78264                 NaN   8.41157        44.7053       0.311420        32.3245     
  1176.16        2500.00        5.26269                 NaN   1.23146        7.75558                 NaN   8.41547        44.6990       0.324224        32.3115     
  1175.12        2500.00        5.23021                 NaN   1.29350        7.72873                 NaN   8.41940        44.6927       0.336987        32.2985     
  1174.09        2500.00        5.18910                 NaN   1.38159        7.68807                 NaN   8.42425        44.6849       0.351362        32.2807     
  1173.05        2500.00        5.13811                 NaN   7.63193        1.49921                 NaN   8.43019        44.6754       0.367548        32.2576     
  1172.02        2500.00        4.98226                 NaN   7.39726        1.94530                 NaN   8.44731        44.6473       0.403079        32.1775     
  1170.98        2500.00        4.94547                 NaN   1.99783        7.38748                 NaN   8.45173        44.6398       0.416034        32.1617     
  1169.94        2500.00        4.90548                 NaN   2.08525        7.34626                 NaN   8.45646        44.6322       0.429964        32.1444     
  1168.91        2500.00        4.93011                 NaN   7.41086        1.97427                 NaN   8.45440        44.6364       0.431923        32.1620     
  1167.87        2500.00        4.81042                 NaN   7.23641        2.31023                 NaN   8.46852        44.6136       0.459746        32.1011     
  1166.83        2500.00        4.82416                 NaN   7.30188        2.21416                 NaN   8.46696        44.6164       0.463736        32.1127     
  1165.80        2500.00        4.76926                 NaN   2.33918        7.24526                 NaN   8.47354        44.6061       0.479790        32.0868     
  1164.76        2500.00        4.67469                 NaN   2.59366        7.11689                 NaN   8.48478        44.5883       0.502573        32.0391     
  1163.73        2500.00        4.62649                 NaN   2.70280        7.06890                 NaN   8.49092        44.5789       0.515987        32.0160     
  1162.69        2500.00        4.57959                 NaN   7.02374        2.80583                 NaN   8.49677        44.5699       0.530044        31.9941     
