|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1385.48        2500.00                 NaN   99.1454       0.138994       0.274138       0.149937       0.291532                 NaN            NaN            NaN
  1384.45        2500.00                 NaN   99.1535       0.136413       0.272095       0.149290       0.288658                 NaN            NaN            NaN
  1383.41        2500.00                 NaN   99.1593       0.270614       0.133291       0.149787       0.286967                 NaN            NaN            NaN
  1382.37        2500.00                 NaN   99.1674       0.268969       0.130135       0.149293       0.284199                 NaN            NaN            NaN
  1381.34        2500.00                 NaN   99.1750       0.127918       0.266769       0.148741       0.281620                 NaN            NaN            NaN
  1380.30        2500.00                 NaN   99.1812       0.124946       0.265344       0.148899       0.279579                 NaN            NaN            NaN
  1379.26        2500.00                 NaN   99.1874       0.263832       0.121945       0.149147       0.277697                 NaN            NaN            NaN
  1378.23        2500.00                 NaN   99.1590       0.287343       0.119493       0.152182       0.281995                 NaN            NaN            NaN
  1377.19        2500.00                 NaN   99.2370       0.234940       0.117690       0.144507       0.265870                 NaN            NaN            NaN
  1376.16        2500.00                 NaN   99.2082       0.258424       0.114465       0.148194       0.270679                 NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.4986       0.694079E-001  0.164641       0.954338E-001  0.171962                 NaN            NaN            NaN
  1374.08        2500.00                 NaN   98.9362       0.152501       0.347821       0.200271       0.363193                 NaN            NaN            NaN
  1373.05        2500.00                 NaN   98.3656       0.583835       0.195785       0.304171       0.550567                 NaN            NaN            NaN
  1372.01        2500.00                 NaN   99.9968                 NaN            NaN  0.322933E-002            NaN            NaN            NaN            NaN
  1370.97        2500.00                 NaN   99.3410       0.111948       0.178988       0.133392       0.234697                 NaN            NaN            NaN
  1369.94        2500.00                 NaN   99.2452       0.249189       0.100402       0.146947       0.258302                 NaN            NaN            NaN
  1368.90        2500.00                 NaN   99.2520       0.247153       0.984675E-001  0.146414       0.255944                 NaN            NaN            NaN
  1367.87        2500.00                 NaN   99.2575       0.245878       0.962070E-001  0.146342       0.254060                 NaN            NaN            NaN
  1366.83        2500.00                 NaN   99.2627       0.244738       0.939938E-001  0.146156       0.252461                 NaN            NaN            NaN
  1365.79        2500.00                 NaN   99.2697       0.919714E-001  0.242886       0.145576       0.249873                 NaN            NaN            NaN
  1364.76        2500.00                 NaN   99.2725       0.902107E-001  0.242221       0.146012       0.249038                 NaN            NaN            NaN
  1363.72        2500.00                 NaN   99.2807       0.887802E-001  0.239844       0.144628       0.246004                 NaN            NaN            NaN
  1362.68        2500.00                 NaN   99.2853       0.239178       0.860961E-001  0.144915       0.244465                 NaN            NaN            NaN
  1361.65        2500.00                 NaN   99.2904       0.237409       0.844897E-001  0.144793       0.242958                 NaN            NaN            NaN
  1360.61        2500.00                 NaN   99.2968       0.235799       0.826456E-001  0.144057       0.240673                 NaN            NaN            NaN
  1359.58        2500.00                 NaN   99.3018       0.812549E-001  0.234654       0.143534       0.238805                 NaN            NaN            NaN
  1358.54        2500.00                 NaN   99.3060       0.792125E-001  0.233654       0.143645       0.237447                 NaN            NaN            NaN
  1357.50        2500.00                 NaN   99.3110       0.777437E-001  0.232401       0.143191       0.235632                 NaN            NaN            NaN
  1356.47        2500.00                 NaN   99.3171       0.763439E-001  0.230546       0.142550       0.233494                 NaN            NaN            NaN
  1355.43        2500.00                 NaN   99.3215       0.229679       0.746081E-001  0.142239       0.231987                 NaN            NaN            NaN
  1354.39        2500.00                 NaN   99.3265       0.228385       0.732451E-001  0.141678       0.230168                 NaN            NaN            NaN
  1353.36        2500.00                 NaN   99.8000       0.528465E-001            NaN  0.771743E-001  0.699979E-001            NaN            NaN            NaN
  1352.32        2500.00                 NaN   98.8638       0.400297       0.145030       0.204667       0.386237                 NaN            NaN            NaN
  1351.29        2500.00                 NaN   99.3407       0.691015E-001  0.224817       0.140260       0.225146                 NaN            NaN            NaN
  1350.25        2500.00                 NaN   99.3451       0.222747       0.677916E-001  0.140316       0.224051                 NaN            NaN            NaN
  1349.21        2500.00                 NaN   99.3496       0.657631E-001  0.223182       0.139620       0.221856                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.3549       0.220902       0.660341E-001  0.138291       0.219913                 NaN            NaN            NaN
  1347.14        2500.00                 NaN   99.3585       0.638926E-001  0.220059       0.138637       0.218872                 NaN            NaN            NaN
  1346.10        2500.00                 NaN   99.3636       0.218708       0.633519E-001  0.137470       0.216846                 NaN            NaN            NaN
  1345.07        2500.00                 NaN   99.3672       0.621980E-001  0.217724       0.137252       0.215613                 NaN            NaN            NaN
  1344.03        2500.00                 NaN   99.3719       0.606767E-001  0.216375       0.136881       0.214203                 NaN            NaN            NaN
  1343.00        2500.00                 NaN   99.2844       0.246407       0.696337E-001  0.155904       0.243677                 NaN            NaN            NaN
  1341.96        2500.00                 NaN   99.4720       0.183324       0.487563E-001  0.116176       0.179789                 NaN            NaN            NaN
  1340.92        2500.00                 NaN   99.3846       0.599958E-001  0.212889       0.133644       0.208843                 NaN            NaN            NaN
  1339.89        2500.00                 NaN   99.3876       0.212522       0.577894E-001  0.134057       0.208000                 NaN            NaN            NaN
  1338.85        2500.00                 NaN   99.3928       0.211023       0.565274E-001  0.133438       0.206260                 NaN            NaN            NaN
  1337.81        2500.00                 NaN   99.3962       0.559306E-001  0.210090       0.132853       0.204930                 NaN            NaN            NaN
  1336.78        2500.00       0.132718E-001   99.3794       0.847176E-001  0.209775       0.108353       0.204483                 NaN            NaN            NaN
  1335.74        2500.00       0.356414E-001   99.3450       0.131153       0.214987       0.679853E-001  0.205274                 NaN            NaN            NaN
  1334.71        2500.00       0.435194E-001   99.3345       0.218158       0.146936       0.525040E-001  0.204420                 NaN            NaN            NaN
  1333.67        2500.00       0.542388E-001   99.3177       0.224463       0.167692       0.318961E-001  0.204023                 NaN            NaN            NaN
  1332.63        2500.00       0.632042E-001   99.3048       0.186241       0.229122       0.135419E-001  0.203066                 NaN            NaN            NaN
  1331.60        2500.00       0.708266E-001   99.2945       0.196838       0.234246       0.806122E-003  0.202749                 NaN            NaN            NaN
  1330.56        2500.00       0.754480E-001   99.2899       0.240066       0.190966                 NaN  0.203627                 NaN            NaN            NaN
  1329.52        2500.00       0.804238E-001   99.2839       0.248181       0.182635                 NaN  0.204839                 NaN            NaN            NaN
  1328.49        2500.00       0.815921E-001   99.2873       0.178636       0.248544                 NaN  0.203972                 NaN            NaN            NaN
  1327.45        2500.00       0.833270E-001   99.2887       0.173770       0.250720                 NaN  0.203448                 NaN            NaN            NaN
  1326.42        2500.00       0.838212E-001   99.2933       0.250317       0.170349                 NaN  0.202261                 NaN            NaN            NaN
  1325.38        2500.00       0.841818E-001   99.2981       0.166878       0.249946                 NaN  0.200923                 NaN            NaN            NaN
  1324.34        2500.00       0.843477E-001   99.3031       0.249373       0.163583                 NaN  0.199565                 NaN            NaN            NaN
  1323.31        2500.00       0.838396E-001   99.3096       0.247079       0.161548                 NaN  0.197897                 NaN            NaN            NaN
  1322.27        2500.00       0.832490E-001   99.3168       0.244968       0.158934                 NaN  0.196057                 NaN            NaN            NaN
  1321.23        2500.00       0.828472E-001   99.3228       0.156492       0.243379                 NaN  0.194490                 NaN            NaN            NaN
  1320.20        2500.00       0.820965E-001   99.3299       0.240812       0.154503                 NaN  0.192659                 NaN            NaN            NaN
  1319.16        2500.00       0.812488E-001   99.3369       0.152923       0.238024                 NaN  0.190940                 NaN            NaN            NaN
  1318.13        2500.00       0.802770E-001   99.3445       0.151107       0.235164                 NaN  0.188989                 NaN            NaN            NaN
  1317.09        2500.00       0.792811E-001   99.3520       0.231980       0.149703                 NaN  0.187053                 NaN            NaN            NaN
  1316.05        2500.00       0.786878E-001   99.3579       0.230152       0.147742                 NaN  0.185516                 NaN            NaN            NaN
  1315.02        2500.00       0.776699E-001   99.3652       0.227282       0.146188                 NaN  0.183634                 NaN            NaN            NaN
  1313.98        2500.00       0.765802E-001   99.3726       0.224160       0.144844                 NaN  0.181851                 NaN            NaN            NaN
  1312.94        2500.00       0.757846E-001   99.3789       0.221646       0.143465                 NaN  0.180173                 NaN            NaN            NaN
  1311.91        2500.00       0.747223E-001   99.3860       0.218599       0.142250                 NaN  0.178447                 NaN            NaN            NaN
  1310.87        2500.00       0.739062E-001   99.3927       0.216182       0.140627                 NaN  0.176634                 NaN            NaN            NaN
  1309.84        2500.00       0.728498E-001   99.3993       0.213179       0.139694                 NaN  0.174991                 NaN            NaN            NaN
  1308.80        2500.00       0.718654E-001   99.4062       0.210239       0.138447                 NaN  0.173226                 NaN            NaN            NaN
  1307.76        2500.00       0.709098E-001   99.4124       0.207802       0.137247                 NaN  0.171661                 NaN            NaN            NaN
  1306.73        2500.00       0.700563E-001   99.4192       0.204961       0.135929                 NaN  0.169875                 NaN            NaN            NaN
  1305.69        2500.00       0.690556E-001   99.4254       0.134787       0.202472                 NaN  0.168278                 NaN            NaN            NaN
  1304.65        2500.00       0.681943E-001   99.4318       0.199872       0.133497                 NaN  0.166650                 NaN            NaN            NaN
  1303.62        2500.00       0.671646E-001   99.4377       0.132861       0.197089                 NaN  0.165138                 NaN            NaN            NaN
  1302.58        2500.00       0.662223E-001   99.4440       0.131728       0.194518                 NaN  0.163485                 NaN            NaN            NaN
  1301.55        2500.00       0.653957E-001   99.4501       0.130541       0.192036                 NaN  0.161966                 NaN            NaN            NaN
  1300.51        2500.00       0.644048E-001   99.4557       0.189439       0.129947                 NaN  0.160511                 NaN            NaN            NaN
  1299.47        2500.00       0.632544E-001   99.4617       0.186548       0.129411                 NaN  0.159086                 NaN            NaN            NaN
  1298.44        2500.00       0.629637E-001   99.4674       0.185184       0.127117                 NaN  0.157354                 NaN            NaN            NaN
  1297.40        2500.00       0.617577E-001   99.4731       0.182225       0.126912                 NaN  0.156020                 NaN            NaN            NaN
  1296.36        2500.00       0.609691E-001   99.4790       0.125800       0.179784                 NaN  0.154442                 NaN            NaN            NaN
  1295.33        2500.00       0.599688E-001   99.4845       0.176896       0.125504                 NaN  0.153111                 NaN            NaN            NaN
  1294.29        2500.00       0.741583        85.6202        1.74973        1.47348                 NaN   1.85482        8.56018                 NaN            NaN
  1293.26        2500.00       0.868512        82.7036        2.04142        1.77819                 NaN   2.21013        10.3982                 NaN            NaN
  1292.22        2500.00       0.752428        84.8093        1.58894        1.77304                 NaN   1.94891        9.12735                 NaN            NaN
  1291.18        2500.00       0.661700        86.4750        1.56022        1.43756                 NaN   1.74209        8.12340                 NaN            NaN
  1290.15        2500.00       0.589287        87.8117        1.39016        1.31530                 NaN   1.57551        7.31806                 NaN            NaN
  1289.11        2500.00       0.529749        88.9102        1.24997        1.21506                 NaN   1.43843        6.65661                 NaN            NaN
  1288.07        2500.00       0.480468        89.8267        1.13262        1.13173                 NaN   1.32410        6.10441                 NaN            NaN
  1287.04        2500.00       0.439841        90.5921        1.03604        1.05880                 NaN   1.22810        5.64513                 NaN            NaN
  1286.00        2500.00       0.404710        91.2531       0.952011       0.997192                 NaN   1.14499        5.24800                 NaN            NaN
  1284.97        2500.00       0.970327        79.2742        2.29003        2.29228                 NaN   2.76496        12.4082                 NaN            NaN
  1283.93        2500.00                 NaN   98.8272       0.883079E-002  0.227722                 NaN  0.663682E-001  0.869898                 NaN            NaN
  1282.89        2500.00       0.587626E-001   99.4582       0.252501                 NaN            NaN  0.100600       0.129976                 NaN            NaN
  1281.86        2500.00       0.338271        92.3839       0.874303       0.761951                 NaN   1.01892        4.62265                 NaN            NaN
  1280.82        2500.00       0.235321        95.2653       0.482921       0.541254                 NaN  0.620386        2.85484                 NaN            NaN
  1279.78        2500.00       0.270583        93.9850       0.620439       0.707008                 NaN  0.797290        3.61969                 NaN            NaN
  1278.75        2500.00       0.273938        93.8004       0.637496       0.730789                 NaN  0.825387        3.73199                 NaN            NaN
  1277.71        2500.00       0.252662        94.3899       0.646125       0.574532                 NaN  0.745262        3.39148                 NaN            NaN
  1276.68        2500.00       0.227695        94.7461       0.527090       0.623146                 NaN  0.697380        3.17858                 NaN            NaN
  1275.64        2500.00       0.231159        94.9567       0.501981       0.592091                 NaN  0.672999        3.04506                 NaN            NaN
  1274.60        2500.00       0.216097        95.0944       0.477567       0.591953                 NaN  0.654222        2.96573                 NaN            NaN
  1273.57        2500.00       0.272863        93.9086       0.743933       0.587100                 NaN  0.825077        3.66239                 NaN            NaN
  1272.53        2500.00       0.275879        92.3441       0.696352       0.967748                 NaN   1.01427        4.66175       0.398662E-001            NaN
  1271.50        2500.00       0.469590E-005   99.9998       0.460422E-004            NaN  0.378936E-005  0.220835E-004  0.772512E-004            NaN            NaN
  1270.46        2500.00       0.211520E-004   99.9997       0.373716E-004            NaN            NaN  0.371620E-004  0.176170E-003            NaN            NaN
  1269.42        2500.00       0.362856        91.5972        1.02423       0.788395                 NaN   1.11971        5.10766                 NaN            NaN
  1268.39        2500.00       0.293518        93.4306       0.594723       0.792598                 NaN  0.880604        4.00792                 NaN            NaN
  1267.35        2500.00       0.764324E-001   98.2643       0.165972       0.181709                 NaN  0.220754        1.09079                 NaN            NaN
  1266.31        2500.00                 NaN   98.1907       0.144578       0.215247                 NaN  0.231853        1.14721       0.703796E-001            NaN
  1265.28        2500.00       0.268712        93.5935       0.809322       0.563548                 NaN  0.845524        3.91942                 NaN            NaN
  1264.24        2500.00       0.149535        95.9902       0.358007       0.471165                 NaN  0.528238        2.47953       0.233371E-001            NaN
  1263.21        2500.00       0.576587E-001   96.0480       0.552641       0.302001                 NaN  0.511011        2.44672       0.819223E-001            NaN
  1262.17        2500.00       0.196897        96.9964       0.200817                 NaN            NaN  0.488183        2.03372       0.839865E-001            NaN
  1261.13        2500.00       0.792987E-006  100.0000       0.233573E-005            NaN            NaN  0.146763E-005  0.745535E-005            NaN            NaN
  1260.10        2500.00       0.216536        86.5644        1.00015        2.15076                 NaN   1.64659        8.23822       0.183316                 NaN
  1259.06        2500.00                 NaN   99.9999       0.312959E-004  0.143106E-004  0.134705E-005  0.159627E-004  0.648585E-004  0.321319E-005            NaN
  1258.02        2500.00       0.110199E-004   99.9999                 NaN            NaN            NaN  0.199731E-004  0.110723E-003  0.754344E-006            NaN
  1256.99        2500.00                 NaN   91.7622       0.114031        1.44860                 NaN   1.07065        5.37660       0.227893                 NaN
  1255.95        2500.00                 NaN   96.8683       0.551116       0.328141E-002            NaN  0.402820        2.08480       0.896819E-001            NaN
  1254.92        2500.00                 NaN   99.6614       0.292162E-001  0.506442E-001            NaN  0.399856E-001  0.209051       0.966996E-002            NaN
  1253.88        2500.00                 NaN   95.7442        1.04283       0.306502                 NaN  0.492425        2.31958       0.944218E-001            NaN
  1252.84        2500.00       0.202420E-001   97.4482       0.409137       0.163910                 NaN  0.336908        1.56386       0.577649E-001            NaN
  1251.81        2500.00       0.326308E-001   97.1333       0.184730       0.431747                 NaN  0.372168        1.78474       0.606510E-001            NaN
  1250.77        2500.00       0.322364E-001   97.2288       0.180989       0.412976                 NaN  0.359573        1.72713       0.583236E-001            NaN
  1249.73        2500.00       0.309286E-001   99.3275       0.112193                 NaN            NaN  0.843226E-001  0.435372       0.968615E-002            NaN
  1248.70        2500.00       0.203155E-001   95.3637       0.199936       0.835562                 NaN  0.604597        2.87211       0.103769                 NaN
  1247.66        2500.00       0.105436        94.9923       0.354117       0.584711                 NaN  0.650534        3.21659       0.962769E-001            NaN
  1246.63        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1245.59        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1244.55        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1243.52        2500.00       0.642596E-001   90.6927        1.42855       0.661564                 NaN   1.19292        5.76041       0.199599                 NaN
  1242.48        2500.00                 NaN  100.0000       0.372230E-005            NaN            NaN  0.139407E-005  0.516232E-005            NaN            NaN
  1241.44        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.131150E-005            NaN            NaN
  1240.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.190840E-005            NaN            NaN
  1239.37        2500.00                 NaN   94.1657        1.06352       0.310238                 NaN  0.754850        3.57549       0.130181                 NaN
  1238.34        2500.00                 NaN   98.2285       0.398797                 NaN            NaN  0.235497        1.09953       0.376673E-001            NaN
  1237.30        2500.00                 NaN   98.1606       0.390516                 NaN            NaN  0.243745        1.16494       0.402224E-001            NaN
  1236.26        2500.00       0.115614        98.3172       0.223486       0.418132E-001            NaN  0.223752        1.07414       0.397395E-002            NaN
  1235.23        2500.00                 NaN   98.0081       0.922047E-001  0.375018                 NaN  0.275559        1.19793       0.512081E-001            NaN
  1234.19        2500.00                 NaN   98.5228       0.279581       0.252921E-001            NaN  0.170738       0.976538       0.250835E-001            NaN
  1233.15        2500.00                 NaN   98.3461       0.284991       0.791364E-001            NaN  0.212280        1.04009       0.373752E-001            NaN
  1232.12        2500.00                 NaN   98.3488       0.312609       0.804992E-001            NaN  0.231925       0.983800       0.423626E-001            NaN
  1231.08        2500.00                 NaN   98.3627       0.896511E-001  0.218544                 NaN  0.185413        1.10063       0.430762E-001            NaN
  1230.05        2500.00                 NaN   98.6319       0.409868E-001  0.285784                 NaN  0.177309       0.846454       0.175524E-001            NaN
  1229.01        2500.00                 NaN   98.6709       0.328944                 NaN            NaN  0.199130       0.770964       0.300734E-001            NaN
  1227.97        2500.00       0.145194E-002   98.6639       0.209685       0.126170                 NaN  0.193984       0.767493       0.373142E-001            NaN
  1226.94        2500.00                 NaN   97.5120       0.154615       0.278218                 NaN  0.258949        1.73322       0.630307E-001            NaN
  1225.90        2500.00       0.848318E-001   98.6740       0.189349                 NaN            NaN  0.167750       0.884096                 NaN            NaN
  1224.86        2500.00       0.506839E-001   98.3017       0.184358                 NaN            NaN  0.159891       0.774777                 NaN  0.528567     
  1223.83        2500.00        3.32134                 NaN   6.44630                 NaN            NaN   8.15623        47.8669                 NaN   34.2093     
  1222.79        2500.00        3.32314                 NaN   6.44281                 NaN            NaN   8.15779        47.8630                 NaN   34.2133     
  1221.76        2500.00        3.32420                 NaN   6.43897                 NaN            NaN   8.15867        47.8628                 NaN   34.2154     
  1220.72        2500.00        3.31986                 NaN   6.44886                 NaN            NaN   8.16169        47.8586                 NaN   34.2110     
  1219.68        2500.00        3.30085                 NaN   6.48959                 NaN            NaN   8.16743        47.8551                 NaN   34.1871     
  1218.65        2500.00        3.32710                 NaN   6.43210                 NaN            NaN   8.16435        47.8534                 NaN   34.2231     
  1217.61        2500.00        3.32217                 NaN   6.44189                 NaN            NaN   8.16706        47.8513                 NaN   34.2176     
  1216.57        2500.00        3.32439                 NaN   6.43653                 NaN            NaN   8.16881        47.8484                 NaN   34.2218     
  1215.54        2500.00        3.32276                 NaN   6.44208                 NaN            NaN   8.16936        47.8448                 NaN   34.2210     
  1214.50        2500.00        3.33079                 NaN   6.42206                 NaN            NaN   8.17042        47.8443                 NaN   34.2325     
  1213.47        2500.00        3.32960                 NaN   6.42459                 NaN            NaN   8.17283        47.8406                 NaN   34.2324     
  1212.43        2500.00        3.33100                 NaN   6.42068                 NaN            NaN   8.17457        47.8383                 NaN   34.2354     
  1211.39        2500.00        3.31544                 NaN   6.45687                 NaN            NaN   8.17727        47.8342                 NaN   34.2163     
  1210.36        2500.00        3.31775                 NaN   6.44316                 NaN            NaN   8.18479        47.8348                 NaN   34.2195     
  1209.32        2500.00        3.32023                 NaN   6.44499                 NaN            NaN   8.18025        47.8301                 NaN   34.2244     
  1208.28        2500.00        3.32005                 NaN   6.44529                 NaN            NaN   8.18239        47.8265                 NaN   34.2257     
  1207.25        2500.00        3.32185                 NaN   6.44010                 NaN            NaN   8.18399        47.8246                 NaN   34.2295     
  1206.21        2500.00        3.32273                 NaN   6.43842                 NaN            NaN   8.18508        47.8219                 NaN   34.2319     
  1205.18        2500.00        3.32355                 NaN   6.43614                 NaN            NaN   8.18696        47.8191                 NaN   34.2343     
  1204.14        2500.00        3.33628                 NaN   6.40550                 NaN            NaN   8.18867        47.8170                 NaN   34.2526     
  1203.10        2500.00        3.31785                 NaN   6.43155                 NaN            NaN   8.19002        47.8136       0.744609E-002   34.2395     
  1202.07        2500.00        3.31415                 NaN   6.42936                 NaN            NaN   8.19137        47.8110       0.120416E-001   34.2421     
  1201.03        2500.00        3.31624                 NaN   6.41724                 NaN            NaN   8.19354        47.8080       0.148761E-001   34.2501     
  1199.99        2500.00        3.30783                 NaN   6.42407                 NaN            NaN   8.19479        47.8050       0.204427E-001   34.2478     
  1198.96        2500.00        3.29995                 NaN   6.42776                 NaN            NaN   8.19749        47.8015       0.263242E-001   34.2470     
  1197.92        2500.00        3.29674                 NaN   6.42525                 NaN            NaN   8.19754        47.7999       0.308273E-001   34.2498     
  1196.89        2500.00        3.28216                 NaN   6.44017                 NaN            NaN   8.20146        47.7961       0.379512E-001   34.2422     
  1195.85        2500.00        3.40201                 NaN   6.21710                 NaN            NaN   8.17691        47.8474       0.892210E-002   34.3476     
  1194.81        2500.00        3.26972                 NaN   6.44416                 NaN            NaN   8.20499        47.7900       0.486053E-001   34.2425     
  1193.78        2500.00        3.25734                 NaN   6.45290                 NaN            NaN   8.20901        47.7873       0.560441E-001   34.2374     
  1192.74        2500.00        3.26172                 NaN   6.44119                 NaN            NaN   8.20715        47.7848       0.581139E-001   34.2470     
  1191.70        2500.00        3.23224                 NaN   6.41078       0.759768E-001            NaN   8.21247        47.7754       0.679661E-001   34.2252     
  1190.67        2500.00        3.20983                 NaN   6.37266       0.144718                 NaN   8.21704        47.7689       0.767300E-001   34.2101     
  1189.63        2500.00        3.18729                 NaN  0.213471        6.33487                 NaN   8.22165        47.7623       0.854726E-001   34.1950     
  1188.60        2500.00        3.16468                 NaN   6.29736       0.282202                 NaN   8.22630        47.7557       0.941865E-001   34.1796     
  1187.56        2500.00        3.14099                 NaN   6.24886       0.363701                 NaN   8.23127        47.7489       0.103077        34.1632     
  1186.52        2500.00        3.11890                 NaN  0.420529        6.22282                 NaN   8.23576        47.7422       0.111591        34.1482     
  1185.49        2500.00        3.09594                 NaN   6.18640       0.489144                 NaN   8.24062        47.7353       0.120215        34.1324     
  1184.45        2500.00        3.07285                 NaN  0.558629        6.14940                 NaN   8.24539        47.7286       0.128844        34.1163     
  1183.41        2500.00        3.03468                 NaN  0.726781        6.03787                 NaN   8.25426        47.7196       0.140782        34.0860     
  1182.38        2500.00        3.01490                 NaN   6.01815       0.774602                 NaN   8.25742        47.7126       0.148777        34.0736     
  1181.34        2500.00        3.01367                 NaN   6.03570       0.750487                 NaN   8.25733        47.7128       0.152489        34.0776     
  1180.31        2500.00        2.98835                 NaN  0.834839        5.98760                 NaN   8.26356        47.7058       0.161325        34.0585     
  1179.27        2500.00        2.99480                 NaN  0.771667        6.02952                 NaN   8.26318        47.7059       0.163723        34.0712     
  1178.23        2500.00        2.97602                 NaN  0.818195        6.00850                 NaN   8.26723        47.6999       0.171206        34.0589     
  1177.20        2500.00        2.95736                 NaN  0.864315        5.98776                 NaN   8.27127        47.6939       0.178621        34.0467     
  1176.16        2500.00        2.93882                 NaN  0.910032        5.96731                 NaN   8.27530        47.6880       0.185967        34.0346     
  1175.12        2500.00        2.92023                 NaN  0.955750        5.94702                 NaN   8.27935        47.6820       0.193289        34.0224     
  1174.09        2500.00        2.89684                 NaN   1.02073        5.91625                 NaN   8.28438        47.6748       0.201538        34.0054     
  1173.05        2500.00        2.86796                 NaN   5.87372        1.10756                 NaN   8.29055        47.6662       0.210828        33.9832     
  1172.02        2500.00        2.78078                 NaN   5.69661        1.43784                 NaN   8.30839        47.6415       0.231233        33.9036     
  1170.98        2500.00        2.75976                 NaN   1.47636        5.68946                 NaN   8.31295        47.6343       0.238668        33.8885     
  1169.94        2500.00        2.73705                 NaN   1.54085        5.65835                 NaN   8.31785        47.6273       0.246663        33.8720     
  1168.91        2500.00        2.75022                 NaN   5.70725        1.45828                 NaN   8.31564        47.6304       0.247778        33.8905     
  1167.87        2500.00        2.68320                 NaN   5.57512        1.70704                 NaN   8.33033        47.6103       0.263761        33.8303     
  1166.83        2500.00        2.69031                 NaN   5.62491        1.63530                 NaN   8.32865        47.6121       0.266042        33.8426     
