|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1400.64        500.000                 NaN   98.9235       0.483530                 NaN            NaN  0.389950       0.202970                 NaN            NaN            NaN
  1399.57        500.000                 NaN   98.7511       0.290556       0.553249                 NaN  0.405131       0.264392E-005            NaN            NaN            NaN
  1398.50        500.000                 NaN   98.8575       0.377736       0.281592                 NaN  0.389572       0.936085E-001            NaN            NaN            NaN
  1397.43        500.000                 NaN   98.8739       0.375496       0.264571                 NaN  0.385708       0.100318                 NaN            NaN            NaN
  1396.37        500.000                 NaN   98.8913       0.372243       0.255707                 NaN  0.379936       0.100772                 NaN            NaN            NaN
  1395.30        500.000                 NaN   98.9019       0.370538       0.249573                 NaN  0.376610       0.101392                 NaN            NaN            NaN
  1394.23        500.000                 NaN   98.9108       0.368908       0.243721                 NaN  0.374221       0.102349                 NaN            NaN            NaN
  1393.16        500.000                 NaN   98.9297       0.231097       0.366243                 NaN  0.368406       0.104568                 NaN            NaN            NaN
  1392.09        500.000                 NaN   98.9491       0.355631       0.235205                 NaN  0.360713       0.993028E-001            NaN            NaN            NaN
  1391.02        500.000                 NaN   98.9566       0.357379       0.223743                 NaN  0.359206       0.103094                 NaN            NaN            NaN
  1389.96        500.000                 NaN   97.4349       0.533124       0.885293                 NaN  0.886421       0.260240                 NaN            NaN            NaN
  1388.89        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1387.82        500.000                 NaN   99.5533       0.162132       0.769965E-001            NaN  0.154826       0.527038E-001            NaN            NaN            NaN
  1386.75        500.000                 NaN   99.0069       0.345854       0.199395                 NaN  0.343298       0.104521                 NaN            NaN            NaN
  1385.68        500.000                 NaN   99.0183       0.193728       0.343561                 NaN  0.339592       0.104858                 NaN            NaN            NaN
  1384.61        500.000                 NaN   99.0285       0.340893       0.189409                 NaN  0.336275       0.104922                 NaN            NaN            NaN
  1383.55        500.000                 NaN   99.0422       0.338168       0.182018                 NaN  0.331901       0.105688                 NaN            NaN            NaN
  1382.48        500.000                 NaN   99.0518       0.177725       0.335595                 NaN  0.328907       0.105980                 NaN            NaN            NaN
  1381.41        500.000       0.111097E-002   99.9812                 NaN            NaN            NaN  0.762979E-002  0.101001E-001            NaN            NaN            NaN
  1380.34        500.000                 NaN   98.1628       0.656144       0.346412                 NaN  0.636131       0.198538                 NaN            NaN            NaN
  1379.27        500.000                 NaN   99.0852       0.328671       0.161570                 NaN  0.318093       0.106503                 NaN            NaN            NaN
  1378.20        500.000                 NaN   99.0963       0.326078       0.156591                 NaN  0.314414       0.106666                 NaN            NaN            NaN
  1377.13        500.000                 NaN   99.1067       0.323785       0.151501                 NaN  0.311081       0.106917                 NaN            NaN            NaN
  1376.07        500.000                 NaN   99.1162       0.321867       0.147061                 NaN  0.307903       0.107006                 NaN            NaN            NaN
  1375.00        500.000                 NaN   99.1267       0.141798       0.319473                 NaN  0.304603       0.107453                 NaN            NaN            NaN
  1373.93        500.000                 NaN   99.1371       0.137609       0.316979                 NaN  0.301055       0.107223                 NaN            NaN            NaN
  1372.86        500.000                 NaN   99.1468       0.132505       0.314952                 NaN  0.298021       0.107720                 NaN            NaN            NaN
  1371.79        500.000                 NaN   99.1563       0.312694       0.128291                 NaN  0.294864       0.107803                 NaN            NaN            NaN
  1370.72        500.000                 NaN   99.1658       0.310588       0.123993                 NaN  0.291739       0.107846                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.1743       0.308771       0.120055                 NaN  0.289016       0.107907                 NaN            NaN            NaN
  1368.59        500.000                 NaN   99.1842       0.114921       0.307308                 NaN  0.285683       0.107928                 NaN            NaN            NaN
  1367.52        500.000                 NaN   99.1887       0.111410       0.306872                 NaN  0.284449       0.108614                 NaN            NaN            NaN
  1366.45        500.000                 NaN   99.2049       0.301613       0.108101                 NaN  0.278428       0.106973                 NaN            NaN            NaN
  1365.38        500.000                 NaN   99.2088       0.302591       0.103156                 NaN  0.277443       0.107966                 NaN            NaN            NaN
  1364.31        500.000                 NaN   99.2148       0.300204       0.101988                 NaN  0.275520       0.107483                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.2311       0.935096E-001  0.297122                 NaN  0.270014       0.108276                 NaN            NaN            NaN
  1362.18        500.000                 NaN   98.9695       0.122191       0.402968                 NaN  0.361948       0.143387                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.5061       0.191339       0.599005E-001            NaN  0.172951       0.697316E-001            NaN            NaN            NaN
  1360.04        500.000                 NaN   99.2433       0.114360       0.281282                 NaN  0.264080       0.970072E-001            NaN            NaN            NaN
  1358.97        500.000                 NaN   99.2677       0.541424E-001  0.301237                 NaN  0.259501       0.117405                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.2666       0.794041E-001  0.288911                 NaN  0.258072       0.107034                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.2748       0.286819       0.764042E-001            NaN  0.255225       0.106719                 NaN            NaN            NaN
  1355.77        500.000                 NaN   99.2822       0.729475E-001  0.285527                 NaN  0.252737       0.106584                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.2891       0.283716       0.711887E-001            NaN  0.250158       0.105796                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.2969       0.673873E-001  0.282312                 NaN  0.247607       0.105800                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.3038       0.280650       0.649047E-001            NaN  0.245181       0.105430                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.3086       0.281213       0.607591E-001            NaN  0.243663       0.105722                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.3197       0.276092       0.601993E-001            NaN  0.239656       0.104352                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.3248       0.275348       0.580705E-001            NaN  0.237802       0.103954                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.3315       0.274116       0.550642E-001            NaN  0.235528       0.103791                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.3380       0.272593       0.529678E-001            NaN  0.233231       0.103168                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.3445       0.499029E-001  0.271374                 NaN  0.231028       0.103243                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.3502       0.467129E-001  0.270848                 NaN  0.229141       0.103084                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.3582       0.460923E-001  0.268164                 NaN  0.225912       0.101611                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.3636       0.494522E-001  0.264694                 NaN  0.223621       0.986050E-001            NaN            NaN            NaN
  1341.88        500.000                 NaN   99.3703       0.268021       0.353705E-001            NaN  0.222384       0.103927                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.3754       0.263028       0.426403E-001            NaN  0.219741       0.992111E-001            NaN            NaN            NaN
  1339.74        500.000                 NaN   99.3816       0.386467E-001  0.262644                 NaN  0.217645       0.994587E-001            NaN            NaN            NaN
  1338.67        500.000                 NaN   98.3683       0.656163       0.187395                 NaN  0.565848       0.222318                 NaN            NaN            NaN
  1337.61        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.124163E-005            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.8105       0.753833E-001            NaN            NaN  0.699287E-001  0.442244E-001            NaN            NaN            NaN
  1335.47        500.000                 NaN   99.4124       0.270722                 NaN            NaN  0.208627       0.108227                 NaN            NaN            NaN
  1334.40        500.000                 NaN   99.4125       0.258755       0.224074E-001            NaN  0.207106       0.991934E-001            NaN            NaN            NaN
  1333.33        500.000                 NaN   99.4206       0.265873       0.461019E-002            NaN  0.205123       0.103775                 NaN            NaN            NaN
  1332.26        500.000                 NaN   99.4242       0.820923E-002  0.262492                 NaN  0.203605       0.101482                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.4270       0.252835       0.234683E-001            NaN  0.201400       0.952544E-001            NaN            NaN            NaN
  1330.13        500.000                 NaN   99.4329       0.316052E-001  0.246563                 NaN  0.198300       0.905962E-001            NaN            NaN            NaN
  1329.06        500.000                 NaN   99.4355       0.284578E-001  0.247609                 NaN  0.197532       0.908844E-001            NaN            NaN            NaN
  1327.99        500.000                 NaN   99.4426       0.247325E-001  0.246408                 NaN  0.195263       0.910345E-001            NaN            NaN            NaN
  1326.92        500.000                 NaN   99.4469       0.238933E-001  0.245758                 NaN  0.193506       0.899750E-001            NaN            NaN            NaN
  1325.85        500.000                 NaN   99.4514       0.243260       0.253920E-001            NaN  0.191628       0.882862E-001            NaN            NaN            NaN
  1324.78        500.000                 NaN   99.4561       0.241417       0.253823E-001            NaN  0.189845       0.872217E-001            NaN            NaN            NaN
  1323.72        500.000                 NaN   99.4610       0.240378       0.243827E-001            NaN  0.187975       0.862905E-001            NaN            NaN            NaN
  1322.65        500.000                 NaN   99.4662       0.238347       0.239959E-001            NaN  0.186091       0.853998E-001            NaN            NaN            NaN
  1321.58        500.000                 NaN   99.4704       0.237856       0.223147E-001            NaN  0.184564       0.848671E-001            NaN            NaN            NaN
  1320.51        500.000                 NaN   99.4757       0.234114       0.250689E-001            NaN  0.182369       0.827692E-001            NaN            NaN            NaN
  1319.44        500.000                 NaN   99.4773       0.237415       0.200800E-001            NaN  0.181972       0.832195E-001            NaN            NaN            NaN
  1318.37        500.000                 NaN   99.4864       0.173865E-001  0.234778                 NaN  0.178637       0.827752E-001            NaN            NaN            NaN
  1317.31        500.000                 NaN   99.4895       0.281237E-001  0.227799                 NaN  0.176577       0.780168E-001            NaN            NaN            NaN
  1316.24        500.000                 NaN   99.4911       0.220959       0.375213E-001            NaN  0.175782       0.746061E-001            NaN            NaN            NaN
  1315.17        500.000                 NaN   99.4990       0.438781E-002  0.238712                 NaN  0.174521       0.833798E-001            NaN            NaN            NaN
  1314.10        500.000                 NaN   99.5019       0.234766E-001  0.226745                 NaN  0.171871       0.759809E-001            NaN            NaN            NaN
  1313.03        500.000                 NaN   99.5051       0.224832       0.245352E-001            NaN  0.170717       0.748380E-001            NaN            NaN            NaN
  1311.96        500.000                 NaN   99.5091       0.223672       0.239959E-001            NaN  0.169245       0.739827E-001            NaN            NaN            NaN
  1310.90        500.000                 NaN   99.5125       0.260980E-001  0.221375                 NaN  0.167785       0.722823E-001            NaN            NaN            NaN
  1309.83        500.000                 NaN   99.5172       0.232915E-001  0.221498                 NaN  0.166121       0.719258E-001            NaN            NaN            NaN
  1308.76        500.000                 NaN   99.7915       0.708360E-001  0.535538E-001            NaN  0.694171E-001  0.147324E-001            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.9602                 NaN            NaN            NaN  0.169533E-001  0.228326E-001            NaN            NaN            NaN
  1306.62        500.000                 NaN   98.8115       0.320234E-001  0.592098                 NaN  0.404487       0.159872                 NaN            NaN            NaN
  1305.55        500.000                 NaN   99.5318       0.284893E-001  0.213646                 NaN  0.160077       0.659561E-001            NaN            NaN            NaN
  1304.49        500.000                 NaN   99.5342       0.211676       0.309812E-001            NaN  0.158938       0.642083E-001            NaN            NaN            NaN
  1303.42        500.000                 NaN   99.5837       0.114737                 NaN            NaN  0.182027       0.119565                 NaN            NaN            NaN
  1302.35        500.000                 NaN   99.4930       0.284931       0.879356E-001            NaN  0.131607       0.248154E-002            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.5454       0.207433       0.322557E-001            NaN  0.154459       0.604253E-001            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.5487       0.328985E-001  0.206279                 NaN  0.153100       0.589915E-001            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.5515       0.203964       0.353321E-001            NaN  0.151835       0.573230E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.5546       0.363522E-001  0.202617                 NaN  0.150549       0.558426E-001            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.5578       0.200323       0.382406E-001            NaN  0.149221       0.543719E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.5608       0.405201E-001  0.197980                 NaN  0.147983       0.527401E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.5638       0.411964E-001  0.196737                 NaN  0.146733       0.514964E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.4964       0.234302       0.408056E-001            NaN  0.169481       0.590548E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.6381       0.163098       0.379333E-001            NaN  0.120855       0.400491E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.5731       0.488661E-001  0.189140                 NaN  0.142744       0.461962E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.5745       0.188273       0.496293E-001            NaN  0.142233       0.453473E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.5778       0.184487       0.538853E-001            NaN  0.140754       0.430818E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.5801       0.534756E-001  0.184601                 NaN  0.139825       0.420174E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.5827       0.568727E-001  0.181528                 NaN  0.138657       0.402507E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.5838       0.184786       0.524246E-001            NaN  0.138506       0.404514E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.5887       0.693989E-001  0.170815                 NaN  0.135830       0.352893E-001            NaN            NaN            NaN
  1284.19        500.000                 NaN   99.5896       0.665035E-001  0.172945                 NaN  0.135681       0.352469E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.5915       0.680211E-001  0.171134                 NaN  0.135056       0.342478E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   99.5859       0.107427       0.154307                 NaN  0.134898       0.174281E-001            NaN            NaN            NaN
  1280.98        500.000                 NaN   95.6869       0.310833       0.851299                 NaN  0.570080       0.245266E-003   2.58059                 NaN            NaN
  1279.91        500.000                 NaN   94.5659        1.21614       0.198632                 NaN  0.697396                 NaN   3.32191                 NaN            NaN
  1278.84        500.000                 NaN   94.8523        1.34663                 NaN            NaN  0.663741                 NaN   3.13735                 NaN            NaN
  1277.78        500.000                 NaN   95.1130        1.28392                 NaN            NaN  0.632894                 NaN   2.97017                 NaN            NaN
  1276.71        500.000                 NaN   95.3491        1.22727                 NaN            NaN  0.604477                 NaN   2.81914                 NaN            NaN
  1275.64        500.000                 NaN   95.5735        1.17247                 NaN            NaN  0.579012                 NaN   2.67506                 NaN            NaN
  1274.57        500.000                 NaN   95.7765        1.12318                 NaN            NaN  0.555046                 NaN   2.54529                 NaN            NaN
  1273.50        500.000                 NaN   95.8194        1.10511                 NaN            NaN  0.550864                 NaN   2.51559       0.899996E-002            NaN
  1272.43        500.000                 NaN   94.6699        1.30403                 NaN            NaN  0.697188                 NaN   3.23061       0.982768E-001            NaN
  1271.37        500.000                 NaN   94.9648        1.23646                 NaN            NaN  0.657679                 NaN   3.04762       0.934008E-001            NaN
  1270.30        500.000                 NaN   95.2519        1.16893                 NaN            NaN  0.620809                 NaN   2.87023       0.881370E-001            NaN
  1269.23        500.000                 NaN   95.5093        1.10892                 NaN            NaN  0.588672                 NaN   2.71015       0.829992E-001            NaN
  1268.16        500.000                 NaN   95.7390        1.05539                 NaN            NaN  0.559806                 NaN   2.56738       0.783990E-001            NaN
  1267.09        500.000                 NaN   95.9469        1.00708                 NaN            NaN  0.534316                 NaN   2.43770       0.739714E-001            NaN
  1266.02        500.000                 NaN   96.1371       0.962496                 NaN            NaN  0.510069                 NaN   2.32011       0.702062E-001            NaN
  1264.96        500.000                 NaN   96.3121       0.920560                 NaN            NaN  0.486387                 NaN   2.21376       0.672181E-001            NaN
  1263.89        500.000                 NaN   96.4746       0.882998                 NaN            NaN  0.467817                 NaN   2.11144       0.631879E-001            NaN
  1262.82        500.000                 NaN   96.6162       0.850041                 NaN            NaN  0.449346                 NaN   2.02403       0.603879E-001            NaN
  1261.75        500.000                 NaN   96.7482       0.818902                 NaN            NaN  0.431189                 NaN   1.94363       0.580757E-001            NaN
  1260.68        500.000                 NaN   96.8854       0.786174                 NaN            NaN  0.416532                 NaN   1.85760       0.543244E-001            NaN
  1259.61        500.000                 NaN   97.0001       0.758418                 NaN            NaN  0.399653                 NaN   1.78921       0.526280E-001            NaN
  1258.55        500.000                 NaN   97.1089       0.732564                 NaN            NaN  0.385275                 NaN   1.72277       0.504601E-001            NaN
  1257.48        500.000                 NaN   97.2132       0.707380                 NaN            NaN  0.372161                 NaN   1.65906       0.481559E-001            NaN
  1256.41        500.000                 NaN   97.3146       0.682572                 NaN            NaN  0.358719                 NaN   1.59795       0.461405E-001            NaN
  1255.34        500.000                 NaN   97.3972       0.664036                 NaN            NaN  0.348947                 NaN   1.54582       0.439659E-001            NaN
  1254.27        500.000                 NaN   97.4849       0.642104                 NaN            NaN  0.335540                 NaN   1.49467       0.427408E-001            NaN
  1253.20        500.000                 NaN   97.5643       0.623203                 NaN            NaN  0.325767                 NaN   1.44595       0.408169E-001            NaN
  1252.14        500.000                 NaN   97.6415       0.604306                 NaN            NaN  0.315029                 NaN   1.39979       0.393430E-001            NaN
  1251.07        500.000                 NaN   97.7110       0.587883                 NaN            NaN  0.306323                 NaN   1.35714       0.376433E-001            NaN
  1250.00        500.000                 NaN   97.7847       0.568993                 NaN            NaN  0.295224                 NaN   1.31461       0.365159E-001            NaN
  1248.93        500.000                 NaN   97.8455       0.555049                 NaN            NaN  0.287518                 NaN   1.27694       0.350138E-001            NaN
  1247.86        500.000                 NaN   97.9032       0.541735                 NaN            NaN  0.280333                 NaN   1.24126       0.334907E-001            NaN
  1246.79        500.000                 NaN   97.9634       0.526908                 NaN            NaN  0.272468                 NaN   1.20512       0.321460E-001            NaN
  1245.73        500.000                 NaN   98.0203       0.512648                 NaN            NaN  0.263927                 NaN   1.17196       0.311568E-001            NaN
  1244.66        500.000                 NaN   98.0738       0.499488                 NaN            NaN  0.256573                 NaN   1.14017       0.300114E-001            NaN
  1243.59        500.000                 NaN   98.1262       0.485889                 NaN            NaN  0.247621                 NaN   1.11092       0.294018E-001            NaN
  1242.52        500.000                 NaN   98.1698       0.477086                 NaN            NaN  0.243667                 NaN   1.08167       0.277615E-001            NaN
  1241.45        500.000                 NaN   98.2206       0.463616                 NaN            NaN  0.236483                 NaN   1.05258       0.267638E-001            NaN
  1240.38        500.000                 NaN   98.2663       0.452086                 NaN            NaN  0.230160                 NaN   1.02566       0.257801E-001            NaN
  1239.32        500.000                 NaN   98.3085       0.442014                 NaN            NaN  0.224240                 NaN   1.00040       0.248687E-001            NaN
  1238.25        500.000                 NaN   98.3479       0.432532                 NaN            NaN  0.218358                 NaN  0.977130       0.240313E-001            NaN
  1237.18        500.000                 NaN   98.3884       0.422442                 NaN            NaN  0.212043                 NaN  0.953701       0.233663E-001            NaN
  1236.11        500.000                 NaN   98.4300       0.411462                 NaN            NaN  0.206388                 NaN  0.929694       0.224758E-001            NaN
  1235.04        500.000                 NaN   98.4668       0.402238                 NaN            NaN  0.201424                 NaN  0.907905       0.216052E-001            NaN
  1233.97        500.000                 NaN   98.5037       0.393055                 NaN            NaN  0.195844                 NaN  0.886473       0.209551E-001            NaN
  1232.90        500.000                 NaN   98.5384       0.384070                 NaN            NaN  0.191285                 NaN  0.866131       0.200830E-001            NaN
  1231.84        500.000                 NaN   98.5725       0.375397                 NaN            NaN  0.185939                 NaN  0.846637       0.195054E-001            NaN
  1230.77        500.000                 NaN   98.6038       0.367955                 NaN            NaN  0.182298                 NaN  0.827323       0.186094E-001            NaN
  1229.70        500.000                 NaN   98.6370       0.358810                 NaN            NaN  0.176743                 NaN  0.809303       0.181711E-001            NaN
  1228.63        500.000                 NaN   98.6668       0.351758                 NaN            NaN  0.173209                 NaN  0.790925       0.173089E-001            NaN
  1227.56        500.000                 NaN   98.6964       0.344115                 NaN            NaN  0.169243                 NaN  0.773600       0.166443E-001            NaN
  1226.49        500.000                 NaN   98.7261       0.336205                 NaN            NaN  0.164383                 NaN  0.757134       0.162232E-001            NaN
  1225.43        500.000                 NaN   98.7539       0.329179                 NaN            NaN  0.160256                 NaN  0.741025       0.156652E-001            NaN
  1224.36        500.000                 NaN   98.7860       0.317287                 NaN            NaN  0.153869                 NaN  0.727133       0.157463E-001            NaN
  1223.29        500.000                 NaN   98.8065       0.317022                 NaN            NaN  0.153544                 NaN  0.708690       0.142905E-001            NaN
  1222.22        500.000                 NaN   98.8346       0.307655                 NaN            NaN  0.148234                 NaN  0.695311       0.141841E-001            NaN
  1221.15        500.000                 NaN   98.8601       0.300604                 NaN            NaN  0.145553                 NaN  0.680263       0.134779E-001            NaN
  1220.08        500.000                 NaN   98.8817       0.295838                 NaN            NaN  0.142115                 NaN  0.667330       0.130617E-001            NaN
  1219.02        500.000                 NaN   98.9058       0.289039                 NaN            NaN  0.138402                 NaN  0.654146       0.126511E-001            NaN
  1217.95        500.000                 NaN   98.9324       0.280794                 NaN            NaN  0.133814                 NaN  0.640575       0.124491E-001            NaN
  1216.88        500.000                 NaN   98.9504       0.277761                 NaN            NaN  0.132174                 NaN  0.627921       0.117615E-001            NaN
  1215.81        500.000                 NaN   98.9758       0.269659                 NaN            NaN  0.128102                 NaN  0.615005       0.114622E-001            NaN
  1214.74        500.000                 NaN   98.9970       0.263857                 NaN            NaN  0.124816                 NaN  0.603247       0.110924E-001            NaN
  1213.67        500.000                 NaN   99.0159       0.259220                 NaN            NaN  0.122971                 NaN  0.591318       0.105560E-001            NaN
  1212.61        500.000                 NaN   99.0398       0.251547                 NaN            NaN  0.118886                 NaN  0.579455       0.103581E-001            NaN
  1211.54        500.000                 NaN   90.9612        1.07117                 NaN            NaN  0.753042                 NaN   3.58738       0.378431E-001   3.58937     
  1210.47        500.000                 NaN   76.5821       0.987292        1.62485                 NaN   1.94286                 NaN   9.35390       0.968276E-001   9.41213     
  1209.40        500.000                 NaN   97.1976       0.277929                 NaN            NaN  0.237650       0.970411E-001  0.967205       0.521383E-002   1.21738     
  1208.33        500.000                 NaN   94.1360       0.373574                 NaN            NaN  0.499482       0.175015        2.39349       0.275568E-001   2.39484     
  1207.26        500.000                 NaN   94.0502       0.517063       0.283315                 NaN  0.439955                 NaN   2.16954       0.239114E-001   2.51605     
  1206.20        500.000                 NaN   91.8538       0.851168       0.708917E-001            NaN  0.642168                 NaN   3.22709       0.364990E-001   3.31841     
  1205.13        500.000                 NaN   92.6517       0.784853                 NaN            NaN  0.576455                 NaN   2.93326       0.336549E-001   3.02011     
  1204.06        500.000                 NaN   92.0708       0.274794       0.726261                 NaN  0.652685                 NaN   3.09226       0.269443E-001   3.15621     
  1202.99        500.000                 NaN   92.3817       0.907949                 NaN            NaN  0.626993                 NaN   2.98626       0.246376E-001   3.07247     
  1201.92        500.000                 NaN   72.4924        2.95849                 NaN            NaN   2.23865       0.140952        10.8639       0.965384E-001   11.2091     
  1200.85        500.000                 NaN   99.9999       0.210121E-004            NaN            NaN  0.121381E-004            NaN  0.510322E-004            NaN  0.555307E-004
  1199.79        500.000                 NaN   99.0630       0.938696E-001  0.136609E-001            NaN  0.763588E-001            NaN  0.370542       0.305802E-002  0.379526     
  1198.72        500.000                 NaN   99.6176       0.802892E-002  0.347896E-001            NaN  0.320117E-001            NaN  0.150413       0.986215E-003  0.156161     
  1197.65        500.000                 NaN   99.9048                 NaN            NaN            NaN  0.847622E-002  0.721044E-002  0.393780E-001  0.301404E-003  0.398528E-001
  1196.58        500.000                 NaN   99.4646       0.132307E-001  0.437892E-001            NaN  0.399338E-001            NaN  0.217814       0.225883E-002  0.218395     
  1195.51        500.000                 NaN   73.4085        2.82242                 NaN            NaN   2.04827                 NaN   10.7648       0.962368E-001   10.8598     
  1194.44        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.38        500.000                 NaN   95.6804       0.510714                 NaN            NaN  0.355761                 NaN   1.73153       0.743577E-002   1.71419     
  1192.31        500.000                 NaN   94.3639       0.265258                 NaN            NaN  0.442308       0.149768        2.38804       0.166571E-001   2.37411     
  1191.24        500.000                 NaN   70.7117        2.69027                 NaN            NaN   2.13193                 NaN   12.4107       0.988758E-001   11.9565     
  1190.17        500.000                 NaN            NaN   4.48702        3.93063                 NaN   7.04589                 NaN   43.0532       0.327603        41.1557     
  1189.10        500.000                 NaN            NaN   4.47444        3.94367                 NaN   7.04671                 NaN   43.0512       0.327426        41.1565     
  1188.03        500.000                 NaN            NaN   4.46178        3.95680                 NaN   7.04753                 NaN   43.0493       0.327247        41.1573     
  1186.96        500.000                 NaN            NaN   4.44908        3.96997                 NaN   7.04836                 NaN   43.0473       0.327067        41.1582     
