|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1389.96        500.000                 NaN   97.0676       0.653058        1.06569                 NaN  0.867465       0.346208                 NaN            NaN            NaN
  1388.89        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1387.82        500.000                 NaN   99.4866       0.196068       0.947730E-001            NaN  0.152018       0.705857E-001            NaN            NaN            NaN
  1386.75        500.000                 NaN   98.8592       0.418278       0.245493                 NaN  0.336993       0.140082                 NaN            NaN            NaN
  1385.68        500.000                 NaN   98.8709       0.238771       0.415952                 NaN  0.333553       0.140783                 NaN            NaN            NaN
  1384.61        500.000                 NaN   98.8815       0.413172       0.233722                 NaN  0.330494       0.141110                 NaN            NaN            NaN
  1383.55        500.000                 NaN   98.8962       0.410235       0.224816                 NaN  0.326394       0.142376                 NaN            NaN            NaN
  1382.48        500.000                 NaN   98.9061       0.219751       0.407515                 NaN  0.323646       0.143019                 NaN            NaN            NaN
  1381.41        500.000       0.178578E-002   99.9770                 NaN            NaN            NaN  0.751849E-002  0.137039E-001            NaN            NaN            NaN
  1380.34        500.000                 NaN   97.8799       0.797208       0.428632                 NaN  0.625841       0.268455                 NaN            NaN            NaN
  1379.27        500.000                 NaN   98.9412       0.400309       0.200423                 NaN  0.313590       0.144450                 NaN            NaN            NaN
  1378.20        500.000                 NaN   98.9529       0.397552       0.194457                 NaN  0.310158       0.144905                 NaN            NaN            NaN
  1377.13        500.000                 NaN   98.9640       0.395157       0.188330                 NaN  0.307066       0.145480                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.9737       0.393228       0.183025                 NaN  0.304122       0.145877                 NaN            NaN            NaN
  1375.00        500.000                 NaN   98.9849       0.176646       0.390655                 NaN  0.301056       0.146717                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.9960       0.171621       0.388010                 NaN  0.297741       0.146643                 NaN            NaN            NaN
  1372.86        500.000                 NaN   99.0062       0.165430       0.385918                 NaN  0.294933       0.147542                 NaN            NaN            NaN
  1371.79        500.000                 NaN   99.0162       0.383543       0.160342                 NaN  0.291999       0.147914                 NaN            NaN            NaN
  1370.72        500.000                 NaN   99.0262       0.381343       0.155134                 NaN  0.289094       0.148225                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.0350       0.379499       0.150389                 NaN  0.286585       0.148561                 NaN            NaN            NaN
  1368.59        500.000                 NaN   99.0455       0.144095       0.378101                 NaN  0.283468       0.148815                 NaN            NaN            NaN
  1367.52        500.000                 NaN   99.0497       0.139846       0.377986                 NaN  0.282430       0.150069                 NaN            NaN            NaN
  1366.45        500.000                 NaN   99.0676       0.371890       0.135850                 NaN  0.276641       0.148008                 NaN            NaN            NaN
  1365.38        500.000                 NaN   99.0712       0.373539       0.129781                 NaN  0.275846       0.149634                 NaN            NaN            NaN
  1364.31        500.000                 NaN   99.0773       0.370918       0.128447                 NaN  0.274120       0.149187                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.0953       0.117888       0.367471                 NaN  0.268827       0.150530                 NaN            NaN            NaN
  1362.18        500.000                 NaN   98.7863       0.154159       0.499116                 NaN  0.360518       0.199857                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.4172       0.237262       0.757210E-001            NaN  0.172508       0.973140E-001            NaN            NaN            NaN
  1360.04        500.000                 NaN   99.1074       0.144650       0.348991                 NaN  0.263457       0.135540                 NaN            NaN            NaN
  1358.97        500.000                 NaN   99.1339       0.685626E-001  0.374168                 NaN  0.259073       0.164318                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.1322       0.100663       0.359244                 NaN  0.257824       0.150032                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.1411       0.356986       0.969591E-001            NaN  0.255157       0.149838                 NaN            NaN            NaN
  1355.77        500.000                 NaN   99.1488       0.926668E-001  0.355804                 NaN  0.252847       0.149861                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.1560       0.353945       0.905406E-001            NaN  0.250442       0.149031                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.1644       0.857946E-001  0.352506                 NaN  0.248063       0.149279                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.1716       0.350817       0.827266E-001            NaN  0.245806       0.149007                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.1763       0.351970       0.775313E-001            NaN  0.244456       0.149710                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.1888       0.345801       0.768929E-001            NaN  0.240610       0.147891                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.1939       0.345309       0.742596E-001            NaN  0.238917       0.147633                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.2010       0.344123       0.704898E-001            NaN  0.236801       0.147630                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.2079       0.342582       0.678795E-001            NaN  0.234660       0.146948                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.2146       0.640240E-001  0.341432                 NaN  0.232610       0.147328                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.2207       0.599887E-001  0.341098                 NaN  0.230876       0.147316                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.2294       0.592621E-001  0.338097                 NaN  0.227787       0.145438                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.2353       0.636473E-001  0.334092                 NaN  0.225639       0.141356                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.2420       0.338665       0.455735E-001            NaN  0.224553       0.149234                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.2475       0.332721       0.550001E-001            NaN  0.222045       0.142697                 NaN            NaN            NaN
  1339.74        500.000                 NaN   99.2542       0.499019E-001  0.332593                 NaN  0.220087       0.143265                 NaN            NaN            NaN
  1338.67        500.000                 NaN   98.0346       0.831025       0.241917                 NaN  0.572083       0.320416                 NaN            NaN            NaN
  1337.61        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.179809E-005            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.7692       0.958177E-001            NaN            NaN  0.709260E-001  0.640781E-001            NaN            NaN            NaN
  1335.47        500.000                 NaN   99.2872       0.344280                 NaN            NaN  0.211578       0.156918                 NaN            NaN            NaN
  1334.40        500.000                 NaN   99.2873       0.329413       0.290875E-001            NaN  0.210189       0.144008                 NaN            NaN            NaN
  1333.33        500.000                 NaN   99.2959       0.338891       0.599092E-002            NaN  0.208330       0.150885                 NaN            NaN            NaN
  1332.26        500.000                 NaN   99.2997       0.106779E-001  0.334912                 NaN  0.206940       0.147739                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.3028       0.322923       0.305577E-001            NaN  0.204848       0.138905                 NaN            NaN            NaN
  1330.13        500.000                 NaN   99.3093       0.412001E-001  0.315304                 NaN  0.201842       0.132307                 NaN            NaN            NaN
  1329.06        500.000                 NaN   99.3117       0.371382E-001  0.317013                 NaN  0.201206       0.132974                 NaN            NaN            NaN
  1327.99        500.000                 NaN   99.3195       0.323062E-001  0.315777                 NaN  0.199041       0.133357                 NaN            NaN            NaN
  1326.92        500.000                 NaN   99.3241       0.312436E-001  0.315267                 NaN  0.197393       0.132019                 NaN            NaN            NaN
  1325.85        500.000                 NaN   99.3289       0.312465       0.332386E-001            NaN  0.195620       0.129738                 NaN            NaN            NaN
  1324.78        500.000                 NaN   99.3340       0.310440       0.332620E-001            NaN  0.193942       0.128372                 NaN            NaN            NaN
  1323.72        500.000                 NaN   99.3392       0.309443       0.319837E-001            NaN  0.192172       0.127189                 NaN            NaN            NaN
  1322.65        500.000                 NaN   99.3449       0.307141       0.315077E-001            NaN  0.190385       0.126045                 NaN            NaN            NaN
  1321.58        500.000                 NaN   99.3494       0.306841       0.293296E-001            NaN  0.188960       0.125448                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.3553       0.302344       0.329824E-001            NaN  0.186848       0.122519                 NaN            NaN            NaN
  1319.44        500.000                 NaN   99.3566       0.307003       0.264490E-001            NaN  0.186577       0.123368                 NaN            NaN            NaN
  1318.37        500.000                 NaN   99.3672       0.229188E-001  0.303771                 NaN  0.183293       0.122861                 NaN            NaN            NaN
  1317.31        500.000                 NaN   99.3704       0.371133E-001  0.295154                 NaN  0.181309       0.115992                 NaN            NaN            NaN
  1316.24        500.000                 NaN   99.3723       0.286508       0.495488E-001            NaN  0.180622       0.111031                 NaN            NaN            NaN
  1315.17        500.000                 NaN   99.3804       0.580256E-002  0.310041                 NaN  0.179458       0.124321                 NaN            NaN            NaN
  1314.10        500.000                 NaN   99.3838       0.310720E-001  0.294753                 NaN  0.176860       0.113465                 NaN            NaN            NaN
  1313.03        500.000                 NaN   99.3872       0.292592       0.325054E-001            NaN  0.175799       0.111908                 NaN            NaN            NaN
  1311.96        500.000                 NaN   99.3916       0.291390       0.318203E-001            NaN  0.174409       0.110793                 NaN            NaN            NaN
  1310.90        500.000                 NaN   99.3952       0.346450E-001  0.288746                 NaN  0.173029       0.108418                 NaN            NaN            NaN
  1309.83        500.000                 NaN   99.4004       0.309422E-001  0.289166                 NaN  0.171436       0.108009                 NaN            NaN            NaN
  1308.76        500.000                 NaN   99.7418       0.943377E-001  0.699863E-001            NaN  0.717061E-001  0.221898E-001            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.9476                 NaN            NaN            NaN  0.175203E-001  0.348881E-001            NaN            NaN            NaN
  1306.62        500.000                 NaN   98.5248       0.425934E-001  0.774272                 NaN  0.417602       0.240722                 NaN            NaN            NaN
  1305.55        500.000                 NaN   99.4166       0.379950E-001  0.280166                 NaN  0.165673       0.996093E-001            NaN            NaN            NaN
  1304.49        500.000                 NaN   99.4190       0.277933       0.413552E-001            NaN  0.164611       0.971180E-001            NaN            NaN            NaN
  1303.42        500.000                 NaN   99.4794       0.150561                 NaN            NaN  0.188690       0.181299                 NaN            NaN            NaN
  1302.35        500.000                 NaN   99.3673       0.374827       0.117584                 NaN  0.136483       0.376328E-002            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.4315       0.273221       0.431744E-001            NaN  0.160314       0.917738E-001            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.4352       0.440753E-001  0.272018                 NaN  0.159014       0.897004E-001            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.4382       0.269273       0.473801E-001            NaN  0.157812       0.873052E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.4417       0.487885E-001  0.267794                 NaN  0.156584       0.851549E-001            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.4452       0.265066       0.513681E-001            NaN  0.155312       0.830261E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.4485       0.544788E-001  0.262241                 NaN  0.154130       0.806491E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.4519       0.554357E-001  0.260869                 NaN  0.152935       0.788504E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.3666       0.311212       0.549564E-001            NaN  0.176755       0.905203E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.5444       0.216829       0.511419E-001            NaN  0.126161       0.614959E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.4623       0.659176E-001  0.251646                 NaN  0.149087       0.710247E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.4637       0.250792       0.670114E-001            NaN  0.148654       0.698229E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.4676       0.246009       0.728034E-001            NaN  0.147209       0.664150E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.4700       0.723095E-001  0.246467                 NaN  0.146337       0.648463E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.4730       0.769672E-001  0.242641                 NaN  0.145213       0.622099E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.4740       0.247277       0.709982E-001            NaN  0.145154       0.625992E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.4799       0.940666E-001  0.228865                 NaN  0.142446       0.546871E-001            NaN            NaN            NaN
  1284.19        500.000                 NaN   99.4807       0.902033E-001  0.231979                 NaN  0.142385       0.546906E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.4828       0.923129E-001  0.229854                 NaN  0.141825       0.531949E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   99.4771       0.144432       0.209579                 NaN  0.141750       0.271104E-001            NaN            NaN            NaN
  1280.98        500.000                 NaN   95.3183       0.417636        1.15351                 NaN  0.597486       0.381350E-003   2.51264                 NaN            NaN
  1279.91        500.000                 NaN   94.1235        1.64677       0.267428                 NaN  0.730369                 NaN   3.23198                 NaN            NaN
  1278.84        500.000                 NaN   94.4267        1.82458                 NaN            NaN  0.695336                 NaN   3.05336                 NaN            NaN
  1277.78        500.000                 NaN   94.7031        1.74202                 NaN            NaN  0.663238                 NaN   2.89160                 NaN            NaN
  1276.71        500.000                 NaN   94.9534        1.66744                 NaN            NaN  0.633676                 NaN   2.74551                 NaN            NaN
  1275.64        500.000                 NaN   95.1911        1.59557                 NaN            NaN  0.607207                 NaN   2.60616                 NaN            NaN
  1274.57        500.000                 NaN   95.4063        1.53067                 NaN            NaN  0.582302                 NaN   2.48071                 NaN            NaN
  1273.50        500.000                 NaN   95.4456        1.50762                 NaN            NaN  0.578089                 NaN   2.45250       0.161878E-001            NaN
  1272.43        500.000                 NaN   94.1682        1.77587                 NaN            NaN  0.731278                 NaN   3.14798       0.176680                 NaN
  1271.37        500.000                 NaN   94.4817        1.68655                 NaN            NaN  0.690622                 NaN   2.97304       0.168108                 NaN
  1270.30        500.000                 NaN   94.7879        1.59735                 NaN            NaN  0.652661                 NaN   2.80323       0.158820                 NaN
  1269.23        500.000                 NaN   95.0623        1.51850                 NaN            NaN  0.619588                 NaN   2.64991       0.149736                 NaN
  1268.16        500.000                 NaN   95.3071        1.44819                 NaN            NaN  0.589883                 NaN   2.51319       0.141602                 NaN
  1267.09        500.000                 NaN   95.5287        1.38491                 NaN            NaN  0.563672                 NaN   2.38899       0.133760                 NaN
  1266.02        500.000                 NaN   95.7316        1.32619                 NaN            NaN  0.538715                 NaN   2.27637       0.127100                 NaN
  1264.96        500.000                 NaN   95.9189        1.27040                 NaN            NaN  0.514297                 NaN   2.17452       0.121833                 NaN
  1263.89        500.000                 NaN   96.0921        1.22163                 NaN            NaN  0.495233                 NaN   2.07641       0.114662                 NaN
  1262.82        500.000                 NaN   96.2431        1.17824                 NaN            NaN  0.476228                 NaN   1.99275       0.109710                 NaN
  1261.75        500.000                 NaN   96.3842        1.13686                 NaN            NaN  0.457515                 NaN   1.91580       0.105633                 NaN
  1260.68        500.000                 NaN   96.5309        1.09450                 NaN            NaN  0.442483                 NaN   1.83315       0.989273E-001            NaN
  1259.61        500.000                 NaN   96.6541        1.05718                 NaN            NaN  0.425048                 NaN   1.76771       0.959512E-001            NaN
  1258.55        500.000                 NaN   96.7707        1.02294                 NaN            NaN  0.410233                 NaN   1.70404       0.921069E-001            NaN
  1257.48        500.000                 NaN   96.8826       0.989739                 NaN            NaN  0.396732                 NaN   1.64295       0.880048E-001            NaN
  1256.41        500.000                 NaN   96.9917       0.956711                 NaN            NaN  0.382850                 NaN   1.58427       0.844216E-001            NaN
  1255.34        500.000                 NaN   97.0793       0.932942                 NaN            NaN  0.372850                 NaN   1.53436       0.805370E-001            NaN
  1254.27        500.000                 NaN   97.1743       0.903029                 NaN            NaN  0.358946                 NaN   1.48532       0.783856E-001            NaN
  1253.20        500.000                 NaN   97.2593       0.878302                 NaN            NaN  0.348896                 NaN   1.43857       0.749452E-001            NaN
  1252.14        500.000                 NaN   97.3426       0.853002                 NaN            NaN  0.337789                 NaN   1.39427       0.723242E-001            NaN
  1251.07        500.000                 NaN   97.4170       0.831553                 NaN            NaN  0.328834                 NaN   1.35336       0.692808E-001            NaN
  1250.00        500.000                 NaN   97.4972       0.805730                 NaN            NaN  0.317289                 NaN   1.31246       0.672852E-001            NaN
  1248.93        500.000                 NaN   97.5622       0.787527                 NaN            NaN  0.309362                 NaN   1.27632       0.645924E-001            NaN
  1247.86        500.000                 NaN   97.6238       0.770264                 NaN            NaN  0.301979                 NaN   1.24209       0.618547E-001            NaN
  1246.79        500.000                 NaN   97.6888       0.750576                 NaN            NaN  0.293847                 NaN   1.20732       0.594410E-001            NaN
  1245.73        500.000                 NaN   97.7507       0.731213                 NaN            NaN  0.284966                 NaN   1.17546       0.576793E-001            NaN
  1244.66        500.000                 NaN   97.8085       0.713615                 NaN            NaN  0.277344                 NaN   1.14488       0.556235E-001            NaN
  1243.59        500.000                 NaN   97.8660       0.694710                 NaN            NaN  0.267974                 NaN   1.11679       0.545570E-001            NaN
  1242.52        500.000                 NaN   97.9118       0.683988                 NaN            NaN  0.263993                 NaN   1.08862       0.515722E-001            NaN
  1241.45        500.000                 NaN   97.9674       0.665739                 NaN            NaN  0.256504                 NaN   1.06055       0.497768E-001            NaN
  1240.38        500.000                 NaN   98.0172       0.650284                 NaN            NaN  0.249930                 NaN   1.03461       0.480024E-001            NaN
  1239.32        500.000                 NaN   98.0629       0.636697                 NaN            NaN  0.243778                 NaN   1.01027       0.463584E-001            NaN
  1238.25        500.000                 NaN   98.1056       0.623978                 NaN            NaN  0.237650                 NaN  0.987883       0.448487E-001            NaN
  1237.18        500.000                 NaN   98.1499       0.610106                 NaN            NaN  0.231037                 NaN  0.965282       0.436572E-001            NaN
  1236.11        500.000                 NaN   98.1956       0.595183                 NaN            NaN  0.225128                 NaN  0.942038       0.420411E-001            NaN
  1235.04        500.000                 NaN   98.2358       0.582830                 NaN            NaN  0.219957                 NaN  0.920981       0.404581E-001            NaN
  1233.97        500.000                 NaN   98.2761       0.570235                 NaN            NaN  0.214101                 NaN  0.900235       0.392848E-001            NaN
  1232.90        500.000                 NaN   98.3142       0.558199                 NaN            NaN  0.209347                 NaN  0.880544       0.376916E-001            NaN
  1231.84        500.000                 NaN   98.3518       0.546163                 NaN            NaN  0.203718                 NaN  0.861665       0.366481E-001            NaN
  1230.77        500.000                 NaN   98.3857       0.536476                 NaN            NaN  0.199945                 NaN  0.842922       0.350031E-001            NaN
  1229.70        500.000                 NaN   98.4227       0.523570                 NaN            NaN  0.194062                 NaN  0.825459       0.342161E-001            NaN
  1228.63        500.000                 NaN   98.4551       0.514326                 NaN            NaN  0.190386                 NaN  0.807575       0.326280E-001            NaN
  1227.56        500.000                 NaN   98.4877       0.503936                 NaN            NaN  0.186226                 NaN  0.790732       0.314092E-001            NaN
  1226.49        500.000                 NaN   98.5208       0.492787                 NaN            NaN  0.181070                 NaN  0.774724       0.306475E-001            NaN
  1225.43        500.000                 NaN   98.5515       0.483099                 NaN            NaN  0.176709                 NaN  0.759037       0.296250E-001            NaN
  1224.36        500.000                 NaN   98.5891       0.465621                 NaN            NaN  0.169844                 NaN  0.745589       0.298100E-001            NaN
  1223.29        500.000                 NaN   98.6090       0.466846                 NaN            NaN  0.169656                 NaN  0.727413       0.270816E-001            NaN
  1222.22        500.000                 NaN   98.6416       0.453139                 NaN            NaN  0.163960                 NaN  0.714420       0.269081E-001            NaN
  1221.15        500.000                 NaN   98.6699       0.443706                 NaN            NaN  0.161158                 NaN  0.699670       0.255948E-001            NaN
  1220.08        500.000                 NaN   98.6935       0.437072                 NaN            NaN  0.157509                 NaN  0.687058       0.248297E-001            NaN
  1219.02        500.000                 NaN   98.7207       0.427545                 NaN            NaN  0.153548                 NaN  0.674161       0.240736E-001            NaN
  1217.95        500.000                 NaN   98.7514       0.415480                 NaN            NaN  0.148605                 NaN  0.660838       0.237131E-001            NaN
  1216.88        500.000                 NaN   98.7704       0.411873                 NaN            NaN  0.146926                 NaN  0.648405       0.224253E-001            NaN
  1215.81        500.000                 NaN   98.7997       0.400211                 NaN            NaN  0.142539                 NaN  0.635690       0.218765E-001            NaN
  1214.74        500.000                 NaN   98.8237       0.391954                 NaN            NaN  0.139016                 NaN  0.624135       0.211912E-001            NaN
  1213.67        500.000                 NaN   98.8445       0.385869                 NaN            NaN  0.137090                 NaN  0.612374       0.201857E-001            NaN
  1212.61        500.000                 NaN   98.8723       0.374594                 NaN            NaN  0.132662                 NaN  0.600655       0.198265E-001            NaN
  1211.54        500.000                 NaN   90.1086        1.58247                 NaN            NaN  0.834225                 NaN   3.69138       0.719129E-001   3.71141     
  1210.47        500.000                 NaN   74.7997        1.42566        2.37345                 NaN   2.12348                 NaN   9.49457       0.181538        9.60158     
  1209.40        500.000                 NaN   96.8747       0.409761                 NaN            NaN  0.265194       0.170160        1.00228       0.998049E-002   1.26792     
  1208.33        500.000                 NaN   93.5725       0.549562                 NaN            NaN  0.556136       0.306209        2.47434       0.526337E-001   2.48865     
  1207.26        500.000                 NaN   93.4344       0.760597       0.413003                 NaN  0.489814                 NaN   2.24215       0.456676E-001   2.61433     
  1206.20        500.000                 NaN   91.0910        1.25021       0.103142                 NaN  0.713869                 NaN   3.32944       0.696043E-001   3.44277     
  1205.13        500.000                 NaN   91.9747        1.15408                 NaN            NaN  0.641513                 NaN   3.02885       0.642511E-001   3.13662     
  1204.06        500.000                 NaN   91.2759       0.409862        1.06975                 NaN  0.725976                 NaN   3.19087       0.514143E-001   3.27622     
  1202.99        500.000                 NaN   91.6322        1.34527                 NaN            NaN  0.698215                 NaN   3.08432       0.470683E-001   3.19296     
  1201.92        500.000                 NaN   70.4180        4.26218                 NaN            NaN   2.44760       0.242188        11.0124       0.181078        11.4366     
  1200.85        500.000                 NaN   99.9998       0.316745E-004            NaN            NaN  0.136619E-004            NaN  0.532363E-004            NaN  0.583248E-004
  1199.79        500.000                 NaN   98.9635       0.139770       0.205799E-001            NaN  0.858655E-001            NaN  0.386113       0.589958E-002  0.398246     
  1198.72        500.000                 NaN   99.5770       0.119048E-001  0.524267E-001            NaN  0.360197E-001            NaN  0.156787       0.190384E-002  0.163963     
  1197.65        500.000                 NaN   99.8942                 NaN            NaN            NaN  0.954050E-002  0.127552E-001  0.410213E-001  0.582040E-003  0.418561E-001
  1196.58        500.000                 NaN   99.4114       0.196165E-001  0.636328E-001            NaN  0.449290E-001            NaN  0.226747       0.436024E-002  0.229272     
  1195.51        500.000                 NaN   71.4545        4.06781                 NaN            NaN   2.24782                 NaN   10.9285       0.181203        11.1201     
  1194.44        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.38        500.000                 NaN   95.2297       0.764709                 NaN            NaN  0.399446                 NaN   1.79603       0.143247E-001   1.79577     
  1192.31        500.000                 NaN   93.8523       0.396632                 NaN            NaN  0.496429       0.264208        2.47230       0.320774E-001   2.48609     
  1191.24        500.000                 NaN   68.7700        3.88811                 NaN            NaN   2.34168                 NaN   12.5611       0.186345        12.2527     
  1190.17        500.000                 NaN            NaN   6.09256        5.37268                 NaN   7.28632                 NaN   40.9603       0.581297        39.7069     
  1189.10        500.000                 NaN            NaN   6.07563        5.39029                 NaN   7.28720                 NaN   40.9589       0.580994        39.7069     
  1188.03        500.000                 NaN            NaN   6.05859        5.40802                 NaN   7.28808                 NaN   40.9576       0.580687        39.7070     
  1186.96        500.000                 NaN            NaN   6.04148        5.42581                 NaN   7.28897                 NaN   40.9562       0.580377        39.7071     
  1185.90        500.000                 NaN            NaN   6.02412        5.44387                 NaN   7.28987                 NaN   40.9548       0.580063        39.7072     
  1184.83        500.000                 NaN            NaN   5.46221        6.00649                 NaN   7.29077                 NaN   40.9534       0.579746        39.7073     
