|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc            
  1064.88        2500.00                 NaN            NaN   4.36560                 NaN   18.3125                 NaN            NaN   10.7531        46.5086       0.827094                 NaN            NaN   19.2331                 NaN
  1063.30        2500.00                 NaN            NaN   4.36289                 NaN   18.3673                 NaN            NaN   10.7794        46.4563       0.822345                 NaN            NaN   19.2118                 NaN
  1061.72        2500.00                 NaN            NaN   4.36499                 NaN   18.3796                 NaN            NaN   10.7901        46.4406       0.820742                 NaN            NaN   19.2040                 NaN
  1060.13        2500.00                 NaN            NaN   4.37153                 NaN   18.3523                 NaN            NaN   10.7864        46.4591       0.822084                 NaN            NaN   19.2086                 NaN
  1058.55        2500.00                 NaN            NaN   4.36916                 NaN   18.4048                 NaN            NaN   10.8119        46.4087       0.817473                 NaN            NaN   19.1880                 NaN
  1056.97        2500.00                 NaN            NaN   4.37124                 NaN   18.4177                 NaN            NaN   10.8228        46.3926       0.815808                 NaN            NaN   19.1799                 NaN
  1055.39        2500.00                 NaN            NaN   4.37330                 NaN   18.4308                 NaN            NaN   10.8337        46.3763       0.814122                 NaN            NaN   19.1718                 NaN
  1053.80        2500.00                 NaN            NaN   4.35105                 NaN   18.4920                 NaN            NaN   10.8748        46.3152       0.814768                 NaN            NaN   19.1522                 NaN
  1052.22        2500.00                 NaN            NaN   4.37741                 NaN   18.4577                 NaN            NaN   10.8558        46.3431       0.810681                 NaN            NaN   19.1553                 NaN
  1050.64        2500.00                 NaN            NaN   4.37945                 NaN   18.4715                 NaN            NaN   10.8670        46.3262       0.808928                 NaN            NaN   19.1469                 NaN
  1049.06        2500.00                 NaN            NaN   4.38149                 NaN   18.4855                 NaN            NaN   10.8782        46.3092       0.807152                 NaN            NaN   19.1384                 NaN
  1047.47        2500.00                 NaN            NaN   4.38342                 NaN   18.4989                 NaN            NaN   10.8893        46.2925       0.805378                 NaN            NaN   19.1304                 NaN
  1045.89        2500.00                 NaN            NaN   4.38553                 NaN   18.5142                 NaN            NaN   10.9007        46.2746       0.803532                 NaN            NaN   19.1214                 NaN
  1044.31        2500.00                 NaN            NaN   4.38754                 NaN   18.5289                 NaN            NaN   10.9121        46.2571       0.801688                 NaN            NaN   19.1127                 NaN
  1042.73        2500.00                 NaN            NaN   4.38954                 NaN   18.5437                 NaN            NaN   10.9234        46.2395       0.799821                 NaN            NaN   19.1041                 NaN
  1041.14        2500.00                 NaN            NaN   4.39154                 NaN   18.5589                 NaN            NaN   10.9350        46.2215       0.797927                 NaN            NaN   19.0952                 NaN
  1039.56        2500.00                 NaN            NaN   4.39315                 NaN   18.5708                 NaN            NaN   10.9460        46.2058       0.796111                 NaN            NaN   19.0882                 NaN
  1037.98        2500.00                 NaN            NaN   4.39515                 NaN   18.5864                 NaN            NaN   10.9576        46.1874       0.794169                 NaN            NaN   19.0792                 NaN
  1036.40        2500.00                 NaN            NaN   4.39324                 NaN   18.5991                 NaN            NaN   10.9646        46.1726       0.792719                 NaN            NaN   19.0778                 NaN
  1034.81        2500.00                 NaN            NaN   4.39487                 NaN   18.6156                 NaN            NaN   10.9766        46.1535       0.790769                 NaN            NaN   19.0687                 NaN
  1033.23        2500.00                 NaN            NaN   4.39650                 NaN   18.6324                 NaN            NaN   10.9886        46.1343       0.788792                 NaN            NaN   19.0594                 NaN
  1031.65        2500.00                 NaN            NaN   4.39814                 NaN   18.6494                 NaN            NaN   11.0007        46.1148       0.786788                 NaN            NaN   19.0501                 NaN
  1030.07        2500.00                 NaN            NaN   4.39975                 NaN   18.6667                 NaN            NaN   11.0129        46.0952       0.784761                 NaN            NaN   19.0408                 NaN
  1028.48        2500.00                 NaN            NaN   4.40139                 NaN   18.6841                 NaN            NaN   11.0251        46.0753       0.782703                 NaN            NaN   19.0313                 NaN
  1026.90        2500.00                 NaN            NaN   4.40290                 NaN   18.7020                 NaN            NaN   11.0375        46.0552       0.780632                 NaN            NaN   19.0218                 NaN
  1025.32        2500.00                 NaN            NaN   4.40451                 NaN   18.7200                 NaN            NaN   11.0499        46.0349       0.778520                 NaN            NaN   19.0122                 NaN
  1023.74        2500.00                 NaN            NaN   4.40595                 NaN   18.7384                 NaN            NaN   11.0624        46.0143       0.776401                 NaN            NaN   19.0026                 NaN
  1022.15        2500.00                 NaN            NaN   4.40773                 NaN   18.7568                 NaN            NaN   11.0749        45.9937       0.774209                 NaN            NaN   18.9927                 NaN
  1020.57        2500.00                 NaN            NaN   4.40925                 NaN   18.7756                 NaN            NaN   11.0875        45.9727       0.772023                 NaN            NaN   18.9829                 NaN
  1018.99        2500.00                 NaN            NaN   4.41066                 NaN   18.7948                 NaN            NaN   11.1003        45.9515       0.769821                 NaN            NaN   18.9730                 NaN
  1017.41        2500.00                 NaN            NaN   4.41192                 NaN   18.8114                 NaN            NaN   11.1127        45.9320       0.767664                 NaN            NaN   18.9643                 NaN
  1015.82        2500.00                 NaN            NaN   4.41328                 NaN   18.8298                 NaN            NaN   11.1254        45.9113       0.765436                 NaN            NaN   18.9548                 NaN
  1014.24        2500.00                 NaN            NaN   4.41475                 NaN   18.8498                 NaN            NaN   11.1384        45.8893       0.763133                 NaN            NaN   18.9446                 NaN
  1012.66        2500.00                 NaN            NaN   4.41625                 NaN   18.8700                 NaN            NaN   11.1514        45.8672       0.760793                 NaN            NaN   18.9343                 NaN
  1011.08        2500.00                 NaN            NaN   4.41799                 NaN   18.8903                 NaN            NaN   11.1645        45.8449       0.758393                 NaN            NaN   18.9238                 NaN
  1009.49        2500.00                 NaN            NaN   4.41915                 NaN   18.9114                 NaN            NaN   11.1778        45.8221       0.756033                 NaN            NaN   18.9135                 NaN
  1007.91        2500.00                 NaN            NaN   4.42071                 NaN   18.9324                 NaN            NaN   11.1912        45.7993       0.753591                 NaN            NaN   18.9029                 NaN
  1006.33        2500.00                 NaN            NaN   4.42210                 NaN   18.9539                 NaN            NaN   11.2046        45.7761       0.751136                 NaN            NaN   18.8922                 NaN
  1004.75        2500.00                 NaN            NaN   4.42344                 NaN   18.9757                 NaN            NaN   11.2182        45.7526       0.748656                 NaN            NaN   18.8815                 NaN
  1003.16        2500.00                 NaN            NaN   4.42522                 NaN   18.9974                 NaN            NaN   11.2317        45.7291       0.746080                 NaN            NaN   18.8705                 NaN
  1001.58        2500.00                 NaN            NaN   4.42666                 NaN   19.0198                 NaN            NaN   11.2455        45.7051       0.743510                 NaN            NaN   18.8595                 NaN
  1000.00        2500.00                 NaN            NaN   4.42773                 NaN   19.0427                 NaN            NaN   11.2594        45.6807       0.740961                 NaN            NaN   18.8486                 NaN
