|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc            
  1340.23        2500.00        99.1050                 NaN  0.141492                 NaN  0.305957       0.185089                 NaN  0.262462                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.1146                 NaN  0.139246                 NaN  0.302539       0.184415                 NaN  0.259232                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.1234                 NaN  0.136613                 NaN  0.185584       0.298288                 NaN  0.256112                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.1321                 NaN  0.134859                 NaN  0.183894       0.295908                 NaN  0.253215                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.1412                 NaN  0.131717                 NaN  0.186065       0.290995                 NaN  0.250070                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.1494                 NaN  0.129321                 NaN  0.287562       0.186515                 NaN  0.247170                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.1578                 NaN  0.127099                 NaN  0.284279       0.186534                 NaN  0.244330                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.1634                 NaN  0.125524                 NaN  0.187025       0.281467                 NaN  0.242546                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.1756                 NaN  0.120632                 NaN  0.275560       0.190358                 NaN  0.237890                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.1619                 NaN  0.119294                 NaN  0.208747       0.265948                 NaN  0.244160                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.2013                 NaN  0.112231                 NaN  0.273429       0.186048                 NaN  0.226959                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.1962                 NaN  0.113863                 NaN  0.265495       0.193521                 NaN  0.230916                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.2040                 NaN  0.111314                 NaN  0.194513       0.262007                 NaN  0.228176                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.2102                 NaN  0.108174                 NaN  0.257934       0.197820                 NaN  0.225887                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.2178                 NaN  0.105684                 NaN  0.254129       0.199120                 NaN  0.223283                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.2242                 NaN  0.103768                 NaN  0.251431       0.199376                 NaN  0.221182                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.2318                 NaN  0.100068                 NaN  0.203606       0.246362                 NaN  0.218189                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.2374                 NaN  0.971053E-001            NaN  0.241647       0.207492                 NaN  0.216351                 NaN            NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.2434                 NaN  0.938684E-001            NaN  0.211447       0.237097                 NaN  0.214177                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.2466                 NaN  0.933562E-001            NaN  0.209902       0.237060                 NaN  0.213051                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.2570                 NaN  0.859623E-001            NaN  0.222898       0.225128                 NaN  0.209032                 NaN            NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.2612                 NaN  0.845444E-001            NaN  0.223619       0.222913                 NaN  0.207760                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.2676                 NaN  0.821474E-001            NaN  0.225607       0.219001                 NaN  0.205682                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.2721                 NaN  0.793051E-001            NaN  0.216050       0.228531                 NaN  0.203995                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.2789                 NaN  0.754191E-001            NaN  0.207945       0.236253                 NaN  0.201486                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.2835                 NaN  0.727557E-001            NaN  0.203624       0.240184                 NaN  0.199954                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.2893                 NaN  0.698198E-001            NaN  0.198567       0.244430                 NaN  0.197887                 NaN            NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.2944                 NaN  0.667736E-001            NaN  0.192163       0.250419                 NaN  0.196225                 NaN            NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        99.2990                 NaN  0.636022E-001            NaN  0.186832       0.256088                 NaN  0.194514                 NaN            NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        89.1845                 NaN  0.951715                 NaN   2.03380                 NaN            NaN   1.33653        6.49345                 NaN            NaN            NaN            NaN            NaN
  1292.76        2500.00        85.3369                 NaN   1.24618                 NaN   2.70052                 NaN            NaN   1.76962        8.94672                 NaN            NaN            NaN            NaN            NaN
  1291.18        2500.00        84.6595                 NaN   1.28052                 NaN   2.84256                 NaN            NaN   1.84714        9.37026                 NaN            NaN            NaN            NaN            NaN
  1289.59        2500.00        84.7799                 NaN   1.28985                 NaN   2.79534                 NaN            NaN   1.83138        9.30355                 NaN            NaN            NaN            NaN            NaN
  1288.01        2500.00        85.7456                 NaN   1.22679                 NaN   2.61199                 NaN            NaN   1.72104        8.69456                 NaN            NaN            NaN            NaN            NaN
  1286.43        2500.00        87.0874                 NaN   1.12639                 NaN   2.37335                 NaN            NaN   1.56791        7.84494                 NaN            NaN            NaN            NaN            NaN
  1284.85        2500.00        88.2055                 NaN   1.00047                 NaN   2.23427                 NaN            NaN   1.44658        7.11313                 NaN            NaN            NaN            NaN            NaN
  1283.26        2500.00        81.8467                 NaN   1.46419                 NaN   3.05771                 NaN            NaN   2.17166        10.9928       0.466977                 NaN            NaN            NaN            NaN
  1281.68        2500.00        76.7454                 NaN   1.83986                 NaN   3.66622                 NaN            NaN   2.74510        14.0829       0.920556                 NaN            NaN            NaN            NaN
  1280.10        2500.00        83.0936                 NaN   1.40337                 NaN   2.65917                 NaN            NaN   2.00636        10.1643       0.673220                 NaN            NaN            NaN            NaN
  1278.52        2500.00        85.8490                 NaN   1.22294                 NaN   2.17167                 NaN            NaN   1.69140        8.49102       0.573944                 NaN            NaN            NaN            NaN
  1276.93        2500.00        84.3735                 NaN   1.22760                 NaN   2.58414                 NaN            NaN   1.87455        9.28342       0.656759                 NaN            NaN            NaN            NaN
  1275.35        2500.00        94.5002                 NaN            NaN            NaN   1.21230                 NaN            NaN  0.632745        3.25020       0.404521                 NaN            NaN            NaN            NaN
  1273.77        2500.00        80.9758                 NaN   1.61689                 NaN   2.84281                 NaN            NaN   2.19448        11.2705                 NaN   1.09950                 NaN            NaN            NaN
  1272.19        2500.00        99.8714                 NaN  0.782527E-001            NaN  0.330334E-001            NaN            NaN  0.173495E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1270.60        2500.00        96.8156                 NaN  0.296389                 NaN  0.570604                 NaN            NaN  0.373943        1.78140                 NaN  0.162113                 NaN            NaN            NaN
  1269.02        2500.00        93.2636                 NaN  0.358099                 NaN   1.22974                 NaN            NaN  0.783179        3.90726                 NaN  0.458111                 NaN            NaN            NaN
  1267.44        2500.00        95.1167                 NaN  0.304977                 NaN   1.10119                 NaN            NaN  0.673460        2.40854                 NaN  0.395185                 NaN            NaN            NaN
  1265.86        2500.00        94.3079                 NaN  0.291219                 NaN  0.977159                 NaN            NaN  0.543545        3.58137                 NaN  0.298840                 NaN            NaN            NaN
  1264.27        2500.00        94.8674                 NaN  0.296724                 NaN  0.984058                 NaN            NaN  0.595888        2.91792                 NaN  0.337961                 NaN            NaN            NaN
  1262.69        2500.00        95.1154                 NaN  0.292763                 NaN  0.937653                 NaN            NaN  0.569919        2.76671                 NaN  0.317595                 NaN            NaN            NaN
  1261.11        2500.00        95.4912                 NaN  0.262468                 NaN  0.877915                 NaN            NaN  0.520983        2.55369                 NaN  0.293740                 NaN            NaN            NaN
  1259.53        2500.00        96.1570                 NaN  0.231433                 NaN  0.782269                 NaN            NaN  0.447603        2.13497                 NaN  0.246701                 NaN            NaN            NaN
  1257.94        2500.00        96.0389                 NaN  0.240020                 NaN  0.792891                 NaN            NaN  0.461176        2.21547                 NaN  0.251576                 NaN            NaN            NaN
  1256.36        2500.00        97.0723                 NaN  0.204937                 NaN  0.759399                 NaN            NaN  0.423979        1.30179                 NaN  0.237593                 NaN            NaN            NaN
  1254.78        2500.00        95.8342                 NaN  0.228423                 NaN  0.711767                 NaN            NaN  0.399482        2.62071                 NaN  0.205416                 NaN            NaN            NaN
  1253.20        2500.00        84.4454                 NaN  0.680795                 NaN   3.22983                 NaN            NaN   1.45937        7.44931                 NaN  0.615061                 NaN   2.12019                 NaN
  1251.61        2500.00                 NaN            NaN   4.37928                 NaN   21.7324                 NaN            NaN   8.95939        40.3018                 NaN   2.84671                 NaN   15.2895        6.49093     
  1250.03        2500.00                 NaN            NaN   4.36819                 NaN   21.7467                 NaN            NaN   8.97797        40.3307                 NaN   2.85354                 NaN   15.2901        6.43279     
  1248.45        2500.00                 NaN            NaN   4.01922                 NaN   6.94073        12.9226                 NaN   8.80845        41.7024                 NaN  0.148300        3.42591        15.4583        6.57408     
  1246.87        2500.00                 NaN            NaN   4.38108                 NaN   21.7196                 NaN            NaN   9.00803        40.3906                 NaN   2.85411                 NaN   15.3148        6.33184     
  1245.28        2500.00                 NaN            NaN   4.39442                 NaN   21.7355                 NaN            NaN   9.01629        40.3974                 NaN   2.84133                 NaN   15.3307        6.28432     
  1243.70        2500.00                 NaN            NaN   4.41711                 NaN   21.6133                 NaN            NaN   9.02908        40.4941                 NaN   2.86578                 NaN   15.3453        6.23533     
  1242.12        2500.00                 NaN            NaN   4.41305                 NaN   21.7294                 NaN            NaN   9.04258        40.4409                 NaN   2.83165                 NaN   15.3582        6.18421     
  1240.54        2500.00                 NaN            NaN   4.42196                 NaN   21.7267                 NaN            NaN   9.03807        40.4581                 NaN   2.82626                 NaN   15.3844        6.14443     
  1238.95        2500.00                 NaN            NaN   4.42985                 NaN   21.7233                 NaN            NaN   9.05132        40.4821                 NaN   2.82285                 NaN   15.3977        6.09284     
  1237.37        2500.00                 NaN            NaN   4.44199                 NaN   21.7187                 NaN            NaN   9.07837        40.5082                 NaN   2.81741                 NaN   15.4022        6.03307     
  1235.79        2500.00                 NaN            NaN   4.44506                 NaN   21.7165                 NaN            NaN   9.09412        40.5343                 NaN   2.81640                 NaN   15.4138        5.97982     
  1234.21        2500.00                 NaN            NaN   4.45106                 NaN   21.7177                 NaN            NaN   9.10617        40.5562                 NaN   2.81267                 NaN   15.4287        5.92745     
  1232.62        2500.00                 NaN            NaN   4.46633                 NaN   21.7152                 NaN            NaN   9.11386        40.5742                 NaN   2.80292                 NaN   15.4480        5.87946     
  1231.04        2500.00                 NaN            NaN   4.46459                 NaN   21.7156                 NaN            NaN   9.13155        40.6055                 NaN   2.80607                 NaN   15.4564        5.82035     
  1229.46        2500.00                 NaN            NaN   4.46787                 NaN   21.7099                 NaN            NaN   9.15653        40.6346                 NaN   2.80565                 NaN   15.4641        5.76139     
  1227.88        2500.00                 NaN            NaN   4.48485                 NaN   21.7111                 NaN            NaN   9.16244        40.6515                 NaN   2.79477                 NaN   15.4835        5.71191     
  1226.29        2500.00                 NaN            NaN   4.50126                 NaN   21.7041                 NaN            NaN   9.16994        40.6741                 NaN   2.78682                 NaN   15.5022        5.66161     
  1224.71        2500.00                 NaN            NaN   4.50793                 NaN   21.7034                 NaN            NaN   9.18445        40.6994                 NaN   2.78337                 NaN   15.5156        5.60583     
  1223.13        2500.00                 NaN            NaN   4.51796                 NaN   21.7009                 NaN            NaN   9.19651        40.7234                 NaN   2.77804                 NaN   15.5314        5.55175     
  1221.55        2500.00                 NaN            NaN   4.52678                 NaN   21.7019                 NaN            NaN   9.20429        40.7438                 NaN   2.77135                 NaN   15.5511        5.50073     
  1219.96        2500.00                 NaN            NaN   4.53632                 NaN   21.7006                 NaN            NaN   9.21624        40.7680                 NaN   2.76601                 NaN   15.5671        5.44576     
  1218.38        2500.00                 NaN            NaN   4.54138                 NaN   21.7013                 NaN            NaN   9.23438        40.7961                 NaN   2.76370                 NaN   15.5778        5.38536     
  1216.80        2500.00                 NaN            NaN   4.55022                 NaN   21.7005                 NaN            NaN   9.24857        40.8219                 NaN   2.75896                 NaN   15.5921        5.32783     
  1215.22        2500.00                 NaN            NaN   4.55823                 NaN   21.6616                 NaN            NaN   9.25850        40.8756                 NaN   2.76744                 NaN   15.6079        5.27071     
  1213.63        2500.00                 NaN            NaN   4.56924                 NaN   21.6961                 NaN            NaN   9.26710        40.8722                 NaN   2.74883                 NaN   15.6284        5.21818     
  1212.05        2500.00                 NaN            NaN   4.56984                 NaN   21.6982                 NaN            NaN   9.29079        40.9022                 NaN   2.74851                 NaN   15.6369        5.15361     
  1210.47        2500.00                 NaN            NaN   4.58291                 NaN   21.6950                 NaN            NaN   9.30151        40.9287                 NaN   2.74249                 NaN   15.6535        5.09596     
  1208.89        2500.00                 NaN            NaN   4.59168                 NaN   21.6949                 NaN            NaN   9.31418        40.9547                 NaN   2.73741                 NaN   15.6696        5.03745     
  1207.31        2500.00                 NaN            NaN   4.60670                 NaN   21.6958                 NaN            NaN   9.31850        40.9729                 NaN   2.72620                 NaN   15.6938        4.98613     
  1205.72        2500.00                 NaN            NaN   4.60987                 NaN   21.6990                 NaN            NaN   9.33916        41.0040                 NaN   2.72479                 NaN   15.7032        4.92002     
  1204.14        2500.00                 NaN            NaN   4.61938                 NaN   21.6966                 NaN            NaN   9.34877        41.0300                 NaN   2.71937                 NaN   15.7228        4.86305     
  1202.56        2500.00                 NaN            NaN   4.63040                 NaN   21.6967                 NaN            NaN   9.35912        41.0547                 NaN   2.71262                 NaN   15.7411        4.80531     
  1200.98        2500.00                 NaN            NaN   4.63500                 NaN   21.6980                 NaN            NaN   9.37612        41.0852                 NaN   2.71024                 NaN   15.7545        4.74099     
  1199.39        2500.00                 NaN            NaN   4.64832                 NaN   21.6976                 NaN            NaN   9.38450        41.1094                 NaN   2.70194                 NaN   15.7751        4.68314     
  1197.81        2500.00                 NaN            NaN   4.66496                 NaN   21.6965                 NaN            NaN   9.38945        41.1313                 NaN   2.69131                 NaN   15.7987        4.62774     
  1196.23        2500.00                 NaN            NaN   4.67205                 NaN   21.6971                 NaN            NaN   9.40434        41.1609                 NaN   2.68732                 NaN   15.8143        4.56395     
  1194.65        2500.00                 NaN            NaN   4.66360                 NaN   21.7008                 NaN            NaN   9.43285        41.2029                 NaN   2.69413                 NaN   15.8180        4.48773     
  1193.06        2500.00                 NaN            NaN   4.68563                 NaN   21.7013                 NaN            NaN   9.43384        41.2194                 NaN   2.67891                 NaN   15.8458        4.43503     
  1191.48        2500.00                 NaN            NaN   4.68664                 NaN   21.7042                 NaN            NaN   9.45453        41.2539                 NaN   2.67876                 NaN   15.8569        4.36510     
  1189.90        2500.00                 NaN            NaN   4.69283                 NaN   21.7069                 NaN            NaN   9.46978        41.2840                 NaN   2.67482                 NaN   15.8725        4.29908     
  1188.32        2500.00                 NaN            NaN   4.70894                 NaN   21.7070                 NaN            NaN   9.47558        41.3073                 NaN   2.66436                 NaN   15.8962        4.24057     
  1186.73        2500.00                 NaN            NaN   4.72117                 NaN   21.6453                 NaN            NaN   9.48731        41.3836                 NaN   2.67746                 NaN   15.9124        4.17274     
  1185.15        2500.00                 NaN            NaN   4.71917                 NaN   21.7127                 NaN            NaN   9.50830        41.3711                 NaN   2.65809                 NaN   15.9262        4.10443     
  1183.57        2500.00                 NaN            NaN   4.80523                 NaN   21.5324                 NaN            NaN   9.60939        41.3062                 NaN   2.59110                 NaN   15.9945        4.16113     
  1181.99        2500.00                 NaN            NaN   4.72414                 NaN  0.180576        21.3081                 NaN   9.61788        41.3908                 NaN   2.59949                 NaN   16.0903        4.08881     
  1180.40        2500.00                 NaN            NaN   4.75882                 NaN   21.5130                 NaN            NaN   9.61003        41.4096                 NaN   2.59261                 NaN   16.0847        4.03121     
  1178.82        2500.00                 NaN            NaN   4.78334                 NaN   21.5165                 NaN            NaN   9.62481        41.4415                 NaN   2.57587                 NaN   16.1066        3.95135     
  1177.24        2500.00                 NaN            NaN   4.81085                 NaN   21.5000                 NaN            NaN   9.64577        41.4666                 NaN   2.58385                 NaN   16.0989        3.89409     
  1175.66        2500.00                 NaN            NaN   4.78791                 NaN   21.5078                 NaN            NaN   9.66309        41.5072                 NaN   2.57660                 NaN   16.1463        3.81114     
  1174.07        2500.00                 NaN            NaN   4.79181                 NaN   21.4534                 NaN            NaN   9.66598        41.5855                 NaN   2.59422                 NaN   16.1630        3.74605     
  1172.49        2500.00                 NaN            NaN   4.79354                 NaN   21.4647                 NaN            NaN   9.68008        41.6207                 NaN   2.59188                 NaN   16.1824        3.66664     
  1170.91        2500.00                 NaN            NaN   4.79784                 NaN   21.4776                 NaN            NaN   9.68314        41.6573                 NaN   2.58884                 NaN   16.2014        3.59387     
  1169.33        2500.00                 NaN            NaN  0.284885E-001   4.76689        21.4628                 NaN            NaN   9.70264        41.6965                 NaN   2.59348                 NaN   16.2192        3.53005     
  1167.74        2500.00                 NaN            NaN   4.78884                 NaN  0.541867        20.9255                 NaN   9.71266        41.7346                 NaN   2.57644                 NaN   16.2508        3.46930     
  1166.16        2500.00                 NaN            NaN   4.81624                 NaN   21.5120                 NaN            NaN   9.71588        41.7576                 NaN   2.57233                 NaN   16.2586        3.36740     
  1164.58        2500.00                 NaN            NaN   4.84104                 NaN   21.5571                 NaN            NaN   9.71375        41.7651                 NaN   2.55985                 NaN   16.2756        3.28768     
  1163.00        2500.00                 NaN            NaN   4.86596                 NaN   21.5379                 NaN            NaN   9.71481        41.8254                 NaN   2.56325                 NaN   16.2834        3.20929     
  1161.41        2500.00                 NaN            NaN   4.86718                 NaN   21.5433                 NaN            NaN   9.71447        41.8771                 NaN   2.57137                 NaN   16.2938        3.13276     
  1159.83        2500.00                 NaN            NaN  0.206903E-001   4.75584        21.4619                 NaN            NaN   9.73208        42.0016                 NaN   2.62188                 NaN   16.3293        3.07665     
  1158.25        2500.00                 NaN            NaN   4.78373                 NaN   21.5109                 NaN            NaN   9.71823        42.0205                 NaN   2.61869                 NaN   16.3464        3.00159     
  1156.67        2500.00                 NaN            NaN   4.78029                 NaN   21.5270                 NaN            NaN   9.70951        42.0709                 NaN   2.62650                 NaN   16.3634        2.92240     
  1155.08        2500.00                 NaN            NaN   4.82528                 NaN   21.4746                 NaN            NaN   9.77446        42.0744                 NaN   2.59130                 NaN   16.4024        2.85761     
  1153.50        2500.00                 NaN            NaN   4.85342                 NaN   21.5168                 NaN            NaN   9.75932        42.0965                 NaN   2.57132                 NaN   16.4249        2.77768     
  1151.92        2500.00                 NaN            NaN  0.766700E-001   4.79178        21.4340                 NaN            NaN   9.80471        42.1713                 NaN   2.57424                 NaN   16.4484        2.69889     
  1150.34        2500.00                 NaN            NaN  0.509733E-001   4.81858        21.4389                 NaN            NaN   9.80518        42.2290                 NaN   2.57508                 NaN   16.4701        2.61221     
  1148.75        2500.00                 NaN            NaN  0.571428E-001   4.81738        21.4383                 NaN            NaN   9.81618        42.2593                 NaN   2.57246                 NaN   16.4907        2.54850     
  1147.17        2500.00                 NaN            NaN   4.94271                 NaN   21.6955                 NaN            NaN   9.82493        42.2355                 NaN   2.53831                 NaN   16.4014        2.36168     
  1145.59        2500.00                 NaN            NaN   4.94401                 NaN   21.7023                 NaN            NaN   9.83864        42.2765                 NaN   2.53738                 NaN   16.4214        2.27977     
  1144.01        2500.00                 NaN            NaN   4.95291                 NaN   21.7091                 NaN            NaN   9.85258        42.3123                 NaN   2.53042                 NaN   16.4433        2.19942     
  1142.42        2500.00                 NaN            NaN   4.96183                 NaN   21.7161                 NaN            NaN   9.86658        42.3483                 NaN   2.52339                 NaN   16.4653        2.11845     
  1140.84        2500.00                 NaN            NaN   4.96892                 NaN   21.7237                 NaN            NaN   9.88202        42.3864                 NaN   2.51756                 NaN   16.4862        2.03530     
  1139.26        2500.00                 NaN            NaN   4.98890                 NaN   21.7310                 NaN            NaN   9.89608        42.4150                 NaN   2.50171                 NaN   16.5110        1.95635     
  1137.68        2500.00                 NaN            NaN   4.96074                 NaN   21.8573                 NaN            NaN   9.94030        42.3885                 NaN   2.48399                 NaN   16.5134        1.85578     
  1136.09        2500.00                 NaN            NaN   4.97911                 NaN   21.8248                 NaN            NaN   9.94406        42.4493                 NaN   2.48287                 NaN   16.5423        1.77751     
  1134.51        2500.00                 NaN            NaN   5.57237                 NaN   21.7604                 NaN            NaN   10.0310        41.9527       0.621802        1.41872                 NaN   16.7256        1.91742     
  1132.93        2500.00                 NaN            NaN   6.15091                 NaN   21.5150                 NaN            NaN   10.1230        41.6285        1.24522       0.423452                 NaN   16.8888        2.02512     
  1131.35        2500.00                 NaN            NaN   6.37767                 NaN   21.5123                 NaN            NaN   10.1801        41.4549        1.49380                 NaN            NaN   16.9631        2.01810     
  1129.76        2500.00                 NaN            NaN   6.10842                 NaN   21.6929                 NaN            NaN   10.1830        41.6329        1.21698       0.433290                 NaN   16.9029        1.82963     
  1128.18        2500.00                 NaN            NaN   6.34713                 NaN   21.6493                 NaN            NaN   10.2360        41.4801        1.47827                 NaN            NaN   16.9842        1.82496     
  1126.60        2500.00                 NaN            NaN   6.35382                 NaN   21.6507                 NaN            NaN   10.2413        41.5304        1.47817                 NaN            NaN   17.0067        1.73882     
  1125.02        2500.00                 NaN            NaN   6.35784                 NaN   21.6612                 NaN            NaN   10.2506        41.5757        1.47460                 NaN            NaN   17.0287        1.65145     
  1123.43        2500.00                 NaN            NaN   6.39702                 NaN   21.5504                 NaN            NaN   10.2306        41.6811        1.48289                 NaN            NaN   17.0746        1.58332     
  1121.85        2500.00                 NaN            NaN   6.40090                 NaN   21.5577                 NaN            NaN   10.2403        41.7282        1.48096                 NaN            NaN   17.0975        1.49434     
  1120.27        2500.00                 NaN            NaN   6.40472                 NaN   21.5654                 NaN            NaN   10.2500        41.7756        1.47897                 NaN            NaN   17.1206        1.40465     
  1118.69        2500.00                 NaN            NaN   6.38606                 NaN   21.6488                 NaN            NaN   10.2788        41.7836        1.46964                 NaN            NaN   17.1306        1.30241     
  1117.10        2500.00                 NaN            NaN   6.38390                 NaN   21.6710                 NaN            NaN   10.2967        41.8270        1.46746                 NaN            NaN   17.1484        1.20553     
  1115.52        2500.00                 NaN            NaN   6.39496                 NaN   21.6608                 NaN            NaN   10.2975        41.8824        1.46594                 NaN            NaN   17.1784        1.12003     
  1113.94        2500.00                 NaN            NaN   6.41970                 NaN   21.5981                 NaN            NaN   10.2894        41.9686        1.47077                 NaN            NaN   17.2147        1.03866     
  1112.36        2500.00                 NaN            NaN   6.42301                 NaN   21.6081                 NaN            NaN   10.2997        42.0171        1.46853                 NaN            NaN   17.2384       0.945137     
  1110.77        2500.00                 NaN            NaN   6.60127                 NaN   2.98868        15.5585       0.298619E-004   9.47244        43.8447        1.88277                 NaN            NaN   17.8358        1.81579     
  1109.19        2500.00                 NaN            NaN   6.42400                 NaN   21.6477                 NaN            NaN   10.3252        42.1051        1.46210                 NaN            NaN   17.2830       0.752847     
  1107.61        2500.00                 NaN            NaN   6.41689                 NaN   21.6938                 NaN            NaN   10.3447        42.1358        1.45629                 NaN            NaN   17.3009       0.651592     
  1106.03        2500.00                 NaN            NaN   6.42124                 NaN   21.7009                 NaN            NaN   10.3542        42.1875        1.45428                 NaN            NaN   17.3259       0.555899     
  1104.44        2500.00                 NaN            NaN   6.42552                 NaN   21.7083                 NaN            NaN   10.3638        42.2395        1.45226                 NaN            NaN   17.3511       0.459491     
  1102.86        2500.00                 NaN            NaN   6.42983                 NaN   21.7158                 NaN            NaN   10.3734        42.2927        1.45020                 NaN            NaN   17.3768       0.361300     
  1101.28        2500.00                 NaN            NaN   6.44999                 NaN   21.6687                 NaN            NaN   10.3686        42.3749        1.45350                 NaN            NaN   17.4124       0.271926     
  1099.70        2500.00                 NaN            NaN   6.45382                 NaN   21.6779                 NaN            NaN   10.3785        42.4278        1.45129                 NaN            NaN   17.4380       0.172691     
  1098.11        2500.00                 NaN            NaN   6.44273                 NaN   21.7394                 NaN            NaN   10.4020        42.4530        1.44387                 NaN            NaN   17.4545       0.644682E-001
  1096.53        2500.00                 NaN            NaN   6.44744                 NaN   21.7469                 NaN            NaN   10.4108        42.4834        1.44163                 NaN            NaN   17.4698                 NaN
  1094.95        2500.00                 NaN            NaN   6.45069                 NaN   21.7550                 NaN            NaN   10.4214        42.4699        1.43959                 NaN            NaN   17.4634                 NaN
  1093.37        2500.00                 NaN            NaN   6.45426                 NaN   21.7620                 NaN            NaN   10.4310        42.4571        1.43747                 NaN            NaN   17.4582                 NaN
  1091.78        2500.00                 NaN            NaN   6.46979                 NaN   21.7255                 NaN            NaN   10.4291        42.4724        1.43964                 NaN            NaN   17.4636                 NaN
  1090.20        2500.00                 NaN            NaN   6.46125                 NaN   21.7750                 NaN            NaN   10.4496        42.4320        1.43317                 NaN            NaN   17.4490                 NaN
  1088.62        2500.00                 NaN            NaN   6.46488                 NaN   21.7841                 NaN            NaN   10.4599        42.4180        1.43095                 NaN            NaN   17.4422                 NaN
  1087.04        2500.00                 NaN            NaN   6.46821                 NaN   21.7902                 NaN            NaN   10.4689        42.4057        1.42876                 NaN            NaN   17.4382                 NaN
  1085.45        2500.00                 NaN            NaN   6.47202                 NaN   21.7989                 NaN            NaN   10.4787        42.3918        1.42645                 NaN            NaN   17.4321                 NaN
  1083.87        2500.00                 NaN            NaN   6.47498                 NaN   21.8062                 NaN            NaN   10.4886        42.3789        1.42426                 NaN            NaN   17.4271                 NaN
  1082.29        2500.00                 NaN            NaN   6.47858                 NaN   21.8148                 NaN            NaN   10.4983        42.3652        1.42193                 NaN            NaN   17.4212                 NaN
  1080.71        2500.00                 NaN            NaN   6.48222                 NaN   21.8230                 NaN            NaN   10.5078        42.3516        1.41957                 NaN            NaN   17.4158                 NaN
  1079.12        2500.00                 NaN            NaN   6.49142                 NaN   21.8112                 NaN            NaN   10.5120        42.3512        1.41927                 NaN            NaN   17.4149                 NaN
  1077.54        2500.00                 NaN            NaN   6.48907                 NaN   21.8407                 NaN            NaN   10.5276        42.3238        1.41481                 NaN            NaN   17.4041                 NaN
  1075.96        2500.00                 NaN            NaN   6.49303                 NaN   21.8505                 NaN            NaN   10.5372        42.3093        1.41230                 NaN            NaN   17.3978                 NaN
  1074.38        2500.00                 NaN            NaN   6.49645                 NaN   21.8597                 NaN            NaN   10.5471        42.2951        1.40984                 NaN            NaN   17.3918                 NaN
  1072.79        2500.00                 NaN            NaN   6.50331                 NaN   21.8707                 NaN            NaN   10.5507        42.2934        1.40837                 NaN            NaN   17.3734                 NaN
  1071.21        2500.00                 NaN            NaN   6.48922                 NaN   21.9239                 NaN            NaN   10.5817        42.2378        1.40155                 NaN            NaN   17.3659                 NaN
  1069.63        2500.00                 NaN            NaN   6.49384                 NaN   21.9236                 NaN            NaN   10.5690        42.2470        1.40187                 NaN            NaN   17.3647                 NaN
  1068.05        2500.00                 NaN            NaN   6.48259                 NaN   21.9729                 NaN            NaN   10.6228        42.1913        1.39676                 NaN            NaN   17.3336                 NaN
  1066.46        2500.00                 NaN            NaN   6.44832                 NaN   21.6390                 NaN            NaN   10.5408        42.4330        1.45772                 NaN            NaN   17.4811                 NaN
  1064.88        2500.00                 NaN            NaN   6.52490                 NaN   21.8776                 NaN            NaN   10.5998        42.2360        1.39976                 NaN            NaN   17.3619                 NaN
