|6.6.6
Archiving\03_Data\eq/QFM_m3.5/ALH/ALH_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5444       0.455586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5444       0.455585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5444       0.455584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5444       0.455584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5444       0.455583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5444       0.455583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5444       0.455582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5444       0.455582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5444       0.455581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5444       0.455581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5444       0.455580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5444       0.455580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5444       0.455579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5444       0.455578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5444       0.455578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5444       0.455577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5444       0.455577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5444       0.455576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5444       0.455575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5444       0.455575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5444       0.455574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5444       0.455574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5444       0.455573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5444       0.455572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5444       0.455572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5444       0.455571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5444       0.455570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5444       0.455570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5444       0.455569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5444       0.455568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5444       0.455568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.4658       0.455567       0.786258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.7115       0.455569       0.832970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        97.8994       0.455571        1.64499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        97.0874       0.455573        2.45703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        96.2754       0.455575        3.26906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        95.4633       0.455577        4.08111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.6513       0.455579        4.89316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        93.8392       0.455581        5.70522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        93.0271       0.455582        6.51729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        92.2151       0.455584        7.32936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        91.4425       0.455586        8.10193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        90.6699       0.455588        8.87450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.9067       0.455590        9.63771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.1598       0.222182        11.1869       0.431110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.4744                 NaN   12.6842       0.841486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.7335                 NaN   13.4250       0.841490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.0039                 NaN   14.1546       0.841494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.2743                 NaN   14.8842       0.841498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.5525                 NaN   15.6060       0.841501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        82.8306                 NaN   16.3279       0.841505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.1028                 NaN   17.0413       0.841509       0.144510E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.3735                 NaN   17.7553       0.841513       0.296302E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        80.6604                 NaN   18.4537       0.841517       0.444030E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        79.9472                 NaN   19.1521       0.841520       0.591760E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.2340                 NaN   19.8505       0.841524       0.739490E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        78.5209                 NaN   20.5489       0.841528       0.887223E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        77.8357                 NaN   21.2201       0.841532       0.102667                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        77.1506                 NaN   21.8912       0.841535       0.116612                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        76.4655                 NaN   22.5624       0.841539       0.130557                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        75.7804                 NaN   23.2336       0.841543       0.144503                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        75.0953                 NaN   23.9047       0.841547       0.158448                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        74.4101                 NaN   24.5759       0.841551       0.172393                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        73.7250                 NaN   25.2471       0.841555       0.186339                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        73.0398                 NaN   25.9183       0.841558       0.200285                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        72.3872                 NaN   26.5580       0.841562       0.213172                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        71.7346                 NaN   27.1977       0.841566       0.226060                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        71.0820                 NaN   27.8375       0.841570       0.238948                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        70.4294                 NaN   28.4772       0.841574       0.251836                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        69.7768                 NaN   29.1169       0.841578       0.264724                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.1242                 NaN   29.7566       0.841582       0.277613                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        68.4715                 NaN   30.3964       0.841585       0.290501                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        67.8189                 NaN   31.0361       0.841589       0.303389                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        67.1974                 NaN   31.6458       0.841593       0.315238                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        66.5758                 NaN   32.2555       0.841597       0.327087                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        65.9542                 NaN   32.8652       0.841601       0.338936                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        65.3327                 NaN   33.4749       0.841605       0.350785                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        64.7111                 NaN   34.0846       0.841609       0.362634                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        64.0895                 NaN   34.6944       0.841613       0.374483                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        63.4680                 NaN   35.3041       0.841616       0.386333                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        62.8464                 NaN   35.9138       0.841620       0.398182                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        62.2646                 NaN   36.4847       0.841624       0.409136                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        61.6828                 NaN   37.0555       0.841628       0.420089                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        61.1010                 NaN   37.6263       0.841632       0.431043                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        60.5192                 NaN   38.1972       0.841635       0.441997                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        59.9374                 NaN   38.7680       0.841639       0.452950                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        59.3556                 NaN   39.3389       0.841643       0.463904                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        58.7738                 NaN   39.9097       0.841647       0.474859                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        58.1919                 NaN   40.4806       0.841650       0.485813                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        57.6489                 NaN   41.0132       0.841654       0.496163                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        57.1059                 NaN   41.5459       0.841658       0.506514                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        56.5629                 NaN   42.0785       0.841661       0.516864                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        56.0199                 NaN   42.6112       0.841665       0.527215                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        55.4769                 NaN   43.1438       0.841668       0.537566                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.9339                 NaN   43.6765       0.841672       0.547917                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        54.3909                 NaN   44.2092       0.841676       0.558268                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.8479                 NaN   44.7418       0.841679       0.568619                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        53.3595                 NaN   45.2211       0.841683       0.577728                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        52.8711                 NaN   45.7004       0.841686       0.586838                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        52.3827                 NaN   46.1796       0.841689       0.595948                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        51.8944                 NaN   46.6589       0.841692       0.605058                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.4060                 NaN   47.1381       0.841695       0.614168                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        50.9176                 NaN   47.6174       0.841699       0.623278                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        50.4292                 NaN   48.0967       0.841702       0.632388                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.9408                 NaN   48.5760       0.841705       0.641498                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        49.4996                 NaN   49.0082       0.841708       0.650406                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        49.0585                 NaN   49.4405       0.841711       0.659313                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        48.6173                 NaN   49.8728       0.841714       0.668221                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        48.1761                 NaN   50.3051       0.841717       0.677129                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        47.7349                 NaN   50.7373       0.841720       0.686037                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        47.2937                 NaN   51.1696       0.841723       0.694944                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        46.8525                 NaN   51.6019       0.841726       0.703852                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        46.4113                 NaN   52.0342       0.841729       0.712760                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        46.0209                 NaN   52.4169       0.841732       0.720546                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        45.6304                 NaN   52.7995       0.841734       0.728331                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        45.2400                 NaN   53.1822       0.841737       0.736117                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        44.8495                 NaN   53.5648       0.841739       0.743903                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        44.4591                 NaN   53.9475       0.841742       0.751688                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        44.0686                 NaN   54.3301       0.841745       0.759474                 NaN            NaN            NaN            NaN            NaN            NaN
