|6.6.6
Archiving\03_Data\eq/QFM_m3.5/ALH/ALH_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7262       0.273828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7262       0.273849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7261       0.273870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7261       0.273892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7261       0.273913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7261       0.273934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7260       0.273956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7260       0.273977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7260       0.273999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7260       0.274021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7260       0.274042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7259       0.274064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7259       0.274086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7259       0.274107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7259       0.274129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7258       0.274151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7258       0.274173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7258       0.274195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7258       0.274217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7258       0.274239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7257       0.274261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7257       0.274283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7257       0.274305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.7257       0.274327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.7257       0.274349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.7256       0.274371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.7256       0.274393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.7256       0.274416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.7256       0.274438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.7255       0.274460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.7255       0.274482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.6515       0.274517       0.740133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.9412       0.274657       0.784112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.1800       0.274807        1.54515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        97.4180       0.274956        2.30706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        96.6551       0.275105        3.06984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
