|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.170666E-001   95.7650        2.93666        1.26755                 NaN  0.137393E-001            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.267151E-005   99.9698       0.228595E-001  0.506799E-002            NaN  0.222662E-002            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.174398E-003   99.1654       0.202990       0.601620                 NaN  0.297718E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.656060E-004   99.5699       0.310526       0.104461                 NaN  0.150758E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.628032E-004   99.5638       0.314128       0.106075                 NaN  0.158960E-001            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.534261E-004   99.5814       0.301626       0.102787                 NaN  0.141055E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.495811E-004   99.5762       0.305140       0.103710                 NaN  0.148695E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.374973E-004   99.5772       0.104151       0.304462                 NaN  0.141558E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.305561E-004   99.5786       0.303007       0.104557                 NaN  0.137606E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00       0.195032E-002   99.5824       0.110977       0.292393                 NaN  0.123289E-001            NaN            NaN            NaN            NaN
  1415.60        2500.00                 NaN   98.9217       0.356939       0.196231                 NaN  0.141475       0.383638                 NaN            NaN            NaN
  1414.53        2500.00       0.389269E-002   98.9243       0.209856       0.335218                 NaN  0.140095       0.386605                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.9382       0.352490       0.182970                 NaN  0.144725       0.381618                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.9435       0.350719       0.181893                 NaN  0.143638       0.380251                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   98.9563       0.176389       0.348064                 NaN  0.143318       0.375921                 NaN            NaN            NaN
