|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.262200E-001   95.0017        3.44712        1.50739                 NaN  0.175353E-001            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.413409E-005   99.9640       0.270572E-001  0.607670E-002            NaN  0.286614E-002            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.269368E-003   99.0068       0.243212       0.711372                 NaN  0.383023E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.101394E-003   99.4876       0.367614       0.125314                 NaN  0.194190E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.969966E-004   99.4801       0.372034       0.127318                 NaN  0.204941E-001            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.825147E-004   99.5007       0.357491       0.123480                 NaN  0.182087E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.765232E-004   99.4944       0.361742       0.124626                 NaN  0.192039E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.578653E-004   99.4953       0.125233       0.361144                 NaN  0.183004E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.471319E-004   99.4968       0.359575       0.125792                 NaN  0.178030E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00       0.300732E-002   99.5003       0.133583       0.347139                 NaN  0.159614E-001            NaN            NaN            NaN            NaN
  1415.60        2500.00                 NaN   98.7845       0.423858       0.236312                 NaN  0.183344       0.371993                 NaN            NaN            NaN
  1414.53        2500.00       0.600880E-002   98.7856       0.252954       0.398456                 NaN  0.181875       0.375062                 NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.8014       0.419333       0.220741                 NaN  0.188148       0.370423                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.8064       0.417604       0.219642                 NaN  0.187063       0.369290                 NaN            NaN            NaN
