|6.6.6
Archiving\03_Data\DeqLP/QFM_m5/K22/K22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1740.38        500.000        61.2400        2.78856       0.675687E-002   35.3660       0.598736                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        60.7241        2.72551       0.608182E-002   35.9318       0.612530                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        60.2085        2.66249       0.540701E-002   36.4973       0.626319                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        59.6930        2.59948       0.473244E-002   37.0627       0.640104                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        59.1777        2.53650       0.405812E-002   37.6279       0.653883                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        58.6626        2.47355       0.338405E-002   38.1928       0.667657                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        58.1476        2.41061       0.271021E-002   38.7576       0.681427                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        57.6329        2.34770       0.203662E-002   39.3222       0.695191                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        57.1102        2.27680       0.132857E-002   39.9031       0.708560                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        56.5877        2.20592       0.620807E-003   40.4838       0.721923                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        56.0666        2.13408                 NaN   41.0640       0.735369                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        55.5432        2.05904                 NaN   41.6486       0.749098                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        55.0210        1.98192                 NaN   42.2349       0.762192                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        54.4989        1.90483                 NaN   42.8209       0.775281                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        53.9771        1.82778                 NaN   43.4067       0.788364                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        53.4556        1.75076                 NaN   43.9922       0.801441                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        52.9299        1.66380                 NaN   44.5920       0.814290                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        52.4044        1.57688                 NaN   45.1916       0.827132                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        51.8792        1.49000                 NaN   45.7908       0.839968                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        51.3543        1.40317                 NaN   46.3897       0.852798                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        50.8296        1.31638                 NaN   46.9884       0.865622                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        50.3052        1.22963                 NaN   47.5867       0.878439                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        49.7810        1.14293                 NaN   48.1848       0.891249                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        49.2571        1.05627                 NaN   48.7825       0.904054                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        48.7388       0.957128                 NaN   49.3875       0.916551                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        48.2207       0.858044                 NaN   49.9922       0.929042                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        47.7029       0.759016                 NaN   50.5965       0.941525                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        47.1854       0.660044                 NaN   51.2005       0.954002                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        46.6682       0.561127                 NaN   51.8042       0.966471                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        46.1513       0.462267                 NaN   52.4075       0.978934                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        45.6347       0.363462                 NaN   53.0105       0.991389                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        45.1184       0.264713                 NaN   53.6131        1.00384                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        44.6197       0.163541                 NaN   54.2004        1.01638                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        44.1213       0.624278E-001            NaN   54.7874        1.02891                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        43.6714                 NaN            NaN   55.2887        1.03989                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        43.2956                 NaN            NaN   55.6556        1.04884                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        42.9256                 NaN            NaN   56.0167        1.05771                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        42.5555                 NaN            NaN   56.3779        1.06658                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        42.0963                 NaN            NaN   56.6886        1.07385       0.141198                 NaN            NaN            NaN            NaN
  1615.38        500.000        41.0140                 NaN            NaN   56.6960        1.06569        1.22432                 NaN            NaN            NaN            NaN
  1612.18        500.000        40.1071                 NaN            NaN   56.6935        1.05693        2.14251                 NaN            NaN            NaN            NaN
  1608.97        500.000        39.2001                 NaN            NaN   56.6911        1.04816        3.06071                 NaN            NaN            NaN            NaN
  1605.77        500.000        38.2931                 NaN            NaN   56.6886        1.03939        3.97890                 NaN            NaN            NaN            NaN
  1602.56        500.000        37.3861                 NaN            NaN   56.6862        1.03063        4.89710                 NaN            NaN            NaN            NaN
  1599.36        500.000        36.4791                 NaN            NaN   56.6837        1.02186        5.81530                 NaN            NaN            NaN            NaN
  1596.15        500.000        35.5721                 NaN            NaN   56.6813        1.01309        6.73350                 NaN            NaN            NaN            NaN
  1592.95        500.000        34.6651                 NaN            NaN   56.6788        1.00432        7.65170                 NaN            NaN            NaN            NaN
  1589.74        500.000        33.7581                 NaN            NaN   56.6764       0.995558        8.56991                 NaN            NaN            NaN            NaN
  1586.54        500.000        33.0713                 NaN            NaN   56.6626       0.985857        9.28025                 NaN            NaN            NaN            NaN
  1583.33        500.000        32.3845                 NaN            NaN   56.6487       0.976156        9.99059                 NaN            NaN            NaN            NaN
  1580.13        500.000        31.6977                 NaN            NaN   56.6349       0.966454        10.7009                 NaN            NaN            NaN            NaN
  1576.92        500.000        31.0109                 NaN            NaN   56.6210       0.956753        11.4113                 NaN            NaN            NaN            NaN
  1573.72        500.000        30.3241                 NaN            NaN   56.6072       0.947052        12.1216                 NaN            NaN            NaN            NaN
  1570.51        500.000        29.6373                 NaN            NaN   56.5934       0.937351        12.8320                 NaN            NaN            NaN            NaN
  1567.31        500.000        28.9505                 NaN            NaN   56.5795       0.927650        13.5423                 NaN            NaN            NaN            NaN
  1564.10        500.000        28.2637                 NaN            NaN   56.5657       0.917948        14.2527                 NaN            NaN            NaN            NaN
  1560.90        500.000        27.7134                 NaN            NaN   56.5472       0.906907        14.8326                 NaN            NaN            NaN            NaN
  1557.69        500.000        27.1630                 NaN            NaN   56.5286       0.895865        15.4125                 NaN            NaN            NaN            NaN
  1554.49        500.000        26.6127                 NaN            NaN   56.5101       0.884824        15.9924                 NaN            NaN            NaN            NaN
  1551.28        500.000        26.0623                 NaN            NaN   56.4915       0.873782        16.5723                 NaN            NaN            NaN            NaN
  1548.08        500.000        25.5120                 NaN            NaN   56.4730       0.862740        17.1523                 NaN            NaN            NaN            NaN
  1544.87        500.000        24.9617                 NaN            NaN   56.4545       0.851699        17.7322                 NaN            NaN            NaN            NaN
  1541.67        500.000        24.4113                 NaN            NaN   56.4359       0.840657        18.3121                 NaN            NaN            NaN            NaN
  1538.46        500.000        23.8610                 NaN            NaN   56.4174       0.829615        18.8920                 NaN            NaN            NaN            NaN
  1535.26        500.000        23.3942                 NaN            NaN   56.3988       0.816786        19.3902                 NaN            NaN            NaN            NaN
  1532.05        500.000        22.9273                 NaN            NaN   56.3802       0.803957        19.8885                 NaN            NaN            NaN            NaN
  1528.85        500.000        22.4605                 NaN            NaN   56.3617       0.791128        20.3867                 NaN            NaN            NaN            NaN
  1525.64        500.000        21.9937                 NaN            NaN   56.3431       0.778298        20.8849                 NaN            NaN            NaN            NaN
  1522.44        500.000        21.5268                 NaN            NaN   56.3245       0.765469        21.3832                 NaN            NaN            NaN            NaN
  1519.23        500.000        21.0600                 NaN            NaN   56.3060       0.752640        21.8814                 NaN            NaN            NaN            NaN
  1516.03        500.000        20.5931                 NaN            NaN   56.2874       0.739810        22.3796                 NaN            NaN            NaN            NaN
  1512.82        500.000        20.1263                 NaN            NaN   56.2688       0.726981        22.8779                 NaN            NaN            NaN            NaN
  1509.62        500.000        19.7138                 NaN            NaN   56.2542       0.711818        23.3202                 NaN            NaN            NaN            NaN
  1506.41        500.000        19.3014                 NaN            NaN   56.2395       0.696655        23.7624                 NaN            NaN            NaN            NaN
  1503.21        500.000        18.8889                 NaN            NaN   56.2249       0.681492        24.2047                 NaN            NaN            NaN            NaN
  1500.00        500.000        18.4765                 NaN            NaN   56.2102       0.666329        24.6470                 NaN            NaN            NaN            NaN
  1496.79        500.000        18.0640                 NaN            NaN   56.1955       0.651167        25.0893                 NaN            NaN            NaN            NaN
  1493.59        500.000        17.6515                 NaN            NaN   56.1809       0.636004        25.5316                 NaN            NaN            NaN            NaN
  1490.38        500.000        17.2391                 NaN            NaN   56.1662       0.620841        25.9739                 NaN            NaN            NaN            NaN
  1487.18        500.000        16.8266                 NaN            NaN   56.1515       0.605678        26.4162                 NaN            NaN            NaN            NaN
  1483.97        500.000        16.4440                 NaN            NaN   56.1410       0.589468        26.8255                 NaN            NaN            NaN            NaN
  1480.77        500.000        16.0615                 NaN            NaN   56.1304       0.573258        27.2349                 NaN            NaN            NaN            NaN
  1477.56        500.000        15.6006                 NaN            NaN   56.1173       0.561174        27.5591       0.161793                 NaN            NaN            NaN
  1474.36        500.000        15.0172                 NaN            NaN   56.1006       0.557108        27.7395       0.585628                 NaN            NaN            NaN
  1471.15        500.000        14.4940                 NaN            NaN   56.0792       0.555910        27.8945       0.976395                 NaN            NaN            NaN
  1467.95        500.000        13.9709                 NaN            NaN   56.0578       0.554713        28.0494        1.36716                 NaN            NaN            NaN
  1464.74        500.000        13.4477                 NaN            NaN   56.0364       0.553515        28.2044        1.75793                 NaN            NaN            NaN
  1461.54        500.000        12.9246                 NaN            NaN   56.0150       0.552318        28.3594        2.14869                 NaN            NaN            NaN
  1458.33        500.000        12.4652                 NaN            NaN   55.9884       0.554336        28.4887        2.50334                 NaN            NaN            NaN
  1455.13        500.000        12.0059                 NaN            NaN   55.9617       0.556354        28.6181        2.85799                 NaN            NaN            NaN
  1451.92        500.000        11.5728                 NaN            NaN   55.9316       0.560341        28.7417        3.19361                 NaN            NaN            NaN
  1448.72        500.000        11.0234                 NaN            NaN   55.8395       0.593820        28.2006       0.826861        3.51583                 NaN            NaN
  1445.51        500.000        11.0234                 NaN            NaN   55.8395       0.593820        28.2006       0.826861        3.51583                 NaN            NaN
  1442.31        500.000        11.0234                 NaN            NaN   55.8395       0.593820        28.2006       0.826861        3.51583                 NaN            NaN
  1439.10        500.000        11.0234                 NaN            NaN   55.8395       0.593820        28.2006       0.826861        3.51583                 NaN            NaN
  1435.90        500.000        9.37084                 NaN            NaN   55.6196       0.662175        27.7355        4.67402        1.93787                 NaN            NaN
  1432.69        500.000        9.00940                 NaN            NaN   55.5664       0.679002        27.6613        4.93353        2.15044                 NaN            NaN
  1429.49        500.000        8.58579                 NaN            NaN   55.5399       0.693411        27.5601        5.15631        2.39982       0.646614E-001            NaN
  1426.28        500.000        8.58579                 NaN            NaN   55.5399       0.693411        27.5601        5.15631        2.39982       0.646614E-001            NaN
  1423.08        500.000        7.62292                 NaN            NaN   55.5605       0.713747        27.2727        2.99174        5.47664       0.361818                 NaN
  1419.87        500.000        7.62292                 NaN            NaN   55.5605       0.713747        27.2727        2.99174        5.47664       0.361818                 NaN
  1416.67        500.000        7.62292                 NaN            NaN   55.5605       0.713747        27.2727        2.99174        5.47664       0.361818                 NaN
  1413.46        500.000        7.62292                 NaN            NaN   55.5605       0.713747        27.2727        2.99174        5.47664       0.361818                 NaN
  1410.26        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1407.05        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1403.85        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1400.64        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1397.44        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1394.23        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1391.03        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1387.82        500.000        6.17346                 NaN            NaN   55.5866       0.750004        26.7938        5.95374        3.91016       0.832190                 NaN
  1384.62        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1381.41        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1378.21        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1375.00        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1371.79        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1368.59        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1365.38        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1362.18        500.000        4.33343                 NaN            NaN   55.5989       0.811099        26.0823        5.14605        6.53067        1.49755                 NaN
  1358.97        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1355.77        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1352.56        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1349.36        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1346.15        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1342.95        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1339.74        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1336.54        500.000        3.17481                 NaN            NaN   55.5830       0.862151        25.5719        6.85498        5.97121        1.98194                 NaN
  1333.33        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1330.13        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1326.92        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1323.72        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1320.51        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1317.31        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1314.10        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1310.90        500.000        2.34894                 NaN            NaN   55.5505       0.905993        25.1954        7.05586        6.57424        2.36913                 NaN
  1307.69        500.000        1.71275                 NaN            NaN   55.5033       0.943826        24.9268        7.19325        7.03011        2.68998                 NaN
  1304.49        500.000        1.71275                 NaN            NaN   55.5033       0.943826        24.9268        7.19325        7.03011        2.68998                 NaN
  1301.28        500.000        1.71275                 NaN            NaN   55.5033       0.943826        24.9268        7.19325        7.03011        2.68998                 NaN
  1298.08        500.000        1.71275                 NaN            NaN   55.5033       0.943826        24.9268        7.19325        7.03011        2.68998                 NaN
  1294.87        500.000        1.44302                 NaN            NaN   55.4756       0.960287        24.8306        7.24953        7.21094        2.83000                 NaN
  1291.67        500.000        1.44302                 NaN            NaN   55.4756       0.960287        24.8306        7.24953        7.21094        2.83000                 NaN
  1288.46        500.000        1.31776                 NaN            NaN   55.4606       0.968098        24.7913        7.29031        7.27697        2.89490                 NaN
  1285.26        500.000        1.25721                 NaN            NaN   55.4529       0.971840        24.7743        7.29092        7.32669        2.92613                 NaN
  1282.05        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1278.85        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1275.64        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1272.44        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1269.23        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1266.03        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1262.82        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1259.62        500.000                 NaN            NaN            NaN   55.4782       0.975971        24.7466        7.39836        7.54091        3.06362       0.796383     
  1256.41        500.000                 NaN            NaN            NaN   55.4905        1.00558        24.9306        7.20552        7.44378        3.11486       0.809093     
  1253.21        500.000                 NaN            NaN            NaN   55.4905        1.00558        24.9306        7.20552        7.44378        3.11486       0.809093     
  1250.00        500.000                 NaN            NaN            NaN   55.4905        1.00558        24.9306        7.20552        7.44378        3.11486       0.809093     
  1246.79        500.000                 NaN            NaN            NaN   55.4905        1.00558        24.9306        7.20552        7.44378        3.11486       0.809093     
  1243.59        500.000                 NaN            NaN            NaN   55.4905        1.00558        24.9306        7.20552        7.44378        3.11486       0.809093     
