|6.6.6
Archiving\03_Data\DeqLP/QFM_m5/K22/K22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1830.13        500.000        78.9438        1.59061       0.837902E-002   19.3343       0.122881                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        78.4369        1.58164       0.819319E-002   19.8390       0.134286                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        77.9298        1.57267       0.800725E-002   20.3439       0.145698                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        77.4223        1.56369       0.782121E-002   20.8491       0.157117                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        76.9297        1.55123       0.762463E-002   21.3435       0.167899                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        76.4369        1.53876       0.742797E-002   21.8383       0.178687                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        75.9438        1.52629       0.723121E-002   22.3332       0.189482                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        75.4505        1.51380       0.703437E-002   22.8284       0.200282                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        74.9570        1.50131       0.683744E-002   23.3237       0.211088                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        74.4633        1.48881       0.664043E-002   23.8193       0.221900                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        73.9694        1.47631       0.644333E-002   24.3152       0.232717                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        73.4752        1.46379       0.624615E-002   24.8112       0.243541                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        72.9837        1.44737       0.603449E-002   25.3091       0.253805                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        72.4921        1.43094       0.582276E-002   25.8071       0.264074                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        72.0002        1.41450       0.561095E-002   26.3053       0.274348                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        71.5082        1.39805       0.539907E-002   26.8037       0.284626                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        71.0160        1.38160       0.518712E-002   27.3023       0.294908                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        70.5237        1.36514       0.497510E-002   27.8010       0.305195                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        70.0312        1.34867       0.476301E-002   28.2999       0.315487                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        69.5386        1.33219       0.455086E-002   28.7989       0.325782                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        69.0401        1.31144       0.432226E-002   29.3085       0.335658                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        68.5415        1.29069       0.409361E-002   29.8182       0.345537                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        68.0427        1.26993       0.386490E-002   30.3281       0.355420                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        67.5439        1.24917       0.363614E-002   30.8380       0.365306                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        67.0449        1.22839       0.340733E-002   31.3481       0.375194                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        66.5458        1.20761       0.317847E-002   31.8583       0.385087                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        66.0467        1.18682       0.294956E-002   32.3686       0.394982                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        65.5474        1.16602       0.272059E-002   32.8790       0.404880                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        65.0369        1.14054       0.247400E-002   33.4057       0.414408                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        64.5263        1.11506       0.222737E-002   33.9325       0.423938                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        64.0156        1.08957       0.198071E-002   34.4594       0.433470                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        63.5049        1.06408       0.173401E-002   34.9863       0.443004                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        62.9941        1.03857       0.148729E-002   35.5133       0.452540                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        62.4833        1.01307       0.124053E-002   36.0404       0.462078                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        61.9724       0.987551       0.993746E-003   36.5675       0.471617                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        61.4614       0.962030       0.746934E-003   37.0946       0.481159                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        60.9418       0.933221       0.487368E-003   37.6341       0.490403                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        60.4222       0.904407       0.227787E-003   38.1735       0.499647                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        59.9037       0.875176                 NaN   38.7122       0.508969                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        59.3825       0.844620                 NaN   39.2543       0.518520                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        58.8621       0.813192                 NaN   39.7971       0.527576                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        58.3417       0.781760                 NaN   40.3399       0.536632                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        57.8213       0.750324                 NaN   40.8826       0.545689                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        57.3010       0.718885                 NaN   41.4254       0.554747                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        56.7757       0.683348                 NaN   41.9773       0.563653                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        56.2504       0.647810                 NaN   42.5293       0.572560                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        55.7251       0.612270                 NaN   43.0811       0.581466                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        55.2000       0.576729                 NaN   43.6329       0.590372                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        54.6749       0.541187                 NaN   44.1847       0.599277                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        54.1498       0.505645                 NaN   44.7363       0.608183                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        53.6249       0.470102                 NaN   45.2880       0.617088                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        53.1000       0.434559                 NaN   45.8395       0.625992                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        52.5795       0.393865                 NaN   46.3920       0.634697                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        52.0590       0.353173                 NaN   46.9444       0.643401                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        51.5388       0.312485                 NaN   47.4967       0.652104                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        51.0186       0.271801                 NaN   48.0488       0.660805                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        50.4985       0.231121                 NaN   48.6008       0.669505                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        49.9786       0.190444                 NaN   49.1527       0.678204                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        49.4589       0.149772                 NaN   49.7045       0.686901                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        48.9392       0.109105                 NaN   50.2561       0.695596                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        48.4369       0.674199E-001            NaN   50.7913       0.704456                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        47.9346       0.257413E-001            NaN   51.3263       0.713314                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        47.4914                 NaN            NaN   51.7876       0.721082                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        47.1373                 NaN            NaN   52.1352       0.727485                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        46.7891                 NaN            NaN   52.4771       0.733858                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        46.4408                 NaN            NaN   52.8190       0.740232                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        45.9977                 NaN            NaN   53.1213       0.745738       0.135222                 NaN            NaN            NaN            NaN
  1615.38        500.000        44.8951                 NaN            NaN   53.1896       0.741403        1.17387                 NaN            NaN            NaN            NaN
  1612.18        500.000        43.9688                 NaN            NaN   53.2390       0.736453        2.05571                 NaN            NaN            NaN            NaN
  1608.97        500.000        43.0406                 NaN            NaN   53.2885       0.731492        2.93945                 NaN            NaN            NaN            NaN
  1605.77        500.000        42.1104                 NaN            NaN   53.3380       0.726519        3.82509                 NaN            NaN            NaN            NaN
  1602.56        500.000        41.1783                 NaN            NaN   53.3876       0.721534        4.71265                 NaN            NaN            NaN            NaN
  1599.36        500.000        40.2442                 NaN            NaN   53.4371       0.716537        5.60213                 NaN            NaN            NaN            NaN
  1596.15        500.000        39.3082                 NaN            NaN   53.4867       0.711528        6.49352                 NaN            NaN            NaN            NaN
  1592.95        500.000        38.3703                 NaN            NaN   53.5364       0.706508        7.38683                 NaN            NaN            NaN            NaN
  1589.74        500.000        37.4304                 NaN            NaN   53.5861       0.701476        8.28207                 NaN            NaN            NaN            NaN
  1586.54        500.000        36.7165                 NaN            NaN   53.6129       0.695592        8.97500                 NaN            NaN            NaN            NaN
  1583.33        500.000        36.0015                 NaN            NaN   53.6397       0.689697        9.66909                 NaN            NaN            NaN            NaN
  1580.13        500.000        35.2854                 NaN            NaN   53.6665       0.683792        10.3643                 NaN            NaN            NaN            NaN
  1576.92        500.000        34.5681                 NaN            NaN   53.6933       0.677876        11.0608                 NaN            NaN            NaN            NaN
  1573.72        500.000        33.8496                 NaN            NaN   53.7201       0.671950        11.7583                 NaN            NaN            NaN            NaN
  1570.51        500.000        33.1300                 NaN            NaN   53.7469       0.666012        12.4571                 NaN            NaN            NaN            NaN
  1567.31        500.000        32.4093                 NaN            NaN   53.7736       0.660065        13.1570                 NaN            NaN            NaN            NaN
  1564.10        500.000        31.6874                 NaN            NaN   53.8004       0.654106        13.8581                 NaN            NaN            NaN            NaN
  1560.90        500.000        31.1071                 NaN            NaN   53.8153       0.647054        14.4306                 NaN            NaN            NaN            NaN
  1557.69        500.000        30.5259                 NaN            NaN   53.8301       0.639992        15.0039                 NaN            NaN            NaN            NaN
  1554.49        500.000        29.9441                 NaN            NaN   53.8450       0.632919        15.5780                 NaN            NaN            NaN            NaN
  1551.28        500.000        29.3615                 NaN            NaN   53.8598       0.625836        16.1529                 NaN            NaN            NaN            NaN
  1548.08        500.000        28.7781                 NaN            NaN   53.8746       0.618743        16.7286                 NaN            NaN            NaN            NaN
  1544.87        500.000        28.1939                 NaN            NaN   53.8894       0.611639        17.3050                 NaN            NaN            NaN            NaN
  1541.67        500.000        27.6091                 NaN            NaN   53.9041       0.604525        17.8823                 NaN            NaN            NaN            NaN
  1538.46        500.000        27.0234                 NaN            NaN   53.9189       0.597401        18.4603                 NaN            NaN            NaN            NaN
  1535.26        500.000        26.5249                 NaN            NaN   53.9291       0.588918        18.9570                 NaN            NaN            NaN            NaN
  1532.05        500.000        26.0259                 NaN            NaN   53.9394       0.580425        19.4544                 NaN            NaN            NaN            NaN
  1528.85        500.000        25.5262                 NaN            NaN   53.9496       0.571921        19.9523                 NaN            NaN            NaN            NaN
  1525.64        500.000        25.0261                 NaN            NaN   53.9598       0.563406        20.4507                 NaN            NaN            NaN            NaN
  1522.44        500.000        24.5254                 NaN            NaN   53.9700       0.554881        20.9498                 NaN            NaN            NaN            NaN
  1519.23        500.000        24.0241                 NaN            NaN   53.9801       0.546345        21.4494                 NaN            NaN            NaN            NaN
  1516.03        500.000        23.5223                 NaN            NaN   53.9903       0.537799        21.9497                 NaN            NaN            NaN            NaN
  1512.82        500.000        23.0199                 NaN            NaN   54.0004       0.529242        22.4505                 NaN            NaN            NaN            NaN
  1509.62        500.000        22.5745                 NaN            NaN   54.0114       0.518906        22.8951                 NaN            NaN            NaN            NaN
  1506.41        500.000        22.1287                 NaN            NaN   54.0224       0.508559        23.3403                 NaN            NaN            NaN            NaN
  1503.21        500.000        21.6825                 NaN            NaN   54.0335       0.498200        23.7858                 NaN            NaN            NaN            NaN
  1500.00        500.000        21.2358                 NaN            NaN   54.0445       0.487830        24.2319                 NaN            NaN            NaN            NaN
  1496.79        500.000        20.7887                 NaN            NaN   54.0555       0.477448        24.6784                 NaN            NaN            NaN            NaN
  1493.59        500.000        20.3412                 NaN            NaN   54.0664       0.467055        25.1253                 NaN            NaN            NaN            NaN
  1490.38        500.000        19.8932                 NaN            NaN   54.0774       0.456651        25.5727                 NaN            NaN            NaN            NaN
  1487.18        500.000        19.4448                 NaN            NaN   54.0884       0.446235        26.0206                 NaN            NaN            NaN            NaN
  1483.97        500.000        19.0280                 NaN            NaN   54.1017       0.434955        26.4354                 NaN            NaN            NaN            NaN
  1480.77        500.000        18.6109                 NaN            NaN   54.1150       0.423663        26.8505                 NaN            NaN            NaN            NaN
  1477.56        500.000        18.1071                 NaN            NaN   54.1318       0.415630        27.1842       0.161233                 NaN            NaN            NaN
  1474.36        500.000        17.4680                 NaN            NaN   54.1544       0.413730        27.3799       0.584049                 NaN            NaN            NaN
  1471.15        500.000        16.8935                 NaN            NaN   54.1692       0.413904        27.5490       0.974349                 NaN            NaN            NaN
  1467.95        500.000        16.3183                 NaN            NaN   54.1840       0.414079        27.7184        1.36525                 NaN            NaN            NaN
  1464.74        500.000        15.7422                 NaN            NaN   54.1987       0.414256        27.8881        1.75675                 NaN            NaN            NaN
  1461.54        500.000        15.1653                 NaN            NaN   54.2134       0.414434        28.0580        2.14885                 NaN            NaN            NaN
  1458.33        500.000        14.6574                 NaN            NaN   54.2195       0.416952        28.2011        2.50507                 NaN            NaN            NaN
  1455.13        500.000        14.1488                 NaN            NaN   54.2255       0.419475        28.3444        2.86178                 NaN            NaN            NaN
  1451.92        500.000        13.6684                 NaN            NaN   54.2271       0.423515        28.4811        3.19983                 NaN            NaN            NaN
  1448.72        500.000        13.0576                 NaN            NaN   54.1767       0.450060        27.9636       0.826485        3.52554                 NaN            NaN
  1445.51        500.000        13.0570                 NaN            NaN   54.1770       0.450076        27.9638       0.826495        3.52557                 NaN            NaN
  1442.31        500.000        13.0564                 NaN            NaN   54.1773       0.450093        27.9641       0.826505        3.52559                 NaN            NaN
  1439.10        500.000        13.0558                 NaN            NaN   54.1776       0.450109        27.9643       0.826515        3.52562                 NaN            NaN
  1435.90        500.000        11.2115                 NaN            NaN   54.0828       0.506536        27.5588        4.69883        1.94152                 NaN            NaN
  1432.69        500.000        10.8055                 NaN            NaN   54.0580       0.520496        27.4978        4.96262        2.15566                 NaN            NaN
  1429.49        500.000        10.3264                 NaN            NaN   54.0568       0.532325        27.4101        5.19002        2.40717       0.771741E-001            NaN
  1426.28        500.000        10.3259                 NaN            NaN   54.0570       0.532343        27.4103        5.19004        2.40719       0.771792E-001            NaN
  1423.08        500.000        9.22836                 NaN            NaN   54.1191       0.548415        27.1473        3.00491        5.51958       0.432294                 NaN
  1419.87        500.000        9.22798                 NaN            NaN   54.1193       0.548433        27.1475        3.00494        5.51961       0.432322                 NaN
  1416.67        500.000        9.22760                 NaN            NaN   54.1194       0.548452        27.1476        3.00497        5.51963       0.432351                 NaN
  1413.46        500.000        9.22722                 NaN            NaN   54.1195       0.548470        27.1478        3.00500        5.51966       0.432379                 NaN
  1410.26        500.000        7.56367                 NaN            NaN   54.2073       0.577117        26.7060        6.01347        3.93653       0.995942                 NaN
  1407.05        500.000        7.56338                 NaN            NaN   54.2073       0.577135        26.7061        6.01349        3.93656       0.996005                 NaN
  1403.85        500.000        7.56309                 NaN            NaN   54.2074       0.577153        26.7062        6.01351        3.93660       0.996068                 NaN
  1400.64        500.000        7.56280                 NaN            NaN   54.2074       0.577171        26.7063        6.01353        3.93663       0.996132                 NaN
  1397.44        500.000        7.56250                 NaN            NaN   54.2074       0.577189        26.7065        6.01355        3.93666       0.996195                 NaN
  1394.23        500.000        7.56221                 NaN            NaN   54.2075       0.577208        26.7066        6.01357        3.93670       0.996258                 NaN
  1391.03        500.000        7.56192                 NaN            NaN   54.2075       0.577226        26.7067        6.01359        3.93673       0.996321                 NaN
  1387.82        500.000        7.56163                 NaN            NaN   54.2075       0.577244        26.7068        6.01361        3.93676       0.996384                 NaN
  1384.62        500.000        5.41811                 NaN            NaN   54.3013       0.625430        26.0409        5.20021        6.61768        1.79634                 NaN
  1381.41        500.000        5.41794                 NaN            NaN   54.3012       0.625449        26.0410        5.20025        6.61770        1.79645                 NaN
  1378.21        500.000        5.41776                 NaN            NaN   54.3012       0.625467        26.0411        5.20029        6.61771        1.79656                 NaN
  1375.00        500.000        5.41758                 NaN            NaN   54.3011       0.625486        26.0411        5.20032        6.61772        1.79667                 NaN
  1371.79        500.000        5.41741                 NaN            NaN   54.3010       0.625504        26.0412        5.20036        6.61773        1.79678                 NaN
  1368.59        500.000        5.41723                 NaN            NaN   54.3009       0.625522        26.0413        5.20040        6.61775        1.79689                 NaN
  1365.38        500.000        5.41705                 NaN            NaN   54.3009       0.625540        26.0414        5.20044        6.61776        1.79700                 NaN
  1362.18        500.000        5.41687                 NaN            NaN   54.3008       0.625559        26.0414        5.20047        6.61777        1.79711                 NaN
  1358.97        500.000        4.03595                 NaN            NaN   54.3409       0.665872        25.5594        6.96338        6.05325        2.38126                 NaN
  1355.77        500.000        4.03584                 NaN            NaN   54.3407       0.665890        25.5595        6.96339        6.05329        2.38140                 NaN
  1352.56        500.000        4.03573                 NaN            NaN   54.3406       0.665909        25.5595        6.96340        6.05333        2.38154                 NaN
  1349.36        500.000        4.03562                 NaN            NaN   54.3404       0.665928        25.5596        6.96341        6.05337        2.38169                 NaN
  1346.15        500.000        4.03551                 NaN            NaN   54.3403       0.665946        25.5596        6.96342        6.05341        2.38183                 NaN
  1342.95        500.000        4.03539                 NaN            NaN   54.3401       0.665965        25.5597        6.96342        6.05345        2.38197                 NaN
  1339.74        500.000        4.03528                 NaN            NaN   54.3400       0.665983        25.5597        6.96343        6.05349        2.38212                 NaN
  1336.54        500.000        4.03517                 NaN            NaN   54.3398       0.666001        25.5598        6.96344        6.05353        2.38226                 NaN
  1333.33        500.000        3.02745                 NaN            NaN   54.3512       0.700791        25.2048        7.18146        6.68401        2.85029                 NaN
  1330.13        500.000        3.02738                 NaN            NaN   54.3510       0.700810        25.2049        7.18147        6.68405        2.85046                 NaN
  1326.92        500.000        3.02731                 NaN            NaN   54.3508       0.700828        25.2049        7.18147        6.68409        2.85062                 NaN
  1323.72        500.000        3.02724                 NaN            NaN   54.3506       0.700847        25.2049        7.18148        6.68413        2.85079                 NaN
  1320.51        500.000        3.02716                 NaN            NaN   54.3504       0.700866        25.2050        7.18149        6.68418        2.85096                 NaN
  1317.31        500.000        3.02709                 NaN            NaN   54.3502       0.700885        25.2050        7.18149        6.68422        2.85113                 NaN
  1314.10        500.000        3.02702                 NaN            NaN   54.3500       0.700903        25.2050        7.18150        6.68426        2.85130                 NaN
  1310.90        500.000        3.02695                 NaN            NaN   54.3498       0.700922        25.2051        7.18150        6.68430        2.85147                 NaN
  1307.69        500.000        2.23293                 NaN            NaN   54.3421       0.731113        24.9543        7.33285        7.16651        3.24017                 NaN
  1304.49        500.000        2.23289                 NaN            NaN   54.3419       0.731132        24.9544        7.33286        7.16655        3.24036                 NaN
  1301.28        500.000        2.23284                 NaN            NaN   54.3416       0.731151        24.9544        7.33286        7.16660        3.24055                 NaN
  1298.08        500.000        2.23280                 NaN            NaN   54.3414       0.731170        24.9544        7.33286        7.16664        3.24074                 NaN
  1294.87        500.000        1.89073                 NaN            NaN   54.3326       0.744420        24.8662        7.39530        7.36003        3.41077                 NaN
  1291.67        500.000        1.89070                 NaN            NaN   54.3323       0.744439        24.8662        7.39531        7.36007        3.41096                 NaN
  1288.46        500.000        1.73067                 NaN            NaN   54.3265       0.750748        24.8308        7.44556        7.42573        3.48995                 NaN
  1285.26        500.000        1.65302                 NaN            NaN   54.3232       0.753797        24.8159        7.44115        7.48487        3.52810                 NaN
  1282.05        500.000                 NaN            NaN            NaN   54.4044       0.757945        24.8146        7.56532        7.71985        3.69793        1.03995     
  1278.85        500.000                 NaN            NaN            NaN   54.4041       0.757964        24.8146        7.56533        7.71990        3.69814        1.03998     
  1275.64        500.000                 NaN            NaN            NaN   54.4038       0.757982        24.8146        7.56533        7.71994        3.69835        1.04000     
  1272.44        500.000                 NaN            NaN            NaN   54.4035       0.758001        24.8146        7.56533        7.71999        3.69856        1.04002     
  1269.23        500.000                 NaN            NaN            NaN   54.4032       0.758019        24.8146        7.56534        7.72004        3.69877        1.04005     
  1266.03        500.000                 NaN            NaN            NaN   54.4029       0.758038        24.8146        7.56534        7.72008        3.69898        1.04007     
  1262.82        500.000                 NaN            NaN            NaN   54.4026       0.758056        24.8146        7.56534        7.72013        3.69919        1.04010     
  1259.62        500.000                 NaN            NaN            NaN   54.4023       0.758075        24.8146        7.56534        7.72018        3.69940        1.04012     
  1256.41        500.000                 NaN            NaN            NaN   54.4083       0.780543        24.9971        7.38184        7.61469        3.76107        1.05641     
  1253.21        500.000                 NaN            NaN            NaN   54.4080       0.780562        24.9972        7.38189        7.61469        3.76129        1.05643     
  1250.00        500.000                 NaN            NaN            NaN   54.4077       0.780581        24.9972        7.38194        7.61470        3.76150        1.05645     
  1246.79        500.000                 NaN            NaN            NaN   54.4073       0.780599        24.9972        7.38198        7.61470        3.76172        1.05648     
  1243.59        500.000                 NaN            NaN            NaN   54.4070       0.780618        24.9972        7.38203        7.61470        3.76193        1.05650     
