|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1365.82        500.000        98.9688       0.194570       0.369458                 NaN            NaN  0.283474       0.183653                 NaN            NaN            NaN
  1364.76        500.000        98.9761       0.189600       0.367736                 NaN            NaN  0.281638       0.184907                 NaN            NaN            NaN
  1363.70        500.000        98.9858       0.365112       0.184297                 NaN            NaN  0.279028       0.185775                 NaN            NaN            NaN
  1362.64        500.000        98.9936       0.363186       0.179379                 NaN            NaN  0.276934       0.186946                 NaN            NaN            NaN
  1361.58        500.000        99.0009       0.174526       0.361374                 NaN            NaN  0.275145       0.188007                 NaN            NaN            NaN
  1360.52        500.000        99.0105       0.169844       0.358680                 NaN            NaN  0.272439       0.188578                 NaN            NaN            NaN
  1359.46        500.000        99.0169       0.357284       0.165605                 NaN            NaN  0.270606       0.189566                 NaN            NaN            NaN
  1358.40        500.000        99.0235       0.355733       0.160497                 NaN            NaN  0.269033       0.191282                 NaN            NaN            NaN
  1357.34        500.000        99.0322       0.353105       0.157195                 NaN            NaN  0.266402       0.191132                 NaN            NaN            NaN
  1356.28        500.000        99.0396       0.152173       0.351485                 NaN            NaN  0.264543       0.192156                 NaN            NaN            NaN
  1355.22        500.000        99.0466       0.349935       0.147411                 NaN            NaN  0.262658       0.193407                 NaN            NaN            NaN
  1354.16        500.000        99.0540       0.347908       0.143245                 NaN            NaN  0.260718       0.194122                 NaN            NaN            NaN
  1353.10        500.000        99.0606       0.345996       0.139537                 NaN            NaN  0.258928       0.194916                 NaN            NaN            NaN
  1352.04        500.000        99.0671       0.135616       0.344754                 NaN            NaN  0.256966       0.195528                 NaN            NaN            NaN
  1350.98        500.000        99.0731       0.343283       0.131894                 NaN            NaN  0.255427       0.196310                 NaN            NaN            NaN
  1349.92        500.000        99.0823       0.340596       0.127424                 NaN            NaN  0.252879       0.196842                 NaN            NaN            NaN
  1348.86        500.000        99.0872       0.339507       0.123963                 NaN            NaN  0.251576       0.197788                 NaN            NaN            NaN
  1347.80        500.000        99.0931       0.337991       0.120719                 NaN            NaN  0.249881       0.198347                 NaN            NaN            NaN
  1346.73        500.000        99.1000       0.116366       0.336506                 NaN            NaN  0.247988       0.199107                 NaN            NaN            NaN
  1345.67        500.000        99.0990       0.333188       0.122214       0.634323E-002            NaN  0.247135       0.192080                 NaN            NaN            NaN
  1344.61        500.000        99.0823       0.332181       0.138977       0.225655E-001            NaN  0.248399       0.175628                 NaN            NaN            NaN
  1343.55        500.000        99.0775       0.142634       0.333597       0.293975E-001            NaN  0.248033       0.168797                 NaN            NaN            NaN
  1342.49        500.000        99.0679       0.149717       0.336647       0.384437E-001            NaN  0.248321       0.159019                 NaN            NaN            NaN
  1341.43        500.000        99.0504       0.159498       0.343641       0.517459E-001            NaN  0.249476       0.145191                 NaN            NaN            NaN
  1340.37        500.000        99.0378       0.167730       0.348336       0.630301E-001            NaN  0.250032       0.133086                 NaN            NaN            NaN
  1339.31        500.000        99.0145       0.179942       0.358570       0.797486E-001            NaN  0.251826       0.115427                 NaN            NaN            NaN
  1338.25        500.000        98.9947       0.190903       0.367206       0.942864E-001            NaN  0.253241       0.996879E-001            NaN            NaN            NaN
  1337.19        500.000        98.9607       0.383368       0.207494       0.115772                 NaN  0.256290       0.763601E-001            NaN            NaN            NaN
  1336.13        500.000        98.9485       0.214868       0.389646       0.127150                 NaN  0.256518       0.633262E-001            NaN            NaN            NaN
  1335.07        500.000        98.9300       0.223996       0.399526       0.141141                 NaN  0.257635       0.477173E-001            NaN            NaN            NaN
  1334.01        500.000        98.9204       0.405585       0.228714       0.150905                 NaN  0.257648       0.367396E-001            NaN            NaN            NaN
  1332.95        500.000        98.9149       0.233309       0.409119       0.158209                 NaN  0.257187       0.273228E-001            NaN            NaN            NaN
  1331.89        500.000        98.9140       0.411113       0.235563       0.163456                 NaN  0.255989       0.198939E-001            NaN            NaN            NaN
  1330.83        500.000        98.9118       0.237963       0.413922       0.169000                 NaN  0.255045       0.122853E-001            NaN            NaN            NaN
  1329.77        500.000        98.9134       0.238191       0.414811       0.172530                 NaN  0.253769       0.729135E-002            NaN            NaN            NaN
  1328.71        500.000        98.9198       0.413254       0.237263       0.173979                 NaN  0.251774       0.389993E-002            NaN            NaN            NaN
  1327.65        500.000        98.9293       0.409702       0.235268       0.173591                 NaN  0.249576       0.256482E-002            NaN            NaN            NaN
  1326.59        500.000        98.9369       0.407808       0.232716       0.174250                 NaN  0.247547       0.773249E-003            NaN            NaN            NaN
  1325.53        500.000        98.9530       0.187264       0.410661       0.169417                 NaN  0.248089       0.315741E-001            NaN            NaN            NaN
  1324.47        500.000        98.9559       0.226111       0.401535       0.173154                 NaN  0.243279                 NaN            NaN            NaN            NaN
  1323.41        500.000        98.9651       0.397920       0.223485       0.172089                 NaN  0.241386                 NaN            NaN            NaN            NaN
  1322.35        500.000        98.9767       0.394602       0.218878       0.171145                 NaN  0.238681                 NaN            NaN            NaN            NaN
  1321.29        500.000        98.9864       0.391025       0.215796       0.170104                 NaN  0.236694                 NaN            NaN            NaN            NaN
  1320.23        500.000        98.9968       0.212675       0.387193       0.168900                 NaN  0.234415                 NaN            NaN            NaN            NaN
  1319.17        500.000        99.0073       0.209864       0.383169       0.167428                 NaN  0.232201                 NaN            NaN            NaN            NaN
  1318.11        500.000        99.0181       0.379089       0.206844       0.166155                 NaN  0.229824                 NaN            NaN            NaN            NaN
  1317.04        500.000        99.0280       0.204544       0.375047       0.164635                 NaN  0.227750                 NaN            NaN            NaN            NaN
  1315.98        500.000        99.0392       0.370556       0.201937       0.162932                 NaN  0.225336                 NaN            NaN            NaN            NaN
  1314.92        500.000        99.0491       0.366917       0.199069       0.161684                 NaN  0.223189                 NaN            NaN            NaN            NaN
  1313.86        500.000        99.0599       0.362399       0.196794       0.159931                 NaN  0.220936       0.285378E-005            NaN            NaN            NaN
  1312.80        500.000        99.0707       0.194481       0.357802       0.158366                 NaN  0.218647                 NaN            NaN            NaN            NaN
  1311.74        500.000        99.0808       0.353685       0.192323       0.156733                 NaN  0.216475                 NaN            NaN            NaN            NaN
  1310.68        500.000        99.0891       0.189706       0.350723       0.155706                 NaN  0.214735       0.219859E-005            NaN            NaN            NaN
  1309.62        500.000        99.1012       0.346038       0.187030       0.153685                 NaN  0.212003                 NaN            NaN            NaN            NaN
  1308.56        500.000        99.1098       0.342297       0.185310       0.152385                 NaN  0.210253                 NaN            NaN            NaN            NaN
  1307.50        500.000        99.1195       0.338308       0.183113       0.150931                 NaN  0.208146                 NaN            NaN            NaN            NaN
  1306.44        500.000        99.1289       0.334540       0.181064       0.149332                 NaN  0.206187                 NaN            NaN            NaN            NaN
  1305.38        500.000        99.1386       0.330416       0.179051       0.147814                 NaN  0.204118                 NaN            NaN            NaN            NaN
  1304.32        500.000        99.1491       0.177101       0.326009       0.146014                 NaN  0.201796                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.1573       0.322503       0.175381       0.144723                 NaN  0.200051                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.1661       0.318880       0.173586       0.143223                 NaN  0.198213                 NaN            NaN            NaN            NaN
  1301.14        500.000        99.1757       0.171668       0.314801       0.141673                 NaN  0.196152                 NaN            NaN            NaN            NaN
  1300.08        500.000        99.1844       0.311190       0.169927       0.140240                 NaN  0.194284                 NaN            NaN            NaN            NaN
  1299.02        500.000        99.1932       0.307891       0.167700       0.138849                 NaN  0.192319                 NaN            NaN            NaN            NaN
  1297.96        500.000        99.2018       0.304091       0.166404       0.137212                 NaN  0.190513                 NaN            NaN            NaN            NaN
  1296.90        500.000        99.2101       0.164742       0.300575       0.135817                 NaN  0.188717                 NaN            NaN            NaN            NaN
  1295.84        500.000        99.2190       0.162913       0.296935       0.134333                 NaN  0.186780                 NaN            NaN            NaN            NaN
  1294.78        500.000        99.2271       0.161999       0.292964       0.132840                 NaN  0.185093                 NaN            NaN            NaN            NaN
  1293.72        500.000        99.2361       0.159504       0.289845       0.131459                 NaN  0.183128                 NaN            NaN            NaN            NaN
  1292.66        500.000        99.2438       0.286487       0.158067       0.130192                 NaN  0.181442                 NaN            NaN            NaN            NaN
  1291.60        500.000        99.2518       0.283149       0.156631       0.128713                 NaN  0.179719                 NaN            NaN            NaN            NaN
  1290.54        500.000        99.2601       0.155288       0.279481       0.127180                 NaN  0.177915                 NaN            NaN            NaN            NaN
  1289.48        500.000        99.2680       0.153581       0.276296       0.125925                 NaN  0.176230                 NaN            NaN            NaN            NaN
  1288.42        500.000        99.2756       0.273009       0.152416       0.124373                 NaN  0.174561                 NaN            NaN            NaN            NaN
  1287.36        500.000        99.2833       0.151206       0.269669       0.122927                 NaN  0.172863                 NaN            NaN            NaN            NaN
  1286.29        500.000        99.2913       0.149540       0.266440       0.121590                 NaN  0.171143                 NaN            NaN            NaN            NaN
  1285.23        500.000        99.2983       0.263504       0.148189       0.120347                 NaN  0.169707                 NaN            NaN            NaN            NaN
  1284.17        500.000        99.3069       0.147672       0.259197       0.118395                 NaN  0.167809                 NaN            NaN            NaN            NaN
  1283.11        500.000        99.3132       0.257858       0.144779       0.117924                 NaN  0.166257                 NaN            NaN            NaN            NaN
  1282.05        500.000        99.3204       0.144974       0.253842       0.116019                 NaN  0.164772                 NaN            NaN            NaN            NaN
  1280.99        500.000        99.3278       0.250823       0.143402       0.114759                 NaN  0.163222                 NaN            NaN            NaN            NaN
  1279.93        500.000        99.3351       0.247928       0.141892       0.113473                 NaN  0.161596       0.858670E-005            NaN            NaN            NaN
  1278.87        500.000        99.3417       0.244916       0.140984       0.112231                 NaN  0.160143       0.214695E-004            NaN            NaN            NaN
  1277.81        500.000        99.3493       0.241892       0.139484       0.110795                 NaN  0.158504       0.759912E-005            NaN            NaN            NaN
  1276.75        500.000        99.3559       0.238944       0.138664       0.109510                 NaN  0.157006       0.716197E-005            NaN            NaN            NaN
  1275.69        500.000        99.3628       0.236140       0.137285       0.108258                 NaN  0.155559       0.653719E-005            NaN            NaN            NaN
  1274.63        500.000        99.3683       0.233329       0.137299       0.106716                 NaN  0.154337                 NaN            NaN            NaN            NaN
  1273.57        500.000        99.3762       0.135351       0.230364       0.105595                 NaN  0.152520                 NaN            NaN            NaN            NaN
  1272.51        500.000        99.3823       0.227415       0.134789       0.104230                 NaN  0.151259                 NaN            NaN            NaN            NaN
  1271.45        500.000        99.3891       0.133389       0.224744       0.102973                 NaN  0.149780                 NaN            NaN            NaN            NaN
  1270.39        500.000        91.4241        1.23025        1.21353       0.605467                 NaN   1.03689                 NaN   4.48981                 NaN            NaN
  1269.33        500.000        91.5704        1.18280        1.20680       0.589179                 NaN   1.01718                 NaN   4.43369                 NaN            NaN
  1268.27        500.000        92.3690        1.07564        1.08879       0.535653                 NaN  0.925162                 NaN   4.00571                 NaN            NaN
  1267.21        500.000        93.0293       0.989425       0.987219       0.491961                 NaN  0.848839                 NaN   3.65325                 NaN            NaN
  1266.15        500.000        93.5767       0.915152       0.905626       0.455687                 NaN  0.785304                 NaN   3.36151                 NaN            NaN
  1265.09        500.000        94.0441       0.853539       0.832673       0.425724                 NaN  0.730667                 NaN   3.11334                 NaN            NaN
  1264.03        500.000        94.4478       0.800498       0.768969       0.400045                 NaN  0.683580                 NaN   2.89911                 NaN            NaN
  1262.97        500.000        94.7966       0.755751       0.712782       0.377712                 NaN  0.642589                 NaN   2.71460                 NaN            NaN
  1261.91        500.000        95.1034       0.662953       0.715790       0.358743                 NaN  0.606443                 NaN   2.55265                 NaN            NaN
  1260.85        500.000        95.3729       0.618908       0.681155       0.341576                 NaN  0.574544                 NaN   2.41088                 NaN            NaN
  1259.79        500.000        95.6181       0.650103       0.577562       0.326785                 NaN  0.545387                 NaN   2.28209                 NaN            NaN
  1258.73        500.000        95.8324       0.540314       0.622924       0.313868                 NaN  0.520091                 NaN   2.17039                 NaN            NaN
  1257.67        500.000        96.0319       0.507605       0.597616       0.301301                 NaN  0.495731                 NaN   2.06582                 NaN            NaN
  1256.60        500.000        96.2113       0.574671       0.476752       0.290438                 NaN  0.474350                 NaN   1.97252                 NaN            NaN
  1255.54        500.000        96.3736       0.554300       0.449127       0.280254                 NaN  0.454735                 NaN   1.88801                 NaN            NaN
  1254.48        500.000        96.5220       0.422643       0.535557       0.271446                 NaN  0.436757                 NaN   1.81159                 NaN            NaN
  1253.42        500.000        96.6612       0.517927       0.398919       0.262646                 NaN  0.419615                 NaN   1.73966                 NaN            NaN
  1252.36        500.000        96.7874       0.376598       0.501971       0.254993                 NaN  0.404252                 NaN   1.67483                 NaN            NaN
  1251.30        500.000        96.9077       0.355734       0.486173       0.247674                 NaN  0.389277                 NaN   1.61342                 NaN            NaN
  1250.24        500.000        97.0173       0.336716       0.472569       0.240284                 NaN  0.375780                 NaN   1.55739                 NaN            NaN
  1249.18        500.000        97.1196       0.318940       0.459245       0.233790                 NaN  0.362898                 NaN   1.50553                 NaN            NaN
  1248.12        500.000        97.2187       0.302074       0.446193       0.227719                 NaN  0.350792                 NaN   1.45454                 NaN            NaN
  1247.06        500.000        97.3090       0.285501       0.435196       0.221821                 NaN  0.339091                 NaN   1.40939                 NaN            NaN
  1246.00        500.000        97.3949       0.423106       0.271721       0.215956                 NaN  0.328291                 NaN   1.36607                 NaN            NaN
  1244.94        500.000        97.4755       0.257451       0.412394       0.210669                 NaN  0.317881                 NaN   1.32607                 NaN            NaN
  1243.88        500.000        97.5517       0.245351       0.402428       0.205484                 NaN  0.308604                 NaN   1.28647                 NaN            NaN
  1242.82        500.000        95.0116       0.183362       0.961400       0.584164                 NaN  0.652937                 NaN   2.60657                 NaN            NaN
  1241.76        500.000        99.6300       0.995066E-001  0.346952E-001            NaN            NaN  0.243662E-001            NaN  0.211392                 NaN            NaN
  1240.70        500.000        96.7940       0.476565       0.463770       0.182542                 NaN  0.418107                 NaN   1.66500                 NaN            NaN
  1239.64        500.000        99.4638       0.144970       0.502291E-001            NaN            NaN  0.479327E-001            NaN  0.293113                 NaN            NaN
  1238.58        500.000        97.8452       0.354818       0.204302       0.180311                 NaN  0.269946                 NaN   1.14546                 NaN            NaN
  1237.52        500.000        96.6772       0.200557       0.606379       0.347125                 NaN  0.439049                 NaN   1.72965                 NaN            NaN
  1236.46        500.000        98.9330       0.203812       0.122796       0.272600E-001            NaN  0.114011                 NaN  0.599118                 NaN            NaN
  1235.40        500.000        98.0561       0.881779E-001  0.367375       0.209074                 NaN  0.242066                 NaN   1.03721                 NaN            NaN
  1234.34        500.000        98.1425       0.201875       0.289099       0.119963                 NaN  0.230715                 NaN   1.01585                 NaN            NaN
  1233.28        500.000        97.3959       0.527231       0.261172                 NaN            NaN  0.320570                 NaN   1.38796       0.107150                 NaN
  1232.22        500.000        99.1450       0.201963                 NaN  0.897071E-001            NaN  0.101313                 NaN  0.462058                 NaN            NaN
  1231.16        500.000        96.8227       0.272321       0.451197       0.257575                 NaN  0.407106                 NaN   1.78909                 NaN            NaN
  1230.10        500.000        99.6129       0.239850                 NaN            NaN            NaN  0.936708E-001            NaN  0.535692E-001            NaN            NaN
  1229.04        500.000        98.3037       0.129575       0.288595       0.149763                 NaN  0.159058                 NaN  0.969333                 NaN            NaN
  1227.98        500.000        96.1271       0.680259       0.264094       0.369995                 NaN  0.480899                 NaN   2.07769                 NaN            NaN
  1226.92        500.000        99.8494       0.439547E-001            NaN  0.164411E-001            NaN  0.173455E-001            NaN  0.728776E-001            NaN            NaN
  1225.85        500.000        99.5236       0.105178                 NaN  0.484327E-001            NaN  0.554010E-001            NaN  0.267368                 NaN            NaN
  1224.79        500.000        98.3093       0.384589                 NaN  0.171831                 NaN  0.199278                 NaN  0.935016                 NaN            NaN
  1223.73        500.000        98.6309       0.316107                 NaN  0.115458                 NaN  0.159250                 NaN  0.766680       0.116553E-001            NaN
  1222.67        500.000        97.9752       0.376641       0.107062       0.344520E-001  0.156936       0.245949                 NaN   1.10378                 NaN            NaN
  1221.61        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1220.55        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1219.49        500.000        94.4521        1.02988       0.220456       0.566026                 NaN  0.668655                 NaN   3.06284                 NaN            NaN
  1218.43        500.000        99.9373       0.115822E-001  0.668606E-002            NaN            NaN  0.736351E-002            NaN  0.342679E-001  0.283693E-002            NaN
  1217.37        500.000        99.4131       0.967675E-001  0.541475E-001  0.454887E-001            NaN  0.683816E-001            NaN  0.322120                 NaN            NaN
  1216.31        500.000        99.5274       0.692645E-001  0.569113E-001  0.149689E-001            NaN  0.551314E-001            NaN  0.266432       0.990812E-002            NaN
  1215.25        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.331374E-005            NaN            NaN
  1214.19        500.000        93.5242       0.773039       0.489939       0.232436                 NaN  0.660472                 NaN   3.12395       0.758034E-001   1.12013     
  1213.13        500.000        99.9987       0.126687E-003            NaN  0.608663E-004            NaN  0.110740E-003  0.287249E-005  0.521027E-003            NaN  0.521647E-003
  1212.07        500.000        75.3472        2.18056       0.110077        1.18167                 NaN   2.04428                 NaN   9.54814                 NaN   9.58807     
  1211.01        500.000        83.9399        1.51774                 NaN  0.799932                 NaN   1.32966                 NaN   6.18982                 NaN   6.22289     
  1209.95        500.000        78.2380        1.99515                 NaN   1.13262                 NaN   1.80574                 NaN   8.30538                 NaN   8.52312     
  1208.89        500.000        93.3933       0.606611                 NaN  0.335208                 NaN  0.546476                 NaN   2.53799                 NaN   2.58039     
  1207.83        500.000        87.6005        1.14427                 NaN  0.632314                 NaN   1.02773                 NaN   4.74904                 NaN   4.84610     
  1206.77        500.000        88.5375        1.05672                 NaN  0.582018                 NaN  0.946273                 NaN   4.39027                 NaN   4.48727     
  1205.71        500.000        85.1491        1.04943                 NaN  0.806338                 NaN   1.22811                 NaN   5.73911                 NaN   6.02786     
  1204.65        500.000        99.4786       0.324736E-001            NaN  0.292667E-001            NaN  0.433973E-001            NaN  0.201666                 NaN  0.214628     
  1203.59        500.000        99.7287       0.140426E-001            NaN  0.163804E-001            NaN  0.229154E-001            NaN  0.102936                 NaN  0.115010     
  1202.53        500.000        77.3500        2.39189                 NaN   1.13430                 NaN   1.85320                 NaN   8.54839                 NaN   8.72222     
  1201.47        500.000        91.2644       0.739871                 NaN  0.483373                 NaN  0.723987                 NaN   3.32749                 NaN   3.46092     
  1200.41        500.000        91.2301       0.817046                 NaN  0.464686                 NaN  0.722275                 NaN   3.34282                 NaN   3.42307     
  1199.35        500.000        91.4359       0.787512                 NaN  0.335104                 NaN  0.692844                 NaN   3.30576       0.493587E-001   3.39352     
  1198.29        500.000        93.0201       0.636329                 NaN  0.382202                 NaN  0.571016                 NaN   2.65808                 NaN   2.73225     
  1197.23        500.000        89.6228       0.767823                 NaN  0.558370                 NaN  0.849985                 NaN   3.90976                 NaN   4.29123     
  1196.16        500.000        95.9773       0.494846                 NaN  0.250651                 NaN  0.332905                 NaN   1.57025                 NaN   1.37403     
  1195.10        500.000        90.7815       0.420368                 NaN  0.464699                 NaN  0.745204                 NaN   3.52534                 NaN   4.06285     
  1194.04        500.000        95.1141       0.804939                 NaN  0.275098                 NaN  0.398118                 NaN   1.89339                 NaN   1.51431     
  1192.98        500.000        93.0253       0.586204                 NaN  0.349520                 NaN  0.560181                 NaN   2.70373                 NaN   2.77504     
  1191.92        500.000        92.6299       0.608732                 NaN  0.368372                 NaN  0.589370                 NaN   2.86149                 NaN   2.94218     
  1190.86        500.000        92.9065       0.556162                 NaN  0.359442                 NaN  0.562281                 NaN   2.77516                 NaN   2.84047     
  1189.80        500.000        93.0265       0.579095                 NaN  0.342125                 NaN  0.549019                 NaN   2.74016                 NaN   2.76306     
  1188.74        500.000        86.9630       0.995202                 NaN  0.637526                 NaN   1.01419                 NaN   5.15880                 NaN   5.23131     
  1187.68        500.000        99.2696       0.581867E-001            NaN  0.328978E-001            NaN  0.558663E-001            NaN  0.293739                 NaN  0.289726     
  1186.62        500.000        99.1080       0.761847E-001            NaN  0.100913E-001            NaN  0.639819E-001            NaN  0.385096                 NaN  0.356610     
  1185.56        500.000        37.9564        4.04457                 NaN   2.76633                 NaN   4.53544                 NaN   25.5790                 NaN   25.1182     
  1184.50        500.000                 NaN   6.17794                 NaN   4.25576                 NaN   7.14251                 NaN   41.6743                 NaN   40.7495     
  1183.44        500.000                 NaN   6.13707                 NaN   4.28246                 NaN   7.13842                 NaN   41.6719                 NaN   40.7702     
  1182.38        500.000                 NaN   6.13541                 NaN   4.28351                 NaN   7.13908                 NaN   41.6708                 NaN   40.7712     
  1181.32        500.000                 NaN   6.13569                 NaN   4.28145                 NaN   7.14047                 NaN   41.6737                 NaN   40.7686     
  1180.26        500.000                 NaN   6.15844                 NaN   4.27392                 NaN   7.14513                 NaN   41.6523                 NaN   40.7702     
  1179.20        500.000                 NaN   6.13938                 NaN   4.27955                 NaN   7.14183                 NaN   41.6717                 NaN   40.7676     
  1178.14        500.000                 NaN   6.13659                 NaN   4.28038                 NaN   7.14486                 NaN   41.6692                 NaN   40.7690     
  1177.08        500.000                 NaN   6.13110                 NaN   4.28391                 NaN   7.14373                 NaN   41.6700                 NaN   40.7712     
