|6.6.6
Archiving\03_Data\eq/QFM_m2/TIS/TIS_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.1895       0.804783       0.567458E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1895       0.804865       0.567463E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1894       0.804946       0.567468E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1893       0.805028       0.567473E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1892       0.805110       0.567479E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1891       0.805192       0.567484E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1891       0.805274       0.567490E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1890       0.805356       0.567495E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1889       0.805438       0.567501E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1888       0.805520       0.567507E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1887       0.805602       0.567513E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1886       0.805684       0.567519E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1886       0.805767       0.567525E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1885       0.805849       0.567532E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1884       0.805931       0.567538E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1883       0.806014       0.567545E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1882       0.806096       0.567552E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1881       0.806179       0.567558E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1881       0.806261       0.567565E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1880       0.806344       0.567572E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1879       0.806426       0.567579E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1878       0.806509       0.567587E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1877       0.806592       0.567594E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1876       0.806675       0.567602E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1876       0.806758       0.567609E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1875       0.806840       0.567617E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1874       0.806923       0.567625E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1873       0.807006       0.567632E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1872       0.807089       0.567640E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1872       0.807172       0.567649E-002            NaN            NaN            NaN            NaN            NaN            NaN
