|6.6.6
Archiving\03_Data\eq/QFM_m2/TIS/TIS_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0009       0.983329       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0009       0.983328       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0009       0.983327       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0009       0.983325       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0009       0.983324       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0009       0.983323       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0009       0.983321       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0009       0.983320       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0009       0.983318       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0009       0.983317       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0009       0.983315       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0009       0.983314       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0009       0.983313       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0009       0.983311       0.157865E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0009       0.983310       0.157865E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0009       0.983308       0.157865E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0009       0.983307       0.157865E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0009       0.983305       0.157864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0009       0.983303       0.157864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0009       0.983302       0.157864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0009       0.983300       0.157864E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0009       0.983298       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0009       0.983297       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0009       0.983295       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0009       0.983294       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0009       0.983292       0.157862E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0009       0.983290       0.157862E-001            NaN            NaN            NaN            NaN            NaN            NaN
