|6.6.6
Archiving\03_Data\frac/QFM_m4/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.31551        5.07023       0.447293E-005   8.21038       0.606275        46.2342        33.5634     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.34898        5.04052       0.445826E-005   8.21588       0.605197        46.2236        33.5658     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.38216        5.01114       0.444415E-005   8.22137       0.604110        46.2130        33.5682     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41417        4.98298       0.443200E-005   8.22687       0.603010        46.2024        33.5706     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.22298        2.80108        4.40905        8.26819       0.594524        46.1246        33.5795     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.73942        9.76023                 NaN   8.31903       0.580175        46.0049        33.5963     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.155809E-005   6.03326        5.38322        8.23961       0.598540        46.1730        33.5724     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.153389E-005   6.04495        5.37081        8.24455       0.597387        46.1693        33.5730     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.156769E-005   6.00369        5.41899        8.24696       0.597909        46.1542        33.5782     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.03471        5.38895       0.501012E-004   8.25244       0.596406        46.1480        33.5795     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.23691        5.19896       0.387717E-005   8.26194       0.591768        46.1308        33.5796     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12703        5.30313       0.183049E-005   8.26227       0.593316        46.1317        33.5825     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.15767        5.27723       0.114668E-004   8.26919       0.591557        46.1197        33.5846     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.28149        5.14517       0.262706E-004   8.27490       0.590694        46.1252        33.5825     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15780        8.15191       0.147177E-002   8.22082       0.611650        46.2908        33.5655     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30420        5.14109       0.526761E-005   8.28583       0.587263        46.0901        33.5915     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.32893        5.11824       0.215780E-004   8.29105       0.586248        46.0823        33.5932     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.35064        5.09896       0.128564E-005   8.29632       0.585195        46.0739        33.5950     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.36316        5.07640       0.130093E-001   8.30181       0.584069        46.0647        33.5968     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.40339       0.292113E-005   5.05040        8.30373       0.583641        46.0601        33.5987     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.42232       0.286945E-005   5.03573        8.30871       0.582427        46.0496        33.6012     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44222        5.02014       0.175044E-005   8.31367       0.581212        46.0391        33.6036     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.85457        4.62465       0.417427E-005   8.33055       0.580495        45.9905        33.6192     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.86935        4.61461       0.411943E-005   8.33594       0.579238        45.9790        33.6219     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.88310        4.60566       0.406642E-005   8.34132       0.577978        45.9674        33.6246     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.89672        4.59683       0.400226E-005   8.34672       0.576710        45.9558        33.6273     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90879        4.58962       0.394010E-005   8.35209       0.575438        45.9441        33.6300     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.92035        4.58295       0.387635E-005   8.35745       0.574163        45.9324        33.6327     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.93135        4.57686       0.689316E-005   8.36280       0.572882        45.9207        33.6354     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.94152        4.57166       0.373096E-005   8.36815       0.571597        45.9089        33.6382     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.95141        4.56676       0.366849E-005   8.37349       0.570306        45.8971        33.6409     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96028        4.56291       0.327872E-005   8.37882       0.569014        45.8853        33.6437     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96869        4.55955       0.320847E-005   8.38415       0.567716        45.8734        33.6465     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.97663        4.55669       0.313774E-005   8.38946       0.566415        45.8615        33.6493     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.12268        8.53331                 NaN   8.46932       0.539609        45.6594        33.6757     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.90934        4.62127       0.371698E-005   8.39165       0.567113        45.8589        33.6517     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.736888        7.27619        3.50123        8.39179       0.567391        45.8779        33.6486     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.306370E-001   6.82332        4.69197        8.40540       0.563520        45.8256        33.6596     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03191        8.10360       0.278666        8.35209       0.581997        46.0250        33.6267     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.04621        8.10260       0.269056        8.35694       0.580860        46.0152        33.6291     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.31081        8.39884                 NaN   8.51091       0.529450        45.5523        33.6977     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24794        8.16933                 NaN   8.36313       0.579734        46.0080        33.6319     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25729        8.16390                 NaN   8.36805       0.578571        45.9978        33.6344     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15056        8.11179       0.168227        8.37522       0.576641        45.9793        33.6383     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15007        8.10995       0.175237        8.38040       0.575328        45.9681        33.6410     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.17834        8.10377       0.155986        8.38477       0.574360        45.9596        33.6432     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19213        8.09824       0.151390        8.38961       0.573227        45.9497        33.6457     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.20600        8.09344       0.146121        8.39437       0.572082        45.9398        33.6482     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.12320        8.05201       0.279025        8.40085       0.570278        45.9229        33.6518     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37488        7.78388        1.33719        8.42051       0.563850        45.8555        33.6642     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04827        7.38259        3.14002        8.45738       0.551399        45.7361        33.6842     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06409        8.00350       0.402375        8.41658       0.566403        45.8865        33.6605     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96189        4.66161       0.131795E-005   8.47950       0.544340        45.6513        33.7013     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.04519        4.59673       0.171941E-005   8.49411       0.539813        45.6167        33.7075     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.04626        4.60144       0.168574E-005   8.49934       0.538440        45.6040        33.7105     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.04739        4.60614       0.166633E-005   8.50456       0.537062        45.5913        33.7135     
