|6.6.6
Archiving\03_Data\frac/QFM_m4/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1563.91        2500.00        98.8544                 NaN            NaN            NaN            NaN            NaN  0.116089        1.02950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        96.5973                 NaN            NaN            NaN            NaN            NaN  0.340925        3.06175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.8979                 NaN            NaN            NaN            NaN            NaN  0.984785E-002  0.922087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1155                 NaN            NaN            NaN            NaN            NaN  0.877479E-001  0.796747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9230                 NaN            NaN            NaN            NaN            NaN  0.104569       0.972384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9357                 NaN            NaN            NaN            NaN            NaN  0.103400       0.960896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9494                 NaN            NaN            NaN            NaN            NaN  0.102599       0.947987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9611                 NaN            NaN            NaN            NaN            NaN  0.101390       0.937514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9738                 NaN            NaN            NaN            NaN            NaN  0.977813E-001  0.928433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9839                 NaN            NaN            NaN            NaN            NaN  0.101027       0.915043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9402                 NaN            NaN            NaN            NaN            NaN  0.552546E-001  0.706920       0.297632                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.7669                 NaN            NaN            NaN            NaN            NaN            NaN  0.272954E-001   1.20579                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23052                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7735                 NaN            NaN            NaN            NaN            NaN            NaN  0.584549E-001   1.16800                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7779                 NaN            NaN            NaN            NaN            NaN            NaN  0.754149E-001   1.14666                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.7801                 NaN            NaN            NaN            NaN            NaN            NaN  0.152474        1.06741                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22637                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7761                 NaN            NaN            NaN            NaN            NaN            NaN  0.321595E-001   1.19178                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23363                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24089                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24605                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.7433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25666                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.7316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26840                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29262                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.6645                 NaN            NaN            NaN            NaN  0.895797E-002            NaN            NaN   1.32655                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.6254                 NaN            NaN            NaN            NaN  0.107793E-001            NaN            NaN   1.36384                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.5643                 NaN            NaN            NaN            NaN  0.103708E-001            NaN            NaN   1.42538                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1191                 NaN            NaN            NaN            NaN  0.617511E-002            NaN            NaN   1.28079       0.593899                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0854                 NaN            NaN            NaN            NaN  0.529250E-002            NaN            NaN  0.471854        1.43745                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1142                 NaN            NaN            NaN            NaN  0.499570E-002            NaN            NaN   1.41177       0.468982                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1416                 NaN            NaN            NaN            NaN  0.467019E-002            NaN            NaN   1.38792       0.465814                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1640                 NaN            NaN            NaN            NaN  0.438751E-002            NaN            NaN  0.462134        1.36944                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1820                 NaN            NaN            NaN            NaN  0.412745E-002            NaN            NaN  0.463683        1.35019                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2322                 NaN            NaN            NaN            NaN  0.382423E-002            NaN            NaN   1.30812       0.455846                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2410                 NaN            NaN            NaN            NaN  0.354928E-002            NaN            NaN   1.30016       0.455277                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2629                 NaN            NaN            NaN            NaN  0.334502E-002            NaN            NaN  0.452605        1.28111                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2841                 NaN            NaN            NaN            NaN  0.309807E-002            NaN            NaN  0.448209        1.26461                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3062                 NaN            NaN            NaN            NaN  0.284958E-002            NaN            NaN  0.446379        1.24455                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3242                 NaN            NaN            NaN            NaN  0.263652E-002            NaN            NaN  0.443231        1.22995                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3453                 NaN            NaN            NaN            NaN  0.244026E-002            NaN            NaN   1.21083       0.441479                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3622                 NaN            NaN            NaN            NaN  0.226721E-002            NaN            NaN  0.436947        1.19854                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3804                 NaN            NaN            NaN            NaN  0.199716E-002            NaN            NaN  0.434011        1.18355                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3960                 NaN            NaN            NaN            NaN  0.186185E-002            NaN            NaN  0.433368        1.16881                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4144                 NaN            NaN            NaN            NaN  0.161865E-002  0.128579E-003            NaN  0.426752        1.15707                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4304                 NaN            NaN            NaN            NaN  0.146631E-002            NaN            NaN  0.426340        1.14180                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4425                 NaN            NaN            NaN            NaN  0.132117E-002  0.157301E-004            NaN  0.422341        1.13382                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4593                 NaN            NaN            NaN            NaN  0.112522E-002  0.725482E-003            NaN   1.12033       0.418515                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7826                 NaN            NaN            NaN            NaN  0.580801E-003  0.142602E-001            NaN  0.297930       0.904655                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.1658                 NaN            NaN            NaN            NaN  0.123379E-002  0.893902E-002            NaN  0.488764        1.33529                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5162                 NaN            NaN            NaN            NaN  0.523413E-003  0.651115E-001            NaN   1.12702       0.291150                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5193                 NaN            NaN            NaN            NaN  0.394684E-003  0.596900E-001            NaN  0.298812        1.12178                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5295                 NaN            NaN            NaN            NaN  0.272301E-003  0.550295E-001            NaN   1.11089       0.304321                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5431                 NaN            NaN            NaN            NaN  0.158486E-003  0.559031E-001            NaN  0.298582        1.10227                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5502                 NaN            NaN            NaN            NaN  0.414728E-004  0.510419E-001            NaN  0.304223        1.09445                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5577                 NaN            NaN            NaN            NaN  0.432668E-004  0.481957E-001            NaN   1.08855       0.305462                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.2621                 NaN            NaN            NaN            NaN            NaN  0.392921                 NaN  0.375026        1.32102                 NaN  0.648913                 NaN            NaN            NaN
  1421.05        2500.00        96.3940                 NaN            NaN            NaN            NaN            NaN  0.643002                 NaN  0.383191        1.48293                 NaN   1.09685                 NaN            NaN            NaN
  1418.55        2500.00        96.4810                 NaN            NaN            NaN            NaN            NaN  0.642149                 NaN  0.332227        1.47417                 NaN   1.07050                 NaN            NaN            NaN
  1416.04        2500.00        96.5623                 NaN            NaN            NaN            NaN            NaN  0.641751                 NaN   1.46288       0.287977                 NaN   1.04510                 NaN            NaN            NaN
  1413.53        2500.00        96.6455                 NaN            NaN            NaN            NaN            NaN  0.640330                 NaN  0.238077        1.45588                 NaN   1.02019                 NaN            NaN            NaN
  1411.03        2500.00        96.7207                 NaN            NaN            NaN            NaN            NaN  0.639059                 NaN   1.45003       0.193233                 NaN  0.996990                 NaN            NaN            NaN
  1408.52        2500.00        96.7943                 NaN            NaN            NaN            NaN            NaN  0.637464                 NaN  0.146433        1.44741                 NaN  0.974445                 NaN            NaN            NaN
  1406.02        2500.00        96.8585                 NaN            NaN            NaN            NaN            NaN  0.636122                 NaN   1.45042       0.101175                 NaN  0.953825                 NaN            NaN            NaN
  1403.51        2500.00        96.9323                 NaN            NaN            NaN            NaN            NaN  0.633747                 NaN   1.44278       0.596810E-001            NaN  0.931463                 NaN            NaN            NaN
  1401.00        2500.00        96.9916                 NaN            NaN            NaN            NaN            NaN  0.631883                 NaN   1.44512       0.189140E-001            NaN  0.912433                 NaN            NaN            NaN
  1398.50        2500.00        97.0543                 NaN            NaN            NaN            NaN            NaN  0.628875                 NaN   1.42409                 NaN            NaN  0.892747                 NaN            NaN            NaN
  1395.99        2500.00        97.1092                 NaN            NaN            NaN            NaN            NaN  0.610476                 NaN   1.40759                 NaN            NaN  0.872771                 NaN            NaN            NaN
  1393.48        2500.00        97.1655                 NaN            NaN            NaN            NaN            NaN  0.600705                 NaN   1.37959                 NaN            NaN  0.854170                 NaN            NaN            NaN
  1390.98        2500.00        97.2178                 NaN            NaN            NaN            NaN            NaN  0.588376                 NaN   1.35793                 NaN            NaN  0.835868                 NaN            NaN            NaN
  1388.47        2500.00        97.2669                 NaN            NaN            NaN            NaN            NaN  0.575879                 NaN   1.33848                 NaN            NaN  0.818765                 NaN            NaN            NaN
  1385.96        2500.00        97.3207                 NaN            NaN            NaN            NaN            NaN  0.569300                 NaN   1.30909                 NaN            NaN  0.800946                 NaN            NaN            NaN
  1383.46        2500.00        97.3649                 NaN            NaN            NaN            NaN            NaN  0.555391                 NaN   1.29480                 NaN            NaN  0.784882                 NaN            NaN            NaN
  1380.95        2500.00        97.4136                 NaN            NaN            NaN            NaN            NaN  0.547782                 NaN   1.27025                 NaN            NaN  0.768351                 NaN            NaN            NaN
  1378.45        2500.00        97.4639                 NaN            NaN            NaN            NaN            NaN  0.542293                 NaN   1.24089                 NaN            NaN  0.752865                 NaN            NaN            NaN
  1375.94        2500.00        97.5013                 NaN            NaN            NaN            NaN            NaN  0.533821                 NaN   1.22679                 NaN            NaN  0.738048                 NaN            NaN            NaN
  1373.43        2500.00        97.5436                 NaN            NaN            NaN            NaN            NaN  0.523360                 NaN   1.20941                 NaN            NaN  0.723596                 NaN            NaN            NaN
  1370.93        2500.00        97.5865                 NaN            NaN            NaN            NaN            NaN  0.520799                 NaN   1.18314                 NaN            NaN  0.709538                 NaN            NaN            NaN
  1368.42        2500.00        97.6236                 NaN            NaN            NaN            NaN            NaN  0.509137                 NaN   1.17136                 NaN            NaN  0.695925                 NaN            NaN            NaN
  1365.91        2500.00        97.6604                 NaN            NaN            NaN            NaN            NaN  0.501462                 NaN   1.15533                 NaN            NaN  0.682790                 NaN            NaN            NaN
  1363.41        2500.00        97.6992                 NaN            NaN            NaN            NaN            NaN  0.493136                 NaN   1.13824                 NaN            NaN  0.669392                 NaN            NaN            NaN
  1360.90        2500.00        97.7337                 NaN            NaN            NaN            NaN            NaN  0.484949                 NaN   1.12418                 NaN            NaN  0.657176                 NaN            NaN            NaN
  1358.40        2500.00        97.7656                 NaN            NaN            NaN            NaN            NaN  0.466746                 NaN   1.12352                 NaN            NaN  0.644174                 NaN            NaN            NaN
  1355.89        2500.00        97.8009                 NaN            NaN            NaN            NaN            NaN  0.466544                 NaN   1.09962                 NaN            NaN  0.632942                 NaN            NaN            NaN
  1353.38        2500.00        97.8342                 NaN            NaN            NaN            NaN            NaN  0.459131                 NaN   1.08520                 NaN            NaN  0.621451                 NaN            NaN            NaN
  1350.88        2500.00        97.8633                 NaN            NaN            NaN            NaN            NaN  0.444734                 NaN   1.08228                 NaN            NaN  0.609710                 NaN            NaN            NaN
  1348.37        2500.00        97.8905                 NaN            NaN            NaN            NaN            NaN  0.434456                 NaN   1.07557                 NaN            NaN  0.599437                 NaN            NaN            NaN
  1345.86        2500.00        97.9236                 NaN            NaN            NaN            NaN            NaN  0.424306                 NaN   1.06406                 NaN            NaN  0.587989                 NaN            NaN            NaN
  1343.36        2500.00        97.9483                 NaN            NaN            NaN            NaN            NaN  0.413676                 NaN   1.05992                 NaN            NaN  0.578078                 NaN            NaN            NaN
  1340.85        2500.00        97.8283                 NaN            NaN            NaN            NaN            NaN  0.389112                 NaN   1.11496                 NaN            NaN  0.598697       0.689539E-001            NaN            NaN
  1338.35        2500.00        97.7266                 NaN            NaN            NaN            NaN            NaN  0.377077                 NaN   1.14849                 NaN            NaN  0.617053       0.130790                 NaN            NaN
  1335.84        2500.00        97.7794                 NaN            NaN            NaN            NaN            NaN  0.365613                 NaN   1.12762                 NaN            NaN  0.601171       0.126184                 NaN            NaN
  1333.33        2500.00        97.8242                 NaN            NaN            NaN            NaN            NaN  0.364690                 NaN   1.09979                 NaN            NaN  0.589225       0.122136                 NaN            NaN
  1330.83        2500.00        97.8671                 NaN            NaN            NaN            NaN            NaN  0.357228                 NaN   1.08050                 NaN            NaN  0.576912       0.118269                 NaN            NaN
  1328.32        2500.00        97.9045                 NaN            NaN            NaN            NaN            NaN  0.355480                 NaN   1.05848                 NaN            NaN  0.566676       0.114871                 NaN            NaN
  1325.81        2500.00        97.9548                 NaN            NaN            NaN            NaN            NaN  0.340792                 NaN   1.04316                 NaN            NaN  0.551166       0.110036                 NaN            NaN
  1323.31        2500.00        97.9913                 NaN            NaN            NaN            NaN            NaN  0.333979                 NaN   1.02704                 NaN            NaN  0.541039       0.106610                 NaN            NaN
  1320.80        2500.00        98.0363                 NaN            NaN            NaN            NaN            NaN  0.318451                 NaN   1.01464                 NaN            NaN  0.527334       0.103259                 NaN            NaN
  1318.30        2500.00        98.0644                 NaN            NaN            NaN            NaN            NaN  0.323711                 NaN  0.992324                 NaN            NaN  0.520578       0.990127E-001            NaN            NaN
  1315.79        2500.00        98.1065                 NaN            NaN            NaN            NaN            NaN  0.306574                 NaN  0.983665                 NaN            NaN  0.507541       0.957358E-001            NaN            NaN
  1313.28        2500.00        98.1429                 NaN            NaN            NaN            NaN            NaN  0.299064                 NaN  0.968635                 NaN            NaN  0.496953       0.924075E-001            NaN            NaN
  1310.78        2500.00        98.1784                 NaN            NaN            NaN            NaN            NaN  0.287626                 NaN  0.958424                 NaN            NaN  0.486632       0.889103E-001            NaN            NaN
  1308.27        2500.00        98.2148                 NaN            NaN            NaN            NaN            NaN  0.273508                 NaN  0.950602                 NaN            NaN  0.475278       0.858192E-001            NaN            NaN
  1305.76        2500.00        98.2419                 NaN            NaN            NaN            NaN            NaN  0.274266                 NaN  0.933178                 NaN            NaN  0.468432       0.822479E-001            NaN            NaN
  1303.26        2500.00        98.2778                 NaN            NaN            NaN            NaN            NaN  0.258742                 NaN  0.926749                 NaN            NaN  0.457510       0.792091E-001            NaN            NaN
  1300.75        2500.00        95.5897                 NaN            NaN            NaN            NaN            NaN  0.414675                 NaN   1.53318                 NaN            NaN  0.796304       0.164357        1.50177                 NaN
  1298.25        2500.00        60.4394                 NaN            NaN            NaN            NaN            NaN   2.58493                 NaN   9.68402                 NaN            NaN   5.26578        1.25184        20.7740                 NaN
  1295.74        2500.00        67.7173                 NaN            NaN            NaN            NaN            NaN   2.06082                 NaN   8.19987                 NaN            NaN   4.31390       0.983849        16.7243                 NaN
  1293.23        2500.00        73.2936                 NaN            NaN            NaN            NaN            NaN   1.64037                 NaN   7.03336                 NaN            NaN   3.58338       0.787609        13.6617                 NaN
  1290.73        2500.00        77.6190                 NaN            NaN            NaN            NaN            NaN   1.28671                 NaN   6.12099                 NaN            NaN   3.01533       0.640999        11.3170                 NaN
  1288.22        2500.00        81.0142                 NaN            NaN            NaN            NaN            NaN  0.983660                 NaN   5.39996                 NaN            NaN   2.56863       0.529190        9.50437                 NaN
  1285.71        2500.00        83.2819                 NaN            NaN            NaN            NaN            NaN  0.814402                 NaN   4.90264                 NaN            NaN   2.26877       0.454210        8.27812                 NaN
  1283.21        2500.00        85.4031                 NaN            NaN            NaN            NaN            NaN  0.507162                 NaN   4.55519                 NaN            NaN   1.98898       0.381685        7.16391                 NaN
  1280.70        2500.00        84.4257                 NaN            NaN            NaN            NaN            NaN  0.703852                 NaN   4.57673                 NaN            NaN   2.14770       0.407037        7.73895                 NaN
  1278.20        2500.00        73.8580                 NaN            NaN            NaN            NaN            NaN   1.44057                 NaN   5.27909                 NaN            NaN   4.00463       0.851933        14.5658                 NaN
  1275.69        2500.00        93.6411                 NaN            NaN            NaN            NaN            NaN  0.241305                 NaN   1.68960                 NaN            NaN  0.951029       0.185536        3.29148                 NaN
  1273.18        2500.00        96.9447                 NaN            NaN            NaN            NaN            NaN  0.287009                 NaN  0.337057                 NaN            NaN  0.478494       0.102832        1.84987                 NaN
  1270.68        2500.00        98.2069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.757668                 NaN            NaN  0.240083       0.216164E-001  0.773748                 NaN
  1268.17        2500.00        98.2750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.608145                 NaN            NaN  0.219454       0.473056E-001  0.850110                 NaN
  1265.66        2500.00        98.1462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.632998                 NaN            NaN  0.245466       0.443471E-001  0.930949                 NaN
  1263.16        2500.00        98.0286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.754398                 NaN            NaN  0.328619       0.433015E-001  0.845088                 NaN
  1260.65        2500.00        89.0767        9.56846                 NaN            NaN            NaN            NaN            NaN            NaN  0.107962                 NaN            NaN  0.189521       0.631393E-001  0.994185                 NaN
  1258.15        2500.00        75.9414        10.9714        8.98179                 NaN            NaN            NaN            NaN            NaN   1.00215       0.981443                 NaN  0.519731       0.538621E-001   1.54819                 NaN
  1255.64        2500.00        79.0042        11.8240        8.83794                 NaN            NaN            NaN            NaN            NaN  0.849894E-001            NaN            NaN  0.249430E-001  0.105357E-001  0.213446                 NaN
  1253.13        2500.00        72.2454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.40401        6.54759                 NaN   3.10673       0.281665        9.41461                 NaN
  1250.63        2500.00        57.3459        24.2178                 NaN            NaN            NaN            NaN            NaN            NaN   2.03935        3.31332                 NaN   2.55090       0.601515        9.93121                 NaN
  1248.12        2500.00        99.3764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.474384                 NaN            NaN  0.149233                 NaN            NaN            NaN
  1245.61        2500.00        99.5866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.408331                 NaN            NaN            NaN  0.507308E-002            NaN            NaN
  1243.11        2500.00        96.5848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.693435                 NaN            NaN            NaN  0.952915E-001   2.62646                 NaN
  1240.60        2500.00        98.6648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.931591                 NaN            NaN  0.319679       0.838867E-001            NaN            NaN
  1238.10        2500.00        87.7619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56615                 NaN            NaN  0.945704       0.797165E-001   5.33928        3.30727     
  1235.59        2500.00        95.7380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32417                 NaN            NaN  0.608052       0.919453E-001   2.23782                 NaN
  1233.08        2500.00        61.8297                 NaN            NaN            NaN            NaN            NaN   2.82711                 NaN  0.567171E-005            NaN            NaN   2.65795       0.467943        17.5724        14.6448     
  1230.58        2500.00        15.1869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.60591        12.8925       0.707912E-005   8.20207       0.795490        34.6960        23.6211     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.25821        8.90451       0.615450E-005   8.16470        1.11257        43.6869        31.8731     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.33740        8.82759       0.633064E-005   8.16997        1.11143        43.6802        31.8734     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41545        8.75168       0.593698E-005   8.17542        1.11032        43.6733        31.8738     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49722        8.67232       0.607408E-005   8.18071        1.10915        43.6665        31.8741     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.57682        8.59536       0.622302E-005   8.18601        1.10790        43.6594        31.8745     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.65298        8.52147       0.614197E-005   8.19141        1.10675        43.6525        31.8748     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.72954        8.44750       0.618446E-005   8.19684        1.10551        43.6454        31.8752     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.80567        8.37402       0.606582E-005   8.20212        1.10426        43.6383        31.8756     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.88105        8.30128       0.612106E-005   8.20752        1.10301        43.6311        31.8760     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.95500        8.23004       0.639493E-005   8.21295        1.10173        43.6238        31.8765     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.02742        8.16042       0.606281E-005   8.21839        1.10042        43.6165        31.8769     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.09431        8.09645       0.603652E-005   8.22387        1.09908        43.6089        31.8773     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.17226        8.02133       0.611437E-005   8.22934        1.09775        43.6015        31.8778     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.24241        7.95416       0.619536E-005   8.23486        1.09638        43.5939        31.8783     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.31215        7.88736       0.614221E-005   8.24043        1.09502        43.5863        31.8787     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.38176        7.82104       0.617598E-005   8.24595        1.09352        43.5785        31.8792     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.44953        7.75627       0.623263E-005   8.25142        1.09217        43.5709        31.8797     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.51570        7.69336       0.616128E-005   8.25698        1.09070        43.5630        31.8803     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.58248        7.62978       0.619838E-005   8.26255        1.08923        43.5552        31.8808     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.64591        7.56977       0.613912E-005   8.26806        1.08775        43.5472        31.8813     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.71090        7.50818       0.617630E-005   8.27364        1.08623        43.5392        31.8819     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.77306        7.44950       0.618739E-005   8.27921        1.08469        43.5311        31.8825     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.83485        7.39124       0.615648E-005   8.28479        1.08314        43.5229        31.8830     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.89483        7.33493       0.615604E-005   8.29034        1.08152        43.5147        31.8836     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.95518        7.27817       0.619194E-005   8.29597        1.07997        43.5065        31.8842     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.01413        7.22290       0.616391E-005   8.30158        1.07837        43.4982        31.8849     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.48638        8.77125       0.895137E-003   8.23711        1.07946        43.5434        31.8815     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.12829        7.11642       0.612321E-005   8.31278        1.07507        43.4813        31.8861     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18364        7.06499       0.612347E-005   8.31840        1.07339        43.4728        31.8868     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.23804        7.01455       0.576991E-005   8.32402        1.07170        43.4642        31.8875     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.29140        6.96523       0.610980E-005   8.32961        1.06999        43.4556        31.8882     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.34339        6.91733       0.610617E-005   8.33525        1.06825        43.4469        31.8889     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.39575        6.86913       0.606309E-005   8.34088        1.06650        43.4382        31.8896     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.44429        6.82483       0.605081E-005   8.34651        1.06473        43.4293        31.8903     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.49292        6.78044       0.557005E-004   8.35213        1.06294        43.4205        31.8910     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.54142        6.73633       0.598230E-005   8.35776        1.06113        43.4116        31.8918     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.58684        6.69532       0.598908E-005   8.36339        1.05930        43.4026        31.8926     
