|6.6.6
Archiving\03_Data\frac/QFM_m3.75/NWA1068/NWA1068_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1839.60        2500.00        99.3447       0.638354       0.169640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.3446       0.638407       0.169643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3446       0.638461       0.169646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3445       0.638515       0.169649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3445       0.638569       0.169652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3444       0.638623       0.169655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3444       0.638671       0.169657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3443       0.638731       0.169661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3443       0.638780       0.169663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3442       0.638839       0.169668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3441       0.638893       0.169671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3441       0.638947       0.169674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3440       0.639001       0.169677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3440       0.639055       0.169680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3439       0.639109       0.169684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3439       0.639164       0.169687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3438       0.639218       0.169690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3438       0.639272       0.169694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3437       0.639326       0.169697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3436       0.639381       0.169700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3436       0.639435       0.169704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3435       0.639489       0.169707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3435       0.639544       0.169710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3434       0.639598       0.169714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3434       0.639653       0.169717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3433       0.639707       0.169721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3433       0.639761       0.169724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3432       0.639816       0.169728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3432       0.639870       0.169731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3431       0.639925       0.169735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3430       0.639980       0.169738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3430       0.640034       0.169742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3429       0.640086       0.169745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3429       0.640143       0.169749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3428       0.640198       0.169753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3428       0.640253       0.169756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3427       0.640308       0.169760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3427       0.640362       0.169764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3426       0.640417       0.169767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3426       0.640472       0.169771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3425       0.640527       0.169775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3424       0.640581       0.169779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3424       0.640636       0.169782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3423       0.640691       0.169786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3423       0.640746       0.169790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3422       0.640801       0.169794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3422       0.640856       0.169798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3421       0.640911       0.169802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3421       0.640966       0.169806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3420       0.641021       0.169809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3419       0.641076       0.169813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3419       0.641131       0.169817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3418       0.641186       0.169821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3418       0.641241       0.169825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3417       0.641296       0.169829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3417       0.641351       0.169833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3416       0.641407       0.169837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3410       0.641460       0.169841E-001  0.550036E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3415       0.641521       0.169847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3414       0.641576       0.169851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3351       0.641639       0.169857E-001  0.626444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3331       0.641745       0.169874E-001  0.816824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3331       0.641863       0.169895E-001  0.807886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3330       0.641980       0.169915E-001  0.805702E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3330       0.642097       0.169936E-001  0.793738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3329       0.642213       0.169956E-001  0.790909E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3328       0.642329       0.169976E-001  0.782759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3328       0.642444       0.169996E-001  0.777558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3327       0.642559       0.170016E-001  0.769982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3327       0.642673       0.170036E-001  0.764634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.8469       0.642929       0.162399E-001  0.802191E-002  0.485881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9924                 NaN            NaN  0.760974E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.5914                 NaN            NaN  0.785416E-002  0.400775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4710                 NaN            NaN  0.793226E-002  0.521102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3754                 NaN            NaN  0.313361E-002  0.621443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.5647                 NaN            NaN  0.126803E-001  0.422654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4743                 NaN            NaN  0.782612E-002  0.517836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4745                 NaN            NaN  0.781707E-002  0.517716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4760                 NaN            NaN  0.778155E-002  0.516244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4772                 NaN            NaN  0.773360E-002  0.515053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.4763                 NaN            NaN  0.774559E-002  0.515981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.4814                 NaN            NaN  0.766138E-002  0.510982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.4810                 NaN            NaN  0.765471E-002  0.511311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.4830                 NaN            NaN  0.760745E-002  0.509382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.4846                 NaN            NaN  0.756927E-002  0.507793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.4862                 NaN            NaN  0.754487E-002  0.506213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4882                 NaN            NaN  0.750733E-002  0.504269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4869                 NaN            NaN  0.753233E-002  0.505586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4943                 NaN            NaN  0.743488E-002  0.498226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4955                 NaN            NaN  0.735388E-002  0.497104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4953                 NaN            NaN  0.736765E-002  0.497300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4981                 NaN            NaN  0.730190E-002  0.494580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4989                 NaN            NaN  0.729893E-002  0.493756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4937                 NaN            NaN  0.737024E-002  0.498928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.8195                 NaN            NaN  0.268735E-002  0.177823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.2001                 NaN            NaN  0.115446E-001  0.788405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.5127                 NaN            NaN  0.706950E-002  0.480218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.5123                 NaN            NaN  0.707725E-002  0.480628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.5145                 NaN            NaN  0.703470E-002  0.478492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.5163                 NaN            NaN  0.700692E-002  0.476700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.5208                 NaN            NaN  0.693740E-002  0.472241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.5049                 NaN            NaN  0.693052E-002  0.488179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.5442                 NaN            NaN  0.685268E-002  0.448977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.5287                 NaN            NaN  0.682465E-002  0.464506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.5310                 NaN            NaN  0.678387E-002  0.462218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.5344                 NaN            NaN  0.674427E-002  0.458880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.5356                 NaN            NaN  0.672774E-002  0.457691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.5419                 NaN            NaN  0.662873E-002  0.451509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0678                 NaN            NaN  0.135132E-001  0.918677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.8331                 NaN            NaN  0.240903E-002  0.164529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.2929                 NaN            NaN  0.102324E-001  0.696820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.3557                 NaN            NaN  0.935134E-002  0.634915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.7473                 NaN            NaN  0.365903E-002  0.249000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5727                 NaN            NaN  0.617756E-002  0.421155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.5640                 NaN            NaN  0.630593E-002  0.429711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.5317                 NaN            NaN  0.684169E-002  0.461444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.6088                 NaN            NaN  0.554694E-002  0.385660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.5734                 NaN            NaN  0.617613E-002  0.420405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.5778                 NaN            NaN  0.610634E-002  0.416125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.5785                 NaN            NaN  0.610049E-002  0.415396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.5691                 NaN            NaN  0.621642E-002  0.424681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.6040                 NaN            NaN  0.572604E-002  0.390239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.5902                 NaN            NaN  0.591737E-002  0.403840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.5934                 NaN            NaN  0.588040E-002  0.400759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.5802                 NaN            NaN  0.607090E-002  0.413746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.6166                 NaN            NaN  0.554082E-002  0.377863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.6027                 NaN            NaN  0.574241E-002  0.391509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.6054                 NaN            NaN  0.570270E-002  0.388915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.5260                 NaN            NaN  0.683703E-002  0.467206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.5307                 NaN            NaN  0.488934E-002  0.187630       0.276814                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9448                 NaN            NaN  0.742991E-002  0.711174E-002   1.04063                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9395                 NaN            NaN  0.729643E-002  0.147522E-003   1.05310                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.5538                 NaN            NaN  0.975194E-002            NaN   1.43641                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3193                 NaN            NaN  0.446866E-002  0.829497E-006  0.676273                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9181                 NaN            NaN  0.691283E-002            NaN   1.07499                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8987                 NaN            NaN  0.675645E-002            NaN   1.09453                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8822                 NaN            NaN  0.660995E-002            NaN   1.11120                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8508                 NaN            NaN  0.643195E-002            NaN   1.14280                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7933                 NaN            NaN  0.610198E-002            NaN  0.569457E-002   1.19494                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4514                 NaN            NaN  0.319969E-002            NaN   1.17537       0.370022                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4709                 NaN            NaN  0.306672E-002            NaN  0.369710        1.15630                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4945                 NaN            NaN  0.289667E-002            NaN  0.368530        1.13411                 NaN            NaN            NaN            NaN            NaN
