|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1599.36        2500.00       0.102466E-001   99.5438       0.445904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        2500.00                 NaN   99.3313       0.631976       0.367601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        2500.00                 NaN   99.3370       0.583492       0.794905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        2500.00                 NaN   99.3442       0.577618       0.782109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        2500.00                 NaN   99.3493       0.573147       0.775645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00                 NaN   99.3552       0.568588       0.761759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        2500.00                 NaN   99.3618       0.562936       0.752982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        2500.00                 NaN   99.3672       0.559137       0.736844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        2500.00                 NaN   99.3735       0.552746       0.737911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        2500.00                 NaN   99.3786       0.549710       0.717254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        2500.00                 NaN   99.3852       0.544163       0.706474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        2500.00                 NaN   99.3915       0.537847       0.706763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        2500.00                 NaN   99.3756       0.553635       0.707984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        2500.00                 NaN   99.4194       0.514589       0.659954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        2500.00                 NaN   99.4096       0.522919       0.674404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        2500.00                 NaN   99.4053       0.529240       0.654271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        2500.00                 NaN   99.4238       0.510627       0.655888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        2500.00                 NaN   99.4240       0.509895       0.661524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        2500.00                 NaN   98.7891        1.07983       0.131057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        2500.00                 NaN   99.9955                 NaN  0.445856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        2500.00                 NaN   99.4477       0.494257       0.580804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        2500.00                 NaN   99.7328       0.237776       0.294173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        2500.00                 NaN   99.2208       0.695397       0.837664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        2500.00                 NaN   99.4525       0.487751       0.597094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        2500.00                 NaN   99.4593       0.480812       0.598421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        2500.00                 NaN   99.8243       0.156238       0.194176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        2500.00                 NaN   99.1047       0.799245       0.960124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        2500.00                 NaN   99.4693       0.474845       0.558471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        2500.00                 NaN   99.4750       0.470163       0.547881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        2500.00                 NaN   99.4794       0.465815       0.547528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        2500.00                 NaN   99.4843       0.461156       0.545586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        2500.00                 NaN   99.4891       0.456702       0.542374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        2500.00                 NaN   99.4923       0.454641       0.530736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00                 NaN   99.4971       0.450932       0.519303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        2500.00                 NaN   99.4982       0.451521       0.502999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN   99.5053       0.444267       0.504224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        2500.00                 NaN   99.5079       0.442754       0.493051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.5117       0.439377       0.488988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        2500.00                 NaN   99.5144       0.438394       0.472324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.5190       0.433706       0.473009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        2500.00                 NaN   99.5051       0.444440       0.504404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        2500.00                 NaN   99.5457       0.411110       0.432395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        2500.00                 NaN   99.5284       0.425053       0.465938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        2500.00                 NaN   99.5355       0.419474       0.449955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        2500.00                 NaN   99.5371       0.420252       0.426184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        2500.00                 NaN   99.5398       0.418338       0.418864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        2500.00                 NaN   99.5439       0.413540       0.425597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.5450       0.413805       0.411857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        2500.00                 NaN   99.5508       0.409356       0.398618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        2500.00                 NaN   99.5523       0.408158       0.395584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        2500.00                 NaN   99.5555       0.406021       0.384791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        2500.00                 NaN   99.2109       0.723548       0.655107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        2500.00                 NaN   99.7677       0.213203       0.191377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        2500.00                 NaN   99.7836       0.199104       0.173038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        2500.00                 NaN   99.4871       0.472053       0.408602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        2500.00                 NaN   99.5711       0.394517       0.343392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        2500.00                 NaN   99.5733       0.392710       0.340200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.5755       0.390974       0.335283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        2500.00                 NaN   99.5790       0.382544       0.384065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        2500.00                 NaN   99.5837       0.387442       0.288929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        2500.00                 NaN   99.4541       0.507661       0.382304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        2500.00                 NaN   99.8376       0.150407       0.119665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        2500.00                 NaN   99.4641       0.497410       0.385272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00                 NaN   99.5907       0.380887       0.283843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        2500.00                 NaN   99.5931       0.378910       0.279475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        2500.00                 NaN   99.5940       0.385273       0.207182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        2500.00                 NaN   99.5862       0.332544       0.231714E-001            NaN  0.580658E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        2500.00                 NaN   99.4976                 NaN  0.302619E-001            NaN  0.472114                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        2500.00                 NaN   99.4910                 NaN  0.413557E-004            NaN  0.508961                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        2500.00                 NaN   99.5733                 NaN            NaN            NaN  0.426655                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        2500.00                 NaN   99.9934       0.509666E-003  0.613891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        2500.00                 NaN   98.9072                 NaN            NaN            NaN   1.09277                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        2500.00                 NaN   99.4120       0.736098E-001            NaN            NaN  0.514353                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        2500.00                 NaN   99.5774                 NaN            NaN            NaN  0.422589                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        2500.00                 NaN   99.4900                 NaN            NaN            NaN  0.509962                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   99.4933                 NaN            NaN            NaN  0.506724                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        2500.00                 NaN   99.4897                 NaN  0.874196E-006            NaN  0.510333                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        2500.00                 NaN   99.5115                 NaN            NaN            NaN  0.488469                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        2500.00                 NaN   99.4670                 NaN            NaN            NaN  0.532989                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00                 NaN   99.4859                 NaN            NaN            NaN  0.514129                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        2500.00                 NaN   99.4574                 NaN            NaN            NaN  0.542613                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        2500.00                 NaN   99.5592                 NaN            NaN            NaN  0.440801                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        2500.00                 NaN   99.4241                 NaN            NaN            NaN  0.575886                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        2500.00                 NaN   99.4770                 NaN            NaN            NaN  0.522980                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        2500.00                 NaN   99.4628                 NaN            NaN            NaN  0.533561       0.366376E-002            NaN            NaN            NaN            NaN            NaN
  1471.68        2500.00                 NaN   99.3625                 NaN            NaN            NaN  0.219329       0.418133                 NaN            NaN            NaN            NaN            NaN
  1470.17        2500.00                 NaN   99.2341                 NaN            NaN            NaN  0.510192       0.255737                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00                 NaN   99.2408                 NaN            NaN            NaN  0.505530       0.253673                 NaN            NaN            NaN            NaN            NaN
  1467.17        2500.00                 NaN   99.2477                 NaN  0.151480E-005            NaN  0.500548       0.251712                 NaN            NaN            NaN            NaN            NaN
  1465.67        2500.00                 NaN   99.2530                 NaN            NaN            NaN  0.497284       0.249740                 NaN            NaN            NaN            NaN            NaN
  1464.17        2500.00                 NaN   99.2601                 NaN            NaN            NaN  0.492209       0.247718                 NaN            NaN            NaN            NaN            NaN
  1462.66        2500.00                 NaN   99.2658                 NaN            NaN            NaN  0.488721       0.245507                 NaN            NaN            NaN            NaN            NaN
  1461.16        2500.00                 NaN   99.2714                 NaN            NaN            NaN  0.485121       0.243497                 NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   99.4742                 NaN  0.230915E-004            NaN  0.178019       0.347735                 NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00                 NaN   99.0885                 NaN            NaN            NaN  0.306010       0.605491                 NaN            NaN            NaN            NaN            NaN
  1456.66        2500.00                 NaN   99.2889                 NaN            NaN            NaN  0.473724       0.237416                 NaN            NaN            NaN            NaN            NaN
  1455.15        2500.00                 NaN   99.2947                 NaN            NaN            NaN  0.235870       0.469451                 NaN            NaN            NaN            NaN            NaN
  1453.65        2500.00                 NaN   99.2992                 NaN            NaN            NaN  0.233633       0.467150                 NaN            NaN            NaN            NaN            NaN
  1452.15        2500.00                 NaN   99.3051                 NaN            NaN            NaN  0.231967       0.462889                 NaN            NaN            NaN            NaN            NaN
  1450.65        2500.00                 NaN   99.3101                 NaN            NaN            NaN  0.459257       0.230643                 NaN            NaN            NaN            NaN            NaN
  1449.14        2500.00                 NaN   99.3167                 NaN            NaN            NaN  0.228594       0.454754                 NaN            NaN            NaN            NaN            NaN
  1447.64        2500.00                 NaN   99.3204                 NaN            NaN            NaN  0.453049       0.226588                 NaN            NaN            NaN            NaN            NaN
  1446.14        2500.00                 NaN   99.3247                 NaN            NaN            NaN  0.450621       0.224653                 NaN            NaN            NaN            NaN            NaN
  1444.64        2500.00                 NaN   99.3307                 NaN            NaN            NaN  0.223012       0.446249                 NaN            NaN            NaN            NaN            NaN
