|6.6.6
Archiving\03_Data\eq/QFM_m4.75/EETA/EETA_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1903.85        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        98.9996       0.968662       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        98.9996       0.968662       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        98.9996       0.968662       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        98.9996       0.968661       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        98.9996       0.968661       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        98.9996       0.968661       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        98.9996       0.968660       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        98.9996       0.968660       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        98.9996       0.968659       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        98.9996       0.968659       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        98.9922       0.968679       0.317014E-001  0.738981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        98.9735       0.968731       0.317031E-001  0.260936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        98.9547       0.968783       0.317048E-001  0.447993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        98.9266       0.968861       0.317074E-001  0.728111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        98.8985       0.968938       0.317099E-001  0.100827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        98.8704       0.969016       0.317124E-001  0.128848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        98.8423       0.969094       0.317150E-001  0.156874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        98.8142       0.969172       0.317175E-001  0.184903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        98.7861       0.969250       0.317201E-001  0.212938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        98.7580       0.969328       0.317226E-001  0.240976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        98.7298       0.969405       0.317252E-001  0.269020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        98.7031       0.969479       0.317276E-001  0.295733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        98.6763       0.969554       0.317300E-001  0.322450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        98.6495       0.969628       0.317325E-001  0.349171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        98.6227       0.969702       0.317349E-001  0.375897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        98.5959       0.969776       0.317373E-001  0.402626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        98.5691       0.969850       0.317397E-001  0.429360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        98.5422       0.969924       0.317422E-001  0.456097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        98.5154       0.969999       0.317446E-001  0.482839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        98.4901       0.970069       0.317469E-001  0.508066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        98.4648       0.970138       0.317492E-001  0.533297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        98.4395       0.970208       0.317515E-001  0.558532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        98.4142       0.970278       0.317538E-001  0.583770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        98.3889       0.970348       0.317560E-001  0.609012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        98.3636       0.970418       0.317583E-001  0.634257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        98.3382       0.970488       0.317606E-001  0.659506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        98.3129       0.970558       0.317629E-001  0.684759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        98.2889       0.970625       0.317651E-001  0.708680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        98.2649       0.970691       0.317673E-001  0.732604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        98.2409       0.970757       0.317694E-001  0.756532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        98.2169       0.970823       0.317716E-001  0.780463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        98.1929       0.970890       0.317738E-001  0.804397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        98.1689       0.970956       0.317759E-001  0.828334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        98.1449       0.971022       0.317781E-001  0.852275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        98.1209       0.971089       0.317803E-001  0.876219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        98.0983       0.971151       0.317823E-001  0.898777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        98.0757       0.971214       0.317844E-001  0.921338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        98.0530       0.971276       0.317864E-001  0.943902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        98.0304       0.971339       0.317884E-001  0.966469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        98.0078       0.971401       0.317905E-001  0.989039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        97.9851       0.971463       0.317925E-001   1.01161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        97.9625       0.971526       0.317946E-001   1.03419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        97.9398       0.971588       0.317966E-001   1.05677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        97.9186       0.971647       0.317985E-001   1.07794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        97.8974       0.971706       0.318005E-001   1.09912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        97.8761       0.971764       0.318024E-001   1.12030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        97.8549       0.971823       0.318043E-001   1.14149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        97.8336       0.971881       0.318062E-001   1.16268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        97.8124       0.971940       0.318081E-001   1.18387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        97.7911       0.971998       0.318100E-001   1.20506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        97.7699       0.972057       0.318120E-001   1.22625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        97.7500       0.972112       0.318137E-001   1.24604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        97.7302       0.972166       0.318155E-001   1.26582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        97.7104       0.972221       0.318173E-001   1.28560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        97.6905       0.972275       0.318191E-001   1.30539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        97.6707       0.972330       0.318209E-001   1.32518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        97.6508       0.972385       0.318227E-001   1.34497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        97.6310       0.972439       0.318245E-001   1.36477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6111       0.972494       0.318263E-001   1.38456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        97.5923       0.972546       0.318280E-001   1.40330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        97.5735       0.972597       0.318296E-001   1.42204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        97.5547       0.972649       0.318313E-001   1.44078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        97.5359       0.972701       0.318330E-001   1.45953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        97.5176       0.972751       0.318347E-001   1.47782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        97.4927       0.972797       0.318362E-001   1.49449       0.817506E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        97.4620       0.972838       0.318375E-001   1.50957       0.237324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        97.4313       0.972880       0.318389E-001   1.52466       0.392911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        97.4015       0.972920       0.318402E-001   1.53926       0.544313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        97.3718       0.972960       0.318415E-001   1.55387       0.695726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        97.3420       0.973000       0.318428E-001   1.56847       0.847153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        97.3122       0.973040       0.318441E-001   1.58308       0.998591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        97.2832       0.973078       0.318454E-001   1.59720       0.114656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        97.2543       0.973117       0.318467E-001   1.61132       0.129454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        97.1315       0.973121       0.316943E-001   1.61303       0.144462       0.106232                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        96.2886       0.972861       0.303632E-001   1.52024       0.162420        1.02549                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        95.4621       0.972585       0.290331E-001   1.42164       0.180023        1.93459                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        94.6361       0.972310       0.277037E-001   1.32310       0.197615        2.84317                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        93.8105       0.972034       0.263751E-001   1.22461       0.215198        3.75124                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        92.9854       0.971759       0.250472E-001   1.12618       0.232771        4.65879                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        92.1783       0.971467       0.237248E-001   1.02207       0.249772        5.55468                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        91.0531       0.971297       0.228484E-001  0.961046       0.256346        6.15082       0.584541                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        89.4349       0.971336       0.227328E-001  0.974144       0.244278        6.23964        2.11294                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        87.8166       0.971374       0.226173E-001  0.987243       0.232209        6.32847        3.64146                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        86.4102       0.971382       0.225028E-001  0.989451       0.218461        6.41734        4.97067                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        85.0037       0.971389       0.223883E-001  0.991660       0.204712        6.50621        6.29990                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        83.5973       0.971397       0.222737E-001  0.993868       0.190963        6.59509        7.62915                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        82.1908       0.971405       0.221592E-001  0.996077       0.177214        6.68396        8.95842                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        80.7842       0.971412       0.220447E-001  0.998286       0.163465        6.77284        10.2877                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        79.3777       0.971420       0.219302E-001   1.00049       0.149715        6.86171        11.6170                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        77.9711       0.971428       0.218157E-001   1.00270       0.135966        6.95059        12.9464                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        76.5645       0.971435       0.217012E-001   1.00491       0.122216        7.03947        14.2757                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        75.3558       0.971409       0.215779E-001  0.995153       0.106168        7.13553        15.4144                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        74.1470       0.971383       0.214547E-001  0.985396       0.901207E-001   7.23159        16.5530                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        72.9384       0.971357       0.213314E-001  0.975638       0.740745E-001   7.32764        17.6916                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        71.7298       0.971332       0.212082E-001  0.965882       0.580291E-001   7.42368        18.8301                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        70.5956       0.971290       0.210763E-001  0.950648       0.408979E-001   7.52657        19.8939                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        69.4615       0.971249       0.209445E-001  0.935415       0.237680E-001   7.62945        20.9576                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        68.3671       0.971198       0.208063E-001  0.916664       0.594552E-002   7.73711        21.9812                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        67.3289       0.971114       0.205903E-001  0.886226                 NaN   7.89837        22.8948                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        66.3654       0.970995       0.203257E-001  0.843561                 NaN   8.09190        23.7078                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        65.4021       0.970877       0.200611E-001  0.800907                 NaN   8.28538        24.5206                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        64.4391       0.970759       0.197967E-001  0.758262                 NaN   8.47882        25.3333                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        63.4763       0.970641       0.195323E-001  0.715628                 NaN   8.67221        26.1457                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        62.4787       0.970530       0.193284E-001  0.675640                 NaN   8.82620        26.6877       0.341939                 NaN            NaN            NaN            NaN
  1519.23        2500.00        61.0678       0.970530       0.194334E-001  0.674402                 NaN   8.77176        25.8543        2.64177                 NaN            NaN            NaN            NaN
  1516.03        2500.00        59.6403       0.970533       0.195360E-001  0.674216                 NaN   8.71898        25.0769        4.89948                 NaN            NaN            NaN            NaN
  1512.82        2500.00        58.2128       0.970535       0.196387E-001  0.674029                 NaN   8.66619        24.2996        7.15720                 NaN            NaN            NaN            NaN
  1509.62        2500.00        56.6138       0.970476       0.196630E-001  0.651338       0.646557E-001   8.66470        21.9370        11.0784                 NaN            NaN            NaN            NaN
  1506.41        2500.00        54.9663       0.970388       0.196458E-001  0.618165       0.152258        8.68953        19.1349        15.4489                 NaN            NaN            NaN            NaN
  1503.21        2500.00        53.3246       0.970295       0.195898E-001  0.582883       0.235281        8.74166        16.6295        19.4962                 NaN            NaN            NaN            NaN
  1500.00        2500.00        51.6832       0.970201       0.195339E-001  0.547608       0.318288        8.79378        14.1246        23.5428                 NaN            NaN            NaN            NaN
  1496.79        2500.00        50.1065       0.970081       0.193952E-001  0.503181       0.389452        8.90378        12.2243        26.8832                 NaN            NaN            NaN            NaN
  1493.59        2500.00        48.5302       0.969961       0.192565E-001  0.458766       0.460599        9.01375        10.3246        30.2228                 NaN            NaN            NaN            NaN
  1490.38        2500.00        46.9543       0.969842       0.191179E-001  0.414361       0.531728        9.12370        8.42528        33.5616                 NaN            NaN            NaN            NaN
  1487.18        2500.00        45.3788       0.969722       0.189793E-001  0.369967       0.602839        9.23362        6.52645        36.8996                 NaN            NaN            NaN            NaN
  1483.97        2500.00        43.9076       0.969564       0.187586E-001  0.311940       0.662072        9.40173        5.16144        39.5669                 NaN            NaN            NaN            NaN
  1480.77        2500.00        42.4369       0.969405       0.185381E-001  0.253932       0.721285        9.56978        3.79687        42.2333                 NaN            NaN            NaN            NaN
  1477.56        2500.00        40.9732       0.969290       0.183299E-001  0.211721       0.752453        9.72858        3.24231        43.1647       0.939352                 NaN            NaN            NaN
  1474.36        2500.00        39.5528       0.969170       0.181080E-001  0.167601       0.777185        9.89714        2.88575        43.6311        2.10118                 NaN            NaN            NaN
  1471.15        2500.00        39.5528       0.969170       0.181080E-001  0.167601       0.777185        9.89714        2.88575        43.6311        2.10118                 NaN            NaN            NaN
  1467.95        2500.00        36.8911       0.968844       0.175670E-001  0.493797E-001  0.829247        10.3033        2.17442        44.5067        4.25938                 NaN            NaN            NaN
  1464.74        2500.00        35.6063       0.968709       0.173530E-001            NaN  0.851509        10.4715        1.95612        44.8012        5.32729                 NaN            NaN            NaN
  1461.54        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1458.33        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1455.13        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1451.92        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1448.72        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1445.51        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1442.31        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1439.10        2500.00        34.3480       0.968710       0.173211E-001            NaN  0.861544        10.4948        2.01752        44.8584        6.43375                 NaN            NaN            NaN
  1435.90        2500.00        25.4161       0.968720       0.174688E-001            NaN  0.936440        10.4575        3.79297        43.9454        14.4654                 NaN            NaN            NaN
  1432.69        2500.00        24.4464       0.968721       0.175190E-001            NaN  0.945907        10.4267        4.11073        43.7425        15.3416                 NaN            NaN            NaN
  1429.49        2500.00        23.2839       0.968722       0.174919E-001            NaN  0.960524        10.4501        4.20272        43.8776        16.0935       0.145499                 NaN            NaN
  1426.28        2500.00        23.2839       0.968722       0.174919E-001            NaN  0.960524        10.4501        4.20272        43.8776        16.0935       0.145499                 NaN            NaN
  1423.08        2500.00        19.7727       0.968729       0.169045E-001            NaN   1.01358        10.8714        2.95525        46.3383        16.7024        1.36081                 NaN            NaN
  1419.87        2500.00        19.7727       0.968729       0.169045E-001            NaN   1.01358        10.8714        2.95525        46.3383        16.7024        1.36081                 NaN            NaN
  1416.67        2500.00        19.7727       0.968729       0.169045E-001            NaN   1.01358        10.8714        2.95525        46.3383        16.7024        1.36081                 NaN            NaN
  1413.46        2500.00        19.7727       0.968729       0.169045E-001            NaN   1.01358        10.8714        2.95525        46.3383        16.7024        1.36081                 NaN            NaN
  1410.26        2500.00        14.5620       0.968739       0.160477E-001            NaN   1.08833        11.4749        1.27855        17.5200        49.8082        3.28329                 NaN            NaN
  1407.05        2500.00        14.5620       0.968739       0.160477E-001            NaN   1.08833        11.4749        1.27855        17.5200        49.8082        3.28329                 NaN            NaN
  1403.85        2500.00        14.5620       0.968739       0.160477E-001            NaN   1.08833        11.4749        1.27855        17.5200        49.8082        3.28329                 NaN            NaN
  1400.64        2500.00        14.5620       0.968739       0.160477E-001            NaN   1.08833        11.4749        1.27855        17.5200        49.8082        3.28329                 NaN            NaN
  1397.44        2500.00        10.8771       0.968746       0.154668E-001            NaN   1.13601        11.8706       0.306939        52.0429        18.0087        4.77352                 NaN            NaN
  1394.23        2500.00        10.8771       0.968746       0.154668E-001            NaN   1.13601        11.8706       0.306939        52.0429        18.0087        4.77352                 NaN            NaN
  1391.03        2500.00        9.38026       0.968748       0.152339E-001            NaN   1.14812        12.0254       0.110478        52.7181        18.2133        5.42032                 NaN            NaN
  1387.82        2500.00        8.74373       0.968749       0.151455E-001            NaN   1.15524        12.0811                 NaN   18.2915        53.0403        5.70424                 NaN            NaN
  1384.62        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
  1381.41        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
  1378.21        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
  1375.00        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
  1371.79        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
  1368.59        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
  1365.38        2500.00        8.12365       0.968750       0.150614E-001            NaN   1.15782        12.1392                 NaN   53.2286        18.3821        5.98483                 NaN            NaN
