|6.6.6
Archiving\03_Data\eq/QFM_m4.75/EETA/EETA_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1362.18        2500.00        9.90241       0.868193       0.583537E-002            NaN  0.880199        11.0414                 NaN   51.9188        18.1680        7.21518                 NaN            NaN
  1358.97        2500.00        5.21809       0.871695       0.566045E-002            NaN  0.898172        11.3364                 NaN   53.4739        18.6019        9.59418                 NaN            NaN
  1355.77        2500.00        5.21795       0.871699       0.566010E-002            NaN  0.898194        11.3364                 NaN   53.4736        18.6018        9.59469                 NaN            NaN
  1352.56        2500.00        5.21781       0.871704       0.565974E-002            NaN  0.898215        11.3363                 NaN   53.4734        18.6017        9.59521                 NaN            NaN
  1349.36        2500.00        5.21767       0.871709       0.565939E-002            NaN  0.898237        11.3362                 NaN   53.4732        18.6016        9.59573                 NaN            NaN
  1346.15        2500.00        5.21752       0.871713       0.565904E-002            NaN  0.898259        11.3362                 NaN   53.4730        18.6014        9.59624                 NaN            NaN
  1342.95        2500.00        5.21738       0.871718       0.565869E-002            NaN  0.898280        11.3361                 NaN   53.4728        18.6013        9.59676                 NaN            NaN
  1339.74        2500.00        5.21724       0.871723       0.565834E-002            NaN  0.898302        11.3361                 NaN   53.4725        18.6012        9.59728                 NaN            NaN
  1336.54        2500.00        5.21709       0.871727       0.565798E-002            NaN  0.898323        11.3360                 NaN   53.4723        18.6011        9.59779                 NaN            NaN
  1333.33        2500.00        1.72063       0.874629       0.559616E-002            NaN  0.914394        11.4331                 NaN   54.8906        18.6393        11.5218                 NaN            NaN
  1330.13        2500.00        1.72060       0.874632       0.559580E-002            NaN  0.914414        11.4330                 NaN   54.8903        18.6391        11.5224                 NaN            NaN
  1326.92        2500.00       0.958269       0.875324       0.559195E-002            NaN  0.918078        11.4325                 NaN   55.2405        18.6215        11.9483                 NaN            NaN
  1323.72        2500.00       0.590092       0.875667       0.559116E-002            NaN  0.919600        11.4300                 NaN   55.4168        18.6075        12.1548                 NaN            NaN
  1320.51        2500.00                 NaN  0.875987       0.556068E-002            NaN  0.916821        11.4762       0.170376        55.1718        18.7839        12.2957       0.303698                 NaN
  1317.31        2500.00                 NaN  0.875988       0.556032E-002            NaN  0.916840        11.4761       0.170374        55.1714        18.7838        12.2963       0.303702                 NaN
  1314.10        2500.00                 NaN  0.875990       0.555996E-002            NaN  0.916859        11.4760       0.170373        55.1710        18.7836        12.2970       0.303706                 NaN
  1310.90        2500.00                 NaN  0.875992       0.555960E-002            NaN  0.916878        11.4759       0.170371        55.1706        18.7834        12.2976       0.303710                 NaN
  1307.69        2500.00                 NaN  0.875804       0.545659E-002            NaN  0.856116        11.5912        2.49376        19.8192        51.6353        12.3007       0.422394                 NaN
  1304.49        2500.00                 NaN  0.875806       0.545623E-002            NaN  0.856134        11.5911        2.49374        19.8190        51.6350        12.3014       0.422399                 NaN
  1301.28        2500.00                 NaN  0.875807       0.545588E-002            NaN  0.856151        11.5910        2.49372        19.8188        51.6346        12.3020       0.422405                 NaN
  1298.08        2500.00                 NaN  0.875809       0.545553E-002            NaN  0.856169        11.5909        2.49369        19.8186        51.6343        12.3026       0.422410                 NaN
  1294.87        2500.00                 NaN  0.875811       0.545518E-002            NaN  0.856187        11.5909        2.49367        19.8185        51.6339        12.3032       0.422415                 NaN
  1291.67        2500.00                 NaN  0.875812       0.545483E-002            NaN  0.856204        11.5908        2.49365        19.8183        51.6336        12.3038       0.422420                 NaN
  1288.46        2500.00                 NaN  0.875814       0.545448E-002            NaN  0.856222        11.5907        2.49363        19.8181        51.6333        12.3045       0.422425                 NaN
  1285.26        2500.00                 NaN  0.875815       0.545413E-002            NaN  0.856239        11.5906        2.49361        19.8179        51.6329        12.3051       0.422431                 NaN
  1282.05        2500.00                 NaN  0.875491       0.526846E-002            NaN  0.759733        11.7838        6.46977        45.9214        21.2418        12.3278       0.614948                 NaN
  1278.85        2500.00                 NaN  0.875493       0.526812E-002            NaN  0.759749        11.7838        6.46971        45.9211        21.2416        12.3284       0.614955                 NaN
  1275.64        2500.00                 NaN  0.875494       0.526778E-002            NaN  0.759764        11.7837        6.46965        45.9208        21.2414        12.3290       0.614963                 NaN
  1272.44        2500.00                 NaN  0.875496       0.526745E-002            NaN  0.759780        11.7836        6.46960        45.9205        21.2412        12.3296       0.614971                 NaN
  1269.23        2500.00                 NaN  0.875497       0.526711E-002            NaN  0.759795        11.7835        6.46954        45.9202        21.2410        12.3302       0.614978                 NaN
  1266.03        2500.00                 NaN  0.875498       0.526677E-002            NaN  0.759810        11.7834        6.46948        45.9200        21.2408        12.3309       0.614986                 NaN
  1262.82        2500.00                 NaN  0.875500       0.526644E-002            NaN  0.759826        11.7833        6.46943        45.9197        21.2406        12.3315       0.614993                 NaN
  1259.62        2500.00                 NaN  0.875501       0.526610E-002            NaN  0.759841        11.7832        6.46937        45.9194        21.2404        12.3321       0.615001                 NaN
  1256.41        2500.00                 NaN  0.875233       0.509861E-002            NaN  0.688614        11.9387        9.76609        22.1117        41.4809        12.3717       0.761881                 NaN
  1253.21        2500.00                 NaN  0.875234       0.509829E-002            NaN  0.688628        11.9386        9.76600        22.1115        41.4807        12.3723       0.761890                 NaN
  1250.00        2500.00                 NaN  0.875235       0.509797E-002            NaN  0.688642        11.9385        9.76592        22.1113        41.4804        12.3730       0.761899                 NaN
  1246.79        2500.00                 NaN  0.875237       0.509765E-002            NaN  0.688656        11.9384        9.76583        22.1111        41.4802        12.3736       0.761908                 NaN
  1243.59        2500.00                 NaN  0.875238       0.509732E-002            NaN  0.688669        11.9383        9.76575        22.1109        41.4799        12.3742       0.761918                 NaN
  1240.38        2500.00                 NaN  0.875239       0.509700E-002            NaN  0.688683        11.9382        9.76566        22.1107        41.4797        12.3748       0.761927                 NaN
  1237.18        2500.00                 NaN  0.875240       0.509668E-002            NaN  0.688697        11.9381        9.76558        22.1105        41.4795        12.3754       0.761936                 NaN
  1233.97        2500.00                 NaN  0.875241       0.509636E-002            NaN  0.688710        11.9380        9.76550        22.1102        41.4792        12.3761       0.761945                 NaN
  1230.77        2500.00                 NaN  0.875021       0.494250E-002            NaN  0.636823        12.0634        12.5602        37.9058        22.6541        12.4261       0.873687                 NaN
  1227.56        2500.00                 NaN  0.875022       0.494218E-002            NaN  0.636836        12.0633        12.5601        37.9055        22.6538        12.4268       0.873697                 NaN
  1224.36        2500.00                 NaN  0.875023       0.494187E-002            NaN  0.636848        12.0632        12.5600        37.9053        22.6536        12.4274       0.873708                 NaN
  1221.15        2500.00                 NaN  0.875024       0.494156E-002            NaN  0.636861        12.0630        12.5599        37.9051        22.6534        12.4280       0.873718                 NaN
  1217.95        2500.00                 NaN  0.875025       0.494125E-002            NaN  0.636873        12.0629        12.5598        37.9049        22.6532        12.4286       0.873729                 NaN
  1214.74        2500.00                 NaN  0.875026       0.494094E-002            NaN  0.636886        12.0628        12.5597        37.9047        22.6530        12.4293       0.873739                 NaN
  1211.54        2500.00                 NaN  0.875026       0.494063E-002            NaN  0.636898        12.0627        12.5596        37.9045        22.6528        12.4299       0.873750                 NaN
  1208.33        2500.00                 NaN  0.875027       0.494032E-002            NaN  0.636911        12.0626        12.5595        37.9042        22.6525        12.4305       0.873760                 NaN
  1205.13        2500.00                 NaN  0.874847       0.479649E-002            NaN  0.600095        12.1636        14.9787        34.9386        22.9943        12.4877       0.957343                 NaN
  1201.92        2500.00                 NaN  0.874848       0.479619E-002            NaN  0.600107        12.1635        14.9786        34.9384        22.9940        12.4883       0.957355                 NaN
  1198.72        2500.00                 NaN  0.874849       0.479589E-002            NaN  0.600118        12.1634        14.9785        34.9382        22.9938        12.4889       0.957366                 NaN
  1195.51        2500.00                 NaN  0.874850       0.479559E-002            NaN  0.600130        12.1633        14.9783        34.9380        22.9936        12.4895       0.957377                 NaN
  1192.31        2500.00                 NaN  0.874850       0.479529E-002            NaN  0.600142        12.1632        14.9782        34.9379        22.9934        12.4902       0.957389                 NaN
  1189.10        2500.00                 NaN  0.874851       0.479499E-002            NaN  0.600153        12.1631        14.9781        34.9377        22.9931        12.4908       0.957400                 NaN
  1185.90        2500.00                 NaN  0.874852       0.479469E-002            NaN  0.600165        12.1630        14.9780        34.9375        22.9929        12.4914       0.957411                 NaN
  1182.69        2500.00                 NaN  0.874852       0.479440E-002            NaN  0.600176        12.1629        14.9778        34.9373        22.9927        12.4921       0.957422                 NaN
  1179.49        2500.00                 NaN  0.874708       0.465882E-002            NaN  0.575925        12.2430        17.1004        32.4297        23.1999        12.5549        1.01678                 NaN
  1176.28        2500.00                 NaN  0.874708       0.465853E-002            NaN  0.575936        12.2429        17.1002        32.4295        23.1997        12.5556        1.01679                 NaN
  1173.08        2500.00                 NaN  0.874709       0.465824E-002            NaN  0.575947        12.2428        17.1001        32.4293        23.1995        12.5562        1.01680                 NaN
  1169.87        2500.00                 NaN  0.874709       0.465795E-002            NaN  0.575958        12.2427        17.1000        32.4292        23.1992        12.5568        1.01681                 NaN
  1166.67        2500.00                 NaN  0.874710       0.465767E-002            NaN  0.575969        12.2426        17.0998        32.4290        23.1990        12.5575        1.01683                 NaN
  1163.46        2500.00                 NaN  0.874710       0.465738E-002            NaN  0.575980        12.2425        17.0997        32.4288        23.1988        12.5581        1.01684                 NaN
  1160.26        2500.00                 NaN  0.874711       0.465709E-002            NaN  0.575990        12.2424        17.0995        32.4286        23.1985        12.5587        1.01685                 NaN
  1157.05        2500.00                 NaN  0.874711       0.465680E-002            NaN  0.576001        12.2423        17.0994        32.4285        23.1983        12.5593        1.01686                 NaN
  1153.85        2500.00                 NaN  0.874599       0.452785E-002            NaN  0.562044        12.3045        18.9976        30.2562        23.3191        12.6262        1.05529                 NaN
  1150.64        2500.00                 NaN  0.874599       0.452757E-002            NaN  0.562054        12.3044        18.9975        30.2560        23.3188        12.6269        1.05530                 NaN
  1147.44        2500.00                 NaN  0.874600       0.452729E-002            NaN  0.562065        12.3042        18.9973        30.2559        23.3186        12.6275        1.05532                 NaN
  1144.23        2500.00                 NaN  0.874600       0.452701E-002            NaN  0.562075        12.3041        18.9971        30.2557        23.3184        12.6281        1.05533                 NaN
  1141.03        2500.00                 NaN  0.874600       0.452673E-002            NaN  0.562086        12.3040        18.9970        30.2556        23.3181        12.6287        1.05534                 NaN
  1137.82        2500.00                 NaN  0.874600       0.452645E-002            NaN  0.562096        12.3039        18.9968        30.2554        23.3179        12.6294        1.05535                 NaN
  1134.62        2500.00                 NaN  0.874600       0.452617E-002            NaN  0.562107        12.3038        18.9967        30.2553        23.3176        12.6300        1.05536                 NaN
  1131.41        2500.00                 NaN  0.874601       0.452590E-002            NaN  0.562117        12.3037        18.9965        30.2551        23.3174        12.6306        1.05538                 NaN
  1128.21        2500.00                 NaN  0.874516       0.440078E-002            NaN  0.557011        12.3508        20.7217        23.3734        28.3408        12.7017        1.07563                 NaN
  1125.00        2500.00                 NaN  0.874516       0.440051E-002            NaN  0.557021        12.3507        20.7216        23.3731        28.3407        12.7024        1.07564                 NaN
  1121.79        2500.00                 NaN  0.874516       0.440024E-002            NaN  0.557031        12.3505        20.7214        23.3729        28.3406        12.7030        1.07565                 NaN
  1118.59        2500.00                 NaN  0.874516       0.439997E-002            NaN  0.557042        12.3504        20.7212        23.3726        28.3404        12.7036        1.07566                 NaN
  1115.38        2500.00                 NaN  0.874516       0.439970E-002            NaN  0.557052        12.3503        20.7210        23.3724        28.3403        12.7043        1.07567                 NaN
  1112.18        2500.00                 NaN  0.874516       0.439943E-002            NaN  0.557062        12.3502        20.7209        23.3722        28.3402        12.7049        1.07569                 NaN
  1108.97        2500.00                 NaN  0.874516       0.439916E-002            NaN  0.557072        12.3501        20.7207        23.3719        28.3401        12.7055        1.07570                 NaN
  1105.77        2500.00                 NaN  0.874516       0.439889E-002            NaN  0.557082        12.3500        20.7205        23.3717        28.3399        12.7062        1.07571                 NaN
  1102.56        2500.00                 NaN  0.874459       0.428021E-002            NaN  0.560418        12.3816        22.2890        26.6473        23.3845        12.7829        1.07561                 NaN
  1099.36        2500.00                 NaN  0.874459       0.427995E-002            NaN  0.560428        12.3814        22.2888        26.6472        23.3843        12.7835        1.07562                 NaN
  1096.15        2500.00                 NaN  0.874458       0.427969E-002            NaN  0.560438        12.3813        22.2886        26.6471        23.3840        12.7841        1.07564                 NaN
  1092.95        2500.00                 NaN  0.874458       0.427943E-002            NaN  0.560448        12.3812        22.2884        26.6470        23.3838        12.7847        1.07565                 NaN
  1089.74        2500.00                 NaN  0.874440       0.422120E-002            NaN  0.564818        12.3917        23.0333        23.3787        25.8591        12.8245        1.06912                 NaN
  1086.54        2500.00                 NaN  0.874440       0.422094E-002            NaN  0.564828        12.3916        23.0331        23.3785        25.8590        12.8251        1.06913                 NaN
  1083.33        2500.00                 NaN  0.874432       0.419198E-002            NaN  0.567600        12.3959        23.3974        23.3722        25.4779        12.8458        1.06458                 NaN
  1080.13        2500.00                 NaN  0.874429       0.417747E-002            NaN  0.569222        12.3975        23.5757        25.2933        23.3676        12.8569       0.848881       0.212240     
  1076.92        2500.00                 NaN  0.874424       0.416310E-002            NaN  0.570988        12.3988        23.7519        25.1097        23.3654        12.8675                 NaN   1.05716     
  1073.72        2500.00                 NaN  0.874424       0.416284E-002            NaN  0.570998        12.3986        23.7518        25.1096        23.3651        12.8681                 NaN   1.05714     
  1070.51        2500.00                 NaN  0.874424       0.416259E-002            NaN  0.571008        12.3985        23.7516        25.1096        23.3649        12.8687                 NaN   1.05712     
  1067.31        2500.00                 NaN  0.874423       0.416234E-002            NaN  0.571019        12.3984        23.7514        25.1095        23.3646        12.8694                 NaN   1.05710     
  1064.10        2500.00                 NaN  0.874423       0.416209E-002            NaN  0.571029        12.3983        23.7512        25.1094        23.3644        12.8700                 NaN   1.05708     
  1060.90        2500.00                 NaN  0.874423       0.416184E-002            NaN  0.571039        12.3982        23.7510        25.1093        23.3642        12.8707                 NaN   1.05706     
  1057.69        2500.00                 NaN  0.874423       0.416159E-002            NaN  0.571049        12.3981        23.7508        25.1092        23.3639        12.8713                 NaN   1.05703     
  1054.49        2500.00                 NaN  0.874422       0.416134E-002            NaN  0.571059        12.3980        23.7506        25.1091        23.3637        12.8719                 NaN   1.05701     
  1051.28        2500.00                 NaN  0.874383       0.404429E-002            NaN  0.588780        12.4110        25.1284        23.6733        23.3231        12.9391                 NaN   1.05793     
  1048.08        2500.00                 NaN  0.874383       0.404405E-002            NaN  0.588790        12.4109        25.1282        23.6732        23.3228        12.9397                 NaN   1.05790     
  1044.87        2500.00                 NaN  0.874382       0.404381E-002            NaN  0.588801        12.4108        25.1280        23.6731        23.3226        12.9403                 NaN   1.05788     
  1041.67        2500.00                 NaN  0.874382       0.404357E-002            NaN  0.588811        12.4107        25.1278        23.6731        23.3224        12.9410                 NaN   1.05785     
  1038.46        2500.00                 NaN  0.874382       0.404333E-002            NaN  0.588822        12.4106        25.1276        23.6730        23.3221        12.9416                 NaN   1.05783     
  1035.26        2500.00                 NaN  0.874381       0.404308E-002            NaN  0.588832        12.4105        25.1274        23.6729        23.3219        12.9422                 NaN   1.05780     
  1032.05        2500.00                 NaN  0.874381       0.404284E-002            NaN  0.588842        12.4103        25.1272        23.6728        23.3216        12.9429                 NaN   1.05778     
  1028.85        2500.00                 NaN  0.874380       0.404260E-002            NaN  0.588853        12.4102        25.1271        23.6728        23.3214        12.9435                 NaN   1.05775     
  1025.64        2500.00                 NaN  0.874351       0.392655E-002            NaN  0.613665        12.4140        26.4282        22.3411        23.2602        13.0086                 NaN   1.05594     
  1022.44        2500.00                 NaN  0.874351       0.392632E-002            NaN  0.613676        12.4139        26.4280        22.3411        23.2599        13.0093                 NaN   1.05591     
  1019.23        2500.00                 NaN  0.874350       0.392608E-002            NaN  0.613687        12.4138        26.4278        22.3410        23.2597        13.0099                 NaN   1.05589     
  1016.03        2500.00                 NaN  0.874349       0.392585E-002            NaN  0.613697        12.4136        26.4276        22.3409        23.2595        13.0106                 NaN   1.05587     
  1012.82        2500.00                 NaN  0.874348       0.392561E-002            NaN  0.613708        12.4135        26.4274        22.3409        23.2592        13.0112                 NaN   1.05584     
  1009.62        2500.00                 NaN  0.874348       0.392538E-002            NaN  0.613719        12.4134        26.4272        22.3408        23.2590        13.0118                 NaN   1.05582     
  1006.41        2500.00                 NaN  0.874347       0.392515E-002            NaN  0.613729        12.4133        26.4269        22.3407        23.2587        13.0125                 NaN   1.05579     
  1003.21        2500.00                 NaN  0.874346       0.392491E-002            NaN  0.613740        12.4132        26.4267        22.3407        23.2585        13.0131                 NaN   1.05577     
  1000.00        2500.00                 NaN  0.874327       0.381080E-002            NaN  0.645305        12.4076        27.6620        21.0963        23.1832        13.0774                 NaN   1.05007     
