|6.6.6
Archiving\03_Data\eqLP/QFM_m4/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2190       0.772681       0.831753E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2189       0.772755       0.831755E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2189       0.772828       0.831757E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2188       0.772902       0.831759E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2187       0.772975       0.831761E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2186       0.773049       0.831764E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2186       0.773123       0.831767E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2185       0.773197       0.831770E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2184       0.773271       0.831773E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2183       0.773345       0.831777E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2183       0.773419       0.831780E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2182       0.773493       0.831784E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2181       0.773567       0.831788E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2180       0.773641       0.831792E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2180       0.773715       0.831797E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2179       0.773790       0.831801E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2178       0.773864       0.831806E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2177       0.773939       0.831811E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2177       0.774013       0.831816E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2176       0.774088       0.831822E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2175       0.774162       0.831827E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2174       0.774237       0.831833E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2174       0.774312       0.831839E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2173       0.774387       0.831845E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2172       0.774462       0.831851E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2171       0.774537       0.831858E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2171       0.774612       0.831864E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2170       0.774687       0.831871E-002            NaN            NaN            NaN            NaN            NaN            NaN
