|6.6.6
Archiving\03_Data\Deq/QFM_m2.25/K22/K22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9607       0.392646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9607       0.392646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9607       0.392645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9607       0.392644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9607       0.392644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9607       0.392643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9607       0.392643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9607       0.392642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9607       0.392641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9607       0.392641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9607       0.392640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2863       0.284634E-001  0.685213                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.3499       0.132144E-001   1.63692                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.5014                 NaN   2.49860                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.1042                 NaN   2.89576                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        96.6312                 NaN   3.36880                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.1582                 NaN   3.84184                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        95.5164                 NaN   4.48363                 NaN            NaN            NaN            NaN            NaN            NaN
