|6.6.6
Archiving\03_Data\DeqfracLP/QFM/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1589.74        500.000       0.124214E-001   99.9773       0.985061E-002  0.446252E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1588.26        500.000                 NaN   99.1360       0.816112       0.478832E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1586.78        500.000                 NaN   99.1443       0.800207       0.555327E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        500.000                 NaN   99.1492       0.796650       0.541649E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1583.83        500.000                 NaN   99.1643       0.782276       0.533876E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        500.000                 NaN   99.1707       0.777461       0.518614E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.87        500.000                 NaN   99.1792       0.768737       0.520607E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.39        500.000                 NaN   99.1845       0.765404       0.500949E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1577.92        500.000                 NaN   99.1969       0.753835       0.492683E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000                 NaN   99.1972       0.757588       0.451849E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1574.96        500.000                 NaN   99.2045       0.750167       0.453132E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        500.000                 NaN   99.2230       0.731180       0.458657E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.00        500.000                 NaN   99.2247       0.731319       0.440222E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        500.000                 NaN   99.2284       0.728858       0.427577E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.05        500.000                 NaN   99.2357       0.722814       0.414437E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.57        500.000                 NaN   99.2463       0.712865       0.408643E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.09        500.000                 NaN   99.2526       0.707531       0.398649E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.61        500.000                 NaN   99.2636       0.696251       0.401702E-001            NaN            NaN            NaN            NaN            NaN            NaN
