|6.6.6
Archiving\03_Data\DeqfracLP/QFM/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1589.74        500.000       0.193575E-001   99.9690       0.111146E-001  0.517935E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1588.26        500.000                 NaN   99.0244       0.920067       0.555399E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1586.78        500.000                 NaN   99.0332       0.902395       0.644343E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        500.000                 NaN   99.0383       0.898777       0.628922E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1583.83        500.000                 NaN   99.0554       0.882588       0.619958E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        500.000                 NaN   99.0624       0.877340       0.602364E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.87        500.000                 NaN   99.0717       0.867750       0.605052E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.39        500.000                 NaN   99.0775       0.864226       0.582385E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1577.92        500.000                 NaN   99.0913       0.851383       0.573051E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000                 NaN   99.0919       0.855580       0.525467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1574.96        500.000                 NaN   99.0998       0.847481       0.527303E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        500.000                 NaN   99.1203       0.826313       0.534142E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.00        500.000                 NaN   99.1220       0.826674       0.512811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        500.000                 NaN   99.1260       0.824143       0.498354E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.05        500.000                 NaN   99.1340       0.817622       0.483418E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.57        500.000                 NaN   99.1457       0.806583       0.476820E-001            NaN            NaN            NaN            NaN            NaN            NaN
