|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1534.52        2500.00        99.4156       0.528416       0.559524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00        99.5522       0.403463       0.443865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00        99.3141       0.620748       0.651683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00        99.3281       0.616206       0.557165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00        99.5354       0.411116       0.534879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00        99.4532       0.497896       0.488715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00        99.4461       0.504022       0.498841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00        99.4448       0.506561       0.486706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00        99.4561       0.496085       0.477775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00        99.4545       0.499654       0.458177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00        99.4577       0.497535       0.447534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00        99.4619       0.493949       0.441379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00        99.4653       0.490349       0.443479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00        99.6160       0.355231       0.287827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00        99.3203       0.624821       0.548297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00        99.4740       0.485510       0.404991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00        99.4753       0.485706       0.390279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00        99.4793       0.482216       0.384352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.47        2500.00        99.4817       0.479928       0.383418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.91        2500.00        99.4847       0.478837       0.364965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.35        2500.00        99.4858       0.478857       0.353792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.80        2500.00        99.4876       0.485394       0.269597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.24        2500.00        99.4905       0.470511       0.390088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.68        2500.00        99.4939       0.473916       0.321664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.12        2500.00        99.4958       0.472270       0.319247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.56        2500.00        99.4975       0.472865       0.296063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.00        2500.00        99.4989       0.472574       0.285458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.45        2500.00        99.5001       0.473058       0.268522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.89        2500.00        99.5030       0.469683       0.272807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.33        2500.00        99.5037       0.471616       0.246485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.77        2500.00        99.1453       0.301798       0.617053E-001  0.491218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.21        2500.00        98.9388       0.197259       0.837669E-001  0.780148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        2500.00        98.5101       0.275412       0.114991        1.09952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.09        2500.00        99.5702       0.800590E-001  0.329604E-001  0.316827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.54        2500.00        98.7871       0.223243       0.934871E-001  0.896154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.98        2500.00        98.9796       0.188461       0.782532E-001  0.753670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.42        2500.00        98.9861       0.186102       0.779803E-001  0.749786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.86        2500.00        98.9938       0.183510       0.775851E-001  0.745075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.30        2500.00        99.0039       0.182717       0.753025E-001  0.738102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        2500.00        99.0110       0.179426       0.747495E-001  0.734785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.19        2500.00        99.0197       0.178950       0.734785E-001  0.727858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        2500.00        99.0271       0.176258       0.724370E-001  0.724181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.07        2500.00        99.0347       0.178186       0.696555E-001  0.717475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.51        2500.00        99.0418       0.175532       0.690130E-001  0.713684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.95        2500.00        99.0498       0.173429       0.681569E-001  0.708649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.39        2500.00        99.0555       0.173083       0.666976E-001  0.704710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        99.0631       0.170794       0.658234E-001  0.700308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.28        2500.00        99.0532       0.180524       0.580620E-001  0.708255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.72        2500.00        99.0173       0.185172       0.674186E-001  0.730136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00        99.1560       0.155718       0.560010E-001  0.632275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.60        2500.00        99.0862       0.169891       0.593056E-001  0.684598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.04        2500.00        99.0865       0.170817       0.564606E-001  0.686230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.49        2500.00        99.1024       0.165162       0.574578E-001  0.674952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        2500.00        99.1020       0.166573       0.550268E-001  0.676360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.37        2500.00        99.1079       0.165097       0.545812E-001  0.672446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.81        2500.00        99.1108       0.166017       0.505853E-001  0.527652E-002  0.667365                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.25        2500.00        99.1184       0.165778       0.507598E-001  0.665051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.69        2500.00        99.1302       0.114245       0.162936E-001  0.149213       0.590048                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.14        2500.00        99.0720                 NaN  0.532790E-001  0.212072       0.662615                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.58        2500.00        99.1051       0.353392E-003  0.322561E-001  0.253323       0.608920                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.02        2500.00        99.1448       0.131223       0.603434E-001  0.663626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00        99.1697       0.154813       0.450914E-001  0.630439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.90        2500.00        99.0281                 NaN            NaN  0.568708       0.403179                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.34        2500.00        99.1137                 NaN            NaN  0.590944       0.295311                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.1206                 NaN  0.166466E-001  0.268768       0.593938                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.23        2500.00        98.6190                 NaN  0.123716       0.643191       0.339469       0.274657                 NaN            NaN            NaN            NaN            NaN
  1431.67        2500.00        97.6848                 NaN  0.311232       0.725723       0.488871       0.789404                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        97.7341                 NaN  0.308731       0.472226       0.711812       0.773084                 NaN            NaN            NaN            NaN            NaN
  1428.55        2500.00        97.7683                 NaN  0.309726       0.704062       0.455626       0.762283                 NaN            NaN            NaN            NaN            NaN
  1426.99        2500.00        97.8079                 NaN  0.309345       0.439057       0.694130       0.749602                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00        97.8425                 NaN  0.309628       0.424141       0.685413       0.738286                 NaN            NaN            NaN            NaN            NaN
  1423.88        2500.00        97.8665                 NaN  0.310865       0.411375       0.680126       0.731121                 NaN            NaN            NaN            NaN            NaN
  1422.32        2500.00        97.9302                 NaN  0.307427       0.389120       0.664146       0.709068                 NaN            NaN            NaN            NaN            NaN
  1420.76        2500.00        97.9494                 NaN  0.309190       0.378626       0.659247       0.703565                 NaN            NaN            NaN            NaN            NaN
  1419.20        2500.00        97.9820                 NaN  0.309375       0.651648       0.363946       0.693076                 NaN            NaN            NaN            NaN            NaN
  1417.64        2500.00        98.0131                 NaN  0.310334       0.643271       0.350260       0.683011                 NaN            NaN            NaN            NaN            NaN
  1416.09        2500.00        98.0470                 NaN  0.308587       0.337893       0.634834       0.671669                 NaN            NaN            NaN            NaN            NaN
  1414.53        2500.00        98.0709                 NaN  0.310533       0.324944       0.629453       0.664173                 NaN            NaN            NaN            NaN            NaN
  1412.97        2500.00        98.1074                 NaN  0.309528       0.620438       0.310534       0.652090                 NaN            NaN            NaN            NaN            NaN
  1411.41        2500.00        98.1262                 NaN  0.312299       0.297938       0.616374       0.647158                 NaN            NaN            NaN            NaN            NaN
  1409.85        2500.00        98.1665                 NaN  0.308458       0.286487       0.606416       0.632138                 NaN            NaN            NaN            NaN            NaN
  1408.29        2500.00        98.1869                 NaN  0.310965       0.274062       0.601667       0.626435                 NaN            NaN            NaN            NaN            NaN
  1406.73        2500.00        98.2131                 NaN  0.311208       0.595448       0.262281       0.617940                 NaN            NaN            NaN            NaN            NaN
  1405.18        2500.00        98.2332                 NaN  0.313512       0.249293       0.591899       0.612066                 NaN            NaN            NaN            NaN            NaN
  1403.62        2500.00        98.2672                 NaN  0.310330       0.240896       0.581848       0.599692                 NaN            NaN            NaN            NaN            NaN
  1402.06        2500.00        98.2882                 NaN  0.312111       0.577530       0.228781       0.593350                 NaN            NaN            NaN            NaN            NaN
  1400.50        2500.00        98.3121                 NaN  0.312398       0.571919       0.218058       0.585489                 NaN            NaN            NaN            NaN            NaN
  1398.94        2500.00        98.3345                 NaN  0.313006       0.207569       0.566714       0.578168                 NaN            NaN            NaN            NaN            NaN
  1397.38        2500.00        98.3571                 NaN  0.313245       0.561590       0.197288       0.570800                 NaN            NaN            NaN            NaN            NaN
  1395.83        2500.00        98.3793                 NaN  0.313458       0.556258       0.187550       0.563449                 NaN            NaN            NaN            NaN            NaN
  1394.27        2500.00        98.3992                 NaN  0.313994       0.177628       0.552190       0.556948                 NaN            NaN            NaN            NaN            NaN
  1392.71        2500.00        98.4212                 NaN  0.314098       0.167961       0.547018       0.549737                 NaN            NaN            NaN            NaN            NaN
  1391.15        2500.00        98.4420                 NaN  0.314339       0.541892       0.158975       0.542746                 NaN            NaN            NaN            NaN            NaN
  1389.59        2500.00        98.4624                 NaN  0.314520       0.149869       0.537139       0.536107                 NaN            NaN            NaN            NaN            NaN
  1388.03        2500.00        98.4817                 NaN  0.314771       0.140989       0.532800       0.529716                 NaN            NaN            NaN            NaN            NaN
  1386.48        2500.00        98.5010                 NaN  0.314934       0.528452       0.132374       0.523284                 NaN            NaN            NaN            NaN            NaN
  1384.92        2500.00        98.5192                 NaN  0.315193       0.524374       0.123988       0.517217                 NaN            NaN            NaN            NaN            NaN
  1383.36        2500.00        98.5375                 NaN  0.315118       0.520123       0.116302       0.511005                 NaN            NaN            NaN            NaN            NaN
  1381.80        2500.00        98.5547                 NaN  0.315724       0.516257       0.107846       0.505428                 NaN            NaN            NaN            NaN            NaN
  1380.24        2500.00        98.5738                 NaN  0.314795       0.100664       0.512077       0.498683                 NaN            NaN            NaN            NaN            NaN
  1378.68        2500.00        98.5899                 NaN  0.314999       0.508302       0.935058E-001  0.493284                 NaN            NaN            NaN            NaN            NaN
  1377.13        2500.00        98.6066                 NaN  0.314960       0.504316       0.864559E-001  0.487650                 NaN            NaN            NaN            NaN            NaN
  1375.57        2500.00        98.6226                 NaN  0.314883       0.501072       0.792407E-001  0.482219                 NaN            NaN            NaN            NaN            NaN
  1374.01        2500.00        98.6394                 NaN  0.314427       0.728162E-001  0.496893       0.476483                 NaN            NaN            NaN            NaN            NaN
  1372.45        2500.00        98.6551                 NaN  0.314228       0.493020       0.664808E-001  0.471153                 NaN            NaN            NaN            NaN            NaN
  1370.89        2500.00        98.6702                 NaN  0.313765       0.490055       0.600530E-001  0.465960                 NaN            NaN            NaN            NaN            NaN
  1369.33        2500.00        98.6855                 NaN  0.313282       0.486491       0.541397E-001  0.460581                 NaN            NaN            NaN            NaN            NaN
  1367.78        2500.00        98.7000                 NaN  0.313053       0.483144       0.481002E-001  0.455735                 NaN            NaN            NaN            NaN            NaN
  1366.22        2500.00        98.7157                 NaN  0.311671       0.435365E-001  0.479174       0.449947                 NaN            NaN            NaN            NaN            NaN
  1364.66        2500.00        98.7304                 NaN  0.311271       0.378221E-001  0.475558       0.444961                 NaN            NaN            NaN            NaN            NaN
  1363.10        2500.00        98.7433                 NaN  0.310627       0.472755       0.329803E-001  0.440355                 NaN            NaN            NaN            NaN            NaN
  1361.54        2500.00        98.7569                 NaN  0.309419       0.469509       0.288462E-001  0.435351                 NaN            NaN            NaN            NaN            NaN
  1359.98        2500.00        98.7711                 NaN  0.308542       0.236824E-001  0.466222       0.430477                 NaN            NaN            NaN            NaN            NaN
  1358.43        2500.00        98.7839                 NaN  0.307340       0.463243       0.197114E-001  0.425773                 NaN            NaN            NaN            NaN            NaN
  1356.87        2500.00        98.7966                 NaN  0.306225       0.161388E-001  0.459894       0.421138                 NaN            NaN            NaN            NaN            NaN
  1355.31        2500.00        98.8099                 NaN  0.304909       0.123564E-001  0.456418       0.416427                 NaN            NaN            NaN            NaN            NaN
  1353.75        2500.00        98.8230                 NaN  0.303331       0.913328E-002  0.452972       0.411562                 NaN            NaN            NaN            NaN            NaN
  1352.19        2500.00        98.8339                 NaN  0.301891       0.450301       0.649500E-002  0.407433                 NaN            NaN            NaN            NaN            NaN
  1350.63        2500.00        98.8090                 NaN  0.266225       0.458224       0.428569E-001  0.404926       0.188169E-001            NaN            NaN            NaN            NaN
  1349.08        2500.00        98.4179                 NaN            NaN  0.317501       0.613721       0.444792       0.206048                 NaN            NaN            NaN            NaN
  1347.52        2500.00        98.4452                 NaN            NaN  0.604101       0.308938       0.438127       0.203679                 NaN            NaN            NaN            NaN
  1345.96        2500.00        98.4818                 NaN            NaN  0.587718       0.303040       0.428940       0.198456                 NaN            NaN            NaN            NaN
  1344.40        2500.00        98.5117                 NaN            NaN  0.575404       0.296443       0.421658       0.194754                 NaN            NaN            NaN            NaN
  1342.84        2500.00        98.5421                 NaN            NaN  0.563057       0.289931       0.414095       0.190854                 NaN            NaN            NaN            NaN
  1341.28        2500.00        98.5715                 NaN            NaN  0.284264       0.550549       0.406716       0.186964                 NaN            NaN            NaN            NaN
  1339.72        2500.00        98.6015                 NaN            NaN  0.537665       0.278470       0.399270       0.183078                 NaN            NaN            NaN            NaN
  1338.17        2500.00        98.6297                 NaN            NaN  0.272890       0.525913       0.392147       0.179399                 NaN            NaN            NaN            NaN
  1336.61        2500.00        98.6577                 NaN            NaN  0.514084       0.267324       0.385150       0.175766                 NaN            NaN            NaN            NaN
  1335.05        2500.00        98.6842                 NaN            NaN  0.503301       0.261851       0.378401       0.172250                 NaN            NaN            NaN            NaN
  1333.49        2500.00        98.7092                 NaN            NaN  0.257295       0.492516       0.372290       0.168718                 NaN            NaN            NaN            NaN
  1331.93        2500.00        98.7378                 NaN            NaN  0.480169       0.252378       0.364749       0.164859                 NaN            NaN            NaN            NaN
  1330.37        2500.00        98.7617                 NaN            NaN  0.248096       0.469788       0.358853       0.161591                 NaN            NaN            NaN            NaN
  1328.82        2500.00        98.7864                 NaN            NaN  0.458477       0.244177       0.352776       0.158193                 NaN            NaN            NaN            NaN
  1327.26        2500.00        98.8099                 NaN            NaN  0.449780       0.238817       0.346475       0.154989                 NaN            NaN            NaN            NaN
  1325.70        2500.00        98.8305                 NaN            NaN  0.440054       0.235516       0.341797       0.152169                 NaN            NaN            NaN            NaN
  1324.14        2500.00        98.8591                 NaN            NaN  0.429582       0.229630       0.333483       0.148215                 NaN            NaN            NaN            NaN
  1322.58        2500.00        98.8778                 NaN            NaN  0.227269       0.420327       0.329178       0.145458                 NaN            NaN            NaN            NaN
  1321.02        2500.00        98.8989                 NaN            NaN  0.411429       0.223623       0.323751       0.142294                 NaN            NaN            NaN            NaN
  1319.47        2500.00        98.9201                 NaN            NaN  0.219891       0.402337       0.318266       0.139387                 NaN            NaN            NaN            NaN
  1317.91        2500.00        98.9403                 NaN            NaN  0.393777       0.216539       0.312987       0.136430                 NaN            NaN            NaN            NaN
  1316.35        2500.00        98.9607                 NaN            NaN  0.384733       0.213449       0.307738       0.133392                 NaN            NaN            NaN            NaN
  1314.79        2500.00        98.9796                 NaN            NaN  0.376910       0.210045       0.302740       0.130665                 NaN            NaN            NaN            NaN
  1313.23        2500.00        98.9986                 NaN            NaN  0.368688       0.207097       0.297814       0.127847                 NaN            NaN            NaN            NaN
  1311.67        2500.00        99.0172                 NaN            NaN  0.360613       0.204117       0.292897       0.125170                 NaN            NaN            NaN            NaN
  1310.12        2500.00        99.0347                 NaN            NaN  0.352928       0.201668       0.288322       0.122362                 NaN            NaN            NaN            NaN
  1308.56        2500.00        99.0530                 NaN            NaN  0.345323       0.198469       0.283446       0.119752                 NaN            NaN            NaN            NaN
  1307.00        2500.00        99.0703                 NaN            NaN  0.195454       0.338190       0.278831       0.117272                 NaN            NaN            NaN            NaN
  1305.44        2500.00        99.0870                 NaN            NaN  0.192904       0.330778       0.274507       0.114775                 NaN            NaN            NaN            NaN
  1303.88        2500.00        99.1034                 NaN            NaN  0.323831       0.190493       0.270051       0.112209                 NaN            NaN            NaN            NaN
  1302.32        2500.00        99.1196                 NaN            NaN  0.317008       0.187834       0.265770       0.109811                 NaN            NaN            NaN            NaN
  1300.77        2500.00        99.1352                 NaN            NaN  0.185766       0.310125       0.261613       0.107330                 NaN            NaN            NaN            NaN
  1299.21        2500.00        99.1504                 NaN            NaN  0.183584       0.303543       0.257467       0.105031                 NaN            NaN            NaN            NaN
  1297.65        2500.00        99.1654                 NaN            NaN  0.297212       0.181155       0.253466       0.102739                 NaN            NaN            NaN            NaN
  1296.09        2500.00        99.1799                 NaN            NaN  0.291030       0.178996       0.249601       0.100470                 NaN            NaN            NaN            NaN
  1294.53        2500.00        99.1943                 NaN            NaN  0.176971       0.284773       0.245644       0.983235E-001            NaN            NaN            NaN            NaN
  1292.97        2500.00        99.2082                 NaN            NaN  0.175218       0.278752       0.241883       0.959478E-001            NaN            NaN            NaN            NaN
  1291.42        2500.00        85.6207                 NaN            NaN   1.53502        1.91313        1.95662       0.621159                 NaN   8.35334                 NaN            NaN
  1289.86        2500.00        87.1395                 NaN            NaN   1.74230        1.34538        1.75894       0.545045                 NaN   7.46879                 NaN            NaN
  1288.30        2500.00        88.8269                 NaN            NaN   1.53713        1.15613        1.54034       0.469103                 NaN   6.47036                 NaN            NaN
  1286.74        2500.00        89.9217                 NaN            NaN   1.04108        1.41083        1.40295       0.410521                 NaN   5.81288                 NaN            NaN
  1285.18        2500.00        91.3835                 NaN            NaN   1.19068       0.889229        1.20411       0.366061                 NaN   4.96642                 NaN            NaN
  1283.62        2500.00        90.3933                 NaN            NaN   1.05840        1.17330        1.35623       0.435549                 NaN   5.58324                 NaN            NaN
  1282.07        2500.00        94.2526                 NaN            NaN  0.490512        1.01086       0.810048       0.200899                 NaN   3.23503                 NaN            NaN
  1280.51        2500.00        93.2219                 NaN            NaN  0.692069       0.951062       0.963984       0.284102                 NaN   3.88693                 NaN            NaN
