|6.6.6
Archiving\03_Data\eq/QFM_m4.25/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3192       0.680823                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3191       0.680897                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3190       0.680971                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3190       0.681045                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3189       0.681119                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3188       0.681194                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3187       0.681268                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3187       0.681342                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3186       0.681417                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3185       0.681491                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3184       0.681566                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3184       0.681640                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3183       0.681715                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3182       0.681790                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3181       0.681865                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3181       0.681939                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3180       0.682014                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3179       0.682089                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3178       0.682164                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3178       0.682240                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3177       0.682315                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3176       0.682390                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3175       0.682465                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3175       0.682541                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3174       0.682616                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3173       0.682692                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3172       0.682767                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3172       0.682843                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3171       0.682919                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3170       0.682994                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3169       0.683070                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3169       0.683146                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3168       0.683222                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3167       0.683298                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3166       0.683374                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3165       0.683450                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3165       0.683526                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3164       0.683603                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3163       0.683679                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3162       0.683755                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3162       0.683832                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3161       0.683908                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3160       0.683985                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3159       0.684062                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3159       0.684138                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3158       0.684215                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3157       0.684292                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3156       0.684369                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3156       0.684446                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3155       0.684523                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.3154       0.684600                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.3153       0.684677                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.3152       0.684754                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.3152       0.684832                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.3151       0.684909                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.3150       0.684986                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.3149       0.685064                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.3149       0.685141                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.3048       0.685233       0.997305E-002            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2915       0.685329       0.231414E-001            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2783       0.685425       0.363136E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2654       0.685521       0.491191E-001            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2525       0.685617       0.619284E-001            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2395       0.685712       0.747415E-001            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2266       0.685808       0.875583E-001            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2142       0.685903       0.999047E-001            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2017       0.685999       0.112255                 NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1893       0.686094       0.124608                 NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1768       0.686189       0.136966                 NaN            NaN            NaN            NaN
  1778.85        2500.00        99.1647       0.686284       0.148999                 NaN            NaN            NaN            NaN
  1775.64        2500.00        99.1523       0.686379       0.160975       0.341225E-003            NaN            NaN            NaN
  1772.44        2500.00        98.4562       0.686712       0.173043       0.684060                 NaN            NaN            NaN
  1769.23        2500.00        97.7594       0.687044       0.185121        1.36842                 NaN            NaN            NaN
  1766.03        2500.00        96.9802       0.687402       0.196705        2.13571                 NaN            NaN            NaN
  1762.82        2500.00        96.2002       0.687758       0.208301        2.90378                 NaN            NaN            NaN
  1759.62        2500.00        95.4194       0.688113       0.219908        3.67260                 NaN            NaN            NaN
  1756.41        2500.00        94.6378       0.688465       0.231526        4.44218                 NaN            NaN            NaN
  1753.21        2500.00        93.8555       0.688816       0.243156        5.21250                 NaN            NaN            NaN
  1750.00        2500.00        93.0725       0.689164       0.254797        5.98356                 NaN            NaN            NaN
  1746.79        2500.00        92.2887       0.689511       0.266449        6.75535                 NaN            NaN            NaN
  1743.59        2500.00        91.5042       0.689855       0.278112        7.52787                 NaN            NaN            NaN
  1740.38        2500.00        90.7211       0.690196       0.288861        8.29979                 NaN            NaN            NaN
  1737.18        2500.00        89.9374       0.690534       0.299620        9.07242                 NaN            NaN            NaN
  1733.97        2500.00        89.1530       0.690871       0.310389        9.84575                 NaN            NaN            NaN
  1730.77        2500.00        88.3679       0.691205       0.321167        10.6198                 NaN            NaN            NaN
  1727.56        2500.00        87.5820       0.691537       0.331954        11.3945                 NaN            NaN            NaN
  1724.36        2500.00        86.7955       0.691867       0.342751        12.1698                 NaN            NaN            NaN
  1721.15        2500.00        86.0084       0.692194       0.353556        12.9459                 NaN            NaN            NaN
  1717.95        2500.00        85.2205       0.692519       0.364371        13.7226                 NaN            NaN            NaN
  1714.74        2500.00        84.4562       0.692832       0.374310        14.4767                 NaN            NaN            NaN
  1711.54        2500.00        83.6913       0.693143       0.384257        15.2313                 NaN            NaN            NaN
  1708.33        2500.00        82.9257       0.693451       0.394212        15.9866                 NaN            NaN            NaN
  1705.13        2500.00        82.1596       0.693757       0.404174        16.7424                 NaN            NaN            NaN
  1701.92        2500.00        81.3929       0.694060       0.414143        17.4989                 NaN            NaN            NaN
  1698.72        2500.00        80.6257       0.694360       0.424120        18.2558                 NaN            NaN            NaN
  1695.51        2500.00        79.8579       0.694659       0.434103        19.0134                 NaN            NaN            NaN
  1692.31        2500.00        79.0895       0.694954       0.444093        19.7715                 NaN            NaN            NaN
  1689.10        2500.00        78.3532       0.695236       0.453420        20.4982                 NaN            NaN            NaN
  1685.90        2500.00        77.6164       0.695515       0.462753        21.2253                 NaN            NaN            NaN
  1682.69        2500.00        76.8792       0.695791       0.472091        21.9530                 NaN            NaN            NaN
  1679.49        2500.00        76.1414       0.696065       0.481435        22.6811                 NaN            NaN            NaN
  1676.28        2500.00        75.4247       0.696329       0.490477        23.3885                 NaN            NaN            NaN
  1673.08        2500.00        74.7075       0.696591       0.499525        24.0964                 NaN            NaN            NaN
  1669.87        2500.00        72.7877       0.698007       0.507145        24.4355        1.57165                 NaN            NaN
  1666.67        2500.00        70.7137       0.699592       0.513799        24.6919        3.38094                 NaN            NaN
  1663.46        2500.00        69.0002       0.700925       0.517693        24.8868        4.89440                 NaN            NaN
  1660.26        2500.00        67.2803       0.702261       0.521601        25.0823        6.41357                 NaN            NaN
  1657.05        2500.00        65.5539       0.703600       0.525523        25.2785        7.93847                 NaN            NaN
  1653.85        2500.00        63.8211       0.704942       0.529458        25.4754        9.46912                 NaN            NaN
  1650.64        2500.00        62.0819       0.706287       0.533407        25.6729        11.0055                 NaN            NaN
  1647.44        2500.00        60.3361       0.707636       0.537369        25.8711        12.5477                 NaN            NaN
  1644.23        2500.00        58.5839       0.708987       0.541346        26.0701        14.0958                 NaN            NaN
