|6.6.6
Archiving\03_Data\Deq/QFM_m4.75/K22/K22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1076.92        2500.00                 NaN            NaN            NaN   53.1185        1.41095        27.6861        5.11420        9.62291        2.40375       0.643563     
  1073.72        2500.00                 NaN            NaN            NaN   53.1182        1.41098        27.6862        5.11426        9.62291        2.40388       0.643577     
  1070.51        2500.00                 NaN            NaN            NaN   53.1178        1.41102        27.6863        5.11431        9.62292        2.40402       0.643591     
  1067.31        2500.00                 NaN            NaN            NaN   53.1175        1.41105        27.6864        5.11437        9.62293        2.40415       0.643605     
  1064.10        2500.00                 NaN            NaN            NaN   53.1172        1.41108        27.6865        5.11443        9.62294        2.40429       0.643618     
  1060.90        2500.00                 NaN            NaN            NaN   53.1168        1.41112        27.6866        5.11448        9.62294        2.40442       0.643632     
  1057.69        2500.00                 NaN            NaN            NaN   53.1165        1.41115        27.6867        5.11454        9.62295        2.40456       0.643646     
  1054.49        2500.00                 NaN            NaN            NaN   53.1161        1.41118        27.6868        5.11459        9.62296        2.40469       0.643660     
  1051.28        2500.00                 NaN            NaN            NaN   53.0432        1.47658        27.8361        9.65189        4.95738        2.39341       0.641495     
  1048.08        2500.00                 NaN            NaN            NaN   53.0428        1.47662        27.8362        9.65190        4.95743        2.39355       0.641509     
  1044.87        2500.00                 NaN            NaN            NaN   53.0425        1.47665        27.8363        9.65191        4.95749        2.39368       0.641522     
  1041.67        2500.00                 NaN            NaN            NaN   53.0421        1.47668        27.8364        9.65191        4.95755        2.39381       0.641535     
  1038.46        2500.00                 NaN            NaN            NaN   53.0418        1.47672        27.8365        9.65192        4.95760        2.39395       0.641549     
  1035.26        2500.00                 NaN            NaN            NaN   53.0415        1.47675        27.8366        9.65193        4.95766        2.39408       0.641562     
  1032.05        2500.00                 NaN            NaN            NaN   53.0411        1.47679        27.8367        9.65193        4.95771        2.39421       0.641576     
  1028.85        2500.00                 NaN            NaN            NaN   53.0408        1.47682        27.8368        9.65194        4.95777        2.39435       0.641589     
  1025.64        2500.00                 NaN            NaN            NaN   52.9550        1.54834        27.9959        4.80560        9.69024        2.36825       0.636686     
  1022.44        2500.00                 NaN            NaN            NaN   52.9546        1.54837        27.9960        4.80566        9.69025        2.36839       0.636699     
  1019.23        2500.00                 NaN            NaN            NaN   52.9543        1.54841        27.9961        4.80571        9.69025        2.36852       0.636712     
  1016.03        2500.00                 NaN            NaN            NaN   52.9539        1.54844        27.9962        4.80577        9.69026        2.36865       0.636725     
  1012.82        2500.00                 NaN            NaN            NaN   52.9536        1.54848        27.9963        4.80583        9.69026        2.36878       0.636738     
  1009.62        2500.00                 NaN            NaN            NaN   52.9532        1.54852        27.9964        4.80588        9.69027        2.36891       0.636751     
  1006.41        2500.00                 NaN            NaN            NaN   52.9529        1.54855        27.9966        4.80594        9.69027        2.36904       0.636764     
  1003.21        2500.00                 NaN            NaN            NaN   52.9525        1.54859        27.9967        4.80599        9.69028        2.36918       0.636777     
  1000.00        2500.00                 NaN            NaN            NaN   52.8512        1.62741        28.1687        9.74046        4.65797        2.32521       0.629057     
