|6.6.6
Archiving\03_Data\Deq/QFM_m4.75/K22/K22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1756.41        2500.00        59.5164                 NaN            NaN   39.7911       0.692495                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        59.0262                 NaN            NaN   40.2699       0.703814                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        58.5361                 NaN            NaN   40.7487       0.715133                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        58.0460                 NaN            NaN   41.2275       0.726452                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        57.5559                 NaN            NaN   41.7063       0.737771                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        57.0896                 NaN            NaN   42.1615       0.748865                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        56.6234                 NaN            NaN   42.6166       0.759959                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        56.1571                 NaN            NaN   43.0718       0.771053                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        55.6909                 NaN            NaN   43.5270       0.782146                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        55.2247                 NaN            NaN   43.9821       0.793240                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        54.7584                 NaN            NaN   44.4373       0.804334                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        54.2922                 NaN            NaN   44.8924       0.815428                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        53.8259                 NaN            NaN   45.3476       0.826522                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        53.3855                 NaN            NaN   45.7779       0.836557                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        52.9451                 NaN            NaN   46.2083       0.846592                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        52.5047                 NaN            NaN   46.6387       0.856627                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        52.0643                 NaN            NaN   47.0690       0.866662                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        51.6239                 NaN            NaN   47.4994       0.876697                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        51.1835                 NaN            NaN   47.9298       0.886732                 NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        50.7431                 NaN            NaN   48.3601       0.896767                 NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        50.3027                 NaN            NaN   48.7905       0.906802                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        49.8896                 NaN            NaN   49.1937       0.916700                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        49.4765                 NaN            NaN   49.5969       0.926597                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        49.0634                 NaN            NaN   50.0001       0.936494                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        48.6504                 NaN            NaN   50.4032       0.946391                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        48.2373                 NaN            NaN   50.8064       0.956289                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        47.8242                 NaN            NaN   51.2096       0.966186                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        47.4111                 NaN            NaN   51.6128       0.976083                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        46.9980                 NaN            NaN   52.0160       0.985981                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        46.6019                 NaN            NaN   52.4047       0.993443                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        46.0628                 NaN            NaN   52.7488        1.00133       0.187074                 NaN            NaN            NaN            NaN
  1657.05        2500.00        44.8127                 NaN            NaN   52.8691       0.994856        1.32340                 NaN            NaN            NaN            NaN
  1653.85        2500.00        43.5626                 NaN            NaN   52.9893       0.988377        2.45974                 NaN            NaN            NaN            NaN
  1650.64        2500.00        42.4673                 NaN            NaN   53.0893       0.981677        3.46173                 NaN            NaN            NaN            NaN
  1647.44        2500.00        41.3720                 NaN            NaN   53.1893       0.974977        4.46372                 NaN            NaN            NaN            NaN
  1644.23        2500.00        40.2767                 NaN            NaN   53.2893       0.968277        5.46572                 NaN            NaN            NaN            NaN
  1641.03        2500.00        39.1814                 NaN            NaN   53.3893       0.961577        6.46772                 NaN            NaN            NaN            NaN
  1637.82        2500.00        38.3163                 NaN            NaN   53.4614       0.954066        7.26819                 NaN            NaN            NaN            NaN
  1634.62        2500.00        37.4512                 NaN            NaN   53.5336       0.946556        8.06866                 NaN            NaN            NaN            NaN
  1631.41        2500.00        36.5862                 NaN            NaN   53.6057       0.939046        8.86914                 NaN            NaN            NaN            NaN
  1628.21        2500.00        35.7211                 NaN            NaN   53.6778       0.931535        9.66962                 NaN            NaN            NaN            NaN
  1625.00        2500.00        34.8560                 NaN            NaN   53.7499       0.924025        10.4701                 NaN            NaN            NaN            NaN
  1621.79        2500.00        33.9909                 NaN            NaN   53.8220       0.916515        11.2706                 NaN            NaN            NaN            NaN
  1618.59        2500.00        33.1258                 NaN            NaN   53.8941       0.909004        12.0711                 NaN            NaN            NaN            NaN
  1615.38        2500.00        32.2608                 NaN            NaN   53.9662       0.901494        12.8715                 NaN            NaN            NaN            NaN
  1612.18        2500.00        31.6016                 NaN            NaN   54.0138       0.892695        13.4919                 NaN            NaN            NaN            NaN
  1608.97        2500.00        30.9424                 NaN            NaN   54.0613       0.883896        14.1123                 NaN            NaN            NaN            NaN
  1605.77        2500.00        30.2833                 NaN            NaN   54.1089       0.875096        14.7327                 NaN            NaN            NaN            NaN
  1602.56        2500.00        29.6241                 NaN            NaN   54.1564       0.866297        15.3532                 NaN            NaN            NaN            NaN
  1599.36        2500.00        28.9650                 NaN            NaN   54.2040       0.857498        15.9736                 NaN            NaN            NaN            NaN
  1596.15        2500.00        28.3058                 NaN            NaN   54.2515       0.848699        16.5940                 NaN            NaN            NaN            NaN
  1592.95        2500.00        27.6466                 NaN            NaN   54.2991       0.839899        17.2144                 NaN            NaN            NaN            NaN
  1589.74        2500.00        26.9875                 NaN            NaN   54.3466       0.831100        17.8348                 NaN            NaN            NaN            NaN
  1586.54        2500.00        26.4539                 NaN            NaN   54.3791       0.821186        18.3458                 NaN            NaN            NaN            NaN
  1583.33        2500.00        25.9204                 NaN            NaN   54.4115       0.811272        18.8569                 NaN            NaN            NaN            NaN
  1580.13        2500.00        25.3868                 NaN            NaN   54.4439       0.801358        19.3679                 NaN            NaN            NaN            NaN
  1576.92        2500.00        24.8533                 NaN            NaN   54.4763       0.791444        19.8790                 NaN            NaN            NaN            NaN
  1573.72        2500.00        24.3197                 NaN            NaN   54.5087       0.781530        20.3900                 NaN            NaN            NaN            NaN
  1570.51        2500.00        23.7862                 NaN            NaN   54.5411       0.771616        20.9011                 NaN            NaN            NaN            NaN
  1567.31        2500.00        23.2526                 NaN            NaN   54.5735       0.761702        21.4121                 NaN            NaN            NaN            NaN
  1564.10        2500.00        22.7191                 NaN            NaN   54.6059       0.751788        21.9232                 NaN            NaN            NaN            NaN
  1560.90        2500.00        22.2639                 NaN            NaN   54.6306       0.739942        22.3656                 NaN            NaN            NaN            NaN
  1557.69        2500.00        21.8086                 NaN            NaN   54.6553       0.728096        22.8079                 NaN            NaN            NaN            NaN
  1554.49        2500.00        21.3534                 NaN            NaN   54.6800       0.716249        23.2503                 NaN            NaN            NaN            NaN
  1551.28        2500.00        20.8982                 NaN            NaN   54.7048       0.704403        23.6926                 NaN            NaN            NaN            NaN
  1548.08        2500.00        20.4430                 NaN            NaN   54.7295       0.692557        24.1350                 NaN            NaN            NaN            NaN
  1544.87        2500.00        19.9878                 NaN            NaN   54.7542       0.680711        24.5774                 NaN            NaN            NaN            NaN
  1541.67        2500.00        19.5325                 NaN            NaN   54.7789       0.668865        25.0197                 NaN            NaN            NaN            NaN
  1538.46        2500.00        19.0773                 NaN            NaN   54.8036       0.657019        25.4621                 NaN            NaN            NaN            NaN
  1535.26        2500.00        18.6740                 NaN            NaN   54.8249       0.643179        25.8579                 NaN            NaN            NaN            NaN
  1532.05        2500.00        18.2707                 NaN            NaN   54.8463       0.629340        26.2537                 NaN            NaN            NaN            NaN
  1528.85        2500.00        17.8673                 NaN            NaN   54.8677       0.615501        26.6495                 NaN            NaN            NaN            NaN
  1525.64        2500.00        17.4640                 NaN            NaN   54.8890       0.601661        27.0453                 NaN            NaN            NaN            NaN
  1522.44        2500.00        17.0607                 NaN            NaN   54.9104       0.587822        27.4411                 NaN            NaN            NaN            NaN
  1519.23        2500.00        16.6573                 NaN            NaN   54.9318       0.573983        27.8369                 NaN            NaN            NaN            NaN
  1516.03        2500.00        16.2540                 NaN            NaN   54.9531       0.560143        28.2327                 NaN            NaN            NaN            NaN
  1512.82        2500.00        15.8507                 NaN            NaN   54.9745       0.546304        28.6285                 NaN            NaN            NaN            NaN
  1509.62        2500.00        15.4752                 NaN            NaN   54.9942       0.531634        28.9990                 NaN            NaN            NaN            NaN
  1506.41        2500.00        14.9591                 NaN            NaN   55.0149       0.525117        29.2199       0.280948                 NaN            NaN            NaN
  1503.21        2500.00        14.3731                 NaN            NaN   55.0333       0.525288        29.3252       0.743067                 NaN            NaN            NaN
  1500.00        2500.00        13.7871                 NaN            NaN   55.0517       0.525459        29.4305        1.20519                 NaN            NaN            NaN
  1496.79        2500.00        13.2446                 NaN            NaN   55.0610       0.528017        29.5243        1.64206                 NaN            NaN            NaN
  1493.59        2500.00        12.7021                 NaN            NaN   55.0704       0.530575        29.6181        2.07893                 NaN            NaN            NaN
  1490.38        2500.00        12.1947                 NaN            NaN   55.0739       0.534639        29.7022        2.49455                 NaN            NaN            NaN
  1487.18        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1483.97        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1480.77        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1477.56        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1474.36        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1471.15        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1467.95        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1464.74        2500.00        11.6458                 NaN            NaN   55.0498       0.553886        29.4482        2.87642       0.425869                 NaN            NaN
  1461.54        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1458.33        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1455.13        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1451.92        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1448.72        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1445.51        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1442.31        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1439.10        2500.00        8.13836                 NaN            NaN   54.7967       0.710977        28.1486        5.39533        2.81001                 NaN            NaN
  1435.90        2500.00        5.85024                 NaN            NaN   54.5155       0.859449        27.7500        3.88391        7.14083                 NaN            NaN
  1432.69        2500.00        5.85024                 NaN            NaN   54.5155       0.859449        27.7500        3.88391        7.14083                 NaN            NaN
  1429.49        2500.00        5.85024                 NaN            NaN   54.5155       0.859449        27.7500        3.88391        7.14083                 NaN            NaN
  1426.28        2500.00        5.85024                 NaN            NaN   54.5155       0.859449        27.7500        3.88391        7.14083                 NaN            NaN
  1423.08        2500.00        5.00959                 NaN            NaN   54.3706       0.931830        27.6772        7.79727        4.21349                 NaN            NaN
  1419.87        2500.00        5.00959                 NaN            NaN   54.3706       0.931830        27.6772        7.79727        4.21349                 NaN            NaN
  1416.67        2500.00        4.63909                 NaN            NaN   54.2982       0.967578        27.6593        8.08862        4.34722                 NaN            NaN
  1413.46        2500.00        4.46918                 NaN            NaN   54.2618       0.985780        27.6491        4.41190        8.22218                 NaN            NaN
  1410.26        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1407.05        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1403.85        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1400.64        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1397.44        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1394.23        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1391.03        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1387.82        2500.00        4.27767                 NaN            NaN   54.2583       0.997065        27.5954        8.30122        4.51457       0.557916E-001            NaN
  1384.62        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1381.41        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1378.21        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1375.00        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1371.79        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1368.59        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1365.38        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1362.18        2500.00        2.98789                 NaN            NaN   54.2953        1.06617        27.0974        5.30785        8.66550       0.579964                 NaN
  1358.97        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1355.77        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1352.56        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1349.36        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1346.15        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1342.95        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1339.74        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1336.54        2500.00        2.06430                 NaN            NaN   54.2800        1.13144        26.7288        8.91047        5.89872       0.986254                 NaN
  1333.33        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1330.13        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1326.92        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1323.72        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1320.51        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1317.31        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1314.10        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1310.90        2500.00        1.33788                 NaN            NaN   54.2286        1.19396        26.4589        9.10543        6.36218        1.31303                 NaN
  1307.69        2500.00       0.726763                 NaN            NaN   54.1437        1.25460        26.2788        9.28929        6.73226        1.57463                 NaN
  1304.49        2500.00       0.655714                 NaN            NaN   54.1296        1.26228        26.2618        9.31443        6.77325        1.60294                 NaN
  1301.28        2500.00                 NaN            NaN            NaN   54.1990        1.27270        26.1817        9.37649        6.85930        1.68500       0.425848     
  1298.08        2500.00                 NaN            NaN            NaN   54.1990        1.27270        26.1817        9.37649        6.85930        1.68500       0.425848     
  1294.87        2500.00                 NaN            NaN            NaN   54.2029        1.28221        26.2350        9.37068        6.77791        1.70112       0.430153     
  1291.67        2500.00                 NaN            NaN            NaN   54.2029        1.28221        26.2350        9.37068        6.77791        1.70112       0.430153     
  1288.46        2500.00                 NaN            NaN            NaN   54.2029        1.28221        26.2350        9.37068        6.77791        1.70112       0.430153     
  1285.26        2500.00                 NaN            NaN            NaN   54.2029        1.28221        26.2350        9.37068        6.77791        1.70112       0.430153     
  1282.05        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1278.85        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1275.64        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1272.44        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1269.23        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1266.03        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1262.82        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1259.62        2500.00                 NaN            NaN            NaN   54.2087        1.30214        26.3350        6.62291        9.36143        1.73173       0.438113     
  1256.41        2500.00                 NaN            NaN            NaN   54.2124        1.34508        26.5154        9.34441        6.34280        1.78801       0.451912     
  1253.21        2500.00                 NaN            NaN            NaN   54.2124        1.34508        26.5154        9.34441        6.34280        1.78801       0.451912     
