|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/ALH/ALH_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1450.55        500.000        99.3505                 NaN            NaN            NaN  0.397375       0.252156                 NaN            NaN            NaN            NaN            NaN
  1449.23        500.000        99.2199                 NaN            NaN            NaN  0.476888       0.303223                 NaN            NaN            NaN            NaN            NaN
  1447.91        500.000        99.2281                 NaN            NaN            NaN  0.471596       0.300348                 NaN            NaN            NaN            NaN            NaN
  1446.60        500.000        99.2346                 NaN            NaN            NaN  0.467925       0.297498                 NaN            NaN            NaN            NaN            NaN
  1445.28        500.000        99.2408                 NaN            NaN            NaN  0.294784       0.464456                 NaN            NaN            NaN            NaN            NaN
  1443.96        500.000        99.2464                 NaN            NaN            NaN  0.293158       0.460460                 NaN            NaN            NaN            NaN            NaN
  1442.64        500.000        99.2535                 NaN            NaN            NaN  0.290001       0.456498                 NaN            NaN            NaN            NaN            NaN
  1441.33        500.000        99.2589                 NaN            NaN            NaN  0.287785       0.453300                 NaN            NaN            NaN            NaN            NaN
  1440.01        500.000        99.2654                 NaN            NaN            NaN  0.449195       0.285440                 NaN            NaN            NaN            NaN            NaN
  1438.69        500.000        99.2715                 NaN            NaN            NaN  0.445716       0.282827                 NaN            NaN            NaN            NaN            NaN
  1437.37        500.000        99.2771                 NaN            NaN  0.654035E-003  0.281385       0.440880                 NaN            NaN            NaN            NaN            NaN
  1436.06        500.000        99.2832                 NaN            NaN  0.112852E-002  0.436143       0.279553                 NaN            NaN            NaN            NaN            NaN
  1434.74        500.000        99.4484                 NaN            NaN  0.621708E-003  0.551022                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.42        500.000        99.1342                 NaN            NaN  0.153103E-002  0.546125       0.318106                 NaN            NaN            NaN            NaN            NaN
  1432.11        500.000        99.3004                 NaN            NaN  0.100986E-002  0.272503       0.426041                 NaN            NaN            NaN            NaN            NaN
  1430.79        500.000        99.3061                 NaN            NaN  0.976350E-003  0.422809       0.270094                 NaN            NaN            NaN            NaN            NaN
  1429.47        500.000        99.3118                 NaN            NaN  0.929163E-003  0.419565       0.267732                 NaN            NaN            NaN            NaN            NaN
  1428.15        500.000        99.3165                 NaN            NaN  0.893492E-003  0.416828       0.265791                 NaN            NaN            NaN            NaN            NaN
  1426.84        500.000        99.3230                 NaN            NaN  0.859312E-003  0.263371       0.412777                 NaN            NaN            NaN            NaN            NaN
  1425.52        500.000        99.3274                 NaN            NaN  0.817985E-003  0.410347       0.261452                 NaN            NaN            NaN            NaN            NaN
  1424.20        500.000        99.3317                 NaN            NaN  0.787249E-003  0.259461       0.408048                 NaN            NaN            NaN            NaN            NaN
  1422.88        500.000        99.3387                 NaN            NaN  0.756250E-003  0.256783       0.403715                 NaN            NaN            NaN            NaN            NaN
  1421.57        500.000        99.3425                 NaN            NaN  0.711096E-003  0.401856       0.254907                 NaN            NaN            NaN            NaN            NaN
  1420.25        500.000        99.1019                 NaN            NaN  0.919500E-003  0.348138       0.549017                 NaN            NaN            NaN            NaN            NaN
  1418.93        500.000        99.6009                 NaN            NaN  0.400482E-003  0.243940       0.154717                 NaN            NaN            NaN            NaN            NaN
  1417.61        500.000        99.3576                 NaN            NaN  0.614979E-003  0.392953       0.248794                 NaN            NaN            NaN            NaN            NaN
  1416.30        500.000        99.3628                 NaN            NaN  0.586788E-003  0.246691       0.389921                 NaN            NaN            NaN            NaN            NaN
  1414.98        500.000        99.3661                 NaN            NaN  0.556239E-003  0.387954       0.245366                 NaN            NaN            NaN            NaN            NaN
  1413.66        500.000        99.3727                 NaN            NaN  0.525981E-003  0.384109       0.242640                 NaN            NaN            NaN            NaN            NaN
  1412.34        500.000        99.3765                 NaN            NaN  0.494858E-003  0.241068       0.381963                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9487                 NaN            NaN  0.148882E-004  0.426634       0.408261                 NaN  0.216404                 NaN            NaN            NaN
  1409.71        500.000        98.3925                 NaN            NaN            NaN  0.481404       0.627092                 NaN  0.499053                 NaN            NaN            NaN
  1408.39        500.000        98.8159                 NaN            NaN  0.489052E-003  0.462304       0.353188                 NaN  0.368105                 NaN            NaN            NaN
  1407.07        500.000        98.0462                 NaN            NaN            NaN  0.586179       0.761353                 NaN  0.606278                 NaN            NaN            NaN
  1405.76        500.000        98.4633                 NaN            NaN            NaN  0.598946       0.460349                 NaN  0.477364                 NaN            NaN            NaN
  1404.44        500.000        98.5034                 NaN            NaN            NaN  0.448924       0.582866                 NaN  0.464827                 NaN            NaN            NaN
  1403.12        500.000        98.5190                 NaN            NaN            NaN  0.576484       0.444461                 NaN  0.460039                 NaN            NaN            NaN
  1401.81        500.000        98.5408                 NaN            NaN            NaN  0.437800       0.568069                 NaN  0.453296                 NaN            NaN            NaN
  1400.49        500.000        98.5627                 NaN            NaN            NaN  0.431283       0.559446                 NaN  0.446527                 NaN            NaN            NaN
  1399.17        500.000        98.5850                 NaN            NaN            NaN  0.424835       0.550600                 NaN  0.439535                 NaN            NaN            NaN
  1397.85        500.000        98.6057                 NaN            NaN            NaN  0.418508       0.542764                 NaN  0.433035                 NaN            NaN            NaN
  1396.54        500.000        98.6259                 NaN            NaN            NaN  0.412413       0.534973                 NaN  0.426688                 NaN            NaN            NaN
  1395.22        500.000        98.6444                 NaN            NaN            NaN  0.406728       0.527907                 NaN  0.420996                 NaN            NaN            NaN
  1393.90        500.000        98.6653                 NaN            NaN            NaN  0.519660       0.400632                 NaN  0.414437                 NaN            NaN            NaN
  1392.58        500.000        98.6834                 NaN            NaN            NaN  0.395311       0.512492                 NaN  0.408770                 NaN            NaN            NaN
  1391.27        500.000        98.7021                 NaN            NaN            NaN  0.389511       0.505571                 NaN  0.402827                 NaN            NaN            NaN
  1389.95        500.000        98.7194                 NaN            NaN            NaN  0.498835       0.384241                 NaN  0.397547                 NaN            NaN            NaN
  1388.63        500.000        98.7375                 NaN            NaN            NaN  0.379063       0.491561                 NaN  0.391881                 NaN            NaN            NaN
  1387.31        500.000        98.7528                 NaN            NaN            NaN  0.485880       0.374503                 NaN  0.386816                 NaN            NaN            NaN
  1386.00        500.000        98.7713                 NaN            NaN            NaN  0.479102       0.368470                 NaN  0.381147                 NaN            NaN            NaN
  1384.68        500.000        98.7870                 NaN            NaN            NaN  0.363898       0.473007                 NaN  0.376135                 NaN            NaN            NaN
  1383.36        500.000        98.8022                 NaN            NaN            NaN  0.359076       0.467417                 NaN  0.371277                 NaN            NaN            NaN
  1382.04        500.000        98.8187                 NaN            NaN            NaN  0.461555       0.353557                 NaN  0.366183                 NaN            NaN            NaN
  1380.73        500.000        98.8330                 NaN            NaN            NaN  0.349386       0.455965                 NaN  0.361643                 NaN            NaN            NaN
  1379.41        500.000        98.8480                 NaN            NaN            NaN  0.344777       0.450332                 NaN  0.356914                 NaN            NaN            NaN
  1378.09        500.000        98.8625                 NaN            NaN            NaN  0.340370       0.444824                 NaN  0.352276                 NaN            NaN            NaN
  1376.77        500.000        98.8757                 NaN            NaN            NaN  0.439951       0.336288                 NaN  0.348020                 NaN            NaN            NaN
  1375.46        500.000        98.8893                 NaN            NaN            NaN  0.434968       0.331950                 NaN  0.343759                 NaN            NaN            NaN
  1374.14        500.000        98.9033                 NaN            NaN            NaN  0.429776       0.327477                 NaN  0.339427                 NaN            NaN            NaN
  1372.82        500.000        98.9158                 NaN            NaN            NaN  0.323657       0.425332                 NaN  0.335255                 NaN            NaN            NaN
  1371.50        500.000        98.9265                 NaN            NaN            NaN  0.319993       0.422094                 NaN  0.331456                 NaN            NaN            NaN
  1370.19        500.000        98.9427                 NaN            NaN            NaN  0.315036       0.415568                 NaN  0.326708                 NaN            NaN            NaN
  1368.87        500.000        98.9540                 NaN            NaN            NaN  0.411399       0.311543                 NaN  0.323053                 NaN            NaN            NaN
  1367.55        500.000        98.9626                 NaN            NaN            NaN  0.308980       0.408168                 NaN  0.320277                 NaN            NaN            NaN
  1366.24        500.000        98.9787                 NaN            NaN            NaN  0.303869       0.402174                 NaN  0.315211                 NaN            NaN            NaN
  1364.92        500.000        98.9879                 NaN            NaN            NaN  0.301136       0.398747                 NaN  0.312170                 NaN            NaN            NaN
  1363.60        500.000        99.0006                 NaN            NaN            NaN  0.296566       0.394593                 NaN  0.308219                 NaN            NaN            NaN
  1362.28        500.000        99.0109                 NaN            NaN            NaN  0.390134       0.294018                 NaN  0.304917                 NaN            NaN            NaN
  1360.97        500.000        99.0221                 NaN            NaN            NaN  0.289515       0.387035                 NaN  0.301389                 NaN            NaN            NaN
  1359.65        500.000        99.0325                 NaN            NaN            NaN  0.286317       0.383231                 NaN  0.297973                 NaN            NaN            NaN
  1358.33        500.000        99.0418                 NaN            NaN            NaN  0.283283       0.380046                 NaN  0.294858                 NaN            NaN            NaN
  1357.01        500.000        99.0502                 NaN            NaN            NaN  0.377016       0.280553                 NaN  0.292185                 NaN            NaN            NaN
  1355.70        500.000        99.0632                 NaN            NaN            NaN  0.372372       0.276425                 NaN  0.287966                 NaN            NaN            NaN
  1354.38        500.000        99.0712                 NaN            NaN            NaN  0.273664       0.369677                 NaN  0.285461                 NaN            NaN            NaN
  1353.06        500.000        99.0805                 NaN            NaN            NaN  0.366606       0.270477                 NaN  0.282367                 NaN            NaN            NaN
  1351.74        500.000        99.0897                 NaN            NaN            NaN  0.267682       0.363235                 NaN  0.279349                 NaN            NaN            NaN
  1350.43        500.000        99.0950                 NaN            NaN            NaN  0.361855       0.265382                 NaN  0.277768                 NaN            NaN            NaN
  1349.11        500.000        99.1112                 NaN            NaN            NaN  0.260794       0.355814                 NaN  0.272218                 NaN            NaN            NaN
  1347.79        500.000        99.1166                 NaN            NaN            NaN  0.258463       0.354287                 NaN  0.270682                 NaN            NaN            NaN
  1346.47        500.000        99.1243                 NaN            NaN            NaN  0.255943       0.351668                 NaN  0.268113                 NaN            NaN            NaN
  1345.16        500.000        99.1332                 NaN            NaN            NaN  0.348469       0.253061                 NaN  0.265311                 NaN            NaN            NaN
  1343.84        500.000        99.1401                 NaN            NaN            NaN  0.250263       0.346698                 NaN  0.262922                 NaN            NaN            NaN
  1342.52        500.000        99.1492                 NaN            NaN            NaN  0.343285       0.247438                 NaN  0.260057                 NaN            NaN            NaN
  1341.20        500.000        99.1546                 NaN            NaN            NaN  0.245540       0.341586                 NaN  0.258292                 NaN            NaN            NaN
  1339.89        500.000        99.1631                 NaN            NaN            NaN  0.339123       0.242321                 NaN  0.255454                 NaN            NaN            NaN
  1338.57        500.000        99.1723                 NaN            NaN            NaN  0.335876       0.239470                 NaN  0.252361                 NaN            NaN            NaN
  1337.25        500.000        99.1789                 NaN            NaN            NaN  0.333630       0.237213                 NaN  0.250268                 NaN            NaN            NaN
  1335.94        500.000        99.1851                 NaN            NaN            NaN  0.234611       0.332010                 NaN  0.248282                 NaN            NaN            NaN
  1334.62        500.000        99.1924       0.842431E-006            NaN            NaN  0.232111       0.329477                 NaN  0.246024                 NaN            NaN            NaN
  1333.30        500.000        99.1993                 NaN            NaN            NaN  0.327053       0.230009                 NaN  0.243660                 NaN            NaN            NaN
  1331.98        500.000        99.2063                 NaN            NaN            NaN  0.227132       0.325002                 NaN  0.241570                 NaN            NaN            NaN
  1330.67        500.000        99.2130                 NaN            NaN            NaN  0.322954       0.224791                 NaN  0.239209                 NaN            NaN            NaN
  1329.35        500.000        99.2189                 NaN            NaN            NaN  0.321023       0.222811                 NaN  0.237290                 NaN            NaN            NaN
  1328.03        500.000        99.2241                 NaN            NaN            NaN  0.319289       0.221087                 NaN  0.235497                 NaN            NaN            NaN
  1326.71        500.000        99.2321                 NaN            NaN            NaN  0.317157       0.217837                 NaN  0.232879                 NaN            NaN            NaN
  1325.40        500.000        99.2375                 NaN            NaN            NaN  0.315690       0.215545                 NaN  0.231234                 NaN            NaN            NaN
  1324.08        500.000        99.2299       0.391315E-001            NaN            NaN  0.240954       0.248284                 NaN  0.241778                 NaN            NaN            NaN
  1322.76        500.000        99.2670                 NaN            NaN            NaN  0.207865       0.303817                 NaN  0.221308                 NaN            NaN            NaN
  1321.44        500.000        99.2622       0.486240E-001            NaN            NaN  0.238409       0.217837                 NaN  0.232907                 NaN            NaN            NaN
  1320.13        500.000        99.2826       0.124526                 NaN            NaN  0.697722E-001  0.281751                 NaN  0.241319                 NaN            NaN            NaN
  1318.81        500.000        99.2881       0.122913                 NaN            NaN  0.279833       0.699981E-001            NaN  0.239135                 NaN            NaN            NaN
  1317.49        500.000        99.2946       0.121371                 NaN            NaN  0.697191E-001  0.277626                 NaN  0.236704                 NaN            NaN            NaN
  1316.17        500.000        99.3011       0.120365                 NaN            NaN  0.275563       0.686031E-001            NaN  0.234369                 NaN            NaN            NaN
  1314.86        500.000        99.3072       0.118061                 NaN            NaN  0.698315E-001  0.273016                 NaN  0.231864                 NaN            NaN            NaN
  1313.54        500.000        99.3138       0.116636                 NaN            NaN  0.270596       0.695268E-001            NaN  0.229489                 NaN            NaN            NaN
  1312.22        500.000        99.3199       0.115129                 NaN            NaN  0.267820       0.698941E-001            NaN  0.227237                 NaN            NaN            NaN
  1310.90        500.000        99.3242       0.113297                 NaN            NaN  0.265676       0.713057E-001            NaN  0.225500                 NaN            NaN            NaN
  1309.59        500.000        99.3326       0.111341                 NaN            NaN  0.263512       0.703578E-001            NaN  0.222181                 NaN            NaN            NaN
  1308.27        500.000        99.3367       0.109372                 NaN            NaN  0.725167E-001  0.260907                 NaN  0.220550                 NaN            NaN            NaN
  1306.95        500.000        99.3425       0.107561                 NaN            NaN  0.729161E-001  0.258724                 NaN  0.218322                 NaN            NaN            NaN
  1305.64        500.000        99.3469       0.105254                 NaN            NaN  0.255526       0.758172E-001            NaN  0.216469                 NaN            NaN            NaN
  1304.32        500.000        99.3524       0.104700                 NaN            NaN  0.255445       0.729335E-001            NaN  0.214492                 NaN            NaN            NaN
  1303.00        500.000        99.3587       0.100556                 NaN            NaN  0.786807E-001  0.250406                 NaN  0.211654                 NaN            NaN            NaN
  1301.68        500.000        99.3635       0.995590E-001            NaN            NaN  0.249434       0.776557E-001            NaN  0.209855                 NaN            NaN            NaN
  1300.37        500.000        99.3681       0.973662E-001            NaN            NaN  0.799495E-001  0.246571                 NaN  0.207984                 NaN            NaN            NaN
  1299.05        500.000        99.3710       0.974161E-001            NaN            NaN  0.248426       0.747250E-001            NaN  0.206915       0.148192E-002            NaN            NaN
  1297.73        500.000        99.3061       0.996702E-001            NaN            NaN  0.440859E-001  0.290892                 NaN  0.225402       0.338368E-001            NaN            NaN
  1296.41        500.000        99.3222       0.114096                 NaN            NaN  0.306591                 NaN            NaN  0.223013       0.340818E-001            NaN            NaN
  1295.10        500.000        99.3308       0.112857                 NaN            NaN  0.302713                 NaN            NaN  0.220132       0.334760E-001            NaN            NaN
  1293.78        500.000        99.3393       0.111516                 NaN            NaN  0.298862                 NaN            NaN  0.217388       0.328925E-001            NaN            NaN
  1292.46        500.000        99.3463       0.112642                 NaN            NaN  0.292816                 NaN            NaN  0.215782       0.324500E-001            NaN            NaN
  1291.14        500.000        99.3558       0.108021                 NaN            NaN  0.293154                 NaN            NaN  0.211375       0.316722E-001            NaN            NaN
  1289.83        500.000        99.3633       0.106670                 NaN            NaN  0.289568                 NaN            NaN  0.209280       0.311933E-001            NaN            NaN
  1288.51        500.000        99.3714       0.104782                 NaN            NaN  0.286571                 NaN            NaN  0.206596       0.306359E-001            NaN            NaN
  1287.19        500.000        99.3794       0.103932                 NaN            NaN  0.282659                 NaN            NaN  0.203938       0.301029E-001            NaN            NaN
  1285.87        500.000        99.3869       0.102439                 NaN            NaN  0.279607                 NaN            NaN  0.201427       0.295902E-001            NaN            NaN
  1284.56        500.000        99.3945       0.101223                 NaN            NaN  0.276315                 NaN            NaN  0.198926       0.290822E-001            NaN            NaN
  1283.24        500.000        99.4017       0.995093E-001            NaN            NaN  0.273815                 NaN            NaN  0.196463       0.285594E-001            NaN            NaN
  1281.92        500.000        99.4093       0.983997E-001            NaN            NaN  0.270177                 NaN            NaN  0.194020       0.280730E-001            NaN            NaN
  1280.60        500.000        99.4165       0.969933E-001            NaN            NaN  0.267247                 NaN            NaN  0.191704       0.275926E-001            NaN            NaN
  1279.29        500.000        99.4234       0.952724E-001            NaN            NaN  0.265189                 NaN            NaN  0.189056       0.270784E-001            NaN            NaN
  1277.97        500.000        99.4299       0.934932E-001            NaN            NaN  0.263158                 NaN            NaN  0.186885       0.265801E-001            NaN            NaN
  1276.65        500.000        99.4370       0.922177E-001            NaN            NaN  0.260108                 NaN            NaN  0.184529       0.261194E-001            NaN            NaN
  1275.34        500.000        99.4434       0.903950E-001            NaN            NaN  0.258253                 NaN            NaN  0.182335       0.256564E-001            NaN            NaN
  1274.02        500.000        90.8363       0.495207                 NaN            NaN   1.63931                 NaN            NaN   1.19545       0.216286        5.61742                 NaN
  1272.70        500.000        89.5040       0.534427                 NaN            NaN   1.87729                 NaN            NaN   1.34737       0.241532        6.49534                 NaN
  1271.38        500.000        90.5974       0.463926                 NaN            NaN   1.71909                 NaN            NaN   1.21448       0.213920        5.79121                 NaN
  1270.07        500.000        91.4002       0.324112                 NaN            NaN   1.42566       0.301453                 NaN   1.11475       0.187485        5.24631                 NaN
  1268.75        500.000        92.1172       0.261054                 NaN            NaN   1.25616       0.388898                 NaN   1.02688       0.168214        4.78163                 NaN
  1267.43        500.000        92.7537       0.235357                 NaN            NaN   1.16240       0.365866                 NaN  0.949047       0.153285        4.38033                 NaN
  1266.11        500.000        93.3000       0.215095                 NaN            NaN  0.340423        1.08420                 NaN  0.882014       0.140667        4.03765                 NaN
  1264.80        500.000        93.7704       0.197529                 NaN            NaN  0.317949        1.01741                 NaN  0.823997       0.129813        3.74287                 NaN
  1263.48        500.000        94.1769       0.179379                 NaN            NaN  0.952711       0.309512                 NaN  0.773452       0.120222        3.48786                 NaN
  1262.16        500.000        94.5512       0.173659                 NaN            NaN  0.264276       0.913271                 NaN  0.727026       0.112219        3.25837                 NaN
  1260.84        500.000        94.8657       0.157645                 NaN            NaN  0.858872       0.263743                 NaN  0.687238       0.104813        3.06198                 NaN
  1259.53        500.000        95.1763       0.158245                 NaN            NaN  0.840023       0.205474                 NaN  0.648412       0.983891E-001   2.87311                 NaN
  1258.21        500.000        95.4285       0.145334                 NaN            NaN  0.204324       0.795946                 NaN  0.616171       0.924759E-001   2.71725                 NaN
  1256.89        500.000        95.6666       0.140232                 NaN            NaN  0.768917       0.178866                 NaN  0.585788       0.872685E-001   2.57230                 NaN
  1255.57        500.000        95.8806       0.133462                 NaN            NaN  0.740357       0.163089                 NaN  0.558208       0.824549E-001   2.44179                 NaN
  1254.26        500.000        96.0786       0.128669                 NaN            NaN  0.718920       0.141214                 NaN  0.532530       0.780957E-001   2.32193                 NaN
  1252.94        500.000        96.2599       0.123261                 NaN            NaN  0.694776       0.126908                 NaN  0.508890       0.740348E-001   2.21218                 NaN
  1251.62        500.000        96.4244       0.118742                 NaN            NaN  0.110587       0.675630                 NaN  0.487238       0.703392E-001   2.11307                 NaN
  1250.30        500.000        96.5768       0.121577                 NaN            NaN  0.681894       0.613325E-001            NaN  0.467113       0.674066E-001   2.02385                 NaN
  1248.99        500.000        96.7196       0.102214                 NaN            NaN  0.608443       0.125254                 NaN  0.447940       0.631525E-001   1.93335                 NaN
  1247.67        500.000        96.8528       0.105990                 NaN            NaN  0.728177E-001  0.621230                 NaN  0.430169       0.606702E-001   1.85636                 NaN
  1246.35        500.000        96.9766       0.102626                 NaN            NaN  0.592947E-001  0.607307                 NaN  0.413357       0.578774E-001   1.78293                 NaN
  1245.04        500.000        97.0916       0.987509E-001            NaN            NaN  0.518502E-001  0.590283                 NaN  0.397768       0.552156E-001   1.71451                 NaN
  1243.72        500.000        97.1989       0.940056E-001            NaN            NaN  0.493818E-001  0.571354                 NaN  0.382985       0.527091E-001   1.65067                 NaN
  1242.40        500.000        97.3014       0.904152E-001            NaN            NaN  0.442385E-001  0.554677                 NaN  0.368896       0.502915E-001   1.59009                 NaN
  1241.08        500.000        97.3949       0.863280E-001            NaN            NaN  0.536468       0.435779E-001            NaN  0.355909       0.480617E-001   1.53478                 NaN
  1239.77        500.000        97.4867       0.836229E-001            NaN            NaN  0.524375       0.351815E-001            NaN  0.343078       0.459612E-001   1.48110                 NaN
  1238.45        500.000        97.5679       0.753147E-001            NaN            NaN  0.665753E-001  0.483102                 NaN  0.331637       0.436920E-001   1.43178                 NaN
