|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/ALH/ALH_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1235.81        500.000        97.3999       0.114788                 NaN            NaN  0.962248E-001  0.638571                 NaN  0.333876       0.739245E-001   1.34275                 NaN
  1234.50        500.000        97.4458       0.284417E-001            NaN            NaN  0.601701       0.224467                 NaN  0.328494       0.659166E-001   1.30516                 NaN
  1233.18        500.000        97.5646       0.134828                 NaN            NaN  0.657058                 NaN            NaN  0.310899       0.697027E-001   1.26295                 NaN
  1231.86        500.000        97.6321       0.115294                 NaN            NaN  0.642657       0.157463E-001            NaN  0.302306       0.658961E-001   1.22604                 NaN
  1230.54        500.000        97.6983       0.103318                 NaN            NaN  0.640933E-001  0.586944                 NaN  0.293182       0.627677E-001   1.19142                 NaN
  1229.23        500.000        97.7519       0.745141E-001            NaN            NaN  0.224514       0.445085                 NaN  0.285947       0.586222E-001   1.15940                 NaN
  1227.91        500.000        97.8109       0.602285E-001            NaN            NaN  0.285350       0.382421                 NaN  0.277974       0.556968E-001   1.12739                 NaN
  1226.59        500.000        97.8750       0.660755E-001            NaN            NaN  0.207278       0.432015                 NaN  0.269042       0.538204E-001   1.09674                 NaN
  1225.27        500.000        96.3521                 NaN            NaN            NaN  0.715618                 NaN            NaN  0.480200       0.153766        2.29832                 NaN
  1223.96        500.000        97.8552       0.719949                 NaN            NaN  0.201003                 NaN            NaN  0.181579       0.429141E-001  0.999346                 NaN
  1222.64        500.000        98.7077                 NaN            NaN            NaN  0.563094                 NaN            NaN  0.239292       0.294001E-001  0.460488                 NaN
  1221.32        500.000        87.3595       0.387409                 NaN            NaN   3.76133                 NaN            NaN   1.65765       0.233868        6.60021                 NaN
  1220.00        500.000        99.5208                 NaN            NaN            NaN  0.403251                 NaN            NaN            NaN            NaN  0.759297E-001            NaN
  1218.69        500.000        99.6477                 NaN            NaN            NaN            NaN            NaN            NaN  0.352258                 NaN            NaN            NaN
  1217.37        500.000        99.6819       0.122365E-001            NaN            NaN  0.106260       0.247383E-005            NaN            NaN  0.228036E-001  0.176823                 NaN
  1216.05        500.000        97.2120                 NaN            NaN            NaN  0.206525       0.255123       0.325443                 NaN  0.107055        1.87328       0.205657E-001
  1214.74        500.000        96.1193       0.175929E-001            NaN            NaN  0.736925       0.541116E-005            NaN  0.354343       0.210247E-001   1.43826        1.31257     
  1213.42        500.000        99.9278                 NaN            NaN            NaN  0.345254E-001  0.241951E-001            NaN  0.285859E-003  0.236320E-002            NaN  0.108736E-001
  1212.10        500.000        99.9797       0.262821E-002            NaN            NaN  0.268033E-002            NaN            NaN  0.127616E-002  0.340561E-003  0.134241E-001            NaN
  1210.78        500.000        99.9216                 NaN            NaN            NaN            NaN            NaN            NaN  0.505624E-002  0.944479E-003  0.113974E-001  0.610087E-001
  1209.47        500.000        99.9438                 NaN            NaN            NaN  0.976675E-002            NaN            NaN  0.535903E-002  0.216377E-002  0.389062E-001            NaN
  1208.15        500.000        99.5469                 NaN            NaN            NaN  0.896698E-001            NaN            NaN  0.384374E-001  0.591849E-002  0.175946       0.143171     
  1206.83        500.000        99.2548       0.146397E-001            NaN            NaN  0.101706       0.226611E-001            NaN  0.612395E-001  0.351890E-002  0.276302       0.265100     
  1205.51        500.000       100.0000                 NaN            NaN            NaN  0.413814E-005            NaN            NaN  0.184899E-005            NaN  0.794615E-005  0.702293E-005
  1204.20        500.000        99.9990       0.120816E-005            NaN            NaN  0.146532E-003  0.547202E-004            NaN  0.911123E-004  0.102295E-004  0.396251E-003  0.259536E-003
  1202.88        500.000        74.1715                 NaN            NaN            NaN  0.304814        4.39391                 NaN   2.31002       0.203421        9.86793        8.74838     
  1201.56        500.000        99.9999       0.682231E-005            NaN            NaN  0.496013E-005            NaN            NaN  0.657373E-005            NaN  0.262313E-004  0.271128E-004
  1200.24        500.000        99.9992       0.389629E-004            NaN            NaN  0.143139E-004  0.643687E-004            NaN  0.699252E-004  0.779926E-005  0.305796E-003  0.313414E-003
  1198.93        500.000        79.7745                 NaN            NaN            NaN   3.23777       0.578334E-001            NaN   1.72978       0.137435        7.49135        7.57129     
  1197.61        500.000        90.4883                 NaN            NaN            NaN   1.56281                 NaN            NaN  0.813153       0.610570E-001   3.51812        3.55653     
  1196.29        500.000        93.3780                 NaN            NaN            NaN  0.676001       0.261854                 NaN  0.550840       0.523472E-001   2.52791        2.55300     
  1194.97        500.000        89.3989                 NaN            NaN            NaN   1.39652       0.365301                 NaN  0.904317       0.628570E-001   3.92877        3.94338     
  1193.66        500.000        89.8649                 NaN            NaN            NaN   1.32763       0.279597                 NaN  0.848690       0.645618E-001   3.78187        3.83274     
  1192.34        500.000        91.3417       0.283375                 NaN            NaN  0.204325       0.749662                 NaN  0.703926       0.733565E-001   3.33128        3.31242     
  1191.02        500.000        93.0259       0.372335                 NaN            NaN  0.184611       0.125248                 NaN  0.581698       0.641699E-001   2.80808        2.83799     
  1189.70        500.000        87.9299                 NaN            NaN            NaN  0.619464        1.46044                 NaN  0.978458       0.729000E-001   4.44535        4.49345     
  1188.39        500.000        76.9537                 NaN            NaN            NaN  0.367216        2.79029                 NaN   1.81420       0.136228        9.17760        8.76078     
  1187.07        500.000        14.1386                 NaN            NaN            NaN   8.52669        2.33730                 NaN   6.51573       0.500504        34.8143        33.1669     
  1185.75        500.000                 NaN            NaN            NaN            NaN   9.73100        2.49838                 NaN   7.49880       0.595717        40.7742        38.9019     
  1184.44        500.000                 NaN            NaN            NaN            NaN   9.79993        2.43176                 NaN   7.50047       0.594738        40.7709        38.9022     
  1183.12        500.000                 NaN            NaN            NaN            NaN   12.3155       0.699823E-004            NaN   7.54880       0.561407        40.6707        38.9035     
  1181.80        500.000                 NaN            NaN            NaN            NaN   9.95907        2.27700                 NaN   7.50469       0.592378        40.7640        38.9029     
  1180.48        500.000                 NaN            NaN            NaN            NaN   9.48489       0.799820        1.95259        7.50540       0.592026        40.7626        38.9027     
  1179.17        500.000                 NaN            NaN            NaN            NaN   12.2800       0.748807E-003            NaN   7.56255       0.574999        40.6795        38.9023     
  1177.85        500.000                 NaN            NaN            NaN            NaN   12.2676       0.608052E-004            NaN   7.56162       0.577826        40.6932        38.8997     
  1176.53        500.000                 NaN            NaN            NaN            NaN   10.1279        2.11818                 NaN   7.51397       0.588428        40.7478        38.9037     
  1175.21        500.000                 NaN            NaN            NaN            NaN   10.1974        2.05222                 NaN   7.51312       0.586780        40.7465        38.9040     
  1173.90        500.000                 NaN            NaN            NaN            NaN   10.1842        2.06508                 NaN   7.51370       0.586862        40.7462        38.9040     
  1172.58        500.000                 NaN            NaN            NaN            NaN   10.2892        1.96205                 NaN   7.51777       0.585819        40.7412        38.9039     
  1171.26        500.000                 NaN            NaN            NaN            NaN   1.79976        10.4567                 NaN   7.53346       0.582896        40.7225        38.9046     
  1169.94        500.000                 NaN            NaN            NaN            NaN   10.4655        1.79211                 NaN   7.52375       0.583073        40.7310        38.9046     
  1168.63        500.000                 NaN            NaN            NaN            NaN   10.5918        1.66975                 NaN   7.52778       0.581544        40.7242        38.9049     
  1167.31        500.000                 NaN            NaN            NaN            NaN   10.6795        1.58383                 NaN   7.53043       0.580473        40.7209        38.9048     
  1165.99        500.000                 NaN            NaN            NaN            NaN   10.7984        1.46806                 NaN   7.53413       0.579039        40.7154        38.9050     
  1164.67        500.000                 NaN            NaN            NaN            NaN   10.6133        1.66158                 NaN   7.54001       0.575738        40.7043        38.9051     
  1163.36        500.000                 NaN   2.54330                 NaN            NaN  0.216669E-002   8.48942                 NaN   7.33174       0.762015        41.2743        39.5971     
  1162.04        500.000                 NaN  0.318632E-005            NaN            NaN   10.2709        2.00006                 NaN   7.53978       0.576924        40.7064        38.9059     
  1160.72        500.000                 NaN   2.69767                 NaN            NaN  0.158638E-005   8.25729                 NaN   7.31811       0.774798        41.3124        39.6397     
  1159.40        500.000                 NaN   2.76145                 NaN            NaN   8.16173       0.568693E-004            NaN   7.31358       0.779602        41.3259        39.6576     
  1158.09        500.000                 NaN   2.81461                 NaN            NaN   8.08249                 NaN            NaN   7.30980       0.783679        41.3368        39.6727     
  1156.77        500.000                 NaN   2.85946                 NaN            NaN   8.01486                 NaN            NaN   7.30658       0.787257        41.3466        39.6853     
  1155.45        500.000                 NaN   3.15808                 NaN            NaN   7.50627                 NaN            NaN   7.25122       0.827888        41.4972        39.7593     
  1154.14        500.000                 NaN   2.95528                 NaN            NaN   7.87133                 NaN            NaN   7.30185       0.794182        41.3649        39.7125     
  1152.82        500.000                 NaN   2.98936                 NaN            NaN   7.82055                 NaN            NaN   7.29741       0.797219        41.3734        39.7221     
  1151.50        500.000                 NaN   3.45703                 NaN            NaN   7.06013                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1150.18        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1148.87        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1147.55        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1146.23        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1144.91        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1143.60        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1142.28        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1140.96        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1139.64        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1138.33        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1137.01        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1135.69        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1134.37        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1133.06        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1131.74        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1130.42        500.000                 NaN   3.45703                 NaN            NaN   7.06012                 NaN            NaN   7.23380       0.852195        41.5479        39.8489     
  1129.10        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1127.79        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1126.47        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1125.15        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1123.83        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1122.52        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1121.20        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1119.88        500.000                 NaN   3.49901                 NaN            NaN   7.06641                 NaN            NaN   7.27249       0.833580        41.4571        39.8714     
  1118.57        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1117.25        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1115.93        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1114.61        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1113.30        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1111.98        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1110.66        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1109.34        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1108.03        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1106.71        500.000                 NaN   3.54047                 NaN            NaN   6.94364                 NaN            NaN   7.23457       0.852206        41.5595        39.8696     
  1105.39        500.000                 NaN   3.75975                 NaN            NaN   6.64617                 NaN            NaN   7.24898       0.863244        41.5353        39.9466     
  1104.07        500.000                 NaN   3.84150                 NaN            NaN   6.55742                 NaN            NaN   7.26179       0.858661        41.5034        39.9772     
  1102.76        500.000                 NaN   3.66690                 NaN            NaN   6.82181                 NaN            NaN   7.26840       0.844750        41.4751        39.9231     
  1101.44        500.000                 NaN   3.65403                 NaN            NaN   6.83538                 NaN            NaN   7.26624       0.847261        41.4788        39.9183     
  1100.12        500.000                 NaN   3.68503                 NaN            NaN   6.79617                 NaN            NaN   7.26852       0.845748        41.4756        39.9289     
  1098.80        500.000                 NaN   3.67515                 NaN            NaN   6.80536                 NaN            NaN   7.26746       0.848802        41.4770        39.9262     
  1097.49        500.000                 NaN   3.69956                 NaN            NaN   6.77638                 NaN            NaN   7.26974       0.846034        41.4747        39.9336     
  1096.17        500.000                 NaN   3.69426                 NaN            NaN   6.77812                 NaN            NaN   7.26727       0.849909        41.4781        39.9324     
  1094.85        500.000                 NaN   3.72137                 NaN            NaN   6.74297                 NaN            NaN   7.26797       0.848078        41.4793        39.9403     
  1093.53        500.000                 NaN   3.71249                 NaN            NaN   6.75216                 NaN            NaN   7.26714       0.850940        41.4790        39.9383     
  1092.22        500.000                 NaN   3.73887                 NaN            NaN   6.71807                 NaN            NaN   7.26803       0.849069        41.4800        39.9459     
  1090.90        500.000                 NaN   3.73009                 NaN            NaN   6.72730                 NaN            NaN   7.26705       0.851918        41.4796        39.9440     
  1089.58        500.000                 NaN   3.75172                 NaN            NaN   6.70224                 NaN            NaN   7.26937       0.849308        41.4767        39.9506     
  1088.27        500.000                 NaN   3.74910                 NaN            NaN   6.69956                 NaN            NaN   7.26667       0.853323        41.4811        39.9502     
  1086.95        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1085.63        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1084.31        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1083.00        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1081.68        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1080.36        500.000                 NaN   3.95436                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1079.04        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1077.73        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1076.41        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1075.09        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1073.77        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1072.46        500.000                 NaN   3.95435                 NaN            NaN  0.540687E-004   6.41257                 NaN   7.27199       0.861080        41.4824        40.0175     
  1071.14        500.000                 NaN   3.94718                 NaN            NaN   6.42311                 NaN            NaN   7.27215       0.860729        41.4816        40.0152     
  1069.82        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1068.50        500.000                 NaN   3.95436                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1067.19        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1065.87        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1064.55        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1063.23        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1061.92        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1060.60        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1059.28        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1057.97        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1056.65        500.000                 NaN   3.95435                 NaN            NaN   6.41263                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1055.33        500.000                 NaN   3.95435                 NaN            NaN   6.41263                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1054.01        500.000                 NaN   3.97729                 NaN            NaN   6.38205                 NaN            NaN   7.27364       0.861960        41.4793        40.0258     
  1052.70        500.000                 NaN   3.97729                 NaN            NaN   6.38205                 NaN            NaN   7.27364       0.861960        41.4793        40.0258     
  1051.38        500.000                 NaN   3.95307                 NaN            NaN   6.42851                 NaN            NaN   7.27936       0.858352        41.4600        40.0207     
  1050.06        500.000                 NaN   3.95435                 NaN            NaN   6.41262                 NaN            NaN   7.27199       0.861080        41.4824        40.0175     
  1048.74        500.000                 NaN   3.96492                 NaN            NaN   6.41258                 NaN            NaN   7.28007       0.858857        41.4586        40.0250     
  1047.43        500.000                 NaN   3.97108                 NaN            NaN   6.40400                 NaN            NaN   7.28063       0.859180        41.4579        40.0272     
  1046.11        500.000                 NaN   3.97667                 NaN            NaN   6.39663                 NaN            NaN   7.28109       0.859350        41.4571        40.0292     
  1044.79        500.000                 NaN   3.98228                 NaN            NaN   6.38938                 NaN            NaN   7.28126       0.859551        41.4562        40.0314     
  1043.47        500.000                 NaN   3.98806                 NaN            NaN   6.38146                 NaN            NaN   7.28154       0.859854        41.4556        40.0334     
  1042.16        500.000                 NaN   3.99388                 NaN            NaN   6.37307                 NaN            NaN   7.28203       0.860185        41.4554        40.0354     
  1040.84        500.000                 NaN   3.99926                 NaN            NaN   6.36659                 NaN            NaN   7.28238       0.860322        41.4538        40.0376     
  1039.52        500.000                 NaN   4.00851                 NaN            NaN   6.35192                 NaN            NaN   7.28204       0.861392        41.4554        40.0408     
  1038.20        500.000                 NaN   4.02964                 NaN            NaN   6.28914                 NaN            NaN   7.26848       0.872394        41.4971        40.0432     
  1036.89        500.000                 NaN   4.01999                 NaN            NaN   6.33627                 NaN            NaN   7.28285       0.861973        41.4539        40.0450     
  1035.57        500.000                 NaN   4.03811                 NaN            NaN   6.27761                 NaN            NaN   7.26922       0.872829        41.4958        40.0465     
  1034.25        500.000                 NaN   4.02607                 NaN            NaN   6.33104                 NaN            NaN   7.28464       0.861261        41.4494        40.0476     
  1032.93        500.000                 NaN   4.03471                 NaN            NaN   6.31841                 NaN            NaN   7.28453       0.862305        41.4491        40.0510     
  1031.62        500.000                 NaN   4.04012                 NaN            NaN   6.29221                 NaN            NaN   7.27312       0.867191        41.4807        40.0466     
  1030.30        500.000                 NaN   4.04251                 NaN            NaN   6.30897                 NaN            NaN   7.28646       0.861988        41.4462        40.0538     
  1028.98        500.000                 NaN   4.04642                 NaN            NaN   6.30393                 NaN            NaN   7.28539       0.862730        41.4462        40.0553     
  1027.67        500.000                 NaN   4.05875                 NaN            NaN   6.26147                 NaN            NaN   7.27155       0.869200        41.4867        40.0523     
  1026.35        500.000                 NaN   4.05803                 NaN            NaN   6.28735                 NaN            NaN   7.28693       0.863174        41.4449        40.0596     
  1025.03        500.000                 NaN   4.06941                 NaN            NaN   6.26530                 NaN            NaN   7.28221       0.866543        41.4538        40.0628     
  1023.71        500.000                 NaN   4.07319                 NaN            NaN   6.23321                 NaN            NaN   7.27391       0.873897        41.4851        40.0607     
  1022.40        500.000                 NaN   4.07432                 NaN            NaN   6.26628                 NaN            NaN   7.28856       0.863516        41.4414        40.0659     
  1021.08        500.000                 NaN   4.07950                 NaN            NaN   6.25951                 NaN            NaN   7.28911       0.863787        41.4400        40.0681     
  1019.76        500.000                 NaN   4.09437                 NaN            NaN   6.20801                 NaN            NaN   7.27896       0.873547        41.4751        40.0700     
  1018.44        500.000                 NaN   4.08738                 NaN            NaN   6.24829                 NaN            NaN   7.29099       0.864050        41.4383        40.0710     
  1017.13        500.000                 NaN   4.09506                 NaN            NaN   6.23936                 NaN            NaN   7.28945       0.864430        41.4381        40.0736     
  1015.81        500.000                 NaN   4.10783                 NaN            NaN   6.19089                 NaN            NaN   7.28089       0.873995        41.4708        40.0756     
  1014.49        500.000                 NaN   4.10029                 NaN            NaN   6.23206                 NaN            NaN   7.29278       0.864408        41.4343        40.0762     
  1013.17        500.000                 NaN   4.11070                 NaN            NaN   6.21684                 NaN            NaN   7.29108       0.865112        41.4370        40.0792     
  1011.86        500.000                 NaN   4.11205                 NaN            NaN   6.19140                 NaN            NaN   7.27792       0.872866        41.4702        40.0756     
  1010.54        500.000                 NaN   4.11271                 NaN            NaN   6.21661                 NaN            NaN   7.29449       0.864808        41.4301        40.0813     
  1009.22        500.000                 NaN   4.12462                 NaN            NaN   6.19905                 NaN            NaN   7.29269       0.865569        41.4333        40.0848     
  1007.90        500.000                 NaN   4.12844                 NaN            NaN   6.16830                 NaN            NaN   7.28246       0.873484        41.4644        40.0829     
  1006.59        500.000                 NaN   4.13379                 NaN            NaN   6.18733                 NaN            NaN   7.29377       0.865874        41.4308        40.0885     
  1005.27        500.000                 NaN   4.13821                 NaN            NaN   6.18177                 NaN            NaN   7.29434       0.866002        41.4294        40.0902     
  1003.95        500.000                 NaN   4.13983                 NaN            NaN   6.15452                 NaN            NaN   7.28421       0.873606        41.4602        40.0876     
  1002.63        500.000                 NaN   4.14372                 NaN            NaN   6.17662                 NaN            NaN   7.29894       0.864945        41.4228        40.0930     
  1001.32        500.000                 NaN   4.14805                 NaN            NaN   6.17054                 NaN            NaN   7.29925       0.865601        41.4216        40.0949     
  1000.00        500.000                 NaN   4.15336                 NaN            NaN   6.16379                 NaN            NaN   7.29990       0.865702        41.4202        40.0971     
