|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1302.13        2500.00                 NaN   92.8857                 NaN  0.516588       0.279266E-001  0.861043                 NaN  0.866864        4.84187                 NaN            NaN            NaN
  1300.61        2500.00                 NaN   93.3979                 NaN  0.480336       0.260712E-001  0.800051                 NaN  0.804744        4.49092                 NaN            NaN            NaN
  1299.09        2500.00                 NaN   93.8457                 NaN  0.448909       0.244913E-001  0.746636                 NaN  0.750337        4.18395                 NaN            NaN            NaN
  1297.57        2500.00                 NaN   94.2525                 NaN  0.420310       0.229951E-001  0.698457                 NaN  0.700913        3.90485                 NaN            NaN            NaN
  1296.05        2500.00                 NaN   94.6119                 NaN  0.394702       0.216640E-001  0.656652                 NaN  0.657230        3.65781                 NaN            NaN            NaN
  1294.53        2500.00                 NaN   94.9354                 NaN  0.372346       0.204229E-001  0.618349                 NaN  0.617868        3.43559                 NaN            NaN            NaN
  1293.02        2500.00                 NaN   95.1327                 NaN  0.359747       0.198955E-001  0.589403                 NaN  0.594139        3.30410                 NaN            NaN            NaN
  1291.50        2500.00                 NaN   94.7281                 NaN  0.404564       0.219008E-001  0.607031                 NaN  0.637176        3.60123                 NaN            NaN            NaN
  1289.98        2500.00                 NaN   95.9668                 NaN  0.153207E-001  0.230877E-001  0.224221       0.750287       0.521736        2.49853                 NaN            NaN            NaN
  1288.46        2500.00                 NaN   94.3295                 NaN  0.361957       0.208047E-001  0.867078                 NaN  0.680528        3.74011                 NaN            NaN            NaN
  1286.94        2500.00                 NaN   97.7938                 NaN  0.189287       0.122080E-001  0.186020                 NaN  0.278096        1.54059                 NaN            NaN            NaN
  1285.43        2500.00                 NaN   96.8980                 NaN  0.240655       0.140415E-001  0.348450                 NaN  0.381368        2.11747                 NaN            NaN            NaN
  1283.91        2500.00                 NaN   94.3664                 NaN  0.469782       0.257829E-001  0.694514                 NaN  0.755414        3.68810                 NaN            NaN            NaN
  1282.39        2500.00                 NaN   96.7601                 NaN  0.222512       0.118863E-001  0.379555                 NaN  0.362974        2.26302                 NaN            NaN            NaN
  1280.87        2500.00                 NaN   98.4833                 NaN  0.880043E-001  0.272230E-002  0.224277                 NaN  0.150637        1.05106                 NaN            NaN            NaN
  1279.35        2500.00                 NaN   97.2603                 NaN  0.187878       0.105015E-001  0.398011                 NaN  0.322538        1.82073                 NaN            NaN            NaN
  1277.83        2500.00                 NaN   97.1496                 NaN  0.213290       0.116354E-001  0.369141                 NaN  0.349512        1.90681                 NaN            NaN            NaN
  1276.32        2500.00                 NaN   96.0360                 NaN  0.276497       0.138621E-001  0.575482                 NaN  0.477204        2.62097                 NaN            NaN            NaN
  1274.80        2500.00                 NaN   98.4241                 NaN  0.125288       0.866988E-002  0.175211                 NaN  0.196276        1.07048                 NaN            NaN            NaN
  1273.28        2500.00                 NaN   96.5913                 NaN  0.131318       0.272135E-001  0.495463                 NaN  0.408337        2.34641                 NaN            NaN            NaN
  1271.76        2500.00                 NaN   96.7720                 NaN  0.392496       0.393493E-002  0.365476                 NaN  0.458449        2.00764                 NaN            NaN            NaN
  1270.24        2500.00                 NaN   98.7703                 NaN            NaN            NaN  0.137151       0.173805       0.971964E-001  0.821551                 NaN            NaN            NaN
  1268.73        2500.00                 NaN   96.7426                 NaN  0.246320       0.157276E-001  0.564954                 NaN  0.451450        1.97890                 NaN            NaN            NaN
  1267.21        2500.00                 NaN   99.5235                 NaN  0.556807E-001            NaN  0.477866E-002            NaN  0.596074E-001  0.356467                 NaN            NaN            NaN
  1265.69        2500.00                 NaN   97.1350                 NaN  0.142866       0.121220E-001  0.416497                 NaN  0.283690        2.00986                 NaN            NaN            NaN
  1264.17        2500.00                 NaN   96.8611                 NaN  0.178602       0.118269E-001  0.547867                 NaN  0.368470        2.03218                 NaN            NaN            NaN
  1262.65        2500.00                 NaN   98.6252                 NaN  0.127021       0.598665E-002  0.130723                 NaN  0.177651       0.933423                 NaN            NaN            NaN
  1261.13        2500.00                 NaN   97.7799                 NaN  0.184899                 NaN  0.111932       0.270144       0.288327        1.36326       0.156252E-002            NaN            NaN
  1259.62        2500.00                 NaN   97.7321                 NaN  0.205201E-001  0.201154E-002  0.425370                 NaN  0.254286        1.47903       0.867263E-001            NaN            NaN
  1258.10        2500.00                 NaN   94.1070                 NaN  0.197442                 NaN  0.913165                 NaN  0.570762        3.27620       0.143995       0.791469                 NaN
  1256.58        2500.00                 NaN   88.4620                 NaN  0.315593                 NaN   1.78051                 NaN   1.01909        6.14566       0.248317        2.02886                 NaN
  1255.06        2500.00                 NaN   82.4566                 NaN  0.453676                 NaN   2.64163                 NaN   1.50166        9.48801       0.362382        3.09600                 NaN
  1253.54        2500.00                 NaN            NaN   4.17323                 NaN            NaN   12.4884        3.74161        6.46102        48.6044        1.22792        16.4841        6.81928     
  1252.02        2500.00                 NaN            NaN   4.17329                 NaN            NaN   12.4888        3.74169        6.46130        48.6397        1.22795        16.4998        6.76748     
  1250.51        2500.00                 NaN            NaN   4.17335                 NaN            NaN   12.4891        3.74177        6.46159        48.6752        1.22798        16.5157        6.71535     
  1248.99        2500.00                 NaN            NaN   4.17341                 NaN            NaN   12.4894        3.74186        6.46187        48.7110        1.22801        16.5316        6.66291     
  1247.47        2500.00                 NaN            NaN   4.17347                 NaN            NaN   12.4897        3.74194        6.46216        48.7469        1.22804        16.5476        6.61012     
  1245.95        2500.00                 NaN            NaN   4.17353                 NaN            NaN   12.4900        3.74202        6.46244        48.7831        1.22807        16.5637        6.55701     
  1244.43        2500.00                 NaN            NaN   4.17360                 NaN            NaN   12.4903        3.74210        6.46273        48.8196        1.22810        16.5800        6.50352     
  1242.92        2500.00                 NaN            NaN   4.17366                 NaN            NaN   12.4907        3.74219        6.46302        48.8564        1.22813        16.5964        6.44946     
  1241.40        2500.00                 NaN            NaN   4.17372                 NaN            NaN   12.4910        3.74227        6.46331        48.8935        1.22816        16.6130        6.39506     
  1239.88        2500.00                 NaN            NaN   4.17378                 NaN            NaN   12.4913        3.74236        6.46359        48.9308        1.22819        16.6297        6.34030     
  1238.36        2500.00                 NaN            NaN   4.17384                 NaN            NaN   12.4916        3.74244        6.46388        48.9683        1.22822        16.6464        6.28520     
  1236.84        2500.00                 NaN            NaN   4.17391                 NaN            NaN   12.4920        3.74252        6.46417        49.0061        1.22825        16.6633        6.22974     
  1235.32        2500.00                 NaN            NaN   3.63016                 NaN            NaN   12.7021        3.94248        6.82900        48.7814        1.29471        16.7518        6.06829     
  1233.81        2500.00                 NaN            NaN   3.63021                 NaN            NaN   12.7024        3.94257        6.82931        48.8195        1.29475        16.7688        6.01242     
  1232.29        2500.00                 NaN            NaN   3.63027                 NaN            NaN   12.7028        3.94266        6.82961        48.8578        1.29478        16.7860        5.95616     
  1230.77        2500.00                 NaN            NaN   3.63032                 NaN            NaN   12.7031        3.94276        6.82992        48.8965        1.29481        16.8033        5.89928     
  1229.25        2500.00                 NaN            NaN   1.01566                 NaN            NaN   7.74912        10.8956        8.67783        47.5220        1.59309        17.1338        5.41292     
  1227.73        2500.00                 NaN            NaN   1.01567                 NaN            NaN   7.74929        10.8959        8.67820        47.5600        1.59313        17.1508        5.35695     
  1226.21        2500.00                 NaN            NaN   1.01568                 NaN            NaN   7.74946        10.8962        8.67858        47.5983        1.59317        17.1680        5.30061     
  1224.70        2500.00                 NaN            NaN   1.01570                 NaN            NaN   7.74964        10.8965        8.67896        47.6368        1.59320        17.1853        5.24391     
  1223.18        2500.00                 NaN            NaN   1.01571                 NaN            NaN   7.74981        10.8968        8.67933        47.6756        1.59324        17.2026        5.18684     
  1221.66        2500.00                 NaN            NaN   1.01573                 NaN            NaN   7.74999        10.8971        8.67971        47.7146        1.59328        17.2201        5.12941     
  1220.14        2500.00                 NaN            NaN   1.01574                 NaN            NaN   7.75016        10.8974        8.68009        47.7539        1.59332        17.2378        5.07157     
  1218.62        2500.00                 NaN            NaN   1.01576                 NaN            NaN   7.75034        10.8977        8.68047        47.7937        1.59336        17.2556        5.01303     
  1217.11        2500.00                 NaN            NaN   1.01577                 NaN            NaN   7.75051        10.8980        8.68085        47.8337        1.59340        17.2736        4.95411     
  1215.59        2500.00                 NaN            NaN   1.01578                 NaN            NaN   7.75069        10.8983        8.68123        47.8740        1.59343        17.2917        4.89481     
  1214.07        2500.00                 NaN            NaN   1.01580                 NaN            NaN   7.75087        10.8986        8.68161        47.9145        1.59347        17.3100        4.83511     
  1212.55        2500.00                 NaN            NaN   1.01581                 NaN            NaN   7.75105        10.8989        8.68200        47.9554        1.59351        17.3283        4.77501     
  1211.03        2500.00                 NaN            NaN   1.01583                 NaN            NaN   7.75123        10.8992        8.68238        47.9964        1.59355        17.3468        4.71453     
  1209.51        2500.00                 NaN            NaN   1.01584                 NaN            NaN   7.75141        10.8995        8.68276        48.0378        1.59359        17.3654        4.65363     
  1208.00        2500.00                 NaN            NaN   1.01586                 NaN            NaN   7.75158        10.8998        8.68315        48.0794        1.59363        17.3842        4.59233     
  1206.48        2500.00                 NaN            NaN   1.01587                 NaN            NaN   7.75176        10.9002        8.68353        48.1216        1.59367        17.4032        4.53026     
  1204.96        2500.00                 NaN            NaN   1.64286                 NaN            NaN   6.30683        12.0005        8.21142        48.4965        1.49027        17.3244        4.52728     
  1203.44        2500.00                 NaN            NaN   1.56416                 NaN            NaN   6.47120        11.8813        8.25498        48.5093        1.50276        17.3530        4.46319     
  1201.92        2500.00                 NaN            NaN   1.50657                 NaN            NaN   6.51785        11.8777        8.30055        48.5132        1.50924        17.3777        4.39723     
  1200.41        2500.00                 NaN            NaN   1.44902                 NaN            NaN   6.56433        11.8743        8.34615        48.5182        1.51571        17.4030        4.32933     
  1198.89        2500.00                 NaN            NaN   1.39145                 NaN            NaN   6.61068        11.8710        8.39183        48.5229        1.52217        17.4282        4.26179     
  1197.37        2500.00                 NaN            NaN   1.33416                 NaN            NaN   6.65681        11.8678        8.43741        48.5279        1.52860        17.4534        4.19382     
  1195.85        2500.00                 NaN            NaN   1.27637                 NaN            NaN   6.70293        11.8651        8.48334        48.5329        1.53506        17.4788        4.12553     
  1194.33        2500.00                 NaN            NaN   1.21886                 NaN            NaN   6.74906        11.8622        8.52916        48.5384        1.54149        17.5044        4.05639     
  1192.81        2500.00                 NaN            NaN   1.16140                 NaN            NaN   6.79472        11.8598        8.57505        48.5442        1.54790        17.5302        3.98677     
  1191.30        2500.00                 NaN            NaN   1.10396                 NaN            NaN   6.84060        11.8572        8.62098        48.5501        1.55429        17.5560        3.91682     
  1189.78        2500.00                 NaN            NaN   1.04708                 NaN            NaN   6.88515        11.8553        8.66726        48.5562        1.56062        17.5821        3.84632     
  1188.26        2500.00                 NaN            NaN  0.989049                 NaN            NaN   6.93161        11.8530        8.71294        48.5627        1.56707        17.6081        3.77552     
  1186.74        2500.00                 NaN            NaN  0.938264                 NaN            NaN   6.93866        11.8894        8.76052        48.5653        1.57135        17.6330        3.70348     
  1185.22        2500.00                 NaN            NaN  0.873040                 NaN            NaN   11.8473        7.02499        8.80547        48.5758        1.57999        17.6608        3.63261     
  1183.70        2500.00                 NaN            NaN  0.814611                 NaN            NaN   7.07254        11.8440        8.85191        48.5827        1.58648        17.6873        3.56044     
  1182.19        2500.00                 NaN            NaN  0.756105                 NaN            NaN   7.12015        11.8408        8.89848        48.5899        1.59296        17.7141        3.48749     
  1180.67        2500.00                 NaN            NaN  0.814326                 NaN            NaN   11.6876        7.25167        8.92474        48.6087        1.58435        17.7340        3.39459     
  1179.15        2500.00                 NaN            NaN  0.651363                 NaN            NaN   7.19833        11.8371        8.99008        48.6076        1.60599        17.7684        3.34114     
  1177.63        2500.00                 NaN            NaN  0.592838                 NaN            NaN   11.8345        7.24603        9.03641        48.6158        1.61232        17.7955        3.26665     
  1176.11        2500.00                 NaN            NaN  0.522219                 NaN            NaN   7.30939        11.8294        9.08512        48.6212        1.61887        17.8227        3.19107     
  1174.60        2500.00                 NaN            NaN  0.463794                 NaN            NaN   7.35628        11.8272        9.13192        48.6296        1.62531        17.8501        3.11584     
  1173.08        2500.00                 NaN            NaN  0.404516                 NaN            NaN   11.8235        7.40521        9.17896        48.6382        1.63187        17.8778        3.03994     
  1171.56        2500.00                 NaN            NaN  0.342841                 NaN            NaN   11.8165        7.45918        9.22682        48.6465        1.63876        17.9058        2.96361     
  1170.04        2500.00                 NaN            NaN  0.282753                 NaN            NaN   11.8166        7.50565        9.27493        48.6544        1.64522        17.9337        2.88671     
  1168.52        2500.00                 NaN            NaN  0.254996                 NaN            NaN   11.8352        7.51188        9.30854        48.6744        1.64740        17.9595        2.80802     
  1167.00        2500.00                 NaN            NaN  0.232718                 NaN            NaN   7.51159        11.8567        9.33968        48.6969        1.64885        17.9852        2.72839     
  1165.49        2500.00                 NaN            NaN  0.210925                 NaN            NaN   7.51342        11.8757        9.37024        48.7203        1.65027        18.0110        2.64815     
  1163.97        2500.00                 NaN            NaN  0.189085                 NaN            NaN   7.51534        11.8948        9.40088        48.7438        1.65167        18.0369        2.56742     
  1162.45        2500.00                 NaN            NaN  0.167198                 NaN            NaN   7.51733        11.9140        9.43162        48.7676        1.65304        18.0630        2.48619     
  1160.93        2500.00                 NaN            NaN  0.145306                 NaN            NaN   11.9332        7.51943        9.46237        48.7918        1.65440        18.0893        2.40421     
  1159.41        2500.00                 NaN            NaN  0.751181E-001            NaN            NaN   7.52876        11.9498        9.50776        48.8162        1.66625        18.1254        2.33070     
  1157.89        2500.00                 NaN            NaN  0.532186E-001            NaN            NaN   7.53106        11.9690        9.53858        48.8409        1.66756        18.1520        2.24765     
  1156.38        2500.00                 NaN            NaN  0.312655E-001            NaN            NaN   7.53344        11.9884        9.56950        48.8658        1.66885        18.1787        2.16407     
  1154.86        2500.00                 NaN            NaN  0.926497E-002            NaN            NaN   7.53589        12.0078        9.60050        48.8909        1.67012        18.2055        2.07998     
  1153.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.53642        12.0281        9.62782        48.9162        1.66858        18.2300        1.99294     
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   7.53554        12.0492        9.65252        48.9415        1.66499        18.2527        1.90360     
  1150.30        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0733        7.52674        9.67573        48.9714        1.66215        18.2770        1.81367     
  1148.79        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1045        7.50241        9.69772        49.0044        1.66048        18.3026        1.72794     
  1147.27        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1310        7.48292        9.71837        49.0391        1.65881        18.3283        1.64142     
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1548        7.46604        9.73829        49.0749        1.65714        18.3542        1.55466     
  1144.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.45145        12.1762        9.75753        49.1116        1.65549        18.3801        1.46759     
  1142.71        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1956        7.43889        9.77619        49.1491        1.65384        18.4062        1.38019     
  1141.19        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0638        7.51588        9.69334        49.2933        1.66736        18.4319        1.33439     
  1139.68        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2517        7.38352        9.80009        49.2441        1.65361        18.4621        1.20486     
  1138.16        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0396        7.52048        9.86474        49.2344        1.66153        18.4923        1.18697     
  1136.64        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3051        7.30546        10.0179        49.1195        1.64803        18.5117        1.09233     
  1135.12        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3056        7.30559        10.0184        49.1776        1.64808        18.5384        1.00639     
  1133.60        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3060        7.30579        10.0189        49.2361        1.64813        18.5652       0.919807     
  1132.09        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3064        7.30600        10.0194        49.2951        1.64818        18.5923       0.832564     
  1130.57        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30311        12.3112        10.0199        49.3541        1.64811        18.6192       0.744312     
  1129.05        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30332        12.3117        10.0204        49.4140        1.64816        18.6467       0.655746     
  1127.53        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30353        12.3121        10.0209        49.4743        1.64821        18.6744       0.566513     
  1126.01        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30374        12.3125        10.0214        49.5351        1.64826        18.7023       0.476607     
  1124.49        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30396        12.3130        10.0220        49.5963        1.64831        18.7305       0.386024     
  1122.98        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30417        12.3134        10.0225        49.6580        1.64836        18.7588       0.294760     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30439        12.3139        10.0230        49.7201        1.64842        18.7874       0.202811     
  1119.94        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3327        7.29023        10.0279        49.7789        1.64766        18.8167       0.105739     
  1118.42        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3226        7.29766        10.0267        49.8427        1.64824        18.8451       0.169723E-001
  1116.90        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3227        7.29772        10.0270        49.8546        1.64826        18.8497                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3355        7.28807        10.0391        49.8417        1.64716        18.8484                 NaN
  1113.87        2500.00                 NaN            NaN            NaN            NaN            NaN   6.95756        12.8278        10.1977        49.5914        1.61684        18.8087                 NaN
  1112.35        2500.00                 NaN            NaN            NaN            NaN            NaN   7.04130        12.6672        10.2658        49.5719        1.62184        18.8320                 NaN
  1110.83        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03802        12.6706        10.2705        49.5681        1.62153        18.8312                 NaN
  1109.31        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9365        6.88803        10.2835        49.4873        1.60659        18.7981                 NaN
  1107.79        2500.00                 NaN            NaN            NaN            NaN            NaN   6.84784        12.9848        10.3095        49.4576        1.60394        18.7963                 NaN
  1106.28        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0141        6.82390        10.3339        49.4316        1.60179        18.7947                 NaN
  1104.76        2500.00                 NaN            NaN            NaN            NaN            NaN   6.83928        12.9596        10.3444        49.4464        1.60311        18.8073                 NaN
  1103.24        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0859        6.76705        10.3831        49.3761        1.59693        18.7908                 NaN
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN   6.73858        13.1319        10.4109        49.3403        1.59295        18.7854                 NaN
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7801        6.95966        10.3250        49.5002        1.61687        18.8182                 NaN
  1098.68        2500.00                 NaN            NaN            NaN            NaN            NaN   6.67887        13.2101        10.4618        49.2802        1.58758        18.7815                 NaN
  1097.17        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2360        6.65772        10.4858        49.2557        1.58534        18.7794                 NaN
  1095.65        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4935        6.43801        10.7518        48.9781        1.56015        18.7784                 NaN
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3094        6.60139        10.5269        49.2079        1.58086        18.7736                 NaN
  1092.61        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4942        6.43242        10.7569        48.9772        1.56034        18.7789                 NaN
  1091.09        2500.00                 NaN            NaN            NaN            NaN            NaN   6.52431        13.3865        10.7118        49.0335        1.56383        18.7802                 NaN
  1089.58        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4070        6.53231        10.6090        49.1131        1.57099        18.7675                 NaN
  1088.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.53808        13.3799        10.7133        49.0292        1.56413        18.7753                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4841        6.47534        10.6597        49.0544        1.56375        18.7627                 NaN
  1085.02        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6027        6.35621        10.7798        48.9403        1.55670        18.7643                 NaN
  1083.50        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5334        6.39650        10.7771        48.9601        1.55894        18.7740                 NaN
  1081.98        2500.00                 NaN            NaN            NaN            NaN            NaN   6.37221        13.6314        10.7502        48.9429        1.55385        18.7495                 NaN
  1080.47        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5727        6.36792        10.7859        48.9471        1.55763        18.7688                 NaN
  1078.95        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6475        6.31891        10.7940        48.9255        1.55538        18.7587                 NaN
  1077.43        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4243        6.50873        10.7671        48.9672        1.56603        18.7665                 NaN
  1075.91        2500.00                 NaN            NaN            NaN            NaN            NaN   6.20722        13.8541        10.8694        48.7968        1.53766        18.7348                 NaN
  1074.39        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22264        13.8272        10.8803        48.7924        1.53561        18.7418                 NaN
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18536        13.8930        10.9162        48.7430        1.53243        18.7300                 NaN
  1071.36        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9174        6.17079        10.9386        48.7159        1.52995        18.7273                 NaN
  1069.84        2500.00                 NaN            NaN            NaN            NaN            NaN   6.01994        14.0891        10.9992        48.6470        1.52336        18.7214                 NaN
  1068.32        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0261        6.07539        10.9907        48.6596        1.52404        18.7241                 NaN
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0720        6.06698        11.0301        48.6012        1.51627        18.7135                 NaN
  1065.28        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0970        6.04269        11.0511        48.5813        1.51356        18.7144                 NaN
  1063.77        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2427        5.90807        11.2695        48.3648        1.49954        18.7154                 NaN
  1062.25        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2540        5.89945        11.2674        48.3663        1.49932        18.7136                 NaN
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2550        5.89872        11.2693        48.3650        1.49921        18.7127                 NaN
  1059.21        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2565        5.89789        11.2695        48.3653        1.49909        18.7117                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2594        5.89629        11.2695        48.3654        1.49887        18.7105                 NaN
  1056.17        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2660        5.89276        11.2776        48.3565        1.49833        18.7088                 NaN
  1054.66        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4678        5.78808        11.2675        48.3098        1.48251        18.6843                 NaN
  1053.14        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5033        5.76866        11.2951        48.2755        1.47790        18.6796                 NaN
  1051.62        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5355        5.74398        11.3155        48.2519        1.47389        18.6792                 NaN
  1050.10        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6244        5.69194        11.3604        48.1879        1.46731        18.6680                 NaN
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN   5.63986        14.6759        11.3864        48.1640        1.46477        18.6690                 NaN
  1047.06        2500.00                 NaN            NaN            NaN            NaN            NaN   5.59865        14.7281        11.4117        48.1358        1.46068        18.6651                 NaN
  1045.55        2500.00                 NaN            NaN            NaN            NaN            NaN   5.58710        14.7821        11.4535        48.0702        1.45270        18.6544                 NaN
  1044.03        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8136        5.56667        11.4774        48.0426        1.44776        18.6519                 NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8244        5.56535        11.4924        48.0239        1.44389        18.6502                 NaN
  1040.99        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9641        5.45153        11.5450        47.9582        1.43855        18.6426                 NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0207        5.43268        11.5870        47.8970        1.43022        18.6324                 NaN
  1037.96        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0551        5.41404        11.6151        47.8619        1.42578        18.6281                 NaN
  1036.44        2500.00                 NaN            NaN            NaN            NaN            NaN   5.36836        15.1114        11.6461        47.8263        1.42150        18.6264                 NaN
  1034.92        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1670        5.34548        11.6804        47.7761        1.41446        18.6166                 NaN
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2205        5.28451        11.7028        47.7591        1.41302        18.6200                 NaN
  1031.88        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2617        5.26120        11.7356        47.7177        1.40794        18.6159                 NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5649        5.73809        11.4882        48.0807        1.46039        18.6677                 NaN
  1028.85        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2006        5.33833        11.7573        47.6895        1.40076        18.6134                 NaN
  1027.33        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2427        5.31282        11.7869        47.6523        1.39590        18.6094                 NaN
  1025.81        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5336        5.11144        11.8842        47.5091        1.37850        18.5831                 NaN
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5862        5.06937        11.9082        47.4808        1.37501        18.5804                 NaN
  1022.77        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6398        5.02902        11.9370        47.4462        1.36976        18.5781                 NaN
  1021.26        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7287        4.99463        11.9908        47.3648        1.35840        18.5627                 NaN
  1019.74        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6979        5.04147        11.9843        47.3613        1.35548        18.5595                 NaN
  1018.22        2500.00                 NaN            NaN            NaN            NaN            NaN   5.06530        15.6313        11.9878        47.3786        1.35882        18.5783                 NaN
  1016.70        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9216        4.87498        12.0964        47.2244        1.33858        18.5441                 NaN
  1015.18        2500.00                 NaN            NaN            NaN            NaN            NaN   4.85151        15.9546        12.1189        47.1975        1.33519        18.5423                 NaN
  1013.66        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9684        4.86366        12.1279        47.1736        1.32919        18.5373                 NaN
  1012.15        2500.00                 NaN            NaN            NaN            NaN            NaN   4.82785        16.0005        12.1617        47.1456        1.32646        18.5379                 NaN
  1010.63        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1472        4.74644        12.2185        47.0547        1.31274        18.5204                 NaN
  1009.11        2500.00                 NaN            NaN            NaN            NaN            NaN   4.75449        16.1179        12.2258        47.0611        1.31342        18.5273                 NaN
  1007.59        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2838        4.65854        12.2936        46.9574        1.29879        18.5078                 NaN
  1006.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.66660        16.2646        12.3019        46.9565        1.29806        18.5124                 NaN
  1004.55        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4259        4.56865        12.3698        46.8571        1.28420        18.4945                 NaN
  1003.04        2500.00                 NaN            NaN            NaN            NaN            NaN   4.57485        16.4192        12.3809        46.8468        1.28194        18.4963                 NaN
  1001.52        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5874        4.47901        12.4550        46.7359        1.26665        18.4761                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5830        4.50282        12.4596        46.7180        1.26303        18.4735                 NaN
