|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1300.61        2500.00                 NaN   92.9831                 NaN  0.669352       0.765641E-001   1.01823                 NaN  0.849842        4.40295                 NaN            NaN            NaN
  1299.09        2500.00                 NaN   93.4552                 NaN  0.625696       0.719708E-001  0.950317                 NaN  0.792867        4.10392                 NaN            NaN            NaN
  1297.57        2500.00                 NaN   93.8844                 NaN  0.585962       0.676162E-001  0.889049                 NaN  0.741073        3.83189                 NaN            NaN            NaN
  1296.05        2500.00                 NaN   94.2637                 NaN  0.550368       0.637401E-001  0.835893                 NaN  0.695274        3.59098                 NaN            NaN            NaN
  1294.53        2500.00                 NaN   94.6053                 NaN  0.519320       0.601232E-001  0.787136                 NaN  0.653983        3.37418                 NaN            NaN            NaN
  1293.02        2500.00                 NaN   94.8144                 NaN  0.501613       0.586003E-001  0.750238                 NaN  0.629159        3.24596                 NaN            NaN            NaN
  1291.50        2500.00                 NaN   94.3879                 NaN  0.564092       0.645169E-001  0.771787                 NaN  0.674812        3.53688                 NaN            NaN            NaN
  1289.98        2500.00                 NaN   95.6516                 NaN  0.213762E-001  0.680722E-001  0.285585       0.963841       0.553011        2.45650                 NaN            NaN            NaN
  1288.46        2500.00                 NaN   93.9341                 NaN  0.504569       0.613228E-001   1.10286                 NaN  0.721076        3.67607                 NaN            NaN            NaN
  1286.94        2500.00                 NaN   97.6485                 NaN  0.264411       0.360889E-001  0.237098                 NaN  0.295516        1.51840                 NaN            NaN            NaN
  1285.43        2500.00                 NaN   96.6881                 NaN  0.336037       0.414934E-001  0.443959                 NaN  0.405089        2.08535                 NaN            NaN            NaN
  1283.91        2500.00                 NaN   93.9564                 NaN  0.655158       0.760960E-001  0.884583                 NaN  0.801376        3.62639                 NaN            NaN            NaN
  1282.39        2500.00                 NaN   96.5536                 NaN  0.311064       0.351665E-001  0.484315                 NaN  0.385975        2.22991                 NaN            NaN            NaN
  1280.87        2500.00                 NaN   98.3854                 NaN  0.123076       0.806372E-002  0.286114                 NaN  0.160368        1.03696                 NaN            NaN            NaN
  1279.35        2500.00                 NaN   97.0609                 NaN  0.262446       0.310839E-001  0.506995                 NaN  0.343111        1.79545                 NaN            NaN            NaN
  1277.83        2500.00                 NaN   96.9452                 NaN  0.297938       0.344514E-001  0.470138                 NaN  0.371911        1.88040                 NaN            NaN            NaN
  1276.32        2500.00                 NaN   95.7494                 NaN  0.386133       0.410301E-001  0.732285                 NaN  0.507590        2.58358                 NaN            NaN            NaN
  1274.80        2500.00                 NaN   98.3096                 NaN  0.175315       0.257148E-001  0.223304                 NaN  0.209196        1.05686                 NaN            NaN            NaN
  1273.28        2500.00                 NaN   96.3560                 NaN  0.183331       0.806386E-001  0.631060                 NaN  0.434786        2.31415                 NaN            NaN            NaN
  1271.76        2500.00                 NaN   96.5048                 NaN  0.548204       0.116665E-001  0.465672                 NaN  0.488400        1.98122                 NaN            NaN            NaN
  1270.24        2500.00                 NaN   98.6872                 NaN            NaN            NaN  0.175073       0.222030       0.103740       0.811971                 NaN            NaN            NaN
  1268.73        2500.00                 NaN   96.4557                 NaN  0.344255       0.466607E-001  0.718399                 NaN  0.481220        1.95379                 NaN            NaN            NaN
  1267.21        2500.00                 NaN   99.4993                 NaN  0.780320E-001            NaN  0.609622E-002            NaN  0.637103E-001  0.352857                 NaN            NaN            NaN
  1265.69        2500.00                 NaN   96.9446                 NaN  0.199821       0.360078E-001  0.530789                 NaN  0.302746        1.98608                 NaN            NaN            NaN
  1264.17        2500.00                 NaN   96.6186                 NaN  0.249138       0.351300E-001  0.697005                 NaN  0.393191        2.00695                 NaN            NaN            NaN
  1262.65        2500.00                 NaN   98.5239                 NaN  0.177822       0.178133E-001  0.166699                 NaN  0.189891       0.923878                 NaN            NaN            NaN
  1261.13        2500.00                 NaN   97.5934                 NaN  0.258632                 NaN  0.142722       0.345617       0.308082        1.34866       0.285919E-002            NaN            NaN
  1259.62        2500.00                 NaN   97.5291                 NaN  0.287261E-001  0.598605E-002  0.542290                 NaN  0.271815        1.46329       0.158762                 NaN            NaN
  1258.10        2500.00                 NaN   93.6898                 NaN  0.275589                 NaN   1.16085                 NaN  0.609178        3.23458       0.263202       0.766790                 NaN
  1256.58        2500.00                 NaN   87.7633                 NaN  0.438550                 NaN   2.25512                 NaN   1.08495        6.04456       0.452754        1.96080                 NaN
  1255.06        2500.00                 NaN   81.5130                 NaN  0.626619                 NaN   3.32852                 NaN   1.59472        9.29316       0.659095        2.98489                 NaN
  1253.54        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.3588        2.12989        15.1572        6.05046     
  1252.02        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.3896        2.12989        15.1721        6.00480     
  1250.51        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.4206        2.12989        15.1870        5.95885     
  1248.99        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.4518        2.12989        15.2021        5.91261     
  1247.47        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.4832        2.12989        15.2172        5.86606     
  1245.95        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.5148        2.12989        15.2325        5.81922     
  1244.43        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.5466        2.12989        15.2478        5.77203     
  1242.92        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.5788        2.12989        15.2634        5.72433     
  1241.40        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.6112        2.12989        15.2790        5.67632     
  1239.88        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.6438        2.12989        15.2947        5.62799     
  1238.36        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.6766        2.12989        15.3105        5.57935     
  1236.84        2500.00                 NaN            NaN   5.17414                 NaN            NaN   15.0789        4.50711        6.54348        45.7096        2.12989        15.3265        5.53038     
  1235.32        2500.00                 NaN            NaN   4.50119                 NaN            NaN   15.3362        4.69196        6.91428        45.5097        2.24567        15.4123        5.38871     
  1233.81        2500.00                 NaN            NaN   4.50119                 NaN            NaN   15.3362        4.69196        6.91428        45.5430        2.24567        15.4283        5.33936     
  1232.29        2500.00                 NaN            NaN   4.50119                 NaN            NaN   15.3362        4.69196        6.91428        45.5766        2.24567        15.4445        5.28965     
  1230.77        2500.00                 NaN            NaN   4.50119                 NaN            NaN   15.3362        4.69196        6.91428        45.6105        2.24567        15.4609        5.23937     
  1229.25        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.3838        2.76652        15.7859        4.81390     
  1227.73        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.4172        2.76652        15.8020        4.76434     
  1226.21        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.4509        2.76652        15.8183        4.71446     
  1224.70        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.4848        2.76652        15.8346        4.66425     
  1223.18        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.5188        2.76652        15.8510        4.61371     
  1221.66        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.5532        2.76652        15.8676        4.56283     
  1220.14        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.5877        2.76652        15.8843        4.51159     
  1218.62        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.6227        2.76652        15.9012        4.45972     
  1217.11        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.6579        2.76652        15.9182        4.40750     
  1215.59        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.6934        2.76652        15.9353        4.35494     
  1214.07        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.7291        2.76652        15.9525        4.30202     
  1212.55        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.7650        2.76652        15.9698        4.24874     
  1211.03        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.8012        2.76652        15.9873        4.19510     
  1209.51        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.8377        2.76652        16.0049        4.14110     
  1208.00        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.8743        2.76652        16.0225        4.08673     
  1206.48        2500.00                 NaN            NaN   1.26092                 NaN            NaN   9.23339        12.9595        8.79606        44.9115        2.76652        16.0405        4.03167     
  1204.96        2500.00                 NaN            NaN   2.04067                 NaN            NaN   7.52697        14.3066        8.31360        45.2382        2.58576        15.9609        4.02731     
  1203.44        2500.00                 NaN            NaN   1.94282                 NaN            NaN   7.72184        14.1613        8.35769        45.2499        2.60749        15.9883        3.97065     
  1201.92        2500.00                 NaN            NaN   1.87122                 NaN            NaN   7.77628        14.1534        8.40368        45.2525        2.61874        16.0119        3.91224     
  1200.41        2500.00                 NaN            NaN   1.79967                 NaN            NaN   7.83050        14.1458        8.44971        45.2562        2.62997        16.0361        3.85209     
  1198.89        2500.00                 NaN            NaN   1.72812                 NaN            NaN   7.88454        14.1383        8.49581        45.2596        2.64118        16.0601        3.79227     
  1197.37        2500.00                 NaN            NaN   1.65690                 NaN            NaN   7.93832        14.1310        8.54181        45.2634        2.65234        16.0843        3.73204     
  1195.85        2500.00                 NaN            NaN   1.58507                 NaN            NaN   7.99205        14.1241        8.58816        45.2670        2.66356        16.1085        3.67152     
  1194.33        2500.00                 NaN            NaN   1.51360                 NaN            NaN   8.04580        14.1170        8.63440        45.2712        2.67473        16.1330        3.61024     
  1192.81        2500.00                 NaN            NaN   1.44219                 NaN            NaN   8.09895        14.1106        8.68071        45.2756        2.68586        16.1576        3.54853     
  1191.30        2500.00                 NaN            NaN   1.37081                 NaN            NaN   8.15236        14.1040        8.72706        45.2801        2.69696        16.1822        3.48650     
  1189.78        2500.00                 NaN            NaN   1.30014                 NaN            NaN   8.20418        14.0979        8.77377        45.2848        2.70794        16.2072        3.42398     
  1188.26        2500.00                 NaN            NaN   1.22804                 NaN            NaN   8.25824        14.0916        8.81985        45.2899        2.71915        16.2320        3.36118     
  1186.74        2500.00                 NaN            NaN   1.16494                 NaN            NaN   8.26538        14.1311        8.86783        45.2912        2.72658        16.2557        3.29725     
  1185.22        2500.00                 NaN            NaN   1.08391                 NaN            NaN   14.0775        8.36687        8.91322        45.3002        2.74157        16.2823        3.23440     
  1183.70        2500.00                 NaN            NaN   1.01134                 NaN            NaN   8.42216        14.0700        8.96007        45.3056        2.75284        16.3076        3.17035     
  1182.19        2500.00                 NaN            NaN  0.938668                 NaN            NaN   8.47752        14.0625        9.00706        45.3114        2.76410        16.3332        3.10560     
  1180.67        2500.00                 NaN            NaN   1.01045                 NaN            NaN   13.8763        8.63055        9.03310        45.3259        2.74904        16.3517        3.02295     
  1179.15        2500.00                 NaN            NaN  0.808283                 NaN            NaN   8.56794        14.0508        9.09951        45.3261        2.78673        16.3850        2.97569     
  1177.63        2500.00                 NaN            NaN  0.735668                 NaN            NaN   14.0440        8.62336        9.14624        45.3327        2.79772        16.4108        2.90954     
  1176.11        2500.00                 NaN            NaN  0.648213                 NaN            NaN   8.69736        14.0342        9.19535        45.3367        2.80909        16.4367        2.84240     
  1174.60        2500.00                 NaN            NaN  0.575670                 NaN            NaN   8.75178        14.0278        9.24257        45.3435        2.82027        16.4629        2.77557     
  1173.08        2500.00                 NaN            NaN  0.502075                 NaN            NaN   14.0197        8.80860        9.29002        45.3506        2.83166        16.4893        2.70814     
  1171.56        2500.00                 NaN            NaN  0.425511                 NaN            NaN   14.0076        8.87136        9.33830        45.3573        2.84362        16.5160        2.64032     
  1170.04        2500.00                 NaN            NaN  0.350921                 NaN            NaN   14.0040        8.92520        9.38684        45.3637        2.85484        16.5426        2.57197     
  1168.52        2500.00                 NaN            NaN  0.316458                 NaN            NaN   14.0229        8.93146        9.42060        45.3809        2.85861        16.5671        2.50200     
  1167.00        2500.00                 NaN            NaN  0.288796                 NaN            NaN   8.93003        14.0453        9.45184        45.4003        2.86110        16.5915        2.43117     
  1165.49        2500.00                 NaN            NaN  0.261738                 NaN            NaN   8.93111        14.0649        9.48248        45.4205        2.86353        16.6159        2.35980     
  1163.97        2500.00                 NaN            NaN  0.234625                 NaN            NaN   8.93229        14.0845        9.51321        45.4410        2.86592        16.6405        2.28798     
  1162.45        2500.00                 NaN            NaN  0.207456                 NaN            NaN   8.93356        14.1042        9.54403        45.4615        2.86829        16.6652        2.21571     
  1160.93        2500.00                 NaN            NaN  0.180285                 NaN            NaN   14.1239        8.93495        9.57487        45.4825        2.87062        16.6901        2.14275     
  1159.41        2500.00                 NaN            NaN  0.932006E-001            NaN            NaN   8.94486        14.1412        9.62100        45.5060        2.89129        16.7250        2.07745     
  1157.89        2500.00                 NaN            NaN  0.660260E-001            NaN            NaN   8.94649        14.1608        9.65190        45.5275        2.89354        16.7502        2.00352     
  1156.38        2500.00                 NaN            NaN  0.387878E-001            NaN            NaN   8.94822        14.1806        9.68289        45.5491        2.89574        16.7755        1.92912     
  1154.86        2500.00                 NaN            NaN  0.114935E-001            NaN            NaN   8.95003        14.2005        9.71398        45.5710        2.89791        16.8009        1.85425     
  1153.34        2500.00                 NaN            NaN            NaN            NaN            NaN   8.94957        14.2212        9.74119        45.5923        2.89517        16.8239        1.77673     
  1151.82        2500.00                 NaN            NaN            NaN            NaN            NaN   8.94742        14.2427        9.76565        45.6132        2.88884        16.8451        1.69712     
  1150.30        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2677        8.93618        9.78867        45.6387        2.88383        16.8679        1.61699     
  1148.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3013        8.90716        9.81053        45.6675        2.88088        16.8920        1.54062     
  1147.27        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3293        8.88402        9.83105        45.6979        2.87792        16.9163        1.46355     
  1145.75        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3541        8.86412        9.85080        45.7291        2.87498        16.9406        1.38624     
  1144.23        2500.00                 NaN            NaN            NaN            NaN            NaN   8.84706        14.3760        9.86987        45.7613        2.87204        16.9651        1.30865     
  1142.71        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3955        8.83251        9.88833        45.7942        2.86912        16.9896        1.23076     
  1141.19        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2597        8.91550        9.80386        45.9251        2.89243        17.0134        1.18994     
  1139.68        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4665        8.75759        9.91176        45.8788        2.86861        17.0423        1.07450     
  1138.16        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2097        8.92755        9.97762        45.8718        2.88256        17.0721        1.05868     
  1136.64        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5163        8.66246        10.1325        45.7642        2.85916        17.0911       0.974334     
  1135.12        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5164        8.66237        10.1325        45.8158        2.85916        17.1160       0.897709     
  1133.60        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5164        8.66237        10.1325        45.8679        2.85916        17.1412       0.820497     
  1132.09        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5164        8.66237        10.1325        45.9204        2.85916        17.1665       0.742693     
  1130.57        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        45.9728        2.85895        17.1916       0.663985     
  1129.05        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        46.0261        2.85895        17.2173       0.584993     
  1127.53        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        46.0797        2.85895        17.2432       0.505400     
  1126.01        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        46.1338        2.85895        17.2693       0.425204     
  1124.49        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        46.1884        2.85895        17.2956       0.344400     
  1122.98        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        46.2433        2.85895        17.3221       0.262983     
  1121.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65863        14.5216        10.1325        46.2986        2.85895        17.3488       0.180951     
  1119.94        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5428        8.64122        10.1370        46.3509        2.85756        17.3762       0.943447E-001
  1118.42        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5310        8.64977        10.1352        46.4076        2.85847        17.4027       0.151437E-001
  1116.90        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5310        8.64979        10.1352        46.4179        2.85847        17.4077                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5449        8.63839        10.1473        46.4055        2.85658        17.4074                 NaN
  1113.87        2500.00                 NaN            NaN            NaN            NaN            NaN   8.24826        15.0870        10.3086        46.1783        2.80432        17.3735                 NaN
  1112.35        2500.00                 NaN            NaN            NaN            NaN            NaN   8.34648        14.9124        10.3767        46.1565        2.81285        17.3951                 NaN
  1110.83        2500.00                 NaN            NaN            NaN            NaN            NaN   8.34258        14.9164        10.3812        46.1523        2.81231        17.3951                 NaN
  1109.31        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2142        8.15918        10.3946        46.0794        2.78651        17.3660                 NaN
  1107.79        2500.00                 NaN            NaN            NaN            NaN            NaN   8.10902        15.2707        10.4208        46.0520        2.78194        17.3655                 NaN
  1106.28        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3034        8.08093        10.4453        46.0272        2.77821        17.3649                 NaN
  1104.76        2500.00                 NaN            NaN            NaN            NaN            NaN   8.09394        15.2527        10.4556        46.0400        2.78049        17.3773                 NaN
  1103.24        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3849        8.01198        10.4948        45.9753        2.76982        17.3632                 NaN
  1101.72        2500.00                 NaN            NaN            NaN            NaN            NaN   7.98105        15.4332        10.5226        45.9413        2.76290        17.3590                 NaN
  1100.20        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0485        8.23472        10.4353        46.0876        2.80432        17.3896                 NaN
  1098.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.90507        15.5241        10.5739        45.8857        2.75367        17.3575                 NaN
  1097.17        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5518        7.88244        10.5979        45.8619        2.74974        17.3562                 NaN
  1095.65        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8498        7.62119        10.8663        45.6010        2.70600        17.3558                 NaN
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6227        7.82539        10.6392        45.8176        2.74205        17.3530                 NaN
  1092.61        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8506        7.61436        10.8711        45.5996        2.70635        17.3580                 NaN
  1091.09        2500.00                 NaN            NaN            NaN            NaN            NaN   7.73081        15.7233        10.8248        45.6495        2.71228        17.3593                 NaN
  1089.58        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7439        7.73120        10.7217        45.7283        2.72495        17.3500                 NaN
  1088.06        2500.00                 NaN            NaN            NaN            NaN            NaN   7.74688        15.7151        10.8256        45.6435        2.71275        17.3561                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8302        7.66389        10.7726        45.6734        2.71242        17.3475                 NaN
  1085.02        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9780        7.51829        10.8929        45.5623        2.69999        17.3485                 NaN
  1083.50        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8962        7.56979        10.8902        45.5812        2.70392        17.3587                 NaN
  1081.98        2500.00                 NaN            NaN            NaN            NaN            NaN   7.54225        15.9941        10.8633        45.5675        2.69522        17.3375                 NaN
  1080.47        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9420        7.53443        10.8986        45.5679        2.70163        17.3554                 NaN
  1078.95        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0295        7.47342        10.9064        45.5465        2.69768        17.3466                 NaN
  1077.43        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7679        7.69430        10.8794        45.5868        2.71625        17.3553                 NaN
  1075.91        2500.00                 NaN            NaN            NaN            NaN            NaN   7.34567        16.2451        10.9832        45.4310        2.66720        17.3278                 NaN
  1074.39        2500.00                 NaN            NaN            NaN            NaN            NaN   7.35529        16.2206        10.9947        45.4294        2.66381        17.3362                 NaN
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.31786        16.2891        11.0300        45.3799        2.65812        17.3250                 NaN
  1071.36        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3149        7.30045        11.0526        45.3548        2.65384        17.3234                 NaN
  1069.84        2500.00                 NaN            NaN            NaN            NaN            NaN   7.12725        16.5088        11.1134        45.2895        2.64238        17.3187                 NaN
  1068.32        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4360        7.19034        11.1050        45.3023        2.64366        17.3226                 NaN
  1066.80        2500.00                 NaN            NaN            NaN            NaN            NaN   16.4874        7.17884        11.1443        45.2463        2.63010        17.3131                 NaN
  1065.28        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5198        7.14657        11.1654        45.2278        2.62542        17.3150                 NaN
  1063.77        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6779        6.99522        11.3856        45.0239        2.60104        17.3164                 NaN
  1062.25        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6907        6.98536        11.3832        45.0246        2.60066        17.3154                 NaN
  1060.73        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6917        6.98449        11.3850        45.0230        2.60046        17.3154                 NaN
  1059.21        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6933        6.98351        11.3849        45.0228        2.60026        17.3153                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6964        6.98162        11.3847        45.0224        2.59987        17.3150                 NaN
  1056.17        2500.00                 NaN            NaN            NaN            NaN            NaN   16.7045        6.97651        11.3926        45.0134        2.59891        17.3141                 NaN
  1054.66        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9386        6.84089        11.3828        44.9729        2.57161        17.2932                 NaN
  1053.14        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9765        6.82023        11.4102        44.9400        2.56358        17.2895                 NaN
  1051.62        2500.00                 NaN            NaN            NaN            NaN            NaN   17.0158        6.78689        11.4310        44.9191        2.55671        17.2905                 NaN
  1050.10        2500.00                 NaN            NaN            NaN            NaN            NaN   17.1113        6.72854        11.4760        44.8583        2.54525        17.2806                 NaN
  1048.58        2500.00                 NaN            NaN            NaN            NaN            NaN   6.66731        17.1712        11.5021        44.8359        2.54085        17.2826                 NaN
  1047.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.62955        17.2217        11.5272        44.8084        2.53373        17.2794                 NaN
  1045.55        2500.00                 NaN            NaN            NaN            NaN            NaN   6.60336        17.2893        11.5693        44.7476        2.51991        17.2706                 NaN
  1044.03        2500.00                 NaN            NaN            NaN            NaN            NaN   17.3257        6.57950        11.5932        44.7212        2.51132        17.2690                 NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN            NaN   17.3369        6.57721        11.6083        44.7043        2.50466        17.2686                 NaN
  1040.99        2500.00                 NaN            NaN            NaN            NaN            NaN   17.4925        6.44600        11.6612        44.6426        2.49539        17.2623                 NaN
  1039.47        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5574        6.42096        11.7032        44.5843        2.48089        17.2533                 NaN
  1037.96        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5963        6.39861        11.7312        44.5507        2.47316        17.2500                 NaN
  1036.44        2500.00                 NaN            NaN            NaN            NaN            NaN   6.34071        17.6640        11.7625        44.5176        2.46576        17.2494                 NaN
  1034.92        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7211        6.31812        11.7966        44.4698        2.45350        17.2409                 NaN
  1033.40        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7853        6.24423        11.8194        44.4547        2.45108        17.2453                 NaN
  1031.88        2500.00                 NaN            NaN            NaN            NaN            NaN   17.8295        6.21773        11.8523        44.4159        2.44228        17.2424                 NaN
  1030.36        2500.00                 NaN            NaN            NaN            NaN            NaN   17.0381        6.78429        11.6020        44.7516        2.53320        17.2909                 NaN
  1028.85        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7526        6.31037        11.8742        44.3906        2.42990        17.2424                 NaN
  1027.33        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7997        6.27977        11.9039        44.3556        2.42148        17.2395                 NaN
  1025.81        2500.00                 NaN            NaN            NaN            NaN            NaN   18.1370        6.03755        12.0011        44.2186        2.39112        17.2147                 NaN
  1024.29        2500.00                 NaN            NaN            NaN            NaN            NaN   18.1935        5.99007        12.0253        44.1927        2.38510        17.2134                 NaN
  1022.77        2500.00                 NaN            NaN            NaN            NaN            NaN   18.2565        5.94041        12.0542        44.1606        2.37603        17.2122                 NaN
  1021.26        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3552        5.90018        12.1078        44.0826        2.35622        17.1980                 NaN
  1019.74        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3095        5.95679        12.1020        44.0831        2.35134        17.1973                 NaN
  1018.22        2500.00                 NaN            NaN            NaN            NaN            NaN   5.98559        18.2397        12.1051        44.0974        2.35710        17.2152                 NaN
  1016.70        2500.00                 NaN            NaN            NaN            NaN            NaN   18.5741        5.75735        12.2136        43.9501        2.32181        17.1830                 NaN
  1015.18        2500.00                 NaN            NaN            NaN            NaN            NaN   5.72829        18.6111        12.2364        43.9257        2.31598        17.1825                 NaN
  1013.66        2500.00                 NaN            NaN            NaN            NaN            NaN   18.6202        5.74136        12.2460        43.9067        2.30573        17.1799                 NaN
  1012.15        2500.00                 NaN            NaN            NaN            NaN            NaN   5.69553        18.6669        12.2792        43.8772        2.30087        17.1803                 NaN
  1010.63        2500.00                 NaN            NaN            NaN            NaN            NaN   18.8229        5.60619        12.3364        43.7925        2.27707        17.1649                 NaN
  1009.11        2500.00                 NaN            NaN            NaN            NaN            NaN   5.60738        18.8009        12.3435        43.7978        2.27825        17.1721                 NaN
  1007.59        2500.00                 NaN            NaN            NaN            NaN            NaN   18.9793        5.50222        12.4114        43.6999        2.25281        17.1544                 NaN
  1006.07        2500.00                 NaN            NaN            NaN            NaN            NaN   5.50260        18.9670        12.4197        43.6993        2.25159        17.1598                 NaN
  1004.55        2500.00                 NaN            NaN            NaN            NaN            NaN   19.1415        5.39594        12.4875        43.6045        2.22744        17.1432                 NaN
  1003.04        2500.00                 NaN            NaN            NaN            NaN            NaN   5.39384        19.1415        12.4989        43.5959        2.22360        17.1463                 NaN
  1001.52        2500.00                 NaN            NaN            NaN            NaN            NaN   19.3269        5.28537        12.5729        43.4904        2.19697        17.1275                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   19.3180        5.30647        12.5786        43.4784        2.19092        17.1276                 NaN
