|6.6.6
Archiving\03_Data\eqLP/QFM_m5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1932.69        500.000        91.6343                 NaN   7.50874       0.241575E-001  0.832801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        91.6111                 NaN   7.53189       0.241591E-001  0.832855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        91.5879                 NaN   7.55504       0.241606E-001  0.832909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        91.5647                 NaN   7.57820       0.241622E-001  0.832964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        91.5418                 NaN   7.60100       0.241638E-001  0.833017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        91.5190                 NaN   7.62381       0.241653E-001  0.833070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        91.4961                 NaN   7.64662       0.241669E-001  0.833124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.4732                 NaN   7.66944       0.241684E-001  0.833177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.4506                 NaN   7.69204       0.241699E-001  0.833230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        91.4279                 NaN   7.71465       0.241715E-001  0.833283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.4054                 NaN   7.73714       0.241730E-001  0.833335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        91.1998                 NaN   7.75425       0.240372E-001  0.833375       0.188546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        90.5780                 NaN   7.75471       0.235642E-001  0.833376       0.810301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        89.9563                 NaN   7.75517       0.230912E-001  0.833376        1.43206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        89.3346                 NaN   7.75564       0.226183E-001  0.833377        2.05381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        88.7128                 NaN   7.75610       0.221453E-001  0.833377        2.67557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        88.0911                 NaN   7.75656       0.216723E-001  0.833378        3.29733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        87.4693                 NaN   7.75703       0.211994E-001  0.833378        3.91909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        86.8476                 NaN   7.75749       0.207264E-001  0.833379        4.54084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        86.2258                 NaN   7.75795       0.202534E-001  0.833379        5.16260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        85.6581                 NaN   7.75142       0.197777E-001  0.833363        5.73732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        85.0905                 NaN   7.74488       0.193019E-001  0.833347        6.31200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        84.5228                 NaN   7.73835       0.188261E-001  0.833331        6.88667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        83.9552                 NaN   7.73182       0.183504E-001  0.833315        7.46132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        83.3876                 NaN   7.72528       0.178747E-001  0.833300        8.03594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        82.8200                 NaN   7.71875       0.173990E-001  0.833284        8.61054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        82.2525                 NaN   7.71222       0.169233E-001  0.833268        9.18512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        81.6849                 NaN   7.70568       0.164476E-001  0.833252        9.75968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        81.1544                 NaN   7.69187       0.159608E-001  0.833219        10.3045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        80.6239                 NaN   7.67806       0.154739E-001  0.833186        10.8494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        80.0935                 NaN   7.66425       0.149871E-001  0.833153        11.3941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        79.5631                 NaN   7.65044       0.145004E-001  0.833120        11.9389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        79.0327                 NaN   7.63663       0.140137E-001  0.833087        12.4836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        78.5024                 NaN   7.62282       0.135270E-001  0.833054        13.0282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        77.9721                 NaN   7.60902       0.130403E-001  0.833021        13.5728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        77.4419                 NaN   7.59521       0.125537E-001  0.832988        14.1174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        76.9298                 NaN   7.57540       0.120503E-001  0.832941        14.6498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        76.4178                 NaN   7.55559       0.115469E-001  0.832894        15.1822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        75.9059                 NaN   7.53579       0.110436E-001  0.832847        15.7145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        75.3940                 NaN   7.51598       0.105404E-001  0.832800        16.2467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        74.8779                 NaN   7.49174       0.100172E-001  0.832743        16.7791       0.855656E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        74.3617                 NaN   7.46753       0.951433E-002  0.832685        17.3042       0.244103E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        73.8447                 NaN   7.44016       0.898712E-002  0.832620        17.8334       0.401300E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        73.3278                 NaN   7.41279       0.846000E-002  0.832556        18.3625       0.558472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        72.8165                 NaN   7.38004       0.791595E-002  0.832478        18.8920       0.710707E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        72.3052                 NaN   7.34729       0.737201E-002  0.832401        19.4214       0.862914E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        71.7940                 NaN   7.31455       0.682817E-002  0.832323        19.9508       0.101509                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        71.2830                 NaN   7.28181       0.628443E-002  0.832246        20.4800       0.116724                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        70.7720                 NaN   7.24909       0.574079E-002  0.832169        21.0091       0.131936                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        70.2611                 NaN   7.21636       0.519725E-002  0.832091        21.5381       0.147146                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        69.7503                 NaN   7.18365       0.465381E-002  0.832014        22.0670       0.162352                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        69.2396                 NaN   7.15094       0.411047E-002  0.831937        22.5959       0.177556                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        68.7305                 NaN   7.11095       0.353855E-002  0.831842        23.1309       0.192196                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        68.2216                 NaN   7.07098       0.296676E-002  0.831748        23.6659       0.206833                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        67.7128                 NaN   7.03101       0.239509E-002  0.831654        24.2007       0.221466                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        67.2040                 NaN   6.99105       0.182356E-002  0.831559        24.7354       0.236096                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        66.6932                 NaN   6.94654       0.122875E-002  0.831454        25.2771       0.250485                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        66.1825                 NaN   6.90204       0.634096E-003  0.831349        25.8186       0.264870                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        65.6732                 NaN   6.85661                 NaN  0.831243        26.3598       0.279145                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        65.1681                 NaN   6.81064                 NaN  0.831135        26.8968       0.293377                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        64.6573                 NaN   6.75763                 NaN  0.831011        27.4468       0.307240                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        64.1467                 NaN   6.70463                 NaN  0.830888        27.9967       0.321100                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        63.6362                 NaN   6.65165                 NaN  0.830765        28.5464       0.334954                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        63.1259                 NaN   6.59868                 NaN  0.830641        29.0960       0.348805                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        62.6157                 NaN   6.54573                 NaN  0.830518        29.6454       0.362652                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        62.1057                 NaN   6.49279                 NaN  0.830394        30.1946       0.376495                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        61.5958                 NaN   6.43988                 NaN  0.830271        30.7437       0.390333                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        61.0861                 NaN   6.38697                 NaN  0.830148        31.2926       0.404167                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        60.5679                 NaN   6.32201                 NaN  0.829997        31.8626       0.417453                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        60.0499                 NaN   6.25708                 NaN  0.829845        32.4325       0.430734                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        59.5321                 NaN   6.19217                 NaN  0.829694        33.0021       0.444010                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        59.0144                 NaN   6.12728                 NaN  0.829543        33.5715       0.457281                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        58.4969                 NaN   6.06242                 NaN  0.829392        34.1407       0.470548                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        57.9797                 NaN   5.99758                 NaN  0.829240        34.7097       0.483809                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        57.4626                 NaN   5.93276                 NaN  0.829089        35.2785       0.497066                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        56.9457                 NaN   5.86797                 NaN  0.828938        35.8471       0.510318                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        56.4255                 NaN   5.79151                 NaN  0.828760        36.4311       0.523101                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        55.9056                 NaN   5.71509                 NaN  0.828582        37.0148       0.535879                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        55.3859                 NaN   5.63870                 NaN  0.828404        37.5984       0.548651                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        54.8664                 NaN   5.56234                 NaN  0.828226        38.1816       0.561418                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        54.3471                 NaN   5.48601                 NaN  0.828048        38.7646       0.574179                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        53.8281                 NaN   5.40972                 NaN  0.827870        39.3474       0.586935                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        53.3093                 NaN   5.33346                 NaN  0.827692        39.9299       0.599685                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        52.7907                 NaN   5.25724                 NaN  0.827515        40.5121       0.612430                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        52.2784                 NaN   5.16955                 NaN  0.827310        41.1000       0.624750                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        51.7663                 NaN   5.08191                 NaN  0.827106        41.6876       0.637064                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        51.2545                 NaN   4.99431                 NaN  0.826902        42.2749       0.649372                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        50.7429                 NaN   4.90675                 NaN  0.826698        42.8620       0.661674                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        50.2316                 NaN   4.81924                 NaN  0.826494        43.4487       0.673970                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        49.7205                 NaN   4.73177                 NaN  0.826290        44.0351       0.686260                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        49.2097                 NaN   4.64435                 NaN  0.826086        44.6213       0.698543                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        48.6992                 NaN   4.55696                 NaN  0.825882        45.2071       0.710821                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        48.2081                 NaN   4.45891                 NaN  0.825653        45.7845       0.722776                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        47.7174                 NaN   4.36091                 NaN  0.825425        46.3616       0.734724                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        47.2269                 NaN   4.26296                 NaN  0.825196        46.9383       0.746666                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        46.7366                 NaN   4.16507                 NaN  0.824968        47.5148       0.758601                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        46.2466                 NaN   4.06723                 NaN  0.824740        48.0909       0.770530                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        45.7569                 NaN   3.96945                 NaN  0.824512        48.6666       0.782451                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        45.2675                 NaN   3.87172                 NaN  0.824284        49.2421       0.794367                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        44.7784                 NaN   3.77404                 NaN  0.824056        49.8173       0.806275                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        44.3065                 NaN   3.66868                 NaN  0.823811        50.3837       0.817329                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        43.8349                 NaN   3.56338                 NaN  0.823565        50.9498       0.828376                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        43.3386                 NaN   3.46318                 NaN  0.823332        51.4759       0.839243       0.597361E-001            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        42.4045                 NaN   3.40890                 NaN  0.823205        51.6317       0.833982       0.897704                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        41.5590                 NaN   3.35181                 NaN  0.823073        51.7913       0.828842        1.64596                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        40.7139                 NaN   3.29474                 NaN  0.822940        51.9508       0.823705        2.39398                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        39.8690                 NaN   3.23769                 NaN  0.822807        52.1102       0.818568        3.14175                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        39.0243                 NaN   3.18066                 NaN  0.822675        52.2696       0.813434        3.88928                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        38.3453                 NaN   3.11645                 NaN  0.822525        52.4418       0.809090        4.46487                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        37.6665                 NaN   3.05225                 NaN  0.822376        52.6139       0.804747        5.04024                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        36.9880                 NaN   2.98808                 NaN  0.822226        52.7859       0.800406        5.61540                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        36.3097                 NaN   2.92393                 NaN  0.822077        52.9579       0.796067        6.19036                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        35.6317                 NaN   2.85981                 NaN  0.821928        53.1298       0.791729        6.76511                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        34.9539                 NaN   2.79571                 NaN  0.821778        53.3016       0.787393        7.33964                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        34.2763                 NaN   2.73163                 NaN  0.821629        53.4734       0.783059        7.91397                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        33.5990                 NaN   2.66758                 NaN  0.821480        53.6451       0.778725        8.48810                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        33.0767                 NaN   2.59300                 NaN  0.821306        53.8408       0.775655        8.89256                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        32.5546                 NaN   2.51845                 NaN  0.821132        54.0364       0.772585        9.29685                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        32.0327                 NaN   2.44393                 NaN  0.820958        54.2319       0.769517        9.70097                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        31.5110                 NaN   2.36945                 NaN  0.820785        54.4274       0.766450        10.1049                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        30.9896                 NaN   2.29499                 NaN  0.820611        54.6227       0.763384        10.5087                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        30.4683                 NaN   2.22057                 NaN  0.820438        54.8180       0.760320        10.9123                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        29.9473                 NaN   2.14618                 NaN  0.820264        55.0132       0.757257        11.3157                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        29.4265                 NaN   2.07182                 NaN  0.820091        55.2083       0.754195        11.7190                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        29.0077                 NaN   1.98553                 NaN  0.819890        55.4353       0.752549        11.9991                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        28.5890                 NaN   1.89928                 NaN  0.819688        55.6621       0.750903        12.2791                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        28.1705                 NaN   1.81308                 NaN  0.819487        55.8888       0.749259        12.5589                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        27.7522                 NaN   1.72692                 NaN  0.819286        56.1154       0.747615        12.8386                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        27.3342                 NaN   1.64080                 NaN  0.819085        56.3419       0.745972        13.1181                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        26.9163                 NaN   1.55472                 NaN  0.818884        56.5682       0.744330        13.3976                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        26.4986                 NaN   1.46868                 NaN  0.818684        56.7945       0.742689        13.6768                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        26.0812                 NaN   1.38269                 NaN  0.818483        57.0206       0.741049        13.9560                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        25.7439                 NaN   1.28161                 NaN  0.818247        57.2899       0.741683        14.1247                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        25.4067                 NaN   1.18060                 NaN  0.818011        57.5591       0.742318        14.2933                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        25.0698                 NaN   1.07964                 NaN  0.817776        57.8280       0.742952        14.4618                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        24.7331                 NaN  0.978741                 NaN  0.817540        58.0969       0.743586        14.6302                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        24.3965                 NaN  0.877900                 NaN  0.817305        58.3655       0.744219        14.7985                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        24.0602                 NaN  0.777117                 NaN  0.817070        58.6341       0.744852        14.9667                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        23.7240                 NaN  0.676391                 NaN  0.816834        58.9024       0.745485        15.1349                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        23.3880                 NaN  0.575724                 NaN  0.816599        59.1706       0.746118        15.3029                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        23.0894                 NaN  0.463428                 NaN  0.816337        59.4741       0.748348        15.4084                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        22.7909                 NaN  0.351204                 NaN  0.816075        59.7774       0.750577        15.5139                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        22.4926                 NaN  0.239052                 NaN  0.815813        60.0804       0.752805        15.6193                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        22.1946                 NaN  0.126972                 NaN  0.815552        60.3833       0.755031        15.7246                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        21.9117                 NaN  0.865713E-002            NaN  0.815275        60.7051       0.758016        15.8012                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        21.5791                 NaN            NaN            NaN  0.815255        60.7075       0.749720        16.1484                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        21.2455                 NaN            NaN            NaN  0.815256        60.6858       0.740123        16.5133                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        20.9119                 NaN            NaN            NaN  0.815256        60.6642       0.730526        16.8782                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        20.5868                 NaN            NaN            NaN  0.815256        60.6437       0.720818        17.2334                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        20.2618                 NaN            NaN            NaN  0.815256        60.6232       0.711110        17.5886                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        19.9449                 NaN            NaN            NaN  0.815257        60.6028       0.701343        17.9357                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        19.6222                 NaN            NaN            NaN  0.815257        60.5834       0.691428        18.2853       0.229620E-002            NaN            NaN            NaN            NaN
  1445.51        500.000        19.1231                 NaN            NaN            NaN  0.815257        60.5663       0.694865        18.4322       0.368280                 NaN            NaN            NaN            NaN
  1442.31        500.000        18.6239                 NaN            NaN            NaN  0.815257        60.5492       0.698301        18.5791       0.734264                 NaN            NaN            NaN            NaN
  1439.10        500.000        18.1247                 NaN            NaN            NaN  0.815258        60.5321       0.701738        18.7260        1.10025                 NaN            NaN            NaN            NaN
  1435.90        500.000        17.6255                 NaN            NaN            NaN  0.815258        60.5150       0.705175        18.8728        1.46623                 NaN            NaN            NaN            NaN
  1432.69        500.000        17.1861                 NaN            NaN            NaN  0.815258        60.4903       0.711908        19.0019        1.79454                 NaN            NaN            NaN            NaN
  1429.49        500.000        16.7467                 NaN            NaN            NaN  0.815258        60.4657       0.718641        19.1309        2.12284                 NaN            NaN            NaN            NaN
  1426.28        500.000        16.3073                 NaN            NaN            NaN  0.815259        60.4410       0.725374        19.2599        2.45115                 NaN            NaN            NaN            NaN
  1423.08        500.000        15.8679                 NaN            NaN            NaN  0.815259        60.4163       0.732107        19.3890        2.77945                 NaN            NaN            NaN            NaN
  1419.87        500.000        15.4551                 NaN            NaN            NaN  0.815259        60.3861       0.741185        19.5112        3.09114                 NaN            NaN            NaN            NaN
  1416.67        500.000        14.9687                 NaN            NaN            NaN  0.815259        60.3820       0.746750        19.6414        3.38617                 NaN  0.597641E-001            NaN            NaN
  1413.46        500.000        14.2449                 NaN            NaN            NaN  0.815260        60.4171       0.755332        19.4960       0.377630        3.62255       0.271266                 NaN            NaN
  1410.26        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1407.05        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1403.85        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1400.64        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1397.44        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1394.23        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1391.03        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
  1387.82        500.000        13.5757                 NaN            NaN            NaN  0.815261        60.4472       0.764757        19.3257        3.83397       0.769427       0.468026                 NaN            NaN
