|6.6.6
Archiving\03_Data\eqLP/QFM_m5/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1766.03        500.000        74.0368                 NaN   2.94090       0.131042E-002  0.706905        22.1789       0.135151                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        73.5324                 NaN   2.92522       0.109895E-002  0.707065        22.6888       0.145439                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        73.0278                 NaN   2.90952       0.887425E-003  0.707224        23.1989       0.155731                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        72.5230                 NaN   2.89381       0.675834E-003  0.707382        23.7091       0.166028                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        72.0154                 NaN   2.87620       0.455505E-003  0.707528        24.2242       0.176136                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        71.5077                 NaN   2.85858       0.235121E-003  0.707674        24.7395       0.186249                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        71.0010                 NaN   2.84056                 NaN  0.707814        25.2544       0.196288                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        70.4981                 NaN   2.82229                 NaN  0.707952        25.7654       0.206313                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        69.9887                 NaN   2.80108                 NaN  0.708074        26.2861       0.216045                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        69.4792                 NaN   2.77987                 NaN  0.708195        26.8069       0.225780                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        68.9696                 NaN   2.75864                 NaN  0.708315        27.3279       0.235519                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        68.4599                 NaN   2.73740                 NaN  0.708434        27.8490       0.245260                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        67.9502                 NaN   2.71616                 NaN  0.708551        28.3701       0.255004                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        67.4403                 NaN   2.69490                 NaN  0.708667        28.8914       0.264752                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        66.9303                 NaN   2.67363                 NaN  0.708781        29.4128       0.274502                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        66.4203                 NaN   2.65236                 NaN  0.708894        29.9342       0.284254                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        65.9005                 NaN   2.62606                 NaN  0.708982        30.4709       0.293582                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        65.3806                 NaN   2.59975                 NaN  0.709069        31.0076       0.302911                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        64.8608                 NaN   2.57344                 NaN  0.709155        31.5444       0.312243                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        64.3408                 NaN   2.54711                 NaN  0.709239        32.0812       0.321576                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        63.8209                 NaN   2.52078                 NaN  0.709321        32.6181       0.330911                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        63.3009                 NaN   2.49444                 NaN  0.709403        33.1550       0.340247                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        62.7809                 NaN   2.46809                 NaN  0.709482        33.6920       0.349585                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        62.2609                 NaN   2.44173                 NaN  0.709560        34.2289       0.358925                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        61.7364                 NaN   2.41051                 NaN  0.709615        34.7755       0.367920                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        61.2120                 NaN   2.37927                 NaN  0.709667        35.3221       0.376916                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        60.6877                 NaN   2.34803                 NaN  0.709718        35.8687       0.385913                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        60.1633                 NaN   2.31679                 NaN  0.709768        36.4152       0.394910                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        59.6390                 NaN   2.28553                 NaN  0.709816        36.9618       0.403908                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        59.1147                 NaN   2.25427                 NaN  0.709863        37.5083       0.412906                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        58.5904                 NaN   2.22301                 NaN  0.709908        38.0548       0.421905                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        58.0662                 NaN   2.19174                 NaN  0.709951        38.6012       0.430904                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        57.5472                 NaN   2.15567                 NaN  0.709970        39.1476       0.439609                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        57.0282                 NaN   2.11960                 NaN  0.709988        39.6939       0.448314                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        56.5093                 NaN   2.08353                 NaN  0.710004        40.2401       0.457018                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        55.9906                 NaN   2.04746                 NaN  0.710019        40.7862       0.465721                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        55.4719                 NaN   2.01138                 NaN  0.710032        41.3323       0.474425                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        54.9533                 NaN   1.97530                 NaN  0.710044        41.8782       0.483127                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        54.4348                 NaN   1.93922                 NaN  0.710053        42.4241       0.491829                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        53.9164                 NaN   1.90314                 NaN  0.710062        42.9699       0.500531                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        53.4164                 NaN   1.86258                 NaN  0.710047        43.5019       0.509038                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        52.9166                 NaN   1.82202                 NaN  0.710030        44.0338       0.517545                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        52.4169                 NaN   1.78146                 NaN  0.710012        44.5656       0.526051                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        51.9173                 NaN   1.74091                 NaN  0.709993        45.0973       0.534555                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        51.4179                 NaN   1.70036                 NaN  0.709972        45.6288       0.543057                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        50.9186                 NaN   1.65981                 NaN  0.709949        46.1601       0.551559                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        50.4194                 NaN   1.61926                 NaN  0.709925        46.6913       0.560058                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        49.9204                 NaN   1.57872                 NaN  0.709899        47.2224       0.568556                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        49.4378                 NaN   1.53494                 NaN  0.709857        47.7411       0.576380                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        48.9552                 NaN   1.49117                 NaN  0.709813        48.2596       0.584202                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        48.4465                 NaN   1.44959                 NaN  0.709818        48.7441       0.592136       0.578882E-001            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        47.4771                 NaN   1.42833                 NaN  0.710464        48.9242       0.589280       0.870639                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        46.5974                 NaN   1.40570                 NaN  0.711034        49.1025       0.586413        1.59695                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        45.7163                 NaN   1.38303                 NaN  0.711604        49.2811       0.583540        2.32441                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        44.8340                 NaN   1.36033                 NaN  0.712173        49.4598       0.580662        3.05300                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        43.9504                 NaN   1.33759                 NaN  0.712743        49.6388       0.577779        3.78274                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        43.2375                 NaN   1.31154                 NaN  0.713163        49.8186       0.575332        4.34381                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        42.5239                 NaN   1.28545                 NaN  0.713583        49.9986       0.572882        4.90553                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        41.8096                 NaN   1.25934                 NaN  0.714003        50.1788       0.570428        5.46788                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        41.0945                 NaN   1.23320                 NaN  0.714422        50.3591       0.567971        6.03087                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        40.3786                 NaN   1.20703                 NaN  0.714842        50.5395       0.565511        6.59449                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        39.6620                 NaN   1.18083                 NaN  0.715261        50.7201       0.563048        7.15876                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        38.9446                 NaN   1.15460                 NaN  0.715679        50.9009       0.560581        7.72366                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        38.2265                 NaN   1.12834                 NaN  0.716098        51.0818       0.558110        8.28920                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        37.6703                 NaN   1.09738                 NaN  0.716365        51.2733       0.556437        8.68619                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        37.1138                 NaN   1.06641                 NaN  0.716631        51.4649       0.554763        9.08347                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        36.5569                 NaN   1.03541                 NaN  0.716898        51.6567       0.553086        9.48101                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        35.9997                 NaN   1.00440                 NaN  0.717163        51.8485       0.551409        9.87883                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        35.4421                 NaN  0.973362                 NaN  0.717429        52.0404       0.549730        10.2769                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        34.8842                 NaN  0.942304                 NaN  0.717694        52.2324       0.548049        10.6753                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        34.3260                 NaN  0.911225                 NaN  0.717959        52.4245       0.546367        11.0739                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        33.7674                 NaN  0.880125                 NaN  0.718223        52.6168       0.544683        11.4729                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        33.3161                 NaN  0.843816                 NaN  0.718373        52.8291       0.543971        11.7486                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        32.8648                 NaN  0.807494                 NaN  0.718523        53.0415       0.543259        12.0245                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        32.4133                 NaN  0.771159                 NaN  0.718672        53.2540       0.542546        12.3004                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        31.9616                 NaN  0.734812                 NaN  0.718821        53.4665       0.541833        12.5765                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        31.5098                 NaN  0.698453                 NaN  0.718970        53.6790       0.541119        12.8526                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        31.0579                 NaN  0.662082                 NaN  0.719118        53.8916       0.540405        13.1288                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        30.6059                 NaN  0.625698                 NaN  0.719266        54.1043       0.539691        13.4051                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        30.1537                 NaN  0.589303                 NaN  0.719413        54.3170       0.538977        13.6816                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        29.7865                 NaN  0.546389                 NaN  0.719452        54.5605       0.539862        13.8472                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        29.4193                 NaN  0.503474                 NaN  0.719491        54.8040       0.540747        14.0129                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        29.0522                 NaN  0.460558                 NaN  0.719530        55.0475       0.541633        14.1786                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        28.6850                 NaN  0.417640                 NaN  0.719568        55.2910       0.542519        14.3443                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        28.3178                 NaN  0.374722                 NaN  0.719606        55.5345       0.543405        14.5099                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        27.9506                 NaN  0.331803                 NaN  0.719644        55.7780       0.544291        14.6756                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        27.5834                 NaN  0.288882                 NaN  0.719681        56.0215       0.545177        14.8413                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        27.2163                 NaN  0.245961                 NaN  0.719718        56.2650       0.546064        15.0070                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        26.8888                 NaN  0.198034                 NaN  0.719692        56.5352       0.548139        15.1101                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        26.5614                 NaN  0.150114                 NaN  0.719666        56.8054       0.550215        15.2133                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        26.2340                 NaN  0.102202                 NaN  0.719639        57.0755       0.552291        15.3164                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        25.9067                 NaN  0.542975E-001            NaN  0.719612        57.3455       0.554366        15.4195                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        25.5956                 NaN  0.370290E-002            NaN  0.719555        57.6302       0.556992        15.4939                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        25.2377                 NaN            NaN            NaN  0.719866        57.6505       0.551604        15.8403                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        24.8787                 NaN            NaN            NaN  0.720205        57.6508       0.545295        16.2050                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        24.5194                 NaN            NaN            NaN  0.720543        57.6511       0.538980        16.5699                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        24.1691                 NaN            NaN            NaN  0.720875        57.6521       0.532542        16.9254                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        23.8185                 NaN            NaN            NaN  0.721206        57.6531       0.526099        17.2811                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        23.4761                 NaN            NaN            NaN  0.721531        57.6538       0.519605        17.6290                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        23.1272                 NaN            NaN            NaN  0.721863        57.6558       0.513043        17.9798       0.228792E-002            NaN            NaN            NaN            NaN
  1445.51        500.000        22.5853                 NaN            NaN            NaN  0.722406        57.6740       0.516894        18.1343       0.367106                 NaN            NaN            NaN            NaN
  1442.31        500.000        22.0427                 NaN            NaN            NaN  0.722950        57.6922       0.520753        18.2889       0.732463                 NaN            NaN            NaN            NaN
  1439.10        500.000        21.4994                 NaN            NaN            NaN  0.723494        57.7103       0.524619        18.4438        1.09836                 NaN            NaN            NaN            NaN
  1435.90        500.000        20.9553                 NaN            NaN            NaN  0.724039        57.7285       0.528493        18.5989        1.46480                 NaN            NaN            NaN            NaN
  1432.69        500.000        20.4750                 NaN            NaN            NaN  0.724531        57.7364       0.534844        18.7355        1.79376                 NaN            NaN            NaN            NaN
  1429.49        500.000        19.9941                 NaN            NaN            NaN  0.725023        57.7442       0.541206        18.8722        2.12317                 NaN            NaN            NaN            NaN
  1426.28        500.000        19.5127                 NaN            NaN            NaN  0.725515        57.7520       0.547579        19.0092        2.45301                 NaN            NaN            NaN            NaN
  1423.08        500.000        19.0306                 NaN            NaN            NaN  0.726008        57.7598       0.553961        19.1463        2.78329                 NaN            NaN            NaN            NaN
  1419.87        500.000        18.5766                 NaN            NaN            NaN  0.726479        57.7613       0.562170        19.2762        3.09719                 NaN            NaN            NaN            NaN
  1416.67        500.000        18.0376                 NaN            NaN            NaN  0.726954        57.7864       0.567461        19.4150        3.39489                 NaN  0.716118E-001            NaN            NaN
  1413.46        500.000        17.2266                 NaN            NaN            NaN  0.727485        57.8523       0.574362        19.2832       0.376091        3.63466       0.325295                 NaN            NaN
  1410.26        500.000        16.4754                 NaN            NaN            NaN  0.727978        57.9102       0.581894        19.1264        3.84963       0.766863       0.561652                 NaN            NaN
  1407.05        500.000        16.4749                 NaN            NaN            NaN  0.727992        57.9105       0.581915        19.1265        3.84966       0.766871       0.561689                 NaN            NaN
  1403.85        500.000        16.4743                 NaN            NaN            NaN  0.728005        57.9108       0.581936        19.1267        3.84968       0.766879       0.561727                 NaN            NaN
  1400.64        500.000        16.4738                 NaN            NaN            NaN  0.728018        57.9111       0.581957        19.1268        3.84970       0.766887       0.561765                 NaN            NaN
  1397.44        500.000        16.4732                 NaN            NaN            NaN  0.728032        57.9114       0.581978        19.1269        3.84972       0.766895       0.561803                 NaN            NaN
  1394.23        500.000        16.4726                 NaN            NaN            NaN  0.728045        57.9117       0.581998        19.1271        3.84974       0.766903       0.561841                 NaN            NaN
  1391.03        500.000        16.4721                 NaN            NaN            NaN  0.728059        57.9120       0.582019        19.1272        3.84977       0.766911       0.561878                 NaN            NaN
