|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1560.90        500.000       0.634532E-002   99.6515       0.312825       0.292922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        500.000       0.320662E-002   99.2605       0.723749       0.125354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.09        500.000                 NaN   99.2454       0.754630       0.923441E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        500.000                 NaN   99.2554       0.744645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.28        500.000                 NaN   99.2585       0.741481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        500.000                 NaN   99.2618       0.738158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.47        500.000                 NaN   99.2652       0.734769       0.913068E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        500.000                 NaN   99.2705       0.729520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.65        500.000                 NaN   99.2746       0.725440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.25        500.000                 NaN   99.2760       0.724029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.2792       0.720821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.44        500.000                 NaN   99.2849       0.715137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.03        500.000                 NaN   99.2910       0.708951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.63        500.000                 NaN   99.2905       0.709451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.22        500.000                 NaN   99.2946       0.705405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        500.000                 NaN   99.2970       0.702988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.41        500.000                 NaN   99.3006       0.699415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.00        500.000                 NaN   99.1938       0.241592                 NaN  0.564608                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.60        500.000                 NaN   99.0950                 NaN            NaN  0.905035                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.19        500.000                 NaN   99.0856                 NaN            NaN  0.914418                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.78        500.000       0.670167E-004   99.0599                 NaN            NaN  0.940068                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000       0.552363E-002   99.0096                 NaN  0.141530E-005  0.984865                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000       0.668157E-002   98.9649                 NaN            NaN   1.02837                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000       0.672204E-002   98.4839                 NaN            NaN  0.922431       0.586939                 NaN            NaN            NaN            NaN            NaN
  1527.16        500.000       0.659746E-002   98.4172                 NaN            NaN  0.489142        1.08708                 NaN            NaN            NaN            NaN            NaN
  1525.76        500.000       0.647228E-002   98.4407                 NaN            NaN   1.07046       0.482371                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.629623E-002   98.4692                 NaN            NaN  0.471348        1.05315                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.616146E-002   98.4927                 NaN            NaN  0.462762        1.03834                 NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.603886E-002   98.5136                 NaN            NaN   1.02477       0.455639                 NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.164909E-002   98.5259       0.305599                 NaN  0.596741E-001   1.10722                 NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.667478E-003   98.5392       0.363157                 NaN   1.09701                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.542532E-003   98.5557       0.357782                 NaN   1.08596                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.344224E-003   98.5955       0.352331                 NaN   1.05178                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.221406E-003   98.6099       0.348544                 NaN   1.04129                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.171526E-004   98.6314       0.347892                 NaN   1.02067                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000       0.305369E-003   98.6561       0.334324                 NaN   1.00930                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000       0.289261E-004   98.6772       0.331334                 NaN  0.991432                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000       0.231326E-003   98.6971       0.323680                 NaN  0.979011                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   98.7172       0.316989                 NaN  0.965797                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000       0.152303E-002   98.7416       0.299349                 NaN  0.957501                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   98.7563       0.301842                 NaN  0.941873                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   98.7743       0.295879                 NaN  0.929772                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   98.7935       0.288593                 NaN  0.917909                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   98.8112       0.284214                 NaN  0.904634                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   98.8292       0.277063                 NaN  0.893758                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   98.8458       0.271788                 NaN  0.882449                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN   98.8613       0.263637                 NaN  0.875036                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN   98.8763       0.256993                 NaN  0.866711                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN   98.8948       0.251562                 NaN  0.853611                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN   98.9096       0.247944                 NaN  0.842447                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN   98.9236       0.238992                 NaN  0.837401                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN   98.9232       0.134154                 NaN  0.787266       0.155375                 NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   98.9449       0.177331                 NaN  0.797387       0.803540E-001            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.9657       0.219288                 NaN  0.631474E-002  0.808704                 NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN   98.9630       0.119497                 NaN  0.159049       0.758461                 NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   98.9751       0.998477E-001            NaN  0.742600       0.182481                 NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN   98.9864       0.917544E-001            NaN  0.189347       0.732538                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   98.9972       0.830581E-001            NaN  0.722255       0.197454                 NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN   99.0084       0.750897E-001            NaN  0.711832       0.204692                 NaN            NaN            NaN            NaN            NaN
  1477.96        500.000       0.117452E-002   99.0070       0.173250E-001            NaN  0.274549       0.699951                 NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN   99.0373       0.579891E-001            NaN  0.217762       0.686925                 NaN            NaN            NaN            NaN            NaN
  1475.15        500.000       0.208903E-002   99.0365                 NaN            NaN  0.670523       0.290892                 NaN            NaN            NaN            NaN            NaN
  1473.74        500.000       0.257825E-002   99.0463                 NaN            NaN  0.289150       0.662006                 NaN            NaN            NaN            NaN            NaN
  1472.34        500.000       0.251307E-002   99.0548                 NaN            NaN  0.655683       0.287004                 NaN            NaN            NaN            NaN            NaN
  1470.93        500.000       0.243360E-002   99.0685                 NaN            NaN  0.283025       0.646072                 NaN            NaN            NaN            NaN            NaN
  1469.53        500.000       0.236725E-002   99.0755                 NaN            NaN  0.280612       0.641528                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000       0.229890E-002   99.0872                 NaN            NaN  0.630747       0.279788                 NaN            NaN            NaN            NaN            NaN
  1466.71        500.000       0.222608E-002   99.0987                 NaN            NaN  0.274340       0.624768                 NaN            NaN            NaN            NaN            NaN
  1465.31        500.000       0.216956E-002   99.1055                 NaN            NaN  0.272529       0.619817                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000       0.210117E-002   99.1153                 NaN            NaN  0.269617       0.612968                 NaN            NaN            NaN            NaN            NaN
  1462.50        500.000       0.204220E-002   99.1239                 NaN            NaN  0.267076       0.606995                 NaN            NaN            NaN            NaN            NaN
  1461.09        500.000       0.197784E-002   99.1313                 NaN            NaN  0.264563       0.602127                 NaN            NaN            NaN            NaN            NaN
  1459.68        500.000       0.191913E-002   99.1415                 NaN            NaN  0.262164       0.594435                 NaN            NaN            NaN            NaN            NaN
  1458.28        500.000       0.186434E-002   99.1503                 NaN            NaN  0.259958       0.587849                 NaN            NaN            NaN            NaN            NaN
  1456.87        500.000       0.180019E-002   99.1597                 NaN            NaN  0.581116       0.257427                 NaN            NaN            NaN            NaN            NaN
  1455.47        500.000       0.174118E-002   99.1673                 NaN            NaN  0.575845       0.255139                 NaN            NaN            NaN            NaN            NaN
  1454.06        500.000       0.168712E-002   99.1754                 NaN            NaN  0.252828       0.570094                 NaN            NaN            NaN            NaN            NaN
  1452.66        500.000       0.163136E-002   99.1830                 NaN            NaN  0.564954       0.250431                 NaN            NaN            NaN            NaN            NaN
  1451.25        500.000       0.157642E-002   99.1896                 NaN            NaN  0.248671       0.560184                 NaN            NaN            NaN            NaN            NaN
