|6.6.6
Archiving\03_Data\eq/QFM_m2.5/KHA22/KHA22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5970       0.364351       0.386899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5970       0.364350       0.386899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5970       0.364350       0.386898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5970       0.364349       0.386898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5970       0.364349       0.386897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5970       0.364348       0.386897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5970       0.364348       0.386897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5970       0.364348       0.386896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5970       0.364347       0.386896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5970       0.364347       0.386895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5970       0.364346       0.386895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5970       0.364346       0.386894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5970       0.364345       0.386894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5970       0.364345       0.386893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5970       0.364344       0.386893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5970       0.364344       0.386892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5970       0.364343       0.386892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5970       0.364343       0.386891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5970       0.364343       0.386891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5970       0.364342       0.386890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5970       0.364342       0.386890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5970       0.364341       0.386889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5970       0.364341       0.386889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.8040       0.364332       0.284409E-001  0.803198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.9620       0.364322       0.174105E-001   1.65632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.1374       0.364313       0.652639E-002   2.49175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.4807       0.364307                 NaN   3.15504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        95.9950       0.364308                 NaN   3.64065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.5094       0.364309                 NaN   4.12626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        94.9523       0.364310                 NaN   4.68340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.3952       0.364311                 NaN   5.24054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.2758       0.212186                 NaN   6.23099       0.280978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        91.8965                 NaN            NaN   7.43062       0.672889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        91.2461                 NaN            NaN   8.08105       0.672892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        90.5956                 NaN            NaN   8.73148       0.672894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        89.9526                 NaN            NaN   9.37376       0.672896       0.727632E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        89.3029                 NaN            NaN   10.0237       0.672899       0.589879E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        88.6417                 NaN            NaN   10.6668       0.672901       0.186337E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        87.9805                 NaN            NaN   11.3099       0.672903       0.366776E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        87.3193                 NaN            NaN   11.9530       0.672906       0.547216E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        86.6582                 NaN            NaN   12.5962       0.672908       0.727657E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        86.0170                 NaN            NaN   13.2201       0.672911       0.899471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        85.3759                 NaN            NaN   13.8441       0.672913       0.107129                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        84.7347                 NaN            NaN   14.4680       0.672916       0.124310                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        84.0936                 NaN            NaN   15.0920       0.672918       0.141492                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        83.4525                 NaN            NaN   15.7160       0.672921       0.158674                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        82.8113                 NaN            NaN   16.3399       0.672923       0.175856                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        82.1701                 NaN            NaN   16.9639       0.672926       0.193038                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        81.5290                 NaN            NaN   17.5879       0.672928       0.210220                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        80.9212                 NaN            NaN   18.1798       0.672931       0.226068                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        80.3135                 NaN            NaN   18.7717       0.672934       0.241916                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        79.7057                 NaN            NaN   19.3636       0.672936       0.257764                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        79.0979                 NaN            NaN   19.9555       0.672939       0.273612                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        78.4901                 NaN            NaN   20.5475       0.672942       0.289460                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        77.8823                 NaN            NaN   21.1394       0.672945       0.305309                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        77.2746                 NaN            NaN   21.7313       0.672947       0.321157                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        76.6668                 NaN            NaN   22.3233       0.672950       0.337006                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        76.0943                 NaN            NaN   22.8811       0.672953       0.351630                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        75.5218                 NaN            NaN   23.4390       0.672956       0.366254                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        74.9493                 NaN            NaN   23.9968       0.672959       0.380878                 NaN            NaN            NaN            NaN            NaN            NaN
