|6.6.6
Archiving\03_Data\eq/QFM_m3.25/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1675       0.832539                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1675       0.832539                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1675       0.832538                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1675       0.832537                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1675       0.832537                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1675       0.832536                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1675       0.832536                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1675       0.832535                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1675       0.832535                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1675       0.832534                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1675       0.832533                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1675       0.832533                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1675       0.832532                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1675       0.832531                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1675       0.832531                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1675       0.832530                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1675       0.832530                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1675       0.832529                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1675       0.832528                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1675       0.832528                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1675       0.832527                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1675       0.832526                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1675       0.832525                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1675       0.832525                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1675       0.832524                 NaN            NaN            NaN            NaN            NaN
