|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1162.04        500.000                 NaN            NaN   2.35697        5.23148                 NaN   7.13958        43.6993       0.492190        41.0805     
  1161.05        500.000                 NaN            NaN   2.36425        5.21915                 NaN   7.13936        43.7000       0.492627        41.0846     
  1160.06        500.000                 NaN            NaN   2.49707        4.97654                 NaN   7.12401        43.7553       0.504834        41.1422     
  1159.08        500.000                 NaN            NaN   2.47564        5.01698                 NaN   7.12775        43.7428       0.502609        41.1343     
  1158.09        500.000                 NaN            NaN   2.37402        5.20421                 NaN   7.14023        43.6968       0.492895        41.0919     
  1157.10        500.000                 NaN            NaN   2.38154        5.19142                 NaN   7.13994        43.6976       0.493338        41.0961     
  1156.11        500.000                 NaN            NaN   2.38845        5.17841                 NaN   7.14418        43.6957       0.494184        41.0991     
  1155.12        500.000                 NaN            NaN   2.39402        5.17020                 NaN   7.13978        43.6986       0.494052        41.1034     
  1154.14        500.000                 NaN            NaN   2.41073        5.13786                 NaN   7.14115        43.7046       0.495766        41.1099     
  1153.15        500.000                 NaN            NaN   2.39978        5.15919                 NaN   7.14215        43.6987       0.494423        41.1058     
  1152.16        500.000                 NaN            NaN   2.42390        5.11652                 NaN   7.14131        43.7042       0.496287        41.1178     
  1151.17        500.000                 NaN            NaN   2.42062        5.12508                 NaN   7.13911        43.7007       0.495664        41.1188     
  1150.18        500.000                 NaN            NaN   2.42680        5.11470                 NaN   7.13896        43.7011       0.496003        41.1225     
  1149.19        500.000                 NaN            NaN   2.44300        5.08452                 NaN   7.13879        43.7066       0.497359        41.1297     
  1148.21        500.000                 NaN            NaN   2.43887        5.09428                 NaN   7.13867        43.7019       0.496702        41.1296     
  1147.22        500.000                 NaN            NaN   2.44471        5.08449                 NaN   7.13863        43.7020       0.497041        41.1331     
  1146.23        500.000                 NaN            NaN   2.46009        5.05681                 NaN   7.13731        43.7066       0.498266        41.1409     
  1145.24        500.000                 NaN            NaN   2.45614        5.06527                 NaN   7.13852        43.7023       0.497698        41.1401     
  1144.25        500.000                 NaN            NaN   2.46173        5.05588                 NaN   7.13844        43.7025       0.498021        41.1435     
  1143.27        500.000                 NaN            NaN   2.47408        5.03373                 NaN   7.13743        43.7059       0.499000        41.1499     
  1142.28        500.000                 NaN            NaN   2.47985        5.02393                 NaN   7.13733        43.7062       0.499345        41.1534     
  1141.29        500.000                 NaN            NaN   2.48046        5.02392                 NaN   7.13805        43.7037       0.499207        41.1547     
  1140.30        500.000                 NaN            NaN   2.48552        5.01547                 NaN   7.13806        43.7036       0.499486        41.1579     
  1139.31        500.000                 NaN            NaN   2.49052        5.00714                 NaN   7.13807        43.7035       0.499760        41.1610     
  1138.33        500.000                 NaN            NaN   2.49545        4.99892                 NaN   7.13809        43.7033       0.500030        41.1642     
  1137.34        500.000                 NaN            NaN   2.50794        4.97616                 NaN   7.13666        43.7080       0.500992        41.1702     
  1136.35        500.000                 NaN            NaN   2.51248        4.96867                 NaN   7.13675        43.7077       0.501231        41.1732     
  1135.36        500.000                 NaN            NaN   2.51229        4.96874                 NaN   7.14177        43.7032       0.501131        41.1729     
  1134.37        500.000                 NaN            NaN   2.51312        4.96981                 NaN   7.13837        43.7020       0.500954        41.1758     
  1133.39        500.000                 NaN            NaN   2.60703        4.80080                 NaN   7.13103        43.7330       0.509559        41.2186     
  1132.40        500.000                 NaN            NaN   2.52993        4.94006                 NaN   7.13717        43.7059       0.502133        41.1848     
  1131.41        500.000                 NaN            NaN   2.53411        4.93319                 NaN   7.13730        43.7054       0.502345        41.1876     
  1130.42        500.000                 NaN            NaN   2.53836        4.92619                 NaN   7.13741        43.7050       0.502565        41.1905     
  1129.43        500.000                 NaN            NaN   2.53516        4.93341                 NaN   7.13873        43.7004       0.502049        41.1902     
  1128.45        500.000                 NaN            NaN   2.53912        4.92693                 NaN   7.13886        43.6999       0.502248        41.1929     
  1127.46        500.000                 NaN            NaN   2.54326        4.92010                 NaN   7.13891        43.6996       0.502454        41.1957     
  1126.47        500.000                 NaN            NaN   2.54785        4.91247                 NaN   7.13900        43.6993       0.502710        41.1987     
  1125.48        500.000                 NaN            NaN   2.55197        4.90568                 NaN   7.13911        43.6988       0.502923        41.2015     
  1124.49        500.000                 NaN            NaN   2.55612        4.89884                 NaN   7.13921        43.6984       0.503139        41.2043     
  1123.51        500.000                 NaN            NaN   2.56018        4.89215                 NaN   7.13933        43.6979       0.503348        41.2071     
  1122.52        500.000                 NaN            NaN   2.57215        4.86890                 NaN   7.13986        43.7023       0.504513        41.2123     
  1121.53        500.000                 NaN            NaN   2.57588        4.86321                 NaN   7.14095        43.7008       0.504513        41.2146     
  1120.54        500.000                 NaN            NaN   2.57770        4.86220                 NaN   7.14129        43.6958       0.504880        41.2181     
  1119.55        500.000                 NaN            NaN   2.58129        4.85592                 NaN   7.13921        43.6987       0.504700        41.2202     
  1118.57        500.000                 NaN            NaN   2.58484        4.85016                 NaN   7.13937        43.6980       0.504866        41.2228     
  1117.58        500.000                 NaN            NaN   2.58839        4.84438                 NaN   7.13953        43.6973       0.505040        41.2253     
  1116.59        500.000                 NaN            NaN   2.59208        4.83840                 NaN   7.13966        43.6967       0.505221        41.2280     
  1115.60        500.000                 NaN            NaN   2.59560        4.83271                 NaN   7.13980        43.6959       0.505394        41.2306     
  1114.61        500.000                 NaN            NaN   2.59907        4.82712                 NaN   7.13998        43.6952       0.505555        41.2331     
  1113.63        500.000                 NaN            NaN   2.60251        4.82157                 NaN   7.14017        43.6944       0.505719        41.2356     
  1112.64        500.000                 NaN            NaN   2.60585        4.81618                 NaN   7.14038        43.6937       0.505874        41.2381     
  1111.65        500.000                 NaN            NaN   2.60927        4.81065                 NaN   7.14057        43.6929       0.506035        41.2406     
  1110.66        500.000                 NaN            NaN   2.64728        4.73677                 NaN   7.13557        43.7125       0.510893        41.2570     
  1109.67        500.000                 NaN            NaN   2.64893        4.73419                 NaN   7.13579        43.7116       0.510944        41.2586     
  1108.68        500.000                 NaN            NaN   2.65056        4.73162                 NaN   7.13601        43.7106       0.510994        41.2602     
  1107.70        500.000                 NaN            NaN   2.65241        4.72949                 NaN   7.13671        43.7082       0.510981        41.2622     
  1106.71        500.000                 NaN            NaN   2.65403        4.72697                 NaN   7.13696        43.7072       0.511027        41.2638     
  1105.72        500.000                 NaN            NaN   2.65564        4.72446                 NaN   7.13719        43.7062       0.511075        41.2655     
  1104.73        500.000                 NaN            NaN   2.65724        4.72196                 NaN   7.13742        43.7052       0.511123        41.2671     
  1103.74        500.000                 NaN            NaN   2.65883        4.71947                 NaN   7.13764        43.7042       0.511171        41.2687     
  1102.76        500.000                 NaN            NaN   2.66042        4.71700                 NaN   7.13787        43.7032       0.511218        41.2703     
  1101.77        500.000                 NaN            NaN   2.66200        4.71454                 NaN   7.13811        43.7022       0.511265        41.2719     
  1100.78        500.000                 NaN            NaN   2.66357        4.71209                 NaN   7.13834        43.7012       0.511311        41.2735     
  1099.79        500.000                 NaN            NaN   2.66513        4.70966                 NaN   7.13858        43.7001       0.511356        41.2751     
  1098.80        500.000                 NaN            NaN   2.66669        4.70724                 NaN   7.13882        43.6991       0.511401        41.2767     
  1097.82        500.000                 NaN            NaN   2.66824        4.70484                 NaN   7.13906        43.6981       0.511446        41.2784     
  1096.83        500.000                 NaN            NaN   2.66978        4.70246                 NaN   7.13931        43.6970       0.511489        41.2800     
  1095.84        500.000                 NaN            NaN   2.67110        4.69961                 NaN   7.13904        43.6974       0.511599        41.2812     
  1094.85        500.000                 NaN            NaN   2.67263        4.69723                 NaN   7.13928        43.6964       0.511644        41.2828     
  1093.86        500.000                 NaN            NaN   2.67415        4.69488                 NaN   7.13953        43.6954       0.511686        41.2844     
  1092.88        500.000                 NaN            NaN   2.67567        4.69254                 NaN   7.13978        43.6943       0.511729        41.2860     
  1091.89        500.000                 NaN            NaN   2.67719        4.69018                 NaN   7.14003        43.6932       0.511773        41.2876     
  1090.90        500.000                 NaN            NaN   2.67868        4.68790                 NaN   7.14028        43.6921       0.511812        41.2892     
  1089.91        500.000                 NaN            NaN   2.68017        4.68561                 NaN   7.14053        43.6911       0.511853        41.2908     
  1088.92        500.000                 NaN            NaN   2.68166        4.68332                 NaN   7.14079        43.6900       0.511893        41.2924     
  1087.94        500.000                 NaN            NaN   2.68314        4.68105                 NaN   7.14105        43.6889       0.511933        41.2939     
  1086.95        500.000                 NaN            NaN   2.68461        4.67879                 NaN   7.14131        43.6878       0.511972        41.2955     
  1085.96        500.000                 NaN            NaN   2.68608        4.67655                 NaN   7.14157        43.6867       0.512011        41.2971     
  1084.97        500.000                 NaN            NaN   2.68595        4.67951                 NaN   7.14390        43.6816       0.511087        41.2980     
  1083.98        500.000                 NaN            NaN   2.68900        4.67209                 NaN   7.14211        43.6844       0.512088        41.3003     
  1083.00        500.000                 NaN            NaN   2.69442        4.67572                 NaN   7.14827        43.6643       0.509670        41.3076     
  1082.01        500.000                 NaN            NaN   2.69189        4.66769                 NaN   7.14264        43.6822       0.512162        41.3034     
  1081.02        500.000                 NaN            NaN   2.69954        4.66778                 NaN   7.14891        43.6620       0.509867        41.3120     
  1080.03        500.000                 NaN            NaN   2.70206        4.66388                 NaN   7.14924        43.6608       0.509962        41.3141     
  1079.04        500.000                 NaN            NaN   2.70457        4.66002                 NaN   7.14957        43.6596       0.510056        41.3162     
  1078.06        500.000                 NaN            NaN   2.70705        4.65621                 NaN   7.14990        43.6583       0.510148        41.3184     
  1077.07        500.000                 NaN            NaN   2.70951        4.65242                 NaN   7.15023        43.6571       0.510239        41.3205     
  1076.08        500.000                 NaN            NaN   2.71195        4.64867                 NaN   7.15057        43.6559       0.510328        41.3226     
  1075.09        500.000                 NaN            NaN   2.71437        4.64496                 NaN   7.15092        43.6546       0.510415        41.3247     
  1074.10        500.000                 NaN            NaN   2.71677        4.64129                 NaN   7.15126        43.6534       0.510502        41.3268     
  1073.12        500.000                 NaN            NaN   2.71916        4.63764                 NaN   7.15161        43.6521       0.510587        41.3289     
  1072.13        500.000                 NaN            NaN   2.72152        4.63404                 NaN   7.15196        43.6508       0.510670        41.3310     
  1071.14        500.000                 NaN            NaN   2.72386        4.63048                 NaN   7.15231        43.6495       0.510752        41.3331     
  1070.15        500.000                 NaN            NaN   2.72618        4.62695                 NaN   7.15267        43.6482       0.510832        41.3351     
  1069.16        500.000                 NaN            NaN   2.72849        4.62346                 NaN   7.15303        43.6469       0.510911        41.3372     
  1068.18        500.000                 NaN            NaN   2.73078        4.61998                 NaN   7.15339        43.6456       0.510990        41.3393     
  1067.19        500.000                 NaN            NaN   2.73306        4.61654                 NaN   7.15376        43.6443       0.511066        41.3413     
  1066.20        500.000                 NaN            NaN   2.73531        4.61313                 NaN   7.15413        43.6429       0.511143        41.3433     
  1065.21        500.000                 NaN            NaN   2.73755        4.60968                 NaN   7.15463        43.6416       0.511205        41.3453     
  1064.22        500.000                 NaN            NaN   2.73979        4.60637                 NaN   7.15487        43.6403       0.511291        41.3474     
  1063.23        500.000                 NaN            NaN   2.74194        4.60317                 NaN   7.15526        43.6389       0.511357        41.3494     
  1062.25        500.000                 NaN            NaN   2.74404        4.59997                 NaN   7.15588        43.6374       0.511421        41.3513     
  1061.26        500.000                 NaN            NaN   2.74483        4.59983                 NaN   7.15643        43.6346       0.511308        41.3529     
  1060.27        500.000                 NaN            NaN   2.74848        4.59331                 NaN   7.15638        43.6348       0.511570        41.3555     
  1059.28        500.000                 NaN            NaN   2.74993        4.59448                 NaN   7.15763        43.6294       0.511410        41.3571     
  1058.29        500.000                 NaN            NaN   2.75205        4.59130                 NaN   7.15802        43.6280       0.511476        41.3591     
  1057.31        500.000                 NaN            NaN   2.75415        4.58816                 NaN   7.15841        43.6266       0.511541        41.3611     
  1056.32        500.000                 NaN            NaN   2.75624        4.58504                 NaN   7.15879        43.6252       0.511605        41.3631     
  1055.33        500.000                 NaN            NaN   2.75832        4.58196                 NaN   7.15919        43.6238       0.511667        41.3650     
  1054.34        500.000                 NaN            NaN   2.76037        4.57890                 NaN   7.15958        43.6224       0.511728        41.3670     
  1053.35        500.000                 NaN            NaN   2.76241        4.57588                 NaN   7.15997        43.6210       0.511788        41.3690     
  1052.37        500.000                 NaN            NaN   2.76443        4.57288                 NaN   7.16037        43.6196       0.511847        41.3709     
  1051.38        500.000                 NaN            NaN   2.76644        4.56991                 NaN   7.16077        43.6181       0.511905        41.3728     
  1050.39        500.000                 NaN            NaN   2.76843        4.56697                 NaN   7.16117        43.6167       0.511962        41.3748     
  1049.40        500.000                 NaN            NaN   2.77041        4.56406                 NaN   7.16157        43.6153       0.512017        41.3767     
  1048.41        500.000                 NaN            NaN   2.77134        4.55386                 NaN   7.15929        43.6248       0.514163        41.3765     
  1047.43        500.000                 NaN            NaN   2.77310        4.55118                 NaN   7.15970        43.6235       0.514239        41.3783     
  1046.44        500.000                 NaN            NaN   2.77485        4.54853                 NaN   7.16011        43.6220       0.514315        41.3802     
  1045.45        500.000                 NaN            NaN   2.77658        4.54592                 NaN   7.16053        43.6206       0.514387        41.3820     
  1044.46        500.000                 NaN            NaN   2.77830        4.54333                 NaN   7.16095        43.6192       0.514458        41.3838     
  1043.47        500.000                 NaN            NaN   2.78000        4.54079                 NaN   7.16137        43.6177       0.514528        41.3856     
  1042.49        500.000                 NaN            NaN   2.78169        4.53827                 NaN   7.16180        43.6163       0.514595        41.3874     
  1041.50        500.000                 NaN            NaN   2.78336        4.53578                 NaN   7.16223        43.6148       0.514662        41.3892     
  1040.51        500.000                 NaN            NaN   2.78529        4.54449                 NaN   7.16812        43.5971       0.511508        41.3935     
  1039.52        500.000                 NaN            NaN   2.78871        4.53671                 NaN   7.16653        43.5991       0.512523        41.3964     
  1038.53        500.000                 NaN            NaN   2.79058        4.53403                 NaN   7.16699        43.5975       0.512568        41.3983     
  1037.55        500.000                 NaN            NaN   2.79243        4.53139                 NaN   7.16745        43.5959       0.512613        41.4002     
  1036.56        500.000                 NaN            NaN   2.79428        4.52877                 NaN   7.16791        43.5942       0.512656        41.4021     
  1035.57        500.000                 NaN            NaN   2.79611        4.52618                 NaN   7.16837        43.5926       0.512698        41.4040     
  1034.58        500.000                 NaN            NaN   2.79792        4.52361                 NaN   7.16883        43.5910       0.512739        41.4059     
  1033.59        500.000                 NaN            NaN   2.79971        4.52108                 NaN   7.16930        43.5893       0.512778        41.4078     
  1032.61        500.000                 NaN            NaN   2.80144        4.51873                 NaN   7.16982        43.5875       0.512810        41.4097     
  1031.62        500.000                 NaN            NaN   2.80316        4.51639                 NaN   7.17034        43.5857       0.512841        41.4116     
  1030.63        500.000                 NaN            NaN   2.80486        4.51408                 NaN   7.17087        43.5839       0.512871        41.4134     
  1029.64        500.000                 NaN            NaN   2.80655        4.51180                 NaN   7.17140        43.5821       0.512899        41.4153     
  1028.65        500.000                 NaN            NaN   2.80824        4.50953                 NaN   7.17194        43.5802       0.512927        41.4172     
  1027.67        500.000                 NaN            NaN   2.80991        4.50729                 NaN   7.17248        43.5783       0.512954        41.4190     
  1026.68        500.000                 NaN            NaN   2.81157        4.50507                 NaN   7.17302        43.5765       0.512980        41.4209     
  1025.69        500.000                 NaN            NaN   2.81321        4.50288                 NaN   7.17356        43.5746       0.513005        41.4228     
  1024.70        500.000                 NaN            NaN   2.81485        4.50071                 NaN   7.17412        43.5727       0.513029        41.4246     
  1023.71        500.000                 NaN            NaN   2.81648        4.49856                 NaN   7.17467        43.5708       0.513052        41.4265     
  1022.73        500.000                 NaN            NaN   2.81809        4.49643                 NaN   7.17523        43.5689       0.513074        41.4283     
  1021.74        500.000                 NaN            NaN   2.81970        4.49432                 NaN   7.17579        43.5669       0.513095        41.4302     
  1020.75        500.000                 NaN            NaN   2.82129        4.49224                 NaN   7.17636        43.5650       0.513115        41.4320     
  1019.76        500.000                 NaN            NaN   2.82288        4.49018                 NaN   7.17693        43.5630       0.513134        41.4339     
  1018.77        500.000                 NaN            NaN   2.82445        4.48815                 NaN   7.17750        43.5611       0.513152        41.4357     
  1017.78        500.000                 NaN            NaN   2.82602        4.48613                 NaN   7.17808        43.5591       0.513170        41.4375     
  1016.80        500.000                 NaN            NaN   2.82757        4.48413                 NaN   7.17866        43.5571       0.513186        41.4394     
  1015.81        500.000                 NaN            NaN   2.82911        4.48215                 NaN   7.17925        43.5551       0.513202        41.4412     
  1014.82        500.000                 NaN            NaN   2.83065        4.48020                 NaN   7.17984        43.5531       0.513216        41.4430     
  1013.83        500.000                 NaN            NaN   2.83217        4.47826                 NaN   7.18044        43.5510       0.513230        41.4449     
  1012.84        500.000                 NaN            NaN   2.83368        4.47636                 NaN   7.18103        43.5490       0.513242        41.4467     
  1011.86        500.000                 NaN            NaN   2.83519        4.47447                 NaN   7.18164        43.5470       0.513253        41.4485     
  1010.87        500.000                 NaN            NaN   2.83668        4.47260                 NaN   7.18224        43.5449       0.513264        41.4503     
  1009.88        500.000                 NaN            NaN   2.83816        4.47076                 NaN   7.18285        43.5428       0.513273        41.4521     
  1008.89        500.000                 NaN            NaN   2.83964        4.46893                 NaN   7.18347        43.5407       0.513282        41.4540     
  1007.90        500.000                 NaN            NaN   2.84110        4.46713                 NaN   7.18409        43.5386       0.513289        41.4558     
  1006.92        500.000                 NaN            NaN   2.84256        4.46534                 NaN   7.18471        43.5365       0.513297        41.4576     
  1005.93        500.000                 NaN            NaN   2.84400        4.46358                 NaN   7.18534        43.5344       0.513302        41.4594     
  1004.94        500.000                 NaN            NaN   2.84544        4.46183                 NaN   7.18597        43.5323       0.513308        41.4612     
  1003.95        500.000                 NaN            NaN   2.84686        4.46011                 NaN   7.18660        43.5301       0.513311        41.4630     
  1002.96        500.000                 NaN            NaN   2.84829        4.45839                 NaN   7.18724        43.5280       0.513315        41.4648     
  1001.98        500.000                 NaN            NaN   2.84969        4.45671                 NaN   7.18789        43.5258       0.513317        41.4666     
  1000.99        500.000                 NaN            NaN   2.85109        4.45505                 NaN   7.18853        43.5236       0.513318        41.4684     
  1000.00        500.000                 NaN            NaN   2.85249        4.45339                 NaN   7.18919        43.5214       0.513319        41.4702     
