|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1333.96        500.000                 NaN   99.6232       0.349688E-001  0.112519       0.129166       0.100102                 NaN            NaN            NaN
  1332.97        500.000                 NaN   99.3515       0.122635       0.229568       0.110914       0.185360                 NaN            NaN            NaN
  1331.98        500.000                 NaN   99.3555       0.122685       0.228841       0.108808       0.184216                 NaN            NaN            NaN
  1331.00        500.000                 NaN   99.3617       0.122055       0.107419       0.226529       0.182336                 NaN            NaN            NaN
  1330.01        500.000                 NaN   99.3652       0.122321       0.225697       0.105383       0.181430                 NaN            NaN            NaN
  1329.02        500.000                 NaN   99.3704       0.118819       0.108460       0.222953       0.179359                 NaN            NaN            NaN
  1328.03        500.000                 NaN   99.3724       0.124047       0.224572       0.995346E-001  0.179435                 NaN            NaN            NaN
  1327.04        500.000                 NaN   99.3801       0.120472       0.221294       0.101556       0.176606                 NaN            NaN            NaN
  1326.05        500.000                 NaN   99.3828       0.120564       0.220416       0.100261       0.175933                 NaN            NaN            NaN
  1325.07        500.000                 NaN   99.3874       0.120019       0.990554E-001  0.219000       0.174485                 NaN            NaN            NaN
  1324.08        500.000                 NaN   99.3915       0.119899       0.217882       0.974441E-001  0.173287                 NaN            NaN            NaN
  1323.09        500.000                 NaN   99.3947       0.119830       0.961531E-001  0.216994       0.172324                 NaN            NaN            NaN
  1322.10        500.000                 NaN   99.4002       0.118330       0.960620E-001  0.214916       0.170476                 NaN            NaN            NaN
  1321.11        500.000                 NaN   99.4037       0.118565       0.213999       0.941551E-001  0.169572                 NaN            NaN            NaN
  1320.13        500.000                 NaN   99.4041       0.120773       0.900089E-001  0.214871       0.170202                 NaN            NaN            NaN
  1319.14        500.000                 NaN   99.4180       0.115418       0.921460E-001  0.209823       0.164596                 NaN            NaN            NaN
  1318.15        500.000                 NaN   99.4160       0.117212       0.210682       0.902486E-001  0.165812                 NaN            NaN            NaN
  1317.16        500.000                 NaN   99.4201       0.116745       0.893485E-001  0.209278       0.164492                 NaN            NaN            NaN
  1316.17        500.000                 NaN   99.4238       0.115385       0.207491       0.900898E-001  0.163218                 NaN            NaN            NaN
  1315.19        500.000                 NaN   99.4267       0.115278       0.885424E-001  0.207115       0.162360                 NaN            NaN            NaN
  1314.20        500.000                 NaN   99.4313       0.114955       0.873199E-001  0.205442       0.160984                 NaN            NaN            NaN
  1313.21        500.000                 NaN   99.4350       0.112997       0.886674E-001  0.203717       0.159592                 NaN            NaN            NaN
  1312.22        500.000                 NaN   99.4367       0.114301       0.859306E-001  0.203715       0.159322                 NaN            NaN            NaN
  1311.23        500.000                 NaN   99.4432       0.111386       0.874008E-001  0.201078       0.156966                 NaN            NaN            NaN
  1310.25        500.000                 NaN   99.4457       0.111795       0.200415       0.857154E-001  0.156386                 NaN            NaN            NaN
  1309.26        500.000                 NaN   99.4492       0.111179       0.199000       0.852607E-001  0.155404                 NaN            NaN            NaN
  1308.27        500.000                 NaN   99.4536       0.109661       0.857396E-001  0.197275       0.153756                 NaN            NaN            NaN
  1307.28        500.000                 NaN   99.4555       0.108836       0.856461E-001  0.196705       0.153290                 NaN            NaN            NaN
  1306.29        500.000                 NaN   99.4609       0.109232       0.195500       0.828659E-001  0.151491                 NaN            NaN            NaN
  1305.31        500.000                 NaN   99.4627       0.107580       0.193862       0.848987E-001  0.150972                 NaN            NaN            NaN
  1304.32        500.000                 NaN   99.4659       0.106116       0.857650E-001  0.192493       0.149745                 NaN            NaN            NaN
  1303.33        500.000                 NaN   99.4689       0.105386       0.191393       0.855299E-001  0.148818                 NaN            NaN            NaN
  1302.34        500.000                 NaN   99.4730       0.104540       0.189966       0.849462E-001  0.147540                 NaN            NaN            NaN
  1301.35        500.000                 NaN   99.4759       0.103758       0.848280E-001  0.188915       0.146614                 NaN            NaN            NaN
  1300.37        500.000                 NaN   99.4789       0.102741       0.187720       0.850486E-001  0.145601                 NaN            NaN            NaN
  1299.38        500.000                 NaN   99.4820       0.101554       0.186383       0.855021E-001  0.144556                 NaN            NaN            NaN
  1298.39        500.000                 NaN   99.4851       0.100643       0.185202       0.855066E-001  0.143550                 NaN            NaN            NaN
  1297.40        500.000                 NaN   99.4882       0.100098       0.184047       0.850032E-001  0.142682                 NaN            NaN            NaN
  1296.41        500.000                 NaN   99.4906       0.986961E-001  0.182168       0.867007E-001  0.141832                 NaN            NaN            NaN
  1295.43        500.000                 NaN   99.4948       0.967265E-001  0.180364       0.877867E-001  0.140276                 NaN            NaN            NaN
  1294.44        500.000                 NaN   99.4962       0.961041E-001  0.180765       0.871865E-001  0.139730                 NaN            NaN            NaN
  1293.45        500.000                 NaN   99.5002       0.950627E-001  0.878266E-001  0.178314       0.138548                 NaN            NaN            NaN
  1292.46        500.000                 NaN   99.5027       0.941299E-001  0.177345       0.880824E-001  0.137756                 NaN            NaN            NaN
  1291.47        500.000                 NaN   99.3851       0.115723       0.111572       0.217138       0.170420                 NaN            NaN            NaN
  1290.49        500.000                 NaN   99.6282       0.682835E-001  0.689670E-001  0.132139       0.102366                 NaN            NaN            NaN
  1289.50        500.000                 NaN   99.5111       0.897586E-001  0.916103E-001  0.172751       0.134803                 NaN            NaN            NaN
  1288.51        500.000                 NaN   99.5121       0.888257E-001  0.946081E-001  0.169596       0.134908                 NaN            NaN            NaN
  1287.52        500.000                 NaN   99.5178       0.880312E-001  0.172721       0.891027E-001  0.132312                 NaN            NaN            NaN
  1286.53        500.000                 NaN   99.5160       0.883443E-001  0.171856       0.904941E-001  0.133277                 NaN            NaN            NaN
  1285.55        500.000                 NaN   99.5233       0.829170E-001  0.974434E-001  0.165859       0.130474                 NaN            NaN            NaN
  1284.56        500.000                 NaN   99.5242       0.841740E-001  0.166758       0.943637E-001  0.130500                 NaN            NaN            NaN
  1283.57        500.000                 NaN   99.5268       0.827953E-001  0.165066       0.956813E-001  0.129665                 NaN            NaN            NaN
  1282.58        500.000                 NaN   99.5293       0.814008E-001  0.968184E-001  0.163712       0.128795                 NaN            NaN            NaN
  1281.59        500.000                 NaN   99.5291       0.748998E-001  0.109345       0.158376       0.128248                 NaN            NaN            NaN
  1280.60        500.000                 NaN   99.5367       0.844230E-001  0.867806E-001  0.165134       0.126999                 NaN            NaN            NaN
  1279.62        500.000                 NaN   99.5368       0.771987E-001  0.100334       0.159415       0.126221                 NaN            NaN            NaN
  1278.63        500.000                 NaN   99.5393       0.761479E-001  0.100976       0.158158       0.125456                 NaN            NaN            NaN
  1277.64        500.000                 NaN   99.5413       0.746721E-001  0.102495       0.156757       0.124745                 NaN            NaN            NaN
  1276.65        500.000                 NaN   99.5425       0.730474E-001  0.105209       0.154954       0.124337                 NaN            NaN            NaN
  1275.66        500.000                 NaN   94.0367       0.115156       0.620134        1.19770       0.715733        3.31462                 NaN            NaN
  1274.68        500.000                 NaN   94.4309       0.883224E-001  0.566043        1.16091       0.669289        3.08455                 NaN            NaN
  1273.69        500.000                 NaN   94.0268       0.116808        1.21170       0.624947       0.721289        3.29843                 NaN            NaN
  1272.70        500.000                 NaN   94.5636       0.922630E-001  0.558157        1.13677       0.658743        2.99045                 NaN            NaN
  1271.71        500.000                 NaN   94.7505       0.849424E-001  0.535682        1.11438       0.638473        2.87598                 NaN            NaN
  1270.72        500.000                 NaN   94.9253       0.779315E-001  0.514422        1.09362       0.619505        2.76924                 NaN            NaN
  1269.74        500.000                 NaN   95.0860       0.697042E-001  0.492196        1.08006       0.602038        2.66998                 NaN            NaN
  1268.75        500.000                 NaN   95.2396       0.630443E-001  0.471608        1.06446       0.585365        2.57590                 NaN            NaN
  1267.76        500.000                 NaN   95.3825       0.549234E-001   1.05529       0.449722       0.569774        2.48780                 NaN            NaN
  1266.77        500.000                 NaN   95.5152       0.484980E-001  0.429686        1.04491       0.555370        2.40632                 NaN            NaN
  1265.78        500.000       0.459017E-001   95.3746       0.195653E-001  0.461879        1.05687       0.572161        2.46906                 NaN            NaN
  1264.80        500.000       0.383367        93.5893                 NaN  0.957181       0.881487       0.784130        3.40455                 NaN            NaN
  1263.81        500.000       0.321385        93.9141                 NaN  0.896786       0.868660       0.745753        3.22657       0.267448E-001            NaN
  1262.82        500.000       0.236638        94.2005                 NaN  0.886394       0.826244       0.711285        3.07117       0.678033E-001            NaN
  1261.83        500.000       0.220501        94.4932                 NaN  0.782761       0.850748       0.677588        2.90932       0.658646E-001            NaN
  1260.84        500.000       0.202561        94.7537       0.392002E-004  0.741405       0.823200       0.647480        2.76572       0.659165E-001            NaN
  1259.86        500.000       0.186432        94.9945                 NaN  0.702658       0.797891       0.619609        2.63318       0.657477E-001            NaN
  1258.87        500.000       0.171704        95.2175       0.436286E-004  0.666295       0.774189       0.593664        2.51111       0.655160E-001            NaN
  1257.88        500.000       0.158016        95.4169       0.551262E-005  0.754116       0.633215       0.570386        2.40182       0.654937E-001            NaN
  1256.89        500.000       0.144927        95.6009       0.682292E-005  0.601898       0.736632       0.548901        2.30106       0.656805E-001            NaN
  1255.90        500.000       0.133571        95.7724       0.886828E-005  0.718995       0.573020       0.528729        2.20779       0.654407E-001            NaN
  1254.92        500.000       0.122732        95.9296       0.256162E-004  0.545787       0.704117       0.510249        2.12210       0.654028E-001            NaN
  1253.93        500.000                 NaN   96.1037       0.190186       0.374031       0.656657       0.493813        2.05038       0.131198                 NaN
  1252.94        500.000                 NaN   96.2381       0.221016       0.275959       0.677489       0.478888        1.98045       0.128100                 NaN
  1251.95        500.000                 NaN   96.3686       0.214406       0.656836       0.264656       0.462974        1.90937       0.123172                 NaN
  1250.96        500.000                 NaN   96.4878       0.207403       0.257154       0.635945       0.448439        1.84470       0.118602                 NaN
  1249.98        500.000                 NaN   96.6022       0.200920       0.250386       0.614708       0.434552        1.78294       0.114253                 NaN
  1248.99        500.000                 NaN   96.7097       0.195917       0.236603       0.602116       0.421065        1.72438       0.110249                 NaN
  1248.00        500.000                 NaN   96.8053       0.182209       0.563467       0.259731       0.409759        1.67350       0.106036                 NaN
  1247.01        500.000                 NaN   96.9153       0.194059       0.587583       0.190519       0.395324        1.61406       0.103139                 NaN
  1246.02        500.000                 NaN   96.9953       0.179063       0.219519       0.549535       0.385674        1.57158       0.993024E-001            NaN
  1245.04        500.000                 NaN   97.0810       0.175256       0.536640       0.210105       0.374919        1.52593       0.961105E-001            NaN
  1244.05        500.000                 NaN   97.1622       0.170870       0.522435       0.203822       0.364715        1.48293       0.930368E-001            NaN
  1243.06        500.000                 NaN   97.2408       0.166304       0.508639       0.198198       0.354752        1.44131       0.900328E-001            NaN
  1242.07        500.000                 NaN   97.3154       0.162537       0.495795       0.191796       0.345327        1.40193       0.872183E-001            NaN
  1241.08        500.000                 NaN   97.3851       0.158608       0.483597       0.186527       0.336356        1.36532       0.845328E-001            NaN
  1240.09        500.000                 NaN   97.4538       0.154180       0.470426       0.182900       0.327552        1.32925       0.819209E-001            NaN
  1239.11        500.000                 NaN   97.5174       0.150350       0.458406       0.179153       0.319337        1.29595       0.793774E-001            NaN
  1238.12        500.000                 NaN   97.5797       0.146050       0.445721       0.176823       0.311281        1.26338       0.769974E-001            NaN
  1237.13        500.000                 NaN   97.6390       0.142653       0.434826       0.172559       0.303584        1.23265       0.747508E-001            NaN
  1236.14        500.000                 NaN   97.6953       0.138607       0.171124       0.423131       0.296103        1.20338       0.724013E-001            NaN
  1235.15        500.000                 NaN   97.7512       0.135066       0.168426       0.411412       0.288926        1.17468       0.702442E-001            NaN
  1234.17        500.000                 NaN   97.8030       0.130561       0.399120       0.169744       0.282040        1.14742       0.681177E-001            NaN
  1233.18        500.000                 NaN   97.8541       0.127529       0.165793       0.389641       0.275280        1.12144       0.661775E-001            NaN
  1232.19        500.000                 NaN   97.8971       0.113901       0.362919       0.195781       0.269456        1.09718       0.636565E-001            NaN
  1231.20        500.000                 NaN   97.9512       0.126772       0.147091       0.377429       0.262489        1.07233       0.626644E-001            NaN
  1230.21        500.000                 NaN   97.9934       0.110785       0.347215       0.182655       0.256692        1.04916       0.601169E-001            NaN
  1229.23        500.000                 NaN   98.0394       0.115330       0.350717       0.158963       0.250580        1.02623       0.588169E-001            NaN
  1228.24        500.000                 NaN   98.0807       0.107180       0.173271       0.332288       0.244833        1.00492       0.567755E-001            NaN
  1227.25        500.000                 NaN   98.1220       0.102729       0.320361       0.176963       0.239422       0.983475       0.550225E-001            NaN
  1226.26        500.000                 NaN   98.1559       0.899638E-001  0.208829       0.292950       0.234735       0.964737       0.528875E-001            NaN
  1225.27        500.000                 NaN   98.2025       0.102576       0.313175       0.157424       0.228464       0.943707       0.521913E-001            NaN
  1224.29        500.000                 NaN   98.2346       0.838119E-001  0.207967       0.275009       0.224104       0.924782       0.497674E-001            NaN
  1223.30        500.000                 NaN   98.2727       0.901123E-001  0.282158       0.180857       0.218814       0.906593       0.487732E-001            NaN
  1222.31        500.000                 NaN   98.3059       0.800877E-001  0.260756       0.203107       0.214329       0.888912       0.469181E-001            NaN
  1221.32        500.000                 NaN   98.3392       0.764640E-001  0.206377       0.250641       0.209783       0.872100       0.454299E-001            NaN
  1220.33        500.000                 NaN   98.3706       0.686563E-001  0.224673       0.231757       0.205490       0.854984       0.437943E-001            NaN
  1219.35        500.000                 NaN   98.4008       0.649525E-001  0.224113       0.226532       0.201332       0.839874       0.424217E-001            NaN
  1218.36        500.000                 NaN   98.4315       0.597734E-001  0.210204       0.236770       0.197008       0.823623       0.410907E-001            NaN
  1217.37        500.000                 NaN   98.4597       0.506749E-001  0.190818       0.257887       0.193275       0.808335       0.393386E-001            NaN
  1216.38        500.000                 NaN   98.4907       0.522443E-001  0.189563       0.247014       0.188862       0.793288       0.383102E-001            NaN
  1215.39        500.000                 NaN   97.0701       0.492431                 NaN            NaN  0.455782        1.86355       0.118111                 NaN
  1214.41        500.000                 NaN   98.8704       0.416353E-001  0.451964                 NaN  0.146397       0.436930       0.526665E-001            NaN
  1213.42        500.000                 NaN   99.3765                 NaN  0.382024                 NaN  0.986268E-002  0.231645                 NaN            NaN
  1212.43        500.000                 NaN   98.6930                 NaN  0.366176       0.458654E-001  0.181207       0.669347       0.444398E-001            NaN
  1211.44        500.000                 NaN   98.8580                 NaN  0.206536       0.122117       0.939423E-001  0.715508       0.388284E-002            NaN
  1210.45        500.000                 NaN   98.8309       0.533501E-001  0.446640                 NaN  0.136233       0.525835       0.700413E-002            NaN
  1209.47        500.000                 NaN   98.5632                 NaN  0.341662       0.139126       0.167655       0.745922       0.424332E-001            NaN
  1208.48        500.000                 NaN   98.8136       0.601374E-001  0.304399                 NaN  0.147975       0.652374       0.215441E-001            NaN
  1207.49        500.000                 NaN   98.6934       0.135455E-004  0.199830       0.236501       0.154412       0.685557       0.303183E-001            NaN
  1206.50        500.000                 NaN   97.5148       0.238798E-002  0.648747                 NaN  0.336594        1.45376       0.437515E-001            NaN
  1205.51        500.000                 NaN   99.0972                 NaN  0.315211                 NaN  0.295231E-001  0.518165       0.399112E-001            NaN
  1204.53        500.000                 NaN   99.6636                 NaN  0.173014       0.774757E-001  0.844500E-001            NaN  0.150794E-002            NaN
  1203.54        500.000                 NaN   98.9502                 NaN  0.205709       0.148703       0.119121       0.554133       0.221419E-001            NaN
  1202.55        500.000                 NaN   98.5380                 NaN  0.442170                 NaN  0.187389       0.808099       0.243378E-001            NaN
  1201.56        500.000                 NaN   99.3084       0.689279E-001  0.129920                 NaN  0.875041E-001  0.385191       0.200579E-001            NaN
  1200.57        500.000                 NaN   98.2575                 NaN  0.184539E-001  0.654893       0.260529       0.761614       0.470492E-001            NaN
  1199.59        500.000                 NaN   96.0873       0.359977       0.749466                 NaN  0.418002        2.30544       0.798264E-001            NaN
  1198.60        500.000                 NaN  100.0000       0.303368E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1197.61        500.000                 NaN   99.9999                 NaN  0.844920E-005            NaN  0.168029E-004  0.691313E-004  0.254381E-005            NaN
  1196.62        500.000                 NaN   99.9996                 NaN  0.136597E-003  0.217322E-005  0.490296E-004  0.212297E-003  0.677834E-005            NaN
  1195.63        500.000                 NaN   99.9999                 NaN  0.877486E-005  0.106171E-004  0.178683E-004  0.865924E-004  0.827983E-005            NaN
  1194.64        500.000                 NaN   98.7059                 NaN  0.409870       0.224591E-001  0.155884       0.684382       0.215480E-001            NaN
  1193.66        500.000                 NaN   99.3887       0.487162E-002  0.155062                 NaN  0.884791E-001  0.340061       0.228673E-001            NaN
  1192.67        500.000                 NaN   98.2190       0.749023E-001  0.357026                 NaN  0.238459        1.05394       0.567142E-001            NaN
  1191.68        500.000                 NaN   99.4628       0.105256       0.715004E-001            NaN  0.578190E-001  0.298643       0.400969E-002            NaN
  1190.69        500.000                 NaN   97.7011                 NaN  0.197615       0.498183       0.187114       0.963657       0.104086E-001  0.441948     
  1189.70        500.000                 NaN   95.5304       0.155023                 NaN            NaN  0.371875        1.52315       0.605361E-001   2.35904     
  1188.72        500.000                 NaN   90.0655       0.463044       0.388345       0.955295       0.802573        4.13372       0.679322E-001   3.12357     
  1187.73        500.000                 NaN   86.5934                 NaN  0.345785        1.55266        1.08027        5.30467       0.856809E-001   5.03751     
  1186.74        500.000                 NaN   92.0511                 NaN  0.338595       0.679066       0.619591        3.20672       0.585640E-001   3.04635     
  1185.75        500.000                 NaN   51.2646                 NaN  0.775052        5.58881        3.76024        19.7095       0.292080        18.6097     
  1184.76        500.000                 NaN            NaN   3.38625        7.58127                 NaN   7.37851        41.4175       0.845637        39.3908     
  1183.78        500.000                 NaN            NaN   3.47016        7.46798                 NaN   7.37744        41.4219       0.847200        39.4153     
  1182.79        500.000                 NaN            NaN   3.35175        7.65096                 NaN   7.38590        41.3931       0.836242        39.3821     
  1181.80        500.000                 NaN            NaN   3.44072        7.50625                 NaN   7.37974        41.4168       0.847211        39.4093     
  1180.81        500.000                 NaN            NaN   3.49198        7.43045                 NaN   7.37416        41.4309       0.850374        39.4222     
  1179.82        500.000                 NaN            NaN   3.54906        7.34635                 NaN   7.37183        41.4422       0.853662        39.4369     
  1178.84        500.000                 NaN            NaN   3.57004        7.31564                 NaN   7.37150        41.4446       0.855006        39.4432     
  1177.85        500.000                 NaN            NaN   3.53778        7.36992                 NaN   7.37506        41.4310       0.850984        39.4353     
  1176.86        500.000                 NaN            NaN   3.56150        7.33435                 NaN   7.37409        41.4352       0.852748        39.4421     
  1175.87        500.000                 NaN            NaN   3.61751        7.24863                 NaN   7.37048        41.4481       0.857409        39.4579     
  1174.88        500.000                 NaN            NaN   3.63526        7.22221                 NaN   7.36996        41.4508       0.858668        39.4631     
  1173.90        500.000                 NaN            NaN   3.65240        7.19673                 NaN   7.36948        41.4534       0.859879        39.4681     
  1172.91        500.000                 NaN            NaN   3.66898        7.17209                 NaN   7.36904        41.4559       0.861046        39.4730     
  1171.92        500.000                 NaN            NaN   3.68506        7.14820                 NaN   7.36863        41.4582       0.862174        39.4777     
  1170.93        500.000                 NaN            NaN   3.70059        7.12516                 NaN   7.36825        41.4604       0.863257        39.4823     
  1169.94        500.000                 NaN            NaN   3.71570        7.10275                 NaN   7.36790        41.4626       0.864306        39.4868     
  1168.96        500.000                 NaN            NaN   3.73020        7.08127                 NaN   7.36760        41.4646       0.865306        39.4911     
  1167.97        500.000                 NaN            NaN   3.74459        7.05995                 NaN   7.36729        41.4665       0.866300        39.4954     
  1166.98        500.000                 NaN            NaN   3.75853        7.03931                 NaN   7.36701        41.4684       0.867258        39.4995     
  1165.99        500.000                 NaN            NaN   3.77209        7.01924                 NaN   7.36676        41.4702       0.868186        39.5035     
  1165.00        500.000                 NaN            NaN   3.78530        6.99971                 NaN   7.36652        41.4719       0.869086        39.5075     
  1164.02        500.000                 NaN            NaN   3.79820        6.98066                 NaN   7.36631        41.4735       0.869961        39.5114     
  1163.03        500.000                 NaN            NaN   3.81074        6.96214                 NaN   7.36612        41.4751       0.870807        39.5151     
  1162.04        500.000                 NaN            NaN   3.82289        6.94423                 NaN   7.36595        41.4765       0.871620        39.5188     
  1161.05        500.000                 NaN            NaN   3.83479        6.92671                 NaN   7.36580        41.4779       0.872412        39.5223     
  1160.06        500.000                 NaN            NaN   4.05096        6.58249                 NaN   7.35117        41.5377       0.894189        39.5835     
  1159.08        500.000                 NaN            NaN   4.01617        6.63947                 NaN   7.35486        41.5252       0.890240        39.5741     
  1158.09        500.000                 NaN            NaN   3.85090        6.90508                 NaN   7.36684        41.4765       0.872938        39.5277     
  1157.10        500.000                 NaN            NaN   3.86320        6.88694                 NaN   7.36663        41.4781       0.873744        39.5314     
  1156.11        500.000                 NaN            NaN   3.87461        6.86802                 NaN   7.37109        41.4771       0.875264        39.5339     
  1155.12        500.000                 NaN            NaN   3.88383        6.85670                 NaN   7.36660        41.4803       0.875046        39.5375     
