|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1522.44        500.000       0.280626E-002   99.9667       0.304661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.13        500.000                 NaN   99.5405       0.280119E-001  0.431532                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.82        500.000                 NaN   99.5170       0.870354E-002  0.474309                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        500.000                 NaN   99.5216       0.764035E-002  0.470783                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.20        500.000                 NaN   99.5206       0.637966E-002  0.473011                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        500.000                 NaN   99.5278       0.579805E-002  0.466423                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.58        500.000                 NaN   99.5256       0.326977E-002  0.471166                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        500.000                 NaN   99.5337       0.536538E-002  0.460917                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.97        500.000                 NaN   99.5353       0.543731E-002  0.459275                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.66        500.000                 NaN   99.5377       0.370483E-002  0.458549                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.35        500.000                 NaN   99.5412       0.436204E-002  0.454451                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.04        500.000                 NaN   99.2863       0.188407E-001  0.694897                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.73        500.000                 NaN   99.8070       0.100505E-001  0.182948                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.42        500.000                 NaN   99.5482                 NaN  0.451829                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.11        500.000                 NaN   99.5512                 NaN  0.448753                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.80        500.000                 NaN   99.5533                 NaN  0.446655                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.49        500.000                 NaN   99.5565       0.148876E-002  0.442014                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.18        500.000                 NaN   99.8542       0.629185E-002  0.139543                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.87        500.000                 NaN   99.2698                 NaN  0.730222                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.56        500.000                 NaN   99.5651                 NaN  0.434911                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.25        500.000                 NaN   99.5705       0.270675E-001  0.402388                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.94        500.000                 NaN   99.5696                 NaN  0.430409                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.63        500.000                 NaN   99.5733       0.991063E-002  0.416794                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000                 NaN   99.4167                 NaN  0.583295                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.02        500.000                 NaN   99.7301                 NaN  0.269910                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.71        500.000                 NaN   99.5787                 NaN  0.421256                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.40        500.000                 NaN   99.5804                 NaN  0.419648                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.09        500.000                 NaN   99.5827                 NaN  0.417324                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.78        500.000                 NaN   99.5563                 NaN  0.443671                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.47        500.000                 NaN   99.6062                 NaN  0.346175       0.476005E-001            NaN            NaN            NaN            NaN            NaN
  1483.16        500.000                 NaN   99.4967                 NaN  0.783486E-001  0.424985                 NaN            NaN            NaN            NaN            NaN
  1481.85        500.000                 NaN   99.4721                 NaN  0.624447E-001  0.465419                 NaN            NaN            NaN            NaN            NaN
  1480.54        500.000                 NaN   99.4640                 NaN            NaN  0.535980                 NaN            NaN            NaN            NaN            NaN
  1479.23        500.000                 NaN   99.8684       0.921258E-001  0.394254E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1477.92        500.000                 NaN   99.1239                 NaN            NaN  0.876085                 NaN            NaN            NaN            NaN            NaN
  1476.61        500.000                 NaN   99.4682                 NaN            NaN  0.531836                 NaN            NaN            NaN            NaN            NaN
  1475.30        500.000                 NaN   99.4674                 NaN  0.754051E-002  0.525066                 NaN            NaN            NaN            NaN            NaN
  1473.99        500.000                 NaN   99.4649                 NaN            NaN  0.535055                 NaN            NaN            NaN            NaN            NaN
  1472.68        500.000                 NaN   99.4614                 NaN            NaN  0.538581                 NaN            NaN            NaN            NaN            NaN
  1471.37        500.000                 NaN   99.4653                 NaN            NaN  0.534748                 NaN            NaN            NaN            NaN            NaN
  1470.07        500.000                 NaN   99.4611                 NaN            NaN  0.538932                 NaN            NaN            NaN            NaN            NaN
  1468.76        500.000                 NaN   99.4543                 NaN            NaN  0.545701                 NaN            NaN            NaN            NaN            NaN
  1467.45        500.000                 NaN   99.4514                 NaN            NaN  0.548569                 NaN            NaN            NaN            NaN            NaN
  1466.14        500.000                 NaN   99.3442                 NaN            NaN  0.172356       0.483408                 NaN            NaN            NaN            NaN
  1464.83        500.000                 NaN   99.1256                 NaN            NaN  0.526209       0.348173                 NaN            NaN            NaN            NaN
  1463.52        500.000                 NaN   99.1340                 NaN            NaN  0.344290       0.521673                 NaN            NaN            NaN            NaN
  1462.21        500.000                 NaN   99.1420                 NaN            NaN  0.341057       0.516968                 NaN            NaN            NaN            NaN
  1460.90        500.000                 NaN   99.1462                 NaN            NaN  0.514382       0.339438                 NaN            NaN            NaN            NaN
  1459.59        500.000                 NaN   99.1573                 NaN            NaN  0.335045       0.507617                 NaN            NaN            NaN            NaN
  1458.28        500.000                 NaN   99.1640                 NaN            NaN  0.503545       0.332412                 NaN            NaN            NaN            NaN
  1456.97        500.000                 NaN   99.1694                 NaN            NaN  0.500396       0.330215                 NaN            NaN            NaN            NaN
  1455.66        500.000                 NaN   99.1796                 NaN            NaN  0.325839       0.494601                 NaN            NaN            NaN            NaN
  1454.35        500.000                 NaN   99.1846                 NaN            NaN  0.323659       0.491696                 NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.1907                 NaN            NaN  0.320902       0.488379                 NaN            NaN            NaN            NaN
  1451.73        500.000                 NaN   99.1993                 NaN            NaN  0.482852       0.317878                 NaN            NaN            NaN            NaN
  1450.42        500.000                 NaN   99.2050                 NaN            NaN  0.315280       0.479735                 NaN            NaN            NaN            NaN
  1449.12        500.000                 NaN   99.2117                 NaN            NaN  0.475469       0.312820                 NaN            NaN            NaN            NaN
  1447.81        500.000                 NaN   99.2178                 NaN            NaN  0.471998       0.310219                 NaN            NaN            NaN            NaN
  1446.50        500.000                 NaN   99.2246                 NaN            NaN  0.468011       0.307388                 NaN            NaN            NaN            NaN
  1445.19        500.000                 NaN   99.2301                 NaN            NaN  0.304946       0.464967                 NaN            NaN            NaN            NaN
  1443.88        500.000                 NaN   99.2221                 NaN            NaN  0.307570       0.470311                 NaN            NaN            NaN            NaN
  1442.57        500.000                 NaN   99.2578                 NaN            NaN  0.293972       0.448259                 NaN            NaN            NaN            NaN
  1441.26        500.000                 NaN   99.2501                 NaN            NaN  0.297528       0.452339                 NaN            NaN            NaN            NaN
  1439.95        500.000                 NaN   99.2550                 NaN            NaN  0.449870       0.295123                 NaN            NaN            NaN            NaN
  1438.64        500.000                 NaN   99.2599                 NaN            NaN  0.446962       0.293143                 NaN            NaN            NaN            NaN
  1437.33        500.000                 NaN   99.2672                 NaN            NaN  0.442513       0.290300                 NaN            NaN            NaN            NaN
  1436.02        500.000                 NaN   99.2720                 NaN            NaN  0.439876       0.288130                 NaN            NaN            NaN            NaN
  1434.71        500.000                 NaN   99.2782                 NaN            NaN  0.285620       0.436134                 NaN            NaN            NaN            NaN
  1433.40        500.000                 NaN   99.2835                 NaN            NaN  0.432995       0.283456                 NaN            NaN            NaN            NaN
  1432.09        500.000                 NaN   99.2888                 NaN            NaN  0.281367       0.429820                 NaN            NaN            NaN            NaN
  1430.78        500.000                 NaN   99.2929                 NaN            NaN  0.279617       0.427514                 NaN            NaN            NaN            NaN
  1429.47        500.000                 NaN   99.3021                 NaN            NaN  0.421983       0.275952                 NaN            NaN            NaN            NaN
  1428.17        500.000                 NaN   99.2940                 NaN            NaN  0.278916       0.427056                 NaN            NaN            NaN            NaN
  1426.86        500.000                 NaN   99.3202                 NaN            NaN  0.269035       0.410732                 NaN            NaN            NaN            NaN
  1425.55        500.000                 NaN   99.3088                 NaN            NaN  0.418560       0.272628                 NaN            NaN            NaN            NaN
  1424.24        500.000                 NaN   99.3271                 NaN            NaN  0.265994       0.406867                 NaN            NaN            NaN            NaN
  1422.93        500.000       0.216616E-002   99.3255                 NaN            NaN  0.269574       0.402780                 NaN            NaN            NaN            NaN
  1421.62        500.000                 NaN   99.3307                 NaN            NaN  0.405209       0.264050                 NaN            NaN            NaN            NaN
  1420.31        500.000                 NaN   99.3352                 NaN            NaN  0.402382       0.262461                 NaN            NaN            NaN            NaN
  1419.00        500.000                 NaN   99.3398                 NaN            NaN  0.399719       0.260491                 NaN            NaN            NaN            NaN
  1417.69        500.000                 NaN   99.3450                 NaN            NaN  0.258217       0.396789                 NaN            NaN            NaN            NaN
  1416.38        500.000       0.334832E-003   99.3496                 NaN            NaN  0.393119       0.256959                 NaN            NaN            NaN            NaN
  1415.07        500.000                 NaN   99.3543                 NaN            NaN  0.254439       0.391304                 NaN            NaN            NaN            NaN
  1413.76        500.000       0.587307E-003   99.3586                 NaN            NaN  0.253542       0.387274                 NaN            NaN            NaN            NaN
  1412.45        500.000                 NaN   99.3609                 NaN            NaN  0.388212       0.250884                 NaN            NaN            NaN            NaN
  1411.14        500.000       0.187899E-003   99.3687                 NaN            NaN  0.248923       0.382229                 NaN            NaN            NaN            NaN
  1409.83        500.000       0.512172E-003   99.3719                 NaN            NaN  0.247794       0.379754                 NaN            NaN            NaN            NaN
  1408.52        500.000       0.476206E-003   99.3767                 NaN            NaN  0.245899       0.376907                 NaN            NaN            NaN            NaN
  1407.22        500.000                 NaN   98.5024                 NaN            NaN  0.461949       0.590939       0.444688                 NaN            NaN            NaN
  1405.91        500.000                 NaN   98.4537                 NaN            NaN  0.609768       0.462205       0.474305                 NaN            NaN            NaN
  1404.60        500.000       0.113003E-002   98.4814                 NaN            NaN  0.451127       0.600835       0.465542                 NaN            NaN            NaN
  1403.29        500.000                 NaN   98.4971                 NaN            NaN  0.449664       0.592489       0.460783                 NaN            NaN            NaN
  1401.98        500.000                 NaN   98.5267                 NaN            NaN  0.441478       0.580100       0.451748                 NaN            NaN            NaN
  1400.67        500.000       0.249720E-004   98.5434                 NaN            NaN  0.574751       0.435382       0.446473                 NaN            NaN            NaN
  1399.36        500.000                 NaN   98.5698                 NaN            NaN  0.427880       0.564043       0.438314                 NaN            NaN            NaN
  1398.05        500.000                 NaN   98.5868                 NaN            NaN  0.422784       0.557265       0.433109                 NaN            NaN            NaN
  1396.74        500.000                 NaN   98.6064                 NaN            NaN  0.416784       0.549623       0.427192                 NaN            NaN            NaN
  1395.43        500.000                 NaN   98.6279                 NaN            NaN  0.410594       0.541319       0.420166                 NaN            NaN            NaN
  1394.12        500.000                 NaN   98.6473                 NaN            NaN  0.533666       0.404658       0.414420                 NaN            NaN            NaN
  1392.81        500.000                 NaN   98.6649                 NaN            NaN  0.399650       0.526638       0.408764                 NaN            NaN            NaN
  1391.50        500.000                 NaN   98.6841                 NaN            NaN  0.393656       0.519373       0.402860                 NaN            NaN            NaN
  1390.19        500.000                 NaN   98.7011                 NaN            NaN  0.512843       0.388658       0.397443                 NaN            NaN            NaN
  1388.88        500.000                 NaN   98.7192                 NaN            NaN  0.382945       0.505711       0.392146                 NaN            NaN            NaN
  1387.57        500.000                 NaN   98.7370                 NaN            NaN  0.377644       0.499041       0.386337                 NaN            NaN            NaN
  1386.27        500.000                 NaN   98.7481                 NaN            NaN  0.373805       0.494697       0.383395                 NaN            NaN            NaN
  1384.96        500.000                 NaN   98.7727                 NaN            NaN  0.366765       0.485408       0.375148                 NaN            NaN            NaN
  1383.65        500.000                 NaN   98.7837                 NaN            NaN  0.363211       0.481464       0.371661                 NaN            NaN            NaN
  1382.34        500.000                 NaN   98.7993                 NaN            NaN  0.358521       0.475462       0.366706                 NaN            NaN            NaN
  1381.03        500.000                 NaN   98.8140                 NaN            NaN  0.469734       0.354235       0.362069                 NaN            NaN            NaN
  1379.72        500.000                 NaN   98.8291                 NaN            NaN  0.464284       0.349167       0.357460                 NaN            NaN            NaN
  1378.41        500.000                 NaN   98.8437                 NaN            NaN  0.345130       0.458334       0.352790                 NaN            NaN            NaN
  1377.10        500.000                 NaN   98.8572                 NaN            NaN  0.340674       0.453699       0.348460                 NaN            NaN            NaN
  1375.79        500.000                 NaN   98.8710                 NaN            NaN  0.448318       0.336504       0.344145                 NaN            NaN            NaN
