|6.6.6
Archiving\03_Data\frac/QFM_m4.5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1561.40        2500.00        98.8627                 NaN            NaN            NaN  0.120696        1.01656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.3697                 NaN            NaN            NaN  0.186132        1.44412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.4148                 NaN            NaN            NaN  0.584002E-001  0.526751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5225                 NaN            NaN            NaN  0.524003E-001  0.425095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.8169                 NaN            NaN            NaN  0.218079E-001  0.161339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.4122                 NaN            NaN            NaN  0.249245        2.33854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9405                 NaN            NaN            NaN  0.103746       0.955704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9532                 NaN            NaN            NaN  0.104959       0.941811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9593                 NaN            NaN            NaN  0.986535E-001  0.942063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9805                 NaN            NaN            NaN  0.970665E-001  0.922442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.5676                 NaN            NaN            NaN  0.415736E-001  0.336349        1.05446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9918                 NaN            NaN            NaN            NaN            NaN   1.00825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7290                 NaN            NaN            NaN            NaN            NaN   1.27101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7272                 NaN            NaN            NaN            NaN            NaN   1.27276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7333                 NaN            NaN            NaN            NaN            NaN   1.26672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2884                 NaN            NaN            NaN            NaN  0.371020       0.340566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.1848                 NaN            NaN            NaN            NaN            NaN   1.81521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7255                 NaN            NaN            NaN            NaN            NaN   1.27454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7183                 NaN            NaN            NaN            NaN            NaN   1.28165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7095                 NaN            NaN            NaN            NaN            NaN   1.29052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.6990                 NaN            NaN            NaN            NaN            NaN   1.30098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.6784                 NaN            NaN            NaN            NaN            NaN   1.32157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.6550                 NaN            NaN            NaN            NaN            NaN   1.34498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6186                 NaN            NaN            NaN            NaN            NaN   1.38143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.5688                 NaN            NaN            NaN            NaN            NaN   1.43124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0691                 NaN            NaN            NaN            NaN            NaN  0.799200        1.13175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9238                 NaN            NaN            NaN            NaN            NaN  0.561295        1.51494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9546                 NaN            NaN            NaN            NaN            NaN   1.49154       0.553869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9801                 NaN            NaN            NaN            NaN            NaN  0.543701        1.47616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0143                 NaN            NaN            NaN            NaN            NaN   1.44261       0.543093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0386                 NaN            NaN            NaN            NaN            NaN   1.42335       0.538064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0651                 NaN            NaN            NaN            NaN            NaN  0.530045        1.40483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0882                 NaN            NaN            NaN            NaN            NaN  0.525627        1.38614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1134                 NaN            NaN            NaN            NaN            NaN   1.36601       0.520562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1357                 NaN            NaN            NaN            NaN            NaN   1.35157       0.512730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1578                 NaN            NaN            NaN            NaN            NaN  0.513473        1.32877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.1784                 NaN            NaN            NaN            NaN            NaN   1.31875       0.502847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2001                 NaN            NaN            NaN            NaN            NaN  0.500814        1.29908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2182                 NaN            NaN            NaN            NaN            NaN  0.494217        1.28759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2370                 NaN            NaN            NaN            NaN            NaN  0.493905        1.26907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2543                 NaN            NaN            NaN            NaN            NaN   1.25803       0.487703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2713                 NaN            NaN            NaN            NaN            NaN   1.24795       0.480714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2872                 NaN            NaN            NaN            NaN            NaN  0.477350        1.23548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3018                 NaN            NaN            NaN  0.977211E-004            NaN   1.22599       0.472087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3159                 NaN            NaN            NaN            NaN            NaN  0.466180        1.21796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3289                 NaN            NaN            NaN            NaN            NaN   1.20935       0.461766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        95.9271                 NaN            NaN  0.210356E-001  0.225918                 NaN   1.16173        1.84767                 NaN            NaN  0.816544                 NaN            NaN            NaN            NaN
  1443.61        2500.00        97.8234                 NaN            NaN            NaN  0.327703                 NaN  0.870404       0.313633                 NaN            NaN  0.664875                 NaN            NaN            NaN            NaN
  1441.10        2500.00        94.5545                 NaN            NaN            NaN  0.807482                 NaN   2.09607       0.890050                 NaN            NaN   1.65188                 NaN            NaN            NaN            NaN
  1438.60        2500.00        95.4799                 NaN            NaN            NaN  0.695096                 NaN   1.76900       0.681987                 NaN            NaN   1.37402                 NaN            NaN            NaN            NaN
  1436.09        2500.00        95.6144                 NaN            NaN            NaN  0.694066                 NaN  0.616137        1.74120                 NaN            NaN   1.33424                 NaN            NaN            NaN            NaN
  1433.58        2500.00        95.7338                 NaN            NaN            NaN  0.693201                 NaN  0.546336        1.72883                 NaN            NaN   1.29778                 NaN            NaN            NaN            NaN
  1431.08        2500.00        95.8440                 NaN            NaN            NaN  0.693904                 NaN   1.71686       0.480777                 NaN            NaN   1.26444                 NaN            NaN            NaN            NaN
  1428.57        2500.00        95.9594                 NaN            NaN            NaN  0.691656                 NaN  0.419006        1.70035                 NaN            NaN   1.22957                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.0592                 NaN            NaN            NaN  0.692299                 NaN  0.355166        1.69380                 NaN            NaN   1.19956                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.1574                 NaN            NaN            NaN  0.692920                 NaN  0.295728        1.68424                 NaN            NaN   1.16972                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.2440                 NaN            NaN            NaN  0.694437                 NaN   1.67552       0.239471                 NaN            NaN   1.14659                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.3773                 NaN            NaN            NaN  0.684870                 NaN  0.170347        1.66685                 NaN            NaN   1.10067                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.4302                 NaN            NaN            NaN  0.690175                 NaN  0.116703        1.67669                 NaN            NaN   1.08619                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.5103                 NaN            NaN            NaN  0.689373                 NaN   1.68084       0.580561E-001            NaN            NaN   1.06141                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.5342                 NaN            NaN            NaN  0.639112                 NaN   1.55224       0.227764                 NaN            NaN   1.04664                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.6880                 NaN            NaN            NaN  0.663195                 NaN   1.64696                 NaN            NaN            NaN   1.00189                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.7285                 NaN            NaN            NaN  0.668752                 NaN   1.61201                 NaN            NaN            NaN  0.990761                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.7953                 NaN            NaN            NaN  0.661481                 NaN   1.57410                 NaN            NaN            NaN  0.969084                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.8555                 NaN            NaN            NaN  0.646800                 NaN   1.54982                 NaN            NaN            NaN  0.947871                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.9159                 NaN            NaN            NaN  0.633207                 NaN   1.52417                 NaN            NaN            NaN  0.926763                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.9735                 NaN            NaN            NaN  0.616899                 NaN   1.50233                 NaN            NaN            NaN  0.907229                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.0282                 NaN            NaN            NaN  0.605088                 NaN   1.47993                 NaN            NaN            NaN  0.886766                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.0913                 NaN            NaN            NaN  0.607707                 NaN   1.43293                 NaN            NaN            NaN  0.868080                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.1372                 NaN            NaN            NaN  0.652604                 NaN   1.34797                 NaN            NaN            NaN  0.862191                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.2111                 NaN            NaN            NaN  0.586377                 NaN   1.37645                 NaN            NaN            NaN  0.826104                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.2428                 NaN            NaN            NaN  0.583998                 NaN   1.35703                 NaN            NaN            NaN  0.816209                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.2878                 NaN            NaN            NaN  0.579979                 NaN   1.33154                 NaN            NaN            NaN  0.800649                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.3344                 NaN            NaN            NaN  0.574420                 NaN   1.30622                 NaN            NaN            NaN  0.784936                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.3330                 NaN            NaN            NaN  0.505834                 NaN   1.35500                 NaN            NaN            NaN  0.777213       0.289494E-001            NaN            NaN            NaN
  1373.43        2500.00        97.3134                 NaN            NaN            NaN  0.411229                 NaN   1.43376                 NaN            NaN            NaN  0.772334       0.692952E-001            NaN            NaN            NaN
  1370.93        2500.00        97.3766                 NaN            NaN            NaN  0.416288                 NaN   1.39669                 NaN            NaN            NaN  0.752649       0.577678E-001            NaN            NaN            NaN
  1368.42        2500.00        97.4338                 NaN            NaN            NaN  0.423478                 NaN   1.36191                 NaN            NaN            NaN  0.734770       0.460604E-001            NaN            NaN            NaN
  1365.91        2500.00        97.4962                 NaN            NaN            NaN  0.436990                 NaN   1.31722                 NaN            NaN            NaN  0.716361       0.332724E-001            NaN            NaN            NaN
  1363.41        2500.00        97.5554                 NaN            NaN            NaN  0.457048                 NaN   1.26861                 NaN            NaN            NaN  0.699326       0.196103E-001            NaN            NaN            NaN
  1360.90        2500.00        97.6089                 NaN            NaN            NaN  0.473978                 NaN   1.22712                 NaN            NaN            NaN  0.683480       0.647226E-002            NaN            NaN            NaN
  1358.40        2500.00        97.6508                 NaN            NaN            NaN  0.476460                 NaN   1.20086                 NaN            NaN            NaN  0.669939       0.191062E-002            NaN            NaN            NaN
  1355.89        2500.00        97.6847                 NaN            NaN            NaN  0.465720                 NaN   1.19262                 NaN            NaN            NaN  0.656940                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.7169                 NaN            NaN            NaN  0.460846                 NaN   1.17658                 NaN            NaN            NaN  0.645714                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.4755                 NaN            NaN            NaN  0.434536                 NaN   1.28461                 NaN            NaN            NaN  0.691933                 NaN  0.113442                 NaN            NaN
  1348.37        2500.00        97.4317                 NaN            NaN            NaN  0.428790                 NaN   1.29270                 NaN            NaN            NaN  0.697464                 NaN  0.149331                 NaN            NaN
  1345.86        2500.00        97.4866                 NaN            NaN            NaN  0.426223                 NaN   1.26022                 NaN            NaN            NaN  0.682369                 NaN  0.144578                 NaN            NaN
  1343.36        2500.00        97.5395                 NaN            NaN            NaN  0.418971                 NaN   1.23448                 NaN            NaN            NaN  0.667231                 NaN  0.139787                 NaN            NaN
  1340.85        2500.00        97.5896                 NaN            NaN            NaN  0.411323                 NaN   1.21133                 NaN            NaN            NaN  0.652659                 NaN  0.135043                 NaN            NaN
  1338.35        2500.00        97.6401                 NaN            NaN            NaN  0.404242                 NaN   1.18679                 NaN            NaN            NaN  0.638301                 NaN  0.130564                 NaN            NaN
  1335.84        2500.00        97.6867                 NaN            NaN            NaN  0.400673                 NaN   1.16109                 NaN            NaN            NaN  0.625109                 NaN  0.126467                 NaN            NaN
  1333.33        2500.00        97.7374                 NaN            NaN            NaN  0.384163                 NaN   1.14640                 NaN            NaN            NaN  0.610437                 NaN  0.121639                 NaN            NaN
  1330.83        2500.00        97.7816                 NaN            NaN            NaN  0.377021                 NaN   1.12706                 NaN            NaN            NaN  0.596810                 NaN  0.117523                 NaN            NaN
  1328.32        2500.00        97.8154                 NaN            NaN            NaN  0.367745                 NaN   1.11598                 NaN            NaN            NaN  0.587196                 NaN  0.113682                 NaN            NaN
  1325.81        2500.00        97.8715                 NaN            NaN            NaN  0.358439                 NaN   1.09077                 NaN            NaN            NaN  0.570133                 NaN  0.109203                 NaN            NaN
  1323.31        2500.00        97.9115                 NaN            NaN            NaN  0.350448                 NaN   1.07304                 NaN            NaN            NaN  0.559309                 NaN  0.105688                 NaN            NaN
  1320.80        2500.00        97.9530                 NaN            NaN            NaN  0.341183                 NaN   1.05665                 NaN            NaN            NaN  0.547191                 NaN  0.101941                 NaN            NaN
  1318.30        2500.00        97.9932                 NaN            NaN            NaN  0.331993                 NaN   1.04110                 NaN            NaN            NaN  0.535477                 NaN  0.982541E-001            NaN            NaN
  1315.79        2500.00        98.0314                 NaN            NaN            NaN  0.321998                 NaN   1.02781                 NaN            NaN            NaN  0.524155                 NaN  0.946561E-001            NaN            NaN
  1313.28        2500.00        98.0708                 NaN            NaN            NaN  0.309940                 NaN   1.01546                 NaN            NaN            NaN  0.512710                 NaN  0.911155E-001            NaN            NaN
  1310.78        2500.00        98.1083                 NaN            NaN            NaN  0.300606                 NaN   1.00186                 NaN            NaN            NaN  0.501630                 NaN  0.876399E-001            NaN            NaN
  1308.27        2500.00        98.1456                 NaN            NaN            NaN  0.289887                 NaN  0.989276                 NaN            NaN            NaN  0.490881                 NaN  0.843070E-001            NaN            NaN
  1305.76        2500.00        98.1813                 NaN            NaN            NaN  0.283484                 NaN  0.973325                 NaN            NaN            NaN  0.480728                 NaN  0.811983E-001            NaN            NaN
  1303.26        2500.00        98.2147                 NaN            NaN            NaN  0.268731                 NaN  0.968359                 NaN            NaN            NaN  0.470452                 NaN  0.777839E-001            NaN            NaN
  1300.75        2500.00        98.2505                 NaN            NaN            NaN  0.258884                 NaN  0.955563                 NaN            NaN            NaN  0.460422                 NaN  0.746668E-001            NaN            NaN
  1298.25        2500.00        61.7423                 NaN            NaN            NaN   2.32127                 NaN   9.86180                 NaN            NaN            NaN   5.11038                 NaN   1.16258        19.8016                 NaN
  1295.74        2500.00        69.2716                 NaN            NaN            NaN   1.74965                 NaN   8.28503                 NaN            NaN            NaN   4.12387                 NaN  0.898581        15.6712                 NaN
  1293.23        2500.00        75.1880                 NaN            NaN            NaN   1.29712                 NaN   6.98813                 NaN            NaN            NaN   3.34830                 NaN  0.702796        12.4757                 NaN
  1290.73        2500.00        79.3800                 NaN            NaN            NaN  0.944881                 NaN   6.08722                 NaN            NaN            NaN   2.79685                 NaN  0.565672        10.2254                 NaN
  1288.22        2500.00        82.7768                 NaN            NaN            NaN  0.516674                 NaN   5.44514                 NaN            NaN            NaN   2.35411                 NaN  0.453832        8.45343                 NaN
  1285.71        2500.00        84.4457                 NaN            NaN            NaN  0.438559                 NaN   5.09506                 NaN            NaN            NaN   2.12162                 NaN  0.396657        7.50240                 NaN
  1283.21        2500.00        86.3459                 NaN            NaN            NaN  0.217857                 NaN   4.72879                 NaN            NaN            NaN   1.86827                 NaN  0.333119        6.50609                 NaN
  1280.70        2500.00        87.4381                 NaN            NaN            NaN            NaN            NaN   4.60170                 NaN            NaN            NaN   1.71624                 NaN  0.297064        5.94689                 NaN
  1278.20        2500.00        88.5873                 NaN            NaN            NaN  0.769820E-001            NaN   4.16397                 NaN            NaN            NaN   1.58050                 NaN  0.257399        5.33388                 NaN
  1275.69        2500.00        89.9649                 NaN            NaN            NaN            NaN            NaN   3.76746                 NaN            NaN            NaN   1.39972                 NaN  0.213917        4.65397                 NaN
  1273.18        2500.00        86.0911                 NaN            NaN            NaN            NaN            NaN   3.18467        1.77802                 NaN            NaN   2.06779                 NaN  0.363736        6.51467                 NaN
  1270.68        2500.00        94.8433                 NaN            NaN            NaN            NaN            NaN   2.01624                 NaN            NaN            NaN  0.571872                 NaN  0.637345E-001   2.50489                 NaN
  1268.17        2500.00        93.6762                 NaN            NaN            NaN            NaN            NaN   2.53524                 NaN            NaN            NaN  0.940059                 NaN  0.953048E-001   2.75323                 NaN
  1265.66        2500.00        93.2449                 NaN            NaN            NaN            NaN            NaN   2.53697                 NaN            NaN            NaN  0.953947                 NaN  0.134390        3.12974                 NaN
  1263.16        2500.00        93.6025                 NaN            NaN            NaN            NaN            NaN   2.37838                 NaN            NaN            NaN  0.890661                 NaN  0.136615        2.99186                 NaN
  1260.65        2500.00        92.5593                 NaN            NaN            NaN            NaN            NaN  0.994246E-001   2.32206                 NaN            NaN   1.06093                 NaN  0.204720        3.75358                 NaN
  1258.15        2500.00        96.0877                 NaN            NaN            NaN            NaN            NaN   1.65444                 NaN            NaN            NaN  0.492246                 NaN  0.559336E-001   1.70966                 NaN
  1255.64        2500.00        94.5309                 NaN            NaN            NaN            NaN            NaN  0.587554        1.47908                 NaN            NaN  0.808934                 NaN  0.873498E-001   2.50618                 NaN
  1253.13        2500.00        95.3419                 NaN            NaN            NaN            NaN            NaN   1.60263                 NaN            NaN            NaN  0.604195                 NaN  0.104942        2.34637                 NaN
  1250.63        2500.00        95.3511                 NaN            NaN            NaN            NaN            NaN   1.63290                 NaN            NaN            NaN  0.630723                 NaN  0.101247        2.28403                 NaN
  1248.12        2500.00        96.7904                 NaN            NaN            NaN            NaN            NaN   1.23933                 NaN            NaN            NaN  0.430156                 NaN  0.733708E-001   1.46672                 NaN
  1245.61        2500.00        95.2261                 NaN            NaN            NaN            NaN            NaN  0.225782        1.34045                 NaN            NaN  0.645109                 NaN  0.102561        2.46003                 NaN
  1243.11        2500.00        85.3786                 NaN            NaN            NaN            NaN            NaN   3.07650                 NaN            NaN            NaN   1.41483                 NaN  0.184524        5.73667        4.20886     
  1240.60        2500.00        74.1567                 NaN            NaN            NaN            NaN            NaN   5.01341                 NaN            NaN            NaN   2.48444                 NaN  0.269747        10.1746        7.90109     
  1238.10        2500.00        88.0511                 NaN            NaN            NaN            NaN            NaN   1.59552       0.490747       0.315447                 NaN   1.17039                 NaN  0.122987        4.79753        3.45625     
  1235.59        2500.00        81.3408                 NaN            NaN            NaN            NaN            NaN   1.70353       0.245831                 NaN            NaN   1.52796                 NaN  0.331636        8.43968        6.41057     
  1233.08        2500.00        70.5707                 NaN            NaN            NaN            NaN            NaN   4.18286        3.08195                 NaN            NaN   2.97207                 NaN  0.132480        10.9546        8.10538     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.28074        9.03280       0.188855E-005            NaN   8.34029                 NaN   1.11024        43.5145        31.7214     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36744        8.95011       0.177912E-005            NaN   8.34498                 NaN   1.10894        43.5067        31.7218     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.4137                 NaN            NaN            NaN   8.43214                 NaN   1.07594        43.3399        31.7383     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.78241        9.54333       0.437937E-002            NaN   8.36130                 NaN   1.10433        43.4802        31.7241     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.00339        8.31578       0.300626E-003            NaN   8.35989                 NaN   1.10653        43.4921        31.7220     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.07629        8.24548       0.307211E-003            NaN   8.36583                 NaN   1.10527        43.4845        31.7224     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.15690        8.16743       0.315858E-003            NaN   8.37141                 NaN   1.10400        43.4772        31.7227     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24317        8.08373       0.319976E-003            NaN   8.37695                 NaN   1.10273        43.4700        31.7231     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.32236        8.00723       0.325591E-003            NaN   8.38246                 NaN   1.10143        43.4627        31.7235     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.40083        7.93153       0.326551E-003            NaN   8.38809                 NaN   1.10010        43.4552        31.7240     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.46221        7.87351       0.204322E-005            NaN   8.39372                 NaN   1.09871        43.4474        31.7244     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.54261        7.79571       0.263037E-003            NaN   8.39930                 NaN   1.09736        43.4399        31.7249     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.63652        7.70464       0.258010E-003            NaN   8.40467                 NaN   1.09597        43.4326        31.7253     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.72267        7.62104       0.253474E-003            NaN   8.41084                 NaN   1.09475        43.4247        31.7257     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76492        7.58243       0.250028E-003            NaN   8.41602                 NaN   1.09318        43.4169        31.7263     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.85231        7.49799       0.245472E-003            NaN   8.42178                 NaN   1.09174        43.4092        31.7267     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.91706        7.43655       0.241136E-003            NaN   8.42735                 NaN   1.09028        43.4013        31.7273     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.98605        7.37093       0.270482E-003            NaN   8.43493                 NaN   1.08859        43.3914        31.7278     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07329        7.28694       0.326783E-003            NaN   8.43818                 NaN   1.08729        43.3856        31.7283     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.09547        7.26903       0.236593E-003            NaN   8.44577                 NaN   1.08541        43.3750        31.7291     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.17296        7.19469       0.223751E-003            NaN   8.44985                 NaN   1.08408        43.3687        31.7295     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.48273        11.9283                 NaN            NaN   8.44628                 NaN   1.08801        43.3084        31.7463     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50603        11.9057                 NaN            NaN   8.44826                 NaN   1.08754        43.3061        31.7463     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.51432        11.8982                 NaN            NaN   8.45044                 NaN   1.08709        43.3035        31.7464     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.54217        11.8712                 NaN            NaN   8.45265                 NaN   1.08659        43.3010        31.7464     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.55041        11.8638                 NaN            NaN   8.45410                 NaN   1.08612        43.2991        31.7465     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.03553       0.525908        6.83885                 NaN   8.49156                 NaN   1.07075        43.3025        31.7349     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7145       0.511646        4.05044                 NaN   8.42050                 NaN   1.10529        43.4841        31.7136     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47658        7.99535       0.195945E-004            NaN   8.56143                 NaN   1.03712        43.1832        31.7463     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.44158        12.0346       0.152648E-005            NaN   8.45353                 NaN   1.08949        43.2154        31.7655     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0869       0.414785E-001   4.15478                 NaN   8.43887                 NaN   1.10050        43.4640        31.7135     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.707110        14.8028                 NaN            NaN   8.59676                 NaN   1.03180        43.1090        31.7526     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.53384       0.682501E-001   6.82220                 NaN   8.52700                 NaN   1.05965        43.2522        31.7368     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.74659        10.7876                 NaN            NaN   8.58506                 NaN   1.03259        43.0891        31.7590     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.60321       0.340679E-001   6.79684                 NaN   8.53270                 NaN   1.05698        43.2367        31.7395     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.08808       0.523954E-003   6.33901                 NaN   8.53756                 NaN   1.05809        43.2374        31.7394     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.97577       0.736247E-001   6.38444                 NaN   8.54366                 NaN   1.05510        43.2290        31.7384     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.211108E-002   9.17027        6.26377                 NaN   8.54847                 NaN   1.05443        43.2201        31.7408     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22520       0.313506E-001   6.18440                 NaN   8.55508                 NaN   1.05239        43.2099        31.7417     
