|6.6.6
Archiving\03_Data\frac/QFM_m4.5/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1561.40        2500.00        98.9944                 NaN            NaN            NaN  0.102705       0.902866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.5595                 NaN            NaN            NaN  0.158202        1.28226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.4832                 NaN            NaN            NaN  0.495887E-001  0.467177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5780                 NaN            NaN            NaN  0.445600E-001  0.377426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.8386                 NaN            NaN            NaN  0.184942E-001  0.142936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.7123                 NaN            NaN            NaN  0.211643        2.07601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0655                 NaN            NaN            NaN  0.878594E-001  0.846621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0775                 NaN            NaN            NaN  0.887831E-001  0.833720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0827                 NaN            NaN            NaN  0.834146E-001  0.833884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1020                 NaN            NaN            NaN  0.819992E-001  0.816045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.7310                 NaN            NaN            NaN  0.351037E-001  0.297487       0.936371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1054                 NaN            NaN            NaN            NaN            NaN  0.894594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8724                 NaN            NaN            NaN            NaN            NaN   1.12756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8714                 NaN            NaN            NaN            NaN            NaN   1.12856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8775                 NaN            NaN            NaN            NaN            NaN   1.12253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3719                 NaN            NaN            NaN            NaN  0.326967       0.301163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.3918                 NaN            NaN            NaN            NaN            NaN   1.60821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8724                 NaN            NaN            NaN            NaN            NaN   1.12763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8665                 NaN            NaN            NaN            NaN            NaN   1.13345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8595                 NaN            NaN            NaN            NaN            NaN   1.14052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8508                 NaN            NaN            NaN            NaN            NaN   1.14918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8331                 NaN            NaN            NaN            NaN            NaN   1.16689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8130                 NaN            NaN            NaN            NaN            NaN   1.18702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7815                 NaN            NaN            NaN            NaN            NaN   1.21848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7380                 NaN            NaN            NaN            NaN            NaN   1.26205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2888                 NaN            NaN            NaN            NaN            NaN  0.704700        1.00648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1584                 NaN            NaN            NaN            NaN            NaN  0.494643        1.34700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1870                 NaN            NaN            NaN            NaN            NaN   1.32537       0.487663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2108                 NaN            NaN            NaN            NaN            NaN  0.478301        1.31093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2420                 NaN            NaN            NaN            NaN            NaN   1.28060       0.477444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2645                 NaN            NaN            NaN            NaN            NaN   1.26285       0.472699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2892                 NaN            NaN            NaN            NaN            NaN  0.465227        1.24560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3109                 NaN            NaN            NaN            NaN            NaN  0.460931        1.22815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3342                 NaN            NaN            NaN            NaN            NaN   1.20968       0.456124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3549                 NaN            NaN            NaN            NaN            NaN   1.19617       0.448901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3756                 NaN            NaN            NaN            NaN            NaN  0.449156        1.17528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3950                 NaN            NaN            NaN            NaN            NaN   1.16555       0.439439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4153                 NaN            NaN            NaN            NaN            NaN  0.437275        1.14744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4323                 NaN            NaN            NaN            NaN            NaN  0.431153        1.13654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4500                 NaN            NaN            NaN            NaN            NaN  0.430520        1.11947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4663                 NaN            NaN            NaN            NaN            NaN   1.10896       0.424695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4824                 NaN            NaN            NaN            NaN            NaN   1.09935       0.418232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4976                 NaN            NaN            NaN            NaN            NaN  0.414897        1.08750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5116                 NaN            NaN            NaN  0.792332E-004            NaN   1.07834       0.409942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5251                 NaN            NaN            NaN            NaN            NaN  0.404410        1.07047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5378                 NaN            NaN            NaN            NaN            NaN   1.06200       0.400172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        96.2943                 NaN            NaN  0.142590E-001  0.182622                 NaN   1.00682        1.62266                 NaN            NaN  0.879377                 NaN            NaN            NaN            NaN
  1443.61        2500.00        97.9879                 NaN            NaN            NaN  0.263807                 NaN  0.762605       0.271216                 NaN            NaN  0.714519                 NaN            NaN            NaN            NaN
  1441.10        2500.00        94.9642                 NaN            NaN            NaN  0.648094                 NaN   1.83826       0.769891                 NaN            NaN   1.77956                 NaN            NaN            NaN            NaN
  1438.60        2500.00        95.8291                 NaN            NaN            NaN  0.555533                 NaN   1.54798       0.588518                 NaN            NaN   1.47889                 NaN            NaN            NaN            NaN
  1436.09        2500.00        95.9595                 NaN            NaN            NaN  0.552738                 NaN  0.530737        1.52142                 NaN            NaN   1.43559                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.0767                 NaN            NaN            NaN  0.549921                 NaN  0.469799        1.50777                 NaN            NaN   1.39582                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.1850                 NaN            NaN            NaN  0.548441                 NaN   1.49459       0.412614                 NaN            NaN   1.35935                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.2977                 NaN            NaN            NaN  0.544484                 NaN  0.358966        1.47762                 NaN            NaN   1.32118                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.3960                 NaN            NaN            NaN  0.542857                 NaN  0.303712        1.46924                 NaN            NaN   1.28821                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.4926                 NaN            NaN            NaN  0.541394                 NaN  0.252397        1.45827                 NaN            NaN   1.25537                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.5769                 NaN            NaN            NaN  0.541047                 NaN   1.44828       0.204103                 NaN            NaN   1.22971                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.7077                 NaN            NaN            NaN  0.530763                 NaN  0.144808        1.43712                 NaN            NaN   1.17957                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.7620                 NaN            NaN            NaN  0.533064                 NaN  0.990171E-001   1.44275                 NaN            NaN   1.16316                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.8416                 NaN            NaN            NaN  0.530332                 NaN   1.44325       0.491594E-001            NaN            NaN   1.13566                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.8689                 NaN            NaN            NaN  0.489798                 NaN   1.32996       0.192455                 NaN            NaN   1.11893                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.0159                 NaN            NaN            NaN  0.506125                 NaN   1.40799                 NaN            NaN            NaN   1.07001                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.0588                 NaN            NaN            NaN  0.508492                 NaN   1.37560                 NaN            NaN            NaN   1.05711                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.1255                 NaN            NaN            NaN  0.501074                 NaN   1.34054                 NaN            NaN            NaN   1.03291                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1860                 NaN            NaN            NaN  0.488005                 NaN   1.31682                 NaN            NaN            NaN   1.00922                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.2464                 NaN            NaN            NaN  0.475949                 NaN   1.29203                 NaN            NaN            NaN  0.985643                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.3037                 NaN            NaN            NaN  0.461867                 NaN   1.27066                 NaN            NaN            NaN  0.963756                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.3592                 NaN            NaN            NaN  0.451355                 NaN   1.24858                 NaN            NaN            NaN  0.940904                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.4215                 NaN            NaN            NaN  0.451549                 NaN   1.20700                 NaN            NaN            NaN  0.919935                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.4690                 NaN            NaN            NaN  0.483206                 NaN   1.13527                 NaN            NaN            NaN  0.912510                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.5403                 NaN            NaN            NaN  0.432378                 NaN   1.15414                 NaN            NaN            NaN  0.873156                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.5741                 NaN            NaN            NaN  0.428970                 NaN   1.13539                 NaN            NaN            NaN  0.861555                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.6200                 NaN            NaN            NaN  0.424393                 NaN   1.11164                 NaN            NaN            NaN  0.843965                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.6669                 NaN            NaN            NaN  0.418734                 NaN   1.08811                 NaN            NaN            NaN  0.826229                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.6787                 NaN            NaN            NaN  0.367399                 NaN   1.12602                 NaN            NaN            NaN  0.816956       0.109648E-001            NaN            NaN            NaN
  1373.43        2500.00        97.6772                 NaN            NaN            NaN  0.297609                 NaN   1.18833                 NaN            NaN            NaN  0.810621       0.262053E-001            NaN            NaN            NaN
  1370.93        2500.00        97.7352                 NaN            NaN            NaN  0.300127                 NaN   1.15426                 NaN            NaN            NaN  0.788600       0.218069E-001            NaN            NaN            NaN
  1368.42        2500.00        97.7877                 NaN            NaN            NaN  0.304090                 NaN   1.12231                 NaN            NaN            NaN  0.768552       0.173566E-001            NaN            NaN            NaN
  1365.91        2500.00        97.8442                 NaN            NaN            NaN  0.312675                 NaN   1.08260                 NaN            NaN            NaN  0.748016       0.125155E-001            NaN            NaN            NaN
  1363.41        2500.00        97.8977                 NaN            NaN            NaN  0.325799                 NaN   1.04019                 NaN            NaN            NaN  0.728990       0.736343E-002            NaN            NaN            NaN
  1360.90        2500.00        97.9461                 NaN            NaN            NaN  0.336604                 NaN   1.00359                 NaN            NaN            NaN  0.711276       0.242602E-002            NaN            NaN            NaN
  1358.40        2500.00        97.9863                 NaN            NaN            NaN  0.337135                 NaN  0.979837                 NaN            NaN            NaN  0.696030       0.714929E-003            NaN            NaN            NaN
  1355.89        2500.00        98.0198                 NaN            NaN            NaN  0.328339                 NaN  0.970443                 NaN            NaN            NaN  0.681396                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.0525                 NaN            NaN            NaN  0.323715                 NaN  0.955191                 NaN            NaN            NaN  0.668633                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.8713                 NaN            NaN            NaN  0.304255                 NaN   1.04053                 NaN            NaN            NaN  0.715381                 NaN  0.685694E-001            NaN            NaN
  1348.37        2500.00        97.8469                 NaN            NaN            NaN  0.298973                 NaN   1.04455                 NaN            NaN            NaN  0.719539                 NaN  0.900639E-001            NaN            NaN
  1345.86        2500.00        97.8993                 NaN            NaN            NaN  0.295886                 NaN   1.01554                 NaN            NaN            NaN  0.702275                 NaN  0.869847E-001            NaN            NaN
  1343.36        2500.00        97.9495                 NaN            NaN            NaN  0.289675                 NaN  0.991872                 NaN            NaN            NaN  0.685037                 NaN  0.838966E-001            NaN            NaN
  1340.85        2500.00        97.9972                 NaN            NaN            NaN  0.283211                 NaN  0.970260                 NaN            NaN            NaN  0.668457                 NaN  0.808503E-001            NaN            NaN
  1338.35        2500.00        98.0448                 NaN            NaN            NaN  0.277216                 NaN  0.947841                 NaN            NaN            NaN  0.652167                 NaN  0.779770E-001            NaN            NaN
  1335.84        2500.00        98.0892                 NaN            NaN            NaN  0.273648                 NaN  0.924699                 NaN            NaN            NaN  0.637139                 NaN  0.753444E-001            NaN            NaN
  1333.33        2500.00        98.1358                 NaN            NaN            NaN  0.261362                 NaN  0.909871                 NaN            NaN            NaN  0.620671                 NaN  0.722889E-001            NaN            NaN
  1330.83        2500.00        98.1775                 NaN            NaN            NaN  0.255474                 NaN  0.891972                 NaN            NaN            NaN  0.605349                 NaN  0.696718E-001            NaN            NaN
  1328.32        2500.00        98.2104                 NaN            NaN            NaN  0.248119                 NaN  0.880098                 NaN            NaN            NaN  0.594161                 NaN  0.672300E-001            NaN            NaN
  1325.81        2500.00        98.2611                 NaN            NaN            NaN  0.240980                 NaN  0.858022                 NaN            NaN            NaN  0.575491                 NaN  0.644215E-001            NaN            NaN
  1323.31        2500.00        98.2984                 NaN            NaN            NaN  0.234728                 NaN  0.841481                 NaN            NaN            NaN  0.563206                 NaN  0.621959E-001            NaN            NaN
  1320.80        2500.00        98.3367                 NaN            NaN            NaN  0.227652                 NaN  0.826167                 NaN            NaN            NaN  0.549679                 NaN  0.598447E-001            NaN            NaN
  1318.30        2500.00        98.3736                 NaN            NaN            NaN  0.220686                 NaN  0.811547                 NaN            NaN            NaN  0.536624                 NaN  0.575404E-001            NaN            NaN
  1315.79        2500.00        98.4087                 NaN            NaN            NaN  0.213261                 NaN  0.798712                 NaN            NaN            NaN  0.524026                 NaN  0.552994E-001            NaN            NaN
  1313.28        2500.00        98.4443                 NaN            NaN            NaN  0.204545                 NaN  0.786733                 NaN            NaN            NaN  0.511367                 NaN  0.531028E-001            NaN            NaN
  1310.78        2500.00        98.4784                 NaN            NaN            NaN  0.197674                 NaN  0.773881                 NaN            NaN            NaN  0.499138                 NaN  0.509552E-001            NaN            NaN
  1308.27        2500.00        98.5120                 NaN            NaN            NaN  0.189969                 NaN  0.761863                 NaN            NaN            NaN  0.487298                 NaN  0.489009E-001            NaN            NaN
  1305.76        2500.00        98.5443                 NaN            NaN            NaN  0.185119                 NaN  0.747473                 NaN            NaN            NaN  0.476109                 NaN  0.469866E-001            NaN            NaN
  1303.26        2500.00        98.5740                 NaN            NaN            NaN  0.174877                 NaN  0.741321                 NaN            NaN            NaN  0.464856                 NaN  0.449055E-001            NaN            NaN
  1300.75        2500.00        98.6057                 NaN            NaN            NaN  0.167914                 NaN  0.729429                 NaN            NaN            NaN  0.453903                 NaN  0.430057E-001            NaN            NaN
  1298.25        2500.00        63.4763                 NaN            NaN            NaN   1.53026                 NaN   7.67603                 NaN            NaN            NaN   5.15726                 NaN  0.685432        21.4747                 NaN
  1295.74        2500.00        70.9121                 NaN            NaN            NaN   1.14067                 NaN   6.38689                 NaN            NaN            NaN   4.13720                 NaN  0.526650        16.8965                 NaN
  1293.23        2500.00        76.7000                 NaN            NaN            NaN  0.837849                 NaN   5.33775                 NaN            NaN            NaN   3.33987                 NaN  0.409527        13.3750                 NaN
  1290.73        2500.00        80.7746                 NaN            NaN            NaN  0.605285                 NaN   4.61024                 NaN            NaN            NaN   2.77538                 NaN  0.327908        10.9066                 NaN
  1288.22        2500.00        84.0303                 NaN            NaN            NaN  0.328615                 NaN   4.08328                 NaN            NaN            NaN   2.32429                 NaN  0.261745        8.97178                 NaN
  1285.71        2500.00        85.6743                 NaN            NaN            NaN  0.277154                 NaN   3.80106                 NaN            NaN            NaN   2.08680                 NaN  0.227895        7.93283                 NaN
  1283.21        2500.00        87.4949                 NaN            NaN            NaN  0.136873                 NaN   3.49964                 NaN            NaN            NaN   1.82931                 NaN  0.190518        6.84872                 NaN
  1280.70        2500.00        88.5396                 NaN            NaN            NaN            NaN            NaN   3.38208                 NaN            NaN            NaN   1.67369                 NaN  0.169209        6.23547                 NaN
  1278.20        2500.00        89.6615                 NaN            NaN            NaN  0.478261E-001            NaN   3.04096                 NaN            NaN            NaN   1.53472                 NaN  0.145983        5.56898                 NaN
  1275.69        2500.00        90.9599                 NaN            NaN            NaN            NaN            NaN   2.73073                 NaN            NaN            NaN   1.35260                 NaN  0.120732        4.83598                 NaN
  1273.18        2500.00        87.4434                 NaN            NaN            NaN            NaN            NaN   2.29711        1.29799                 NaN            NaN   1.99613                 NaN  0.205070        6.76025                 NaN
  1270.68        2500.00        95.4161                 NaN            NaN            NaN            NaN            NaN   1.43392                 NaN            NaN            NaN  0.545337                 NaN  0.354945E-001   2.56918                 NaN
  1268.17        2500.00        94.4187                 NaN            NaN            NaN            NaN            NaN   1.81390                 NaN            NaN            NaN  0.895069                 NaN  0.529933E-001   2.81933                 NaN
  1265.66        2500.00        94.0278                 NaN            NaN            NaN            NaN            NaN   1.79735                 NaN            NaN            NaN  0.905367                 NaN  0.744832E-001   3.19495                 NaN
  1263.16        2500.00        94.3568                 NaN            NaN            NaN            NaN            NaN   1.68344                 NaN            NaN            NaN  0.841978                 NaN  0.754157E-001   3.04233                 NaN
  1260.65        2500.00        93.3684                 NaN            NaN            NaN            NaN            NaN  0.695541E-001   1.64493                 NaN            NaN  0.999890                 NaN  0.112665        3.80451                 NaN
  1258.15        2500.00        96.6295                 NaN            NaN            NaN            NaN            NaN   1.15552                 NaN            NaN            NaN  0.461158                 NaN  0.305977E-001   1.72322                 NaN
  1255.64        2500.00        95.2477                 NaN            NaN            NaN            NaN            NaN  0.411953        1.01530                 NaN            NaN  0.756301                 NaN  0.476845E-001   2.52109                 NaN
  1253.13        2500.00        95.9072                 NaN            NaN            NaN            NaN            NaN   1.12371                 NaN            NaN            NaN  0.562388                 NaN  0.570334E-001   2.34964                 NaN
  1250.63        2500.00        95.9449                 NaN            NaN            NaN            NaN            NaN   1.13412                 NaN            NaN            NaN  0.585421                 NaN  0.548674E-001   2.28066                 NaN
  1248.12        2500.00        97.2451                 NaN            NaN            NaN            NaN            NaN  0.858869                 NaN            NaN            NaN  0.397650                 NaN  0.395994E-001   1.45878                 NaN
  1245.61        2500.00        95.8220                 NaN            NaN            NaN            NaN            NaN  0.154549       0.929986                 NaN            NaN  0.595408                 NaN  0.552635E-001   2.44283                 NaN
  1243.11        2500.00        86.5280                 NaN            NaN            NaN            NaN            NaN   2.15009                 NaN            NaN            NaN   1.31308                 NaN  0.999768E-001   5.73051        4.17836     
  1240.60        2500.00        75.8579                 NaN            NaN            NaN            NaN            NaN   3.52235                 NaN            NaN            NaN   2.32305                 NaN  0.147243        10.2463        7.90312     
  1238.10        2500.00        89.0113                 NaN            NaN            NaN            NaN            NaN   1.09521       0.346267       0.218786                 NaN   1.07988                 NaN  0.662426E-001   4.77080        3.41156     
  1235.59        2500.00        82.2721                 NaN            NaN            NaN            NaN            NaN   1.17223       0.176264                 NaN            NaN   1.41516                 NaN  0.179297        8.43289        6.35207     
  1233.08        2500.00        72.7637                 NaN            NaN            NaN            NaN            NaN   2.95723        2.19276                 NaN            NaN   2.78565                 NaN  0.724807E-001   11.1001        8.12811     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.60051        6.78955       0.140168E-005            NaN   8.19942                 NaN  0.637101        46.4058        33.3676     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.66655        6.72826       0.132068E-005            NaN   8.20391                 NaN  0.636325        46.3957        33.3693     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4804                 NaN            NaN            NaN   8.29028                 NaN  0.617423        46.2207        33.3912     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.23557        7.16684       0.324674E-002            NaN   8.21995                 NaN  0.633642        46.3656        33.3751     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.13683        6.25922       0.223423E-003            NaN   8.21839                 NaN  0.634867        46.3765        33.3740     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.19096        6.20727       0.228357E-003            NaN   8.22420                 NaN  0.634119        46.3673        33.3760     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.25077        6.14958       0.234829E-003            NaN   8.22964                 NaN  0.633367        46.3584        33.3780     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.31480        6.08767       0.238046E-003            NaN   8.23506                 NaN  0.632616        46.3497        33.3799     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.37358        6.03112       0.242265E-003            NaN   8.24044                 NaN  0.631850        46.3408        33.3820     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.43190        5.97511       0.243021E-003            NaN   8.24594                 NaN  0.631064        46.3317        33.3840     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.47754        5.93224       0.152001E-005            NaN   8.25144                 NaN  0.630246        46.3224        33.3861     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.53729        5.87467       0.195715E-003            NaN   8.25690                 NaN  0.629448        46.3133        33.3882     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.60710        5.80721       0.192015E-003            NaN   8.26214                 NaN  0.628627        46.3045        33.3902     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.67130        5.74529       0.188675E-003            NaN   8.26817                 NaN  0.627900        46.2950        33.3922     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.70258        5.71690       0.186131E-003            NaN   8.27325                 NaN  0.626977        46.2857        33.3944     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.76761        5.65435       0.182776E-003            NaN   8.27887                 NaN  0.626132        46.2764        33.3965     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.81583        5.60891       0.179576E-003            NaN   8.28432                 NaN  0.625272        46.2668        33.3987     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.86759        5.56030       0.201476E-003            NaN   8.29172                 NaN  0.624281        46.2551        33.4008     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.93218        5.49812       0.244084E-003            NaN   8.29490                 NaN  0.623512        46.2481        33.4030     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.94909        5.48505       0.176235E-003            NaN   8.30233                 NaN  0.622413        46.2356        33.4053     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.00658        5.42999       0.166738E-003            NaN   8.30632                 NaN  0.621626        46.2279        33.4074     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.56049        8.90280                 NaN            NaN   8.30459                 NaN  0.623994        46.1742        33.4339     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.57799        8.88548                 NaN            NaN   8.30650                 NaN  0.623702        46.1708        33.4356     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.58430        8.87945                 NaN            NaN   8.30862                 NaN  0.623419        46.1670        33.4373     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.60523        8.85880                 NaN            NaN   8.31077                 NaN  0.623109        46.1632        33.4389     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.61147        8.85283                 NaN            NaN   8.31216                 NaN  0.622819        46.1602        33.4406     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.90992       0.392622        5.16142                 NaN   8.34727                 NaN  0.613860        46.1518        33.4231     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.88030       0.381910        3.09047                 NaN   8.27641                 NaN  0.633564        46.3391        33.3983     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50033        6.02685       0.145979E-004            NaN   8.41606                 NaN  0.594551        46.0232        33.4390     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.53279        8.98817       0.113522E-005            NaN   8.31237                 NaN  0.624728        46.0715        33.4704     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.15668       0.309560E-001   3.17084                 NaN   8.29429                 NaN  0.630742        46.3138        33.4026     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.520385        11.0407                 NaN            NaN   8.45122                 NaN  0.591471        45.9439        33.4524     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.28086       0.509372E-001   5.15304                 NaN   8.38189                 NaN  0.607366        46.0914        33.4345     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50713        8.07613                 NaN            NaN   8.43990                 NaN  0.591898        45.9216        33.4633     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.33042       0.254239E-001   5.13581                 NaN   8.38760                 NaN  0.605799        46.0739        33.4411     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.69039       0.390984E-003   4.79671                 NaN   8.39214                 NaN  0.606400        46.0722        33.4417     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.60824       0.549375E-001   4.82906                 NaN   8.39815                 NaN  0.604667        46.0624        33.4425     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.161283E-002   6.75187        4.74102                 NaN   8.40283                 NaN  0.604261        46.0519        33.4465     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79334       0.233909E-001   4.68187                 NaN   8.40932                 NaN  0.603070        46.0400        33.4490     
