|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1528.82        500.000        99.0172                 NaN            NaN            NaN  0.403269E-002            NaN            NaN  0.978750                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0312                 NaN            NaN            NaN  0.336792E-002            NaN            NaN  0.965450                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0445                 NaN            NaN            NaN  0.256486E-002            NaN            NaN  0.952978                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0481                 NaN            NaN            NaN  0.220598E-002            NaN            NaN  0.949664                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0706                 NaN            NaN            NaN  0.114080E-001            NaN            NaN  0.917989                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0766                 NaN            NaN            NaN  0.771691E-002            NaN            NaN  0.915732                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0859                 NaN            NaN            NaN            NaN            NaN            NaN  0.914144                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0952                 NaN            NaN            NaN            NaN            NaN            NaN  0.904799                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1107                 NaN            NaN            NaN            NaN            NaN            NaN  0.889331                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1199                 NaN            NaN            NaN            NaN            NaN            NaN  0.880063                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1282                 NaN            NaN            NaN            NaN            NaN            NaN  0.871838                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1365                 NaN            NaN            NaN            NaN            NaN            NaN  0.863506                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1478                 NaN            NaN            NaN            NaN            NaN            NaN  0.852167                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1540                 NaN            NaN            NaN  0.114301E-005            NaN            NaN  0.845961                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1636                 NaN            NaN            NaN            NaN            NaN            NaN  0.836440                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1714                 NaN            NaN            NaN            NaN            NaN            NaN  0.828609                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1806                 NaN            NaN            NaN            NaN            NaN            NaN  0.819386                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0657                 NaN            NaN            NaN            NaN            NaN            NaN  0.934347                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3199                 NaN            NaN            NaN            NaN            NaN            NaN  0.680130                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2043                 NaN            NaN            NaN            NaN            NaN            NaN  0.795678                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2114                 NaN            NaN            NaN            NaN            NaN            NaN  0.788639                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2176                 NaN            NaN            NaN            NaN            NaN            NaN  0.782385                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2241                 NaN            NaN            NaN            NaN            NaN            NaN  0.775863                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0537                 NaN            NaN            NaN            NaN            NaN            NaN  0.713409E-002  0.939151                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.983029                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.987421                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.994621                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01078                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719667       0.711833                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.4248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.985970       0.589266                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.4512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.968862       0.579979                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.4752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.955735       0.569114                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.561007       0.943100                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.5259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.925574       0.548516                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.5454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.914723       0.539851                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.900746       0.531940                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.523113       0.888931                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.876493       0.514683                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.864354       0.506928                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.852928       0.499120                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.491118       0.840830                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.831924       0.484154                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821262       0.476236                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.468818       0.811416                 NaN            NaN            NaN            NaN
  1418.55        500.000        97.6920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.899984       0.905253       0.502722                 NaN            NaN            NaN
  1416.04        500.000        96.4235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01164        1.43368        1.13115                 NaN            NaN            NaN
  1413.53        500.000        96.5419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38644       0.977630        1.09400                 NaN            NaN            NaN
  1411.03        500.000        96.6507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.946729        1.34284        1.05969                 NaN            NaN            NaN
  1408.52        500.000        96.7511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.918482        1.30273        1.02766                 NaN            NaN            NaN
  1406.02        500.000        96.8598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.887080        1.25963       0.993507                 NaN            NaN            NaN
  1403.51        500.000        96.9468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22401       0.863881       0.965266                 NaN            NaN            NaN
  1401.00        500.000        97.0375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18958       0.836370       0.936589                 NaN            NaN            NaN
  1398.50        500.000        97.1193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15700       0.813417       0.910273                 NaN            NaN            NaN
  1395.99        500.000        97.1998                 NaN            NaN            NaN  0.119459E-005            NaN            NaN            NaN   1.12600       0.789599       0.884653                 NaN            NaN            NaN
  1393.48        500.000        97.2775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09688       0.766074       0.859546                 NaN            NaN            NaN
  1390.98        500.000        97.3493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06876       0.745481       0.836475                 NaN            NaN            NaN
  1388.47        500.000        97.4168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.725778        1.04300       0.814469                 NaN            NaN            NaN
  1385.96        500.000        97.4858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01574       0.706271       0.792220                 NaN            NaN            NaN
  1383.46        500.000        97.5480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992993       0.687120       0.771891                 NaN            NaN            NaN
  1380.95        500.000        97.6079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.669159       0.970482       0.752496                 NaN            NaN            NaN
  1378.45        500.000        97.6708                 NaN            NaN            NaN  0.231043                 NaN            NaN            NaN  0.580758       0.741844       0.775555                 NaN            NaN            NaN
  1375.94        500.000        97.7307                 NaN            NaN            NaN  0.301767                 NaN            NaN            NaN  0.442589       0.755417       0.769496                 NaN            NaN            NaN
  1373.43        500.000        97.7880                 NaN            NaN            NaN  0.304939                 NaN            NaN            NaN  0.413635       0.741782       0.751601                 NaN            NaN            NaN
  1370.93        500.000        97.8401                 NaN            NaN            NaN  0.309060                 NaN            NaN            NaN  0.732521       0.382396       0.735907                 NaN            NaN            NaN
  1368.42        500.000        97.8990                 NaN            NaN            NaN  0.309339                 NaN            NaN            NaN  0.360555       0.715025       0.716108                 NaN            NaN            NaN
  1365.91        500.000        97.9477                 NaN            NaN            NaN  0.313736                 NaN            NaN            NaN  0.705238       0.332037       0.701255                 NaN            NaN            NaN
  1363.41        500.000        97.9946                 NaN            NaN            NaN  0.315695                 NaN            NaN            NaN  0.308788       0.694642       0.686280                 NaN            NaN            NaN
  1360.90        500.000        98.0435                 NaN            NaN            NaN  0.318004                 NaN            NaN            NaN  0.683715       0.283895       0.670846                 NaN            NaN            NaN
  1358.40        500.000        98.0900                 NaN            NaN            NaN  0.319680                 NaN            NaN            NaN  0.261765       0.672583       0.656012                 NaN            NaN            NaN
  1355.89        500.000        98.1164                 NaN            NaN            NaN  0.327195                 NaN            NaN            NaN  0.668286       0.238781       0.649378                 NaN            NaN            NaN
  1353.38        500.000        98.1940                 NaN            NaN            NaN  0.316746                 NaN            NaN            NaN  0.222728       0.645874       0.620609                 NaN            NaN            NaN
  1350.88        500.000        98.2173                 NaN            NaN            NaN  0.323296                 NaN            NaN            NaN  0.643490       0.201178       0.614700                 NaN            NaN            NaN
  1348.37        500.000        98.2572                 NaN            NaN            NaN  0.323738                 NaN            NaN            NaN  0.634343       0.183011       0.601689                 NaN            NaN            NaN
  1345.86        500.000        98.2940                 NaN            NaN            NaN  0.323611                 NaN            NaN            NaN  0.167470       0.625669       0.589270                 NaN            NaN            NaN
  1343.36        500.000        98.3333                 NaN            NaN            NaN  0.323444                 NaN            NaN            NaN  0.150539       0.616322       0.576374                 NaN            NaN            NaN
  1340.85        500.000        98.3704                 NaN            NaN            NaN  0.323294                 NaN            NaN            NaN  0.607096       0.135086       0.564098                 NaN            NaN            NaN
  1338.35        500.000        98.4040                 NaN            NaN            NaN  0.322048                 NaN            NaN            NaN  0.122210       0.599195       0.552588                 NaN            NaN            NaN
  1335.84        500.000        98.4385                 NaN            NaN            NaN  0.320806                 NaN            NaN            NaN  0.110006       0.589849       0.540837                 NaN            NaN            NaN
  1333.33        500.000        98.4723                 NaN            NaN            NaN  0.319061                 NaN            NaN            NaN  0.580716       0.985616E-001  0.529355                 NaN            NaN            NaN
  1330.83        500.000        98.5039                 NaN            NaN            NaN  0.316666                 NaN            NaN            NaN  0.572721       0.883723E-001  0.518293                 NaN            NaN            NaN
  1328.32        500.000        98.5340                 NaN            NaN            NaN  0.314049                 NaN            NaN            NaN  0.801745E-001  0.564081       0.507669                 NaN            NaN            NaN
  1325.81        500.000        98.5654                 NaN            NaN            NaN  0.311373                 NaN            NaN            NaN  0.555708       0.707249E-001  0.496823                 NaN            NaN            NaN
  1323.31        500.000        98.5945                 NaN            NaN            NaN  0.308012                 NaN            NaN            NaN  0.638591E-001  0.547217       0.486422                 NaN            NaN            NaN
  1320.80        500.000        98.6227                 NaN            NaN            NaN  0.304289                 NaN            NaN            NaN  0.538741       0.580281E-001  0.476291                 NaN            NaN            NaN
  1318.30        500.000        98.6500                 NaN            NaN            NaN  0.299974                 NaN            NaN            NaN  0.534441E-001  0.530270       0.466268                 NaN            NaN            NaN
  1315.79        500.000        98.6742                 NaN            NaN            NaN  0.295501                 NaN            NaN            NaN  0.521371       0.514223E-001  0.457525                 NaN            NaN            NaN
  1313.28        500.000        98.6323                 NaN            NaN            NaN  0.166530                 NaN            NaN            NaN  0.389715       0.360768       0.450706                 NaN            NaN            NaN
  1310.78        500.000        98.7516                 NaN            NaN            NaN  0.298419                 NaN            NaN            NaN  0.520039                 NaN  0.429970                 NaN            NaN            NaN
  1308.27        500.000        98.7607                 NaN            NaN            NaN  0.299349                 NaN            NaN            NaN  0.511005                 NaN  0.428979                 NaN            NaN            NaN
  1305.76        500.000        98.7844                 NaN            NaN            NaN  0.293352                 NaN            NaN            NaN  0.502288                 NaN  0.419944                 NaN            NaN            NaN
  1303.26        500.000        98.8072                 NaN            NaN            NaN  0.286992                 NaN            NaN            NaN  0.494706                 NaN  0.411123                 NaN            NaN            NaN
  1300.75        500.000        98.8306                 NaN            NaN            NaN  0.281402                 NaN            NaN            NaN  0.485608                 NaN  0.402402                 NaN            NaN            NaN
  1298.25        500.000        98.8504                 NaN            NaN            NaN  0.271805                 NaN            NaN            NaN  0.475859       0.772134E-002  0.394209                 NaN            NaN            NaN
  1295.74        500.000        98.8754                 NaN            NaN            NaN  0.268682                 NaN            NaN            NaN  0.470731                 NaN  0.385151                 NaN            NaN            NaN
  1293.23        500.000        98.8847                 NaN            NaN            NaN  0.240768                 NaN            NaN            NaN  0.441629       0.555618E-001  0.377348                 NaN            NaN            NaN
  1290.73        500.000        98.9030                 NaN            NaN            NaN  0.232529                 NaN            NaN            NaN  0.431442       0.631547E-001  0.369899                 NaN            NaN            NaN
  1288.22        500.000        98.9215                 NaN            NaN            NaN  0.224287                 NaN            NaN            NaN  0.697067E-001  0.422319       0.362221                 NaN            NaN            NaN
  1285.71        500.000        98.9405                 NaN            NaN            NaN  0.217079                 NaN            NaN            NaN  0.742592E-001  0.413365       0.354817                 NaN            NaN            NaN
  1283.21        500.000        98.9597                 NaN            NaN            NaN  0.210420                 NaN            NaN            NaN  0.781189E-001  0.404288       0.347472                 NaN            NaN            NaN
  1280.70        500.000        98.9746                 NaN            NaN            NaN  0.200158                 NaN            NaN            NaN  0.393379       0.911524E-001  0.340726                 NaN            NaN            NaN
  1278.20        500.000        97.7550                 NaN            NaN            NaN   1.37348                 NaN            NaN            NaN            NaN            NaN  0.871538                 NaN            NaN            NaN
  1275.69        500.000        99.3472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.437653                 NaN  0.215139                 NaN            NaN            NaN
  1273.18        500.000        99.3197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.474499                 NaN  0.205817                 NaN            NaN            NaN
  1270.68        500.000        99.3190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.476515                 NaN  0.204503                 NaN            NaN            NaN
  1268.17        500.000        99.3124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.482458                 NaN  0.205180                 NaN            NaN            NaN
  1265.66        500.000        99.2399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.110914       0.422103       0.227090                 NaN            NaN            NaN
  1263.16        500.000        99.0444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.454663       0.210885       0.290014                 NaN            NaN            NaN
  1260.65        500.000        99.0559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.205108       0.452369       0.286640                 NaN            NaN            NaN
  1258.15        500.000        99.0779                 NaN            NaN            NaN  0.307772E-001            NaN            NaN            NaN  0.224683       0.383003       0.283628                 NaN            NaN            NaN
  1255.64        500.000        99.1192                 NaN            NaN            NaN  0.117614                 NaN            NaN            NaN  0.291857       0.189178       0.282150                 NaN            NaN            NaN
  1253.13        500.000        99.1319                 NaN            NaN            NaN  0.109761                 NaN            NaN            NaN  0.281070       0.200088       0.277231                 NaN            NaN            NaN
  1250.63        500.000        93.4812                 NaN            NaN            NaN  0.228319E-001            NaN            NaN            NaN  0.411199        1.40276       0.872452        3.80959                 NaN            NaN
  1248.12        500.000        92.1446                 NaN            NaN            NaN  0.782075E-005            NaN            NaN            NaN  0.396903        1.72836        1.01235        4.71778                 NaN            NaN
  1245.61        500.000        91.7114                 NaN            NaN            NaN            NaN  0.149653                 NaN            NaN   1.44201       0.623731        1.06835        5.00488                 NaN            NaN
  1243.11        500.000        91.4273                 NaN            NaN            NaN            NaN  0.289485                 NaN            NaN  0.837771        1.12578        1.10131        5.21840                 NaN            NaN
  1240.60        500.000        92.0132                 NaN            NaN            NaN            NaN  0.269722                 NaN            NaN  0.777150        1.03779        1.02417        4.87795                 NaN            NaN
  1238.10        500.000        92.5505                 NaN            NaN            NaN            NaN  0.251778                 NaN            NaN  0.714157       0.964350       0.953258        4.56596                 NaN            NaN
  1235.59        500.000        93.0529                 NaN            NaN            NaN            NaN  0.235377                 NaN            NaN  0.658639       0.892773       0.886573        4.27369                 NaN            NaN
  1233.08        500.000        93.5228                 NaN            NaN            NaN            NaN  0.219703                 NaN            NaN  0.826409       0.607895       0.824032        3.99921                 NaN            NaN
  1230.58        500.000        93.9675                 NaN            NaN            NaN            NaN  0.204872                 NaN            NaN  0.561543       0.764121       0.765098        3.73690                 NaN            NaN
  1228.07        500.000        94.3785                 NaN            NaN            NaN            NaN  0.191224                 NaN            NaN  0.519738       0.705327       0.710392        3.49482                 NaN            NaN
  1225.56        500.000        94.7196                 NaN            NaN            NaN            NaN  0.148807                 NaN            NaN  0.705702       0.455350       0.663679        3.29110       0.157840E-001            NaN
  1223.06        500.000        94.8688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.923864       0.289205       0.639188        3.19092       0.880417E-001            NaN
  1220.55        500.000        95.1706                 NaN            NaN            NaN            NaN  0.568293E-002            NaN            NaN  0.269774       0.870757       0.600002        3.00490       0.782484E-001            NaN
  1218.05        500.000        95.4848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.831641       0.236835       0.559309        2.81373       0.736679E-001            NaN
  1215.54        500.000        95.7489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795275       0.213270       0.525525        2.64976       0.673090E-001            NaN
  1213.03        500.000        95.9906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.191345       0.761822       0.494202        2.50045       0.615378E-001            NaN
  1210.53        500.000        95.9330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.320752       0.562718       0.486460        2.63166       0.653758E-001            NaN
  1208.02        500.000        97.3242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.551525       0.191449       0.367675        1.51339       0.517453E-001            NaN
  1205.51        500.000        96.7961                 NaN            NaN            NaN  0.195413                 NaN            NaN            NaN  0.529670                 NaN  0.452455        1.95292       0.733979E-001            NaN
  1203.01        500.000        96.2295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826589                 NaN  0.354000        2.57102       0.188914E-001            NaN
  1200.50        500.000        96.9802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.648924       0.642547E-001  0.366438        1.90188       0.382810E-001            NaN
  1197.99        500.000        96.9590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.565974       0.145305       0.371314        1.91534       0.430379E-001            NaN
  1195.49        500.000        97.6309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.338890       0.229174       0.299683        1.46061       0.407465E-001            NaN
  1192.98        500.000        97.8052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.387942       0.123388       0.249325        1.40703       0.270716E-001            NaN
  1190.48        500.000        97.3793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.257174       0.341295       0.257787        1.73849       0.259923E-001            NaN
  1187.97        500.000        97.8154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.572602       0.919651E-001  0.339276        1.14618       0.346052E-001            NaN
  1185.46        500.000        90.2873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02127       0.681556E-001  0.746162        4.90856       0.349538E-001   2.93363     
  1182.96        500.000                 NaN            NaN            NaN            NaN   2.40968                 NaN            NaN            NaN   5.22616                 NaN   7.19691        43.7998       0.509165        40.8583     
  1180.45        500.000                 NaN            NaN            NaN            NaN   2.43288                 NaN            NaN            NaN   5.18646                 NaN   7.19630        43.8030       0.510603        40.8708     
  1177.94        500.000                 NaN            NaN            NaN            NaN   2.45432                 NaN            NaN            NaN   5.14983                 NaN   7.19585        43.8055       0.511915        40.8825     
  1175.44        500.000                 NaN            NaN            NaN            NaN   2.47426                 NaN            NaN            NaN   5.11582                 NaN   7.19552        43.8076       0.513119        40.8936     
  1172.93        500.000                 NaN            NaN            NaN            NaN   2.49292                 NaN            NaN            NaN   5.08407                 NaN   7.19529        43.8093       0.514232        40.9042     
  1170.43        500.000                 NaN            NaN            NaN            NaN   2.51046                 NaN            NaN            NaN   5.05429                 NaN   7.19517        43.8106       0.515264        40.9143     
  1167.92        500.000                 NaN            NaN            NaN            NaN   2.52700                 NaN            NaN            NaN   5.02625                 NaN   7.19512        43.8115       0.516225        40.9239     
  1165.41        500.000                 NaN            NaN            NaN            NaN   2.54266                 NaN            NaN            NaN   4.99977                 NaN   7.19515        43.8122       0.517123        40.9331     
  1162.91        500.000                 NaN            NaN            NaN            NaN   2.55756                 NaN            NaN            NaN   4.97462                 NaN   7.19527        43.8125       0.517970        40.9421     
  1160.40        500.000                 NaN            NaN            NaN            NaN   2.57179                 NaN            NaN            NaN   4.95067                 NaN   7.19549        43.8124       0.518774        40.9509     
  1157.89        500.000                 NaN            NaN            NaN            NaN   2.58587                 NaN            NaN            NaN   4.92686                 NaN   7.19634        43.8119       0.519570        40.9595     
  1155.39        500.000                 NaN            NaN            NaN            NaN   2.60485                 NaN            NaN            NaN   4.89220                 NaN   7.19464        43.8172       0.521285        40.9699     
  1152.88        500.000                 NaN            NaN            NaN            NaN   2.61827                 NaN            NaN            NaN   4.86892                 NaN   7.19468        43.8178       0.522210        40.9781     
  1150.38        500.000                 NaN            NaN            NaN            NaN   2.62232                 NaN            NaN            NaN   4.86605                 NaN   7.19648        43.8111       0.521496        40.9826     
  1147.87        500.000                 NaN            NaN            NaN            NaN   2.63370                 NaN            NaN            NaN   4.84712                 NaN   7.19686        43.8102       0.522090        40.9900     
  1145.36        500.000                 NaN            NaN            NaN            NaN   2.64463                 NaN            NaN            NaN   4.82898                 NaN   7.19728        43.8092       0.522651        40.9972     
  1142.86        500.000                 NaN            NaN            NaN            NaN   2.65492                 NaN            NaN            NaN   4.81189                 NaN   7.19808        43.8073       0.523184        41.0046     
  1140.35        500.000                 NaN            NaN            NaN            NaN   2.66534                 NaN            NaN            NaN   4.79476                 NaN   7.19821        43.8068       0.523693        41.0112     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.67516                 NaN            NaN            NaN   4.77859                 NaN   7.19872        43.8054       0.524176        41.0180     
  1135.34        500.000                 NaN            NaN            NaN            NaN   2.68876                 NaN            NaN            NaN   4.75553                 NaN   7.19891        43.8053       0.525036        41.0265     
  1132.83        500.000                 NaN            NaN            NaN            NaN   2.69961                 NaN            NaN            NaN   4.73748                 NaN   7.19936        43.8041       0.525642        41.0338     
  1130.33        500.000                 NaN            NaN            NaN            NaN   2.70084                 NaN            NaN            NaN   4.73654                 NaN   7.20122        43.7985       0.525356        41.0376     
  1127.82        500.000                 NaN            NaN            NaN            NaN   2.70973                 NaN            NaN            NaN   4.72200                 NaN   7.20178        43.7968       0.525777        41.0439     
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.72158                 NaN            NaN            NaN   4.70180                 NaN   7.20203        43.7964       0.526501        41.0517     
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.73794                 NaN            NaN            NaN   4.67380                 NaN   7.20165        43.7980       0.527699        41.0609     
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.73651                 NaN            NaN            NaN   4.67854                 NaN   7.20397        43.7903       0.527091        41.0636     
  1117.79        500.000                 NaN            NaN            NaN            NaN   2.74603                 NaN            NaN            NaN   4.66297                 NaN   7.20412        43.7887       0.527584        41.0706     
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.75335                 NaN            NaN            NaN   4.65096                 NaN   7.20383        43.7875       0.527960        41.0764     
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.77022                 NaN            NaN            NaN   4.62268                 NaN   7.20507        43.7872       0.529242        41.0856     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.77725                 NaN            NaN            NaN   4.61189                 NaN   7.20609        43.7838       0.529540        41.0914     
  1107.77        500.000                 NaN            NaN            NaN            NaN   2.78046                 NaN            NaN            NaN   4.60721                 NaN   7.20690        43.7809       0.529431        41.0951     
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.79024                 NaN            NaN            NaN   4.59232                 NaN   7.20831        43.7765       0.530050        41.1025     
  1102.76        500.000                 NaN            NaN            NaN            NaN   2.78897                 NaN            NaN            NaN   4.59464                 NaN   7.20942        43.7729       0.529385        41.1047     
  1100.25        500.000                 NaN            NaN            NaN            NaN   2.79577                 NaN            NaN            NaN   4.58388                 NaN   7.21031        43.7700       0.529672        41.1104     
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.80142                 NaN            NaN            NaN   4.57506                 NaN   7.21105        43.7674       0.529849        41.1152     
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.81313                 NaN            NaN            NaN   4.55480                 NaN   7.21132        43.7671       0.530651        41.1230     
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.81935                 NaN            NaN            NaN   4.54518                 NaN   7.21231        43.7639       0.530887        41.1284     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.82537                 NaN            NaN            NaN   4.53591                 NaN   7.21330        43.7606       0.531108        41.1337     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.83466                 NaN            NaN            NaN   4.52161                 NaN   7.21301        43.7583       0.531440        41.1410     
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.83267                 NaN            NaN            NaN   4.52699                 NaN   7.21615        43.7506       0.531029        41.1425     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.84272                 NaN            NaN            NaN   4.50910                 NaN   7.21633        43.7507       0.531730        41.1494     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.84435                 NaN            NaN            NaN   4.50919                 NaN   7.21833        43.7435       0.531455        41.1532     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.85335                 NaN            NaN            NaN   4.49339                 NaN   7.21701        43.7446       0.532020        41.1596     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.85882                 NaN            NaN            NaN   4.48475                 NaN   7.21938        43.7404       0.532249        41.1644     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.86408                 NaN            NaN            NaN   4.47694                 NaN   7.22055        43.7365       0.532414        41.1695     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.86768                 NaN            NaN            NaN   4.47317                 NaN   7.22247        43.7301       0.532372        41.1743     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.87419                 NaN            NaN            NaN   4.46229                 NaN   7.22297        43.7284       0.532703        41.1795     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.87909                 NaN            NaN            NaN   4.45515                 NaN   7.22420        43.7243       0.532839        41.1844     
