|6.6.6
Archiving\03_Data\eq/QFM_m1.25/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.1682       0.831812                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1682       0.831811                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1682       0.831809                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1682       0.831808                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1682       0.831806                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1682       0.831805                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1682       0.831803                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1682       0.831801                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1682       0.831800                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1682       0.831798                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1682       0.831796                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1682       0.831795                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1682       0.831793                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1682       0.831791                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1682       0.831790                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1682       0.831788                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1682       0.831786                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1682       0.831784                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1682       0.831782                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1682       0.831780                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1682       0.831779                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1682       0.831777                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1682       0.831775                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1682       0.831773                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1682       0.831771                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1682       0.831769                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1682       0.831767                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1682       0.831765                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1682       0.831763                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1682       0.831761                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1682       0.831759                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1682       0.831757                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1682       0.831755                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1682       0.831752                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1682       0.831750                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1683       0.831748                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1683       0.831746                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1683       0.831743                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1683       0.831741                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1683       0.831739                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1683       0.831737                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1683       0.831734                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1683       0.831732                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1683       0.831729                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1683       0.831727                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1683       0.831725                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1683       0.831722                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1683       0.831720                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1683       0.831717                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1683       0.831715                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1683       0.831712                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1683       0.831710                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1683       0.831707                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1683       0.831704                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1564       0.831701       0.118501E-001            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1350       0.831698       0.332606E-001            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1136       0.831695       0.546709E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0931       0.831691       0.752541E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0725       0.831688       0.958372E-001            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0519       0.831684       0.116420                 NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0313       0.831681       0.137003                 NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0107       0.831677       0.157585                 NaN            NaN            NaN            NaN
  1801.28        2500.00        98.9902       0.831674       0.178168                 NaN            NaN            NaN            NaN
  1798.08        2500.00        98.9696       0.831670       0.198750                 NaN            NaN            NaN            NaN
  1794.87        2500.00        98.9490       0.831667       0.219332                 NaN            NaN            NaN            NaN
  1791.67        2500.00        98.9298       0.831663       0.238560                 NaN            NaN            NaN            NaN
  1788.46        2500.00        98.9106       0.831659       0.257789                 NaN            NaN            NaN            NaN
  1785.26        2500.00        98.8913       0.831655       0.277017                 NaN            NaN            NaN            NaN
  1782.05        2500.00        98.8721       0.831651       0.296245                 NaN            NaN            NaN            NaN
  1778.85        2500.00        98.8529       0.831648       0.315473                 NaN            NaN            NaN            NaN
  1775.64        2500.00        98.8337       0.831644       0.334701                 NaN            NaN            NaN            NaN
  1772.44        2500.00        98.8144       0.831640       0.353928                 NaN            NaN            NaN            NaN
  1769.23        2500.00        98.7952       0.831636       0.373156                 NaN            NaN            NaN            NaN
  1766.03        2500.00        98.7767       0.831632       0.391697                 NaN            NaN            NaN            NaN
  1762.82        2500.00        98.4750       0.831633       0.409770       0.283627                 NaN            NaN            NaN
  1759.62        2500.00        97.6440       0.831643       0.427249        1.09709                 NaN            NaN            NaN
  1756.41        2500.00        96.8130       0.831653       0.444728        1.91058                 NaN            NaN            NaN
  1753.21        2500.00        95.9750       0.831663       0.461719        2.73166                 NaN            NaN            NaN
  1750.00        2500.00        95.1369       0.831674       0.478711        3.55276                 NaN            NaN            NaN
  1746.79        2500.00        94.2987       0.831684       0.495703        4.37388                 NaN            NaN            NaN
  1743.59        2500.00        93.4606       0.831695       0.512695        5.19502                 NaN            NaN            NaN
  1740.38        2500.00        92.6110       0.831706       0.528727        6.02856                 NaN            NaN            NaN
  1737.18        2500.00        91.7614       0.831718       0.544759        6.86213                 NaN            NaN            NaN
  1733.97        2500.00        90.9118       0.831729       0.560792        7.69572                 NaN            NaN            NaN
  1730.77        2500.00        90.0621       0.831741       0.576824        8.52934                 NaN            NaN            NaN
  1727.56        2500.00        89.2124       0.831752       0.592858        9.36297                 NaN            NaN            NaN
  1724.36        2500.00        88.3627       0.831764       0.608892        10.1966                 NaN            NaN            NaN
  1721.15        2500.00        87.5130       0.831775       0.624926        11.0303                 NaN            NaN            NaN
  1717.95        2500.00        86.6632       0.831787       0.640961        11.8640                 NaN            NaN            NaN
  1714.74        2500.00        85.8170       0.831799       0.655668        12.6955                 NaN            NaN            NaN
  1711.54        2500.00        84.9707       0.831811       0.670376        13.5271                 NaN            NaN            NaN
  1708.33        2500.00        84.1244       0.831824       0.685084        14.3586                 NaN            NaN            NaN
  1705.13        2500.00        83.2781       0.831836       0.699792        15.1902                 NaN            NaN            NaN
  1701.92        2500.00        82.4318       0.831849       0.714501        16.0219                 NaN            NaN            NaN
  1698.72        2500.00        81.5854       0.831861       0.729210        16.8535                 NaN            NaN            NaN
  1695.51        2500.00        80.7390       0.831873       0.743920        17.6852                 NaN            NaN            NaN
  1692.31        2500.00        79.8926       0.831886       0.758630        18.5169                 NaN            NaN            NaN
  1689.10        2500.00        79.0664       0.831898       0.772431        19.3293                 NaN            NaN            NaN
  1685.90        2500.00        78.2401       0.831911       0.786232        20.1418                 NaN            NaN            NaN
  1682.69        2500.00        77.4138       0.831923       0.800034        20.9543                 NaN            NaN            NaN
  1679.49        2500.00        76.5874       0.831936       0.813836        21.7668                 NaN            NaN            NaN
  1676.28        2500.00        75.7749       0.831949       0.827016        22.5661                 NaN            NaN            NaN
  1673.08        2500.00        74.9623       0.831962       0.840196        23.3655                 NaN            NaN            NaN
  1669.87        2500.00        74.1608       0.831974       0.853316        24.1539                 NaN            NaN            NaN
  1666.67        2500.00        72.3464       0.831992       0.864365        24.6046        1.35263                 NaN            NaN
  1663.46        2500.00        70.4082       0.832009       0.870530        24.8250        3.06426                 NaN            NaN
  1660.26        2500.00        68.4700       0.832026       0.876695        25.0453        4.77595                 NaN            NaN
  1657.05        2500.00        66.5317       0.832043       0.882860        25.2656        6.48771                 NaN            NaN
  1653.85        2500.00        64.5934       0.832060       0.889025        25.4860        8.19954                 NaN            NaN
  1650.64        2500.00        62.6549       0.832077       0.895191        25.7064        9.91145                 NaN            NaN
  1647.44        2500.00        60.7164       0.832094       0.901357        25.9267        11.6234                 NaN            NaN
  1644.23        2500.00        58.7778       0.832111       0.907523        26.1471        13.3355                 NaN            NaN
  1641.03        2500.00        56.8391       0.832128       0.913690        26.3675        15.0476                 NaN            NaN
  1637.82        2500.00        55.4140       0.832141       0.913933        26.5079        16.3321                 NaN            NaN
  1634.62        2500.00        53.9888       0.832154       0.914176        26.6483        17.6166                 NaN            NaN
  1631.41        2500.00        52.5635       0.832167       0.914419        26.7888        18.9011                 NaN            NaN
  1628.21        2500.00        51.1382       0.832180       0.914662        26.9292        20.1857                 NaN            NaN
  1625.00        2500.00        49.7129       0.832193       0.914905        27.0696        21.4704                 NaN            NaN
  1621.79        2500.00        48.2875       0.832206       0.915148        27.2101        22.7551                 NaN            NaN
  1618.59        2500.00        46.8621       0.832219       0.915391        27.3505        24.0398                 NaN            NaN
  1615.38        2500.00        45.4367       0.832232       0.915635        27.4909        25.3245                 NaN            NaN
  1612.18        2500.00        44.2906       0.832243       0.910392        27.5873        26.3795                 NaN            NaN
  1608.97        2500.00        43.1445       0.832253       0.905149        27.6836        27.4345                 NaN            NaN
  1605.77        2500.00        41.9984       0.832264       0.899906        27.7799        28.4895                 NaN            NaN
  1602.56        2500.00        40.8523       0.832275       0.894662        27.8763        29.5445                 NaN            NaN
  1599.36        2500.00        39.7061       0.832285       0.889419        27.9726        30.5996                 NaN            NaN
  1596.15        2500.00        38.5599       0.832296       0.884176        28.0690        31.6546                 NaN            NaN
  1592.95        2500.00        37.4137       0.832307       0.878932        28.1653        32.7098                 NaN            NaN
  1589.74        2500.00        36.2675       0.832317       0.873688        28.2616        33.7649                 NaN            NaN
  1586.54        2500.00        35.2478       0.832327       0.861248        28.3429        34.7157                 NaN            NaN
  1583.33        2500.00        34.2282       0.832336       0.848807        28.4242        35.6664                 NaN            NaN
  1580.13        2500.00        33.2085       0.832346       0.836366        28.5055        36.6172                 NaN            NaN
  1576.92        2500.00        32.1888       0.832355       0.823925        28.5868        37.5681                 NaN            NaN
  1573.72        2500.00        31.1691       0.832364       0.811484        28.6682        38.5189                 NaN            NaN
  1570.51        2500.00        30.1494       0.832374       0.799042        28.7495        39.4698                 NaN            NaN
  1567.31        2500.00        29.1296       0.832383       0.786600        28.8308        40.4206                 NaN            NaN
  1564.10        2500.00        28.1098       0.832393       0.774158        28.9121        41.3716                 NaN            NaN
  1560.90        2500.00        27.1187       0.832402       0.755276        28.9952        42.2956       0.286306E-002            NaN
  1557.69        2500.00        25.8230       0.832415       0.755353        29.0839        41.5776        1.92782                 NaN
  1554.49        2500.00        24.5164       0.832428       0.753734        29.1766        40.9221        3.79866                 NaN
  1551.28        2500.00        23.2098       0.832441       0.752115        29.2694        40.2667        5.66955                 NaN
  1548.08        2500.00        21.8856       0.832454       0.746511        29.3738        39.7945        7.36708                 NaN
