|6.6.6
Archiving\03_Data\eq/QFM_m1.25/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3209       0.679069                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3209       0.679141                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3208       0.679214                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3207       0.679286                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3206       0.679359                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3206       0.679431                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3205       0.679504                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3204       0.679577                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3204       0.679649                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3203       0.679722                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3202       0.679795                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3201       0.679867                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3201       0.679940                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3200       0.680013                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3199       0.680086                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3198       0.680159                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3198       0.680232                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3197       0.680305                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3196       0.680378                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3195       0.680451                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3195       0.680524                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3194       0.680597                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3193       0.680670                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3193       0.680744                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3192       0.680817                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3191       0.680890                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3190       0.680963                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3190       0.681037                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3189       0.681110                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3188       0.681183                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3187       0.681257                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3187       0.681330                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3186       0.681404                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3185       0.681477                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3184       0.681551                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3184       0.681624                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3183       0.681698                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3182       0.681772                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3182       0.681845                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3181       0.681919                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3180       0.681993                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3179       0.682067                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3179       0.682140                 NaN            NaN            NaN            NaN            NaN
