|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1272.72        500.000                 NaN            NaN   92.1108       0.187386                 NaN  0.669549        1.21077                 NaN  0.974325        4.84720                 NaN            NaN
  1271.31        500.000                 NaN            NaN   92.5703       0.175901                 NaN  0.632803        1.15063                 NaN  0.923969        4.54639                 NaN            NaN
  1269.91        500.000                 NaN            NaN   92.9833       0.165607                 NaN  0.599555        1.09689                 NaN  0.878418        4.27626                 NaN            NaN
  1268.50        500.000                 NaN            NaN   93.3526       0.155688                 NaN  0.569080        1.05058                 NaN  0.837550        4.03454                 NaN            NaN
  1267.10        500.000                 NaN            NaN   93.6935       0.147164                 NaN   1.00709       0.540620                 NaN  0.799674        3.81199                 NaN            NaN
  1265.69        500.000       0.428646E-001            NaN   93.6915       0.570397E-001            NaN  0.534439        1.09253                 NaN  0.798855        3.78279                 NaN            NaN
  1264.28        500.000       0.309854                 NaN   92.2776                 NaN            NaN  0.870856       0.954100                 NaN  0.996448        4.59118                 NaN            NaN
  1262.88        500.000       0.283680                 NaN   92.9726                 NaN            NaN  0.795644       0.863421                 NaN  0.911336        4.17328                 NaN            NaN
  1261.47        500.000       0.261930                 NaN   93.5531                 NaN            NaN  0.733662       0.786600                 NaN  0.839904        3.82479                 NaN            NaN
  1260.07        500.000       0.243828                 NaN   94.0502                 NaN            NaN  0.680588       0.719450                 NaN  0.778412        3.52750                 NaN            NaN
  1258.66        500.000       0.228432                 NaN   94.4752                 NaN            NaN  0.636034       0.661140                 NaN  0.725584        3.27361                 NaN            NaN
  1257.25        500.000       0.215192                 NaN   94.8460                 NaN            NaN  0.597218       0.609454                 NaN  0.679118        3.05299                 NaN            NaN
  1255.85        500.000       0.203780                 NaN   95.1716                 NaN            NaN  0.563275       0.563117                 NaN  0.638141        2.86013                 NaN            NaN
  1254.44        500.000       0.193704                 NaN   95.4596                 NaN            NaN  0.533414       0.522111                 NaN  0.601710        2.68942                 NaN            NaN
  1253.04        500.000       0.184749                 NaN   95.7151                 NaN            NaN  0.507184       0.484883                 NaN  0.569198        2.53892                 NaN            NaN
  1251.63        500.000       0.176807                 NaN   95.9462                 NaN            NaN  0.483249       0.451474                 NaN  0.539514        2.40278                 NaN            NaN
  1250.23        500.000       0.169617                 NaN   96.1541                 NaN            NaN  0.462042       0.420560                 NaN  0.512696        2.28097                 NaN            NaN
  1248.82        500.000       0.163163                 NaN   96.3448                 NaN            NaN  0.442605       0.391774                 NaN  0.487950        2.16970                 NaN            NaN
  1247.41        500.000       0.156965                 NaN   96.5160                 NaN            NaN  0.424410       0.367254                 NaN  0.465567        2.06983                 NaN            NaN
  1246.01        500.000       0.152044                 NaN   96.6652                 NaN            NaN  0.343581       0.409462                 NaN  0.445976        1.98370                 NaN            NaN
  1244.60        500.000       0.146012                 NaN   96.8320                 NaN            NaN  0.319960       0.392126                 NaN  0.423667        1.88619                 NaN            NaN
  1243.20        500.000       0.141385                 NaN   96.9572                 NaN            NaN  0.378585       0.301278                 NaN  0.407131        1.81446                 NaN            NaN
  1241.79        500.000       0.136970                 NaN   97.0815                 NaN            NaN  0.282314       0.365966                 NaN  0.390293        1.74299                 NaN            NaN
  1240.39        500.000       0.132620                 NaN   97.2006                 NaN            NaN  0.265190       0.352781                 NaN  0.374307        1.67446                 NaN            NaN
  1238.98        500.000       0.128344                 NaN   97.3083                 NaN            NaN  0.249599       0.341316                 NaN  0.359529        1.61286                 NaN            NaN
  1237.57        500.000       0.124348                 NaN   97.4110                 NaN            NaN  0.235286       0.329749                 NaN  0.345573        1.55402                 NaN            NaN
  1236.17        500.000       0.214596                 NaN   95.7222                 NaN            NaN  0.419354       0.534416                 NaN  0.615766        2.49367                 NaN            NaN
  1234.76        500.000       0.750710E-002            NaN   98.5136                 NaN            NaN  0.368301                 NaN            NaN  0.171079       0.939510                 NaN            NaN
  1233.36        500.000       0.734180E-001            NaN   98.2141                 NaN            NaN  0.174781       0.236767                 NaN  0.236635        1.06430                 NaN            NaN
  1231.95        500.000       0.142852                 NaN   97.8504                 NaN            NaN  0.394192                 NaN            NaN  0.274745        1.33782                 NaN            NaN
  1230.55        500.000       0.125116                 NaN   98.0249                 NaN            NaN  0.361080       0.170441E-001            NaN  0.254358        1.21751                 NaN            NaN
  1229.14        500.000       0.210300                 NaN   96.9553                 NaN            NaN  0.532074       0.102076                 NaN  0.446672        1.75357                 NaN            NaN
  1227.73        500.000       0.812738E-002  0.457148E-001   97.9824                 NaN            NaN  0.178041       0.224607                 NaN  0.213391        1.34772                 NaN            NaN
  1226.33        500.000       0.307605E-001            NaN   99.3479                 NaN            NaN  0.618225E-001  0.767834E-001            NaN  0.861527E-001  0.396554                 NaN            NaN
  1224.92        500.000       0.186754E-001            NaN   99.4460                 NaN            NaN  0.129688                 NaN            NaN  0.811534E-001  0.324515                 NaN            NaN
  1223.52        500.000       0.265209                 NaN   94.2178                 NaN            NaN  0.738850       0.448901                 NaN  0.751649        3.57760                 NaN            NaN
  1222.11        500.000       0.752237E-001            NaN   99.2364                 NaN            NaN  0.656906E-001  0.255740E-001            NaN  0.621379E-001  0.535011                 NaN            NaN
  1220.71        500.000                 NaN            NaN   99.6870                 NaN            NaN  0.271891E-001  0.876023E-001            NaN  0.792945E-001  0.118912                 NaN            NaN
  1219.30        500.000       0.163862E-001            NaN   99.3419                 NaN            NaN  0.511632E-001  0.921476E-001            NaN  0.807134E-001  0.417703                 NaN            NaN
  1217.89        500.000       0.323422                 NaN   95.1798                 NaN            NaN  0.859735                 NaN            NaN  0.603440        3.03362                 NaN            NaN
  1216.49        500.000       0.204148E-001            NaN   99.8265                 NaN            NaN  0.649413E-002  0.425191E-002            NaN  0.130870E-001  0.129297                 NaN            NaN
  1215.08        500.000                 NaN            NaN   99.7591                 NaN            NaN  0.694119E-001            NaN            NaN  0.404838E-001  0.130985                 NaN            NaN
  1213.68        500.000       0.436371E-002            NaN   99.8153                 NaN            NaN  0.517544E-001            NaN            NaN  0.226785E-001  0.105895                 NaN            NaN
  1212.27        500.000       0.111539                 NaN   97.7248                 NaN            NaN  0.281745       0.160669                 NaN  0.287653        1.43355                 NaN            NaN
  1210.86        500.000       0.107748                 NaN   96.8493                 NaN            NaN  0.302259       0.366228                 NaN  0.411865        1.94671       0.158899E-001            NaN
  1209.46        500.000                 NaN            NaN   99.8030                 NaN            NaN  0.456291E-001            NaN            NaN  0.147965E-001  0.131257       0.533204E-002            NaN
  1208.05        500.000       0.803112E-002            NaN   99.4936                 NaN            NaN            NaN            NaN            NaN  0.346953E-001  0.213440       0.235812E-002  0.247915     
  1206.65        500.000                 NaN            NaN   99.2913                 NaN            NaN  0.346533E-001  0.289365E-001  0.112316E-005  0.540056E-001  0.270508       0.486184E-002  0.315767     
  1205.24        500.000       0.173392                 NaN   96.1863                 NaN            NaN  0.462466       0.302511                 NaN  0.475071        2.40023                 NaN            NaN
  1203.84        500.000       0.106895                 NaN   97.0363       0.291263E-001            NaN  0.278583                 NaN            NaN  0.287848        1.40256                 NaN  0.858706     
  1202.43        500.000                 NaN            NaN   99.8727       0.824156E-002            NaN  0.791326E-002            NaN            NaN  0.124009E-001  0.554384E-001            NaN  0.432656E-001
  1201.02        500.000       0.189657E-002            NaN   99.9658                 NaN            NaN  0.612709E-002            NaN            NaN  0.312760E-002  0.200665E-001            NaN  0.300526E-002
  1199.62        500.000       0.153871                 NaN   94.8877                 NaN            NaN  0.618720       0.237731E-001            NaN  0.569154        2.86842                 NaN  0.878389     
  1198.21        500.000       0.237641                 NaN   90.2968                 NaN            NaN  0.872574                 NaN            NaN  0.775048        3.91492                 NaN   3.90303     
  1196.81        500.000                 NaN            NaN   97.0415                 NaN            NaN  0.229209                 NaN            NaN  0.227713        1.28204       0.497235E-001   1.16977     
  1195.40        500.000       0.384390                 NaN   85.9653                 NaN            NaN  0.943281                 NaN            NaN   1.11073        5.76021                 NaN   5.83608     
  1194.00        500.000       0.296675       0.274275E-003   87.9214                 NaN            NaN  0.776587                 NaN            NaN  0.946426        5.04239       0.191550E-001   4.99707     
  1192.59        500.000       0.964270E-001            NaN   96.3940                 NaN            NaN  0.244482                 NaN            NaN  0.282661        1.48808                 NaN   1.49434     
  1191.18        500.000       0.352334E-001            NaN   98.3797                 NaN            NaN  0.100924                 NaN            NaN  0.124274       0.686268                 NaN  0.673567     
  1189.78        500.000       0.429772                 NaN   83.6135                 NaN            NaN   1.00863                 NaN            NaN   1.26336        6.87208                 NaN   6.81265     
  1188.37        500.000       0.267243                 NaN   89.4577                 NaN            NaN  0.604493                 NaN            NaN  0.796072        4.47870                 NaN   4.39583     
  1186.97        500.000       0.374222                 NaN   84.6918                 NaN            NaN  0.837683                 NaN            NaN   1.12227        6.56462       0.689557E-002   6.40251     
  1185.56        500.000        1.25886                 NaN   45.8524                 NaN            NaN   2.61150                 NaN            NaN   3.79808        23.7934                 NaN   22.6858     
  1184.16        500.000        2.30416                 NaN            NaN            NaN            NaN   4.59845                 NaN            NaN   6.89837        44.0262                 NaN   42.1728     
  1182.75        500.000        2.30508                 NaN            NaN            NaN            NaN   4.59617                 NaN            NaN   6.89951        44.0236                 NaN   42.1756     
  1181.34        500.000        2.32839                 NaN            NaN            NaN            NaN   4.55085                 NaN            NaN   6.90399        44.0084                 NaN   42.2084     
  1179.94        500.000        2.30570                 NaN            NaN            NaN            NaN   4.59661                 NaN            NaN   6.89999        44.0182                 NaN   42.1795     
  1178.53        500.000        2.30526                 NaN            NaN            NaN            NaN   4.59690                 NaN            NaN   6.90131        44.0163                 NaN   42.1802     
  1177.13        500.000        2.31091                 NaN            NaN            NaN            NaN   4.58346                 NaN            NaN   6.90359        44.0119                 NaN   42.1901     
  1175.72        500.000        2.33329                 NaN            NaN            NaN            NaN   4.53726                 NaN            NaN   6.93008        43.9680                 NaN   42.2313     
  1174.31        500.000        2.31564                 NaN            NaN            NaN            NaN   4.57187                 NaN            NaN   6.90411        44.0112                 NaN   42.1972     
  1172.91        500.000        2.30917                 NaN            NaN            NaN            NaN   4.58673                 NaN            NaN   6.90609        44.0064                 NaN   42.1916     
  1171.50        500.000        2.30836                 NaN            NaN            NaN            NaN   4.58799                 NaN            NaN   6.90691        44.0052                 NaN   42.1915     
  1170.10        500.000        2.31174                 NaN            NaN            NaN            NaN   4.57990                 NaN            NaN   6.90908        44.0010                 NaN   42.1983     
  1168.69        500.000        2.31198                 NaN            NaN            NaN            NaN   4.57898                 NaN            NaN   6.91021        43.9988                 NaN   42.2001     
  1167.29        500.000        2.31186                 NaN            NaN            NaN            NaN   4.57844                 NaN            NaN   6.91138        43.9972                 NaN   42.2011     
  1165.88        500.000        2.31099                 NaN            NaN            NaN            NaN   4.57979                 NaN            NaN   6.91268        43.9954                 NaN   42.2012     
  1164.47        500.000        2.32856                 NaN            NaN            NaN            NaN   4.54608                 NaN            NaN   6.92774        43.9626                 NaN   42.2350     
  1163.07        500.000        2.31702                 NaN            NaN            NaN            NaN   4.56603                 NaN            NaN   6.91577        43.9878                 NaN   42.2134     
  1161.66        500.000        2.31956                 NaN            NaN            NaN            NaN   4.55925                 NaN            NaN   6.91639        43.9868                 NaN   42.2180     
  1160.26        500.000        2.32003                 NaN            NaN            NaN            NaN   4.55873                 NaN            NaN   6.91834        43.9821                 NaN   42.2208     
  1158.85        500.000        2.32952                 NaN            NaN            NaN            NaN   4.53983                 NaN            NaN   6.93202        43.9571                 NaN   42.2415     
  1157.45        500.000        2.32046                 NaN            NaN            NaN            NaN   4.55650                 NaN            NaN   6.92106        43.9777                 NaN   42.2243     
  1156.04        500.000        2.32356                 NaN            NaN            NaN            NaN   4.54758                 NaN            NaN   6.92441        43.9738                 NaN   42.2307     
  1154.63        500.000        2.32481                 NaN            NaN            NaN            NaN   4.54342                 NaN            NaN   6.92665        43.9711                 NaN   42.2340     
  1153.23        500.000        2.32396                 NaN            NaN            NaN            NaN   4.54781                 NaN            NaN   6.92513        43.9690                 NaN   42.2341     
  1151.82        500.000        2.32520                 NaN            NaN            NaN            NaN   4.54402                 NaN            NaN   6.92702        43.9663                 NaN   42.2374     
  1150.42        500.000        2.33099                 NaN            NaN            NaN            NaN   4.53326                 NaN            NaN   6.93553        43.9491                 NaN   42.2512     
  1149.01        500.000        2.33130                 NaN            NaN            NaN            NaN   4.53207                 NaN            NaN   6.93612        43.9476                 NaN   42.2529     
  1147.61        500.000        2.33162                 NaN            NaN            NaN            NaN   4.53110                 NaN            NaN   6.93647        43.9462                 NaN   42.2546     
  1146.20        500.000        2.33141                 NaN            NaN            NaN            NaN   4.52918                 NaN            NaN   6.93440        43.9512                 NaN   42.2538     
  1144.79        500.000        2.33226                 NaN            NaN            NaN            NaN   4.52446                 NaN            NaN   6.93620        43.9513                 NaN   42.2558     
  1143.39        500.000        2.32969                 NaN            NaN            NaN            NaN   4.52839                 NaN            NaN   6.94348        43.9426                 NaN   42.2558     
  1141.98        500.000        2.32984                 NaN            NaN            NaN            NaN   4.52710                 NaN            NaN   6.94417        43.9417                 NaN   42.2572     
  1140.58        500.000        2.32997                 NaN            NaN            NaN            NaN   4.52590                 NaN            NaN   6.94484        43.9407                 NaN   42.2586     
  1139.17        500.000        2.33667                 NaN            NaN            NaN            NaN   4.51261                 NaN            NaN   6.94323        43.9391                 NaN   42.2683     
  1137.76        500.000        2.33385                 NaN            NaN            NaN            NaN   4.52067                 NaN            NaN   6.94231        43.9364                 NaN   42.2668     
  1136.36        500.000        2.33565                 NaN            NaN            NaN            NaN   4.51746                 NaN            NaN   6.94173        43.9352                 NaN   42.2700     
  1134.95        500.000        2.33516                 NaN            NaN            NaN            NaN   4.51727                 NaN            NaN   6.94351        43.9335                 NaN   42.2706     
  1133.55        500.000        2.33755                 NaN            NaN            NaN            NaN   4.51277                 NaN            NaN   6.94453        43.9292                 NaN   42.2760     
  1132.14        500.000        2.33836                 NaN            NaN            NaN            NaN   4.50947                 NaN            NaN   6.94658        43.9270                 NaN   42.2786     
  1130.74        500.000        2.33851                 NaN            NaN            NaN            NaN   4.50694                 NaN            NaN   6.95010        43.9235                 NaN   42.2809     
  1129.33        500.000        2.34547                 NaN            NaN            NaN            NaN   4.47909                 NaN            NaN   6.95005        43.9376                 NaN   42.2878     
  1127.92        500.000        2.34586                 NaN            NaN            NaN            NaN   4.47767                 NaN            NaN   6.95095        43.9362                 NaN   42.2894     
  1126.52        500.000        2.34202                 NaN            NaN            NaN            NaN   4.50047                 NaN            NaN   6.95212        43.9148                 NaN   42.2906     
  1125.11        500.000        2.33665                 NaN            NaN            NaN            NaN   4.50643                 NaN            NaN   6.95207        43.9219                 NaN   42.2830     
  1123.71        500.000        2.34391                 NaN            NaN            NaN            NaN   4.49617                 NaN            NaN   6.95535        43.9077                 NaN   42.2969     
  1122.30        500.000        2.34538                 NaN            NaN            NaN            NaN   4.49308                 NaN            NaN   6.95638        43.9044                 NaN   42.3008     
  1120.90        500.000        2.34528                 NaN            NaN            NaN            NaN   4.49174                 NaN            NaN   6.95820        43.9029                 NaN   42.3019     
  1119.49        500.000        2.36413                 NaN            NaN            NaN            NaN   4.44692                 NaN            NaN   6.95190        43.9130                 NaN   42.3240     
  1118.08        500.000        2.34605                 NaN            NaN            NaN            NaN   4.49020                 NaN            NaN   6.95980        43.8980                 NaN   42.3060     
  1116.68        500.000        2.34659                 NaN            NaN            NaN            NaN   4.48874                 NaN            NaN   6.96137        43.8948                 NaN   42.3085     
  1115.27        500.000        2.34655                 NaN            NaN            NaN            NaN   4.48533                 NaN            NaN   6.96507        43.8933                 NaN   42.3098     
  1113.87        500.000        2.34963                 NaN            NaN            NaN            NaN   4.48195                 NaN            NaN   6.96473        43.8870                 NaN   42.3167     
  1112.46        500.000        2.35042                 NaN            NaN            NaN            NaN   4.47989                 NaN            NaN   6.96624        43.8840                 NaN   42.3195     
  1111.06        500.000        2.35119                 NaN            NaN            NaN            NaN   4.47663                 NaN            NaN   6.96880        43.8811                 NaN   42.3223     
  1109.65        500.000        2.35106                 NaN            NaN            NaN            NaN   4.47769                 NaN            NaN   6.96899        43.8786                 NaN   42.3236     
  1108.24        500.000        2.35187                 NaN            NaN            NaN            NaN   4.47566                 NaN            NaN   6.97050        43.8754                 NaN   42.3265     
  1106.84        500.000        2.35988                 NaN            NaN            NaN            NaN   4.45586                 NaN            NaN   6.96903        43.8783                 NaN   42.3369     
  1105.43        500.000        2.36057                 NaN            NaN            NaN            NaN   4.45433                 NaN            NaN   6.97124        43.8736                 NaN   42.3402     
  1104.03        500.000        2.35516                 NaN            NaN            NaN            NaN   4.46738                 NaN            NaN   6.97482        43.8663                 NaN   42.3363     
  1102.62        500.000        2.36363                 NaN            NaN            NaN            NaN   4.44635                 NaN            NaN   6.97306        43.8695                 NaN   42.3475     
  1101.22        500.000        2.35619                 NaN            NaN            NaN            NaN   4.46474                 NaN            NaN   6.97766        43.8603                 NaN   42.3411     
  1099.81        500.000        2.35714                 NaN            NaN            NaN            NaN   4.45733                 NaN            NaN   6.98313        43.8584                 NaN   42.3440     
  1098.40        500.000        2.35826                 NaN            NaN            NaN            NaN   4.45903                 NaN            NaN   6.98174        43.8531                 NaN   42.3479     
  1097.00        500.000        2.37438                 NaN            NaN            NaN            NaN   4.43654                 NaN            NaN   7.00419        43.7976                 NaN   42.3873     
  1095.59        500.000        2.37421                 NaN            NaN            NaN            NaN   4.43593                 NaN            NaN   7.00496        43.7967                 NaN   42.3882     
  1094.19        500.000        2.36008                 NaN            NaN            NaN            NaN   4.45543                 NaN            NaN   6.98593        43.8425                 NaN   42.3561     
  1092.78        500.000        2.37475                 NaN            NaN            NaN            NaN   4.41471                 NaN            NaN   6.98412        43.8527                 NaN   42.3737     
  1091.37        500.000        2.37442                 NaN            NaN            NaN            NaN   4.42919                 NaN            NaN   7.00373        43.8035                 NaN   42.3892     
  1089.97        500.000        2.37386                 NaN            NaN            NaN            NaN   4.43296                 NaN            NaN   7.00672        43.7944                 NaN   42.3921     
  1088.56        500.000        2.36231                 NaN            NaN            NaN            NaN   4.44941                 NaN            NaN   6.99182        43.8303                 NaN   42.3662     
  1087.16        500.000        2.37362                 NaN            NaN            NaN            NaN   4.43158                 NaN            NaN   7.00756        43.7933                 NaN   42.3939     
  1085.75        500.000        2.37350                 NaN            NaN            NaN            NaN   4.43086                 NaN            NaN   7.00801        43.7928                 NaN   42.3948     
  1084.35        500.000        2.37332                 NaN            NaN            NaN            NaN   4.42768                 NaN            NaN   7.01044        43.7931                 NaN   42.3955     
  1082.94        500.000        2.37350                 NaN            NaN            NaN            NaN   4.42182                 NaN            NaN   7.01472        43.7933                 NaN   42.3967     
  1081.53        500.000        2.37339                 NaN            NaN            NaN            NaN   4.42169                 NaN            NaN   7.01468        43.7926                 NaN   42.3976     
  1080.13        500.000        2.37329                 NaN            NaN            NaN            NaN   4.42157                 NaN            NaN   7.01464        43.7919                 NaN   42.3986     
  1078.72        500.000        2.37318                 NaN            NaN            NaN            NaN   4.42145                 NaN            NaN   7.01460        43.7912                 NaN   42.3996     
  1077.32        500.000        2.36543                 NaN            NaN            NaN            NaN   4.41915                 NaN            NaN   7.01669        43.7921       0.702995E-002   42.3996     
  1075.91        500.000        2.36539                 NaN            NaN            NaN            NaN   4.41909                 NaN            NaN   7.01660        43.7914       0.697574E-002   42.4005     
  1074.51        500.000        2.36464                 NaN            NaN            NaN            NaN   4.41930                 NaN            NaN   7.01629        43.7906       0.760528E-002   42.4015     
  1073.10        500.000        2.35662                 NaN            NaN            NaN            NaN   4.42974       0.813926E-002            NaN   7.01043        43.7908       0.101962E-001   42.3940     
  1071.69        500.000        2.33986                 NaN            NaN            NaN            NaN   4.41431       0.475808E-001            NaN   7.01531        43.7833       0.163521E-001   42.3833     
  1070.29        500.000        2.32063                 NaN            NaN            NaN            NaN   4.40065       0.939295E-001            NaN   7.02179        43.7706       0.225611E-001   42.3698     
  1068.88        500.000        2.30618                 NaN            NaN            NaN            NaN   4.38362       0.127369                 NaN   7.02527        43.7680       0.284078E-001   42.3612     
  1067.48        500.000        2.28918                 NaN            NaN            NaN            NaN   4.36828       0.167999                 NaN   7.03038        43.7601       0.343135E-001   42.3498     
  1066.07        500.000        2.27063                 NaN            NaN            NaN            NaN   4.35488       0.213116                 NaN   7.03679        43.7477       0.401581E-001   42.3367     
  1064.67        500.000        2.25381                 NaN            NaN            NaN            NaN   4.33957       0.253659                 NaN   7.04191        43.7399       0.458670E-001   42.3253     
  1063.26        500.000        2.23717                 NaN            NaN            NaN            NaN  0.293712        4.32477                 NaN   7.04702        43.7319       0.514843E-001   42.3140     
  1061.85        500.000        2.22092                 NaN            NaN            NaN            NaN   4.30683       0.333085                 NaN   7.05119        43.7281       0.570579E-001   42.3028     
  1060.45        500.000        2.20339                 NaN            NaN            NaN            NaN  0.376078        4.29169                 NaN   7.05675        43.7192       0.625411E-001   42.2903     
  1059.04        500.000        2.18620                 NaN            NaN            NaN            NaN  0.418298        4.27641                 NaN   7.06213        43.7110       0.679186E-001   42.2780     
  1057.64        500.000        1.88366                 NaN            NaN  0.562888                 NaN   4.34735                 NaN            NaN   7.06674        43.8036       0.139485        42.1963     
  1056.23        500.000        1.88357                 NaN            NaN  0.562872                 NaN   4.34723                 NaN            NaN   7.06670        43.8029       0.139482        42.1973     
  1054.82        500.000        1.88349                 NaN            NaN  0.562857                 NaN   4.34711                 NaN            NaN   7.06667        43.8022       0.139479        42.1982     
  1053.42        500.000        1.59809                 NaN            NaN  0.925757                 NaN   4.30197                 NaN            NaN   7.09944        43.8171       0.200132        42.0575     
  1052.01        500.000        1.59802                 NaN            NaN  0.925731                 NaN   4.30185                 NaN            NaN   7.09940        43.8164       0.200127        42.0584     
  1050.61        500.000        1.59795                 NaN            NaN  0.925705                 NaN   4.30174                 NaN            NaN   7.09936        43.8158       0.200123        42.0594     
  1049.20        500.000        1.34617                 NaN            NaN   1.24983                 NaN   4.28102                 NaN            NaN   7.12122        43.8433       0.241930        41.9165     
  1047.80        500.000        1.14676                 NaN            NaN   1.50746                 NaN   4.25819                 NaN            NaN   7.14400        43.8508       0.279485        41.8133     
  1046.39        500.000        1.05581                 NaN            NaN   1.62601                 NaN   4.24547                 NaN            NaN   7.15383        43.8563       0.296154        41.7664     
  1044.98        500.000       0.979792                 NaN            NaN   1.72487                 NaN   4.23578                 NaN            NaN   7.16235        43.8598       0.309997        41.7274     
  1043.58        500.000       0.902669                 NaN            NaN   1.82581                 NaN   4.22535                 NaN            NaN   7.17092        43.8637       0.323835        41.6877     
  1042.17        500.000       0.830243                 NaN            NaN   1.92087                 NaN   4.21559                 NaN            NaN   7.17904        43.8671       0.336675        41.6505     
  1040.77        500.000       0.762139                 NaN            NaN   2.01053                 NaN   4.20644                 NaN            NaN   7.18676        43.8700       0.348600        41.6155     
  1039.36        500.000       0.939676                 NaN            NaN   1.79863                 NaN   4.20878                 NaN            NaN   7.19770        43.7854       0.321944        41.7479     
  1037.96        500.000       0.635572                 NaN            NaN   2.17882                 NaN   4.18746                 NaN            NaN   7.20099        43.8760       0.370413        41.5507     
  1036.55        500.000       0.574823                 NaN            NaN   2.25934                 NaN   4.17979                 NaN            NaN   7.20808        43.8780       0.380582        41.5194     
  1035.14        500.000                 NaN            NaN            NaN   3.05274                 NaN   4.08954                 NaN            NaN   7.27888        43.8936       0.467461        41.2178     
  1033.74        500.000       0.933064E-001            NaN            NaN   2.89462                 NaN   4.13697                 NaN            NaN   7.25133        43.9266       0.453274        41.2438     
  1032.33        500.000                 NaN            NaN            NaN   3.05257                 NaN   4.08933                 NaN            NaN   7.27881        43.8922       0.467439        41.2197     
  1030.93        500.000                 NaN            NaN            NaN   3.05248                 NaN   4.08922                 NaN            NaN   7.27877        43.8915       0.467428        41.2206     
  1029.52        500.000                 NaN            NaN            NaN   3.02291                 NaN   4.12311                 NaN            NaN   7.26237        43.9278       0.467068        41.1967     
  1028.12        500.000                 NaN            NaN            NaN   3.02469                 NaN   4.12102                 NaN            NaN   7.26344        43.9245       0.467081        41.1992     
  1026.71        500.000                 NaN            NaN            NaN   3.02638                 NaN   4.11946                 NaN            NaN   7.26438        43.9210       0.467026        41.2017     
  1025.30        500.000                 NaN            NaN            NaN   3.05214                 NaN   4.08881                 NaN            NaN   7.27862        43.8888       0.467385        41.2242     
  1023.90        500.000                 NaN            NaN            NaN   3.05206                 NaN   4.08870                 NaN            NaN   7.27858        43.8881       0.467374        41.2252     
  1022.49        500.000                 NaN            NaN            NaN   3.05197                 NaN   4.08860                 NaN            NaN   7.27854        43.8875       0.467363        41.2261     
  1021.09        500.000                 NaN            NaN            NaN   3.05189                 NaN   4.08849                 NaN            NaN   7.27850        43.8868       0.467353        41.2270     
  1019.68        500.000                 NaN            NaN            NaN   3.05180                 NaN   4.08839                 NaN            NaN   7.27847        43.8861       0.467342        41.2279     
  1018.27        500.000                 NaN            NaN            NaN   3.05172                 NaN   4.08828                 NaN            NaN   7.27843        43.8854       0.467331        41.2288     
  1016.87        500.000                 NaN            NaN            NaN   3.05163                 NaN   4.08818                 NaN            NaN   7.27839        43.8847       0.467320        41.2297     
  1015.46        500.000                 NaN            NaN            NaN   3.05155                 NaN   4.08807                 NaN            NaN   7.27835        43.8841       0.467310        41.2307     
  1014.06        500.000                 NaN            NaN            NaN   3.05146                 NaN   4.08797                 NaN            NaN   7.27831        43.8834       0.467299        41.2316     
  1012.65        500.000                 NaN            NaN            NaN   3.05138                 NaN   4.08786                 NaN            NaN   7.27828        43.8827       0.467288        41.2325     
  1011.25        500.000                 NaN            NaN            NaN   3.05129                 NaN   4.08776                 NaN            NaN   7.27824        43.8820       0.467277        41.2334     
  1009.84        500.000                 NaN            NaN            NaN   3.05121                 NaN   4.08765                 NaN            NaN   7.27820        43.8814       0.467267        41.2343     
  1008.43        500.000                 NaN            NaN            NaN   3.05112                 NaN   4.08755                 NaN            NaN   7.27816        43.8807       0.467256        41.2352     
  1007.03        500.000                 NaN            NaN            NaN   3.05104                 NaN   4.08744                 NaN            NaN   7.27813        43.8800       0.467245        41.2361     
  1005.62        500.000                 NaN            NaN            NaN   3.05095                 NaN   4.08734                 NaN            NaN   7.27809        43.8793       0.467235        41.2371     
  1004.22        500.000                 NaN            NaN            NaN   3.05087                 NaN   4.08724                 NaN            NaN   7.27805        43.8786       0.467224        41.2380     
  1002.81        500.000                 NaN            NaN            NaN   3.05079                 NaN   4.08713                 NaN            NaN   7.27801        43.8780       0.467213        41.2389     
  1001.41        500.000                 NaN            NaN            NaN   3.05070                 NaN   4.08703                 NaN            NaN   7.27798        43.8773       0.467203        41.2398     
  1000.00        500.000                 NaN            NaN            NaN   3.05062                 NaN   4.08692                 NaN            NaN   7.27794        43.8766       0.467192        41.2407     
