|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1615.38        2500.00       0.157279E-002   99.9716                 NaN  0.268448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.84        2500.00                 NaN   99.4166                 NaN  0.368484E-001  0.546557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.30        2500.00                 NaN   99.1713                 NaN  0.934899E-001  0.735242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.75        2500.00                 NaN   99.1808                 NaN  0.923519E-001  0.726889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.21        2500.00                 NaN   99.1874                 NaN  0.905381E-001  0.722059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.67        2500.00                 NaN   99.1968                 NaN  0.901112E-001  0.713051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.13        2500.00                 NaN   99.2006                 NaN  0.882434E-001  0.711136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.58        2500.00                 NaN   99.2164                 NaN  0.871996E-001  0.696398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.04        2500.00                 NaN   99.2199                 NaN  0.857935E-001  0.694353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00                 NaN   99.2267                 NaN  0.848712E-001  0.688476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.96        2500.00                 NaN   99.2304                 NaN  0.857433E-001  0.683827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.41        2500.00                 NaN   99.2514                 NaN  0.819069E-001  0.666732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.87        2500.00                 NaN   99.2039                 NaN  0.911431E-001  0.704985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.33        2500.00                 NaN   99.3091                 NaN  0.761180E-001  0.614827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.79        2500.00                 NaN   99.2655                 NaN  0.797020E-001  0.654843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.25        2500.00                 NaN   99.2689                 NaN  0.792029E-001  0.651946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.70        2500.00                 NaN   99.2242                 NaN  0.840844E-001  0.691748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.16        2500.00                 NaN   99.3421                 NaN  0.678348E-001  0.590064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.62        2500.00                 NaN   99.2881                 NaN  0.743723E-001  0.637509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.08        2500.00                 NaN   99.3004                 NaN  0.731551E-001  0.626419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.53        2500.00                 NaN   99.3045                 NaN  0.724548E-001  0.623039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.99        2500.00                 NaN   99.3098                 NaN  0.710929E-001  0.619094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00                 NaN   99.3166                 NaN  0.707005E-001  0.612670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        2500.00                 NaN   99.3222                 NaN  0.689956E-001  0.608785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.36        2500.00                 NaN   99.3291                 NaN  0.687009E-001  0.602212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.82        2500.00                 NaN   99.3327                 NaN  0.666753E-001  0.600614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.28        2500.00                 NaN   99.3386                 NaN  0.665651E-001  0.594855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        2500.00                 NaN   99.3443                 NaN  0.648367E-001  0.590845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.20        2500.00                 NaN   99.3549                 NaN  0.640060E-001  0.581086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.65        2500.00                 NaN   99.6400                 NaN  0.378950E-001  0.322128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.11        2500.00                 NaN   99.0787                 NaN  0.888763E-001  0.832393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.57        2500.00                 NaN   99.3709                 NaN  0.615967E-001  0.567550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.03        2500.00                 NaN   99.3710                 NaN  0.591703E-001  0.569870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.48        2500.00                 NaN   99.4459                 NaN  0.521054E-001  0.502040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.94        2500.00                 NaN   99.3148                 NaN  0.660845E-001  0.619132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00                 NaN   99.3883                 NaN  0.568724E-001  0.554836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.86        2500.00                 NaN   99.3634                 NaN  0.576059E-001  0.579001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.31        2500.00                 NaN   99.4260                 NaN  0.531919E-001  0.520855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.77        2500.00                 NaN   99.4013                 NaN  0.541776E-001  0.544529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.23        2500.00                 NaN   99.4071                 NaN  0.539476E-001  0.538952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.69        2500.00                 NaN   99.4117                 NaN  0.529875E-001  0.535346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.15        2500.00                 NaN   99.7511                 NaN  0.191498E-001  0.229753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.60        2500.00                 NaN   99.0803                 NaN  0.802096E-001  0.839459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.06        2500.00                 NaN   99.4230                 NaN  0.498087E-001  0.527196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.52        2500.00                 NaN   99.3519                 NaN  0.554633E-001  0.592607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        2500.00                 NaN   99.5108                 NaN  0.417597E-001  0.447472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.43        2500.00                 NaN   99.4376                 NaN  0.480356E-001  0.514395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        2500.00                 NaN   99.4411                 NaN  0.310302E-001  0.527831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00                 NaN   99.4441                 NaN  0.606831E-001  0.495254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.81        2500.00                 NaN   99.5437                 NaN  0.373851E-001  0.418962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.26        2500.00                 NaN   99.3569                 NaN  0.507563E-001  0.592365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.72        2500.00                 NaN   99.4560                 NaN  0.430150E-001  0.500957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.18        2500.00                 NaN   99.4540                 NaN  0.410559E-001  0.504937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.64        2500.00                 NaN   99.4693                 NaN  0.420361E-001  0.488701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00                 NaN   99.4669                 NaN  0.433645E-001  0.489760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.55        2500.00                 NaN   99.4701                 NaN  0.360202E-001  0.493850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.01        2500.00                 NaN   99.4701                 NaN  0.383651E-001  0.491488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.47        2500.00                 NaN   99.4808                 NaN  0.374856E-001  0.481726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00                 NaN   99.4805                 NaN  0.436786E-001  0.475782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.38        2500.00                 NaN   99.4829                 NaN  0.286787E-001  0.488419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.84        2500.00                 NaN   99.4856                 NaN  0.345375E-001  0.479861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00                 NaN   99.4887                 NaN  0.336437E-001  0.477703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.76        2500.00                 NaN   99.4912                 NaN  0.322015E-001  0.476632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.21        2500.00                 NaN   99.4952                 NaN  0.319898E-001  0.472823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.67        2500.00                 NaN   99.4552                 NaN  0.178585E-001  0.344679       0.182217                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.13        2500.00                 NaN   99.4024                 NaN  0.139396E-001            NaN  0.583645                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.59        2500.00                 NaN   99.9859                 NaN  0.140932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.05        2500.00                 NaN   98.5447                 NaN            NaN            NaN   1.45530                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.50        2500.00                 NaN   99.3009                 NaN            NaN            NaN  0.699079                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00                 NaN   99.2959                 NaN            NaN            NaN  0.704076                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00                 NaN   99.2898                 NaN            NaN            NaN  0.710211                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.88        2500.00                 NaN   99.2780                 NaN  0.161784E-005            NaN  0.721976                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.33        2500.00                 NaN   98.8868                 NaN            NaN            NaN  0.448265       0.664885                 NaN            NaN            NaN            NaN            NaN
  1502.79        2500.00                 NaN   98.8614                 NaN            NaN            NaN  0.415330       0.723259                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00                 NaN   98.8721                 NaN            NaN            NaN  0.716671       0.411201                 NaN            NaN            NaN            NaN            NaN
  1499.71        2500.00                 NaN   98.8837                 NaN            NaN            NaN  0.406247       0.710096                 NaN            NaN            NaN            NaN            NaN
  1498.16        2500.00                 NaN   98.8945                 NaN            NaN            NaN  0.703385       0.402088                 NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00                 NaN   98.9048                 NaN            NaN            NaN  0.697304       0.397879                 NaN            NaN            NaN            NaN            NaN
  1495.08        2500.00                 NaN   98.9153                 NaN            NaN            NaN  0.394094       0.690585                 NaN            NaN            NaN            NaN            NaN
  1493.54        2500.00                 NaN   98.9267                 NaN            NaN            NaN  0.389160       0.684168                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00                 NaN   98.9360                 NaN            NaN            NaN  0.385135       0.678908                 NaN            NaN            NaN            NaN            NaN
  1490.45        2500.00                 NaN   98.9324                 NaN  0.533146E-001            NaN  0.706943       0.307391                 NaN            NaN            NaN            NaN            NaN
  1488.91        2500.00                 NaN   98.9798                 NaN            NaN            NaN  0.648997       0.371249                 NaN            NaN            NaN            NaN            NaN
  1487.37        2500.00                 NaN   98.9647                 NaN  0.104003E-002            NaN  0.662552       0.371754                 NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00                 NaN   98.9738                 NaN            NaN            NaN  0.369299       0.656918                 NaN            NaN            NaN            NaN            NaN
  1484.28        2500.00                 NaN   99.2173                 NaN  0.362327E-001            NaN  0.518299       0.228156                 NaN            NaN            NaN            NaN            NaN
  1482.74        2500.00                 NaN   98.7619                 NaN  0.176797E-005            NaN  0.444746       0.793325                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00                 NaN   98.9973                 NaN            NaN            NaN  0.644005       0.358667                 NaN            NaN            NaN            NaN            NaN
  1479.66        2500.00                 NaN   99.0100                 NaN  0.657129E-003            NaN  0.353164       0.636206                 NaN            NaN            NaN            NaN            NaN
  1478.11        2500.00                 NaN   99.0216                 NaN  0.166771E-001            NaN  0.636290       0.325419                 NaN            NaN            NaN            NaN            NaN
  1476.57        2500.00                 NaN   99.0273                 NaN  0.112937E-001            NaN  0.631066       0.330300                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00                 NaN   99.0378                 NaN  0.223611E-001            NaN  0.629961       0.309859                 NaN            NaN            NaN            NaN            NaN
  1473.49        2500.00                 NaN   99.0434                 NaN  0.153832E-001            NaN  0.624445       0.316775                 NaN            NaN            NaN            NaN            NaN
  1471.95        2500.00                 NaN   99.1190                 NaN  0.134949E-001            NaN  0.292381       0.575115                 NaN            NaN            NaN            NaN            NaN
  1470.40        2500.00                 NaN   99.5946                 NaN  0.471023E-001  0.539309E-001  0.310438E-001  0.273346                 NaN            NaN            NaN            NaN            NaN
  1468.86        2500.00                 NaN   98.4601                 NaN            NaN            NaN  0.530282        1.00964                 NaN            NaN            NaN            NaN            NaN
  1467.32        2500.00                 NaN   99.0766                 NaN            NaN            NaN  0.324667       0.598718                 NaN            NaN            NaN            NaN            NaN
  1465.78        2500.00                 NaN   99.0750                 NaN  0.261045E-002            NaN  0.601323       0.321030                 NaN            NaN            NaN            NaN            NaN
  1464.23        2500.00                 NaN   99.0839                 NaN  0.695775E-002            NaN  0.310690       0.598490                 NaN            NaN            NaN            NaN            NaN
  1462.69        2500.00                 NaN   98.2874                 NaN  0.106706                 NaN  0.715809       0.499833                 NaN  0.390211                 NaN            NaN            NaN
  1461.15        2500.00                 NaN   96.9518                 NaN  0.274490                 NaN  0.906711       0.817083                 NaN   1.04995                 NaN            NaN            NaN
  1459.61        2500.00                 NaN   97.0318                 NaN  0.273396                 NaN  0.886351       0.784194                 NaN   1.02426                 NaN            NaN            NaN
  1458.06        2500.00                 NaN   97.1051                 NaN  0.266578                 NaN  0.866108       0.762661                 NaN  0.999520                 NaN            NaN            NaN
  1456.52        2500.00                 NaN   97.1829                 NaN  0.265299                 NaN  0.846433       0.731454                 NaN  0.973878                 NaN            NaN            NaN
  1454.98        2500.00                 NaN   97.2494                 NaN  0.262997                 NaN  0.829854       0.705556                 NaN  0.952227                 NaN            NaN            NaN
  1453.44        2500.00                 NaN   97.3143                 NaN  0.260855                 NaN  0.681062       0.812847                 NaN  0.930934                 NaN            NaN            NaN
  1451.90        2500.00                 NaN   97.3798                 NaN  0.258053                 NaN  0.796532       0.656747                 NaN  0.908843                 NaN            NaN            NaN
  1450.35        2500.00                 NaN   97.4396                 NaN  0.255918                 NaN  0.780918       0.634068                 NaN  0.889479                 NaN            NaN            NaN
  1448.81        2500.00                 NaN   97.4901                 NaN  0.254615                 NaN  0.768365       0.614177                 NaN  0.872749                 NaN            NaN            NaN
  1447.27        2500.00                 NaN   97.6388                 NaN  0.243260                 NaN  0.569785       0.725806                 NaN  0.822362                 NaN            NaN            NaN
  1445.73        2500.00                 NaN   97.5324                 NaN  0.257400                 NaN  0.589197       0.761658                 NaN  0.859319                 NaN            NaN            NaN
  1444.18        2500.00                 NaN   97.6597                 NaN  0.248088                 NaN  0.724620       0.551278                 NaN  0.816347                 NaN            NaN            NaN
  1442.64        2500.00                 NaN   97.6719                 NaN  0.253089                 NaN  0.725227       0.536806                 NaN  0.812996                 NaN            NaN            NaN
  1441.10        2500.00                 NaN   97.7875                 NaN  0.238974                 NaN  0.512426       0.689272                 NaN  0.771855                 NaN            NaN            NaN
  1439.56        2500.00                 NaN   97.8054                 NaN  0.242619                 NaN  0.688127       0.496279                 NaN  0.767582                 NaN            NaN            NaN
  1438.01        2500.00                 NaN   97.8465                 NaN  0.241746                 NaN  0.480188       0.677637                 NaN  0.753924                 NaN            NaN            NaN
  1436.47        2500.00                 NaN   97.8984                 NaN  0.238713                 NaN  0.664264       0.462276                 NaN  0.736366                 NaN            NaN            NaN
  1434.93        2500.00                 NaN   97.9346                 NaN  0.238207                 NaN  0.447046       0.655697                 NaN  0.724452                 NaN            NaN            NaN
  1433.39        2500.00                 NaN   97.9773                 NaN  0.236338                 NaN  0.643773       0.432273                 NaN  0.710301                 NaN            NaN            NaN
  1431.85        2500.00                 NaN   98.0162                 NaN  0.234936                 NaN  0.417427       0.634212                 NaN  0.697193                 NaN            NaN            NaN
  1430.30        2500.00                 NaN   98.0531                 NaN  0.233719                 NaN  0.625176       0.403047                 NaN  0.684985                 NaN            NaN            NaN
  1428.76        2500.00                 NaN   98.0670                 NaN  0.236025                 NaN  0.391528       0.623585                 NaN  0.681834                 NaN            NaN            NaN
  1427.22        2500.00                 NaN   98.1512                 NaN  0.227239                 NaN  0.371812       0.599193                 NaN  0.650532                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.0945                 NaN  0.205882                 NaN  0.600103       0.429311                 NaN  0.670170                 NaN            NaN            NaN
  1424.13        2500.00                 NaN   98.2543                 NaN  0.255754                 NaN  0.594078       0.276867                 NaN  0.619050                 NaN            NaN            NaN
  1422.59        2500.00                 NaN   98.2283                 NaN  0.227709                 NaN  0.582479       0.335303                 NaN  0.626208                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.2618                 NaN  0.224764                 NaN  0.571805       0.327469                 NaN  0.614132                 NaN            NaN            NaN
  1419.51        2500.00                 NaN   98.2879                 NaN  0.225415                 NaN  0.566065       0.314923                 NaN  0.605674                 NaN            NaN            NaN
