|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1526.32        500.000        99.1497                 NaN            NaN            NaN            NaN            NaN  0.850257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1629                 NaN            NaN            NaN            NaN            NaN  0.837106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1732                 NaN            NaN            NaN            NaN            NaN  0.826805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1851                 NaN            NaN            NaN  0.331860E-003            NaN  0.814597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1937                 NaN            NaN            NaN            NaN            NaN  0.806328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2047                 NaN            NaN            NaN            NaN            NaN  0.795328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2146                 NaN            NaN            NaN            NaN            NaN  0.785433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2251                 NaN            NaN            NaN            NaN            NaN  0.774875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2327                 NaN            NaN            NaN            NaN            NaN  0.767331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2437                 NaN            NaN            NaN            NaN            NaN  0.756312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2531                 NaN            NaN            NaN            NaN            NaN  0.746901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2598                 NaN            NaN            NaN            NaN            NaN  0.740188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2686                 NaN            NaN            NaN            NaN            NaN  0.731422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.3692                 NaN            NaN            NaN            NaN            NaN  0.421311       0.209481                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0319                 NaN            NaN            NaN            NaN            NaN  0.139405       0.828679                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1715                 NaN            NaN            NaN            NaN            NaN  0.421089E-001  0.786395                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1802                 NaN            NaN            NaN            NaN            NaN  0.390891E-001  0.780743                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1827                 NaN            NaN            NaN            NaN            NaN  0.320407E-001  0.785290                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1967                 NaN            NaN            NaN            NaN            NaN  0.178386E-001  0.785454                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1961                 NaN            NaN            NaN            NaN            NaN  0.122376E-001  0.791688                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2027                 NaN            NaN            NaN            NaN            NaN  0.312155E-002  0.794200                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2078                 NaN            NaN            NaN            NaN            NaN  0.191153E-001  0.773121                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2130                 NaN            NaN            NaN            NaN            NaN  0.257049E-001  0.761255                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2159                 NaN            NaN            NaN            NaN            NaN            NaN  0.784144                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2192                 NaN            NaN            NaN            NaN            NaN  0.865726E-003  0.779982                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2225                 NaN            NaN            NaN            NaN            NaN  0.321468E-001  0.745323                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2210                 NaN            NaN            NaN            NaN            NaN  0.566543E-002  0.773311                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2243                 NaN            NaN            NaN            NaN            NaN            NaN  0.775735                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2229                 NaN            NaN            NaN            NaN            NaN            NaN  0.777086                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2189                 NaN            NaN            NaN            NaN            NaN            NaN  0.781112                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2186                 NaN            NaN            NaN            NaN            NaN            NaN  0.781379                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1089                 NaN            NaN            NaN            NaN            NaN            NaN  0.707468       0.183647                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.7937                 NaN            NaN            NaN            NaN            NaN            NaN  0.761547       0.444769                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.8149                 NaN            NaN            NaN            NaN            NaN            NaN  0.748867       0.436229                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8345                 NaN            NaN            NaN            NaN            NaN            NaN  0.737287       0.428205                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8564                 NaN            NaN            NaN            NaN            NaN            NaN  0.725060       0.418581                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8744                 NaN            NaN            NaN            NaN            NaN            NaN  0.411635       0.713992                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8926                 NaN            NaN            NaN            NaN            NaN            NaN  0.703971       0.403388                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.9108                 NaN            NaN            NaN            NaN            NaN            NaN  0.692212       0.396942                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.9231                 NaN            NaN            NaN            NaN            NaN            NaN  0.686648       0.390270                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.9492                 NaN            NaN            NaN            NaN            NaN            NaN  0.381417       0.669431                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        97.6462                 NaN            NaN            NaN            NaN            NaN            NaN  0.922313       0.787058                 NaN  0.644410                 NaN            NaN            NaN
  1421.05        500.000        96.9113                 NaN            NaN            NaN            NaN            NaN            NaN  0.836149        1.22855                 NaN   1.02403                 NaN            NaN            NaN
  1418.55        500.000        97.0261                 NaN            NaN            NaN            NaN            NaN            NaN   1.18180       0.805074                 NaN  0.987054                 NaN            NaN            NaN
  1416.04        500.000        97.1352                 NaN            NaN            NaN            NaN            NaN            NaN   1.13765       0.775242                 NaN  0.951905                 NaN            NaN            NaN
  1413.53        500.000        97.2365                 NaN            NaN            NaN            NaN            NaN            NaN   1.09719       0.747123                 NaN  0.919166                 NaN            NaN            NaN
  1411.03        500.000        97.3334                 NaN            NaN            NaN            NaN            NaN            NaN   1.05785       0.720862                 NaN  0.887939                 NaN            NaN            NaN
  1408.52        500.000        97.4225                 NaN            NaN            NaN            NaN            NaN            NaN   1.02174       0.696881                 NaN  0.858911                 NaN            NaN            NaN
  1406.02        500.000        97.5101                 NaN            NaN            NaN            NaN            NaN            NaN  0.672537       0.986905                 NaN  0.830493                 NaN            NaN            NaN
  1403.51        500.000        97.5894                 NaN            NaN            NaN            NaN            NaN            NaN  0.954128       0.652232                 NaN  0.804245                 NaN            NaN            NaN
  1401.00        500.000        97.6703                 NaN            NaN            NaN            NaN            NaN            NaN  0.923062       0.628570                 NaN  0.778055                 NaN            NaN            NaN
  1398.50        500.000        97.7426                 NaN            NaN            NaN            NaN            NaN            NaN  0.894446       0.608467                 NaN  0.754494                 NaN            NaN            NaN
  1395.99        500.000        97.8133                 NaN            NaN            NaN            NaN            NaN            NaN  0.588570       0.866561                 NaN  0.731523                 NaN            NaN            NaN
  1393.48        500.000        97.8792                 NaN            NaN            NaN            NaN            NaN            NaN  0.840539       0.570592                 NaN  0.709628                 NaN            NaN            NaN
  1390.98        500.000        97.9437                 NaN            NaN            NaN            NaN            NaN            NaN  0.815050       0.552747                 NaN  0.688505                 NaN            NaN            NaN
  1388.47        500.000        98.0039                 NaN            NaN            NaN            NaN            NaN            NaN  0.791615       0.535754                 NaN  0.668718                 NaN            NaN            NaN
  1385.96        500.000        98.0595                 NaN            NaN            NaN            NaN            NaN            NaN  0.769879       0.520316                 NaN  0.650263                 NaN            NaN            NaN
  1383.46        500.000        98.1221                 NaN            NaN            NaN            NaN            NaN            NaN  0.745497       0.503154                 NaN  0.629296                 NaN            NaN            NaN
  1380.95        500.000        98.1709                 NaN            NaN            NaN            NaN            NaN            NaN  0.726677       0.489086                 NaN  0.613292                 NaN            NaN            NaN
  1378.45        500.000        98.2220                 NaN            NaN            NaN            NaN            NaN            NaN  0.474496       0.707205                 NaN  0.596323                 NaN            NaN            NaN
  1375.94        500.000        98.2702                 NaN            NaN            NaN            NaN            NaN            NaN  0.460954       0.688622                 NaN  0.580206                 NaN            NaN            NaN
  1373.43        500.000        98.3182                 NaN            NaN            NaN            NaN            NaN            NaN  0.670180       0.447508                 NaN  0.564128                 NaN            NaN            NaN
  1370.93        500.000        98.3618                 NaN            NaN            NaN            NaN            NaN            NaN  0.653426       0.435114                 NaN  0.549615                 NaN            NaN            NaN
  1368.42        500.000        98.4069                 NaN            NaN            NaN            NaN            NaN            NaN  0.422790       0.635927                 NaN  0.534390                 NaN            NaN            NaN
  1365.91        500.000        98.4470                 NaN            NaN            NaN            NaN            NaN            NaN  0.411057       0.621081                 NaN  0.520841                 NaN            NaN            NaN
  1363.41        500.000        98.4872                 NaN            NaN            NaN            NaN            NaN            NaN  0.399904       0.605601                 NaN  0.507262                 NaN            NaN            NaN
  1360.90        500.000        98.5238                 NaN            NaN            NaN            NaN            NaN            NaN  0.389817       0.591614                 NaN  0.494727                 NaN            NaN            NaN
  1358.40        500.000        98.5630                 NaN            NaN            NaN            NaN            NaN            NaN  0.378310       0.577016                 NaN  0.481718                 NaN            NaN            NaN
  1355.89        500.000        98.5972                 NaN            NaN            NaN            NaN            NaN            NaN  0.368142       0.564414                 NaN  0.470202                 NaN            NaN            NaN
  1353.38        500.000        98.6336                 NaN            NaN            NaN            NaN            NaN            NaN  0.550398       0.358300                 NaN  0.457736                 NaN            NaN            NaN
  1350.88        500.000        98.6651                 NaN            NaN            NaN            NaN            NaN            NaN  0.538719       0.349116                 NaN  0.447066                 NaN            NaN            NaN
  1348.37        500.000        98.6979                 NaN            NaN            NaN            NaN            NaN            NaN  0.526352       0.339798                 NaN  0.435909                 NaN            NaN            NaN
  1345.86        500.000        98.7287                 NaN            NaN            NaN            NaN            NaN            NaN  0.331403       0.514505                 NaN  0.425381                 NaN            NaN            NaN
  1343.36        500.000        98.7584                 NaN            NaN            NaN            NaN            NaN            NaN  0.322568       0.503838                 NaN  0.415176                 NaN            NaN            NaN
  1340.85        500.000        98.7884                 NaN            NaN            NaN            NaN            NaN            NaN  0.313675       0.492877                 NaN  0.405023                 NaN            NaN            NaN
  1338.35        500.000        98.8149                 NaN            NaN            NaN            NaN            NaN            NaN  0.483140       0.306071                 NaN  0.395889                 NaN            NaN            NaN
  1335.84        500.000        98.8426                 NaN            NaN            NaN            NaN            NaN            NaN  0.472718       0.298240                 NaN  0.386435                 NaN            NaN            NaN
  1333.33        500.000        98.8691                 NaN            NaN            NaN            NaN            NaN            NaN  0.462969       0.290541                 NaN  0.377410                 NaN            NaN            NaN
  1330.83        500.000        98.8937                 NaN            NaN            NaN            NaN            NaN            NaN  0.453894       0.283519                 NaN  0.368883                 NaN            NaN            NaN
  1328.32        500.000        98.9184                 NaN            NaN            NaN            NaN            NaN            NaN  0.276336       0.444832                 NaN  0.360455                 NaN            NaN            NaN
  1325.81        500.000        98.9420                 NaN            NaN            NaN            NaN            NaN            NaN  0.436103       0.269651                 NaN  0.352241                 NaN            NaN            NaN
  1323.31        500.000        98.9654                 NaN            NaN            NaN            NaN            NaN            NaN  0.427585       0.262795                 NaN  0.344235                 NaN            NaN            NaN
  1320.80        500.000        98.9883                 NaN            NaN            NaN            NaN            NaN            NaN  0.418613       0.256768                 NaN  0.336324                 NaN            NaN            NaN
  1318.30        500.000        99.0090                 NaN            NaN            NaN            NaN            NaN            NaN  0.250535       0.411311                 NaN  0.329127                 NaN            NaN            NaN
  1315.79        500.000        99.0302                 NaN            NaN            NaN            NaN            NaN            NaN  0.404180       0.243734                 NaN  0.321914                 NaN            NaN            NaN
  1313.28        500.000        99.0515                 NaN            NaN            NaN            NaN            NaN            NaN  0.238564       0.395494                 NaN  0.314419                 NaN            NaN            NaN
  1310.78        500.000        99.0706                 NaN            NaN            NaN            NaN            NaN            NaN  0.232401       0.389083                 NaN  0.307871                 NaN            NaN            NaN
  1308.27        500.000        99.0898                 NaN            NaN            NaN            NaN            NaN            NaN  0.382129       0.226844                 NaN  0.301249                 NaN            NaN            NaN
  1305.76        500.000        99.1088                 NaN            NaN            NaN            NaN            NaN            NaN  0.375147       0.221366                 NaN  0.294689                 NaN            NaN            NaN
  1303.26        500.000        99.1275                 NaN            NaN            NaN            NaN            NaN            NaN  0.216266       0.368044                 NaN  0.288175                 NaN            NaN            NaN
  1300.75        500.000        99.1453                 NaN            NaN            NaN            NaN            NaN            NaN  0.210920       0.361740                 NaN  0.282070                 NaN            NaN            NaN
  1298.25        500.000        99.1621                 NaN            NaN            NaN            NaN            NaN            NaN  0.206013       0.355665                 NaN  0.276226                 NaN            NaN            NaN
  1295.74        500.000        99.1794                 NaN            NaN            NaN            NaN            NaN            NaN  0.349271       0.201144                 NaN  0.270224                 NaN            NaN            NaN
  1293.23        500.000        99.1958                 NaN            NaN            NaN            NaN            NaN            NaN  0.196426       0.343264                 NaN  0.264558                 NaN            NaN            NaN
  1290.73        500.000        95.4169                 NaN            NaN            NaN            NaN            NaN            NaN  0.495218       0.871754                 NaN  0.668511        2.54761                 NaN            NaN
  1288.22        500.000        83.2520                 NaN            NaN            NaN            NaN            NaN            NaN   1.46755        2.54471                 NaN   1.96748        10.7683                 NaN            NaN
  1285.71        500.000        86.0982                 NaN            NaN            NaN            NaN            NaN            NaN   2.09768        1.24097                 NaN   1.64753        8.91563                 NaN            NaN
  1283.21        500.000        88.1825                 NaN            NaN            NaN            NaN            NaN            NaN   1.07273        1.76924                 NaN   1.41106        7.56446                 NaN            NaN
  1280.70        500.000        89.7498                 NaN            NaN            NaN            NaN            NaN            NaN  0.945730        1.52123                 NaN   1.23204        6.55117                 NaN            NaN
  1278.20        500.000        90.9716                 NaN            NaN            NaN            NaN            NaN            NaN  0.845441        1.32845                 NaN   1.09124        5.76327                 NaN            NaN
  1275.69        500.000        91.9465                 NaN            NaN            NaN            NaN            NaN            NaN  0.765944        1.17334                 NaN  0.977878        5.13630                 NaN            NaN
  1273.18        500.000        92.7557                 NaN            NaN            NaN            NaN            NaN            NaN  0.698315        1.04461                 NaN  0.882686        4.61865                 NaN            NaN
  1270.68        500.000        93.4113                 NaN            NaN            NaN            NaN            NaN            NaN  0.940982       0.643981                 NaN  0.805525        4.19817                 NaN            NaN
  1268.17        500.000        93.9763                 NaN            NaN            NaN            NaN            NaN            NaN  0.595504       0.852458                 NaN  0.738058        3.83765                 NaN            NaN
  1265.66        500.000        94.4456                 NaN            NaN            NaN            NaN            NaN            NaN  0.554065       0.780455                 NaN  0.682080        3.53777                 NaN            NaN
  1263.16        500.000        94.8679                 NaN            NaN            NaN            NaN            NaN            NaN  0.711906       0.519826                 NaN  0.630406        3.26993                 NaN            NaN
  1260.65        500.000        95.2294                 NaN            NaN            NaN            NaN            NaN            NaN  0.657055       0.486891                 NaN  0.586422        3.04019                 NaN            NaN
  1258.15        500.000        95.5499                 NaN            NaN            NaN            NaN            NaN            NaN  0.607501       0.458274                 NaN  0.547015        2.83734                 NaN            NaN
  1255.64        500.000        95.8397                 NaN            NaN            NaN            NaN            NaN            NaN  0.428300       0.566291                 NaN  0.511070        2.65459                 NaN            NaN
  1253.13        500.000        96.0922                 NaN            NaN            NaN            NaN            NaN            NaN  0.537034       0.396195                 NaN  0.479316        2.49522                 NaN            NaN
  1250.63        500.000        96.3162                 NaN            NaN            NaN            NaN            NaN            NaN  0.511420       0.367760                 NaN  0.451203        2.35340                 NaN            NaN
  1248.12        500.000        96.5242                 NaN            NaN            NaN            NaN            NaN            NaN  0.828228                 NaN            NaN  0.425199        2.22239                 NaN            NaN
  1245.61        500.000        96.7159                 NaN            NaN            NaN            NaN            NaN            NaN  0.781787                 NaN            NaN  0.400270        2.10200                 NaN            NaN
  1243.11        500.000        96.8861                 NaN            NaN            NaN            NaN            NaN            NaN  0.740543                 NaN            NaN  0.378217        1.99512                 NaN            NaN
  1240.60        500.000        97.0418                 NaN            NaN            NaN            NaN            NaN            NaN  0.702928                 NaN            NaN  0.358769        1.89652                 NaN            NaN
  1238.10        500.000        97.1871                 NaN            NaN            NaN            NaN            NaN            NaN  0.667196                 NaN            NaN  0.339562        1.80610                 NaN            NaN
  1235.59        500.000        97.3220                 NaN            NaN            NaN            NaN            NaN            NaN  0.635118                 NaN            NaN  0.322109        1.72074                 NaN            NaN
  1233.08        500.000        97.4428                 NaN            NaN            NaN            NaN            NaN            NaN  0.606247                 NaN            NaN  0.305795        1.64515                 NaN            NaN
  1230.58        500.000        97.5562                 NaN            NaN            NaN            NaN            NaN            NaN  0.578787                 NaN            NaN  0.291479        1.57352                 NaN            NaN
  1228.07        500.000        97.6617                 NaN            NaN            NaN            NaN            NaN            NaN  0.553572                 NaN            NaN  0.277509        1.50724                 NaN            NaN
  1225.56        500.000        97.7601                 NaN            NaN            NaN            NaN            NaN            NaN  0.530114                 NaN            NaN  0.264470        1.44534                 NaN            NaN
  1223.06        500.000        97.8535                 NaN            NaN            NaN            NaN            NaN            NaN  0.507964                 NaN            NaN  0.251900        1.38663                 NaN            NaN
  1220.55        500.000        97.9382                 NaN            NaN            NaN            NaN            NaN            NaN  0.487528                 NaN            NaN  0.240849        1.33344                 NaN            NaN
  1218.05        500.000        98.0183                 NaN            NaN            NaN            NaN            NaN            NaN  0.469100                 NaN            NaN  0.230132        1.28246                 NaN            NaN
  1215.54        500.000        98.0955                 NaN            NaN            NaN            NaN            NaN            NaN  0.450017                 NaN            NaN  0.219968        1.23448                 NaN            NaN
  1213.03        500.000        98.1639                 NaN            NaN            NaN            NaN            NaN            NaN  0.434682                 NaN            NaN  0.211069        1.19039                 NaN            NaN
  1210.53        500.000        98.2288                 NaN            NaN            NaN            NaN            NaN            NaN  0.419758                 NaN            NaN  0.203012        1.14846                 NaN            NaN
  1208.02        500.000        88.9232                 NaN            NaN            NaN            NaN            NaN            NaN   1.15285                 NaN            NaN  0.867417        4.56810        4.48847                 NaN
  1205.51        500.000        87.4118                 NaN            NaN            NaN            NaN            NaN            NaN   1.30701                 NaN            NaN  0.977120        5.09275        5.21132                 NaN
  1203.01        500.000        87.3026                 NaN            NaN            NaN            NaN            NaN            NaN   1.33688                 NaN            NaN  0.971119        5.12706        5.26231                 NaN
  1200.50        500.000        87.0552                 NaN            NaN            NaN            NaN            NaN            NaN   1.39475                 NaN            NaN   1.03816        5.18942        5.32249                 NaN
  1197.99        500.000        86.7192                 NaN            NaN            NaN            NaN            NaN            NaN   1.26279       0.168894                 NaN   1.02510        5.35093        5.47310                 NaN
  1195.49        500.000        76.8394                 NaN            NaN            NaN  0.518950                 NaN            NaN  0.357822                 NaN            NaN   1.72821        9.68691        10.7690       0.997467E-001
  1192.98        500.000        88.9344                 NaN            NaN            NaN            NaN            NaN            NaN  0.165963        2.38781                 NaN  0.833480        4.56493        3.11346                 NaN
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78467        5.48600       0.436266E-001   6.95660        43.1079        41.2632       0.357980     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.219983        7.12725       0.977495        6.96063        43.0906        41.2680       0.355969     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10996        7.20940                 NaN   6.96525        43.0919        41.2675       0.356019     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.38273       0.945455                 NaN   6.96580        43.0791        41.2721       0.354826     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.99011        2.34919                 NaN   6.97639        43.0560        41.2763       0.352082     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.14766        1.18514       0.343156E-005   6.97083        43.0664        41.2765       0.353478     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.73537       0.636596                 NaN   6.93449        43.0728        41.2849       0.335868     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.34930                 NaN            NaN   6.98784        43.0300        41.2835       0.349389     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.39805        4.95216                 NaN   6.98915        43.0264        41.2853       0.348852     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68793        4.66531                 NaN   6.99260        43.0185        41.2877       0.347972     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49559        1.84850                 NaN   6.98298        43.0349        41.2878       0.350178     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.29439        4.06518                 NaN   6.99967        43.0022        41.2924       0.346136     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.28873       0.881682E-001            NaN   7.01341        42.9698        41.2980       0.341874     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37729                 NaN            NaN   7.01455        42.9666        41.2998       0.341728     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.38143                 NaN            NaN   7.01874        42.9569        41.3024       0.340588     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13222       0.251342       0.452671E-003   7.02218        42.9497        41.3045       0.339654     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.29300       0.951832E-001  0.791697E-003   7.02676        42.9386        41.3072       0.338403     
  1147.87        500.000                 NaN            NaN            NaN            NaN   1.20896                 NaN            NaN   3.76680        2.37354                 NaN   6.72079        43.7245        41.7599       0.445511     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.38484                 NaN            NaN   7.02634        42.9399        41.3096       0.339319     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.109486        8.27524                 NaN   7.02710        42.9376        41.3113       0.339274     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.336501        8.05061                 NaN   7.02927        42.9314        41.3136       0.338616     
  1137.84        500.000                 NaN            NaN            NaN            NaN   1.23287                 NaN            NaN   3.66423        2.44537                 NaN   6.72466        43.7088        41.7795       0.444640     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.688455        7.70416                 NaN   7.03444        42.9176        41.3182       0.337111     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.757112        7.63861                 NaN   7.03760        42.9099        41.3205       0.336237     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.952622        7.44588                 NaN   7.04022        42.9030        41.3229       0.335478     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.33741        1.06319                 NaN   7.04286        42.8968        41.3249       0.334795     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.15321        1.25028                 NaN   7.04562        42.8896        41.3273       0.334002     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.97497        1.43150                 NaN   7.04847        42.8823        41.3296       0.333189     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.80102        1.60849                 NaN   7.05140        42.8748        41.3320       0.332357     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.63265        1.77999                 NaN   7.05440        42.8671        41.3344       0.331504     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.38011        2.03565                 NaN   7.05719        42.8596        41.3368       0.330690     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.23185        2.18722                 NaN   7.06040        42.8515        41.3392       0.329788     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.08721        2.33526                 NaN   7.06368        42.8434        41.3416       0.328865     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.94648        2.47946                 NaN   7.06703        42.8351        41.3440       0.327920     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.80924        2.62026                 NaN   7.07045        42.8266        41.3465       0.326955     
  1102.76        500.000                 NaN            NaN            NaN            NaN  0.397800                 NaN            NaN   7.80681                 NaN            NaN   6.94148        42.9648        41.5334       0.355699     
  1100.25        500.000                 NaN            NaN            NaN            NaN  0.434358                 NaN            NaN   7.74741                 NaN            NaN   6.93575        42.9743        41.5508       0.357381     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64956        2.83821                 NaN   7.04224        42.7761        41.3692       0.324613     
  1095.24        500.000                 NaN            NaN            NaN            NaN   1.35854                 NaN            NaN   3.12792        2.81402                 NaN   6.73421        43.6486        41.8741       0.442614     
  1092.73        500.000                 NaN            NaN            NaN            NaN   1.36624                 NaN            NaN   3.09482        2.83675                 NaN   6.73454        43.6452        41.8799       0.442548     
  1090.23        500.000                 NaN            NaN            NaN            NaN   1.37386                 NaN            NaN   3.06211        2.85922                 NaN   6.73485        43.6419        41.8855       0.442485     
  1087.72        500.000                 NaN            NaN            NaN            NaN   1.38145                 NaN            NaN   3.03006        2.88106                 NaN   6.73516        43.6386        41.8912       0.442423     
  1085.21        500.000                 NaN            NaN            NaN            NaN   1.38894                 NaN            NaN   2.99798        2.90310                 NaN   6.73547        43.6353        41.8969       0.442357     
  1082.71        500.000                 NaN            NaN            NaN            NaN   1.39634                 NaN            NaN   2.96612        2.92508                 NaN   6.73579        43.6319        41.9025       0.442290     
  1080.20        500.000                 NaN            NaN            NaN            NaN   1.40366                 NaN            NaN   2.93459        2.94686                 NaN   6.73612        43.6285        41.9080       0.442218     
  1077.69        500.000                 NaN            NaN            NaN            NaN   1.41102                 NaN            NaN   2.90415        2.96746                 NaN   6.73642        43.6252        41.9136       0.442154     
  1075.19        500.000                 NaN            NaN            NaN            NaN   1.41815                 NaN            NaN   2.87336        2.98881                 NaN   6.73675        43.6218        41.9191       0.442079     
  1072.68        500.000                 NaN            NaN            NaN            NaN   1.42519                 NaN            NaN   2.84249        3.01041                 NaN   6.73712        43.6182        41.9246       0.441991     
  1070.18        500.000                 NaN            NaN            NaN            NaN   1.43219                 NaN            NaN   2.81257        3.03112                 NaN   6.73746        43.6148        41.9300       0.441912     
  1067.67        500.000                 NaN            NaN            NaN            NaN   1.43911                 NaN            NaN   2.78300        3.05158                 NaN   6.73781        43.6113        41.9354       0.441828     
  1065.16        500.000                 NaN            NaN            NaN            NaN   1.44590                 NaN            NaN   2.75350        3.07224                 NaN   6.73819        43.6077        41.9407       0.441734     
  1062.66        500.000                 NaN            NaN            NaN            NaN   1.45288                 NaN            NaN   2.72593        3.09056                 NaN   6.73850        43.6043        41.9461       0.441665     
  1060.15        500.000                 NaN            NaN            NaN            NaN   1.45921                 NaN            NaN   2.69552        3.11300                 NaN   6.73900        43.6004        41.9513       0.441530     
