|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.39309                 NaN            NaN   3.54420        4.20352                 NaN   6.98508        41.6257        40.4621       0.786382     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.40379                 NaN            NaN   3.50660        4.22865                 NaN   6.98561        41.6235        40.4656       0.786222     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.30083        7.22665                 NaN   7.40402        40.6569        39.8719       0.539679     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.81623                 NaN            NaN   8.76150       0.382207E-003            NaN   7.12246        41.2542        40.3403       0.704937     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.84185                 NaN            NaN   8.72614       0.317143E-003            NaN   7.12087        41.2571        40.3477       0.706061     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.86686                 NaN            NaN   8.69167       0.265480E-003            NaN   7.11936        41.2598        40.3549       0.707140     
  1042.61        500.000                 NaN            NaN            NaN            NaN   1.89130                 NaN            NaN   8.65804       0.224282E-003            NaN   7.11791        41.2624        40.3619       0.708177     
  1040.10        500.000                 NaN            NaN            NaN            NaN   1.91519                 NaN            NaN   8.62525       0.191151E-003            NaN   7.11654        41.2648        40.3689       0.709172     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.47511                 NaN            NaN   3.25376        4.39965                 NaN   6.98982        41.6071        40.4898       0.784824     
  1035.09        500.000                 NaN            NaN            NaN            NaN   1.96131                 NaN            NaN   8.56216       0.142219E-003            NaN   7.11401        41.2691        40.3823       0.711031     
  1032.58        500.000                 NaN            NaN            NaN            NaN   1.98366                 NaN            NaN   8.53170       0.124233E-003            NaN   7.11284        41.2710        40.3888       0.711906     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.00546                 NaN            NaN   8.50205       0.109300E-003            NaN   7.11174        41.2727        40.3952       0.712737     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.02678                 NaN            NaN   8.47320       0.446884E-004            NaN   7.11071        41.2743        40.4015       0.713527     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.04776                 NaN            NaN   8.44481       0.384074E-004            NaN   7.10973        41.2757        40.4076       0.714292     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.06826                 NaN            NaN   8.41714       0.332879E-004            NaN   7.10881        41.2770        40.4137       0.715018     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.08830                 NaN            NaN   8.39020       0.290368E-004            NaN   7.10796        41.2782        40.4197       0.715703     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.10794                 NaN            NaN   8.36386       0.255054E-004            NaN   7.10716        41.2791        40.4255       0.716355     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.12719                 NaN            NaN   8.33812       0.225470E-004            NaN   7.10642        41.2800        40.4313       0.716974     
  1012.53        500.000                 NaN            NaN            NaN            NaN   2.14606                 NaN            NaN   8.31298       0.200388E-004            NaN   7.10575        41.2807        40.4369       0.717559     
  1010.03        500.000                 NaN            NaN            NaN            NaN   2.16456                 NaN            NaN   8.28842       0.177120E-004            NaN   7.10512        41.2813        40.4425       0.718111     
  1007.52        500.000                 NaN            NaN            NaN            NaN   2.18269                 NaN            NaN   8.26442       0.158973E-004            NaN   7.10456        41.2817        40.4480       0.718631     
  1005.01        500.000                 NaN            NaN            NaN            NaN   2.20048                 NaN            NaN   8.24097       0.143316E-004            NaN   7.10405        41.2820        40.4534       0.719120     
  1002.51        500.000                 NaN            NaN            NaN            NaN   2.21793                 NaN            NaN   8.21805                 NaN            NaN   7.10359        41.2822        40.4587       0.719577     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.23506                 NaN            NaN   8.19563                 NaN            NaN   7.10318        41.2822        40.4639       0.720005     
