|6.6.6
Archiving\03_Data\eqLP/QFM_m5/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1849.36        500.000        91.4171        1.00558        7.56123       0.161440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        91.3956        1.00564        7.58262       0.161450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        91.3750        1.00570        7.60311       0.161459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        91.3545        1.00575        7.62360       0.161468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        91.3339        1.00581        7.64409       0.161478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        91.3134        1.00587        7.66459       0.161487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        91.2928        1.00593        7.68509       0.161496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        91.2723        1.00598        7.70559       0.161506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        91.2517        1.00604        7.72609       0.161515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        91.2312        1.00610        7.74659       0.161524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        91.2115        1.00616        7.76620       0.161533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        91.1918        1.00621        7.78581       0.161542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        91.1721        1.00627        7.80543       0.161551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        91.1525        1.00632        7.82505       0.161560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        91.1328        1.00638        7.84467       0.161569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        91.1131        1.00643        7.86429       0.161577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        91.0934        1.00649        7.88391       0.161586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        91.0738        1.00654        7.90354       0.161595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        91.0550        1.00660        7.92228       0.161604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        91.0362        1.00665        7.94103       0.161612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        91.0174        1.00670        7.95979       0.161621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        90.9985        1.00675        7.97854       0.161629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        90.9797        1.00681        7.99729       0.161638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        90.9609        1.00686        8.01605       0.161646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        90.9421        1.00691        8.03481       0.161655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        90.9233        1.00697        8.05357       0.161663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        90.9053        1.00702        8.07147       0.161671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        90.8874        1.00707        8.08937       0.161679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        90.8694        1.00712        8.10727       0.161687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        90.8515        1.00717        8.12517       0.161696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        90.8335        1.00722        8.14308       0.161704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        90.8156        1.00727        8.16098       0.161712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        90.7976        1.00732        8.17889       0.161720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        90.7797        1.00737        8.19680       0.161728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        90.7626        1.00742        8.21384       0.161736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        90.7455        1.00747        8.23089       0.161743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        90.7284        1.00751        8.24793       0.161751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        90.7113        1.00756        8.26498       0.161759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        90.6942        1.00761        8.28203       0.161766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        90.6771        1.00766        8.29909       0.161774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        90.6600        1.00771        8.31614       0.161782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        90.6429        1.00775        8.33319       0.161790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        90.6266        1.00780        8.34940       0.161797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        90.6104        1.00784        8.36561       0.161804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        90.5941        1.00789        8.38182       0.161812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        90.5778        1.00794        8.39803       0.161819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        90.5616        1.00798        8.41425       0.161826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        90.5453        1.00803        8.43046       0.161834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        90.5291        1.00807        8.44668       0.161841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        90.5128        1.00812        8.46290       0.161848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        90.4974        1.00816        8.47827       0.161855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        90.4820        1.00821        8.49364       0.161862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        90.4665        1.00825        8.50902       0.161869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        90.4511        1.00829        8.52440       0.161876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        90.4357        1.00833        8.53977       0.161883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        90.4203        1.00838        8.55515       0.161890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        90.4049        1.00842        8.57053       0.161897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        90.3894        1.00846        8.58592       0.161904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        90.3748        1.00851        8.60046       0.161910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        90.3603        1.00855        8.61500       0.161917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        90.3457        1.00859        8.62954       0.161923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        90.3311        1.00863        8.64409       0.161930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        90.3165        1.00867        8.65864       0.161937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        90.3019        1.00871        8.67318       0.161943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        90.2873        1.00875        8.68773       0.161950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        90.2727        1.00879        8.70228       0.161956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        90.2588        1.00883        8.71621       0.161962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        90.2448        1.00887        8.73014       0.161969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        90.2308        1.00891        8.74406       0.161975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        90.2169        1.00895        8.75799       0.161981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        90.1981        1.00898        8.77070       0.161987E-001  0.604496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        90.1708        1.00901        8.78186       0.161992E-001  0.221423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        90.1441        1.00905        8.79276       0.161997E-001  0.379253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        90.1174        1.00908        8.80366       0.162002E-001  0.537092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        90.0910        1.00911        8.81442       0.162007E-001  0.692417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        90.0647        1.00914        8.82519       0.162011E-001  0.847751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        90.0387        1.00917        8.83582       0.162016E-001  0.100089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        89.9593        1.00918        8.84090       0.161426E-001  0.115418       0.590290E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        89.2767        1.00901        8.78118       0.154043E-001  0.132423       0.785283                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        88.5943        1.00884        8.72147       0.146663E-001  0.149423        1.51129                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        87.9121        1.00867        8.66179       0.139285E-001  0.166416        2.23706                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        87.2302        1.00850        8.60213       0.131910E-001  0.183404        2.96258                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        86.5663        1.00831        8.53672       0.124517E-001  0.199804        3.67645                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        85.9026        1.00813        8.47134       0.117126E-001  0.216197        4.39005                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        85.2391        1.00794        8.40598       0.109738E-001  0.232585        5.10339                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        84.5759        1.00776        8.34064       0.102353E-001  0.248966        5.81647                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        83.9269        1.00756        8.27259       0.950480E-002  0.265242        6.51823                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        83.1119        1.00740        8.21394       0.890859E-002  0.275840        7.08827       0.293727                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        81.5339        1.00739        8.21033       0.898969E-002  0.257846        7.01932        1.96225                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        79.9559        1.00738        8.20672       0.907078E-002  0.239852        6.95037        3.63075                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        78.5665        1.00737        8.20169       0.915299E-002  0.219071        6.87975        5.11644                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        77.1772        1.00736        8.19666       0.923519E-002  0.198291        6.80913        6.60210                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        75.7880        1.00734        8.19162       0.931740E-002  0.177512        6.73852        8.08771                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        74.3988        1.00733        8.18659       0.939960E-002  0.156733        6.66790        9.57329                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        73.0096        1.00732        8.18156       0.948179E-002  0.135955        6.59729        11.0588                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        71.6204        1.00730        8.17653       0.956399E-002  0.115177        6.52668        12.5443                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        70.2313        1.00729        8.17150       0.964619E-002  0.943997E-001   6.45607        14.0298                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        68.8422        1.00728        8.16647       0.972838E-002  0.736229E-001   6.38546        15.5152                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        67.5978        1.00726        8.16042       0.980810E-002  0.494827E-001   6.31667        16.8586                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        66.3534        1.00725        8.15438       0.988782E-002  0.253432E-001   6.24788        18.2019                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        65.1461        1.00723        8.14763       0.996222E-002  0.325348E-003   6.18379        19.5049                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        64.0704        1.00717        8.12673       0.994612E-002            NaN   6.20580        20.5800                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        63.0395        1.00711        8.10451       0.993051E-002            NaN   6.22730        21.6116                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        62.0088        1.00705        8.08229       0.991490E-002            NaN   6.24880        22.6431                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        60.9782        1.00698        8.06007       0.989930E-002            NaN   6.27030        23.6745                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        59.9478        1.00692        8.03786       0.988369E-002            NaN   6.29180        24.7058                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        58.9801        1.00685        8.01335       0.986226E-002            NaN   6.31979        25.6701                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        58.0125        1.00678        7.98883       0.984083E-002            NaN   6.34778        26.6342                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        57.0451        1.00672        7.96433       0.981941E-002            NaN   6.37577        27.5983                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        56.0778        1.00665        7.93982       0.979799E-002            NaN   6.40375        28.5622                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        54.7906        1.00662        7.93100       0.992076E-002            NaN   6.29104        28.5459        1.42498                 NaN            NaN            NaN            NaN
  1493.59        500.000        52.6502        1.00674        7.97009       0.101775E-001            NaN   6.04406        27.8812        3.37246        1.06503                 NaN            NaN            NaN
  1490.38        500.000        52.6502        1.00674        7.97009       0.101775E-001            NaN   6.04406        27.8812        3.37246        1.06503                 NaN            NaN            NaN
  1487.18        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1483.97        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1480.77        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1477.56        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1474.36        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1471.15        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1467.95        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1464.74        500.000        48.5425        1.00695        8.04293       0.106467E-001            NaN   5.59138        26.6618        3.30971        6.83409                 NaN            NaN            NaN
  1461.54        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1458.33        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1455.13        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1451.92        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1448.72        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1445.51        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1442.31        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1439.10        500.000        35.7417        1.00726        8.14834       0.118568E-001            NaN   4.42012        23.5948        16.3086        10.7673                 NaN            NaN            NaN
  1435.90        500.000        27.1532        1.00677        7.97313       0.120861E-001            NaN   4.21308        22.9527        16.3647        20.3244                 NaN            NaN            NaN
  1432.69        500.000        26.2777        1.00666        7.93419       0.120611E-001            NaN   4.24105        22.9894        20.5674        16.9716                 NaN            NaN            NaN
  1429.49        500.000        24.3878        1.00667        7.93543       0.120075E-001            NaN   4.29735        22.7636        17.5559        21.5027       0.538549                 NaN            NaN
  1426.28        500.000        22.6039        1.00665        7.92682       0.119178E-001  0.140389E-002   4.39003        22.5075        18.0625        22.4037        1.08553                 NaN            NaN
  1423.08        500.000        21.0229        1.00656        7.89515       0.117823E-001  0.299673E-001   4.52737        21.9561        23.4725        18.4938        1.58388                 NaN            NaN
  1419.87        500.000        21.0229        1.00656        7.89515       0.117823E-001  0.299673E-001   4.52737        21.9561        23.4725        18.4938        1.58388                 NaN            NaN
  1416.67        500.000        21.0229        1.00656        7.89515       0.117823E-001  0.299673E-001   4.52737        21.9561        23.4725        18.4938        1.58388                 NaN            NaN
  1413.46        500.000        21.0229        1.00656        7.89515       0.117823E-001  0.299673E-001   4.52737        21.9561        23.4725        18.4938        1.58388                 NaN            NaN
  1410.26        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1407.05        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1403.85        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1400.64        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1397.44        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1394.23        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1391.03        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1387.82        500.000        16.1560        1.00590        7.65990       0.109890E-001  0.145616        5.33088        19.7463        27.0131        19.7213        3.21006                 NaN            NaN
  1384.62        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1381.41        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1378.21        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1375.00        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1371.79        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1368.59        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1365.38        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1362.18        500.000        10.1961        1.00350        6.80904       0.845975E-002  0.387289        7.88485        15.0295        20.8143        32.3346        5.53229                 NaN            NaN
  1358.97        500.000        6.46720       0.999841        5.51284       0.472085E-002  0.652527        11.6474        9.45836        20.9631        36.9575        7.33655                 NaN            NaN
  1355.77        500.000        6.46720       0.999841        5.51284       0.472085E-002  0.652527        11.6474        9.45836        20.9631        36.9575        7.33655                 NaN            NaN
  1352.56        500.000        6.46720       0.999841        5.51284       0.472085E-002  0.652527        11.6474        9.45836        20.9631        36.9575        7.33655                 NaN            NaN
