|6.6.6
Archiving\03_Data\eqLP/QFM_m5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1349.36        500.000        8.25641       0.911883        2.43294       0.185822E-002  0.500052        11.0441        9.42215        21.3100        37.1199        9.00076                 NaN            NaN
  1346.15        500.000        6.45194       0.910096        2.06217       0.903015E-003  0.611822        13.2862        6.11286        39.4312        21.1248        10.0080                 NaN            NaN
  1342.95        500.000        6.45179       0.910102        2.06210       0.902960E-003  0.611836        13.2862        6.11282        39.4310        21.1247        10.0086                 NaN            NaN
  1339.74        500.000        5.62239       0.908942        1.85019       0.356380E-003  0.671386        14.5578        4.28486        40.6322        20.9752        10.4966                 NaN            NaN
  1336.54        500.000        5.22236       0.908293        1.73668       0.631868E-004  0.702270        15.2367        3.31975        20.8865        41.2495        10.7380                 NaN            NaN
  1333.33        500.000        4.83046       0.907607        1.61901                 NaN  0.733675        15.9370        2.33002        41.8759        20.7893        10.9769                 NaN            NaN
  1330.13        500.000        4.83036       0.907612        1.61896                 NaN  0.733692        15.9369        2.33001        41.8757        20.7892        10.9775                 NaN            NaN
  1326.92        500.000        4.07156       0.906087        1.36736                 NaN  0.799101        17.4301       0.232399        20.5667        43.1771        11.4495                 NaN            NaN
  1323.72        500.000        3.74484       0.905448        1.25356                 NaN  0.807123        18.1111                 NaN   20.5913        42.9584        11.6283                 NaN            NaN
  1320.51        500.000        3.43927       0.904810        1.13959                 NaN  0.808112        18.7963                 NaN   20.6600        42.4641        11.7878                 NaN            NaN
  1317.31        500.000        3.43920       0.904813        1.13955                 NaN  0.808129        18.7962                 NaN   20.6598        42.4638        11.7885                 NaN            NaN
  1314.10        500.000        3.43914       0.904817        1.13951                 NaN  0.808147        18.7961                 NaN   20.6596        42.4636        11.7891                 NaN            NaN
  1310.90        500.000        3.43907       0.904820        1.13947                 NaN  0.808164        18.7960                 NaN   20.6594        42.4634        11.7897                 NaN            NaN
  1307.69        500.000        2.30046       0.901870       0.640341                 NaN  0.810666        21.7964                 NaN   40.2042        20.9598        12.3863                 NaN            NaN
  1304.49        500.000        2.03410       0.901033       0.503556                 NaN  0.811451        22.6170                 NaN   39.5675        21.0399        12.5254                 NaN            NaN
  1301.28        500.000                 NaN  0.901404       0.368588                 NaN  0.812041        23.4283                 NaN   39.2733        21.2824        12.8464        1.08756                 NaN
  1298.08        500.000                 NaN  0.901406       0.368575                 NaN  0.812057        23.4281                 NaN   39.2731        21.2822        12.8471        1.08758                 NaN
  1294.87        500.000                 NaN  0.898811       0.589343E-001            NaN  0.817728        25.3349                 NaN   37.3339        21.5849        12.8501        1.12084                 NaN
  1291.67        500.000                 NaN  0.898293                 NaN            NaN  0.819893        25.7034                 NaN   36.9457        21.6391        12.8652        1.12845                 NaN
  1288.46        500.000                 NaN  0.898251                 NaN            NaN  0.821549        25.7120                 NaN   36.9090        21.6404        12.8884        1.13036                 NaN
  1285.26        500.000                 NaN  0.898253                 NaN            NaN  0.821566        25.7118                 NaN   36.9088        21.6402        12.8891        1.13037                 NaN
  1282.05        500.000                 NaN  0.898170                 NaN            NaN  0.824964        25.7287                 NaN   21.6362        36.8443        12.9327        1.13498                 NaN
  1278.85        500.000                 NaN  0.898172                 NaN            NaN  0.824980        25.7285                 NaN   21.6360        36.8440        12.9333        1.13499                 NaN
  1275.64        500.000                 NaN  0.898173                 NaN            NaN  0.824997        25.7283                 NaN   21.6358        36.8438        12.9340        1.13500                 NaN
  1272.44        500.000                 NaN  0.898175                 NaN            NaN  0.825013        25.7281                 NaN   21.6356        36.8435        12.9347        1.13501                 NaN
  1269.23        500.000                 NaN  0.898177                 NaN            NaN  0.825029        25.7279                 NaN   21.6353        36.8432        12.9353        1.13502                 NaN
  1266.03        500.000                 NaN  0.898178                 NaN            NaN  0.825045        25.7277                 NaN   21.6351        36.8430        12.9360        1.13504                 NaN
  1262.82        500.000                 NaN  0.898180                 NaN            NaN  0.825062        25.7275                 NaN   21.6349        36.8427        12.9366        1.13505                 NaN
  1259.62        500.000                 NaN  0.898181                 NaN            NaN  0.825078        25.7273                 NaN   21.6347        36.8424        12.9373        1.13506                 NaN
  1256.41        500.000                 NaN  0.897862                 NaN            NaN  0.838554        25.7905                 NaN   21.5975        36.6232        13.1026        1.14979                 NaN
  1253.21        500.000                 NaN  0.897864                 NaN            NaN  0.838570        25.7903                 NaN   21.5972        36.6230        13.1033        1.14980                 NaN
  1250.00        500.000                 NaN  0.897865                 NaN            NaN  0.838587        25.7901                 NaN   21.5970        36.6227        13.1040        1.14981                 NaN
  1246.79        500.000                 NaN  0.897866                 NaN            NaN  0.838603        25.7899                 NaN   21.5968        36.6225        13.1046        1.14982                 NaN
  1243.59        500.000                 NaN  0.897867                 NaN            NaN  0.838619        25.7896                 NaN   21.5965        36.6222        13.1053        1.14983                 NaN
  1240.38        500.000                 NaN  0.897869                 NaN            NaN  0.838635        25.7894                 NaN   21.5963        36.6219        13.1060        1.14985                 NaN
  1237.18        500.000                 NaN  0.897870                 NaN            NaN  0.838651        25.7892                 NaN   21.5961        36.6217        13.1066        1.14986                 NaN
  1233.97        500.000                 NaN  0.897871                 NaN            NaN  0.838667        25.7890                 NaN   21.5959        36.6214        13.1073        1.14987                 NaN
  1230.77        500.000                 NaN  0.897578                 NaN            NaN  0.851579        25.8465                 NaN   21.5378        36.4445        13.2595        1.16246                 NaN
  1227.56        500.000                 NaN  0.897579                 NaN            NaN  0.851596        25.8463                 NaN   21.5376        36.4443        13.2602        1.16247                 NaN
  1224.36        500.000                 NaN  0.897510                 NaN            NaN  0.854692        25.8597                 NaN   36.4063        21.5197        13.2968        1.16533                 NaN
  1221.15        500.000                 NaN  0.897477                 NaN            NaN  0.856370        25.8658                 NaN   21.5131        36.3859        13.3151        1.16632                 NaN
  1217.95        500.000                 NaN  0.897451                 NaN            NaN  0.855639        25.8733       0.869880E-001   21.5162        36.2724        13.3278        1.17030                 NaN
  1214.74        500.000                 NaN  0.897452                 NaN            NaN  0.855655        25.8730       0.869872E-001   21.5160        36.2721        13.3284        1.17032                 NaN
  1211.54        500.000                 NaN  0.897452                 NaN            NaN  0.855671        25.8728       0.869864E-001   21.5158        36.2718        13.3291        1.17033                 NaN
  1208.33        500.000                 NaN  0.897453                 NaN            NaN  0.855686        25.8726       0.869856E-001   21.5155        36.2716        13.3298        1.17034                 NaN
  1205.13        500.000                 NaN  0.897421                 NaN            NaN  0.829903        25.9136        1.33651        21.6481        34.8416        13.3226        1.21028                 NaN
  1201.92        500.000                 NaN  0.897422                 NaN            NaN  0.829919        25.9134        1.33650        21.6478        34.8414        13.3233        1.21029                 NaN
  1198.72        500.000                 NaN  0.897423                 NaN            NaN  0.829934        25.9132        1.33649        21.6476        34.8412        13.3239        1.21030                 NaN
  1195.51        500.000                 NaN  0.897424                 NaN            NaN  0.829949        25.9129        1.33648        21.6474        34.8409        13.3246        1.21031                 NaN
  1192.31        500.000                 NaN  0.897424                 NaN            NaN  0.829965        25.9127        1.33646        21.6471        34.8407        13.3253        1.21033                 NaN
  1189.10        500.000                 NaN  0.897425                 NaN            NaN  0.829980        25.9125        1.33645        21.6469        34.8404        13.3260        1.21034                 NaN
  1185.90        500.000                 NaN  0.897426                 NaN            NaN  0.829995        25.9123        1.33644        21.6467        34.8402        13.3266        1.21035                 NaN
  1182.69        500.000                 NaN  0.897426                 NaN            NaN  0.830010        25.9121        1.33643        21.6464        34.8400        13.3273        1.21036                 NaN
  1179.49        500.000                 NaN  0.897373                 NaN            NaN  0.786761        25.9841        3.62292        32.2832        21.8278        13.3209        1.27691                 NaN
  1176.28        500.000                 NaN  0.897374                 NaN            NaN  0.786776        25.9839        3.62288        32.2830        21.8275        13.3216        1.27692                 NaN
  1173.08        500.000                 NaN  0.897374                 NaN            NaN  0.786790        25.9837        3.62285        32.2828        21.8273        13.3223        1.27693                 NaN
  1169.87        500.000                 NaN  0.897375                 NaN            NaN  0.786804        25.9835        3.62282        32.2826        21.8270        13.3230        1.27695                 NaN
  1166.67        500.000                 NaN  0.897375                 NaN            NaN  0.786819        25.9832        3.62278        32.2824        21.8268        13.3236        1.27696                 NaN
  1163.46        500.000                 NaN  0.897376                 NaN            NaN  0.786833        25.9830        3.62275        32.2822        21.8266        13.3243        1.27697                 NaN
  1160.26        500.000                 NaN  0.897376                 NaN            NaN  0.786847        25.9828        3.62272        32.2820        21.8263        13.3250        1.27698                 NaN
  1157.05        500.000                 NaN  0.897377                 NaN            NaN  0.786861        25.9826        3.62269        32.2818        21.8261        13.3256        1.27700                 NaN
  1153.85        500.000                 NaN  0.897340                 NaN            NaN  0.753692        26.0419        5.66239        30.0580        21.9305        13.3303        1.32585                 NaN
  1150.64        500.000                 NaN  0.897340                 NaN            NaN  0.753706        26.0416        5.66234        30.0579        21.9302        13.3310        1.32586                 NaN
  1147.44        500.000                 NaN  0.897341                 NaN            NaN  0.753719        26.0414        5.66229        30.0577        21.9300        13.3317        1.32588                 NaN
  1144.23        500.000                 NaN  0.897341                 NaN            NaN  0.753733        26.0412        5.66224        30.0575        21.9298        13.3323        1.32589                 NaN
  1141.03        500.000                 NaN  0.897341                 NaN            NaN  0.753746        26.0410        5.66219        30.0573        21.9295        13.3330        1.32590                 NaN
  1137.82        500.000                 NaN  0.897341                 NaN            NaN  0.753760        26.0408        5.66214        30.0571        21.9293        13.3337        1.32591                 NaN
  1134.62        500.000                 NaN  0.897342                 NaN            NaN  0.753773        26.0405        5.66209        30.0569        21.9290        13.3344        1.32593                 NaN
  1131.41        500.000                 NaN  0.897342                 NaN            NaN  0.753786        26.0403        5.66204        30.0568        21.9288        13.3350        1.32594                 NaN
  1128.21        500.000                 NaN  0.897316                 NaN            NaN  0.728889        26.0893        7.50758        28.0948        21.9721        13.3503        1.35973                 NaN
  1125.00        500.000                 NaN  0.897316                 NaN            NaN  0.728902        26.0891        7.50751        28.0946        21.9719        13.3510        1.35974                 NaN
  1121.79        500.000                 NaN  0.897317                 NaN            NaN  0.728915        26.0889        7.50745        28.0944        21.9716        13.3516        1.35976                 NaN
  1118.59        500.000                 NaN  0.897317                 NaN            NaN  0.728927        26.0886        7.50738        28.0943        21.9714        13.3523        1.35977                 NaN
  1115.38        500.000                 NaN  0.897309                 NaN            NaN  0.719317        26.1093        8.36778        21.9776        27.1938        13.3642        1.37073                 NaN
  1112.18        500.000                 NaN  0.897309                 NaN            NaN  0.719330        26.1091        8.36770        21.9773        27.1937        13.3648        1.37075                 NaN
  1108.97        500.000                 NaN  0.897306                 NaN            NaN  0.715095        26.1186        8.78677        26.7585        21.9767        13.3719        1.37517                 NaN
  1105.77        500.000                 NaN  0.897303                 NaN            NaN  0.713237        26.1227        8.98865        21.9754        26.5504        13.3770                 NaN   1.37522     
  1102.56        500.000                 NaN  0.897301                 NaN            NaN  0.711407        26.1273        9.19414        26.3375        21.9736        13.3803                 NaN   1.37849     
  1099.36        500.000                 NaN  0.897301                 NaN            NaN  0.711419        26.1271        9.19407        26.3373        21.9734        13.3809                 NaN   1.37848     
  1096.15        500.000                 NaN  0.897301                 NaN            NaN  0.711432        26.1269        9.19399        26.3372        21.9731        13.3816                 NaN   1.37847     
  1092.95        500.000                 NaN  0.897301                 NaN            NaN  0.711444        26.1266        9.19391        26.3371        21.9729        13.3823                 NaN   1.37846     
  1089.74        500.000                 NaN  0.897301                 NaN            NaN  0.711456        26.1264        9.19383        26.3369        21.9726        13.3830                 NaN   1.37845     
  1086.54        500.000                 NaN  0.897301                 NaN            NaN  0.711469        26.1262        9.19376        26.3368        21.9724        13.3836                 NaN   1.37844     
  1083.33        500.000                 NaN  0.897301                 NaN            NaN  0.711481        26.1260        9.19368        26.3367        21.9722        13.3843                 NaN   1.37842     
  1080.13        500.000                 NaN  0.897301                 NaN            NaN  0.711494        26.1258        9.19360        26.3365        21.9719        13.3850                 NaN   1.37840     
  1076.92        500.000                 NaN  0.897288                 NaN            NaN  0.700522        26.1592        10.7621        24.7251        21.9471        13.4104                 NaN   1.39832     
  1073.72        500.000                 NaN  0.897288                 NaN            NaN  0.700535        26.1590        10.7620        24.7249        21.9469        13.4111                 NaN   1.39830     
  1070.51        500.000                 NaN  0.897288                 NaN            NaN  0.700547        26.1588        10.7619        24.7248        21.9467        13.4117                 NaN   1.39827     
  1067.31        500.000                 NaN  0.897288                 NaN            NaN  0.700559        26.1586        10.7618        24.7247        21.9464        13.4124                 NaN   1.39825     
  1064.10        500.000                 NaN  0.897288                 NaN            NaN  0.700571        26.1583        10.7617        24.7246        21.9462        13.4131                 NaN   1.39822     
  1060.90        500.000                 NaN  0.897288                 NaN            NaN  0.700583        26.1581        10.7616        24.7245        21.9460        13.4138                 NaN   1.39819     
  1057.69        500.000                 NaN  0.897288                 NaN            NaN  0.700595        26.1579        10.7615        24.7244        21.9457        13.4144                 NaN   1.39816     
  1054.49        500.000                 NaN  0.897288                 NaN            NaN  0.700607        26.1577        10.7614        24.7243        21.9455        13.4151                 NaN   1.39813     
  1051.28        500.000                 NaN  0.897277                 NaN            NaN  0.695762        26.1848        12.2210        23.2458        21.8969        13.4465                 NaN   1.41188     
  1048.08        500.000                 NaN  0.897277                 NaN            NaN  0.695774        26.1846        12.2209        23.2457        21.8967        13.4472                 NaN   1.41185     
  1044.87        500.000                 NaN  0.897277                 NaN            NaN  0.695786        26.1844        12.2208        23.2456        21.8964        13.4479                 NaN   1.41182     
  1041.67        500.000                 NaN  0.897277                 NaN            NaN  0.695798        26.1841        12.2207        23.2455        21.8962        13.4485                 NaN   1.41178     
  1038.46        500.000                 NaN  0.897277                 NaN            NaN  0.695810        26.1839        12.2206        23.2454        21.8960        13.4492                 NaN   1.41175     
  1035.26        500.000                 NaN  0.897276                 NaN            NaN  0.695822        26.1837        12.2205        23.2453        21.8957        13.4499                 NaN   1.41171     
  1032.05        500.000                 NaN  0.897276                 NaN            NaN  0.695834        26.1835        12.2204        23.2453        21.8955        13.4506                 NaN   1.41168     
  1028.85        500.000                 NaN  0.897276                 NaN            NaN  0.695845        26.1833        12.2203        23.2452        21.8952        13.4512                 NaN   1.41164     
  1025.64        500.000                 NaN  0.897266                 NaN            NaN  0.696681        26.2048        13.5919        21.8267        21.8740        13.4865                 NaN   1.42202     
  1022.44        500.000                 NaN  0.897266                 NaN            NaN  0.696693        26.2046        13.5918        21.8265        21.8740        13.4872                 NaN   1.42199     
  1019.23        500.000                 NaN  0.897266                 NaN            NaN  0.696705        26.2043        13.5917        21.8262        21.8739        13.4879                 NaN   1.42195     
  1016.03        500.000                 NaN  0.897265                 NaN            NaN  0.696716        26.2041        13.5916        21.8260        21.8738        13.4886                 NaN   1.42192     
  1012.82        500.000                 NaN  0.897265                 NaN            NaN  0.696728        26.2039        13.5915        21.8258        21.8737        13.4892                 NaN   1.42188     
  1009.62        500.000                 NaN  0.897264                 NaN            NaN  0.696740        26.2037        13.5914        21.8255        21.8736        13.4899                 NaN   1.42185     
  1006.41        500.000                 NaN  0.897264                 NaN            NaN  0.696751        26.2034        13.5913        21.8253        21.8736        13.4906                 NaN   1.42181     
  1003.21        500.000                 NaN  0.897263                 NaN            NaN  0.696763        26.2032        13.5912        21.8251        21.8735        13.4913                 NaN   1.42178     
  1000.00        500.000                 NaN  0.897256                 NaN            NaN  0.703029        26.2197        14.8867        21.7431        20.5911        13.5304                 NaN   1.42872     
